Date,BELGIUM MID GROWTH Mid Cap
2001-10-04,454.605
2001-10-05,454.523
2001-10-08,450.97
2001-10-09,448.128
2001-10-10,445.011
2001-10-11,442.89
2001-10-12,442.867
2001-10-15,439.498
2001-10-16,438.025
2001-10-17,443.645
2001-10-18,439.952
2001-10-19,434.621
2001-10-22,433.517
2001-10-23,434.279
2001-10-24,429.815
2001-10-25,432.729
2001-10-26,433.995
2001-10-29,427.763
2001-10-30,428.568
2001-10-31,433.227
2001-11-01,433.277
2001-11-02,431.915
2001-11-05,430.541
2001-11-06,436.306
2001-11-07,438.058
2001-11-08,434.402
2001-11-09,428.872
2001-11-12,426.959
2001-11-13,426.638
2001-11-14,428.581
2001-11-15,427.598
2001-11-16,423.192
2001-11-19,424.89
2001-11-20,423.458
2001-11-21,423.182
2001-11-22,423.031
2001-11-23,423.408
2001-11-26,430.641
2001-11-27,426.03
2001-11-28,424.776
2001-11-29,430.014
2001-11-30,440.431
2001-12-03,433.517
2001-12-04,436.745
2001-12-05,435.23
2001-12-06,441.812
2001-12-07,442.738
2001-12-10,439.724
2001-12-11,430.873
2001-12-12,431.51
2001-12-13,427.825
2001-12-14,421.364
2001-12-17,439.218
2001-12-18,434.56
2001-12-19,433.077
2001-12-20,433.26
2001-12-21,433.018
2001-12-24,434.085
2001-12-25,434.085
2001-12-26,434.455
2001-12-27,440.962
2001-12-28,440.616
2001-12-31,444.914
2002-01-01,444.914
2002-01-02,448.573
2002-01-03,457.541
2002-01-04,449.791
2002-01-07,449.99
2002-01-08,449.278
2002-01-09,441.708
2002-01-10,436.162
2002-01-11,436.46
2002-01-14,431.291
2002-01-15,438.738
2002-01-16,432.749
2002-01-17,436.82
2002-01-18,440.716
2002-01-21,441.012
2002-01-22,439.671
2002-01-23,452.516
2002-01-24,456.715
2002-01-25,445.451
2002-01-28,444.011
2002-01-29,440.106
2002-01-30,437.156
2002-01-31,440.514
2002-02-01,443.681
2002-02-04,449.312
2002-02-05,442.111
2002-02-06,440.014
2002-02-07,437.172
2002-02-08,436.941
2002-02-11,442.935
2002-02-12,443.759
2002-02-13,449.223
2002-02-14,450.344
2002-02-15,449.311
2002-02-18,445.209
2002-02-19,445.1
2002-02-20,438.611
2002-02-21,438.161
2002-02-22,436.864
2002-02-25,431.209
2002-02-26,430.146
2002-02-27,426.328
2002-02-28,431.026
2002-03-01,426.451
2002-03-04,438.135
2002-03-05,435.58
2002-03-06,435.281
2002-03-07,437.645
2002-03-08,427.231
2002-03-11,429.145
2002-03-12,425.027
2002-03-13,429.769
2002-03-14,431.724
2002-03-15,430.137
2002-03-18,433.163
2002-03-19,434.854
2002-03-20,433.715
2002-03-21,434.917
2002-03-22,435.368
2002-03-25,435.49
2002-03-26,436.758
2002-03-27,431.638
2002-03-28,434.585
2002-03-29,434.585
2002-04-01,438.147
2002-04-02,438.015
2002-04-03,437.733
2002-04-04,437.939
2002-04-05,431.36
2002-04-08,426.784
2002-04-09,427.999
2002-04-10,430.989
2002-04-11,429.346
2002-04-12,430.876
2002-04-15,430.833
2002-04-16,434.259
2002-04-17,432.504
2002-04-18,428.909
2002-04-19,432.84
2002-04-22,434.343
2002-04-23,436.751
2002-04-24,437.482
2002-04-25,434.199
2002-04-26,432.825
2002-04-29,429.482
2002-04-30,429.318
2002-05-01,431.748
2002-05-02,425.57
2002-05-03,430.271
2002-05-06,435.148
2002-05-07,427.878
2002-05-08,433.996
2002-05-09,435.22
2002-05-10,438.425
2002-05-13,440.535
2002-05-14,443.654
2002-05-15,445.342
2002-05-16,444.339
2002-05-17,448.33
2002-05-20,445.966
2002-05-21,445.342
2002-05-22,446.318
2002-05-23,441.776
2002-05-24,440.909
2002-05-27,437.033
2002-05-28,442.863
2002-05-29,442.239
2002-05-30,440.502
2002-05-31,441.643
2002-06-03,438.873
2002-06-04,435.183
2002-06-05,436.763
2002-06-06,435.697
2002-06-07,432.629
2002-06-10,435.506
2002-06-11,435.568
2002-06-12,423.403
2002-06-13,407.387
2002-06-14,401.728
2002-06-17,415.143
2002-06-18,407.682
2002-06-19,412.142
2002-06-20,412.232
2002-06-21,421.051
2002-06-24,412.214
2002-06-25,414.165
2002-06-26,417.505
2002-06-27,417.415
2002-06-28,429.689
2002-07-01,433.49
2002-07-02,429.571
2002-07-03,415.202
2002-07-04,416.559
2002-07-05,423.831
2002-07-08,435.764
2002-07-09,433.405
2002-07-10,428.005
2002-07-11,416.757
2002-07-12,414.525
2002-07-15,407.83
2002-07-16,403.854
2002-07-17,402.339
2002-07-18,407.753
2002-07-19,397.333
2002-07-22,378.46
2002-07-23,357.231
2002-07-24,366.95
2002-07-25,386.084
2002-07-26,393.713
2002-07-29,397.901
2002-07-30,404.535
2002-07-31,404.282
2002-08-01,402.649
2002-08-02,392.837
2002-08-05,384.671
2002-08-06,377.201
2002-08-07,378.074
2002-08-08,385.73
2002-08-09,378.092
2002-08-12,372.538
2002-08-13,370.516
2002-08-14,369.842
2002-08-15,372.823
2002-08-16,357.213
2002-08-19,354.454
2002-08-20,342.545
2002-08-21,345.06
2002-08-22,330.375
2002-08-23,343.446
2002-08-26,355.311
2002-08-27,367.007
2002-08-28,350.638
2002-08-29,335.947
2002-08-30,334.344
2002-09-02,328.803
2002-09-03,329.743
2002-09-04,333.323
2002-09-05,328.719
2002-09-06,331.986
2002-09-09,330.512
2002-09-10,326.779
2002-09-11,334.934
2002-09-12,337.303
2002-09-13,342.435
2002-09-16,339.232
2002-09-17,340.508
2002-09-18,343.882
2002-09-19,346.207
2002-09-20,337.47
2002-09-23,337.457
2002-09-24,331.949
2002-09-25,335.438
2002-09-26,343.073
2002-09-27,342.756
2002-09-30,337.959
2002-10-01,339.231
2002-10-02,343.284
2002-10-03,335.441
2002-10-04,294.394
2002-10-07,286.514
2002-10-08,290.864
2002-10-09,284.85
2002-10-10,275.75
2002-10-11,282.859
2002-10-14,280.313
2002-10-15,295.159
2002-10-16,303.713
2002-10-17,301.806
2002-10-18,292.697
2002-10-21,291.916
2002-10-22,279.661
2002-10-23,281.233
2002-10-24,279.701
2002-10-25,282.108
2002-10-28,287.841
2002-10-29,286.769
2002-10-30,280.859
2002-10-31,285.774
2002-11-01,289.882
2002-11-04,291.354
2002-11-05,293.858
2002-11-06,296.787
2002-11-07,308.071
2002-11-08,313.499
2002-11-11,311.917
2002-11-12,309.824
2002-11-13,302.985
2002-11-14,311.675
2002-11-15,321.922
2002-11-18,322.507
2002-11-19,318.6
2002-11-20,321.176
2002-11-21,322.362
2002-11-22,327.628
2002-11-25,320.866
2002-11-26,319.168
2002-11-27,327.079
2002-11-28,324.52
2002-11-29,319.328
2002-12-02,317.871
2002-12-03,307.182
2002-12-04,305.672
2002-12-05,312.285
2002-12-06,308.086
2002-12-09,313.022
2002-12-10,314.204
2002-12-11,324.634
2002-12-12,327.124
2002-12-13,335.089
2002-12-16,329.623
2002-12-17,335.17
2002-12-18,337.445
2002-12-19,341.297
2002-12-20,360.557
2002-12-23,358.478
2002-12-24,365.154
2002-12-25,365.154
2002-12-26,366.075
2002-12-27,359.518
2002-12-30,367.263
2002-12-31,368.703
2003-01-01,368.703
2003-01-02,364.174
2003-01-03,354.025
2003-01-06,358.9
2003-01-07,349.337
2003-01-08,343.251
2003-01-09,355.904
2003-01-10,357.687
2003-01-13,357.799
2003-01-14,359.674
2003-01-15,363.343
2003-01-16,359.198
2003-01-17,356.707
2003-01-20,352.427
2003-01-21,348.939
2003-01-22,338.991
2003-01-23,335.756
2003-01-24,340.669
2003-01-27,329.414
2003-01-28,336.064
2003-01-29,328.834
2003-01-30,327.948
2003-01-31,347.374
2003-02-03,346.368
2003-02-04,340.462
2003-02-05,337.653
2003-02-06,330.373
2003-02-07,315.686
2003-02-10,306.14
2003-02-11,307.237
2003-02-12,301.737
2003-02-13,293.599
2003-02-14,301.738
2003-02-17,297.993
2003-02-18,300.401
2003-02-19,298.76
2003-02-20,298.41
2003-02-21,291.198
2003-02-24,287.544
2003-02-25,275.771
2003-02-26,267.178
2003-02-27,262.175
2003-02-28,267.728
2003-03-03,261.796
2003-03-04,262.861
2003-03-05,259.71
2003-03-06,252.791
2003-03-07,251.491
2003-03-10,252.621
2003-03-11,255.223
2003-03-12,251.727
2003-03-13,254.925
2003-03-14,268.88
2003-03-17,267.069
2003-03-18,263.503
2003-03-19,266.655
2003-03-20,261.13
2003-03-21,274.732
2003-03-24,270.914
2003-03-25,275.471
2003-03-26,263.331
2003-03-27,258.617
2003-03-28,258.165
2003-03-31,253.932
2003-04-01,265.561
2003-04-02,283.835
2003-04-03,282.918
2003-04-04,294.738
2003-04-07,286.282
2003-04-08,293.62
2003-04-09,303.297
2003-04-10,306.337
2003-04-11,305.293
2003-04-14,309.207
2003-04-15,318.432
2003-04-16,319.23
2003-04-17,326.777
2003-04-18,326.777
2003-04-21,325.368
2003-04-22,330.38
2003-04-23,321.809
2003-04-24,329.062
2003-04-25,318.208
2003-04-28,308.457
2003-04-29,315.426
2003-04-30,324.138
2003-05-01,327.116
2003-05-02,328.524
2003-05-05,331.411
2003-05-06,339.815
2003-05-07,345.745
2003-05-08,334.617
2003-05-09,344.174
2003-05-12,347.805
2003-05-13,346.632
2003-05-14,345.685
2003-05-15,349.125
2003-05-16,368.844
2003-05-19,362.698
2003-05-20,371.195
2003-05-21,371.122
2003-05-22,386.227
2003-05-23,385.801
2003-05-26,391.126
2003-05-27,391.552
2003-05-28,389.949
2003-05-29,387.852
2003-05-30,378.249
2003-06-02,380.741
2003-06-03,378.933
2003-06-04,381.64
2003-06-05,382.217
2003-06-06,380.612
2003-06-09,386.142
2003-06-10,376.264
2003-06-11,369.008
2003-06-12,369.726
2003-06-13,362.485
2003-06-16,368.682
2003-06-17,366.25
2003-06-18,362.973
2003-06-19,357.87
2003-06-20,358.782
2003-06-23,349.727
2003-06-24,343.377
2003-06-25,350.223
2003-06-26,342.912
2003-06-27,348.317
2003-06-30,357.183
2003-07-01,352.722
2003-07-02,353.418
2003-07-03,352.818
2003-07-04,350.209
2003-07-07,359.133
2003-07-08,352.238
2003-07-09,350.674
2003-07-10,349.013
2003-07-11,346.015
2003-07-14,352.203
2003-07-15,349.513
2003-07-16,342.226
2003-07-17,341.512
2003-07-18,341.069
2003-07-21,344.025
2003-07-22,347.459
2003-07-23,349.315
2003-07-24,352.942
2003-07-25,358.544
2003-07-28,352.61
2003-07-29,347.296
2003-07-30,340.618
2003-07-31,339.109
2003-08-01,333.209
2003-08-04,339.422
2003-08-05,347.596
2003-08-06,346.736
2003-08-07,352.777
2003-08-08,352.07
2003-08-11,356.195
2003-08-12,358.259
2003-08-13,356.984
2003-08-14,357.563
2003-08-15,361.301
2003-08-18,363.299
2003-08-19,361.745
2003-08-20,356.611
2003-08-21,354.304
2003-08-22,356.719
2003-08-25,355.676
2003-08-26,350.033
2003-08-27,350.747
2003-08-28,353.897
2003-08-29,354.801
2003-09-01,356.597
2003-09-02,355.181
2003-09-03,363.653
2003-09-04,373.841
2003-09-05,378.232
2003-09-08,381.905
2003-09-09,383.357
2003-09-10,376.188
2003-09-11,378.101
2003-09-12,379.03
2003-09-15,380.093
2003-09-16,380.779
2003-09-17,383.523
2003-09-18,383.561
2003-09-19,382.664
2003-09-22,385.266
2003-09-23,386.268
2003-09-24,386.412
2003-09-25,381.574
2003-09-26,381.767
2003-09-29,380.733
2003-09-30,381.145
2003-10-01,388.529
2003-10-02,385.111
2003-10-03,384.231
2003-10-06,381.396
2003-10-07,386.354
2003-10-08,389.115
2003-10-09,388.172
2003-10-10,390.679
2003-10-13,387.304
2003-10-14,388.283
2003-10-15,394.212
2003-10-16,398.95
2003-10-17,393.488
2003-10-20,394.276
2003-10-21,397.954
2003-10-22,398.931
2003-10-23,395.321
2003-10-24,397.913
2003-10-27,401.833
2003-10-28,400.802
2003-10-29,399.886
2003-10-30,401.472
2003-10-31,394.26
2003-11-03,393.212
2003-11-04,392.223
2003-11-05,392.533
2003-11-06,389.07
2003-11-07,393.79
2003-11-10,393.668
2003-11-11,391.855
2003-11-12,393.466
2003-11-13,397.294
2003-11-14,401.948
2003-11-17,397.386
2003-11-18,400.206
2003-11-19,403.201
2003-11-20,401.277
2003-11-21,403.833
2003-11-24,398.955
2003-11-25,404.111
2003-11-26,406.579
2003-11-27,403.323
2003-11-28,403.97
2003-12-01,409.632
2003-12-02,412.015
2003-12-03,418.568
2003-12-04,415.591
2003-12-05,413.601
2003-12-08,416.053
2003-12-09,419.407
2003-12-10,421.399
2003-12-11,413.72
2003-12-12,418.651
2003-12-15,418.297
2003-12-16,417.636
2003-12-17,423.963
2003-12-18,434.474
2003-12-19,451.36
2003-12-22,462.618
2003-12-23,476.033
2003-12-24,472.034
2003-12-25,472.034
2003-12-26,471.844
2003-12-29,472.402
2003-12-30,472.126
2003-12-31,475.572
2004-01-01,475.572
2004-01-02,489.338
2004-01-05,498.218
2004-01-06,491.558
2004-01-07,477.307
2004-01-08,487.847
2004-01-09,498.558
2004-01-12,493.317
2004-01-13,500.765
2004-01-14,506.049
2004-01-15,496.16
2004-01-16,486.213
2004-01-19,485.467
2004-01-20,491.671
2004-01-21,499.097
2004-01-22,499.915
2004-01-23,502.19
2004-01-26,483.435
2004-01-27,505.801
2004-01-28,500.333
2004-01-29,494.225
2004-01-30,501.61
2004-02-02,488.057
2004-02-03,483.084
2004-02-04,453.478
2004-02-05,463.833
2004-02-06,473.871
2004-02-09,485.341
2004-02-10,488.637
2004-02-11,484.427
2004-02-12,490.264
2004-02-13,485.273
2004-02-16,486.999
2004-02-17,485.212
2004-02-18,485.22
2004-02-19,482.443
2004-02-20,477.477
2004-02-23,474.328
2004-02-24,478.181
2004-02-25,470.857
2004-02-26,467.474
2004-02-27,466.741
2004-03-01,466.079
2004-03-02,461.833
2004-03-03,461.894
2004-03-04,467.447
2004-03-05,478.498
2004-03-08,480.942
2004-03-09,480.54
2004-03-10,468.75
2004-03-11,461.712
2004-03-12,459.931
2004-03-15,451.036
2004-03-16,448.869
2004-03-17,451.64
2004-03-18,461.659
2004-03-19,454.446
2004-03-22,457.37
2004-03-23,459.774
2004-03-24,454.599
2004-03-25,460.709
2004-03-26,456.765
2004-03-29,464.437
2004-03-30,469.272
2004-03-31,484.729
2004-04-01,484.783
2004-04-02,480.111
2004-04-05,478.863
2004-04-06,478.587
2004-04-07,492.736
2004-04-08,483.559
2004-04-09,483.559
2004-04-12,482.201
2004-04-13,510.772
2004-04-14,504.604
2004-04-15,524.596
2004-04-16,545.12
2004-04-19,543.254
2004-04-20,520.091
2004-04-21,516.716
2004-04-22,513.31
2004-04-23,510.877
2004-04-26,504.974
2004-04-27,503.007
2004-04-28,499.724
2004-04-29,506.011
2004-04-30,504.742
2004-05-03,505.162
2004-05-04,514.051
2004-05-05,530.786
2004-05-06,534.735
2004-05-07,526.095
2004-05-10,507.281
2004-05-11,510.971
2004-05-12,512.658
2004-05-13,522.914
2004-05-14,527.0
2004-05-17,531.193
2004-05-18,508.433
2004-05-19,531.269
2004-05-20,532.563
2004-05-21,555.143
2004-05-24,573.554
2004-05-25,564.894
2004-05-26,573.38
2004-05-27,589.842
2004-05-28,587.495
2004-05-31,591.192
2004-06-01,592.743
2004-06-02,601.023
2004-06-03,598.384
2004-06-04,604.364
2004-06-07,609.765
2004-06-08,603.764
2004-06-09,599.288
2004-06-10,599.365
2004-06-11,592.985
2004-06-14,592.689
2004-06-15,597.053
2004-06-16,590.039
2004-06-17,590.798
2004-06-18,600.705
2004-06-21,598.758
2004-06-22,597.439
2004-06-23,599.206
2004-06-24,605.046
2004-06-25,601.978
2004-06-28,605.549
2004-06-29,608.421
2004-06-30,614.754
2004-07-01,613.053
2004-07-02,619.465
2004-07-05,619.372
2004-07-06,619.287
2004-07-07,625.895
2004-07-08,625.572
2004-07-09,622.909
2004-07-12,617.995
2004-07-13,612.497
2004-07-14,614.494
2004-07-15,614.906
2004-07-16,624.843
2004-07-19,625.101
2004-07-20,618.959
2004-07-21,610.185
2004-07-22,603.782
2004-07-23,595.53
2004-07-26,594.777
2004-07-27,600.722
2004-07-28,598.496
2004-07-29,612.736
2004-07-30,610.582
2004-08-02,612.794
2004-08-03,628.389
2004-08-04,628.045
2004-08-05,626.137
2004-08-06,632.624
2004-08-09,628.958
2004-08-10,635.255
2004-08-11,625.377
2004-08-12,630.359
2004-08-13,636.415
2004-08-16,636.005
2004-08-17,630.785
2004-08-18,627.67
2004-08-19,635.696
2004-08-20,632.891
2004-08-23,626.613
2004-08-24,618.905
2004-08-25,626.414
2004-08-26,625.16
2004-08-27,625.179
2004-08-30,627.155
2004-08-31,627.923
2004-09-01,632.23
2004-09-02,635.796
2004-09-03,634.672
2004-09-06,638.536
2004-09-07,639.88
2004-09-08,647.565
2004-09-09,650.618
2004-09-10,660.779
2004-09-13,658.536
2004-09-14,665.648
2004-09-15,660.506
2004-09-16,656.545
2004-09-17,658.635
2004-09-20,658.876
2004-09-21,675.705
2004-09-22,673.824
2004-09-23,672.061
2004-09-24,677.826
2004-09-27,676.488
2004-09-28,683.173
2004-09-29,681.478
2004-09-30,691.834
2004-10-01,693.413
2004-10-04,697.107
2004-10-05,701.676
2004-10-06,691.694
2004-10-07,688.375
2004-10-08,694.835
2004-10-11,695.444
2004-10-12,686.072
2004-10-13,682.089
2004-10-14,689.714
2004-10-15,699.552
2004-10-18,699.173
2004-10-19,697.95
2004-10-20,702.796
2004-10-21,706.339
2004-10-22,706.105
2004-10-25,704.218
2004-10-26,705.068
2004-10-27,710.838
2004-10-28,716.275
2004-10-29,714.511
2004-11-01,723.735
2004-11-02,724.886
2004-11-03,734.603
2004-11-04,735.39
2004-11-05,739.049
2004-11-08,736.096
2004-11-09,736.344
2004-11-10,726.955
2004-11-11,726.788
2004-11-12,728.263
2004-11-15,728.423
2004-11-16,728.376
2004-11-17,731.134
2004-11-18,726.231
2004-11-19,728.197
2004-11-22,725.793
2004-11-23,731.966
2004-11-24,736.706
2004-11-25,742.333
2004-11-26,740.147
2004-11-29,739.155
2004-11-30,735.903
2004-12-01,738.223
2004-12-02,744.464
2004-12-03,742.115
2004-12-06,744.059
2004-12-07,751.099
2004-12-08,745.828
2004-12-09,744.294
2004-12-10,739.741
2004-12-13,746.221
2004-12-14,745.393
2004-12-15,748.774
2004-12-16,737.557
2004-12-17,740.319
2004-12-20,741.639
2004-12-21,739.911
2004-12-22,745.836
2004-12-23,751.879
2004-12-24,752.753
2004-12-27,755.906
2004-12-28,752.832
2004-12-29,750.193
2004-12-30,755.038
2004-12-31,757.166
2005-01-03,759.872
2005-01-04,749.666
2005-01-05,751.16
2005-01-06,750.289
2005-01-07,746.383
2005-01-10,743.41
2005-01-11,743.536
2005-01-12,755.066
2005-01-13,743.625
2005-01-14,733.07
2005-01-17,731.361
2005-01-18,726.372
2005-01-19,731.265
2005-01-20,727.093
2005-01-21,737.088
2005-01-24,740.449
2005-01-25,738.059
2005-01-26,755.096
2005-01-27,752.774
2005-01-28,750.467
2005-01-31,750.708
2005-02-01,756.359
2005-02-02,761.943
2005-02-03,756.414
2005-02-04,759.17
2005-02-07,750.717
2005-02-08,750.728
2005-02-09,747.793
2005-02-10,749.811
2005-02-11,755.869
2005-02-14,757.453
2005-02-15,757.328
2005-02-16,761.179
2005-02-17,770.388
2005-02-18,775.859
2005-02-21,777.079
2005-02-22,784.762
2005-02-23,776.099
2005-02-24,775.855
2005-02-25,777.583
2005-02-28,794.849
2005-03-01,792.471
2005-03-02,788.743
2005-03-03,789.879
2005-03-04,802.598
2005-03-07,806.582
2005-03-08,811.694
2005-03-09,805.944
2005-03-10,797.429
2005-03-11,794.953
2005-03-14,780.8
2005-03-15,780.641
2005-03-16,784.541
2005-03-17,782.368
2005-03-18,779.06
2005-03-21,769.389
2005-03-22,769.641
2005-03-23,757.084
2005-03-24,762.87
2005-03-25,762.87
2005-03-28,757.516
2005-03-29,755.535
2005-03-30,753.341
2005-03-31,758.365
2005-04-01,760.563
2005-04-04,753.446
2005-04-05,759.985
2005-04-06,763.416
2005-04-07,767.557
2005-04-08,767.123
2005-04-11,772.961
2005-04-12,769.893
2005-04-13,773.649
2005-04-14,770.681
2005-04-15,770.87
2005-04-18,755.947
2005-04-19,765.812
2005-04-20,764.535
2005-04-21,763.708
2005-04-22,760.39
2005-04-25,754.638
2005-04-26,754.01
2005-04-27,746.226
2005-04-28,739.481
2005-04-29,744.918
2005-05-02,741.103
2005-05-03,738.849
2005-05-04,745.387
2005-05-05,752.356
2005-05-06,748.616
2005-05-09,749.66
2005-05-10,746.883
2005-05-11,737.45
2005-05-12,728.635
2005-05-13,723.924
2005-05-16,720.301
2005-05-17,715.78
2005-05-18,722.526
2005-05-19,724.768
2005-05-20,722.769
2005-05-23,724.393
2005-05-24,728.275
2005-05-25,728.717
2005-05-26,724.029
2005-05-27,720.431
2005-05-30,720.359
2005-05-31,709.978
2005-06-01,710.863
2005-06-02,710.923
2005-06-03,710.96
2005-06-06,706.868
2005-06-07,708.891
2005-06-08,711.444
2005-06-09,708.175
2005-06-10,709.212
2005-06-13,708.742
2005-06-14,705.459
2005-06-15,716.444
2005-06-16,720.58
2005-06-17,732.273
2005-06-20,726.658
2005-06-21,731.153
2005-06-22,729.685
2005-06-23,727.551
2005-06-24,734.852
2005-06-27,731.051
2005-06-28,720.849
2005-06-29,726.536
2005-06-30,727.491
2005-07-01,721.225
2005-07-04,721.535
2005-07-05,715.297
2005-07-06,723.045
2005-07-07,717.85
2005-07-08,724.456
2005-07-11,735.442
2005-07-12,738.896
2005-07-13,731.901
2005-07-14,736.619
2005-07-15,732.974
2005-07-18,730.804
2005-07-19,730.055
2005-07-20,731.108
2005-07-21,737.357
2005-07-22,736.144
2005-07-25,736.258
2005-07-26,738.064
2005-07-27,751.565
2005-07-28,757.515
2005-07-29,757.118
2005-08-01,767.723
2005-08-02,772.615
2005-08-03,779.3
2005-08-04,782.792
2005-08-05,780.036
2005-08-08,779.683
2005-08-09,785.917
2005-08-10,792.45
2005-08-11,792.04
2005-08-12,791.67
2005-08-15,790.53
2005-08-16,789.055
2005-08-17,788.942
2005-08-18,779.874
2005-08-19,783.515
2005-08-22,788.579
2005-08-23,780.474
2005-08-24,782.668
2005-08-25,782.473
2005-08-26,781.398
2005-08-29,777.093
2005-08-30,771.417
2005-08-31,781.867
2005-09-01,798.271
2005-09-02,804.584
2005-09-05,802.544
2005-09-06,799.53
2005-09-07,797.098
2005-09-08,794.262
2005-09-09,797.219
2005-09-12,793.966
2005-09-13,786.032
2005-09-14,789.487
2005-09-15,782.75
2005-09-16,786.344
2005-09-19,783.818
2005-09-20,784.409
2005-09-21,784.513
2005-09-22,774.797
2005-09-23,771.028
2005-09-26,768.395
2005-09-27,767.649
2005-09-28,774.876
2005-09-29,775.111
2005-09-30,777.999
2005-10-03,779.585
2005-10-04,780.876
2005-10-05,771.494
2005-10-06,784.043
2005-10-07,780.268
2005-10-10,773.838
2005-10-11,776.261
2005-10-12,773.861
2005-10-13,760.269
2005-10-14,767.379
2005-10-17,763.514
2005-10-18,757.111
2005-10-19,737.173
2005-10-20,739.222
2005-10-21,735.797
2005-10-24,740.152
2005-10-25,740.136
2005-10-26,738.879
2005-10-27,735.774
2005-10-28,737.788
2005-10-31,738.109
2005-11-01,734.949
2005-11-02,744.053
2005-11-03,748.89
2005-11-04,731.961
2005-11-07,736.009
2005-11-08,731.832
2005-11-09,729.226
