Date,BELGIUM MID GROWTH Mid Cap
1994-05-31,432.425
1994-06-30,426.484
1994-07-29,442.707
1994-08-31,465.457
1994-09-30,443.42
1994-10-31,456.999
1994-11-30,441.055
1994-12-30,450.226
1995-01-31,437.562
1995-02-28,460.894
1995-03-31,481.46
1995-04-28,539.65
1995-05-31,570.598
1995-06-30,585.923
1995-07-31,608.358
1995-08-31,576.017
1995-09-29,598.055
1995-10-31,583.483
1995-11-30,587.195
1995-12-29,638.408
1996-01-31,696.009
1996-02-29,738.144
1996-03-29,741.653
1996-04-30,761.318
1996-05-31,793.074
1996-06-28,815.808
1996-07-31,814.396
1996-08-30,846.568
1996-09-30,840.15
1996-10-31,862.422
1996-11-29,910.411
1996-12-31,914.714
1997-01-31,885.327
1997-02-28,902.992
1997-03-31,901.75
1997-04-30,885.442
1997-05-30,915.25
1997-06-30,1056.321
1997-07-31,1052.854
1997-08-29,995.424
1997-09-30,1054.459
1997-10-31,996.521
1997-11-28,966.873
1997-12-31,958.975
1998-01-30,1007.516
1998-02-27,1103.293
1998-03-31,1198.67
1998-04-30,1223.5
1998-05-29,1233.541
1998-06-30,1363.415
1998-07-31,1284.505
1998-08-31,1180.711
1998-09-30,1212.672
1998-10-30,1292.438
1998-11-30,1330.707
1998-12-31,1391.328
1999-01-29,1351.935
1999-02-26,1261.552
1999-03-31,1130.75
1999-04-30,1144.592
1999-05-31,1105.605
1999-06-30,1055.428
1999-07-30,1017.488
1999-08-31,1038.429
1999-09-30,964.094
1999-10-29,933.337
1999-11-30,906.767
1999-12-31,1017.031
2000-01-31,848.97
2000-02-29,934.998
2000-03-31,959.527
2000-04-28,849.794
2000-05-31,846.091
2000-06-30,864.81
2000-07-31,750.476
2000-08-31,802.868
2000-09-29,579.08
2000-10-31,497.507
2000-11-30,474.907
2000-12-29,507.609
2001-01-31,501.024
2001-02-28,462.676
2001-03-30,393.091
2001-04-30,375.816
2001-05-31,341.934
2001-06-29,371.387
2001-07-31,406.085
2001-08-31,444.759
2001-09-28,430.437
2001-10-31,418.978
2001-11-30,425.946
2001-12-31,430.677
2002-01-31,426.418
2002-02-28,417.233
2002-03-29,420.678
2002-04-30,415.581
2002-05-31,429.062
2002-06-28,419.608
2002-07-31,394.796
2002-08-30,326.499
2002-09-30,330.03
2002-10-31,279.069
2002-11-29,311.836
2002-12-31,360.052
2003-01-31,339.224
2003-02-28,261.446
2003-03-31,247.974
2003-04-30,316.533
2003-05-30,369.374
2003-06-30,350.074
2003-07-31,332.359
2003-08-29,347.739
2003-09-30,373.559
2003-10-31,386.412
2003-11-28,395.929
2003-12-31,466.105
2004-01-30,491.626
2004-02-27,457.45
2004-03-31,475.08
2004-04-30,494.695
2004-05-31,579.424
2004-06-30,603.771
2004-07-30,599.673
2004-08-31,616.704
2004-09-30,680.093
2004-10-29,702.385
2004-11-30,723.414
2004-12-31,744.316
2005-01-31,737.967
2005-02-28,781.36
2005-03-31,745.495
2005-04-29,732.276
2005-05-31,700.478
2005-06-30,718.861
2005-07-29,748.137
2005-08-31,772.592
2005-09-30,768.77
2005-10-31,729.885
2005-11-30,736.152
2005-12-30,721.192
2006-01-31,732.035
2006-02-28,709.956
2006-03-31,735.161
2006-04-28,777.046
2006-05-31,791.181
2006-06-30,801.097
2006-07-31,837.945
2006-08-31,855.307
2006-09-29,872.384
2006-10-31,885.347
2006-11-30,916.548
2006-12-29,984.88
2007-01-31,978.957
2007-02-28,963.344
2007-03-30,939.304
2007-04-30,991.317
2007-05-31,1000.0
2007-06-29,976.645
2007-07-31,976.867
2007-08-31,971.479
2007-09-28,994.972
2007-10-31,1020.243
2007-11-30,991.945
2007-12-31,1031.274
2008-01-31,952.077
2008-02-29,1004.345
2008-03-31,1034.979
2008-04-30,1064.498
2008-05-30,1054.754
2008-06-30,993.259
2008-07-31,955.834
2008-08-29,921.675
2008-09-30,747.465
2008-10-31,514.925
2008-11-28,447.986
2008-12-31,451.989
2009-01-30,467.843
2009-02-27,456.818
2009-03-31,459.652
2009-04-30,452.774
2009-05-29,473.904
2009-06-30,458.786
2009-07-31,470.165
2009-08-31,506.599
2009-09-30,542.624
2009-10-30,551.186
2009-11-30,583.347
2009-12-31,566.084
2010-01-29,544.207
2010-02-26,536.888
2010-03-31,572.397
2010-04-30,584.325
2010-05-31,514.556
2010-06-30,519.516
2010-07-30,568.358
2010-08-31,579.832
2010-09-30,672.378
2010-10-29,726.843
2010-11-30,690.816
2010-12-31,764.723
2011-01-31,729.632
2011-02-28,737.909
2011-03-31,758.433
2011-04-29,851.127
2011-05-31,802.286
2011-06-30,716.956
2011-07-29,665.93
2011-08-31,654.39
2011-09-30,526.842
2011-10-31,571.75
2011-11-30,539.461
2011-12-30,521.015
2012-01-31,565.884
2012-02-29,593.959
2012-03-30,617.975
2012-04-30,623.792
2012-05-31,577.406
2012-06-29,600.568
2012-07-31,594.575
2012-08-31,613.556
2012-09-28,659.082
2012-10-31,669.593
2012-11-30,671.081
2012-12-31,711.04
2013-01-31,719.634
2013-02-28,712.157
2013-03-29,699.199
2013-04-30,717.263
2013-05-31,732.52
2013-06-28,687.426
2013-07-31,732.399
2013-08-30,756.31
2013-09-30,813.273
2013-10-31,862.824
2013-11-29,859.859
2013-12-31,907.077
2014-01-31,852.293
2014-02-28,937.456
2014-03-31,941.722
2014-04-30,952.457
2014-05-30,950.922
2014-06-30,963.846
2014-07-31,965.161
2014-08-29,983.246
2014-09-30,933.291
2014-10-31,850.743
2014-11-28,856.266
2014-12-31,841.111
2015-01-30,853.948
2015-02-27,882.752
2015-03-31,841.925
2015-04-30,885.933
2015-05-29,859.369
2015-06-30,857.61
2015-07-31,888.578
2015-08-31,838.601
2015-09-30,815.279
2015-10-30,892.915
2015-11-30,897.219
2015-12-31,908.143
2016-01-29,846.871
2016-02-29,823.363
2016-03-31,870.468
2016-04-29,866.658
2016-05-31,875.452
2016-06-30,848.291
2016-07-29,909.366
2016-08-31,904.928
2016-09-30,964.843
2016-10-31,951.244
2016-11-30,921.414
2016-12-30,912.224
2017-01-31,891.93
2017-02-28,876.912
2017-03-31,929.709
2017-04-28,960.869
2017-05-31,1059.01
2017-06-30,1054.905
2017-07-31,1179.543
2017-08-31,1148.51
2017-09-29,1186.792
2017-10-31,1246.778
2017-11-30,1286.958
2017-12-29,1294.02
2018-01-31,1432.096
2018-02-28,1457.079
2018-03-30,1380.353
2018-04-30,1410.352
2018-05-31,1375.815
2018-06-29,1357.579
2018-07-31,1421.637
2018-08-31,1401.43
2018-09-28,1400.95
2018-10-31,1235.486
2018-11-30,1194.017
2018-12-31,1127.124
2019-01-31,1199.828
2019-02-28,1218.22
2019-03-29,1230.149
2019-04-30,1227.017
2019-05-31,1040.412
2019-06-28,1010.816
2019-07-31,953.078
2019-08-30,960.232
2019-09-30,1069.44
2019-10-31,1138.747
2019-11-29,1158.303
2019-12-31,1253.029
2020-01-31,1260.581
2020-02-28,1136.118
2020-03-31,1039.22
2020-04-30,1222.893
2020-05-29,1196.442
2020-06-30,1182.394
2020-07-31,1177.754
2020-08-31,1098.723
2020-09-30,1088.732
2020-10-30,1005.665
2020-11-30,1144.819
2020-12-31,1160.093
2021-01-29,1213.733
2021-02-26,1251.102
2021-03-31,1126.661
2021-04-30,1211.028
2021-05-31,1210.598
2021-06-30,1254.899
2021-07-30,1307.356
2021-08-31,1366.578
2021-09-30,1237.283
2021-10-29,1245.147
2021-11-30,1167.834
2021-12-31,1190.61
2022-01-31,1023.273
2022-02-28,1087.882
2022-03-31,1129.001
2022-04-29,1032.982
2022-05-31,1061.736
2022-06-30,998.862
2022-07-29,1041.723
2022-08-31,988.095
2022-09-30,893.582
2022-10-31,978.65
2022-11-30,1036.109
2022-12-30,1063.306
2023-01-31,1074.275
2023-02-28,1052.607
2023-03-31,1034.245
2023-04-28,1033.851
2023-05-31,928.306
2023-06-30,972.563
2023-07-31,954.683
2023-08-31,893.706
2023-09-29,868.026
2023-10-31,792.48
2023-11-30,918.353
2023-12-29,1015.085
2024-01-31,1006.236
2024-02-29,1001.118
2024-03-29,1072.821
2024-04-30,1062.408
2024-05-31,1097.027
2024-06-28,1071.702
2024-07-31,1150.459
2024-08-30,1262.791
2024-09-30,1237.532
2024-10-31,1198.193
2024-11-29,1146.608
2024-12-31,1151.586
2025-01-31,1118.108
2025-02-28,1023.666
2025-03-31,1030.134
2025-04-30,1158.262
2025-05-30,1222.14
2025-06-30,1210.807
2025-07-31,1102.016
2025-08-29,1230.595
