Date,SWITZERLAND SMID VALUE SMID (Small+Mid Cap)
1994-05-31,217.18
1994-06-30,220.003
1994-07-29,221.603
1994-08-31,225.205
1994-09-30,227.329
1994-10-31,229.679
1994-11-30,220.155
1994-12-30,222.575
1995-01-31,221.289
1995-02-28,227.596
1995-03-31,239.362
1995-04-28,245.934
1995-05-31,251.706
1995-06-30,260.858
1995-07-31,259.059
1995-08-31,243.905
1995-09-29,260.017
1995-10-31,258.566
1995-11-30,247.541
1995-12-29,257.374
1996-01-31,252.319
1996-02-29,256.618
1996-03-29,266.833
1996-04-30,259.817
1996-05-31,255.189
1996-06-28,255.655
1996-07-31,249.744
1996-08-30,255.618
1996-09-30,246.257
1996-10-31,246.085
1996-11-29,245.48
1996-12-31,236.373
1997-01-31,237.305
1997-02-28,237.937
1997-03-31,249.157
1997-04-30,251.962
1997-05-30,273.123
1997-06-30,284.521
1997-07-31,284.599
1997-08-29,281.761
1997-09-30,301.677
1997-10-31,303.049
1997-11-28,303.063
1997-12-31,305.618
1998-01-30,316.065
1998-02-27,347.851
1998-03-31,375.222
1998-04-30,394.329
1998-05-29,426.35
1998-06-30,416.105
1998-07-31,435.479
1998-08-31,368.175
1998-09-30,325.413
1998-10-30,367.102
1998-11-30,378.881
1998-12-31,391.056
1999-01-29,368.238
1999-02-26,357.514
1999-03-31,364.807
1999-04-30,373.444
1999-05-31,368.346
1999-06-30,366.732
1999-07-30,376.929
1999-08-31,378.978
1999-09-30,387.583
1999-10-29,388.068
1999-11-30,379.753
1999-12-31,396.348
2000-01-31,404.916
2000-02-29,409.046
2000-03-31,419.596
2000-04-28,402.543
2000-05-31,410.919
2000-06-30,430.24
2000-07-31,436.823
2000-08-31,434.402
2000-09-29,424.016
2000-10-31,408.106
2000-11-30,414.355
2000-12-29,455.467
2001-01-31,458.024
2001-02-28,450.344
2001-03-30,414.78
2001-04-30,410.526
2001-05-31,398.244
2001-06-29,385.942
2001-07-31,382.955
2001-08-31,380.621
2001-09-28,325.165
2001-10-31,332.136
2001-11-30,345.305
2001-12-31,347.559
2002-01-31,340.568
2002-02-28,339.258
2002-03-29,367.757
2002-04-30,386.069
2002-05-31,408.235
2002-06-28,403.446
2002-07-31,346.921
2002-08-30,342.874
2002-09-30,311.842
2002-10-31,311.633
2002-11-29,324.373
2002-12-31,325.894
2003-01-31,304.311
2003-02-28,286.793
2003-03-31,287.868
2003-04-30,317.448
2003-05-30,344.444
2003-06-30,342.737
2003-07-31,368.076
2003-08-29,390.098
2003-09-30,406.15
2003-10-31,425.981
2003-11-28,445.005
2003-12-31,474.083
2004-01-30,491.717
2004-02-27,490.949
2004-03-31,472.524
2004-04-30,461.408
2004-05-31,471.692
2004-06-30,487.963
2004-07-30,444.338
2004-08-31,433.46
2004-09-30,445.101
2004-10-29,466.623
2004-11-30,511.485
2004-12-31,530.915
2005-01-31,546.497
2005-02-28,577.168
2005-03-31,566.423
2005-04-29,543.345
2005-05-31,526.096
2005-06-30,522.242
2005-07-29,551.064
2005-08-31,564.609
2005-09-30,582.875
2005-10-31,564.343
2005-11-30,574.114
2005-12-30,609.388
2006-01-31,652.78
2006-02-28,668.487
2006-03-31,702.829
2006-04-28,756.237
2006-05-31,726.364
2006-06-30,719.418
2006-07-31,724.42
2006-08-31,746.813
2006-09-29,771.219
2006-10-31,799.172
2006-11-30,839.611
2006-12-29,867.091
2007-01-31,919.178
2007-02-28,914.046
2007-03-30,953.944
2007-04-30,995.132
2007-05-31,1000.0
2007-06-29,981.483
2007-07-31,957.484
2007-08-31,914.288
2007-09-28,948.104
2007-10-31,988.713
2007-11-30,947.227
2007-12-31,933.119
2008-01-31,869.732
2008-02-29,921.957
2008-03-31,964.4
2008-04-30,986.605
2008-05-30,982.018
2008-06-30,931.171
2008-07-31,893.346
2008-08-29,826.23
2008-09-30,753.135
2008-10-31,585.813
2008-11-28,547.233
2008-12-31,610.711
2009-01-30,534.248
2009-02-27,467.798
2009-03-31,509.44
2009-04-30,592.277
2009-05-29,661.129
2009-06-30,639.292
2009-07-31,700.481
2009-08-31,787.691
2009-09-30,835.805
2009-10-30,798.725
2009-11-30,798.95
2009-12-31,796.091
2010-01-29,805.165
2010-02-26,801.252
2010-03-31,871.489
2010-04-30,836.255
2010-05-31,747.752
2010-06-30,765.263
2010-07-30,830.993
2010-08-31,833.678
2010-09-30,915.106
2010-10-29,946.116
2010-11-30,915.056
2010-12-31,1057.285
2011-01-31,1084.407
2011-02-28,1097.574
2011-03-31,1108.879
2011-04-29,1199.031
2011-05-31,1191.298
2011-06-30,1127.284
2011-07-29,1098.585
2011-08-31,976.774
2011-09-30,811.166
2011-10-31,900.769
2011-11-30,791.006
2011-12-30,761.234
2012-01-31,829.823
2012-02-29,889.15
2012-03-30,895.425
2012-04-30,891.534
2012-05-31,769.666
2012-06-29,809.574
2012-07-31,806.943
2012-08-31,839.289
2012-09-28,879.407
2012-10-31,888.081
2012-11-30,899.325
2012-12-31,937.355
2013-01-31,1005.587
2013-02-28,1018.726
2013-03-29,998.904
2013-04-30,1045.807
2013-05-31,1046.475
2013-06-28,1026.759
2013-07-31,1110.424
2013-08-30,1121.787
2013-09-30,1190.674
2013-10-31,1245.044
2013-11-29,1257.206
2013-12-31,1300.172
2014-01-31,1303.584
2014-02-28,1400.189
2014-03-31,1395.432
2014-04-30,1419.188
2014-05-30,1406.584
2014-06-30,1394.531
2014-07-31,1350.954
2014-08-29,1378.55
2014-09-30,1291.607
2014-10-31,1286.909
2014-11-28,1316.647
2014-12-31,1294.898
2015-01-30,1319.537
2015-02-27,1399.637
2015-03-31,1391.969
2015-04-30,1466.584
2015-05-29,1444.669
2015-06-30,1386.806
2015-07-31,1401.453
2015-08-31,1332.724
2015-09-30,1251.068
2015-10-30,1327.476
2015-11-30,1301.768
2015-12-31,1339.431
2016-01-29,1238.997
2016-02-29,1256.083
2016-03-31,1344.826
2016-04-29,1351.456
2016-05-31,1336.514
2016-06-30,1262.49
2016-07-29,1322.746
2016-08-31,1341.541
2016-09-30,1361.834
2016-10-31,1348.066
2016-11-30,1350.542
2016-12-30,1398.374
2017-01-31,1459.262
2017-02-28,1492.326
2017-03-31,1521.07
2017-04-28,1607.207
2017-05-31,1669.248
2017-06-30,1681.408
2017-07-31,1735.258
2017-08-31,1711.483
2017-09-29,1741.54
2017-10-31,1736.766
2017-11-30,1757.928
2017-12-29,1832.85
2018-01-31,1945.999
2018-02-28,1869.275
2018-03-30,1810.038
2018-04-30,1812.39
2018-05-31,1765.625
2018-06-29,1750.277
2018-07-31,1765.043
2018-08-31,1775.699
2018-09-28,1744.252
2018-10-31,1645.218
2018-11-30,1641.98
2018-12-31,1564.973
2019-01-31,1686.196
2019-02-28,1724.371
2019-03-29,1735.159
2019-04-30,1808.032
2019-05-31,1766.349
2019-06-28,1893.64
2019-07-31,1837.647
2019-08-30,1843.353
2019-09-30,1880.813
2019-10-31,1935.924
2019-11-29,1949.15
2019-12-31,2046.93
2020-01-31,2042.582
2020-02-28,1884.76
2020-03-31,1530.445
2020-04-30,1645.618
2020-05-29,1688.637
2020-06-30,1733.62
2020-07-31,1774.453
2020-08-31,1890.987
2020-09-30,1839.484
2020-10-30,1724.906
2020-11-30,2037.382
2020-12-31,2150.461
2021-01-29,2159.595
2021-02-26,2175.407
2021-03-31,2192.936
2021-04-30,2251.459
2021-05-31,2378.363
2021-06-30,2312.05
2021-07-30,2368.852
2021-08-31,2338.567
2021-09-30,2205.011
2021-10-29,2285.434
2021-11-30,2192.715
2021-12-31,2327.495
2022-01-31,2280.03
2022-02-28,2236.59
2022-03-31,2244.565
2022-04-29,2101.83
2022-05-31,2079.545
2022-06-30,1884.52
2022-07-29,2015.315
2022-08-31,1926.439
2022-09-30,1731.304
2022-10-31,1817.193
2022-11-30,1990.269
2022-12-30,2041.638
2023-01-31,2251.508
2023-02-28,2234.144
2023-03-31,2242.751
2023-04-28,2349.245
2023-05-31,2149.029
2023-06-30,2188.558
2023-07-31,2404.366
2023-08-31,2315.233
2023-09-29,2178.878
2023-10-31,2130.057
2023-11-30,2255.606
2023-12-29,2386.265
2024-01-31,2354.005
2024-02-29,2292.139
2024-03-29,2292.698
2024-04-30,2236.38
2024-05-31,2370.177
2024-06-28,2345.175
2024-07-31,2485.892
2024-08-30,2580.215
2024-09-30,2618.172
2024-10-31,2516.87
2024-11-29,2469.773
2024-12-31,2355.606
2025-01-31,2512.822
2025-02-28,2541.391
2025-03-31,2586.635
2025-04-30,2790.543
2025-05-30,2936.278
2025-06-30,3016.688
2025-07-31,3046.633
2025-08-29,3147.824
2025-09-30,3067.138
