Date,SWITZERLAND SMID VALUE SMID (Small+Mid Cap)
2001-08-10,387.381
2001-08-13,390.556
2001-08-14,389.933
2001-08-15,393.786
2001-08-16,391.341
2001-08-17,391.303
2001-08-20,387.749
2001-08-21,387.372
2001-08-22,388.673
2001-08-23,384.987
2001-08-24,386.184
2001-08-27,384.411
2001-08-28,381.822
2001-08-29,379.349
2001-08-30,382.102
2001-08-31,380.621
2001-09-03,374.383
2001-09-04,368.552
2001-09-05,365.631
2001-09-06,364.652
2001-09-07,365.954
2001-09-10,360.209
2001-09-11,349.711
2001-09-12,350.408
2001-09-13,351.87
2001-09-14,349.862
2001-09-17,350.36
2001-09-18,347.775
2001-09-19,348.03
2001-09-20,334.09
2001-09-21,321.69
2001-09-24,322.875
2001-09-25,328.344
2001-09-26,327.943
2001-09-27,322.445
2001-09-28,325.165
2001-10-01,324.474
2001-10-02,321.615
2001-10-03,317.515
2001-10-04,317.812
2001-10-05,320.448
2001-10-08,319.626
2001-10-09,320.063
2001-10-10,318.134
2001-10-11,321.426
2001-10-12,322.412
2001-10-15,323.45
2001-10-16,325.944
2001-10-17,330.273
2001-10-18,330.339
2001-10-19,326.527
2001-10-22,324.169
2001-10-23,327.424
2001-10-24,329.402
2001-10-25,330.567
2001-10-26,333.362
2001-10-29,335.059
2001-10-30,333.734
2001-10-31,332.136
2001-11-01,333.82
2001-11-02,333.81
2001-11-05,332.933
2001-11-06,331.875
2001-11-07,334.183
2001-11-08,334.797
2001-11-09,335.966
2001-11-12,336.557
2001-11-13,334.142
2001-11-14,335.918
2001-11-15,341.045
2001-11-16,346.744
2001-11-19,349.477
2001-11-20,350.083
2001-11-21,346.432
2001-11-22,349.734
2001-11-23,346.606
2001-11-26,347.146
2001-11-27,347.125
2001-11-28,346.973
2001-11-29,343.582
2001-11-30,345.305
2001-12-03,342.972
2001-12-04,344.784
2001-12-05,344.6
2001-12-06,346.98
2001-12-07,348.005
2001-12-10,341.408
2001-12-11,340.05
2001-12-12,343.54
2001-12-13,339.264
2001-12-14,342.549
2001-12-17,347.68
2001-12-18,345.579
2001-12-19,341.294
2001-12-20,341.735
2001-12-21,342.327
2001-12-24,334.976
2001-12-25,334.976
2001-12-26,334.907
2001-12-27,342.164
2001-12-28,343.731
2001-12-31,347.559
2002-01-01,347.559
2002-01-02,352.286
2002-01-03,351.935
2002-01-04,354.555
2002-01-07,355.162
2002-01-08,353.061
2002-01-09,352.544
2002-01-10,351.465
2002-01-11,352.452
2002-01-14,351.164
2002-01-15,349.535
2002-01-16,346.589
2002-01-17,346.934
2002-01-18,349.553
2002-01-21,349.331
2002-01-22,348.958
2002-01-23,350.188
2002-01-24,349.701
2002-01-25,344.56
2002-01-28,343.261
2002-01-29,341.761
2002-01-30,337.92
2002-01-31,340.568
2002-02-01,338.281
2002-02-04,338.627
2002-02-05,338.548
2002-02-06,335.921
2002-02-07,335.016
2002-02-08,336.946
2002-02-11,339.143
2002-02-12,337.014
2002-02-13,334.634
2002-02-14,337.579
2002-02-15,339.319
2002-02-18,337.666
2002-02-19,336.539
2002-02-20,334.842
2002-02-21,337.058
2002-02-22,337.302
2002-02-25,337.241
2002-02-26,336.624
2002-02-27,336.753
2002-02-28,339.258
2002-03-01,341.091
2002-03-04,346.249
2002-03-05,346.043
2002-03-06,350.498
2002-03-07,358.139
2002-03-08,359.608
2002-03-11,358.211
2002-03-12,355.773
2002-03-13,358.069
2002-03-14,362.437
2002-03-15,363.047
2002-03-18,365.736
2002-03-19,364.94
2002-03-20,365.807
2002-03-21,364.082
2002-03-22,366.123
2002-03-25,366.057
2002-03-26,366.0
2002-03-27,365.777
2002-03-28,367.757
2002-03-29,367.757
2002-04-01,372.015
2002-04-02,374.665
2002-04-03,378.246
2002-04-04,377.22
2002-04-05,375.928
2002-04-08,371.881
2002-04-09,374.502
2002-04-10,375.628
2002-04-11,378.537
2002-04-12,375.134
2002-04-15,375.612
2002-04-16,378.598
2002-04-17,382.425
2002-04-18,386.011
2002-04-19,385.951
2002-04-22,384.969
2002-04-23,382.386
2002-04-24,383.412
2002-04-25,382.681
2002-04-26,382.364
2002-04-29,384.246
2002-04-30,386.069
2002-05-01,389.811
2002-05-02,388.477
2002-05-03,394.342
2002-05-06,394.517
2002-05-07,391.481
2002-05-08,393.698
2002-05-09,394.413
2002-05-10,396.103
2002-05-13,395.687
2002-05-14,391.858
2002-05-15,396.018
2002-05-16,398.423
2002-05-17,403.831
2002-05-20,404.205
2002-05-21,402.847
2002-05-22,406.241
2002-05-23,401.926
2002-05-24,402.245
2002-05-27,401.34
2002-05-28,403.391
2002-05-29,402.917
2002-05-30,406.192
2002-05-31,408.235
2002-06-03,408.763
2002-06-04,407.039
2002-06-05,404.131
2002-06-06,403.13
2002-06-07,400.07
2002-06-10,401.214
2002-06-11,401.65
2002-06-12,398.372
2002-06-13,395.431
2002-06-14,391.045
2002-06-17,392.377
2002-06-18,393.552
2002-06-19,393.913
2002-06-20,391.833
2002-06-21,391.713
2002-06-24,387.766
2002-06-25,394.742
2002-06-26,392.873
2002-06-27,393.258
2002-06-28,403.446
2002-07-01,400.52
2002-07-02,395.135
2002-07-03,392.049
2002-07-04,393.859
2002-07-05,395.993
2002-07-08,400.794
2002-07-09,400.287
2002-07-10,391.546
2002-07-11,382.011
2002-07-12,380.861
2002-07-15,374.54
2002-07-16,370.536
2002-07-17,373.149
2002-07-18,375.197
2002-07-19,369.21
2002-07-22,351.902
2002-07-23,341.16
2002-07-24,330.171
2002-07-25,342.581
2002-07-26,342.49
2002-07-29,348.825
2002-07-30,350.312
2002-07-31,346.921
2002-08-01,345.486
2002-08-02,341.307
2002-08-05,330.49
2002-08-06,329.776
2002-08-07,327.976
2002-08-08,331.457
2002-08-09,336.495
2002-08-12,336.29
2002-08-13,338.125
2002-08-14,340.822
2002-08-15,345.12
2002-08-16,346.3
2002-08-19,348.082
2002-08-20,343.959
2002-08-21,349.183
2002-08-22,353.519
2002-08-23,355.003
2002-08-26,354.93
2002-08-27,357.803
2002-08-28,350.112
2002-08-29,343.1
2002-08-30,342.874
2002-09-02,339.351
2002-09-03,338.745
2002-09-04,338.674
2002-09-05,335.5
2002-09-06,338.986
2002-09-09,333.5
2002-09-10,332.13
2002-09-11,333.615
2002-09-12,330.049
2002-09-13,323.878
2002-09-16,319.05
2002-09-17,314.642
2002-09-18,310.182
2002-09-19,306.448
2002-09-20,309.557
2002-09-23,302.443
2002-09-24,295.988
2002-09-25,296.504
2002-09-26,305.38
2002-09-27,308.687
2002-09-30,311.842
2002-10-01,304.302
2002-10-02,304.689
2002-10-03,304.282
2002-10-04,298.291
2002-10-07,291.527
2002-10-08,290.138
2002-10-09,288.304
2002-10-10,287.753
2002-10-11,297.442
2002-10-14,297.857
2002-10-15,305.935
2002-10-16,306.491
2002-10-17,308.3
2002-10-18,309.476
2002-10-21,307.886
2002-10-22,303.982
2002-10-23,300.556
2002-10-24,302.925
2002-10-25,302.597
2002-10-28,306.061
2002-10-29,302.155
2002-10-30,306.054
2002-10-31,311.633
2002-11-01,312.849
2002-11-04,317.285
2002-11-05,320.783
2002-11-06,320.667
2002-11-07,322.115
2002-11-08,321.008
2002-11-11,317.192
2002-11-12,317.67
2002-11-13,316.532
2002-11-14,317.714
2002-11-15,321.477
2002-11-18,322.123
2002-11-19,322.536
2002-11-20,318.205
2002-11-21,320.528
2002-11-22,323.576
2002-11-25,321.289
2002-11-26,316.712
2002-11-27,319.211
2002-11-28,322.551
2002-11-29,324.373
2002-12-02,329.525
2002-12-03,324.172
2002-12-04,322.219
2002-12-05,322.121
2002-12-06,324.103
2002-12-09,320.576
2002-12-10,322.512
2002-12-11,323.709
2002-12-12,325.593
2002-12-13,322.987
2002-12-16,323.579
2002-12-17,326.628
2002-12-18,324.56
2002-12-19,321.897
2002-12-20,323.095
2002-12-23,322.754
2002-12-24,325.012
2002-12-25,325.012
2002-12-26,325.532
2002-12-27,321.748
2002-12-30,323.577
2002-12-31,325.894
2003-01-01,325.894
2003-01-02,321.591
2003-01-03,329.722
2003-01-06,335.018
2003-01-07,332.263
2003-01-08,327.912
2003-01-09,329.547
2003-01-10,333.909
2003-01-13,335.348
2003-01-14,338.934
2003-01-15,336.433
2003-01-16,335.924
2003-01-17,335.318
2003-01-20,333.991
2003-01-21,332.079
2003-01-22,324.222
2003-01-23,321.709
2003-01-24,319.257
2003-01-27,307.583
2003-01-28,306.119
2003-01-29,302.825
2003-01-30,301.173
2003-01-31,304.311
2003-02-03,305.621
2003-02-04,309.573
2003-02-05,307.686
2003-02-06,303.643
2003-02-07,300.242
2003-02-10,296.505
2003-02-11,297.352
2003-02-12,293.503
2003-02-13,295.58
2003-02-14,297.349
2003-02-17,298.074
2003-02-18,297.877
2003-02-19,298.125
2003-02-20,297.173
2003-02-21,297.37
2003-02-24,292.672
2003-02-25,286.847
2003-02-26,282.782
2003-02-27,281.169
2003-02-28,286.793
2003-03-03,291.02
2003-03-04,287.878
2003-03-05,283.397
2003-03-06,280.29
2003-03-07,277.194
2003-03-10,272.946
2003-03-11,271.409
2003-03-12,268.492
2003-03-13,268.507
2003-03-14,271.688
2003-03-17,272.572
2003-03-18,278.428
2003-03-19,281.514
2003-03-20,283.454
2003-03-21,287.557
2003-03-24,284.11
2003-03-25,284.453
2003-03-26,284.792
2003-03-27,283.46
2003-03-28,285.828
2003-03-31,287.868
2003-04-01,286.319
2003-04-02,287.712
2003-04-03,288.452
2003-04-04,291.383
2003-04-07,298.382
2003-04-08,296.757
2003-04-09,298.569
2003-04-10,299.818
2003-04-11,299.449
2003-04-14,300.996
2003-04-15,304.399
2003-04-16,306.453
2003-04-17,308.603
2003-04-18,308.603
2003-04-21,305.594
2003-04-22,309.852
2003-04-23,311.086
2003-04-24,312.962
2003-04-25,310.357
2003-04-28,312.922
2003-04-29,312.813
2003-04-30,317.448
2003-05-01,321.178
2003-05-02,319.495
2003-05-05,325.973
2003-05-06,332.447
2003-05-07,333.505
2003-05-08,331.384
2003-05-09,329.168
2003-05-12,329.335
2003-05-13,329.482
2003-05-14,333.049
2003-05-15,333.39
2003-05-16,336.427
2003-05-19,333.276
2003-05-20,333.084
2003-05-21,329.672
2003-05-22,334.606
2003-05-23,340.522
2003-05-26,341.835
2003-05-27,343.937
2003-05-28,343.625
2003-05-29,345.687
2003-05-30,344.444
2003-06-02,352.742
2003-06-03,349.539
2003-06-04,355.106
2003-06-05,359.5
2003-06-06,359.231
2003-06-09,362.85
2003-06-10,361.817
2003-06-11,370.596
2003-06-12,369.975
2003-06-13,367.99
2003-06-16,370.835
2003-06-17,372.833
2003-06-18,365.807
2003-06-19,360.921
2003-06-20,360.935
2003-06-23,355.131
2003-06-24,349.027
2003-06-25,350.609
2003-06-26,344.046
2003-06-27,343.994
2003-06-30,342.737
2003-07-01,342.533
2003-07-02,343.195
2003-07-03,344.72
2003-07-04,342.946
2003-07-07,347.255
2003-07-08,349.359
2003-07-09,347.221
2003-07-10,346.458
2003-07-11,348.712
2003-07-14,353.798
2003-07-15,350.773
2003-07-16,350.653
2003-07-17,349.541
2003-07-18,352.54
2003-07-21,354.693
2003-07-22,353.194
2003-07-23,354.898
2003-07-24,357.888
2003-07-25,360.309
2003-07-28,360.091
2003-07-29,361.33
2003-07-30,362.536
2003-07-31,368.076
2003-08-01,375.695
2003-08-04,373.688
2003-08-05,382.46
2003-08-06,379.362
2003-08-07,377.296
2003-08-08,375.164
2003-08-11,371.468
2003-08-12,371.402
2003-08-13,371.849
2003-08-14,373.589
2003-08-15,377.639
2003-08-18,376.688
2003-08-19,381.574
2003-08-20,380.566
2003-08-21,379.124
2003-08-22,382.085
2003-08-25,380.412
2003-08-26,380.7
2003-08-27,381.71
2003-08-28,388.622
2003-08-29,390.098
2003-09-01,393.632
2003-09-02,387.98
2003-09-03,396.507
2003-09-04,396.361
2003-09-05,400.063
2003-09-08,403.876
2003-09-09,401.106
2003-09-10,399.127
2003-09-11,399.0
2003-09-12,401.246
2003-09-15,405.777
2003-09-16,404.665
2003-09-17,408.89
2003-09-18,410.647
2003-09-19,414.061
2003-09-22,414.668
2003-09-23,410.003
2003-09-24,408.554
2003-09-25,406.362
2003-09-26,402.785
2003-09-29,405.485
2003-09-30,406.15
2003-10-01,409.385
2003-10-02,410.114
2003-10-03,412.689
2003-10-06,413.27
2003-10-07,415.39
2003-10-08,419.427
2003-10-09,420.607
2003-10-10,424.587
2003-10-13,421.243
2003-10-14,423.862
2003-10-15,423.412
2003-10-16,423.177
2003-10-17,419.075
2003-10-20,420.677
2003-10-21,419.182
2003-10-22,419.515
2003-10-23,420.722
2003-10-24,420.156
2003-10-27,419.35
2003-10-28,420.539
2003-10-29,423.143
2003-10-30,428.943
2003-10-31,425.981
2003-11-03,423.969
2003-11-04,422.889
2003-11-05,418.534
2003-11-06,416.673
2003-11-07,423.573
2003-11-10,421.659
2003-11-11,422.569
2003-11-12,426.416
2003-11-13,430.48
2003-11-14,434.904
2003-11-17,431.124
2003-11-18,433.407
2003-11-19,430.779
2003-11-20,430.527
2003-11-21,433.382
2003-11-24,430.308
2003-11-25,433.556
2003-11-26,440.689
2003-11-27,441.201
2003-11-28,445.005
2003-12-01,446.939
2003-12-02,451.538
2003-12-03,453.376
2003-12-04,453.426
2003-12-05,454.786
2003-12-08,460.666
2003-12-09,459.309
2003-12-10,455.688
2003-12-11,452.811
2003-12-12,457.017
2003-12-15,457.487
2003-12-16,457.489
2003-12-17,460.048
2003-12-18,461.128
2003-12-19,458.658
2003-12-22,460.014
2003-12-23,460.599
2003-12-24,463.625
2003-12-25,463.625
2003-12-26,462.735
2003-12-29,465.687
2003-12-30,471.017
2003-12-31,474.083
2004-01-01,474.083
2004-01-02,473.088
2004-01-05,483.844
2004-01-06,483.636
2004-01-07,483.034
2004-01-08,487.422
2004-01-09,490.436
2004-01-12,488.093
2004-01-13,494.411
2004-01-14,495.647
2004-01-15,491.484
2004-01-16,487.477
2004-01-19,488.189
2004-01-20,493.461
2004-01-21,495.648
2004-01-22,500.173
2004-01-23,500.823
2004-01-26,495.706
2004-01-27,497.313
2004-01-28,497.876
2004-01-29,488.106
2004-01-30,491.717
2004-02-02,493.222
2004-02-03,496.673
2004-02-04,493.487
2004-02-05,498.67
2004-02-06,504.877
2004-02-09,506.302
2004-02-10,507.298
2004-02-11,505.771
2004-02-12,511.065
2004-02-13,510.029
2004-02-16,510.861
2004-02-17,510.911
2004-02-18,509.632
2004-02-19,504.7
2004-02-20,501.592
2004-02-23,500.702
2004-02-24,500.988
2004-02-25,493.807
2004-02-26,488.748
2004-02-27,490.949
2004-03-01,493.371
2004-03-02,487.685
2004-03-03,484.326
2004-03-04,490.674
2004-03-05,501.51
2004-03-08,497.546
2004-03-09,495.707
2004-03-10,488.966
2004-03-11,480.279
2004-03-12,476.86
2004-03-15,473.4
2004-03-16,475.735
2004-03-17,476.662
2004-03-18,480.775
2004-03-19,477.28
2004-03-22,470.189
2004-03-23,469.433
2004-03-24,465.842
2004-03-25,471.653
2004-03-26,470.828
2004-03-29,471.316
2004-03-30,465.844
2004-03-31,472.524
2004-04-01,474.987
2004-04-02,468.079
2004-04-05,465.698
2004-04-06,466.965
2004-04-07,474.988
2004-04-08,474.672
2004-04-09,474.672
2004-04-12,474.025
2004-04-13,466.32
2004-04-14,463.965
2004-04-15,461.778
2004-04-16,465.658
2004-04-19,465.407
2004-04-20,462.19
2004-04-21,456.976
2004-04-22,457.959
2004-04-23,459.254
2004-04-26,463.228
2004-04-27,465.197
2004-04-28,461.716
2004-04-29,463.464
2004-04-30,461.408
2004-05-03,462.2
2004-05-04,467.586
2004-05-05,469.592
2004-05-06,463.258
2004-05-07,456.93
2004-05-10,445.937
2004-05-11,447.473
2004-05-12,448.747
2004-05-13,447.759
2004-05-14,449.763
2004-05-17,448.179
2004-05-18,446.442
2004-05-19,456.28
2004-05-20,451.853
2004-05-21,455.957
2004-05-24,455.795
2004-05-25,461.195
2004-05-26,460.128
2004-05-27,472.273
2004-05-28,471.692
2004-05-31,471.692
2004-06-01,470.933
2004-06-02,479.12
2004-06-03,478.379
2004-06-04,480.208
2004-06-07,485.956
2004-06-08,485.882
2004-06-09,480.247
2004-06-10,481.537
2004-06-11,478.874
2004-06-14,477.765
2004-06-15,478.384
2004-06-16,476.676
2004-06-17,484.588
2004-06-18,489.024
2004-06-21,489.701
2004-06-22,486.315
2004-06-23,486.521
2004-06-24,492.859
2004-06-25,489.681
2004-06-28,494.263
2004-06-29,487.392
2004-06-30,487.963
2004-07-01,485.139
2004-07-02,493.953
2004-07-05,489.749
2004-07-06,484.758
2004-07-07,484.8
2004-07-08,487.857
2004-07-09,485.487
2004-07-12,483.916
2004-07-13,477.852
2004-07-14,477.184
2004-07-15,472.533
2004-07-16,476.701
2004-07-19,472.996
2004-07-20,459.273
2004-07-21,455.292
2004-07-22,453.5
2004-07-23,446.9
2004-07-26,444.25
2004-07-27,442.738
2004-07-28,444.356
2004-07-29,448.427
2004-07-30,444.338
2004-08-02,444.925
2004-08-03,447.195
2004-08-04,443.783
2004-08-05,440.239
2004-08-06,439.496
2004-08-09,433.499
2004-08-10,437.421
2004-08-11,429.592
2004-08-12,427.465
2004-08-13,432.068
2004-08-16,432.242
2004-08-17,432.546
2004-08-18,432.785
2004-08-19,438.388
2004-08-20,436.959
2004-08-23,435.594
2004-08-24,434.417
2004-08-25,433.435
2004-08-26,434.118
2004-08-27,432.147
2004-08-30,432.566
2004-08-31,433.46
2004-09-01,436.071
2004-09-02,435.366
2004-09-03,434.539
2004-09-06,436.645
2004-09-07,438.036
2004-09-08,438.078
2004-09-09,437.204
2004-09-10,444.264
2004-09-13,442.56
2004-09-14,443.055
2004-09-15,439.516
2004-09-16,439.053
2004-09-17,442.603
2004-09-20,439.21
2004-09-21,444.808
2004-09-22,443.09
2004-09-23,441.319
2004-09-24,439.358
2004-09-27,437.081
2004-09-28,438.628
2004-09-29,441.317
2004-09-30,445.101
2004-10-01,447.78
2004-10-04,446.839
2004-10-05,451.063
2004-10-06,452.168
2004-10-07,452.5
2004-10-08,456.138
2004-10-11,452.283
2004-10-12,447.803
2004-10-13,447.97
2004-10-14,450.944
2004-10-15,453.92
2004-10-18,452.146
2004-10-19,453.671
2004-10-20,454.506
2004-10-21,457.139
2004-10-22,459.437
2004-10-25,462.538
2004-10-26,463.771
2004-10-27,466.686
2004-10-28,468.429
2004-10-29,466.623
2004-11-01,467.316
2004-11-02,467.645
2004-11-03,473.703
2004-11-04,477.485
2004-11-05,481.535
2004-11-08,483.234
2004-11-09,485.242
2004-11-10,489.153
2004-11-11,493.652
2004-11-12,497.272
2004-11-15,494.575
2004-11-16,495.044
2004-11-17,501.15
2004-11-18,501.075
2004-11-19,503.308
2004-11-22,499.795
2004-11-23,502.354
2004-11-24,506.451
2004-11-25,513.465
2004-11-26,512.396
2004-11-29,511.318
2004-11-30,511.485
2004-12-01,511.95
2004-12-02,513.307
2004-12-03,519.467
2004-12-06,519.803
2004-12-07,519.658
2004-12-08,511.254
2004-12-09,511.035
2004-12-10,511.727
2004-12-13,517.018
2004-12-14,516.834
2004-12-15,525.164
2004-12-16,520.148
2004-12-17,516.671
2004-12-20,524.888
2004-12-21,520.772
2004-12-22,521.865
2004-12-23,526.557
2004-12-24,527.318
2004-12-27,530.044
2004-12-28,528.586
2004-12-29,530.617
2004-12-30,532.669
2004-12-31,530.915
2005-01-03,529.925
2005-01-04,526.215
2005-01-05,524.187
2005-01-06,522.635
2005-01-07,520.341
2005-01-10,524.436
2005-01-11,526.576
2005-01-12,530.227
2005-01-13,528.386
2005-01-14,528.13
2005-01-17,535.49
2005-01-18,534.314
2005-01-19,538.766
2005-01-20,534.027
2005-01-21,534.606
2005-01-24,537.528
2005-01-25,534.818
2005-01-26,540.868
2005-01-27,542.032
2005-01-28,540.782
2005-01-31,546.497
2005-02-01,544.611
2005-02-02,547.791
2005-02-03,545.587
2005-02-04,548.198
2005-02-07,545.167
2005-02-08,543.416
2005-02-09,544.086
2005-02-10,549.941
2005-02-11,553.391
2005-02-14,557.34
2005-02-15,559.938
2005-02-16,559.236
2005-02-17,565.74
2005-02-18,568.064
2005-02-21,567.054
2005-02-22,570.299
2005-02-23,566.947
2005-02-24,566.157
2005-02-25,570.751
2005-02-28,577.168
2005-03-01,575.09
2005-03-02,570.786
2005-03-03,571.98
2005-03-04,578.542
2005-03-07,574.894
2005-03-08,583.625
2005-03-09,584.891
2005-03-10,588.72
2005-03-11,593.758
2005-03-14,589.608
2005-03-15,587.973
2005-03-16,590.934
2005-03-17,585.457
2005-03-18,578.658
2005-03-21,571.743
2005-03-22,571.989
2005-03-23,560.72
2005-03-24,561.144
2005-03-25,561.144
2005-03-28,557.817
2005-03-29,557.222
2005-03-30,561.255
2005-03-31,566.423
2005-04-01,568.628
2005-04-04,560.233
2005-04-05,562.127
2005-04-06,566.791
2005-04-07,572.337
2005-04-08,570.1
2005-04-11,574.922
2005-04-12,567.379
2005-04-13,571.83
2005-04-14,565.174
2005-04-15,564.575
2005-04-18,558.744
2005-04-19,562.381
2005-04-20,564.15
2005-04-21,562.962
2005-04-22,563.078
2005-04-25,558.393
2005-04-26,556.705
2005-04-27,548.001
2005-04-28,543.774
2005-04-29,543.345
2005-05-02,543.285
2005-05-03,543.862
2005-05-04,547.529
2005-05-05,544.577
2005-05-06,543.896
2005-05-09,543.629
2005-05-10,536.483
2005-05-11,533.46
2005-05-12,532.824
2005-05-13,528.343
2005-05-16,527.393
2005-05-17,526.96
2005-05-18,530.631
2005-05-19,532.545
2005-05-20,528.239
2005-05-23,529.573
2005-05-24,530.744
2005-05-25,530.372
2005-05-26,529.995
2005-05-27,532.237
2005-05-30,530.38
2005-05-31,526.096
2005-06-01,527.524
2005-06-02,530.058
2005-06-03,528.647
2005-06-06,527.846
2005-06-07,530.508
2005-06-08,531.97
2005-06-09,525.965
2005-06-10,523.634
2005-06-13,521.719
2005-06-14,522.798
2005-06-15,527.06
2005-06-16,528.227
2005-06-17,534.156
2005-06-20,526.801
2005-06-21,530.244
2005-06-22,529.254
2005-06-23,527.95
2005-06-24,524.051
2005-06-27,522.92
2005-06-28,521.361
2005-06-29,523.447
2005-06-30,522.242
2005-07-01,518.482
2005-07-04,516.357
2005-07-05,516.643
2005-07-06,519.143
2005-07-07,519.269
2005-07-08,522.068
2005-07-11,532.344
2005-07-12,537.907
2005-07-13,537.582
2005-07-14,540.847
2005-07-15,538.165
2005-07-18,540.626
2005-07-19,538.139
2005-07-20,539.045
2005-07-21,544.854
2005-07-22,545.8
2005-07-25,541.692
2005-07-26,541.181
2005-07-27,543.994
2005-07-28,547.91
2005-07-29,551.064
2005-08-01,556.566
2005-08-02,559.323
2005-08-03,566.045
2005-08-04,570.515
2005-08-05,566.432
2005-08-08,569.935
2005-08-09,570.897
2005-08-10,574.956
2005-08-11,576.91
2005-08-12,576.081
2005-08-15,573.621
2005-08-16,573.49
2005-08-17,570.928
2005-08-18,562.433
2005-08-19,562.451
2005-08-22,566.09
2005-08-23,562.546
2005-08-24,563.023
2005-08-25,561.632
2005-08-26,564.339
2005-08-29,561.029
2005-08-30,558.286
2005-08-31,564.609
2005-09-01,578.628
2005-09-02,587.047
2005-09-05,582.08
2005-09-06,584.285
2005-09-07,588.728
2005-09-08,589.004
2005-09-09,590.702
2005-09-12,588.678
2005-09-13,586.236
2005-09-14,588.918
2005-09-15,584.453
2005-09-16,583.496
2005-09-19,580.228
2005-09-20,584.333
2005-09-21,584.16
2005-09-22,575.485
2005-09-23,570.964
2005-09-26,572.146
2005-09-27,569.45
2005-09-28,573.983
2005-09-29,572.311
2005-09-30,582.875
2005-10-03,576.718
2005-10-04,580.465
2005-10-05,583.747
2005-10-06,586.587
2005-10-07,580.685
2005-10-10,579.708
2005-10-11,579.898
2005-10-12,580.407
2005-10-13,569.108
2005-10-14,576.315
2005-10-17,572.63
2005-10-18,565.876
2005-10-19,557.964
2005-10-20,561.539
2005-10-21,560.596
2005-10-24,563.543
2005-10-25,569.231
2005-10-26,568.534
2005-10-27,565.926
2005-10-28,563.047
2005-10-31,564.343
2005-11-01,566.735
2005-11-02,575.726
2005-11-03,576.487
2005-11-04,566.506
2005-11-07,567.38
