Date,HONG KONG SMALL VALUE Small Cap
2005-11-10,573.779
2005-11-11,577.06
2005-11-14,574.89
2005-11-15,573.872
2005-11-16,573.459
2005-11-17,576.698
2005-11-18,583.658
2005-11-21,586.922
2005-11-22,582.228
2005-11-23,593.878
2005-11-24,599.061
2005-11-25,598.988
2005-11-28,599.875
2005-11-29,599.487
2005-11-30,601.572
2005-12-01,606.507
2005-12-02,607.443
2005-12-05,605.864
2005-12-06,605.024
2005-12-07,608.835
2005-12-08,606.713
2005-12-09,612.369
2005-12-12,612.597
2005-12-13,613.9
2005-12-14,620.209
2005-12-15,623.32
2005-12-16,618.734
2005-12-19,619.544
2005-12-20,618.308
2005-12-21,621.289
2005-12-22,621.265
2005-12-23,620.983
2005-12-26,620.983
2005-12-27,621.007
2005-12-28,620.371
2005-12-29,620.05
2005-12-30,621.788
2006-01-02,621.788
2006-01-03,620.837
2006-01-04,634.146
2006-01-05,639.559
2006-01-06,641.074
2006-01-09,648.59
2006-01-10,641.55
2006-01-11,640.572
2006-01-12,643.667
2006-01-13,640.795
2006-01-16,644.148
2006-01-17,637.621
2006-01-18,635.115
2006-01-19,644.771
2006-01-20,644.58
2006-01-23,634.71
2006-01-24,642.303
2006-01-25,646.885
2006-01-26,646.786
2006-01-27,656.505
2006-01-30,656.454
2006-01-31,656.445
2006-02-01,666.831
2006-02-02,668.678
2006-02-03,664.042
2006-02-06,665.674
2006-02-07,672.587
2006-02-08,668.073
2006-02-09,670.36
2006-02-10,669.754
2006-02-13,662.344
2006-02-14,667.357
2006-02-15,668.944
2006-02-16,674.421
2006-02-17,681.409
2006-02-20,681.74
2006-02-21,681.767
2006-02-22,680.296
2006-02-23,690.993
2006-02-24,693.681
2006-02-27,694.222
2006-02-28,690.093
2006-03-01,694.208
2006-03-02,703.896
2006-03-03,704.078
2006-03-06,700.615
2006-03-07,693.871
2006-03-08,687.363
2006-03-09,692.829
2006-03-10,692.973
2006-03-13,697.432
2006-03-14,695.787
2006-03-15,706.343
2006-03-16,711.744
2006-03-17,713.776
2006-03-20,713.509
2006-03-21,715.599
2006-03-22,712.091
2006-03-23,714.124
2006-03-24,718.752
2006-03-27,727.181
2006-03-28,730.484
2006-03-29,734.153
2006-03-30,740.047
2006-03-31,742.951
2006-04-03,750.109
2006-04-04,757.471
2006-04-05,757.49
2006-04-06,772.002
2006-04-07,771.492
2006-04-10,771.445
2006-04-11,770.222
2006-04-12,760.147
2006-04-13,769.576
2006-04-14,769.576
2006-04-17,769.611
2006-04-18,768.061
2006-04-19,772.655
2006-04-20,775.19
2006-04-21,774.004
2006-04-24,761.534
2006-04-25,742.272
2006-04-26,745.318
2006-04-27,756.991
2006-04-28,755.684
2006-05-01,755.718
2006-05-02,769.993
2006-05-03,779.016
2006-05-04,781.56
2006-05-05,781.595
2006-05-08,791.451
2006-05-09,782.968
2006-05-10,777.139
2006-05-11,774.313
2006-05-12,768.187
2006-05-15,749.551
2006-05-16,740.672
2006-05-17,750.511
2006-05-18,732.024
2006-05-19,735.112
2006-05-22,711.411
2006-05-23,706.71
2006-05-24,707.225
2006-05-25,705.092
2006-05-26,715.964
2006-05-29,719.875
2006-05-30,723.832
2006-05-31,723.828
2006-06-01,711.925
2006-06-02,722.363
2006-06-05,719.606
2006-06-06,715.101
2006-06-07,710.779
2006-06-08,691.47
2006-06-09,691.84
2006-06-12,688.92
2006-06-13,667.039
2006-06-14,658.822
2006-06-15,666.082
2006-06-16,686.841
2006-06-19,677.331
2006-06-20,669.295
2006-06-21,668.526
2006-06-22,675.365
2006-06-23,676.826
2006-06-26,676.408
2006-06-27,676.655
2006-06-28,673.242
2006-06-29,680.707
2006-06-30,701.676
2006-07-03,708.178
2006-07-04,706.55
2006-07-05,704.34
2006-07-06,707.142
2006-07-07,708.204
2006-07-10,711.026
2006-07-11,713.22
2006-07-12,714.367
2006-07-13,709.406
2006-07-14,700.706
2006-07-17,695.744
2006-07-18,698.64
2006-07-19,699.62
2006-07-20,705.441
2006-07-21,705.71
2006-07-24,704.128
2006-07-25,709.889
2006-07-26,717.294
2006-07-27,723.03
2006-07-28,720.169
2006-07-31,724.014
2006-08-01,719.388
2006-08-02,718.45
2006-08-03,722.449
2006-08-04,716.74
2006-08-07,716.907
2006-08-08,718.156
2006-08-09,730.944
2006-08-10,728.552
2006-08-11,731.754
2006-08-14,730.778
2006-08-15,733.244
2006-08-16,740.634
2006-08-17,739.629
2006-08-18,739.046
2006-08-21,724.927
2006-08-22,731.319
2006-08-23,731.176
2006-08-24,730.26
2006-08-25,735.303
2006-08-28,731.391
2006-08-29,738.856
2006-08-30,744.46
2006-08-31,751.78
2006-09-01,753.225
2006-09-04,759.203
2006-09-05,757.535
2006-09-06,759.73
2006-09-07,759.363
2006-09-08,761.304
2006-09-11,761.71
2006-09-12,760.412
2006-09-13,763.713
2006-09-14,760.975
2006-09-15,758.466
2006-09-18,764.211
2006-09-19,765.882
2006-09-20,765.403
2006-09-21,771.618
2006-09-22,768.71
2006-09-25,764.334
2006-09-26,755.853
2006-09-27,764.098
2006-09-28,761.211
2006-09-29,763.229
2006-10-02,763.225
2006-10-03,766.726
2006-10-04,765.478
2006-10-05,765.887
2006-10-06,767.297
2006-10-09,761.317
2006-10-10,763.74
2006-10-11,764.828
2006-10-12,764.927
2006-10-13,763.004
2006-10-16,761.043
2006-10-17,761.284
2006-10-18,765.894
2006-10-19,772.822
2006-10-20,777.677
2006-10-23,781.892
2006-10-24,782.28
2006-10-25,780.67
2006-10-26,781.077
2006-10-27,775.428
2006-10-30,775.757
2006-10-31,776.69
2006-11-01,781.101
2006-11-02,784.071
2006-11-03,789.473
2006-11-06,791.174
2006-11-07,793.536
2006-11-08,791.529
2006-11-09,797.25
2006-11-10,798.96
2006-11-13,796.123
2006-11-14,797.568
2006-11-15,802.508
2006-11-16,803.53
2006-11-17,814.13
2006-11-20,810.604
2006-11-21,819.365
2006-11-22,823.719
2006-11-23,826.751
2006-11-24,836.198
2006-11-27,840.187
2006-11-28,824.364
2006-11-29,827.672
2006-11-30,834.584
2006-12-01,837.215
2006-12-04,838.694
2006-12-05,847.993
2006-12-06,847.603
2006-12-07,842.635
2006-12-08,841.475
2006-12-11,844.15
2006-12-12,842.961
2006-12-13,837.446
2006-12-14,838.913
2006-12-15,839.557
2006-12-18,842.567
2006-12-19,841.148
2006-12-20,841.946
2006-12-21,837.703
2006-12-22,839.423
2006-12-25,839.423
2006-12-26,839.218
2006-12-27,842.213
2006-12-28,842.201
2006-12-29,847.792
2007-01-01,847.792
2007-01-02,848.368
2007-01-03,847.942
2007-01-04,842.858
2007-01-05,851.749
2007-01-08,858.271
2007-01-09,863.75
2007-01-10,859.146
2007-01-11,861.961
2007-01-12,869.329
2007-01-15,883.231
2007-01-16,888.263
2007-01-17,890.709
2007-01-18,894.074
2007-01-19,902.704
2007-01-22,912.893
2007-01-23,905.986
2007-01-24,902.11
2007-01-25,897.097
2007-01-26,889.243
2007-01-29,892.299
2007-01-30,900.673
2007-01-31,897.31
2007-02-01,907.807
2007-02-02,924.456
2007-02-05,924.643
2007-02-06,922.679
2007-02-07,922.957
2007-02-08,928.102
2007-02-09,920.522
2007-02-12,920.926
2007-02-13,910.515
2007-02-14,917.619
2007-02-15,926.988
2007-02-16,938.361
2007-02-19,938.397
2007-02-20,938.313
2007-02-21,941.621
2007-02-22,947.748
2007-02-23,946.544
2007-02-26,946.751
2007-02-27,936.644
2007-02-28,912.105
2007-03-01,916.383
2007-03-02,908.334
2007-03-05,866.951
2007-03-06,879.475
2007-03-07,883.679
2007-03-08,891.956
2007-03-09,898.901
2007-03-12,908.91
2007-03-13,913.471
2007-03-14,896.581
2007-03-15,903.731
2007-03-16,902.572
2007-03-19,904.884
2007-03-20,909.051
2007-03-21,913.578
2007-03-22,921.637
2007-03-23,922.455
2007-03-26,931.691
2007-03-27,924.462
2007-03-28,920.85
2007-03-29,923.997
2007-03-30,930.066
2007-04-02,928.147
2007-04-03,940.802
2007-04-04,947.342
2007-04-05,947.342
2007-04-06,947.342
2007-04-09,947.172
2007-04-10,952.195
2007-04-11,952.486
2007-04-12,954.818
2007-04-13,950.52
2007-04-16,956.215
2007-04-17,956.488
2007-04-18,955.99
2007-04-19,946.569
2007-04-20,957.136
2007-04-23,965.624
2007-04-24,964.437
2007-04-25,960.928
2007-04-26,963.376
2007-04-27,964.388
2007-04-30,965.966
2007-05-01,965.817
2007-05-02,976.399
2007-05-03,982.367
2007-05-04,983.238
2007-05-07,987.779
2007-05-08,979.847
2007-05-09,985.357
2007-05-10,991.376
2007-05-11,986.93
2007-05-14,994.785
2007-05-15,993.883
2007-05-16,992.571
2007-05-17,994.036
2007-05-18,984.916
2007-05-21,991.521
2007-05-22,998.717
2007-05-23,1001.055
2007-05-24,1001.023
2007-05-25,985.667
2007-05-28,990.643
2007-05-29,990.361
2007-05-30,988.094
2007-05-31,1000.0
2007-06-01,1013.387
2007-06-04,1019.122
2007-06-05,1009.358
2007-06-06,1009.413
2007-06-07,1006.123
2007-06-08,993.656
2007-06-11,1004.833
2007-06-12,1006.059
2007-06-13,999.32
2007-06-14,1011.957
2007-06-15,1011.78
2007-06-18,1007.591
2007-06-19,1007.616
2007-06-20,1007.25
2007-06-21,1011.216
2007-06-22,1020.096
2007-06-25,1016.005
2007-06-26,1013.827
2007-06-27,1008.793
2007-06-28,1016.248
2007-06-29,1020.373
2007-07-02,1020.68
2007-07-03,1037.465
2007-07-04,1034.013
2007-07-05,1039.214
2007-07-06,1046.902
2007-07-09,1068.558
2007-07-10,1076.105
2007-07-11,1065.275
2007-07-12,1068.175
2007-07-13,1078.829
2007-07-16,1087.586
2007-07-17,1098.308
2007-07-18,1090.272
2007-07-19,1094.461
2007-07-20,1106.421
2007-07-23,1110.221
2007-07-24,1116.238
2007-07-25,1123.587
2007-07-26,1115.149
2007-07-27,1084.794
2007-07-30,1094.97
2007-07-31,1106.134
2007-08-01,1066.231
2007-08-02,1053.5
2007-08-03,1054.746
2007-08-06,1018.927
2007-08-07,1006.991
2007-08-08,1031.557
2007-08-09,1045.84
2007-08-10,1012.459
2007-08-13,1009.052
2007-08-14,1011.087
2007-08-15,981.857
2007-08-16,952.694
2007-08-17,911.379
2007-08-20,959.013
2007-08-21,971.638
2007-08-22,985.242
2007-08-23,1011.865
2007-08-24,1007.464
2007-08-27,1037.806
2007-08-28,1019.535
2007-08-29,998.416
2007-08-30,1023.009
2007-08-31,1041.447
2007-09-03,1052.938
2007-09-04,1057.557
2007-09-05,1058.231
2007-09-06,1062.96
2007-09-07,1074.797
2007-09-10,1065.675
2007-09-11,1057.827
2007-09-12,1064.951
2007-09-13,1064.082
2007-09-14,1077.85
2007-09-17,1066.924
2007-09-18,1064.031
2007-09-19,1093.109
2007-09-20,1101.463
2007-09-21,1115.784
2007-09-24,1120.076
2007-09-25,1115.388
2007-09-26,1115.668
2007-09-27,1123.344
2007-09-28,1132.594
2007-10-01,1132.441
2007-10-02,1160.558
2007-10-03,1141.276
2007-10-04,1132.145
2007-10-05,1158.103
2007-10-08,1156.74
2007-10-09,1167.135
2007-10-10,1184.127
2007-10-11,1195.962
2007-10-12,1183.914
2007-10-15,1178.629
2007-10-16,1157.085
2007-10-17,1150.61
2007-10-18,1156.079
2007-10-19,1156.057
2007-10-22,1134.302
2007-10-23,1150.926
2007-10-24,1152.95
2007-10-25,1161.853
2007-10-26,1173.783
2007-10-29,1211.035
2007-10-30,1199.465
2007-10-31,1205.974
2007-11-01,1214.977
2007-11-02,1200.208
2007-11-05,1169.091
2007-11-06,1177.339
2007-11-07,1213.457
2007-11-08,1185.792
2007-11-09,1183.738
2007-11-12,1139.52
2007-11-13,1129.483
2007-11-14,1164.459
2007-11-15,1154.243
2007-11-16,1128.139
2007-11-19,1119.287
2007-11-20,1103.601
2007-11-21,1082.532
2007-11-22,1042.699
2007-11-23,1040.159
2007-11-26,1055.664
2007-11-27,1043.405
2007-11-28,1057.627
2007-11-29,1084.559
2007-11-30,1106.729
2007-12-03,1106.876
2007-12-04,1105.763
2007-12-05,1110.326
2007-12-06,1121.707
2007-12-07,1119.426
2007-12-10,1116.132
2007-12-11,1123.688
2007-12-12,1110.012
2007-12-13,1105.358
2007-12-14,1093.772
2007-12-17,1057.622
2007-12-18,1051.889
2007-12-19,1059.874
2007-12-20,1065.907
2007-12-21,1076.543
2007-12-24,1090.079
2007-12-25,1090.079
2007-12-26,1089.709
2007-12-27,1092.075
2007-12-28,1089.504
2007-12-31,1111.432
2008-01-01,1111.432
2008-01-02,1104.163
2008-01-03,1086.729
2008-01-04,1092.594
2008-01-07,1077.81
2008-01-08,1081.65
2008-01-09,1082.436
2008-01-10,1086.824
2008-01-11,1086.435
2008-01-14,1077.642
2008-01-15,1058.484
2008-01-16,1015.242
2008-01-17,1016.223
2008-01-18,1011.834
2008-01-21,983.437
2008-01-22,904.254
2008-01-23,940.084
2008-01-24,942.122
2008-01-25,961.832
2008-01-28,939.594
2008-01-29,948.348
2008-01-30,937.801
2008-01-31,934.004
2008-02-01,934.061
2008-02-04,953.789
2008-02-05,951.061
2008-02-06,936.118
2008-02-07,936.256
2008-02-08,936.292
2008-02-11,930.108
2008-02-12,927.743
2008-02-13,926.892
2008-02-14,948.541
2008-02-15,949.421
2008-02-18,946.087
2008-02-19,951.843
2008-02-20,939.277
2008-02-21,937.146
2008-02-22,928.843
2008-02-25,921.268
2008-02-26,919.708
2008-02-27,933.162
2008-02-28,933.316
2008-02-29,937.912
2008-03-03,924.751
2008-03-04,917.12
2008-03-05,903.538
2008-03-06,899.504
2008-03-07,884.912
2008-03-10,866.122
2008-03-11,859.672
2008-03-12,866.248
2008-03-13,846.145
2008-03-14,837.015
2008-03-17,817.398
2008-03-18,800.117
2008-03-19,819.392
2008-03-20,804.586
2008-03-21,804.586
2008-03-24,804.426
2008-03-25,825.678
2008-03-26,837.345
2008-03-27,846.301
2008-03-28,858.09
2008-03-31,870.181
2008-04-01,870.607
2008-04-02,886.364
2008-04-03,890.728
2008-04-04,890.785
2008-04-07,898.628
2008-04-08,898.227
2008-04-09,891.9
2008-04-10,898.428
2008-04-11,898.284
2008-04-14,883.34
2008-04-15,888.59
2008-04-16,883.539
2008-04-17,886.237
2008-04-18,878.543
2008-04-21,888.439
2008-04-22,893.875
2008-04-23,898.827
2008-04-24,907.881
2008-04-25,908.81
2008-04-28,915.705
2008-04-29,920.203
2008-04-30,924.241
2008-05-01,924.401
2008-05-02,934.097
2008-05-05,941.396
2008-05-06,946.326
2008-05-07,933.398
2008-05-08,936.566
2008-05-09,934.179
2008-05-12,934.251
2008-05-13,938.539
2008-05-14,939.796
2008-05-15,942.064
2008-05-16,948.534
2008-05-19,949.076
2008-05-20,936.588
2008-05-21,932.217
2008-05-22,925.914
2008-05-23,927.816
2008-05-26,920.462
2008-05-27,925.608
2008-05-28,922.429
2008-05-29,931.713
2008-05-30,928.502
2008-06-02,932.415
2008-06-03,927.424
2008-06-04,931.614
2008-06-05,931.443
2008-06-06,931.727
2008-06-09,931.841
2008-06-10,905.043
2008-06-11,899.923
2008-06-12,877.562
2008-06-13,877.602
2008-06-16,883.897
2008-06-17,882.663
2008-06-18,892.89
2008-06-19,878.248
2008-06-20,872.37
2008-06-23,865.698
2008-06-24,854.906
2008-06-25,859.61
2008-06-26,858.822
2008-06-27,845.776
2008-06-30,846.819
2008-07-01,846.684
2008-07-02,833.57
2008-07-03,819.921
2008-07-04,815.783
2008-07-07,821.344
2008-07-08,810.73
2008-07-09,820.085
2008-07-10,819.43
2008-07-11,822.759
2008-07-14,811.094
2008-07-15,799.492
2008-07-16,796.797
2008-07-17,794.661
2008-07-18,794.497
2008-07-21,805.844
2008-07-22,807.925
2008-07-23,814.67
2008-07-24,811.81
2008-07-25,804.679
2008-07-28,803.424
2008-07-29,796.157
2008-07-30,805.614
2008-07-31,805.372
2008-08-01,803.221
2008-08-04,798.21
2008-08-05,788.098
2008-08-06,788.103
2008-08-07,786.776
2008-08-08,778.688
2008-08-11,770.287
2008-08-12,762.845
2008-08-13,761.912
2008-08-14,764.083
2008-08-15,769.912
2008-08-18,764.371
2008-08-19,754.31
2008-08-20,752.809
2008-08-21,735.548
2008-08-22,735.562
2008-08-25,737.532
2008-08-26,730.095
2008-08-27,731.567
2008-08-28,726.454
2008-08-29,736.002
2008-09-01,727.954
2008-09-02,728.235
2008-09-03,723.492
2008-09-04,720.519
2008-09-05,705.862
2008-09-08,714.397
2008-09-09,710.514
2008-09-10,699.582
2008-09-11,674.677
2008-09-12,681.646
2008-09-15,681.965
2008-09-16,654.721
2008-09-17,642.501
2008-09-18,606.893
2008-09-19,641.912
2008-09-22,647.231
2008-09-23,634.36
2008-09-24,630.936
2008-09-25,627.465
2008-09-26,622.257
2008-09-29,606.315
2008-09-30,602.669
2008-10-01,602.51
2008-10-02,594.849
2008-10-03,590.051
2008-10-06,569.204
2008-10-07,568.985
2008-10-08,517.147
2008-10-09,514.522
2008-10-10,471.597
2008-10-13,474.983
2008-10-14,492.309
2008-10-15,467.547
2008-10-16,443.061
2008-10-17,430.646
2008-10-20,419.959
2008-10-21,412.248
2008-10-22,403.111
2008-10-23,388.139
2008-10-24,363.597
2008-10-27,327.656
2008-10-28,331.101
2008-10-29,336.631
2008-10-30,359.056
2008-10-31,382.146
2008-11-03,387.913
2008-11-04,388.43
2008-11-05,407.172
2008-11-06,389.342
2008-11-07,392.008
2008-11-10,398.466
2008-11-11,395.907
2008-11-12,398.243
2008-11-13,387.007
2008-11-14,393.147
2008-11-17,387.452
2008-11-18,372.233
2008-11-19,368.883
2008-11-20,356.465
2008-11-21,356.534
2008-11-24,350.272
2008-11-25,348.262
2008-11-26,351.247
2008-11-27,355.707
2008-11-28,364.64
2008-12-01,373.39
2008-12-02,358.497
2008-12-03,364.097
2008-12-04,364.776
2008-12-05,369.643
2008-12-08,388.722
2008-12-09,389.506
2008-12-10,401.279
2008-12-11,410.53
2008-12-12,398.216
2008-12-15,406.517
2008-12-16,408.574
2008-12-17,416.889
2008-12-18,428.247
2008-12-19,445.97
2008-12-22,437.925
2008-12-23,427.929
2008-12-24,435.043
2008-12-25,435.043
2008-12-26,435.065
2008-12-29,443.105
2008-12-30,446.393
2008-12-31,450.975
2009-01-01,450.975
2009-01-02,467.363
2009-01-05,476.964
2009-01-06,483.531
2009-01-07,490.97
2009-01-08,466.464
2009-01-09,475.058
2009-01-12,452.295
2009-01-13,447.102
2009-01-14,451.706
2009-01-15,442.953
2009-01-16,444.466
2009-01-19,441.941
2009-01-20,431.98
2009-01-21,426.767
2009-01-22,433.722
2009-01-23,428.365
2009-01-26,428.382
2009-01-27,428.205
2009-01-28,428.263
2009-01-29,438.925
2009-01-30,443.735
2009-02-02,435.519
2009-02-03,433.518
2009-02-04,437.99
2009-02-05,439.319
2009-02-06,443.91
2009-02-09,444.343
2009-02-10,448.285
2009-02-11,447.276
2009-02-12,442.437
2009-02-13,448.689
2009-02-16,450.491
2009-02-17,442.377
2009-02-18,441.848
2009-02-19,443.153
2009-02-20,437.803
2009-02-23,436.959
2009-02-24,429.275
2009-02-25,430.782
2009-02-26,423.465
2009-02-27,423.238
2009-03-02,407.789
2009-03-03,400.791
2009-03-04,406.192
2009-03-05,399.649
2009-03-06,395.926
2009-03-09,383.303
2009-03-10,386.406
2009-03-11,390.012
2009-03-12,388.976
2009-03-13,396.561
2009-03-16,401.84
2009-03-17,399.098
2009-03-18,403.32
2009-03-19,405.846
2009-03-20,398.099
2009-03-23,413.298
2009-03-24,428.549
2009-03-25,428.411
2009-03-26,434.2
2009-03-27,441.121
2009-03-30,424.201
2009-03-31,427.911
2009-04-01,433.993
2009-04-02,456.275
2009-04-03,466.016
2009-04-06,478.672
2009-04-07,472.593
2009-04-08,461.57
2009-04-09,476.412
2009-04-10,476.412
2009-04-13,476.399
2009-04-14,500.412
2009-04-15,510.661
2009-04-16,512.13
2009-04-17,517.888
2009-04-20,525.127
2009-04-21,517.338
2009-04-22,512.517
2009-04-23,520.791
2009-04-24,520.847
2009-04-27,495.646
2009-04-28,481.073
2009-04-29,493.096
2009-04-30,507.194
2009-05-01,507.201
2009-05-04,536.805
2009-05-05,546.463
2009-05-06,569.649
2009-05-07,576.493
2009-05-08,587.181
2009-05-11,590.231
2009-05-12,587.135
2009-05-13,601.472
2009-05-14,591.973
2009-05-15,613.593
2009-05-18,630.172
2009-05-19,645.881
2009-05-20,649.542
2009-05-21,651.925
2009-05-22,644.889
2009-05-25,669.846
2009-05-26,678.385
2009-05-27,702.152
2009-05-28,702.161
2009-05-29,704.739
2009-06-01,720.628
2009-06-02,712.154
2009-06-03,732.731
2009-06-04,723.048
2009-06-05,730.603
2009-06-08,722.984
2009-06-09,701.744
2009-06-10,714.895
2009-06-11,715.873
2009-06-12,709.512
2009-06-15,695.137
2009-06-16,681.392
2009-06-17,695.699
2009-06-18,688.355
2009-06-19,699.583
2009-06-22,704.224
2009-06-23,682.993
2009-06-24,693.406
2009-06-25,704.767
2009-06-26,717.274
2009-06-29,711.301
2009-06-30,701.844
2009-07-01,701.84
2009-07-02,700.707
2009-07-03,696.503
2009-07-06,699.446
2009-07-07,701.063
2009-07-08,695.856
2009-07-09,698.553
2009-07-10,701.76
2009-07-13,695.502
2009-07-14,703.875
2009-07-15,725.355
2009-07-16,726.07
2009-07-17,734.25
2009-07-20,755.259
2009-07-21,762.562
2009-07-22,768.866
2009-07-23,781.163
2009-07-24,793.608
2009-07-27,805.496
2009-07-28,823.854
2009-07-29,803.908
2009-07-30,797.669
2009-07-31,822.456
2009-08-03,845.071
2009-08-04,851.512
2009-08-05,843.461
2009-08-06,845.304
2009-08-07,826.289
2009-08-10,837.195
2009-08-11,839.038
2009-08-12,820.425
2009-08-13,828.29
2009-08-14,824.506
2009-08-17,791.778
2009-08-18,790.341
2009-08-19,791.673
2009-08-20,803.945
2009-08-21,808.601
2009-08-24,825.311
2009-08-25,832.714
2009-08-26,838.406
2009-08-27,831.141
2009-08-28,822.114
2009-08-31,808.583
2009-09-01,817.679
2009-09-02,814.279
2009-09-03,831.027
2009-09-04,844.101
2009-09-07,852.194
2009-09-08,855.339
2009-09-09,861.095
2009-09-10,872.604
2009-09-11,875.306
2009-09-14,874.491
2009-09-15,870.559
2009-09-16,884.047
2009-09-17,896.814
2009-09-18,887.271
2009-09-21,887.965
2009-09-22,888.835
2009-09-23,883.224
2009-09-24,867.949
2009-09-25,868.295
2009-09-28,847.246
2009-09-29,856.059
2009-09-30,857.605
2009-10-01,857.605
2009-10-02,849.55
2009-10-05,848.844
2009-10-06,864.18
2009-10-07,878.32
2009-10-08,882.54
2009-10-09,887.091
2009-10-12,892.574
2009-10-13,900.454
2009-10-14,902.814
2009-10-15,902.443
2009-10-16,895.07
2009-10-19,903.123
2009-10-20,913.515
2009-10-21,915.725
2009-10-22,914.426
2009-10-23,920.303
2009-10-26,920.303
2009-10-27,910.1
2009-10-28,899.673
2009-10-29,877.981
2009-10-30,894.849
2009-11-02,893.762
2009-11-03,884.511
2009-11-04,898.283
2009-11-05,898.16
2009-11-06,902.165
2009-11-09,912.484
2009-11-10,910.07
2009-11-11,917.211
2009-11-12,921.793
2009-11-13,922.642
2009-11-16,936.999
2009-11-17,935.175
2009-11-18,931.661
2009-11-19,927.981
2009-11-20,919.767
2009-11-23,925.233
2009-11-24,928.097
2009-11-25,931.863
2009-11-26,930.764
2009-11-27,900.017
2009-11-30,924.497
2009-12-01,946.295
2009-12-02,965.259
2009-12-03,975.038
2009-12-04,968.435
2009-12-07,964.893
2009-12-08,963.641
2009-12-09,965.277
2009-12-10,966.649
2009-12-11,964.488
2009-12-14,964.295
2009-12-15,963.566
2009-12-16,951.965
2009-12-17,937.66
2009-12-18,914.626
2009-12-21,914.643
2009-12-22,921.239
2009-12-23,929.535
2009-12-24,934.483
2009-12-25,934.483
2009-12-28,939.491
2009-12-29,938.493
2009-12-30,945.151
2009-12-31,955.57
2010-01-01,955.57
2010-01-04,960.09
2010-01-05,977.64
2010-01-06,981.632
2010-01-07,976.714
2010-01-08,988.577
2010-01-11,997.1
2010-01-12,999.707
2010-01-13,987.291
2010-01-14,1000.961
2010-01-15,1017.872
2010-01-18,1014.241
2010-01-19,1021.435
2010-01-20,1012.024
2010-01-21,990.278
2010-01-22,972.478
2010-01-25,967.138
2010-01-26,949.071
2010-01-27,930.047
2010-01-28,942.073
2010-01-29,928.801
2010-02-01,929.228
2010-02-02,952.4
2010-02-03,966.398
2010-02-04,961.224
2010-02-05,934.767
2010-02-08,920.919
2010-02-09,922.319
2010-02-10,939.529
2010-02-11,952.208
2010-02-12,959.065
2010-02-15,958.93
2010-02-16,959.078
2010-02-17,964.641
2010-02-18,959.399
2010-02-19,945.01
2010-02-22,952.884
2010-02-23,957.384
2010-02-24,957.042
2010-02-25,960.673
2010-02-26,967.126
2010-03-01,976.775
2010-03-02,983.707
2010-03-03,982.511
2010-03-04,976.585
2010-03-05,978.094
2010-03-08,990.906
2010-03-09,991.569
2010-03-10,996.392
2010-03-11,996.846
2010-03-12,995.356
2010-03-15,1004.302
2010-03-16,1005.912
2010-03-17,1024.861
2010-03-18,1027.118
2010-03-19,1026.801
2010-03-22,1025.438
2010-03-23,1030.07
2010-03-24,1036.46
2010-03-25,1037.546
2010-03-26,1039.023
2010-03-29,1046.609
2010-03-30,1055.536
2010-03-31,1051.855
2010-04-01,1062.034
2010-04-02,1062.034
2010-04-05,1062.192
2010-04-06,1062.274
2010-04-07,1083.526
2010-04-08,1082.522
2010-04-09,1087.377
2010-04-12,1088.298
2010-04-13,1083.516
2010-04-14,1090.074
2010-04-15,1096.103
2010-04-16,1089.186
2010-04-19,1069.742
2010-04-20,1083.837
2010-04-21,1093.46
2010-04-22,1087.4
2010-04-23,1089.737
2010-04-26,1100.353
2010-04-27,1094.197
2010-04-28,1085.281
2010-04-29,1079.903
2010-04-30,1084.816
2010-05-03,1086.616
2010-05-04,1079.325
2010-05-05,1060.423
2010-05-06,1034.714
2010-05-07,1019.648
2010-05-10,1035.899
2010-05-11,1028.917
2010-05-12,1021.423
2010-05-13,1037.825
2010-05-14,1035.252
2010-05-17,1005.584
2010-05-18,1004.662
2010-05-19,989.531
2010-05-20,963.679
2010-05-21,963.537
2010-05-24,971.01
2010-05-25,930.613
2010-05-26,937.814
2010-05-27,959.498
2010-05-28,973.437
2010-05-31,976.525
2010-06-01,969.666
2010-06-02,970.857
2010-06-03,982.818
2010-06-04,989.228
2010-06-07,965.177
2010-06-08,972.324
2010-06-09,968.922
2010-06-10,969.57
2010-06-11,981.822
2010-06-14,998.355
2010-06-15,1000.397
2010-06-16,1000.455
2010-06-17,1010.589
2010-06-18,1018.143
2010-06-21,1041.717
2010-06-22,1039.14
2010-06-23,1027.832
2010-06-24,1031.057
2010-06-25,1028.829
2010-06-28,1025.627
2010-06-29,1008.455
2010-06-30,1009.222
2010-07-01,1008.141
2010-07-02,994.21
2010-07-05,987.902
2010-07-06,1000.068
2010-07-07,994.827
2010-07-08,1005.503
2010-07-09,1020.281
2010-07-12,1027.459
2010-07-13,1024.315
2010-07-14,1031.913
2010-07-15,1020.041
2010-07-16,1019.826
2010-07-19,1013.005
2010-07-20,1017.774
2010-07-21,1026.206
2010-07-22,1033.585
2010-07-23,1039.335
2010-07-26,1047.627
2010-07-27,1053.235
2010-07-28,1056.563
2010-07-29,1062.787
2010-07-30,1066.668
2010-08-02,1078.869
2010-08-03,1083.409
2010-08-04,1085.584
2010-08-05,1083.019
2010-08-06,1084.766
2010-08-09,1094.575
2010-08-10,1083.109
2010-08-11,1083.923
2010-08-12,1074.181
2010-08-13,1073.401
2010-08-16,1061.916
2010-08-17,1066.999
2010-08-18,1070.393
2010-08-19,1073.779
2010-08-20,1076.835
