Date,UNITED KINGDOM IMI IMI (Large+Mid+Small Cap)
2010-03-31,725.872
2010-04-30,721.898
2010-05-31,642.419
2010-06-30,630.052
2010-07-30,706.457
2010-08-31,691.906
2010-09-30,755.538
2010-10-29,785.609
2010-11-30,747.662
2010-12-31,804.88
2011-01-31,819.835
2011-02-28,853.66
2011-03-31,833.551
2011-04-29,894.525
2011-05-31,876.024
2011-06-30,850.284
2011-07-29,850.51
2011-08-31,785.451
2011-09-30,714.87
2011-10-31,800.146
2011-11-30,777.506
2011-12-30,775.241
2012-01-31,807.881
2012-02-29,853.656
2012-03-30,844.963
2012-04-30,856.219
2012-05-31,757.159
2012-06-29,808.915
2012-07-31,818.961
2012-08-31,848.368
2012-09-28,871.143
2012-10-31,878.09
2012-11-30,889.238
2012-12-31,910.173
2013-01-31,944.101
2013-02-28,923.922
2013-03-29,936.572
2013-04-30,964.773
2013-05-31,967.45
2013-06-28,918.968
2013-07-31,981.418
2013-08-30,979.396
2013-09-30,1036.29
2013-10-31,1072.607
2013-11-29,1085.332
2013-12-31,1117.921
2014-01-31,1073.053
2014-02-28,1152.345
2014-03-31,1115.099
2014-04-30,1155.029
2014-05-30,1163.576
2014-06-30,1169.652
2014-07-31,1152.489
2014-08-29,1157.89
2014-09-30,1096.588
2014-10-31,1073.268
2014-11-28,1080.624
2014-12-31,1057.587
2015-01-30,1044.457
2015-02-27,1115.041
2015-03-31,1051.746
2015-04-30,1123.81
2015-05-29,1129.857
2015-06-30,1095.31
2015-07-31,1112.705
2015-08-31,1035.515
2015-09-30,990.544
2015-10-30,1058.702
2015-11-30,1036.799
2015-12-31,1000.318
2016-01-29,934.778
2016-02-29,926.564
2016-03-31,974.213
2016-04-29,1005.107
2016-05-31,1004.915
2016-06-30,954.161
2016-07-29,984.101
2016-08-31,987.735
2016-09-30,997.559
2016-10-31,942.912
2016-11-30,948.559
2016-12-30,985.279
2017-01-31,999.327
2017-02-28,1019.923
2017-03-31,1036.857
2017-04-28,1066.929
2017-05-31,1112.346
2017-06-30,1090.269
2017-07-31,1121.282
2017-08-31,1112.196
2017-09-29,1151.978
2017-10-31,1161.065
2017-11-30,1162.971
2017-12-29,1219.563
2018-01-31,1257.72
2018-02-28,1178.281
2018-03-30,1177.049
2018-04-30,1231.653
2018-05-31,1222.43
2018-06-29,1211.031
2018-07-31,1219.347
2018-08-31,1173.506
2018-09-28,1186.937
2018-10-31,1102.176
2018-11-30,1080.256
2018-12-31,1036.818
2019-01-31,1116.724
2019-02-28,1155.663
2019-03-29,1164.85
2019-04-30,1195.868
2019-05-31,1122.459
2019-06-28,1173.666
2019-07-31,1150.325
2019-08-30,1100.171
2019-09-30,1147.097
2019-10-31,1185.295
2019-11-29,1209.897
2019-12-31,1277.849
2020-01-31,1229.263
2020-02-28,1083.812
2020-03-31,894.372
2020-04-30,949.546
2020-05-29,961.438
2020-06-30,972.856
2020-07-31,991.383
2020-08-31,1033.455
2020-09-30,981.191
2020-10-30,937.929
2020-11-30,1095.862
2020-12-31,1163.802
2021-01-29,1159.947
2021-02-26,1206.442
2021-03-31,1237.712
2021-04-30,1296.216
2021-05-31,1346.228
2021-06-30,1307.942
2021-07-30,1324.96
2021-08-31,1344.844
2021-09-30,1305.66
2021-10-29,1351.734
2021-11-30,1276.625
2021-12-31,1368.892
2022-01-31,1357.82
2022-02-28,1357.514
2022-03-31,1352.968
2022-04-29,1296.782
2022-05-31,1313.294
2022-06-30,1192.336
2022-07-29,1245.595
2022-08-31,1166.325
2022-09-30,1053.763
2022-10-31,1119.644
2022-11-30,1240.931
2022-12-30,1235.532
2023-01-31,1319.96
2023-02-28,1321.462
2023-03-31,1308.383
2023-04-28,1378.248
2023-05-31,1290.622
2023-06-30,1335.676
2023-07-31,1386.492
2023-08-31,1330.988
2023-09-29,1312.481
2023-10-31,1252.266
2023-11-30,1344.464
2023-12-29,1414.066
2024-01-31,1393.779
2024-02-29,1390.589
2024-03-29,1454.433
2024-04-30,1475.275
2024-05-31,1535.79
2024-06-28,1504.538
2024-07-31,1577.277
2024-08-30,1625.322
2024-09-30,1633.528
2024-10-31,1539.209
2024-11-29,1559.4
2024-12-31,1515.906
2025-01-31,1589.039
2025-02-28,1634.566
2025-03-31,1642.055
2025-04-30,1695.163
2025-05-30,1779.897
2025-06-30,1812.235
2025-07-31,1818.11
2025-08-29,1876.616
2025-09-30,1903.982
2025-10-31,1928.248
