Date,UNITED KINGDOM IMI IMI (Large+Mid+Small Cap)
2001-08-09,457.563
2001-08-10,461.156
2001-08-13,460.014
2001-08-14,465.562
2001-08-15,468.792
2001-08-16,465.191
2001-08-17,462.178
2001-08-20,463.522
2001-08-21,470.352
2001-08-22,471.635
2001-08-23,467.66
2001-08-24,473.1
2001-08-27,471.964
2001-08-28,470.835
2001-08-29,470.568
2001-08-30,463.336
2001-08-31,464.268
2001-09-03,462.139
2001-09-04,465.125
2001-09-05,462.187
2001-09-06,452.635
2001-09-07,445.101
2001-09-10,439.411
2001-09-11,419.836
2001-09-12,426.906
2001-09-13,433.591
2001-09-14,418.94
2001-09-17,427.292
2001-09-18,421.161
2001-09-19,413.251
2001-09-20,398.324
2001-09-21,384.865
2001-09-24,401.555
2001-09-25,407.685
2001-09-26,412.206
2001-09-27,417.135
2001-09-28,426.466
2001-10-01,419.725
2001-10-02,419.277
2001-10-03,426.379
2001-10-04,437.95
2001-10-05,441.054
2001-10-08,438.351
2001-10-09,435.412
2001-10-10,441.53
2001-10-11,441.757
2001-10-12,442.968
2001-10-15,436.032
2001-10-16,437.741
2001-10-17,448.749
2001-10-18,439.383
2001-10-19,429.567
2001-10-22,429.853
2001-10-23,437.255
2001-10-24,435.993
2001-10-25,432.424
2001-10-26,441.467
2001-10-29,439.317
2001-10-30,433.571
2001-10-31,436.25
2001-11-01,440.738
2001-11-02,445.858
2001-11-05,450.467
2001-11-06,452.18
2001-11-07,454.706
2001-11-08,457.914
2001-11-09,456.672
2001-11-12,448.375
2001-11-13,454.963
2001-11-14,453.342
2001-11-15,450.838
2001-11-16,454.24
2001-11-19,453.685
2001-11-20,451.117
2001-11-21,450.462
2001-11-22,452.772
2001-11-23,447.49
2001-11-26,450.044
2001-11-27,447.688
2001-11-28,445.819
2001-11-29,445.2
2001-11-30,446.271
2001-12-03,441.631
2001-12-04,445.613
2001-12-05,454.585
2001-12-06,460.557
2001-12-07,454.877
2001-12-10,449.329
2001-12-11,447.537
2001-12-12,447.084
2001-12-13,443.214
2001-12-14,443.352
2001-12-17,451.065
2001-12-18,452.203
2001-12-19,447.57
2001-12-20,443.682
2001-12-21,446.904
2001-12-24,448.764
2001-12-25,448.752
2001-12-26,451.383
2001-12-27,456.036
2001-12-28,456.942
2001-12-31,457.901
2002-01-01,457.892
2002-01-02,455.098
2002-01-03,462.12
2002-01-04,463.181
2002-01-07,459.826
2002-01-08,457.345
2002-01-09,454.392
2002-01-10,452.968
2002-01-11,453.11
2002-01-14,448.602
2002-01-15,450.97
2002-01-16,445.553
2002-01-17,445.829
2002-01-18,444.705
2002-01-21,445.6
2002-01-22,443.766
2002-01-23,444.94
2002-01-24,447.778
2002-01-25,440.588
2002-01-28,442.398
2002-01-29,435.873
2002-01-30,432.951
2002-01-31,438.761
2002-02-01,440.617
2002-02-04,439.65
2002-02-05,434.191
2002-02-06,431.038
2002-02-07,434.463
2002-02-08,436.466
2002-02-11,440.645
2002-02-12,441.373
2002-02-13,442.785
2002-02-14,445.724
2002-02-15,445.455
2002-02-18,442.235
2002-02-19,437.465
2002-02-20,432.223
2002-02-21,434.895
2002-02-22,434.174
2002-02-25,437.714
2002-02-26,440.349
2002-02-27,441.586
2002-02-28,435.464
2002-03-01,441.932
2002-03-04,449.195
2002-03-05,447.188
2002-03-06,450.351
2002-03-07,455.01
2002-03-08,454.704
2002-03-11,452.758
2002-03-12,448.487
2002-03-13,451.368
2002-03-14,453.161
2002-03-15,456.657
2002-03-18,457.468
2002-03-19,458.568
2002-03-20,456.53
2002-03-21,456.016
2002-03-22,456.071
2002-03-25,452.203
2002-03-26,451.751
2002-03-27,452.151
2002-03-28,457.259
2002-03-29,457.254
2002-04-01,461.961
2002-04-02,461.37
2002-04-03,459.663
2002-04-04,456.569
2002-04-05,457.989
2002-04-08,452.868
2002-04-09,452.837
2002-04-10,458.059
2002-04-11,451.926
2002-04-12,453.108
2002-04-15,456.638
2002-04-16,461.489
2002-04-17,463.635
2002-04-18,462.491
2002-04-19,463.659
2002-04-22,462.943
2002-04-23,460.365
2002-04-24,462.788
2002-04-25,462.778
2002-04-26,459.429
2002-04-29,459.749
2002-04-30,460.689
2002-05-01,459.384
2002-05-02,464.133
2002-05-03,467.83
2002-05-06,467.64
2002-05-07,459.601
2002-05-08,465.086
2002-05-09,463.686
2002-05-10,462.636
2002-05-13,464.441
2002-05-14,463.271
2002-05-15,467.892
2002-05-16,467.145
2002-05-17,466.853
2002-05-20,465.489
2002-05-21,463.64
2002-05-22,460.468
2002-05-23,460.119
2002-05-24,461.196
2002-05-27,458.567
2002-05-28,455.001
2002-05-29,454.745
2002-05-30,452.864
2002-05-31,456.135
2002-06-03,455.686
2002-06-04,456.207
2002-06-05,446.179
2002-06-06,444.781
2002-06-07,442.057
2002-06-10,442.767
2002-06-11,444.758
2002-06-12,439.544
2002-06-13,433.383
2002-06-14,421.799
2002-06-17,432.572
2002-06-18,430.525
2002-06-19,426.594
2002-06-20,422.833
2002-06-21,424.981
2002-06-24,420.811
2002-06-25,427.174
2002-06-26,425.585
2002-06-27,425.825
2002-06-28,435.69
2002-07-01,439.455
2002-07-02,427.51
2002-07-03,412.424
2002-07-04,418.532
2002-07-05,430.11
2002-07-08,432.83
2002-07-09,430.705
2002-07-10,419.625
2002-07-11,402.896
2002-07-12,402.778
2002-07-15,385.813
2002-07-16,388.684
2002-07-17,402.254
2002-07-18,412.573
2002-07-19,397.061
2002-07-22,378.185
2002-07-23,371.784
2002-07-24,366.273
2002-07-25,383.894
2002-07-26,385.892
2002-07-29,400.801
2002-07-30,402.548
2002-07-31,406.59
2002-08-01,387.34
2002-08-02,393.269
2002-08-05,385.227
2002-08-06,389.042
2002-08-07,385.408
2002-08-08,396.962
2002-08-09,402.533
2002-08-12,395.746
2002-08-13,400.523
2002-08-14,396.594
2002-08-15,407.706
2002-08-16,409.243
2002-08-19,415.425
2002-08-20,409.757
2002-08-21,411.837
2002-08-22,416.187
2002-08-23,411.67
2002-08-26,412.458
2002-08-27,419.454
2002-08-28,405.957
2002-08-29,403.021
2002-08-30,403.875
2002-09-02,400.88
2002-09-03,390.896
2002-09-04,390.653
2002-09-05,389.339
2002-09-06,396.229
2002-09-09,391.696
2002-09-10,400.125
2002-09-11,402.127
2002-09-12,392.882
2002-09-13,387.471
2002-09-16,386.324
2002-09-17,382.048
2002-09-18,371.536
2002-09-19,367.714
2002-09-20,371.508
2002-09-23,362.015
2002-09-24,354.643
2002-09-25,358.017
2002-09-26,370.924
2002-09-27,374.49
2002-09-30,362.231
2002-10-01,367.734
2002-10-02,376.038
2002-10-03,374.561
2002-10-04,367.89
2002-10-07,364.808
2002-10-08,358.034
2002-10-09,359.433
2002-10-10,362.916
2002-10-11,378.431
2002-10-14,375.742
2002-10-15,393.242
2002-10-16,386.752
2002-10-17,396.358
2002-10-18,392.021
2002-10-21,391.633
2002-10-22,390.957
2002-10-23,381.73
2002-10-24,389.648
2002-10-25,387.124
2002-10-28,390.817
2002-10-29,378.235
2002-10-30,383.922
2002-10-31,389.347
2002-11-01,385.493
2002-11-04,396.175
2002-11-05,398.516
2002-11-06,394.465
2002-11-07,397.678
2002-11-08,395.748
2002-11-11,393.51
2002-11-12,399.693
2002-11-13,394.779
2002-11-14,395.233
2002-11-15,398.331
2002-11-18,401.602
2002-11-19,401.635
2002-11-20,398.121
2002-11-21,407.769
2002-11-22,407.344
2002-11-25,398.624
2002-11-26,392.6
2002-11-27,395.029
2002-11-28,401.62
2002-11-29,400.723
2002-12-02,399.32
2002-12-03,395.114
2002-12-04,393.589
2002-12-05,391.878
2002-12-06,391.133
2002-12-09,384.36
2002-12-10,382.334
2002-12-11,387.68
2002-12-12,383.806
2002-12-13,381.368
2002-12-16,390.489
2002-12-17,385.749
2002-12-18,379.752
2002-12-19,380.504
2002-12-20,385.327
2002-12-23,386.975
2002-12-24,388.418
2002-12-25,388.409
2002-12-26,388.346
2002-12-27,379.609
2002-12-30,386.745
2002-12-31,391.911
2003-01-01,391.904
2003-01-02,395.231
2003-01-03,396.434
2003-01-06,398.123
2003-01-07,393.072
2003-01-08,388.27
2003-01-09,390.861
2003-01-10,395.23
2003-01-13,392.214
2003-01-14,392.908
2003-01-15,386.312
2003-01-16,386.267
2003-01-17,383.191
2003-01-20,377.12
2003-01-21,373.575
2003-01-22,369.154
2003-01-23,366.111
2003-01-24,366.08
2003-01-27,354.214
2003-01-28,356.077
2003-01-29,356.579
2003-01-30,365.511
2003-01-31,363.893
2003-02-03,374.224
2003-02-04,366.645
2003-02-05,374.643
2003-02-06,365.657
2003-02-07,364.156
2003-02-10,361.792
2003-02-11,367.417
2003-02-12,362.067
2003-02-13,362.639
2003-02-14,360.739
2003-02-17,365.353
2003-02-18,366.905
2003-02-19,361.852
2003-02-20,364.195
2003-02-21,367.281
2003-02-24,363.65
2003-02-25,353.014
2003-02-26,353.847
2003-02-27,350.854
2003-02-28,357.93
2003-03-03,362.117
2003-03-04,356.901
2003-03-05,355.669
2003-03-06,355.424
2003-03-07,349.675
2003-03-10,343.119
2003-03-11,345.583
2003-03-12,332.543
2003-03-13,349.247
2003-03-14,355.68
2003-03-17,364.424
2003-03-18,364.414
2003-03-19,367.011
2003-03-20,367.671
2003-03-21,375.842
2003-03-24,368.216
2003-03-25,368.659
2003-03-26,372.133
2003-03-27,365.632
2003-03-28,363.18
2003-03-31,357.281
2003-04-01,361.928
2003-04-02,367.795
2003-04-03,369.753
2003-04-04,371.776
2003-04-07,380.458
2003-04-08,374.477
2003-04-09,375.171
2003-04-10,374.443
2003-04-11,374.667
2003-04-14,379.531
2003-04-15,385.119
2003-04-16,381.503
2003-04-17,385.357
2003-04-18,385.345
2003-04-21,381.719
2003-04-22,387.816
2003-04-23,394.242
2003-04-24,391.195
2003-04-25,387.578
2003-04-28,394.02
2003-04-29,393.23
2003-04-30,395.378
2003-05-01,394.301
2003-05-02,399.389
2003-05-05,400.157
2003-05-06,408.096
2003-05-07,401.72
2003-05-08,397.732
2003-05-09,402.129
2003-05-12,406.314
2003-05-13,407.166
2003-05-14,408.634
2003-05-15,413.544
2003-05-16,417.96
2003-05-19,410.477
2003-05-20,413.038
2003-05-21,411.483
2003-05-22,414.163
2003-05-23,414.347
2003-05-26,414.542
2003-05-27,416.525
2003-05-28,422.9
2003-05-29,428.529
2003-05-30,422.503
2003-06-02,429.173
2003-06-03,426.843
2003-06-04,429.017
2003-06-05,433.305
2003-06-06,441.124
2003-06-09,434.809
2003-06-10,433.191
2003-06-11,441.971
2003-06-12,443.83
2003-06-13,440.919
2003-06-16,446.126
2003-06-17,452.373
2003-06-18,450.973
2003-06-19,443.021
2003-06-20,443.123
2003-06-23,436.144
2003-06-24,432.335
2003-06-25,435.957
2003-06-26,430.498
2003-06-27,429.857
2003-06-30,426.375
2003-07-01,422.783
2003-07-02,427.834
2003-07-03,431.745
2003-07-04,430.214
2003-07-07,431.316
2003-07-08,428.13
2003-07-09,425.209
2003-07-10,422.533
2003-07-11,425.632
2003-07-14,430.818
2003-07-15,422.717
2003-07-16,418.666
2003-07-17,415.26
2003-07-18,415.163
2003-07-21,415.994
2003-07-22,420.032
2003-07-23,422.633
2003-07-24,430.299
2003-07-25,430.913
2003-07-28,433.322
2003-07-29,432.763
2003-07-30,431.429
2003-07-31,430.519
2003-08-01,425.659
2003-08-04,426.28
2003-08-05,427.638
2003-08-06,423.902
2003-08-07,427.75
2003-08-08,430.627
2003-08-11,431.523
2003-08-12,432.336
2003-08-13,435.59
2003-08-14,439.053
2003-08-15,438.764
2003-08-18,440.236
2003-08-19,436.986
2003-08-20,436.745
2003-08-21,434.737
2003-08-22,432.611
2003-08-25,432.977
2003-08-26,427.489
2003-08-27,430.809
2003-08-28,431.439
2003-08-29,429.169
2003-09-01,430.677
2003-09-02,431.268
2003-09-03,436.94
2003-09-04,438.211
2003-09-05,440.292
2003-09-08,443.938
2003-09-09,441.939
2003-09-10,440.677
2003-09-11,440.824
2003-09-12,443.154
2003-09-15,444.735
2003-09-16,444.895
2003-09-17,448.921
2003-09-18,454.72
2003-09-19,453.454
2003-09-22,455.016
2003-09-23,455.728
2003-09-24,458.309
2003-09-25,456.015
2003-09-26,450.491
2003-09-29,449.344
2003-09-30,444.433
2003-10-01,453.706
2003-10-02,458.572
2003-10-03,464.389
2003-10-06,465.611
2003-10-07,464.964
2003-10-08,462.871
2003-10-09,468.399
2003-10-10,469.604
2003-10-13,474.379
2003-10-14,472.316
2003-10-15,476.581
2003-10-16,477.477
2003-10-17,475.323
2003-10-20,476.89
2003-10-21,477.629
2003-10-22,473.773
2003-10-23,469.436
2003-10-24,470.756
2003-10-27,471.705
2003-10-28,473.538
2003-10-29,475.06
2003-10-30,478.294
2003-10-31,475.991
2003-11-03,476.274
2003-11-04,475.096
2003-11-05,473.488
2003-11-06,472.349
2003-11-07,477.548
2003-11-10,474.949
2003-11-11,473.055
2003-11-12,479.21
2003-11-13,481.937
2003-11-14,483.962
2003-11-17,478.924
2003-11-18,483.473
2003-11-19,480.555
2003-11-20,479.519
2003-11-21,480.776
2003-11-24,484.886
2003-11-25,486.142
2003-11-26,488.402
2003-11-27,489.022
2003-11-28,488.945
2003-12-01,496.332
2003-12-02,495.815
2003-12-03,497.265
2003-12-04,493.645
2003-12-05,493.838
2003-12-08,495.049
2003-12-09,499.614
2003-12-10,496.177
2003-12-11,494.449
2003-12-12,497.224
2003-12-15,497.665
2003-12-16,496.603
2003-12-17,502.035
2003-12-18,508.201
2003-12-19,508.875
2003-12-22,509.693
2003-12-23,513.087
2003-12-24,515.878
2003-12-25,515.881
2003-12-26,516.448
2003-12-29,516.513
2003-12-30,521.004
2003-12-31,524.628
2004-01-01,524.636
2004-01-02,527.917
2004-01-05,533.395
2004-01-06,537.189
2004-01-07,533.803
2004-01-08,539.224
2004-01-09,541.836
2004-01-12,540.941
2004-01-13,540.182
2004-01-14,539.79
2004-01-15,534.891
2004-01-16,532.678
2004-01-19,531.254
2004-01-20,538.769
2004-01-21,544.528
2004-01-22,543.883
2004-01-23,538.825
2004-01-26,533.264
2004-01-27,533.721
2004-01-28,538.533
2004-01-29,526.997
2004-01-30,527.453
2004-02-02,526.726
2004-02-03,532.99
2004-02-04,530.744
2004-02-05,532.583
2004-02-06,537.679
2004-02-09,544.355
2004-02-10,543.118
2004-02-11,543.314
2004-02-12,548.488
2004-02-13,551.382
2004-02-16,551.423
2004-02-17,561.139
2004-02-18,561.321
2004-02-19,564.989
2004-02-20,559.37
2004-02-23,559.433
2004-02-24,561.698
2004-02-25,562.123
2004-02-26,555.928
2004-02-27,552.594
2004-03-01,561.806
2004-03-02,555.927
2004-03-03,547.403
2004-03-04,550.707
2004-03-05,557.128
2004-03-08,557.388
2004-03-09,553.858
2004-03-10,543.795
2004-03-11,531.255
2004-03-12,532.506
2004-03-15,526.872
2004-03-16,535.064
2004-03-17,537.862
2004-03-18,538.058
2004-03-19,541.268
2004-03-22,534.817
2004-03-23,533.327
2004-03-24,529.425
2004-03-25,530.166
2004-03-26,527.788
2004-03-29,535.532
2004-03-30,538.662
2004-03-31,539.95
2004-04-01,548.654
2004-04-02,547.125
2004-04-05,543.723
2004-04-06,547.908
2004-04-07,550.693
2004-04-08,550.998
2004-04-09,550.999
2004-04-12,550.999
2004-04-13,547.615
2004-04-14,535.519
2004-04-15,536.095
2004-04-16,545.984
2004-04-19,549.214
2004-04-20,547.327
2004-04-21,538.218
2004-04-22,540.197
2004-04-23,540.371
2004-04-26,546.515
2004-04-27,547.975
2004-04-28,538.405
2004-04-29,537.89
2004-04-30,533.531
2004-05-03,533.923
2004-05-04,545.831
2004-05-05,546.654
2004-05-06,542.288
2004-05-07,537.448
2004-05-10,522.135
2004-05-11,522.539
2004-05-12,524.371
2004-05-13,525.421
2004-05-14,523.082
2004-05-17,520.218
2004-05-18,522.843
2004-05-19,533.594
2004-05-20,525.328
2004-05-21,531.35
2004-05-24,531.512
2004-05-25,535.814
2004-05-26,539.617
2004-05-27,547.43
2004-05-28,544.721
2004-05-31,544.721
2004-06-01,544.651
2004-06-02,547.613
2004-06-03,548.522
2004-06-04,549.725
2004-06-07,553.652
2004-06-08,555.188
2004-06-09,551.726
2004-06-10,552.142
2004-06-11,548.132
2004-06-14,542.173
2004-06-15,545.27
2004-06-16,551.632
2004-06-17,553.774
2004-06-18,556.661
2004-06-21,554.091
2004-06-22,547.728
2004-06-23,549.704
2004-06-24,551.838
2004-06-25,551.204
2004-06-28,556.413
2004-06-29,549.443
2004-06-30,546.45
2004-07-01,542.531
2004-07-02,544.17
2004-07-05,543.45
2004-07-06,542.866
2004-07-07,545.761
2004-07-08,548.902
2004-07-09,548.948
2004-07-12,548.334
2004-07-13,546.033
2004-07-14,547.092
2004-07-15,542.445
2004-07-16,548.637
2004-07-19,546.021
2004-07-20,542.732
2004-07-21,541.792
2004-07-22,536.899
2004-07-23,534.815
2004-07-26,532.069
2004-07-27,531.644
2004-07-28,534.438
2004-07-29,539.828
2004-07-30,539.818
2004-08-02,542.534
2004-08-03,543.012
2004-08-04,540.838
2004-08-05,540.817
2004-08-06,538.517
2004-08-09,534.038
2004-08-10,538.404
2004-08-11,532.479
2004-08-12,532.377
2004-08-13,535.39
2004-08-16,540.062
2004-08-17,537.585
2004-08-18,536.552
2004-08-19,540.563
2004-08-20,537.963
2004-08-23,540.402
2004-08-24,535.213
2004-08-25,537.126
2004-08-26,540.467
2004-08-27,544.348
2004-08-30,544.197
2004-08-31,542.565
2004-09-01,545.741
2004-09-02,546.549
2004-09-03,546.049
2004-09-06,548.981
2004-09-07,547.329
2004-09-08,550.432
2004-09-09,548.161
2004-09-10,554.512
2004-09-13,554.712
2004-09-14,554.484
2004-09-15,547.859
2004-09-16,552.775
2004-09-17,557.033
2004-09-20,553.445
2004-09-21,559.287
2004-09-22,557.799
2004-09-23,556.626
2004-09-24,558.941
2004-09-27,556.281
2004-09-28,560.591
2004-09-29,559.461
2004-09-30,560.757
2004-10-01,566.694
2004-10-04,565.8
2004-10-05,567.944
2004-10-06,566.944
2004-10-07,567.029
2004-10-08,570.891
2004-10-11,569.876
2004-10-12,562.718
2004-10-13,561.448
2004-10-14,563.122
2004-10-15,565.683
2004-10-18,564.372
2004-10-19,569.247
2004-10-20,567.663
2004-10-21,572.392
2004-10-22,572.216
2004-10-25,570.075
2004-10-26,571.852
2004-10-27,577.333
2004-10-28,576.861
2004-10-29,575.488
2004-11-01,581.488
2004-11-02,585.419
2004-11-03,592.428
2004-11-04,591.905
2004-11-05,595.555
2004-11-08,595.711
2004-11-09,595.259
2004-11-10,594.212
2004-11-11,598.025
2004-11-12,602.947
2004-11-15,603.829
2004-11-16,601.243
2004-11-17,605.321
2004-11-18,604.783
2004-11-19,602.123
2004-11-22,598.333
2004-11-23,604.041
2004-11-24,605.744
2004-11-25,612.205
2004-11-26,612.394
2004-11-29,613.095
2004-11-30,613.447
2004-12-01,622.949
2004-12-02,623.784
2004-12-03,628.421
2004-12-06,626.736
2004-12-07,628.117
2004-12-08,620.687
2004-12-09,615.335
2004-12-10,615.602
2004-12-13,623.309
2004-12-14,622.531
2004-12-15,630.494
2004-12-16,628.366
2004-12-17,624.278
2004-12-20,632.701
2004-12-21,625.63
2004-12-22,626.817
2004-12-23,630.398
2004-12-24,633.886
2004-12-27,636.354
2004-12-28,634.791
2004-12-29,633.402
2004-12-30,635.637
2004-12-31,634.697
2005-01-03,629.164
2005-01-04,627.079
2005-01-05,623.323
2005-01-06,621.117
2005-01-07,622.652
2005-01-10,623.463
2005-01-11,621.733
2005-01-12,623.435
2005-01-13,621.856
2005-01-14,620.286
2005-01-17,620.431
2005-01-18,620.278
2005-01-19,623.551
2005-01-20,619.792
2005-01-21,619.566
2005-01-24,622.59
2005-01-25,622.661
2005-01-26,629.008
2005-01-27,631.364
2005-01-28,627.937
2005-01-31,631.82
2005-02-01,636.188
2005-02-02,639.32
2005-02-03,637.008
2005-02-04,643.102
2005-02-07,640.677
2005-02-08,639.578
2005-02-09,640.436
2005-02-10,645.942
2005-02-11,649.131
2005-02-14,656.314
2005-02-15,658.055
2005-02-16,654.644
2005-02-17,659.149
2005-02-18,660.39
2005-02-21,661.068
2005-02-22,660.493
2005-02-23,656.148
2005-02-24,655.065
2005-02-25,662.411
2005-02-28,661.69
2005-03-01,663.632
2005-03-02,659.571
2005-03-03,661.694
2005-03-04,670.801
2005-03-07,665.346
2005-03-08,669.052
2005-03-09,664.944
2005-03-10,661.526
2005-03-11,665.306
2005-03-14,659.238
2005-03-15,663.591
2005-03-16,662.435
2005-03-17,659.004
2005-03-18,656.666
2005-03-21,651.257
2005-03-22,652.246
2005-03-23,639.304
2005-03-24,640.01
2005-03-25,640.01
2005-03-28,638.555
2005-03-29,640.721
2005-03-30,641.705
2005-03-31,643.773
2005-04-01,646.34
2005-04-04,638.26
2005-04-05,645.375
2005-04-06,646.818
2005-04-07,650.375
2005-04-08,650.681
2005-04-11,654.573
2005-04-12,649.858
2005-04-13,654.11
2005-04-14,647.681
2005-04-15,644.639
2005-04-18,639.163
2005-04-19,647.349
2005-04-20,644.041
2005-04-21,642.179
2005-04-22,646.977
2005-04-25,647.425
2005-04-26,641.961
2005-04-27,635.536
2005-04-28,635.484
2005-04-29,636.766
2005-05-02,631.149
2005-05-03,637.654
2005-05-04,643.362
2005-05-05,647.112
2005-05-06,644.732
2005-05-09,640.438
2005-05-10,638.217
2005-05-11,633.928
2005-05-12,633.082
2005-05-13,629.462
2005-05-16,622.319
2005-05-17,625.703
2005-05-18,630.472
2005-05-19,633.365
2005-05-20,630.568
2005-05-23,634.681
2005-05-24,633.777
2005-05-25,633.704
2005-05-26,633.901
2005-05-27,633.767
2005-05-30,633.923
2005-05-31,631.165
2005-06-01,635.328
2005-06-02,635.493
2005-06-03,635.109
2005-06-06,633.89
2005-06-07,643.092
2005-06-08,644.194
2005-06-09,637.671
2005-06-10,638.679
2005-06-13,637.066
2005-06-14,638.612
2005-06-15,639.666
2005-06-16,643.228
2005-06-17,648.702
2005-06-20,648.009
2005-06-21,649.569
2005-06-22,650.746
2005-06-23,651.702
2005-06-24,648.047
2005-06-27,645.084
2005-06-28,647.436
2005-06-29,645.329
2005-06-30,641.757
2005-07-01,640.224
2005-07-04,638.912
2005-07-05,636.689
2005-07-06,643.46
2005-07-07,628.703
2005-07-08,636.058
2005-07-11,644.697
2005-07-12,648.164
2005-07-13,644.583
2005-07-14,647.906
2005-07-15,641.941
2005-07-18,638.567
2005-07-19,632.01
2005-07-20,631.091
2005-07-21,638.441
2005-07-22,640.224
2005-07-25,643.529
2005-07-26,641.252
2005-07-27,643.425
2005-07-28,648.446
2005-07-29,652.524
2005-08-01,656.689
2005-08-02,661.043
2005-08-03,666.398
2005-08-04,664.102
2005-08-05,662.495
2005-08-08,670.427
2005-08-09,671.218
2005-08-10,678.83
2005-08-11,680.364
2005-08-12,681.716
2005-08-15,679.293
2005-08-16,677.502
2005-08-17,675.274
2005-08-18,667.29
2005-08-19,671.505
2005-08-22,676.431
2005-08-23,673.359
2005-08-24,670.72
2005-08-25,669.675
2005-08-26,668.909
2005-08-29,666.745
2005-08-30,663.212
2005-08-31,672.986
2005-09-01,688.585
2005-09-02,693.007
2005-09-05,695.018
2005-09-06,696.94
2005-09-07,697.374
2005-09-08,694.649
2005-09-09,696.982
2005-09-12,692.249
2005-09-13,687.441
2005-09-14,690.865
2005-09-15,686.323
2005-09-16,689.459
2005-09-19,692.377
2005-09-20,690.795
2005-09-21,687.928
2005-09-22,681.02
2005-09-23,679.375
2005-09-26,682.7
2005-09-27,678.813
2005-09-28,682.929
2005-09-29,680.973
2005-09-30,684.156
2005-10-03,681.306
2005-10-04,683.105
2005-10-05,675.014
2005-10-06,672.507
2005-10-07,666.033
2005-10-10,664.58
2005-10-11,663.473
2005-10-12,660.954
2005-10-13,650.037
2005-10-14,657.661
2005-10-17,653.918
2005-10-18,649.128
2005-10-19,642.125
2005-10-20,645.764
2005-10-21,644.494
2005-10-24,650.653
2005-10-25,653.687
2005-10-26,656.407
2005-10-27,653.139
2005-10-28,653.713
2005-10-31,664.865
2005-11-01,665.247
2005-11-02,673.454
2005-11-03,682.861
2005-11-04,671.788
2005-11-07,673.51
