Date,HONG KONG Standard (Large+Mid Cap)
2001-01-01,18613.259
2001-01-02,18340.338
2001-01-03,17952.262
2001-01-04,18798.699
2001-01-05,19034.708
2001-01-08,18825.814
2001-01-09,18825.913
2001-01-10,18768.762
2001-01-11,18336.759
2001-01-12,18569.561
2001-01-15,18406.987
2001-01-16,18422.339
2001-01-17,18364.475
2001-01-18,18640.781
2001-01-19,19326.41
2001-01-22,19597.867
2001-01-23,19377.508
2001-01-24,19377.632
2001-01-25,19377.756
2001-01-26,19377.508
2001-01-29,19172.02
2001-01-30,18841.449
2001-01-31,19155.872
2001-02-01,19360.263
2001-02-02,19163.008
2001-02-05,18873.353
2001-02-06,18867.533
2001-02-07,19013.178
2001-02-08,18797.722
2001-02-09,18804.859
2001-02-12,18667.901
2001-02-13,18915.083
2001-02-14,18970.739
2001-02-15,18786.744
2001-02-16,18724.789
2001-02-19,18793.311
2001-02-20,18784.694
2001-02-21,18771.349
2001-02-22,18614.776
2001-02-23,18725.686
2001-02-26,18825.163
2001-02-27,18663.736
2001-02-28,18718.254
2001-03-01,18243.955
2001-03-02,18163.665
2001-03-05,18327.802
2001-03-06,18641.524
2001-03-07,18504.267
2001-03-08,18417.664
2001-03-09,18303.591
2001-03-12,17643.279
2001-03-13,17251.215
2001-03-14,17121.781
2001-03-15,17495.536
2001-03-16,17383.128
2001-03-19,17576.386
2001-03-20,17241.297
2001-03-21,16952.005
2001-03-22,16385.313
2001-03-23,16645.532
2001-03-26,17004.669
2001-03-27,16811.914
2001-03-28,16837.348
2001-03-29,16637.909
2001-03-30,16746.421
2001-04-02,16707.923
2001-04-03,16615.553
2001-04-04,16105.844
2001-04-05,16105.535
2001-04-06,16185.643
2001-04-09,15833.788
2001-04-10,15720.367
2001-04-11,16222.501
2001-04-12,16566.061
2001-04-13,16566.061
2001-04-16,16565.53
2001-04-17,16228.316
2001-04-18,16578.54
2001-04-19,17215.973
2001-04-20,17127.273
2001-04-23,16970.267
2001-04-24,16836.755
2001-04-25,16694.579
2001-04-26,16682.809
2001-04-27,16740.848
2001-04-30,16741.277
2001-05-01,16741.492
2001-05-02,17019.521
2001-05-03,17029.66
2001-05-04,16730.944
2001-05-07,16975.845
2001-05-08,16972.567
2001-05-09,16965.126
2001-05-10,17075.447
