Date,HONG KONG Standard (Large+Mid Cap)
2002-04-15,13859.375
2002-04-16,13877.286
2002-04-17,14263.983
2002-04-18,14424.167
2002-04-19,14539.745
2002-04-22,14486.832
2002-04-23,14728.502
2002-04-24,14883.475
2002-04-25,14797.96
2002-04-26,14780.77
2002-04-29,14759.019
2002-04-30,14975.638
2002-05-01,14976.022
2002-05-02,15399.466
2002-05-03,15318.217
2002-05-06,15226.576
2002-05-07,15344.764
2002-05-08,15202.754
2002-05-09,15153.008
2002-05-10,15139.913
2002-05-13,15198.137
2002-05-14,15135.051
2002-05-15,15324.716
2002-05-16,15339.238
2002-05-17,15425.771
2002-05-20,15425.475
2002-05-21,15169.768
2002-05-22,15182.199
2002-05-23,14981.242
2002-05-24,14944.778
2002-05-27,14862.54
2002-05-28,14812.216
2002-05-29,14644.06
2002-05-30,14543.146
2002-05-31,14361.395
2002-06-03,14375.463
2002-06-04,14381.151
2002-06-05,14508.838
2002-06-06,14450.367
2002-06-07,14426.854
2002-06-10,14511.817
2002-06-11,14371.666
2002-06-12,14253.507
2002-06-13,14228.211
2002-06-14,14026.089
2002-06-17,13879.109
2002-06-18,13833.645
2002-06-19,13554.544
2002-06-20,13722.941
2002-06-21,13566.1
2002-06-24,13596.939
2002-06-25,13557.288
2002-06-26,13227.796
2002-06-27,13475.12
2002-06-28,13492.75
2002-07-01,13493.01
2002-07-02,13335.231
2002-07-03,13529.746
2002-07-04,13802.762
2002-07-05,13877.964
2002-07-08,13789.306
2002-07-09,13778.443
2002-07-10,13780.905
2002-07-11,13458.42
2002-07-12,13555.225
2002-07-15,13551.438
2002-07-16,13300.602
2002-07-17,13133.766
2002-07-18,13222.653
2002-07-19,13073.244
2002-07-22,12815.25
2002-07-23,13169.723
2002-07-24,12806.319
2002-07-25,12597.098
2002-07-26,12374.904
2002-07-29,12644.502
2002-07-30,12846.811
2002-07-31,12936.709
2002-08-01,12809.928
2002-08-02,12617.176
2002-08-05,12361.769
2002-08-06,12086.989
2002-08-07,12418.877
2002-08-08,12379.297
2002-08-09,12289.64
2002-08-12,12107.718
2002-08-13,12306.056
2002-08-14,12132.806
2002-08-15,12403.04
2002-08-16,12482.531
2002-08-19,12396.865
2002-08-20,12626.978
2002-08-21,12731.187
2002-08-22,12765.937
2002-08-23,12688.659
2002-08-26,12660.938
2002-08-27,12514.781
2002-08-28,12422.469
2002-08-29,12325.028
2002-08-30,12304.72
2002-09-02,12153.079
2002-09-03,12101.338
2002-09-04,12247.744
2002-09-05,12114.437
2002-09-06,12138.388
2002-09-09,12085.286
2002-09-10,12266.109
2002-09-11,12252.962
2002-09-12,12327.713
2002-09-13,12045.588
2002-09-16,11807.035
2002-09-17,12058.715
2002-09-18,11823.776
2002-09-19,11796.944
2002-09-20,11641.412
2002-09-23,11548.07
2002-09-24,11469.651
2002-09-25,11466.253
2002-09-26,11668.153
2002-09-27,11710.644
2002-09-30,11426.862
2002-10-01,11427.155
2002-10-02,11351.109
2002-10-03,11174.187
2002-10-04,11202.323
2002-10-07,11094.592
2002-10-08,11154.243
2002-10-09,11205.975
2002-10-10,11000.252
2002-10-11,11071.726
2002-10-14,11071.868
2002-10-15,11514.726
2002-10-16,11611.774
2002-10-17,11801.549
2002-10-18,11854.884
2002-10-21,11789.14
2002-10-22,11787.648
2002-10-23,12085.482
2002-10-24,12085.971
2002-10-25,12122.563
2002-10-28,12299.528
2002-10-29,12032.123
2002-10-30,11962.449
2002-10-31,11838.156
2002-11-01,11755.348
2002-11-04,12175.498
2002-11-05,12073.783
2002-11-06,12166.208
2002-11-07,12280.512
2002-11-08,12147.326
2002-11-11,11952.05
2002-11-12,11985.274
2002-11-13,11974.318
2002-11-14,12170.099
2002-11-15,12414.748
2002-11-18,12295.05
2002-11-19,12404.399
2002-11-20,12436.596
2002-11-21,12455.105
2002-11-22,12518.232
2002-11-25,12571.246
2002-11-26,12488.097
2002-11-27,12459.868
2002-11-28,12656.296
2002-11-29,12578.779
2002-12-02,12722.191
2002-12-03,12695.369
2002-12-04,12429.216
2002-12-05,12405.247
2002-12-06,12378.429
2002-12-09,12189.844
2002-12-10,12193.593
2002-12-11,12105.999
2002-12-12,12105.701
2002-12-13,12057.391
2002-12-16,12063.834
2002-12-17,12081.329
2002-12-18,11859.899
2002-12-19,11876.207
2002-12-20,11964.865
2002-12-23,11924.225
2002-12-24,11899.373
2002-12-25,11899.373
2002-12-26,11899.526
2002-12-27,11728.182
2002-12-30,11543.456
2002-12-31,11635.64
2003-01-01,11635.64
2003-01-02,11641.228
2003-01-03,11935.624
2003-01-06,11969.921
2003-01-07,11913.059
2003-01-08,11969.059
2003-01-09,11969.389
2003-01-10,12038.184
2003-01-13,12170.262
2003-01-14,12152.452
2003-01-15,12280.834
2003-01-16,12143.287
2003-01-17,11947.476
2003-01-20,11847.921
2003-01-21,11861.156
2003-01-22,11913.706
2003-01-23,11978.566
2003-01-24,11860.832
2003-01-27,11662.41
2003-01-28,11760.298
2003-01-29,11645.798
2003-01-30,11701.474
2003-01-31,11701.624
2003-02-03,11701.474
2003-02-04,11660.206
2003-02-05,11548.084
2003-02-06,11501.742
2003-02-07,11539.723
2003-02-10,11646.458
2003-02-11,11605.947
2003-02-12,11796.217
2003-02-13,11566.601
2003-02-14,11574.008
2003-02-17,11851.059
2003-02-18,11876.292
2003-02-19,11914.551
2003-02-20,11811.441
2003-02-21,11661.303
2003-02-24,11639.067
2003-02-25,11508.83
2003-02-26,11495.598
2003-02-27,11522.993
2003-02-28,11559.834
2003-03-03,11737.09
2003-03-04,11646.529
2003-03-05,11630.637
2003-03-06,11444.555
2003-03-07,11339.029
2003-03-10,11202.648
2003-03-11,11216.213
2003-03-12,11213.414
2003-03-13,11105.863
2003-03-14,11304.696
2003-03-17,11156.96
2003-03-18,11341.318
2003-03-19,11677.364
2003-03-20,11711.692
2003-03-21,11662.374
2003-03-24,11569.378
2003-03-25,11541.963
2003-03-26,11520.056
2003-03-27,11271.379
2003-03-28,11286.263
2003-03-31,10961.895
2003-04-01,10922.24
2003-04-02,11027.623
2003-04-03,10933.324
2003-04-04,11188.573
2003-04-07,11310.074
2003-04-08,11089.112
2003-04-09,10792.232
2003-04-10,10788.548
2003-04-11,10826.606
2003-04-14,10631.581
2003-04-15,10740.658
2003-04-16,10781.672
2003-04-17,10668.577
2003-04-18,10668.577
2003-04-21,10668.44
2003-04-22,10661.058
2003-04-23,10572.599
2003-04-24,10543.967
2003-04-25,10547.219
2003-04-28,10637.873
2003-04-29,11066.797
2003-04-30,10946.931
2003-05-01,10947.071
2003-05-02,11110.785
2003-05-05,11256.204
2003-05-06,11196.941
2003-05-07,11174.096
2003-05-08,11174.096
2003-05-09,11332.728
2003-05-12,11496.118
2003-05-13,11524.134
2003-05-14,11481.706
2003-05-15,11506.539
2003-05-16,11468.677
2003-05-19,11438.108
2003-05-20,11415.95
2003-05-21,11422.802
2003-05-22,11525.061
2003-05-23,11740.302
2003-05-26,11973.717
2003-05-27,11879.499
2003-05-28,11937.517
2003-05-29,11907.949
2003-05-30,11880.183
2003-06-02,12102.33
2003-06-03,12113.143
2003-06-04,12112.832
2003-06-05,12074.728
2003-06-06,12155.103
2003-06-09,12230.242
2003-06-10,12299.255
2003-06-11,12290.246
2003-06-12,12306.967
2003-06-13,12396.249
2003-06-16,12362.583
2003-06-17,12489.554
2003-06-18,12410.373
2003-06-19,12420.009
2003-06-20,12380.032
2003-06-23,12151.173
2003-06-24,11984.208
2003-06-25,12005.897
2003-06-26,12075.264
2003-06-27,12132.007
2003-06-30,12040.072
2003-07-01,12039.608
2003-07-02,12099.813
2003-07-03,12108.843
2003-07-04,12111.855
2003-07-07,12406.629
2003-07-08,12523.254
2003-07-09,12622.463
2003-07-10,12559.232
2003-07-11,12455.33
2003-07-14,12735.644
2003-07-15,12691.292
2003-07-16,12776.535
2003-07-17,12698.919
2003-07-18,12793.283
2003-07-21,12726.415
2003-07-22,12628.047
2003-07-23,12507.181
2003-07-24,12530.13
2003-07-25,12553.814
2003-07-28,12761.168
2003-07-29,12800.666
2003-07-30,12749.281
2003-07-31,12806.182
2003-08-01,12975.582
2003-08-04,12951.316
2003-08-05,12905.759
2003-08-06,12616.563
2003-08-07,12576.562
2003-08-08,12637.07
2003-08-11,12780.739
2003-08-12,12962.235
2003-08-13,13147.695
2003-08-14,13257.029
2003-08-15,13252.975
2003-08-18,13460.254
2003-08-19,13487.514
2003-08-20,13555.444
2003-08-21,13869.587
2003-08-22,14129.533
2003-08-25,14196.884
2003-08-26,14166.773
2003-08-27,14127.507
2003-08-28,14177.758
2003-08-29,14380.308
2003-09-01,14506.936
2003-09-02,14587.802
2003-09-03,14877.047
2003-09-04,14929.066
2003-09-05,14873.832
2003-09-08,14845.955
2003-09-09,14654.907
2003-09-10,14270.746
2003-09-11,14452.363
2003-09-12,14452.178
2003-09-15,14666.362
2003-09-16,14724.184
2003-09-17,14852.962
2003-09-18,14701.53
2003-09-19,14443.194
2003-09-22,14424.874
2003-09-23,14721.164
2003-09-24,15331.095
2003-09-25,15249.402
2003-09-26,15261.731
2003-09-29,15035.846
2003-09-30,15185.157
2003-10-01,15196.637
2003-10-02,15783.895
2003-10-03,15819.525
2003-10-06,16058.403
2003-10-07,15816.682
2003-10-08,15558.436
2003-10-09,15690.381
2003-10-10,15878.132
2003-10-13,15915.187
2003-10-14,15736.577
2003-10-15,15987.2
2003-10-16,15962.211
2003-10-17,15969.862
2003-10-20,16095.107
2003-10-21,16231.274
2003-10-22,16111.901
2003-10-23,15543.073
2003-10-24,15480.385
2003-10-27,15529.635
2003-10-28,15865.739
2003-10-29,15859.744
2003-10-30,15783.367
2003-10-31,15836.713
2003-11-03,15956.781
2003-11-04,16031.292
2003-11-05,16056.737
2003-11-06,15790.241
2003-11-07,15894.48
2003-11-10,15780.411
2003-11-11,15629.394
2003-11-12,15448.924
2003-11-13,15732.67
2003-11-14,15761.921
2003-11-17,15401.652
2003-11-18,15349.375
2003-11-19,15160.227
2003-11-20,15194.639
2003-11-21,15175.583
2003-11-24,15101.159
2003-11-25,15309.818
2003-11-26,15438.48
2003-11-27,15467.845
2003-11-28,15750.787
2003-12-01,15989.661
2003-12-02,15977.752
2003-12-03,15931.909
2003-12-04,15908.368
2003-12-05,15903.282
2003-12-08,15662.014
2003-12-09,15891.588
2003-12-10,15867.406
2003-12-11,16218.24
2003-12-12,16223.058
2003-12-15,16143.302
2003-12-16,15763.412
2003-12-17,15621.291
2003-12-18,15558.369
2003-12-19,15691.839
2003-12-22,15805.32
2003-12-23,15807.56
2003-12-24,15852.033
2003-12-25,15852.033
2003-12-26,15851.114
2003-12-29,15830.633
2003-12-30,15977.985
2003-12-31,16069.006
2004-01-01,16069.006
2004-01-02,16321.836
2004-01-05,16726.089
2004-01-06,16896.944
2004-01-07,16868.799
2004-01-08,16726.271
2004-01-09,17081.966
2004-01-12,17254.579
2004-01-13,17324.793
2004-01-14,17471.947
2004-01-15,17327.908
2004-01-16,17293.103
2004-01-19,17429.635
2004-01-20,17877.914
2004-01-21,18175.682
2004-01-22,18177.086
2004-01-23,18177.554
2004-01-26,18380.992
2004-01-27,18316.655
2004-01-28,17786.156
2004-01-29,17561.956
2004-01-30,17635.267
2004-02-02,17212.951
2004-02-03,17420.238
2004-02-04,17453.863
2004-02-05,17393.715
2004-02-06,17770.464
2004-02-09,18124.143
2004-02-10,18040.456
2004-02-11,17981.181
2004-02-12,18023.213
2004-02-13,18114.407
2004-02-16,18208.965
2004-02-17,18198.053
2004-02-18,18299.332
2004-02-19,18282.433
2004-02-20,18202.044
2004-02-23,18018.93
2004-02-24,18022.643
2004-02-25,17802.031
2004-02-26,17884.563
2004-02-27,18205.495
2004-03-01,18236.608
2004-03-02,17997.683
2004-03-03,17715.743
2004-03-04,17768.607
2004-03-05,17744.01
2004-03-08,17825.925
2004-03-09,17584.867
2004-03-10,17403.5
2004-03-11,17147.571
2004-03-12,17019.618
2004-03-15,16994.481
2004-03-16,17073.663
2004-03-17,17178.534
2004-03-18,17087.327
2004-03-19,17190.879
2004-03-22,16875.147
2004-03-23,16955.162
2004-03-24,17110.029
2004-03-25,16856.598
2004-03-26,16892.221
2004-03-29,16796.877
2004-03-30,17149.576
2004-03-31,17117.498
2004-04-01,17215.016
2004-04-02,17388.346
2004-04-05,17385.333
2004-04-06,17579.554
2004-04-07,17598.65
2004-04-08,17588.803
2004-04-09,17588.803
2004-04-12,17588.239
2004-04-13,17775.895
2004-04-14,17302.575
2004-04-15,16964.567
2004-04-16,16957.512
2004-04-19,16910.957
2004-04-20,16898.637
2004-04-21,16617.438
2004-04-22,16465.353
2004-04-23,16846.595
2004-04-26,16491.217
2004-04-27,16528.357
2004-04-28,16521.806
2004-04-29,16286.782
2004-04-30,16286.97
2004-05-03,16294.938
2004-05-04,16519.859
2004-05-05,16257.696
2004-05-06,16304.452
2004-05-07,16126.096
2004-05-10,15488.292
2004-05-11,15576.992
2004-05-12,15696.558
2004-05-13,15415.492
2004-05-14,15194.983
2004-05-17,14577.99
2004-05-18,14648.631
2004-05-19,15311.652
2004-05-20,15169.646
2004-05-21,15638.945
2004-05-24,15825.392
2004-05-25,15860.462
2004-05-26,15859.444
2004-05-27,16190.446
2004-05-28,16301.767
2004-05-31,16349.603
2004-06-01,16256.391
2004-06-02,16301.661
2004-06-03,15936.364
2004-06-04,16044.841
2004-06-07,16532.184
2004-06-08,16542.679
2004-06-09,16482.098
2004-06-10,16605.753
2004-06-11,16570.643
2004-06-14,16159.756
2004-06-15,16112.66
2004-06-16,16228.987
2004-06-17,16107.009
2004-06-18,15767.167
2004-06-21,15733.336
2004-06-22,15732.73
2004-06-23,15709.663
2004-06-24,16091.077
2004-06-25,16108.752
2004-06-28,16180.82
2004-06-29,16086.989
2004-06-30,16346.536
2004-07-01,16346.851
2004-07-02,16306.081
2004-07-05,16399.225
2004-07-06,16532.527
2004-07-07,16614.99
2004-07-08,16384.043
2004-07-09,16429.709
2004-07-12,16496.595
2004-07-13,16296.825
2004-07-14,16100.502
2004-07-15,16118.821
2004-07-16,16279.658
2004-07-19,16398.034
2004-07-20,16376.51
2004-07-21,16777.85
2004-07-22,16678.366
2004-07-23,16736.067
2004-07-26,16702.705
2004-07-27,16672.831
2004-07-28,16702.833
2004-07-29,16519.236
2004-07-30,16567.083
2004-08-02,16491.229
2004-08-03,16583.263
2004-08-04,16533.639
2004-08-05,16837.382
2004-08-06,16866.285
2004-08-09,16896.612
2004-08-10,16855.11
2004-08-11,16724.879
2004-08-12,16826.465
2004-08-13,16753.661
2004-08-16,16547.941
2004-08-17,16605.287
2004-08-18,16643.741
2004-08-19,16928.972
2004-08-20,16939.851
2004-08-23,17129.518
2004-08-24,17406.937
2004-08-25,17654.515
2004-08-26,17699.37
2004-08-27,17597.499
2004-08-30,17702.804
2004-08-31,17744.715
2004-09-01,17991.309
2004-09-02,18001.776
2004-09-03,17860.87
2004-09-06,18147.976
2004-09-07,18281.263
2004-09-08,18156.475
2004-09-09,18042.904
2004-09-10,18072.26
2004-09-13,18287.599
2004-09-14,18304.646
2004-09-15,18204.983
2004-09-16,18434.698
2004-09-17,18416.905
2004-09-20,18363.713
2004-09-21,18445.447
2004-09-22,18424.312
2004-09-23,18310.527
2004-09-24,17935.987
2004-09-27,17905.384
2004-09-28,17821.023
2004-09-29,17822.279
2004-09-30,18050.283
2004-10-01,18052.019
2004-10-04,18402.595
2004-10-05,18417.026
2004-10-06,18294.883
2004-10-07,18298.259
2004-10-08,18176.529
2004-10-11,18169.881
2004-10-12,18160.866
2004-10-13,18056.15
2004-10-14,17885.806
2004-10-15,17965.176
2004-10-18,17915.826
2004-10-19,18069.528
2004-10-20,17851.348
2004-10-21,17802.399
2004-10-22,17799.084
2004-10-25,17559.381
2004-10-26,17581.779
2004-10-27,17623.051
2004-10-28,18053.613
2004-10-29,17989.087
2004-11-01,18015.019
2004-11-02,18323.966
2004-11-03,18523.188
2004-11-04,18449.95
2004-11-05,18667.377
2004-11-08,18689.949
2004-11-09,18654.041
2004-11-10,18813.512
2004-11-11,18696.975
2004-11-12,18916.825
2004-11-15,19080.643
2004-11-16,18896.131
2004-11-17,19047.719
2004-11-18,19109.858
2004-11-19,19134.98
2004-11-22,19135.46
2004-11-23,19477.947
2004-11-24,19485.787
2004-11-25,19475.833
2004-11-26,19489.789
2004-11-29,19684.527
2004-11-30,19627.084
2004-12-01,19713.435
2004-12-02,19828.426
2004-12-03,19752.332
2004-12-06,19818.891
2004-12-07,19863.194
2004-12-08,19629.775
2004-12-09,19531.132
2004-12-10,19393.575
2004-12-13,19427.875
2004-12-14,19624.512
2004-12-15,19689.131
2004-12-16,19640.481
2004-12-17,19673.556
2004-12-20,19897.053
2004-12-21,19843.508
2004-12-22,19775.699
2004-12-23,19948.811
2004-12-24,19891.471
2004-12-27,19891.471
2004-12-28,19987.771
2004-12-29,20035.986
2004-12-30,19976.092
2004-12-31,20082.439
2005-01-03,20080.766
2005-01-04,19854.98
2005-01-05,19380.219
2005-01-06,19299.486
2005-01-07,19105.146
2005-01-10,19124.155
2005-01-11,19018.137
2005-01-12,19097.014
2005-01-13,19181.069
2005-01-14,19029.999
2005-01-17,19186.141
2005-01-18,19198.597
2005-01-19,19231.781
2005-01-20,19021.989
2005-01-21,18910.281
2005-01-24,18748.958
2005-01-25,19018.435
2005-01-26,19133.921
2005-01-27,19090.669
2005-01-28,19151.777
2005-01-31,19249.442
2005-02-01,19062.641
2005-02-02,19056.978
2005-02-03,19058.041
2005-02-04,19120.878
2005-02-07,19367.566
2005-02-08,19393.6
2005-02-09,19393.6
2005-02-10,19393.6
2005-02-11,19392.979
2005-02-14,19542.707
2005-02-15,19514.884
2005-02-16,19562.973
2005-02-17,19443.03
2005-02-18,19646.349
2005-02-21,19724.381
2005-02-22,19652.297
2005-02-23,19485.323
2005-02-24,19696.41
2005-02-25,19868.123
2005-02-28,19893.247
2005-03-01,19842.525
2005-03-02,19635.534
2005-03-03,19642.603
2005-03-04,19424.256
2005-03-07,19451.851
2005-03-08,19554.422
2005-03-09,19710.741
2005-03-10,19598.223
2005-03-11,19638.488
2005-03-14,19588.67
2005-03-15,19437.402
2005-03-16,19603.058
2005-03-17,19591.396
2005-03-18,19612.142
2005-03-21,19644.13
2005-03-22,19582.937
2005-03-23,19336.612
2005-03-24,19328.866
2005-03-25,19328.866
2005-03-28,19328.866
2005-03-29,19124.673
2005-03-30,19136.278
2005-03-31,19235.75
2005-04-01,19273.799
2005-04-04,19368.62
2005-04-05,19367.875
2005-04-06,19354.572
2005-04-07,19442.216
2005-04-08,19550.541
2005-04-11,19531.476
2005-04-12,19550.264
2005-04-13,19730.216
2005-04-14,19760.243
2005-04-15,19570.561
2005-04-18,19210.088
2005-04-19,19353.632
2005-04-20,19410.994
2005-04-21,19554.897
2005-04-22,19700.682
2005-04-25,19779.391
2005-04-26,19992.679
2005-04-27,19972.265
2005-04-28,20033.645
2005-04-29,20049.115
2005-05-02,20046.544
2005-05-03,20061.217
2005-05-04,20138.286
2005-05-05,20261.72
2005-05-06,20228.441
2005-05-09,20312.702
2005-05-10,20241.75
2005-05-11,20111.294
2005-05-12,20200.685
2005-05-13,20102.723
2005-05-16,20100.145
2005-05-17,19874.964
2005-05-18,19841.723
2005-05-19,19873.496
2005-05-20,19847.391
2005-05-23,19819.587
2005-05-24,19917.957
2005-05-25,19717.915
2005-05-26,19725.212
2005-05-27,19957.458
2005-05-30,20105.269
2005-05-31,20078.883
2005-06-01,20099.518
2005-06-02,20018.787
2005-06-03,20029.714
2005-06-06,20092.705
2005-06-07,20052.829
2005-06-08,20141.452
2005-06-09,20171.42
2005-06-10,20206.189
2005-06-13,20241.167
2005-06-14,20215.996
