Date,ACWI SMALL GROWTH Small Cap
2005-11-10,682.05
2005-11-11,685.175
2005-11-14,683.736
2005-11-15,679.343
2005-11-16,679.257
2005-11-17,689.025
2005-11-18,691.707
2005-11-21,696.838
2005-11-22,699.243
2005-11-23,702.809
2005-11-24,702.377
2005-11-25,702.496
2005-11-28,698.193
2005-11-29,699.42
2005-11-30,702.434
2005-12-01,710.679
2005-12-02,714.523
2005-12-05,715.88
2005-12-06,717.22
2005-12-07,715.13
2005-12-08,715.991
2005-12-09,719.8
2005-12-12,724.977
2005-12-13,725.904
2005-12-14,729.396
2005-12-15,725.747
2005-12-16,726.11
2005-12-19,721.612
2005-12-20,721.965
2005-12-21,726.78
2005-12-22,730.929
2005-12-23,733.322
2005-12-26,734.521
2005-12-27,728.58
2005-12-28,733.05
2005-12-29,734.035
2005-12-30,730.706
2006-01-02,731.588
2006-01-03,744.67
2006-01-04,754.471
2006-01-05,756.88
2006-01-06,765.267
2006-01-09,769.396
2006-01-10,768.862
2006-01-11,771.825
2006-01-12,771.904
2006-01-13,773.485
2006-01-16,775.784
2006-01-17,765.59
2006-01-18,756.112
2006-01-19,769.339
2006-01-20,762.412
2006-01-23,759.977
2006-01-24,768.483
2006-01-25,770.61
2006-01-26,778.166
2006-01-27,783.788
2006-01-30,784.453
2006-01-31,787.123
2006-02-01,787.637
2006-02-02,783.536
2006-02-03,779.757
2006-02-06,784.586
2006-02-07,777.523
2006-02-08,774.013
2006-02-09,775.608
2006-02-10,772.369
2006-02-13,762.044
2006-02-14,765.907
2006-02-15,768.674
2006-02-16,771.817
2006-02-17,770.856
2006-02-20,769.388
2006-02-21,771.773
2006-02-22,774.36
2006-02-23,779.344
2006-02-24,782.707
2006-02-27,785.373
2006-02-28,780.096
2006-03-01,786.836
2006-03-02,787.098
2006-03-03,784.361
2006-03-06,781.088
2006-03-07,768.984
2006-03-08,765.648
2006-03-09,768.471
2006-03-10,772.436
2006-03-13,779.826
2006-03-14,787.399
2006-03-15,792.397
2006-03-16,794.371
2006-03-17,797.931
2006-03-20,799.56
2006-03-21,793.441
2006-03-22,798.522
2006-03-23,798.061
2006-03-24,802.537
2006-03-27,804.625
2006-03-28,804.235
2006-03-29,809.464
2006-03-30,815.612
2006-03-31,815.831
2006-04-03,818.454
2006-04-04,823.596
2006-04-05,826.483
2006-04-06,830.607
2006-04-07,823.513
2006-04-10,822.264
2006-04-11,815.351
2006-04-12,814.643
2006-04-13,816.919
2006-04-14,817.304
2006-04-17,819.806
2006-04-18,832.089
2006-04-19,841.501
2006-04-20,839.067
2006-04-21,841.052
2006-04-24,838.856
2006-04-25,839.232
2006-04-26,841.577
2006-04-27,839.687
2006-04-28,841.685
2006-05-01,843.442
2006-05-02,849.217
2006-05-03,849.004
2006-05-04,854.914
2006-05-05,864.362
2006-05-08,868.718
2006-05-09,869.934
2006-05-10,868.7
2006-05-11,861.064
2006-05-12,846.316
2006-05-15,828.982
2006-05-16,823.507
2006-05-17,812.049
2006-05-18,798.388
2006-05-19,797.679
2006-05-22,779.378
2006-05-23,785.469
2006-05-24,777.672
2006-05-25,786.893
2006-05-26,797.524
2006-05-29,800.59
2006-05-30,789.718
2006-05-31,794.5
2006-06-01,799.061
2006-06-02,806.438
2006-06-05,792.822
2006-06-06,776.966
2006-06-07,766.952
2006-06-08,748.921
2006-06-09,754.136
2006-06-12,740.889
2006-06-13,719.942
2006-06-14,725.008
2006-06-15,748.487
2006-06-16,749.491
2006-06-19,740.798
2006-06-20,737.007
2006-06-21,745.06
2006-06-22,746.688
2006-06-23,749.358
2006-06-26,752.246
2006-06-27,748.446
2006-06-28,745.501
2006-06-29,762.917
2006-06-30,780.305
2006-07-03,786.115
2006-07-04,788.529
2006-07-05,776.177
2006-07-06,777.617
2006-07-07,773.192
2006-07-10,770.074
2006-07-11,769.512
2006-07-12,761.324
2006-07-13,748.888
2006-07-14,739.361
2006-07-17,728.75
2006-07-18,722.639
2006-07-19,737.113
2006-07-20,735.009
2006-07-21,725.52
2006-07-24,734.077
2006-07-25,741.788
2006-07-26,740.565
2006-07-27,742.801
2006-07-28,751.808
2006-07-31,756.648
2006-08-01,750.842
2006-08-02,758.676
2006-08-03,759.117
2006-08-04,760.62
2006-08-07,753.58
2006-08-08,751.592
2006-08-09,750.79
2006-08-10,750.018
2006-08-11,746.602
2006-08-14,747.526
2006-08-15,758.616
2006-08-16,770.455
2006-08-17,772.843
2006-08-18,772.847
2006-08-21,770.174
2006-08-22,770.593
2006-08-23,766.104
2006-08-24,764.149
2006-08-25,763.437
2006-08-28,765.307
2006-08-29,770.297
2006-08-30,774.519
2006-08-31,776.481
2006-09-01,781.175
2006-09-04,786.444
2006-09-05,788.771
2006-09-06,777.682
2006-09-07,770.316
2006-09-08,770.409
2006-09-11,762.424
2006-09-12,769.674
2006-09-13,774.641
2006-09-14,774.854
2006-09-15,774.518
2006-09-18,777.242
2006-09-19,775.827
2006-09-20,777.596
2006-09-21,777.062
2006-09-22,771.01
2006-09-25,772.295
2006-09-26,776.229
2006-09-27,781.515
2006-09-28,782.834
2006-09-29,781.411
2006-10-02,779.947
2006-10-03,775.228
2006-10-04,779.858
2006-10-05,790.687
2006-10-06,785.802
2006-10-09,787.463
2006-10-10,788.567
2006-10-11,784.387
2006-10-12,792.862
2006-10-13,798.771
2006-10-16,807.303
2006-10-17,802.2
2006-10-18,803.248
2006-10-19,809.267
2006-10-20,807.709
2006-10-23,809.05
2006-10-24,810.483
2006-10-25,815.082
2006-10-26,821.959
2006-10-27,817.666
2006-10-30,815.415
2006-10-31,818.01
2006-11-01,814.015
2006-11-02,812.913
2006-11-03,814.543
2006-11-06,822.052
2006-11-07,827.839
2006-11-08,826.35
2006-11-09,824.54
2006-11-10,828.513
2006-11-13,826.965
2006-11-14,834.685
2006-11-15,838.734
2006-11-16,837.901
2006-11-17,835.073
2006-11-20,831.476
2006-11-21,835.745
2006-11-22,844.607
2006-11-23,845.48
2006-11-24,847.19
2006-11-27,837.149
2006-11-28,836.221
2006-11-29,848.055
2006-11-30,855.07
2006-12-01,856.104
2006-12-04,864.067
2006-12-05,866.66
2006-12-06,868.64
2006-12-07,867.423
2006-12-08,867.836
2006-12-11,865.751
2006-12-12,862.127
2006-12-13,863.665
2006-12-14,868.932
2006-12-15,867.921
2006-12-18,862.767
2006-12-19,861.414
2006-12-20,866.312
2006-12-21,862.823
2006-12-22,861.281
2006-12-25,860.67
2006-12-26,863.081
2006-12-27,870.015
2006-12-28,870.019
2006-12-29,868.759
2007-01-01,868.792
2007-01-02,874.046
2007-01-03,869.231
2007-01-04,865.088
2007-01-05,856.598
2007-01-08,857.954
2007-01-09,859.452
2007-01-10,856.196
2007-01-11,862.328
2007-01-12,870.614
2007-01-15,875.785
2007-01-16,874.638
2007-01-17,876.079
2007-01-18,871.614
2007-01-19,876.292
2007-01-22,875.361
2007-01-23,881.051
2007-01-24,886.953
2007-01-25,881.5
2007-01-26,879.614
2007-01-29,881.461
2007-01-30,885.217
2007-01-31,888.597
2007-02-01,898.124
2007-02-02,900.104
2007-02-05,900.666
2007-02-06,904.698
2007-02-07,908.593
2007-02-08,907.36
2007-02-09,904.877
2007-02-12,900.732
2007-02-13,906.276
2007-02-14,915.243
2007-02-15,919.335
2007-02-16,920.346
2007-02-19,922.707
2007-02-20,925.172
2007-02-21,926.293
2007-02-22,929.496
2007-02-23,931.863
2007-02-26,933.188
2007-02-27,906.174
2007-02-28,898.203
2007-03-01,893.186
2007-03-02,884.195
2007-03-05,861.087
2007-03-06,878.098
2007-03-07,882.312
2007-03-08,892.14
2007-03-09,893.952
2007-03-12,900.269
2007-03-13,888.032
2007-03-14,880.241
2007-03-15,890.536
2007-03-16,889.98
2007-03-19,898.845
2007-03-20,904.808
2007-03-21,914.516
2007-03-22,922.938
2007-03-23,924.073
2007-03-26,925.449
2007-03-27,921.925
2007-03-28,919.678
2007-03-29,922.011
2007-03-30,924.715
2007-04-02,927.07
2007-04-03,934.705
2007-04-04,939.472
2007-04-05,943.494
2007-04-06,943.417
2007-04-09,943.243
2007-04-10,948.594
2007-04-11,945.415
2007-04-12,949.808
2007-04-13,952.692
2007-04-16,962.241
2007-04-17,960.402
2007-04-18,959.669
2007-04-19,953.176
2007-04-20,961.253
2007-04-23,962.96
2007-04-24,960.427
2007-04-25,966.193
2007-04-26,967.792
2007-04-27,968.132
2007-04-30,961.189
2007-05-01,959.366
2007-05-02,969.218
2007-05-03,969.836
2007-05-04,976.383
2007-05-07,980.271
2007-05-08,975.792
2007-05-09,980.371
2007-05-10,970.896
2007-05-11,974.877
2007-05-14,972.514
2007-05-15,968.647
2007-05-16,970.298
2007-05-17,969.222
2007-05-18,974.821
2007-05-21,982.289
2007-05-22,987.745
2007-05-23,990.246
2007-05-24,978.511
2007-05-25,981.638
2007-05-28,984.156
2007-05-29,988.503
2007-05-30,989.47
2007-05-31,1000.0
2007-06-01,1006.53
2007-06-04,1009.858
2007-06-05,1008.068
2007-06-06,997.01
2007-06-07,981.763
2007-06-08,982.003
2007-06-11,984.109
2007-06-12,976.093
2007-06-13,981.739
2007-06-14,991.948
2007-06-15,1002.899
2007-06-18,1005.132
2007-06-19,1005.857
2007-06-20,1001.465
2007-06-21,1001.744
2007-06-22,998.256
2007-06-25,991.197
2007-06-26,987.455
2007-06-27,990.91
2007-06-28,998.294
2007-06-29,1001.454
2007-07-02,1013.975
2007-07-03,1020.431
2007-07-04,1023.022
2007-07-05,1024.613
2007-07-06,1030.04
2007-07-09,1034.358
2007-07-10,1026.605
2007-07-11,1028.002
2007-07-12,1040.25
2007-07-13,1044.148
2007-07-16,1039.54
2007-07-17,1038.854
2007-07-18,1036.112
2007-07-19,1042.86
2007-07-20,1037.83
2007-07-23,1037.149
2007-07-24,1022.527
2007-07-25,1015.389
2007-07-26,993.884
2007-07-27,976.363
2007-07-30,984.298
2007-07-31,987.844
2007-08-01,977.061
2007-08-02,983.789
2007-08-03,969.907
2007-08-06,966.483
2007-08-07,971.046
2007-08-08,989.046
2007-08-09,975.478
2007-08-10,960.748
2007-08-13,961.205
2007-08-14,946.661
2007-08-15,925.905
2007-08-16,904.676
2007-08-17,912.447
2007-08-20,924.872
2007-08-21,927.243
2007-08-22,942.959
2007-08-23,946.486
2007-08-24,957.016
2007-08-27,956.107
2007-08-28,939.79
2007-08-29,949.054
2007-08-30,951.914
2007-08-31,968.177
2007-09-03,970.92
2007-09-04,977.847
2007-09-05,968.815
2007-09-06,972.883
2007-09-07,962.885
2007-09-10,952.581
2007-09-11,965.775
2007-09-12,966.238
2007-09-13,966.277
2007-09-14,966.362
2007-09-17,956.761
2007-09-18,971.793
2007-09-19,988.536
2007-09-20,988.313
2007-09-21,992.349
2007-09-24,991.07
2007-09-25,989.719
2007-09-26,996.729
2007-09-27,1007.253
2007-09-28,1008.978
2007-10-01,1020.391
2007-10-02,1026.362
2007-10-03,1025.939
2007-10-04,1026.335
2007-10-05,1040.292
2007-10-08,1037.108
2007-10-09,1044.453
2007-10-10,1049.528
2007-10-11,1050.152
2007-10-12,1051.463
2007-10-15,1048.362
2007-10-16,1037.829
2007-10-17,1041.772
2007-10-18,1046.882
2007-10-19,1028.963
2007-10-22,1019.997
2007-10-23,1036.827
2007-10-24,1033.199
2007-10-25,1033.558
2007-10-26,1046.973
2007-10-29,1056.113
2007-10-30,1051.102
2007-10-31,1067.491
2007-11-01,1050.019
2007-11-02,1048.588
2007-11-05,1038.249
2007-11-06,1051.194
2007-11-07,1037.109
2007-11-08,1028.245
2007-11-09,1012.746
2007-11-12,989.005
2007-11-13,1001.017
2007-11-14,1008.86
2007-11-15,993.79
2007-11-16,988.943
2007-11-19,966.526
2007-11-20,967.468
2007-11-21,948.362
2007-11-22,947.506
2007-11-23,958.257
2007-11-26,955.524
2007-11-27,956.642
2007-11-28,977.401
2007-11-29,983.082
2007-11-30,990.368
2007-12-03,986.655
2007-12-04,979.03
2007-12-05,988.01
2007-12-06,999.493
2007-12-07,1003.358
2007-12-10,1007.36
2007-12-11,994.357
2007-12-12,997.122
2007-12-13,983.92
2007-12-14,970.278
2007-12-17,944.011
2007-12-18,949.543
2007-12-19,949.832
2007-12-20,954.545
2007-12-21,970.334
2007-12-24,977.41
2007-12-25,978.648
2007-12-26,984.409
2007-12-27,977.554
2007-12-28,981.555
2007-12-31,979.606
2008-01-01,979.822
2008-01-02,974.486
2008-01-03,969.638
2008-01-04,947.36
2008-01-07,934.562
2008-01-08,925.696
2008-01-09,922.008
2008-01-10,921.831
2008-01-11,909.794
2008-01-14,919.556
2008-01-15,897.608
2008-01-16,877.188
2008-01-17,865.98
2008-01-18,861.598
2008-01-21,837.319
2008-01-22,827.708
2008-01-23,834.859
2008-01-24,856.525
2008-01-25,864.929
2008-01-28,866.991
2008-01-29,876.938
2008-01-30,869.448
2008-01-31,880.617
2008-02-01,899.903
2008-02-04,903.742
2008-02-05,878.645
2008-02-06,865.718
2008-02-07,864.168
2008-02-08,865.048
2008-02-11,866.365
2008-02-12,875.129
2008-02-13,884.823
2008-02-14,886.822
2008-02-15,883.607
2008-02-18,886.988
2008-02-19,894.766
2008-02-20,890.129
2008-02-21,893.279
2008-02-22,892.386
2008-02-25,906.888
2008-02-26,915.132
2008-02-27,922.48
2008-02-28,916.947
2008-02-29,901.204
2008-03-03,891.259
2008-03-04,885.2
2008-03-05,891.202
2008-03-06,882.209
2008-03-07,868.198
2008-03-10,845.338
2008-03-11,863.355
2008-03-12,869.714
2008-03-13,870.391
2008-03-14,857.515
2008-03-17,833.939
2008-03-18,855.852
2008-03-19,840.497
2008-03-20,840.605
2008-03-21,843.071
2008-03-24,857.227
2008-03-25,876.472
2008-03-26,881.157
2008-03-27,879.957
2008-03-28,877.04
2008-03-31,880.621
2008-04-01,892.986
2008-04-02,899.779
2008-04-03,903.347
2008-04-04,909.047
2008-04-07,912.394
2008-04-08,906.747
2008-04-09,898.566
2008-04-10,902.379
2008-04-11,892.501
2008-04-14,887.222
2008-04-15,891.524
2008-04-16,913.55
2008-04-17,910.279
2008-04-18,919.205
2008-04-21,924.073
2008-04-22,916.437
2008-04-23,919.09
2008-04-24,917.431
2008-04-25,927.347
2008-04-28,930.617
2008-04-29,923.712
2008-04-30,926.937
2008-05-01,930.255
2008-05-02,936.447
2008-05-05,939.743
2008-05-06,946.595
2008-05-07,939.679
2008-05-08,945.138
2008-05-09,940.617
2008-05-12,948.444
2008-05-13,951.97
2008-05-14,953.232
2008-05-15,963.492
2008-05-16,969.332
2008-05-19,970.636
2008-05-20,966.638
2008-05-21,960.034
2008-05-22,961.32
2008-05-23,953.784
2008-05-26,948.984
2008-05-27,951.177
2008-05-28,955.317
2008-05-29,958.548
2008-05-30,964.884
2008-06-02,961.248
2008-06-03,957.793
2008-06-04,957.504
2008-06-05,969.678
2008-06-06,959.438
2008-06-09,951.641
2008-06-10,936.03
2008-06-11,927.08
2008-06-12,922.068
2008-06-13,931.472
2008-06-16,940.083
2008-06-17,944.849
2008-06-18,939.448
2008-06-19,938.62
2008-06-20,928.318
2008-06-23,921.228
2008-06-24,911.287
2008-06-25,917.784
2008-06-26,905.839
2008-06-27,903.996
2008-06-30,900.232
2008-07-01,893.429
2008-07-02,875.218
2008-07-03,863.219
2008-07-04,861.626
2008-07-07,858.179
2008-07-08,857.332
2008-07-09,854.995
2008-07-10,857.1
2008-07-11,857.806
2008-07-14,855.144
2008-07-15,847.425
2008-07-16,855.097
2008-07-17,862.839
2008-07-18,859.498
2008-07-21,868.052
2008-07-22,873.653
2008-07-23,876.109
2008-07-24,862.516
2008-07-25,862.882
2008-07-28,857.297
2008-07-29,860.642
2008-07-30,872.666
2008-07-31,870.474
2008-08-01,864.546
2008-08-04,848.588
2008-08-05,851.485
2008-08-06,860.934
2008-08-07,852.994
2008-08-08,855.818
2008-08-11,861.493
2008-08-12,853.297
2008-08-13,851.65
2008-08-14,856.504
2008-08-15,853.242
2008-08-18,846.875
2008-08-19,836.041
2008-08-20,842.229
2008-08-21,845.751
2008-08-22,849.159
2008-08-25,840.306
2008-08-26,838.061
2008-08-27,845.767
2008-08-28,854.27
2008-08-29,855.563
2008-09-01,848.834
2008-09-02,838.457
2008-09-03,829.513
2008-09-04,807.805
2008-09-05,799.787
2008-09-08,809.482
2008-09-09,781.854
2008-09-10,783.932
2008-09-11,778.77
2008-09-12,790.315
2008-09-15,764.132
2008-09-16,758.033
2008-09-17,739.258
2008-09-18,755.461
2008-09-19,790.631
2008-09-22,778.628
2008-09-23,767.538
2008-09-24,760.303
2008-09-25,763.313
2008-09-26,752.674
2008-09-29,707.889
2008-09-30,713.897
2008-10-01,708.004
2008-10-02,674.787
2008-10-03,662.176
2008-10-06,621.408
2008-10-07,597.677
2008-10-08,575.025
2008-10-09,554.663
2008-10-10,539.307
2008-10-13,582.332
2008-10-14,589.818
2008-10-15,548.357
2008-10-16,544.155
2008-10-17,547.218
2008-10-20,565.756
2008-10-21,555.935
2008-10-22,523.427
2008-10-23,509.156
2008-10-24,487.35
2008-10-27,461.597
2008-10-28,485.017
2008-10-29,505.913
2008-10-30,529.531
2008-10-31,540.497
2008-11-03,546.732
2008-11-04,566.532
2008-11-05,553.44
2008-11-06,525.241
2008-11-07,529.55
2008-11-10,530.78
2008-11-11,513.464
2008-11-12,490.741
2008-11-13,504.607
2008-11-14,490.01
2008-11-17,482.178
2008-11-18,476.16
2008-11-19,453.199
2008-11-20,427.151
2008-11-21,439.523
2008-11-24,462.274
2008-11-25,470.217
2008-11-26,484.104
2008-11-27,488.569
2008-11-28,491.938
2008-12-01,459.221
2008-12-02,466.665
2008-12-03,472.821
2008-12-04,464.477
2008-12-05,471.185
2008-12-08,492.667
2008-12-09,488.026
2008-12-10,498.358
2008-12-11,491.974
2008-12-12,493.374
2008-12-15,493.436
2008-12-16,508.237
2008-12-17,517.953
2008-12-18,515.097
2008-12-19,510.881
2008-12-22,501.866
2008-12-23,498.415
2008-12-24,499.245
2008-12-25,500.052
2008-12-26,504.088
2008-12-29,504.801
2008-12-30,515.648
2008-12-31,522.298
2009-01-01,522.524
2009-01-02,533.685
2009-01-05,534.902
2009-01-06,541.148
2009-01-07,533.588
2009-01-08,533.56
2009-01-09,523.865
2009-01-12,512.229
2009-01-13,508.04
2009-01-14,495.417
2009-01-15,495.964
2009-01-16,504.033
2009-01-19,501.97
2009-01-20,480.02
2009-01-21,491.166
2009-01-22,486.666
2009-01-23,483.24
2009-01-26,489.959
2009-01-27,496.204
2009-01-28,509.178
2009-01-29,498.301
2009-01-30,491.382
2009-02-02,488.47
2009-02-03,494.526
2009-02-04,497.127
2009-02-05,500.603
2009-02-06,511.594
2009-02-09,512.939
2009-02-10,499.612
2009-02-11,498.9
2009-02-12,497.65
2009-02-13,500.63
2009-02-16,498.881
2009-02-17,481.507
2009-02-18,475.949
2009-02-19,473.455
2009-02-20,465.174
2009-02-23,455.89
2009-02-24,461.34
2009-02-25,457.594
2009-02-26,453.577
2009-02-27,451.145
2009-03-02,429.939
2009-03-03,425.449
2009-03-04,436.833
2009-03-05,425.652
2009-03-06,423.462
2009-03-09,416.341
2009-03-10,433.645
2009-03-11,437.623
2009-03-12,448.999
2009-03-13,455.199
2009-03-16,456.65
2009-03-17,465.083
2009-03-18,472.784
2009-03-19,481.515
2009-03-20,471.54
2009-03-23,493.976
2009-03-24,489.347
2009-03-25,496.058
2009-03-26,509.726
2009-03-27,499.479
2009-03-30,484.24
2009-03-31,489.569
2009-04-01,496.658
2009-04-02,517.86
2009-04-03,522.026
2009-04-06,517.425
2009-04-07,506.56
2009-04-08,510.05
2009-04-09,530.403
2009-04-10,530.816
2009-04-13,532.959
2009-04-14,531.664
2009-04-15,534.141
2009-04-16,543.608
2009-04-17,546.821
2009-04-20,527.873
2009-04-21,534.882
2009-04-22,539.711
2009-04-23,542.315
2009-04-24,553.714
2009-04-27,547.848
2009-04-28,543.743
2009-04-29,559.591
2009-04-30,564.68
2009-05-01,566.078
2009-05-04,583.855
2009-05-05,585.642
2009-05-06,589.15
2009-05-07,586.527
2009-05-08,599.243
2009-05-11,594.448
2009-05-12,592.134
2009-05-13,576.275
2009-05-14,578.99
2009-05-15,581.85
2009-05-18,593.704
2009-05-19,602.099
2009-05-20,607.196
2009-05-21,599.429
2009-05-22,601.59
2009-05-25,603.439
2009-05-26,613.767
2009-05-27,611.909
2009-05-28,612.875
2009-05-29,623.09
2009-06-01,641.59
2009-06-02,647.319
2009-06-03,640.088
2009-06-04,643.633
2009-06-05,641.567
2009-06-08,633.884
2009-06-09,640.259
2009-06-10,643.237
2009-06-11,649.089
2009-06-12,646.64
2009-06-15,631.606
2009-06-16,624.006
2009-06-17,621.936
2009-06-18,622.637
2009-06-19,626.25
2009-06-22,609.572
2009-06-23,605.712
2009-06-24,615.846
2009-06-25,624.77
2009-06-26,632.506
2009-06-29,633.635
2009-06-30,631.123
2009-07-01,638.134
2009-07-02,624.81
2009-07-03,624.346
2009-07-06,616.384
2009-07-07,610.992
2009-07-08,602.867
2009-07-09,606.367
2009-07-10,604.888
2009-07-13,607.012
2009-07-14,616.242
2009-07-15,633.874
2009-07-16,639.757
2009-07-17,640.789
2009-07-20,651.505
2009-07-21,656.188
2009-07-22,658.311
2009-07-23,670.39
2009-07-24,672.782
2009-07-27,675.25
2009-07-28,674.158
2009-07-29,669.495
2009-07-30,677.129
2009-07-31,682.565
2009-08-03,697.567
2009-08-04,698.708
2009-08-05,694.838
2009-08-06,690.667
2009-08-07,693.506
2009-08-10,693.797
2009-08-11,689.147
2009-08-12,694.193
2009-08-13,704.206
2009-08-14,699.1
2009-08-17,677.741
2009-08-18,684.764
2009-08-19,687.854
2009-08-20,696.509
2009-08-21,706.175
2009-08-24,711.862
2009-08-25,712.762
2009-08-26,710.805
2009-08-27,708.73
2009-08-28,713.39
2009-08-31,706.74
2009-09-01,696.77
2009-09-02,691.78
2009-09-03,699.589
2009-09-04,708.074
2009-09-07,714.216
2009-09-08,724.574
2009-09-09,731.603
2009-09-10,739.032
2009-09-11,741.826
2009-09-14,740.926
2009-09-15,745.5
2009-09-16,758.447
2009-09-17,760.238
2009-09-18,759.592
2009-09-21,755.025
2009-09-22,763.372
2009-09-23,758.807
2009-09-24,747.593
2009-09-25,744.546
2009-09-28,751.206
2009-09-29,751.443
2009-09-30,753.498
2009-10-01,736.597
2009-10-02,726.81
2009-10-05,735.549
2009-10-06,751.127
2009-10-07,753.5
2009-10-08,764.234
2009-10-09,768.222
2009-10-12,770.727
2009-10-13,770.625
2009-10-14,784.089
2009-10-15,785.017
2009-10-16,778.717
2009-10-19,786.661
2009-10-20,782.093
2009-10-21,778.075
2009-10-22,778.007
2009-10-23,772.243
2009-10-26,764.031
2009-10-27,752.733
2009-10-28,731.272
2009-10-29,742.71
2009-10-30,732.395
2009-11-02,731.773
2009-11-03,734.23
2009-11-04,740.66
2009-11-05,751.402
2009-11-06,753.91
2009-11-09,768.372
2009-11-10,765.767
2009-11-11,770.049
2009-11-12,760.229
2009-11-13,766.2
2009-11-16,780.907
2009-11-17,775.618
2009-11-18,774.639
2009-11-19,760.513
2009-11-20,757.468
2009-11-23,768.146
2009-11-24,764.264
2009-11-25,769.473
2009-11-26,761.996
2009-11-27,752.256
2009-11-30,754.705
2009-12-01,771.795
2009-12-02,777.579
2009-12-03,774.973
2009-12-04,777.297
2009-12-07,777.425
2009-12-08,769.938
2009-12-09,767.965
2009-12-10,768.221
2009-12-11,770.992
2009-12-14,779.829
2009-12-15,777.662
2009-12-16,782.686
2009-12-17,771.105
2009-12-18,772.524
2009-12-21,779.302
2009-12-22,783.08
2009-12-23,790.703
2009-12-24,794.147
2009-12-25,794.084
2009-12-28,796.291
2009-12-29,797.931
2009-12-30,795.404
2009-12-31,793.602
2010-01-01,793.602
2010-01-04,812.098
2010-01-05,816.968
2010-01-06,820.44
2010-01-07,821.225
2010-01-08,826.398
2010-01-11,831.709
2010-01-12,822.911
2010-01-13,826.11
2010-01-14,831.066
2010-01-15,824.256
2010-01-18,824.899
2010-01-19,828.687
2010-01-20,817.786
2010-01-21,805.483
2010-01-22,793.118
2010-01-25,792.912
2010-01-26,785.117
2010-01-27,782.299
2010-01-28,777.765
2010-01-29,769.648
2010-02-01,776.334
2010-02-02,787.211
2010-02-03,785.778
2010-02-04,762.024
2010-02-05,752.313
2010-02-08,746.725
2010-02-09,755.077
2010-02-10,757.192
2010-02-11,766.961
2010-02-12,770.525
2010-02-15,770.086
2010-02-16,781.121
2010-02-17,787.999
2010-02-18,790.595
2010-02-19,787.126
2010-02-22,790.993
2010-02-23,783.094
2010-02-24,785.118
2010-02-25,780.446
2010-02-26,786.22
2010-03-01,797.445
2010-03-02,806.875
2010-03-03,812.903
2010-03-04,812.296
2010-03-05,824.36
2010-03-08,827.782
2010-03-09,828.386
2010-03-10,834.71
2010-03-11,836.995
2010-03-12,840.41
2010-03-15,835.656
2010-03-16,843.097
2010-03-17,851.436
2010-03-18,846.88
2010-03-19,840.466
2010-03-22,845.14
2010-03-23,852.553
2010-03-24,843.988
2010-03-25,841.713
2010-03-26,843.439
2010-03-29,849.811
2010-03-30,850.771
2010-03-31,849.582
2010-04-01,859.433
2010-04-02,859.717
2010-04-05,868.993
2010-04-06,872.912
2010-04-07,872.218
2010-04-08,870.239
2010-04-09,878.552
2010-04-12,881.816
2010-04-13,878.536
2010-04-14,892.14
2010-04-15,895.834
2010-04-16,884.977
2010-04-19,873.891
2010-04-20,885.353
2010-04-21,889.12
2010-04-22,891.164
2010-04-23,899.103
2010-04-26,902.573
2010-04-27,886.282
2010-04-28,876.914
2010-04-29,888.581
2010-04-30,880.145
2010-05-03,885.197
2010-05-04,861.373
2010-05-05,846.854
2010-05-06,823.301
2010-05-07,797.932
2010-05-10,838.117
2010-05-11,836.937
2010-05-12,853.836
2010-05-13,852.853
2010-05-14,834.708
2010-05-17,823.886
2010-05-18,817.164
2010-05-19,800.243
2010-05-20,770.404
2010-05-21,777.528
2010-05-24,773.478
2010-05-25,758.684
2010-05-26,767.915
2010-05-27,794.898
2010-05-28,793.325
2010-05-31,795.249
2010-06-01,781.222
2010-06-02,790.853
2010-06-03,803.087
2010-06-04,779.55
2010-06-07,759.951
2010-06-08,759.56
2010-06-09,764.739
2010-06-10,783.883
2010-06-11,791.95
2010-06-14,802.351
2010-06-15,815.133
2010-06-16,815.184
2010-06-17,814.912
2010-06-18,818.136
2010-06-21,820.522
2010-06-22,808.763
2010-06-23,803.394
2010-06-24,794.665
2010-06-25,797.884
2010-06-28,798.194
2010-06-29,770.76
2010-06-30,765.895
2010-07-01,760.275
2010-07-02,760.133
2010-07-05,760.109
2010-07-06,765.71
2010-07-07,778.435
2010-07-08,787.801
2010-07-09,795.013
2010-07-12,791.222
2010-07-13,805.365
2010-07-14,808.259
2010-07-15,806.42
2010-07-16,789.255
2010-07-19,787.166
2010-07-20,792.946
2010-07-21,790.846
2010-07-22,807.296
2010-07-23,819.209
2010-07-26,832.077
2010-07-27,828.324
2010-07-28,823.241
2010-07-29,823.806
2010-07-30,823.218
2010-08-02,839.021
2010-08-03,838.314
2010-08-04,841.024
2010-08-05,839.64
2010-08-06,840.137
2010-08-09,846.456
2010-08-10,832.457
2010-08-11,807.343
2010-08-12,801.671
2010-08-13,800.324
2010-08-16,804.586
2010-08-17,816.003
2010-08-18,818.086
2010-08-19,809.98
2010-08-20,802.539
2010-08-23,798.859
2010-08-24,788.354
2010-08-25,787.351
2010-08-26,788.809
2010-08-27,800.251
2010-08-30,794.728
2010-08-31,791.616
2010-09-01,814.021
2010-09-02,823.569
2010-09-03,834.643
2010-09-06,839.065
2010-09-07,828.647
2010-09-08,832.829
2010-09-09,836.878
2010-09-10,839.382
2010-09-13,854.715
2010-09-14,856.663
