Date,KOKUSAI INDEX (WORLD ex JP) MID GROWTH Mid Cap
2001-12-05,487.752
2001-12-06,489.208
2001-12-07,483.539
2001-12-10,476.395
2001-12-11,478.321
2001-12-12,477.497
2001-12-13,468.343
2001-12-14,468.686
2001-12-17,475.044
2001-12-18,478.609
2001-12-19,474.728
2001-12-20,467.242
2001-12-21,469.856
2001-12-24,469.735
2001-12-25,469.731
2001-12-26,472.875
2001-12-27,478.357
2001-12-28,482.663
2001-12-31,479.939
2002-01-01,479.939
2002-01-02,481.295
2002-01-03,488.341
2002-01-04,492.179
2002-01-07,487.438
2002-01-08,487.041
2002-01-09,485.362
2002-01-10,483.944
2002-01-11,480.848
2002-01-14,472.82
2002-01-15,474.25
2002-01-16,463.528
2002-01-17,468.542
2002-01-18,463.57
2002-01-21,462.845
2002-01-22,458.705
2002-01-23,465.809
2002-01-24,469.498
2002-01-25,467.289
2002-01-28,467.62
2002-01-29,461.289
2002-01-30,461.971
2002-01-31,465.763
2002-02-01,464.314
2002-02-04,454.66
2002-02-05,451.251
2002-02-06,447.418
2002-02-07,442.894
2002-02-08,450.644
2002-02-11,458.005
2002-02-12,456.892
2002-02-13,459.24
2002-02-14,458.104
2002-02-15,453.755
2002-02-18,452.54
2002-02-19,443.091
2002-02-20,445.33
2002-02-21,440.264
2002-02-22,440.421
2002-02-25,446.253
2002-02-26,449.754
2002-02-27,449.357
2002-02-28,446.487
2002-03-01,456.052
2002-03-04,471.088
2002-03-05,469.822
2002-03-06,475.307
2002-03-07,475.727
2002-03-08,480.869
2002-03-11,481.333
2002-03-12,476.248
2002-03-13,473.433
2002-03-14,474.456
2002-03-15,478.054
2002-03-18,482.441
2002-03-19,483.35
2002-03-20,478.178
2002-03-21,480.396
2002-03-22,477.546
2002-03-25,469.865
2002-03-26,471.128
2002-03-27,474.299
2002-03-28,477.551
2002-03-29,477.551
2002-04-01,479.902
2002-04-02,472.857
2002-04-03,467.684
2002-04-04,466.95
2002-04-05,465.259
2002-04-08,465.114
2002-04-09,462.398
2002-04-10,466.227
2002-04-11,460.078
2002-04-12,463.256
2002-04-15,464.449
2002-04-16,473.607
2002-04-17,474.487
2002-04-18,473.396
2002-04-19,473.66
2002-04-22,468.136
2002-04-23,465.889
2002-04-24,463.445
2002-04-25,462.573
2002-04-26,457.378
2002-04-29,453.464
2002-04-30,459.225
2002-05-01,460.777
2002-05-02,457.367
2002-05-03,452.986
2002-05-06,448.647
2002-05-07,445.566
2002-05-08,461.885
2002-05-09,455.793
2002-05-10,450.21
2002-05-13,456.016
2002-05-14,464.356
2002-05-15,466.099
2002-05-16,464.751
2002-05-17,468.1
2002-05-20,463.851
2002-05-21,457.626
2002-05-22,457.041
2002-05-23,459.86
2002-05-24,456.228
2002-05-27,455.768
2002-05-28,455.625
2002-05-29,453.068
2002-05-30,452.654
2002-05-31,452.994
2002-06-03,443.339
2002-06-04,442.158
2002-06-05,443.594
2002-06-06,438.747
2002-06-07,438.603
2002-06-10,439.014
2002-06-11,432.989
2002-06-12,431.202
2002-06-13,426.127
2002-06-14,423.622
2002-06-17,434.284
2002-06-18,433.757
2002-06-19,428.067
2002-06-20,421.61
2002-06-21,416.055
2002-06-24,414.63
2002-06-25,409.379
2002-06-26,408.225
2002-06-27,413.121
2002-06-28,417.303
2002-07-01,407.144
2002-07-02,394.95
2002-07-03,394.093
2002-07-04,395.176
2002-07-05,411.092
2002-07-08,405.542
2002-07-09,397.28
2002-07-10,385.845
2002-07-11,384.693
2002-07-12,385.372
2002-07-15,382.818
2002-07-16,380.372
2002-07-17,384.359
2002-07-18,378.458
2002-07-19,367.313
2002-07-22,355.006
2002-07-23,345.622
2002-07-24,356.232
2002-07-25,353.064
2002-07-26,353.408
2002-07-29,371.068
2002-07-30,374.653
2002-07-31,371.446
2002-08-01,359.404
2002-08-02,352.043
2002-08-05,340.361
2002-08-06,349.183
2002-08-07,352.222
2002-08-08,360.961
2002-08-09,362.828
2002-08-12,361.161
2002-08-13,355.735
2002-08-14,365.511
2002-08-15,373.105
2002-08-16,376.792
2002-08-19,384.7
2002-08-20,379.578
2002-08-21,384.972
2002-08-22,390.982
2002-08-23,383.246
2002-08-26,384.078
2002-08-27,379.32
2002-08-28,370.088
2002-08-29,370.87
2002-08-30,369.352
2002-09-02,367.949
2002-09-03,356.566
2002-09-04,361.485
2002-09-05,355.621
2002-09-06,364.312
2002-09-09,365.056
2002-09-10,369.422
2002-09-11,371.025
2002-09-12,362.879
2002-09-13,362.03
2002-09-16,360.015
2002-09-17,354.811
2002-09-18,352.742
2002-09-19,343.36
2002-09-20,344.233
2002-09-23,336.557
2002-09-24,331.486
2002-09-25,340.823
2002-09-26,346.089
2002-09-27,342.999
2002-09-30,336.874
2002-10-01,342.486
2002-10-02,339.277
2002-10-03,334.853
2002-10-04,327.376
2002-10-07,321.156
2002-10-08,323.614
2002-10-09,319.481
2002-10-10,326.274
2002-10-11,339.024
2002-10-14,342.095
2002-10-15,356.76
2002-10-16,349.347
2002-10-17,360.461
2002-10-18,360.771
2002-10-21,367.427
2002-10-22,362.172
2002-10-23,364.148
2002-10-24,361.636
2002-10-25,365.841
2002-10-28,364.786
2002-10-29,358.528
2002-10-30,364.046
2002-10-31,364.669
2002-11-01,370.575
2002-11-04,377.276
2002-11-05,377.087
2002-11-06,381.384
2002-11-07,373.694
2002-11-08,368.282
2002-11-11,359.966
2002-11-12,365.171
2002-11-13,364.682
2002-11-14,372.691
2002-11-15,375.253
2002-11-18,374.588
2002-11-19,371.599
2002-11-20,378.319
2002-11-21,388.061
2002-11-22,388.293
2002-11-25,388.101
2002-11-26,379.346
2002-11-27,389.358
2002-11-28,391.377
2002-11-29,390.486
2002-12-02,390.858
2002-12-03,383.86
2002-12-04,380.432
2002-12-05,377.139
2002-12-06,378.019
2002-12-09,367.577
2002-12-10,371.877
2002-12-11,373.494
2002-12-12,373.927
2002-12-13,367.0
2002-12-16,374.096
2002-12-17,371.889
2002-12-18,365.932
2002-12-19,363.906
2002-12-20,368.439
2002-12-23,370.662
2002-12-24,369.58
2002-12-25,369.58
2002-12-26,369.235
2002-12-27,363.167
2002-12-30,363.673
2002-12-31,365.447
2003-01-01,365.447
2003-01-02,375.812
2003-01-03,376.571
2003-01-06,381.644
2003-01-07,379.652
2003-01-08,373.0
2003-01-09,379.282
2003-01-10,381.703
2003-01-13,380.464
2003-01-14,381.568
2003-01-15,377.201
2003-01-16,376.968
2003-01-17,370.785
2003-01-20,370.174
2003-01-21,364.869
2003-01-22,362.69
2003-01-23,367.057
2003-01-24,361.058
2003-01-27,353.833
2003-01-28,358.133
2003-01-29,360.334
2003-01-30,356.986
2003-01-31,358.902
2003-02-03,360.863
2003-02-04,355.449
2003-02-05,355.016
2003-02-06,352.423
2003-02-07,349.352
2003-02-10,350.09
2003-02-11,350.233
2003-02-12,344.448
2003-02-13,341.906
2003-02-14,346.292
2003-02-17,347.55
2003-02-18,353.967
2003-02-19,351.145
2003-02-20,350.179
2003-02-21,353.745
2003-02-24,348.282
2003-02-25,346.806
2003-02-26,343.911
2003-02-27,346.918
2003-02-28,351.169
2003-03-03,349.732
2003-03-04,344.739
2003-03-05,344.899
2003-03-06,344.084
2003-03-07,345.092
2003-03-10,337.911
2003-03-11,335.416
2003-03-12,333.852
2003-03-13,346.292
2003-03-14,349.421
2003-03-17,361.128
2003-03-18,363.711
2003-03-19,363.301
2003-03-20,365.374
2003-03-21,371.477
2003-03-24,359.244
2003-03-25,364.624
2003-03-26,364.522
2003-03-27,363.797
2003-03-28,362.987
2003-03-31,356.965
2003-04-01,357.8
2003-04-02,367.568
2003-04-03,367.331
2003-04-04,365.888
2003-04-07,369.126
2003-04-08,366.424
2003-04-09,362.189
2003-04-10,363.857
2003-04-11,363.803
2003-04-14,368.576
2003-04-15,371.787
2003-04-16,367.978
2003-04-17,374.936
2003-04-18,374.936
2003-04-21,374.431
2003-04-22,380.842
2003-04-23,383.552
2003-04-24,381.862
2003-04-25,377.014
2003-04-28,382.766
2003-04-29,385.137
2003-04-30,386.421
2003-05-01,387.628
2003-05-02,393.874
2003-05-05,396.606
2003-05-06,401.704
2003-05-07,399.531
2003-05-08,394.845
2003-05-09,399.823
2003-05-12,404.978
2003-05-13,404.422
2003-05-14,404.184
2003-05-15,408.185
2003-05-16,410.035
2003-05-19,399.801
2003-05-20,398.766
2003-05-21,399.994
2003-05-22,405.827
2003-05-23,406.388
2003-05-26,406.849
2003-05-27,415.237
2003-05-28,415.865
2003-05-29,417.252
2003-05-30,423.958
2003-06-02,424.492
2003-06-03,422.429
2003-06-04,430.353
2003-06-05,436.129
2003-06-06,436.588
2003-06-09,429.99
2003-06-10,432.828
2003-06-11,439.981
2003-06-12,440.563
2003-06-13,435.622
2003-06-16,443.989
2003-06-17,444.669
2003-06-18,442.27
2003-06-19,435.61
2003-06-20,435.404
2003-06-23,427.099
2003-06-24,425.12
2003-06-25,427.073
2003-06-26,429.096
2003-06-27,427.54
2003-06-30,426.479
2003-07-01,427.793
2003-07-02,433.682
2003-07-03,432.624
2003-07-04,432.063
2003-07-07,439.705
2003-07-08,443.544
2003-07-09,442.835
2003-07-10,436.79
2003-07-11,439.496
2003-07-14,443.854
2003-07-15,441.947
2003-07-16,437.828
2003-07-17,430.563
2003-07-18,433.624
2003-07-21,430.007
2003-07-22,433.911
2003-07-23,436.473
2003-07-24,436.64
2003-07-25,440.577
2003-07-28,442.449
2003-07-29,440.962
2003-07-30,437.871
2003-07-31,438.859
2003-08-01,437.192
2003-08-04,436.248
2003-08-05,430.63
2003-08-06,427.542
2003-08-07,429.042
2003-08-08,429.35
2003-08-11,432.495
2003-08-12,436.926
2003-08-13,437.91
2003-08-14,440.269
2003-08-15,440.75
2003-08-18,445.366
2003-08-19,447.99
2003-08-20,449.481
2003-08-21,453.329
2003-08-22,450.325
2003-08-25,448.782
2003-08-26,447.745
2003-08-27,450.682
2003-08-28,455.455
2003-08-29,458.616
2003-09-01,459.978
2003-09-02,463.077
2003-09-03,465.276
2003-09-04,466.937
2003-09-05,465.671
2003-09-08,470.792
2003-09-09,466.714
2003-09-10,457.639
2003-09-11,461.045
2003-09-12,462.929
2003-09-15,461.867
2003-09-16,467.418
2003-09-17,468.005
2003-09-18,473.341
2003-09-19,473.541
2003-09-22,468.158
2003-09-23,471.35
2003-09-24,464.803
2003-09-25,460.564
2003-09-26,454.901
2003-09-29,458.537
2003-09-30,454.958
2003-10-01,462.882
2003-10-02,465.632
2003-10-03,473.099
2003-10-06,475.46
2003-10-07,478.202
2003-10-08,477.572
2003-10-09,481.174
2003-10-10,483.532
2003-10-13,486.601
2003-10-14,487.864
2003-10-15,487.798
2003-10-16,490.285
2003-10-17,483.983
2003-10-20,486.771
2003-10-21,490.149
2003-10-22,484.014
2003-10-23,481.915
2003-10-24,481.631
2003-10-27,483.544
2003-10-28,491.138
2003-10-29,493.641
2003-10-30,494.172
2003-10-31,493.651
2003-11-03,497.282
2003-11-04,496.098
2003-11-05,496.649
2003-11-06,498.756
2003-11-07,500.124
2003-11-10,495.553
2003-11-11,493.197
2003-11-12,501.147
2003-11-13,503.402
2003-11-14,499.049
2003-11-17,493.131
2003-11-18,490.393
2003-11-19,490.637
2003-11-20,488.034
2003-11-21,489.911
2003-11-24,498.172
2003-11-25,500.19
2003-11-26,504.609
2003-11-27,504.859
2003-11-28,507.406
2003-12-01,513.112
2003-12-02,513.099
2003-12-03,510.94
2003-12-04,509.444
2003-12-05,505.745
2003-12-08,507.711
2003-12-09,502.319
2003-12-10,498.654
2003-12-11,504.274
2003-12-12,506.946
2003-12-15,503.693
2003-12-16,501.949
2003-12-17,503.664
2003-12-18,510.735
2003-12-19,509.058
2003-12-22,510.426
2003-12-23,513.699
2003-12-24,514.359
2003-12-25,514.359
2003-12-26,515.028
2003-12-29,520.409
2003-12-30,521.685
2003-12-31,522.803
2004-01-01,522.803
2004-01-02,523.222
2004-01-05,530.132
2004-01-06,532.443
2004-01-07,532.369
2004-01-08,536.858
2004-01-09,537.965
2004-01-12,539.773
2004-01-13,536.956
2004-01-14,540.094
2004-01-15,540.945
2004-01-16,544.98
2004-01-19,545.479
2004-01-20,549.942
2004-01-21,551.079
2004-01-22,549.076
2004-01-23,547.755
2004-01-26,549.462
2004-01-27,548.211
2004-01-28,543.828
2004-01-29,539.285
2004-01-30,540.616
2004-02-02,541.097
2004-02-03,542.279
2004-02-04,537.324
2004-02-05,539.972
2004-02-06,550.269
2004-02-09,551.444
2004-02-10,553.338
2004-02-11,557.516
2004-02-12,559.212
2004-02-13,555.974
2004-02-16,556.468
2004-02-17,562.877
2004-02-18,561.747
2004-02-19,557.153
2004-02-20,551.737
2004-02-23,546.868
2004-02-24,546.939
2004-02-25,548.128
2004-02-26,549.303
2004-02-27,549.964
2004-03-01,557.476
2004-03-02,554.288
2004-03-03,550.285
2004-03-04,553.931
2004-03-05,558.685
2004-03-08,552.92
2004-03-09,548.14
2004-03-10,538.238
2004-03-11,530.294
2004-03-12,535.986
2004-03-15,526.526
2004-03-16,530.88
2004-03-17,536.549
2004-03-18,536.624
2004-03-19,533.766
2004-03-22,525.21
2004-03-23,524.621
2004-03-24,523.156
2004-03-25,532.199
2004-03-26,531.872
2004-03-29,539.637
2004-03-30,541.943
2004-03-31,543.875
2004-04-01,549.33
2004-04-02,554.316
2004-04-05,556.973
2004-04-06,555.159
2004-04-07,555.706
2004-04-08,555.325
2004-04-09,555.325
2004-04-12,557.222
2004-04-13,549.406
2004-04-14,545.021
2004-04-15,543.253
2004-04-16,545.816
2004-04-19,548.099
2004-04-20,542.111
2004-04-21,542.14
2004-04-22,549.474
2004-04-23,549.985
2004-04-26,548.595
2004-04-27,548.659
2004-04-28,538.667
2004-04-29,533.427
2004-04-30,528.341
2004-05-03,532.448
2004-05-04,536.177
2004-05-05,539.173
2004-05-06,531.817
2004-05-07,523.597
2004-05-10,511.394
2004-05-11,517.998
2004-05-12,516.83
2004-05-13,517.599
2004-05-14,514.401
2004-05-17,509.427
2004-05-18,514.479
2004-05-19,520.123
2004-05-20,516.13
2004-05-21,520.833
2004-05-24,523.66
2004-05-25,530.79
2004-05-26,533.41
2004-05-27,539.667
2004-05-28,541.033
2004-05-31,541.441
2004-06-01,539.487
2004-06-02,540.41
2004-06-03,535.492
2004-06-04,539.474
2004-06-07,549.222
2004-06-08,548.701
2004-06-09,541.017
2004-06-10,542.38
2004-06-11,540.49
2004-06-14,533.99
2004-06-15,538.674
2004-06-16,539.974
2004-06-17,538.515
2004-06-18,540.291
2004-06-21,538.218
2004-06-22,540.222
2004-06-23,544.328
2004-06-24,546.4
2004-06-25,548.586
2004-06-28,547.765
2004-06-29,547.701
2004-06-30,550.476
2004-07-01,545.586
2004-07-02,544.263
2004-07-05,543.606
2004-07-06,536.857
2004-07-07,539.215
2004-07-08,535.15
2004-07-09,536.508
2004-07-12,534.344
2004-07-13,532.811
2004-07-14,531.832
2004-07-15,530.809
2004-07-16,529.82
2004-07-19,528.446
2004-07-20,531.692
2004-07-21,523.66
2004-07-22,522.909
2004-07-23,516.427
2004-07-26,510.836
2004-07-27,514.352
2004-07-28,513.291
2004-07-29,518.497
2004-07-30,519.417
2004-08-02,519.269
2004-08-03,515.947
2004-08-04,512.856
2004-08-05,507.941
2004-08-06,500.781
2004-08-09,499.317
2004-08-10,506.095
2004-08-11,500.31
2004-08-12,495.518
2004-08-13,497.438
2004-08-16,504.059
2004-08-17,506.063
2004-08-18,510.944
2004-08-19,511.757
2004-08-20,513.761
2004-08-23,512.79
2004-08-24,510.862
2004-08-25,514.754
2004-08-26,516.188
2004-08-27,517.968
2004-08-30,513.262
2004-08-31,515.796
2004-09-01,519.58
2004-09-02,523.656
2004-09-03,520.175
2004-09-06,521.751
2004-09-07,524.771
2004-09-08,524.054
2004-09-09,526.328
2004-09-10,533.15
2004-09-13,537.154
2004-09-14,538.53
2004-09-15,531.943
2004-09-16,534.619
2004-09-17,537.817
2004-09-20,536.521
2004-09-21,542.605
2004-09-22,537.324
2004-09-23,536.775
2004-09-24,537.48
2004-09-27,533.059
2004-09-28,535.422
2004-09-29,537.782
2004-09-30,540.73
2004-10-01,549.413
2004-10-04,552.423
2004-10-05,552.001
2004-10-06,553.957
2004-10-07,550.076
2004-10-08,547.683
2004-10-11,547.221
2004-10-12,542.982
2004-10-13,540.95
2004-10-14,539.528
2004-10-15,541.613
2004-10-18,543.773
2004-10-19,543.506
2004-10-20,545.301
2004-10-21,552.112
2004-10-22,548.898
2004-10-25,547.973
2004-10-26,552.179
2004-10-27,560.108
2004-10-28,560.785
2004-10-29,562.391
2004-11-01,564.044
2004-11-02,565.801
2004-11-03,571.695
2004-11-04,576.484
2004-11-05,580.994
2004-11-08,579.566
2004-11-09,579.24
2004-11-10,580.751
2004-11-11,586.073
2004-11-12,592.404
2004-11-15,592.632
2004-11-16,590.148
2004-11-17,595.843
2004-11-18,596.043
2004-11-19,592.882
2004-11-22,594.593
2004-11-23,596.616
2004-11-24,601.512
2004-11-25,604.498
2004-11-26,604.701
2004-11-29,604.456
2004-11-30,602.007
2004-12-01,608.827
2004-12-02,608.05
2004-12-03,610.605
2004-12-06,610.944
2004-12-07,606.154
2004-12-08,603.126
2004-12-09,604.149
2004-12-10,604.403
2004-12-13,610.379
2004-12-14,613.422
2004-12-15,616.905
2004-12-16,613.462
2004-12-17,612.681
2004-12-20,615.241
2004-12-21,617.99
2004-12-22,618.896
2004-12-23,621.026
2004-12-24,622.23
2004-12-27,621.827
2004-12-28,625.455
2004-12-29,625.68
2004-12-30,627.635
2004-12-31,627.784
2005-01-03,620.678
2005-01-04,611.635
2005-01-05,606.311
2005-01-06,606.434
2005-01-07,604.935
2005-01-10,606.912
2005-01-11,604.437
2005-01-12,608.409
2005-01-13,606.625
2005-01-14,609.018
2005-01-17,610.066
2005-01-18,613.003
2005-01-19,610.004
2005-01-20,605.771
2005-01-21,603.969
2005-01-24,601.3
2005-01-25,601.67
2005-01-26,607.374
2005-01-27,609.109
2005-01-28,606.109
2005-01-31,612.147
2005-02-01,614.916
2005-02-02,618.396
2005-02-03,616.929
2005-02-04,624.386
2005-02-07,622.492
2005-02-08,622.272
2005-02-09,616.586
2005-02-10,619.999
2005-02-11,626.608
2005-02-14,628.895
2005-02-15,631.289
2005-02-16,630.771
2005-02-17,629.677
2005-02-18,630.465
2005-02-21,629.473
2005-02-22,624.729
2005-02-23,625.153
2005-02-24,630.318
2005-02-25,636.653
2005-02-28,635.142
2005-03-01,637.483
2005-03-02,635.804
2005-03-03,635.631
2005-03-04,642.785
2005-03-07,644.311
2005-03-08,643.319
2005-03-09,638.073
2005-03-10,636.208
2005-03-11,636.027
2005-03-14,637.041
2005-03-15,635.027
2005-03-16,631.295
2005-03-17,630.91
2005-03-18,629.564
2005-03-21,627.043
2005-03-22,625.397
2005-03-23,619.097
2005-03-24,620.514
2005-03-25,620.514
2005-03-28,618.949
2005-03-29,614.742
2005-03-30,620.443
2005-03-31,623.747
2005-04-01,623.088
2005-04-04,620.112
2005-04-05,624.078
2005-04-06,626.089
2005-04-07,630.118
2005-04-08,626.518
2005-04-11,627.988
2005-04-12,628.203
2005-04-13,623.527
2005-04-14,615.519
2005-04-15,605.027
2005-04-18,603.862
2005-04-19,610.892
2005-04-20,605.479
2005-04-21,613.388
2005-04-22,611.946
2005-04-25,614.998
2005-04-26,609.248
2005-04-27,605.578
2005-04-28,597.246
2005-04-29,600.048
2005-05-02,602.268
2005-05-03,602.635
2005-05-04,610.028
2005-05-05,610.828
2005-05-06,610.976
2005-05-09,613.068
2005-05-10,609.209
2005-05-11,609.212
2005-05-12,604.042
2005-05-13,602.063
2005-05-16,604.433
2005-05-17,607.283
2005-05-18,614.915
2005-05-19,618.049
2005-05-20,617.546
2005-05-23,621.313
2005-05-24,622.3
2005-05-25,620.53
2005-05-26,624.483
2005-05-27,625.268
2005-05-30,625.219
2005-05-31,623.048
2005-06-01,627.349
2005-06-02,630.361
2005-06-03,629.323
2005-06-06,629.765
2005-06-07,631.102
2005-06-08,631.036
2005-06-09,632.457
2005-06-10,631.105
2005-06-13,632.19
2005-06-14,634.076
2005-06-15,636.325
2005-06-16,640.924
2005-06-17,645.645
2005-06-20,643.445
2005-06-21,642.669
2005-06-22,643.552
2005-06-23,639.647
2005-06-24,634.875
2005-06-27,634.45
2005-06-28,639.331
2005-06-29,640.027
2005-06-30,638.502
2005-07-01,638.354
2005-07-04,637.737
2005-07-05,642.336
2005-07-06,642.527
2005-07-07,640.625
2005-07-08,647.509
2005-07-11,654.623
2005-07-12,657.992
2005-07-13,655.964
2005-07-14,655.539
2005-07-15,655.438
2005-07-18,655.004
2005-07-19,659.638
2005-07-20,662.662
2005-07-21,661.985
2005-07-22,666.786
2005-07-25,663.922
2005-07-26,664.197
2005-07-27,666.192
2005-07-28,671.752
2005-07-29,670.837
2005-08-01,674.313
2005-08-02,678.473
2005-08-03,680.0
2005-08-04,677.018
2005-08-05,670.652
2005-08-08,671.23
2005-08-09,673.084
2005-08-10,676.853
2005-08-11,680.652
2005-08-12,678.309
2005-08-15,677.565
2005-08-16,671.192
2005-08-17,670.207
2005-08-18,666.123
2005-08-19,668.319
2005-08-22,671.301
2005-08-23,669.677
2005-08-24,669.089
2005-08-25,669.596
2005-08-26,666.09
2005-08-29,667.501
2005-08-30,665.474
2005-08-31,676.119
2005-09-01,682.649
2005-09-02,681.338
2005-09-05,681.685
2005-09-06,686.963
2005-09-07,690.023
2005-09-08,688.296
2005-09-09,694.397
2005-09-12,692.382
2005-09-13,687.592
2005-09-14,687.35
2005-09-15,685.103
2005-09-16,687.881
2005-09-19,685.07
2005-09-20,681.698
2005-09-21,677.008
2005-09-22,674.836
2005-09-23,675.777
2005-09-26,679.327
2005-09-27,678.279
2005-09-28,680.928
2005-09-29,685.074
2005-09-30,690.011
2005-10-03,690.589
2005-10-04,687.379
2005-10-05,676.118
2005-10-06,670.759
2005-10-07,672.587
2005-10-10,668.424
2005-10-11,666.647
2005-10-12,659.933
2005-10-13,652.909
2005-10-14,660.712
2005-10-17,662.44
2005-10-18,652.743
2005-10-19,655.139
2005-10-20,650.41
2005-10-21,653.889
2005-10-24,662.921
2005-10-25,664.248
2005-10-26,661.504
2005-10-27,651.338
2005-10-28,657.102
2005-10-31,666.171
2005-11-01,667.084
2005-11-02,677.144
2005-11-03,682.149
2005-11-04,677.456
