Date,KOKUSAI INDEX (WORLD ex JP) MID GROWTH Mid Cap
2003-06-30,430.368
2003-07-31,442.814
2003-08-29,462.696
2003-09-30,458.962
2003-10-31,497.965
2003-11-28,511.792
2003-12-31,527.252
2004-01-30,545.18
2004-02-27,554.566
2004-03-31,548.351
2004-04-30,532.548
2004-05-31,545.526
2004-06-30,554.531
2004-07-30,523.205
2004-08-31,519.478
2004-09-30,544.52
2004-10-29,566.3
2004-11-30,606.112
2004-12-31,631.896
2005-01-31,616.12
2005-02-28,639.17
2005-03-31,627.593
2005-04-29,603.626
2005-05-31,626.368
2005-06-30,641.759
2005-07-29,674.203
2005-08-31,679.407
2005-09-30,693.266
2005-10-31,669.262
2005-11-30,700.773
2005-12-30,718.99
2006-01-31,772.959
2006-02-28,767.397
2006-03-31,792.955
2006-04-28,816.039
2006-05-31,781.016
2006-06-30,779.313
2006-07-31,763.891
2006-08-31,786.744
2006-09-29,799.187
2006-10-31,833.395
2006-11-30,868.686
2006-12-29,881.64
2007-01-31,897.322
2007-02-28,900.546
2007-03-30,923.602
2007-04-30,966.885
2007-05-31,1000.0
2007-06-29,993.341
2007-07-31,972.296
2007-08-31,961.905
2007-09-28,1004.715
2007-10-31,1042.426
2007-11-30,981.632
2007-12-31,984.912
2008-01-31,891.021
2008-02-29,901.683
2008-03-31,886.395
2008-04-30,941.743
2008-05-30,980.768
2008-06-30,913.019
2008-07-31,851.911
2008-08-29,843.12
2008-09-30,693.999
2008-10-31,522.563
2008-11-28,480.035
2008-12-31,499.696
2009-01-30,472.809
2009-02-27,439.079
2009-03-31,472.546
2009-04-30,536.505
2009-05-29,579.655
2009-06-30,573.859
2009-07-31,620.823
2009-08-31,645.66
2009-09-30,688.497
2009-10-30,667.263
2009-11-30,697.234
2009-12-31,730.551
2010-01-29,696.272
2010-02-26,715.515
2010-03-31,765.874
2010-04-30,781.256
2010-05-31,707.338
2010-06-30,682.242
2010-07-30,740.33
2010-08-31,714.947
2010-09-30,803.519
2010-10-29,836.959
2010-11-30,836.283
2010-12-31,900.238
2011-01-31,912.147
2011-02-28,948.34
2011-03-31,962.957
2011-04-29,1005.611
2011-05-31,991.785
2011-06-30,969.281
2011-07-29,945.988
2011-08-31,877.1
2011-09-30,772.097
2011-10-31,876.555
2011-11-30,854.518
2011-12-30,838.613
2012-01-31,893.408
2012-02-29,941.212
2012-03-30,949.29
2012-04-30,944.704
2012-05-31,855.256
2012-06-29,882.724
2012-07-31,890.287
2012-08-31,921.465
2012-09-28,947.431
2012-10-31,937.297
2012-11-30,954.592
2012-12-31,975.386
2013-01-31,1026.496
2013-02-28,1033.173
2013-03-29,1059.189
2013-04-30,1072.874
2013-05-31,1089.699
2013-06-28,1061.791
2013-07-31,1128.504
2013-08-30,1111.504
2013-09-30,1173.204
2013-10-31,1202.511
2013-11-29,1211.89
2013-12-31,1248.092
2014-01-31,1216.174
2014-02-28,1301.843
2014-03-31,1285.314
2014-04-30,1282.663
2014-05-30,1310.677
2014-06-30,1333.417
2014-07-31,1296.082
2014-08-29,1338.091
2014-09-30,1276.976
2014-10-31,1295.76
2014-11-28,1325.744
2014-12-31,1313.954
2015-01-30,1289.319
2015-02-27,1377.716
2015-03-31,1366.149
2015-04-30,1390.956
2015-05-29,1397.336
2015-06-30,1371.818
2015-07-31,1391.854
2015-08-31,1316.712
2015-09-30,1262.677
2015-10-30,1349.022
2015-11-30,1350.579
2015-12-31,1324.266
2016-01-29,1220.332
2016-02-29,1232.027
2016-03-31,1331.838
2016-04-29,1341.702
2016-05-31,1356.958
2016-06-30,1325.136
2016-07-29,1397.579
2016-08-31,1391.235
2016-09-30,1396.43
2016-10-31,1340.392
2016-11-30,1360.289
2016-12-30,1365.512
2017-01-31,1419.194
2017-02-28,1451.919
2017-03-31,1470.627
2017-04-28,1504.909
2017-05-31,1535.902
2017-06-30,1538.094
2017-07-31,1571.004
2017-08-31,1578.641
2017-09-29,1617.917
2017-10-31,1647.231
2017-11-30,1678.794
2017-12-29,1706.977
2018-01-31,1800.291
2018-02-28,1722.627
2018-03-30,1708.725
2018-04-30,1716.785
2018-05-31,1752.485
2018-06-29,1749.59
2018-07-31,1792.286
2018-08-31,1824.48
2018-09-28,1808.351
2018-10-31,1608.582
2018-11-30,1606.925
2018-12-31,1488.239
2019-01-31,1634.76
2019-02-28,1707.969
2019-03-29,1728.501
2019-04-30,1796.125
2019-05-31,1705.56
2019-06-28,1832.491
2019-07-31,1836.705
2019-08-30,1795.585
2019-09-30,1798.503
2019-10-31,1846.361
2019-11-29,1920.593
2019-12-31,1959.127
2020-01-31,1967.634
2020-02-28,1811.387
2020-03-31,1536.778
2020-04-30,1746.054
2020-05-29,1907.935
2020-06-30,1964.964
2020-07-31,2115.269
2020-08-31,2199.014
2020-09-30,2159.553
2020-10-30,2142.577
2020-11-30,2415.016
2020-12-31,2559.74
2021-01-29,2528.438
2021-02-26,2582.61
2021-03-31,2564.935
2021-04-30,2717.865
2021-05-31,2733.932
2021-06-30,2819.947
2021-07-30,2874.025
2021-08-31,2951.879
2021-09-30,2800.718
2021-10-29,2984.308
2021-11-30,2883.775
2021-12-31,2943.939
2022-01-31,2586.365
2022-02-28,2550.429
2022-03-31,2596.951
2022-04-29,2325.41
2022-05-31,2277.356
2022-06-30,2074.404
2022-07-29,2286.056
2022-08-31,2181.937
2022-09-30,1964.162
2022-10-31,2083.051
2022-11-30,2250.76
2022-12-30,2170.308
2023-01-31,2371.317
2023-02-28,2320.581
2023-03-31,2355.657
2023-04-28,2341.87
2023-05-31,2303.468
2023-06-30,2448.745
2023-07-31,2541.797
2023-08-31,2444.049
2023-09-29,2309.08
2023-10-31,2163.401
2023-11-30,2417.9
2023-12-29,2599.989
2024-01-31,2560.041
2024-02-29,2723.739
2024-03-29,2804.856
2024-04-30,2653.216
2024-05-31,2717.794
2024-06-28,2719.952
2024-07-31,2783.259
2024-08-30,2853.426
2024-09-30,2943.724
2024-10-31,2889.47
2024-11-29,3140.627
2024-12-31,2975.213
2025-01-31,3151.177
2025-02-28,3066.718
2025-03-31,2896.928
2025-04-30,3005.495
2025-05-30,3276.402
2025-06-30,3440.105
