Date,NEW ZEALAND SMALL VALUE Small Cap
2002-08-08,237.693
2002-08-09,240.616
2002-08-12,244.643
2002-08-13,244.132
2002-08-14,243.009
2002-08-15,245.726
2002-08-16,246.096
2002-08-19,245.897
2002-08-20,245.292
2002-08-21,243.36
2002-08-22,245.66
2002-08-23,248.033
2002-08-26,251.151
2002-08-27,251.745
2002-08-28,249.848
2002-08-29,249.382
2002-08-30,248.408
2002-09-02,248.698
2002-09-03,247.703
2002-09-04,244.253
2002-09-05,244.058
2002-09-06,243.854
2002-09-09,243.468
2002-09-10,245.302
2002-09-11,247.279
2002-09-12,251.759
2002-09-13,250.145
2002-09-16,249.18
2002-09-17,249.834
2002-09-18,249.607
2002-09-19,254.442
2002-09-20,251.185
2002-09-23,248.913
2002-09-24,247.419
2002-09-25,246.764
2002-09-26,247.768
2002-09-27,248.135
2002-09-30,248.486
2002-10-01,248.232
2002-10-02,251.333
2002-10-03,250.355
2002-10-04,250.347
2002-10-07,252.859
2002-10-08,249.553
2002-10-09,249.073
2002-10-10,245.926
2002-10-11,248.461
2002-10-14,248.556
2002-10-15,248.145
2002-10-16,248.975
2002-10-17,250.428
2002-10-18,250.961
2002-10-21,255.731
2002-10-22,260.398
2002-10-23,261.099
2002-10-24,260.069
2002-10-25,259.779
2002-10-28,260.953
2002-10-29,258.084
2002-10-30,258.873
2002-10-31,263.138
2002-11-01,266.127
2002-11-04,258.421
2002-11-05,253.035
2002-11-06,253.733
2002-11-07,252.995
2002-11-08,251.147
2002-11-11,249.548
2002-11-12,251.627
2002-11-13,257.078
2002-11-14,259.902
2002-11-15,259.433
2002-11-18,259.323
2002-11-19,257.345
2002-11-20,257.884
2002-11-21,258.12
2002-11-22,259.022
2002-11-25,254.052
2002-11-26,252.898
2002-11-27,250.642
2002-11-28,254.605
2002-11-29,254.64
2002-12-02,253.466
2002-12-03,252.435
2002-12-04,252.557
2002-12-05,252.63
2002-12-06,252.614
2002-12-09,253.198
2002-12-10,252.955
2002-12-11,254.068
2002-12-12,257.054
2002-12-13,261.738
2002-12-16,262.172
2002-12-17,266.308
2002-12-18,263.695
2002-12-19,263.322
2002-12-20,265.433
2002-12-23,268.838
2002-12-24,269.946
2002-12-25,269.946
2002-12-26,270.233
2002-12-27,270.812
2002-12-30,274.659
2002-12-31,273.348
2003-01-01,273.348
2003-01-02,273.661
2003-01-03,274.942
2003-01-06,281.923
2003-01-07,283.462
2003-01-08,281.604
2003-01-09,283.007
2003-01-10,285.732
2003-01-13,286.909
2003-01-14,289.147
2003-01-15,290.969
2003-01-16,293.507
2003-01-17,298.671
2003-01-20,298.559
2003-01-21,294.23
2003-01-22,292.932
2003-01-23,294.924
2003-01-24,301.132
2003-01-27,299.683
2003-01-28,297.267
2003-01-29,300.737
2003-01-30,296.887
2003-01-31,297.375
2003-02-03,297.72
2003-02-04,303.864
2003-02-05,304.174
2003-02-06,304.257
2003-02-07,301.888
2003-02-10,306.376
2003-02-11,302.805
2003-02-12,299.662
2003-02-13,297.391
2003-02-14,296.744
2003-02-17,301.246
2003-02-18,297.707
2003-02-19,298.374
2003-02-20,297.502
2003-02-21,298.898
2003-02-24,300.115
2003-02-25,298.225
2003-02-26,296.139
2003-02-27,293.373
2003-02-28,292.972
2003-03-03,296.952
2003-03-04,300.339
2003-03-05,303.944
2003-03-06,300.272
2003-03-07,298.399
2003-03-10,297.841
2003-03-11,291.863
2003-03-12,292.021
2003-03-13,288.532
2003-03-14,290.527
2003-03-17,291.651
2003-03-18,291.611
2003-03-19,290.124
2003-03-20,290.323
2003-03-21,287.923
2003-03-24,294.802
2003-03-25,291.897
2003-03-26,291.518
2003-03-27,293.415
2003-03-28,291.619
2003-03-31,295.323
2003-04-01,292.231
2003-04-02,294.134
2003-04-03,293.947
2003-04-04,291.537
2003-04-07,290.264
2003-04-08,288.618
2003-04-09,290.818
2003-04-10,291.414
2003-04-11,291.352
2003-04-14,292.048
2003-04-15,295.069
2003-04-16,294.167
2003-04-17,296.737
2003-04-18,296.737
2003-04-21,295.779
2003-04-22,297.926
2003-04-23,298.101
2003-04-24,297.276
2003-04-25,296.257
2003-04-28,296.312
2003-04-29,296.507
2003-04-30,300.638
2003-05-01,301.257
2003-05-02,298.737
2003-05-05,301.255
2003-05-06,306.04
2003-05-07,305.272
2003-05-08,308.949
2003-05-09,308.897
2003-05-12,309.543
2003-05-13,309.355
2003-05-14,309.943
2003-05-15,311.938
2003-05-16,319.964
2003-05-19,323.317
2003-05-20,321.863
2003-05-21,311.677
2003-05-22,313.284
2003-05-23,314.248
2003-05-26,318.339
2003-05-27,321.925
2003-05-28,316.036
2003-05-29,320.539
2003-05-30,323.381
2003-06-02,325.09
2003-06-03,326.284
2003-06-04,327.925
2003-06-05,329.885
2003-06-06,331.086
2003-06-09,331.941
2003-06-10,333.059
2003-06-11,332.228
2003-06-12,331.502
2003-06-13,331.112
2003-06-16,329.037
2003-06-17,332.1
2003-06-18,334.311
2003-06-19,336.152
2003-06-20,338.708
2003-06-23,337.488
2003-06-24,335.189
2003-06-25,335.212
2003-06-26,333.976
2003-06-27,331.692
2003-06-30,339.001
2003-07-01,341.34
2003-07-02,341.034
2003-07-03,345.423
2003-07-04,344.815
2003-07-07,346.706
2003-07-08,343.897
2003-07-09,335.786
2003-07-10,337.258
2003-07-11,338.982
2003-07-14,339.064
2003-07-15,335.627
2003-07-16,337.013
2003-07-17,335.776
2003-07-18,328.357
2003-07-21,330.769
2003-07-22,329.607
2003-07-23,336.535
2003-07-24,346.655
2003-07-25,347.908
2003-07-28,350.604
2003-07-29,350.53
2003-07-30,344.999
2003-07-31,343.529
2003-08-01,349.612
2003-08-04,348.498
2003-08-05,345.38
2003-08-06,343.646
2003-08-07,345.211
2003-08-08,352.321
2003-08-11,357.111
2003-08-12,356.94
2003-08-13,356.732
2003-08-14,358.166
2003-08-15,359.871
2003-08-18,359.207
2003-08-19,357.941
2003-08-20,358.094
2003-08-21,351.611
2003-08-22,352.291
2003-08-25,352.927
2003-08-26,351.159
2003-08-27,348.278
2003-08-28,350.372
2003-08-29,353.787
2003-09-01,353.275
2003-09-02,347.228
2003-09-03,346.218
2003-09-04,344.161
2003-09-05,350.694
2003-09-08,352.556
2003-09-09,358.222
2003-09-10,356.601
2003-09-11,356.638
2003-09-12,356.237
2003-09-15,359.419
2003-09-16,358.462
2003-09-17,357.107
2003-09-18,360.436
2003-09-19,361.896
2003-09-22,367.39
2003-09-23,365.15
2003-09-24,366.454
2003-09-25,366.923
2003-09-26,367.278
2003-09-29,364.082
2003-09-30,373.251
2003-10-01,375.578
2003-10-02,379.493
2003-10-03,379.052
2003-10-06,378.097
2003-10-07,379.057
2003-10-08,379.086
2003-10-09,381.867
2003-10-10,380.901
2003-10-13,378.867
2003-10-14,377.394
2003-10-15,378.208
2003-10-16,380.065
2003-10-17,382.952
2003-10-20,384.038
2003-10-21,389.022
2003-10-22,389.989
2003-10-23,391.703
2003-10-24,391.517
2003-10-27,391.998
2003-10-28,394.995
2003-10-29,397.132
2003-10-30,398.849
2003-10-31,399.575
2003-11-03,399.05
2003-11-04,398.807
2003-11-05,401.294
2003-11-06,394.369
2003-11-07,392.123
2003-11-10,397.474
2003-11-11,403.533
2003-11-12,402.166
2003-11-13,403.981
2003-11-14,402.992
2003-11-17,399.746
2003-11-18,399.321
2003-11-19,405.074
2003-11-20,411.664
2003-11-21,407.677
2003-11-24,405.794
2003-11-25,404.86
2003-11-26,408.732
2003-11-27,405.022
2003-11-28,405.441
2003-12-01,407.162
2003-12-02,407.872
2003-12-03,410.001
2003-12-04,410.557
2003-12-05,408.0
2003-12-08,409.406
2003-12-09,407.919
2003-12-10,409.558
2003-12-11,406.489
2003-12-12,411.045
2003-12-15,414.935
2003-12-16,416.521
2003-12-17,414.985
2003-12-18,416.729
2003-12-19,415.766
2003-12-22,416.543
2003-12-23,416.933
2003-12-24,422.391
2003-12-25,422.391
2003-12-26,422.815
2003-12-29,422.647
2003-12-30,433.681
2003-12-31,436.545
2004-01-01,436.545
2004-01-02,437.609
2004-01-05,444.826
2004-01-06,451.042
2004-01-07,451.335
2004-01-08,446.757
2004-01-09,453.162
2004-01-12,453.398
2004-01-13,456.093
2004-01-14,453.538
2004-01-15,448.484
2004-01-16,442.536
2004-01-19,435.088
2004-01-20,444.328
2004-01-21,450.352
2004-01-22,449.623
2004-01-23,450.396
2004-01-26,448.671
2004-01-27,453.58
2004-01-28,452.785
2004-01-29,441.202
2004-01-30,438.019
2004-02-02,437.759
2004-02-03,442.46
2004-02-04,442.526
2004-02-05,447.719
2004-02-06,449.474
2004-02-09,452.965
2004-02-10,458.644
2004-02-11,454.401
2004-02-12,455.27
2004-02-13,459.634
2004-02-16,463.453
2004-02-17,462.772
2004-02-18,463.126
2004-02-19,459.116
2004-02-20,450.101
2004-02-23,447.092
2004-02-24,451.321
2004-02-25,454.06
2004-02-26,452.248
2004-02-27,453.576
2004-03-01,457.542
2004-03-02,457.552
2004-03-03,446.141
2004-03-04,448.448
2004-03-05,451.592
2004-03-08,451.203
2004-03-09,456.607
2004-03-10,445.287
2004-03-11,432.371
2004-03-12,433.744
2004-03-15,432.703
2004-03-16,441.13
2004-03-17,439.921
2004-03-18,447.914
2004-03-19,449.558
2004-03-22,455.575
2004-03-23,456.398
2004-03-24,452.677
2004-03-25,450.861
2004-03-26,456.507
2004-03-29,458.841
2004-03-30,465.669
2004-03-31,471.428
2004-04-01,473.698
2004-04-02,473.343
2004-04-05,465.3
2004-04-06,474.561
2004-04-07,476.389
2004-04-08,477.097
2004-04-09,477.097
2004-04-12,479.706
2004-04-13,475.478
2004-04-14,462.304
2004-04-15,467.614
2004-04-16,470.71
2004-04-19,474.668
2004-04-20,469.858
2004-04-21,465.815
2004-04-22,461.139
2004-04-23,462.938
2004-04-26,464.611
2004-04-27,465.348
2004-04-28,462.232
2004-04-29,458.77
2004-04-30,462.229
2004-05-03,461.202
2004-05-04,467.049
2004-05-05,466.133
2004-05-06,462.347
2004-05-07,447.893
2004-05-10,432.572
2004-05-11,425.46
2004-05-12,435.023
2004-05-13,426.796
2004-05-14,428.211
2004-05-17,430.799
2004-05-18,428.873
2004-05-19,443.396
2004-05-20,438.04
2004-05-21,440.403
2004-05-24,439.225
2004-05-25,438.827
2004-05-26,442.615
2004-05-27,458.597
2004-05-28,455.741
2004-05-31,456.622
2004-06-01,458.035
2004-06-02,452.62
2004-06-03,453.108
2004-06-04,449.949
2004-06-07,456.776
2004-06-08,457.446
2004-06-09,450.722
2004-06-10,459.091
2004-06-11,456.046
2004-06-14,452.438
2004-06-15,452.037
2004-06-16,451.657
2004-06-17,449.719
2004-06-18,455.431
2004-06-21,455.942
2004-06-22,455.884
2004-06-23,457.606
2004-06-24,463.22
2004-06-25,468.344
2004-06-28,472.04
2004-06-29,464.839
2004-06-30,473.862
2004-07-01,476.954
2004-07-02,483.493
2004-07-05,482.638
2004-07-06,488.372
2004-07-07,497.66
2004-07-08,498.141
2004-07-09,497.12
2004-07-12,500.124
2004-07-13,496.922
2004-07-14,490.623
2004-07-15,484.715
2004-07-16,491.416
2004-07-19,493.379
2004-07-20,493.708
2004-07-21,482.314
2004-07-22,487.802
2004-07-23,482.232
2004-07-26,486.848
2004-07-27,485.395
2004-07-28,483.81
2004-07-29,486.149
2004-07-30,490.627
2004-08-02,493.714
2004-08-03,498.346
2004-08-04,498.648
2004-08-05,498.616
2004-08-06,502.317
2004-08-09,501.607
2004-08-10,504.432
2004-08-11,510.438
2004-08-12,519.592
2004-08-13,526.571
2004-08-16,527.178
2004-08-17,523.002
2004-08-18,521.986
2004-08-19,525.286
2004-08-20,527.305
2004-08-23,525.104
2004-08-24,513.105
2004-08-25,509.198
2004-08-26,506.844
2004-08-27,510.992
2004-08-30,510.54
2004-08-31,512.968
2004-09-01,515.356
2004-09-02,508.337
2004-09-03,507.61
2004-09-06,512.868
2004-09-07,515.098
2004-09-08,516.668
2004-09-09,527.684
2004-09-10,539.654
2004-09-13,530.822
2004-09-14,538.687
2004-09-15,533.704
2004-09-16,535.789
2004-09-17,531.731
2004-09-20,533.524
2004-09-21,542.256
2004-09-22,543.697
2004-09-23,551.226
2004-09-24,550.794
2004-09-27,549.806
2004-09-28,555.482
2004-09-29,557.331
2004-09-30,568.288
2004-10-01,565.704
2004-10-04,562.034
2004-10-05,567.063
2004-10-06,570.816
2004-10-07,570.828
2004-10-08,576.536
2004-10-11,579.624
2004-10-12,575.302
2004-10-13,568.927
2004-10-14,575.089
2004-10-15,572.827
2004-10-18,570.501
2004-10-19,569.383
2004-10-20,576.38
2004-10-21,577.885
2004-10-22,576.019
2004-10-25,582.076
2004-10-26,577.952
2004-10-27,578.77
2004-10-28,572.989
2004-10-29,573.743
2004-11-01,579.18
2004-11-02,584.615
2004-11-03,588.275
2004-11-04,593.564
2004-11-05,592.343
2004-11-08,592.184
2004-11-09,599.026
2004-11-10,591.671
2004-11-11,592.817
2004-11-12,601.163
2004-11-15,607.907
2004-11-16,608.594
2004-11-17,611.397
2004-11-18,609.469
2004-11-19,619.127
2004-11-22,619.346
2004-11-23,622.996
2004-11-24,623.939
2004-11-25,634.67
2004-11-26,636.177
2004-11-29,635.941
2004-11-30,638.099
2004-12-01,636.891
2004-12-02,640.993
2004-12-03,643.463
2004-12-06,643.098
2004-12-07,639.971
2004-12-08,621.413
2004-12-09,619.582
2004-12-10,620.561
2004-12-13,629.297
2004-12-14,627.188
2004-12-15,634.517
2004-12-16,628.843
2004-12-17,631.761
2004-12-20,637.834
2004-12-21,633.76
2004-12-22,638.527
2004-12-23,637.528
2004-12-24,642.246
2004-12-27,644.395
2004-12-28,646.41
2004-12-29,645.393
2004-12-30,648.726
2004-12-31,658.153
2005-01-03,650.362
2005-01-04,642.708
2005-01-05,644.968
2005-01-06,639.062
2005-01-07,639.693
2005-01-10,636.116
2005-01-11,639.387
2005-01-12,642.176
2005-01-13,640.44
2005-01-14,632.95
2005-01-17,628.306
2005-01-18,630.336
2005-01-19,637.032
2005-01-20,637.7
2005-01-21,647.989
2005-01-24,652.233
2005-01-25,651.513
2005-01-26,660.266
2005-01-27,655.846
2005-01-28,655.113
2005-01-31,650.66
2005-02-01,653.398
2005-02-02,649.689
2005-02-03,645.649
2005-02-04,652.061
2005-02-07,650.471
2005-02-08,644.931
2005-02-09,656.278
2005-02-10,663.697
2005-02-11,664.265
2005-02-14,670.541
2005-02-15,666.811
2005-02-16,664.575
2005-02-17,665.696
2005-02-18,667.232
2005-02-21,672.721
2005-02-22,675.738
2005-02-23,667.253
2005-02-24,663.115
2005-02-25,657.174
2005-02-28,672.015
2005-03-01,666.956
2005-03-02,669.079
2005-03-03,671.361
2005-03-04,679.68
2005-03-07,677.889
2005-03-08,686.402
2005-03-09,681.795
2005-03-10,676.924
2005-03-11,669.854
2005-03-14,667.681
2005-03-15,673.001
2005-03-16,678.732
2005-03-17,672.112
2005-03-18,670.688
2005-03-21,667.265
2005-03-22,666.566
2005-03-23,646.014
2005-03-24,634.888
2005-03-25,634.888
2005-03-28,628.941
2005-03-29,626.51
2005-03-30,625.592
2005-03-31,630.789
2005-04-01,622.386
2005-04-04,616.36
2005-04-05,620.327
2005-04-06,626.978
2005-04-07,630.192
2005-04-08,629.867
2005-04-11,631.738
2005-04-12,630.566
2005-04-13,634.156
2005-04-14,630.608
2005-04-15,618.796
2005-04-18,603.255
2005-04-19,610.637
2005-04-20,614.587
2005-04-21,611.748
2005-04-22,614.971
2005-04-25,612.031
2005-04-26,608.027
2005-04-27,608.801
2005-04-28,613.905
2005-04-29,620.07
2005-05-02,620.233
2005-05-03,620.584
2005-05-04,621.748
2005-05-05,618.301
2005-05-06,615.892
2005-05-09,608.616
2005-05-10,617.141
2005-05-11,616.576
2005-05-12,608.844
2005-05-13,608.698
2005-05-16,603.055
2005-05-17,607.922
2005-05-18,610.913
2005-05-19,614.034
2005-05-20,614.879
2005-05-23,625.959
2005-05-24,630.344
2005-05-25,631.487
2005-05-26,624.123
2005-05-27,630.044
2005-05-30,631.196
2005-05-31,623.818
2005-06-01,613.695
2005-06-02,620.311
2005-06-03,624.417
2005-06-06,630.598
2005-06-07,633.423
2005-06-08,636.325
2005-06-09,635.132
2005-06-10,629.828
2005-06-13,625.792
2005-06-14,633.373
2005-06-15,639.785
2005-06-16,649.091
2005-06-17,654.703
2005-06-20,649.812
2005-06-21,650.131
2005-06-22,650.749
2005-06-23,643.872
2005-06-24,636.738
2005-06-27,638.074
2005-06-28,634.525
2005-06-29,641.802
2005-06-30,657.811
2005-07-01,642.541
2005-07-04,639.632
2005-07-05,637.718
2005-07-06,636.579
2005-07-07,629.897
2005-07-08,628.636
2005-07-11,634.772
2005-07-12,643.519
2005-07-13,634.173
2005-07-14,635.606
2005-07-15,632.688
2005-07-18,636.75
2005-07-19,633.764
2005-07-20,632.279
2005-07-21,640.892
2005-07-22,645.352
2005-07-25,646.264
2005-07-26,649.601
2005-07-27,653.189
2005-07-28,659.827
2005-07-29,665.243
2005-08-01,668.053
2005-08-02,668.98
2005-08-03,673.763
2005-08-04,672.144
2005-08-05,667.217
2005-08-08,667.559
2005-08-09,666.16
2005-08-10,668.264
2005-08-11,677.009
2005-08-12,679.056
2005-08-15,676.146
2005-08-16,679.211
2005-08-17,687.315
2005-08-18,681.234
2005-08-19,677.145
2005-08-22,682.373
2005-08-23,681.282
2005-08-24,682.315
2005-08-25,679.688
2005-08-26,675.895
2005-08-29,671.783
2005-08-30,668.414
2005-08-31,671.491
2005-09-01,684.284
2005-09-02,687.425
2005-09-05,690.656
2005-09-06,684.452
2005-09-07,684.696
2005-09-08,687.802
2005-09-09,693.136
2005-09-12,689.259
2005-09-13,688.161
2005-09-14,704.034
2005-09-15,703.471
2005-09-16,704.243
2005-09-19,697.687
2005-09-20,696.374
2005-09-21,696.993
2005-09-22,684.702
2005-09-23,677.018
2005-09-26,678.112
2005-09-27,680.958
2005-09-28,685.976
2005-09-29,688.643
2005-09-30,698.291
2005-10-03,697.74
2005-10-04,706.431
2005-10-05,702.688
2005-10-06,695.112
2005-10-07,697.989
2005-10-10,701.347
2005-10-11,697.162
2005-10-12,706.232
2005-10-13,684.478
2005-10-14,688.994
2005-10-17,692.949
2005-10-18,685.783
2005-10-19,678.299
2005-10-20,679.078
2005-10-21,669.176
2005-10-24,669.606
2005-10-25,680.889
2005-10-26,683.205
2005-10-27,681.998
2005-10-28,682.222
2005-10-31,678.706
2005-11-01,677.682
2005-11-02,668.65
2005-11-03,669.442
2005-11-04,662.213
2005-11-07,660.555
2005-11-08,658.693
2005-11-09,658.633
