Date,NEW ZEALAND SMALL VALUE Small Cap
2006-11-30,846.37
2006-12-29,916.807
2007-01-31,909.029
2007-02-28,909.258
2007-03-30,960.177
2007-04-30,987.859
2007-05-31,1000.0
2007-06-29,1039.863
2007-07-31,1008.533
2007-08-31,905.182
2007-09-28,1001.616
2007-10-31,1033.056
2007-11-30,995.132
2007-12-31,988.751
2008-01-31,923.578
2008-02-29,918.327
2008-03-31,871.903
2008-04-30,899.595
2008-05-30,886.256
2008-06-30,819.427
2008-07-31,797.787
2008-08-29,766.493
2008-09-30,697.404
2008-10-31,562.352
2008-11-28,505.624
2008-12-31,538.374
2009-01-30,474.714
2009-02-27,408.844
2009-03-31,468.708
2009-04-30,469.405
2009-05-29,561.431
2009-06-30,547.847
2009-07-31,619.605
2009-08-31,664.751
2009-09-30,709.744
2009-10-30,722.581
2009-11-30,698.515
2009-12-31,736.388
2010-01-29,720.596
2010-02-26,719.17
2010-03-31,748.73
2010-04-30,777.702
2010-05-31,664.495
2010-06-30,670.858
2010-07-30,717.701
2010-08-31,711.846
2010-09-30,792.56
2010-10-29,860.837
2010-11-30,834.349
2010-12-31,887.931
2011-01-31,881.321
2011-02-28,844.696
2011-03-31,855.038
2011-04-29,920.57
2011-05-31,941.051
2011-06-30,917.508
2011-07-29,944.703
2011-08-31,933.455
2011-09-30,840.883
2011-10-31,881.513
2011-11-30,844.388
2011-12-30,830.781
2012-01-31,909.504
2012-02-29,927.283
2012-03-30,966.048
2012-04-30,969.976
2012-05-31,853.078
2012-06-29,910.675
2012-07-31,937.736
2012-08-31,972.79
2012-09-28,1040.266
2012-10-31,1076.015
2012-11-30,1070.584
2012-12-31,1074.251
2013-01-31,1133.021
2013-02-28,1131.059
2013-03-29,1171.225
2013-04-30,1226.475
2013-05-31,1129.116
2013-06-28,1057.9
2013-07-31,1121.496
2013-08-30,1120.472
2013-09-30,1229.731
2013-10-31,1282.259
2013-11-29,1200.289
2013-12-31,1213.34
2014-01-31,1182.697
2014-02-28,1262.998
2014-03-31,1358.452
2014-04-30,1401.584
2014-05-30,1393.664
2014-06-30,1424.743
2014-07-31,1380.737
2014-08-29,1386.985
2014-09-30,1332.319
2014-10-31,1413.726
2014-11-28,1472.163
2014-12-31,1484.013
2015-01-30,1418.229
2015-02-27,1502.249
2015-03-31,1527.329
2015-04-30,1530.111
2015-05-29,1479.409
2015-06-30,1379.494
2015-07-31,1396.01
2015-08-31,1234.449
2015-09-30,1262.581
2015-10-30,1404.872
2015-11-30,1396.21
2015-12-31,1479.624
2016-01-29,1392.033
2016-02-29,1395.972
2016-03-31,1593.502
2016-04-29,1650.834
2016-05-31,1593.122
2016-06-30,1645.282
2016-07-29,1743.315
2016-08-31,1770.839
2016-09-30,1771.737
2016-10-31,1635.088
2016-11-30,1612.142
2016-12-30,1592.653
2017-01-31,1703.507
2017-02-28,1666.757
2017-03-31,1624.662
2017-04-28,1636.269
2017-05-31,1736.127
2017-06-30,1844.285
2017-07-31,1886.186
2017-08-31,1762.572
2017-09-29,1784.796
2017-10-31,1699.744
2017-11-30,1735.793
2017-12-29,1842.185
2018-01-31,1879.945
2018-02-28,1752.888
2018-03-30,1775.357
2018-04-30,1769.902
2018-05-31,1816.158
2018-06-29,1781.076
2018-07-31,1811.155
2018-08-31,1779.605
2018-09-28,1832.513
2018-10-31,1697.062
2018-11-30,1909.324
2018-12-31,1860.582
2019-01-31,1936.886
2019-02-28,1913.922
2019-03-29,2064.042
2019-04-30,2039.002
2019-05-31,2024.197
2019-06-28,2240.911
2019-07-31,2196.935
2019-08-30,2178.663
2019-09-30,2221.17
2019-10-31,2158.562
2019-11-29,2152.688
2019-12-31,2288.752
2020-01-31,2206.104
2020-02-28,1952.007
2020-03-31,1311.002
2020-04-30,1557.411
2020-05-29,1577.638
2020-06-30,1671.214
2020-07-31,1749.858
2020-08-31,1826.129
2020-09-30,1870.692
2020-10-30,1982.637
2020-11-30,2380.622
2020-12-31,2684.264
2021-01-29,2733.681
2021-02-26,2734.685
2021-03-31,2723.597
2021-04-30,2837.779
2021-05-31,2940.48
2021-06-30,2847.201
2021-07-30,2804.36
2021-08-31,2885.229
2021-09-30,2813.012
2021-10-29,2918.763
2021-11-30,2623.457
2021-12-31,2787.413
2022-01-31,2473.369
2022-02-28,2603.188
2022-03-31,2708.568
2022-04-29,2505.195
2022-05-31,2321.075
2022-06-30,2155.539
2022-07-29,2290.91
2022-08-31,2327.131
2022-09-30,2042.039
2022-10-31,2133.349
2022-11-30,2256.56
2022-12-30,2273.729
2023-01-31,2397.733
2023-02-28,2272.073
2023-03-31,2299.73
2023-04-28,2302.195
2023-05-31,2301.065
2023-06-30,2425.632
2023-07-31,2504.127
2023-08-31,2316.661
2023-09-29,2325.249
2023-10-31,2120.786
2023-11-30,2287.552
2023-12-29,2444.333
2024-01-31,2311.561
2024-02-29,2104.025
2024-03-29,2098.644
2024-04-30,1960.636
2024-05-31,1908.784
2024-06-28,1820.398
2024-07-31,1883.626
2024-08-30,2027.619
2024-09-30,1987.349
2024-10-31,1953.548
2024-11-29,1946.347
2024-12-31,1827.94
2025-01-31,1823.248
2025-02-28,1597.435
2025-03-31,1541.689
2025-04-30,1514.177
2025-05-30,1580.156
2025-06-30,1661.784
2025-07-31,1687.356
2025-08-29,1739.308
2025-09-30,1753.185
