Date,NEW ZEALAND SMALL VALUE Small Cap
2008-12-31,529.181
2009-01-30,466.609
2009-02-27,401.725
2009-03-31,459.727
2009-04-30,460.023
2009-05-29,550.039
2009-06-30,535.849
2009-07-31,605.741
2009-08-31,649.666
2009-09-30,692.846
2009-10-30,705.04
2009-11-30,680.905
2009-12-31,716.547
2010-01-29,700.877
2010-02-26,699.22
2010-03-31,727.065
2010-04-30,754.783
2010-05-31,644.672
2010-06-30,649.356
2010-07-30,694.697
2010-08-31,688.735
2010-09-30,765.272
2010-10-29,830.898
2010-11-30,804.403
2010-12-31,855.906
2011-01-31,849.242
2011-02-28,813.95
2011-03-31,822.128
2011-04-29,884.619
2011-05-31,903.349
2011-06-30,880.247
2011-07-29,906.337
2011-08-31,895.545
2011-09-30,804.707
2011-10-31,843.589
2011-11-30,806.691
2011-12-30,793.691
2012-01-31,868.843
2012-02-29,885.601
2012-03-30,921.211
2012-04-30,924.589
2012-05-31,812.428
2012-06-29,866.979
2012-07-31,892.741
2012-08-31,925.877
2012-09-28,986.388
2012-10-31,1020.128
2012-11-30,1013.809
2012-12-31,1017.282
2013-01-31,1072.935
2013-02-28,1070.823
2013-03-29,1106.187
2013-04-30,1158.37
2013-05-31,1064.668
2013-06-28,996.985
2013-07-31,1056.919
2013-08-30,1055.954
2013-09-30,1155.058
2013-10-31,1204.397
2013-11-29,1126.71
2013-12-31,1138.55
2014-01-31,1109.796
2014-02-28,1185.147
2014-03-31,1270.848
2014-04-30,1311.199
2014-05-30,1303.02
2014-06-30,1331.127
2014-07-31,1290.013
2014-08-29,1295.85
2014-09-30,1238.003
2014-10-31,1313.647
2014-11-28,1366.542
2014-12-31,1377.005
2015-01-30,1315.964
2015-02-27,1393.926
2015-03-31,1413.019
2015-04-30,1415.594
2015-05-29,1367.214
2015-06-30,1274.456
2015-07-31,1289.714
2015-08-31,1140.455
2015-09-30,1162.672
2015-10-30,1293.702
2015-11-30,1285.287
2015-12-31,1360.761
2016-01-29,1280.207
2016-02-29,1283.83
2016-03-31,1461.096
2016-04-29,1513.43
2016-05-31,1458.553
2016-06-30,1505.105
2016-07-29,1594.785
2016-08-31,1619.964
2016-09-30,1614.532
2016-10-31,1490.008
2016-11-30,1467.573
2016-12-30,1448.941
2017-01-31,1549.793
2017-02-28,1515.368
2017-03-31,1473.904
2017-04-28,1484.433
2017-05-31,1573.799
2017-06-30,1670.078
2017-07-31,1708.021
2017-08-31,1596.083
2017-09-29,1611.692
2017-10-31,1534.889
2017-11-30,1566.055
2017-12-29,1661.081
2018-01-31,1695.129
2018-02-28,1580.562
2018-03-30,1597.009
2018-04-30,1592.101
2018-05-31,1632.233
2018-06-29,1598.463
2018-07-31,1625.459
2018-08-31,1597.144
2018-09-28,1639.23
2018-10-31,1517.742
2018-11-30,1705.947
2018-12-31,1661.351
2019-01-31,1729.485
2019-02-28,1708.979
2019-03-29,1838.39
2019-04-30,1815.72
2019-05-31,1802.536
2019-06-28,1992.95
2019-07-31,1953.84
2019-08-30,1934.982
2019-09-30,1970.337
2019-10-31,1914.458
2019-11-29,1908.311
2019-12-31,2027.852
2020-01-31,1954.626
2020-02-28,1728.148
2020-03-31,1158.702
2020-04-30,1377.907
2020-05-29,1395.689
2020-06-30,1477.347
2020-07-31,1546.759
2020-08-31,1613.207
2020-09-30,1652.367
2020-10-30,1751.247
2020-11-30,2101.868
2020-12-31,2369.009
2021-01-29,2412.622
2021-02-26,2411.585
2021-03-31,2400.457
2021-04-30,2501.092
2021-05-31,2591.277
2021-06-30,2506.692
2021-07-30,2468.974
2021-08-31,2537.582
2021-09-30,2471.02
2021-10-29,2563.914
2021-11-30,2304.146
2021-12-31,2445.991
2022-01-31,2170.414
2022-02-28,2284.332
2022-03-31,2371.873
2022-04-29,2193.781
2022-05-31,2030.68
2022-06-30,1884.853
2022-07-29,2003.225
2022-08-31,2034.897
2022-09-30,1779.497
2022-10-31,1859.067
2022-11-30,1965.563
2022-12-30,1979.781
2023-01-31,2087.754
2023-02-28,1978.34
2023-03-31,1997.032
2023-04-28,1999.173
2023-05-31,1996.875
2023-06-30,2104.423
2023-07-31,2172.523
2023-08-31,2009.883
2023-09-29,2010.975
2023-10-31,1834.147
2023-11-30,1977.499
2023-12-29,2112.45
2024-01-31,1997.705
2024-02-29,1817.343
2024-03-29,1811.148
2024-04-30,1692.046
2024-05-31,1647.297
2024-06-28,1570.333
2024-07-31,1624.876
2024-08-30,1746.629
2024-09-30,1710.737
2024-10-31,1681.64
2024-11-29,1675.246
2024-12-31,1572.919
2025-01-31,1568.881
2025-02-28,1374.572
2025-03-31,1321.584
2025-04-30,1298.0
2025-05-30,1354.558
2025-06-30,1423.794
2025-07-31,1445.704
2025-08-29,1490.215
2025-09-30,1496.749
2025-10-31,1520.693
