Date,EM (EMERGING MARKETS) IMI IMI (Large+Mid+Small Cap)
2001-09-07,245.428
2001-09-10,243.119
2001-09-11,235.721
2001-09-12,229.688
2001-09-13,225.862
2001-09-14,219.623
2001-09-17,214.978
2001-09-18,216.709
2001-09-19,218.552
2001-09-20,213.053
2001-09-21,207.551
2001-09-24,209.931
2001-09-25,209.076
2001-09-26,209.653
2001-09-27,209.665
2001-09-28,213.065
2001-10-01,212.208
2001-10-02,210.432
2001-10-03,208.99
2001-10-04,212.669
2001-10-05,213.164
2001-10-08,210.549
2001-10-09,214.218
2001-10-10,216.27
2001-10-11,222.054
2001-10-12,220.832
2001-10-15,220.133
2001-10-16,222.031
2001-10-17,223.501
2001-10-18,221.277
2001-10-19,221.724
2001-10-22,223.125
2001-10-23,224.7
2001-10-24,226.644
2001-10-25,226.631
2001-10-26,228.008
2001-10-29,227.431
2001-10-30,223.605
2001-10-31,224.731
2001-11-01,225.425
2001-11-02,226.989
2001-11-05,230.953
2001-11-06,231.652
2001-11-07,231.502
2001-11-08,234.444
2001-11-09,235.089
2001-11-12,235.413
2001-11-13,237.918
2001-11-14,241.462
2001-11-15,244.391
2001-11-16,244.91
2001-11-19,249.348
2001-11-20,246.604
2001-11-21,247.048
2001-11-22,248.295
2001-11-23,251.484
2001-11-26,256.115
2001-11-27,254.998
2001-11-28,249.327
2001-11-29,248.037
2001-11-30,249.639
2001-12-03,253.086
2001-12-04,255.681
2001-12-05,261.701
2001-12-06,265.912
2001-12-07,267.873
2001-12-10,266.688
2001-12-11,265.698
2001-12-12,269.41
2001-12-13,264.911
2001-12-14,264.192
2001-12-17,264.045
2001-12-18,262.617
2001-12-19,261.456
2001-12-20,261.843
2001-12-21,259.478
2001-12-24,261.32
2001-12-25,263.551
2001-12-26,264.515
2001-12-27,265.738
2001-12-28,268.657
2001-12-31,270.983
2002-01-01,270.998
2002-01-02,274.357
2002-01-03,277.07
2002-01-04,281.313
2002-01-07,284.064
2002-01-08,282.573
2002-01-09,282.534
2002-01-10,279.566
2002-01-11,277.277
2002-01-14,276.561
2002-01-15,274.37
2002-01-16,271.895
2002-01-17,273.357
2002-01-18,273.378
2002-01-21,275.981
2002-01-22,275.688
2002-01-23,277.245
2002-01-24,278.347
2002-01-25,280.512
2002-01-28,281.603
2002-01-29,279.584
2002-01-30,276.491
2002-01-31,279.985
2002-02-01,279.675
2002-02-04,278.262
2002-02-05,278.435
2002-02-06,280.565
2002-02-07,277.925
2002-02-08,278.058
2002-02-11,277.983
2002-02-12,279.111
2002-02-13,280.891
2002-02-14,285.312
2002-02-15,285.154
2002-02-18,285.49
2002-02-19,282.855
2002-02-20,280.039
2002-02-21,279.916
2002-02-22,279.443
2002-02-25,279.486
2002-02-26,280.558
2002-02-27,285.461
2002-02-28,284.055
2002-03-01,287.002
2002-03-04,293.655
2002-03-05,294.981
2002-03-06,296.781
2002-03-07,296.277
2002-03-08,296.38
2002-03-11,297.928
2002-03-12,297.338
2002-03-13,296.824
2002-03-14,297.567
2002-03-15,297.328
2002-03-18,299.161
2002-03-19,299.523
2002-03-20,300.567
2002-03-21,300.375
2002-03-22,301.769
2002-03-25,300.036
2002-03-26,300.659
2002-03-27,302.178
2002-03-28,302.727
2002-03-29,302.588
2002-04-01,301.759
2002-04-02,304.176
2002-04-03,303.795
2002-04-04,303.498
2002-04-05,305.415
2002-04-08,304.334
2002-04-09,303.084
2002-04-10,303.802
2002-04-11,304.317
2002-04-12,305.637
2002-04-15,307.371
2002-04-16,309.222
2002-04-17,314.096
2002-04-18,314.045
2002-04-19,313.929
2002-04-22,313.421
2002-04-23,313.209
2002-04-24,313.115
2002-04-25,309.027
2002-04-26,309.226
2002-04-29,305.309
2002-04-30,304.659
2002-05-01,304.59
2002-05-02,304.033
2002-05-03,304.893
2002-05-06,300.815
2002-05-07,301.052
2002-05-08,304.186
2002-05-09,302.659
2002-05-10,301.373
2002-05-13,301.079
2002-05-14,303.07
2002-05-15,306.251
2002-05-16,306.418
2002-05-17,308.464
2002-05-20,305.57
2002-05-21,301.581
2002-05-22,303.064
2002-05-23,301.241
2002-05-24,304.243
2002-05-27,304.404
2002-05-28,303.068
2002-05-29,301.591
2002-05-30,300.742
2002-05-31,298.253
2002-06-03,299.268
2002-06-04,299.509
2002-06-05,298.051
2002-06-06,297.064
2002-06-07,292.888
2002-06-10,295.034
2002-06-11,293.547
2002-06-12,292.375
2002-06-13,292.756
2002-06-14,289.802
2002-06-17,288.827
2002-06-18,289.703
2002-06-19,283.299
2002-06-20,281.565
2002-06-21,279.988
2002-06-24,277.873
2002-06-25,276.507
2002-06-26,266.692
2002-06-27,270.057
2002-06-28,275.631
2002-07-01,274.347
2002-07-02,272.769
2002-07-03,272.858
2002-07-04,276.773
2002-07-05,281.49
2002-07-08,283.438
2002-07-09,286.274
2002-07-10,283.403
2002-07-11,278.059
2002-07-12,284.053
2002-07-15,282.326
2002-07-16,280.029
2002-07-17,280.897
2002-07-18,282.142
2002-07-19,278.164
2002-07-22,269.009
2002-07-23,268.842
2002-07-24,261.657
2002-07-25,262.178
2002-07-26,253.498
2002-07-29,254.583
2002-07-30,258.96
2002-07-31,255.897
2002-08-01,254.972
2002-08-02,254.984
2002-08-05,245.344
2002-08-06,243.646
2002-08-07,249.474
2002-08-08,252.676
2002-08-09,253.902
2002-08-12,253.534
2002-08-13,253.527
2002-08-14,256.034
2002-08-15,257.355
2002-08-16,258.905
2002-08-19,259.127
2002-08-20,260.77
2002-08-21,262.257
2002-08-22,262.952
2002-08-23,261.665
2002-08-26,261.225
2002-08-27,261.614
2002-08-28,258.858
2002-08-29,257.7
2002-08-30,259.747
2002-09-02,259.329
2002-09-03,255.251
2002-09-04,253.301
2002-09-05,251.959
2002-09-06,251.429
2002-09-09,252.427
2002-09-10,256.539
2002-09-11,258.503
2002-09-12,258.972
2002-09-13,254.564
2002-09-16,249.615
2002-09-17,253.763
2002-09-18,247.825
2002-09-19,246.024
2002-09-20,245.085
2002-09-23,239.369
2002-09-24,237.036
2002-09-25,234.443
2002-09-26,236.407
2002-09-27,235.351
2002-09-30,231.621
2002-10-01,234.009
2002-10-02,234.296
2002-10-03,233.464
2002-10-04,234.003
2002-10-07,227.813
2002-10-08,228.173
2002-10-09,224.976
2002-10-10,220.972
2002-10-11,221.665
2002-10-14,224.018
2002-10-15,230.165
2002-10-16,232.272
2002-10-17,236.0
2002-10-18,240.392
2002-10-21,239.526
2002-10-22,237.902
2002-10-23,243.446
2002-10-24,243.351
2002-10-25,243.279
2002-10-28,246.23
2002-10-29,243.441
2002-10-30,242.575
2002-10-31,245.862
2002-11-01,244.962
2002-11-04,249.744
2002-11-05,248.834
2002-11-06,252.067
2002-11-07,253.886
2002-11-08,254.34
2002-11-11,250.854
2002-11-12,249.557
2002-11-13,248.919
2002-11-14,249.538
2002-11-15,254.016
2002-11-18,255.028
2002-11-19,253.298
2002-11-20,252.959
2002-11-21,256.089
2002-11-22,257.891
2002-11-25,259.652
2002-11-26,257.989
2002-11-27,259.009
2002-11-28,260.28
2002-11-29,262.31
2002-12-02,264.158
2002-12-03,264.836
2002-12-04,261.033
2002-12-05,260.935
2002-12-06,260.248
2002-12-09,260.727
2002-12-10,258.868
2002-12-11,258.437
2002-12-12,259.886
2002-12-13,259.54
2002-12-16,258.895
2002-12-17,260.774
2002-12-18,260.386
2002-12-19,261.007
2002-12-20,262.385
2002-12-23,260.021
2002-12-24,258.108
2002-12-25,257.672
2002-12-26,258.208
2002-12-27,257.089
2002-12-30,253.579
2002-12-31,253.814
2003-01-01,253.873
2003-01-02,255.866
2003-01-03,260.955
2003-01-06,264.033
2003-01-07,262.297
2003-01-08,263.06
2003-01-09,262.743
2003-01-10,263.875
2003-01-13,267.61
2003-01-14,268.067
2003-01-15,268.32
2003-01-16,266.682
2003-01-17,263.269
2003-01-20,262.361
2003-01-21,260.159
2003-01-22,258.367
2003-01-23,260.126
2003-01-24,256.725
2003-01-27,252.213
2003-01-28,253.433
2003-01-29,252.564
2003-01-30,253.352
2003-01-31,254.034
2003-02-03,255.167
2003-02-04,255.219
2003-02-05,255.044
2003-02-06,251.806
2003-02-07,248.813
2003-02-10,246.697
2003-02-11,247.556
2003-02-12,248.618
2003-02-13,244.903
2003-02-14,244.935
2003-02-17,251.183
2003-02-18,251.317
2003-02-19,250.092
2003-02-20,250.876
2003-02-21,251.64
2003-02-24,252.63
2003-02-25,247.905
2003-02-26,247.376
2003-02-27,247.267
2003-02-28,246.883
2003-03-03,249.924
2003-03-04,247.296
2003-03-05,244.337
2003-03-06,242.253
2003-03-07,240.456
2003-03-10,238.062
2003-03-11,236.22
2003-03-12,236.258
2003-03-13,238.145
2003-03-14,240.786
2003-03-17,235.964
2003-03-18,242.028
2003-03-19,242.194
2003-03-20,246.188
2003-03-21,247.159
2003-03-24,244.788
2003-03-25,243.456
2003-03-26,244.095
2003-03-27,243.167
2003-03-28,243.066
2003-03-31,238.849
2003-04-01,240.337
2003-04-02,242.226
2003-04-03,243.607
2003-04-04,246.658
2003-04-07,252.326
2003-04-08,251.339
2003-04-09,249.643
2003-04-10,250.144
2003-04-11,251.077
2003-04-14,252.479
2003-04-15,256.121
2003-04-16,259.287
2003-04-17,259.63
2003-04-18,262.157
2003-04-21,262.236
2003-04-22,259.121
2003-04-23,259.211
2003-04-24,255.814
2003-04-25,251.634
2003-04-28,253.136
2003-04-29,258.481
2003-04-30,259.001
2003-05-01,259.089
2003-05-02,260.252
2003-05-05,262.774
2003-05-06,262.84
2003-05-07,265.596
2003-05-08,263.962
2003-05-09,266.106
2003-05-12,269.006
2003-05-13,269.083
2003-05-14,268.519
2003-05-15,268.41
2003-05-16,266.781
2003-05-19,264.528
2003-05-20,263.961
2003-05-21,264.37
2003-05-22,265.916
2003-05-23,270.492
2003-05-26,273.81
2003-05-27,272.365
2003-05-28,275.356
2003-05-29,277.081
2003-05-30,277.926
2003-06-02,281.505
2003-06-03,280.49
2003-06-04,281.905
2003-06-05,284.471
2003-06-06,285.825
2003-06-09,287.227
2003-06-10,286.789
2003-06-11,287.134
2003-06-12,290.395
2003-06-13,291.617
2003-06-16,293.115
2003-06-17,297.928
2003-06-18,296.405
2003-06-19,297.966
2003-06-20,297.216
2003-06-23,293.005
2003-06-24,291.53
2003-06-25,294.129
2003-06-26,293.977
2003-06-27,294.961
2003-06-30,294.45
2003-07-01,298.262
2003-07-02,302.387
2003-07-03,303.857
2003-07-04,305.458
2003-07-07,309.877
2003-07-08,311.123
2003-07-09,309.865
2003-07-10,307.64
2003-07-11,307.052
2003-07-14,313.025
2003-07-15,311.711
2003-07-16,310.433
2003-07-17,306.74
2003-07-18,305.097
2003-07-21,304.189
2003-07-22,305.297
2003-07-23,304.907
2003-07-24,307.994
2003-07-25,310.463
2003-07-28,314.085
2003-07-29,313.023
2003-07-30,311.143
2003-07-31,312.048
2003-08-01,312.803
2003-08-04,311.712
2003-08-05,310.133
2003-08-06,307.758
2003-08-07,310.152
2003-08-08,309.905
2003-08-11,311.979
2003-08-12,312.476
2003-08-13,316.768
2003-08-14,319.606
2003-08-15,320.662
2003-08-18,323.173
2003-08-19,324.104
2003-08-20,324.719
2003-08-21,328.945
2003-08-22,330.145
2003-08-25,329.037
2003-08-26,327.501
2003-08-27,328.867
2003-08-28,328.98
2003-08-29,332.622
2003-09-01,335.561
2003-09-02,335.682
2003-09-03,337.803
2003-09-04,338.491
2003-09-05,339.732
2003-09-08,340.467
2003-09-09,339.56
2003-09-10,338.49
2003-09-11,339.025
2003-09-12,339.108
2003-09-15,336.457
2003-09-16,339.077
2003-09-17,340.231
2003-09-18,339.807
2003-09-19,338.739
2003-09-22,335.148
2003-09-23,336.603
2003-09-24,338.775
2003-09-25,335.717
2003-09-26,333.259
2003-09-29,333.515
2003-09-30,334.224
2003-10-01,337.478
2003-10-02,342.351
2003-10-03,345.255
2003-10-06,348.107
2003-10-07,349.801
2003-10-08,351.753
2003-10-09,356.052
2003-10-10,359.602
2003-10-13,361.822
2003-10-14,360.338
2003-10-15,359.716
2003-10-16,362.987
2003-10-17,361.362
2003-10-20,362.678
2003-10-21,361.896
2003-10-22,360.984
2003-10-23,353.916
2003-10-24,354.048
2003-10-27,354.417
2003-10-28,359.727
2003-10-29,361.058
2003-10-30,362.02
2003-10-31,361.17
2003-11-03,366.629
2003-11-04,368.171
2003-11-05,368.491
2003-11-06,364.991
2003-11-07,367.57
2003-11-10,365.855
2003-11-11,362.331
2003-11-12,364.801
2003-11-13,369.553
2003-11-14,369.943
2003-11-17,363.806
2003-11-18,364.23
2003-11-19,358.534
2003-11-20,356.092
2003-11-21,357.834
2003-11-24,355.323
2003-11-25,359.206
2003-11-26,362.813
2003-11-27,362.442
2003-11-28,367.0
2003-12-01,373.98
2003-12-02,375.245
2003-12-03,376.355
2003-12-04,374.669
2003-12-05,373.372
2003-12-08,372.391
2003-12-09,376.117
2003-12-10,374.774
2003-12-11,376.384
2003-12-12,378.833
2003-12-15,381.776
2003-12-16,378.454
2003-12-17,375.316
2003-12-18,377.927
2003-12-19,379.013
2003-12-22,381.104
2003-12-23,381.255
2003-12-24,382.803
2003-12-25,382.807
2003-12-26,383.472
2003-12-29,386.044
2003-12-30,390.833
2003-12-31,391.93
2004-01-01,392.216
2004-01-02,398.961
2004-01-05,408.974
2004-01-06,407.463
2004-01-07,406.574
2004-01-08,408.631
2004-01-09,413.702
2004-01-12,413.055
2004-01-13,413.515
2004-01-14,410.831
2004-01-15,406.103
2004-01-16,406.661
2004-01-19,409.488
2004-01-20,413.479
2004-01-21,412.067
2004-01-22,412.152
2004-01-23,414.151
2004-01-26,415.646
2004-01-27,417.527
2004-01-28,415.962
2004-01-29,408.217
2004-01-30,406.586
2004-02-02,406.383
2004-02-03,406.906
2004-02-04,405.641
2004-02-05,404.161
2004-02-06,409.42
2004-02-09,416.291
2004-02-10,417.552
2004-02-11,420.078
2004-02-12,424.2
2004-02-13,427.128
2004-02-16,427.047
2004-02-17,430.649
2004-02-18,430.546
2004-02-19,426.905
2004-02-20,424.305
2004-02-23,422.852
2004-02-24,420.251
2004-02-25,420.773
2004-02-26,422.014
2004-02-27,426.532
2004-03-01,433.089
2004-03-02,435.968
2004-03-03,430.965
2004-03-04,433.771
2004-03-05,436.459
2004-03-08,434.917
2004-03-09,434.156
2004-03-10,426.512
2004-03-11,421.115
2004-03-12,418.57
2004-03-15,416.455
2004-03-16,416.897
2004-03-17,421.509
2004-03-18,425.962
2004-03-19,427.861
2004-03-22,419.918
2004-03-23,416.998
2004-03-24,416.63
2004-03-25,414.716
2004-03-26,417.205
2004-03-29,423.81
2004-03-30,427.358
2004-03-31,432.23
2004-04-01,435.403
2004-04-02,436.996
2004-04-05,440.434
2004-04-06,442.705
2004-04-07,444.337
2004-04-08,445.392
2004-04-09,443.738
2004-04-12,447.205
2004-04-13,444.513
2004-04-14,438.637
2004-04-15,435.281
2004-04-16,434.769
2004-04-19,434.41
2004-04-20,434.836
2004-04-21,430.48
2004-04-22,426.464
2004-04-23,430.907
2004-04-26,427.716
2004-04-27,425.356
2004-04-28,418.168
2004-04-29,405.97
2004-04-30,398.555
2004-05-03,397.371
2004-05-04,403.915
2004-05-05,402.099
2004-05-06,395.697
2004-05-07,391.195
2004-05-10,372.662
2004-05-11,375.356
2004-05-12,381.05
2004-05-13,376.772
2004-05-14,369.854
2004-05-17,357.478
2004-05-18,363.258
2004-05-19,378.56
2004-05-20,373.686
2004-05-21,379.051
2004-05-24,382.421
2004-05-25,381.806
2004-05-26,385.108
2004-05-27,391.33
2004-05-28,393.002
2004-05-31,390.571
2004-06-01,390.959
2004-06-02,389.494
2004-06-03,380.673
2004-06-04,382.509
2004-06-07,393.504
2004-06-08,393.351
2004-06-09,389.909
2004-06-10,387.028
2004-06-11,380.323
2004-06-14,373.517
2004-06-15,376.226
2004-06-16,375.983
2004-06-17,379.226
2004-06-18,377.582
2004-06-21,379.172
2004-06-22,377.692
2004-06-23,380.131
2004-06-24,387.048
2004-06-25,390.05
2004-06-28,388.137
2004-06-29,387.993
2004-06-30,391.59
2004-07-01,392.536
2004-07-02,389.955
2004-07-05,389.275
2004-07-06,388.971
2004-07-07,391.321
2004-07-08,387.157
2004-07-09,389.202
2004-07-12,389.928
2004-07-13,390.141
2004-07-14,386.683
2004-07-15,385.152
2004-07-16,388.387
2004-07-19,389.944
2004-07-20,386.195
2004-07-21,387.689
2004-07-22,383.983
2004-07-23,382.091
2004-07-26,379.625
2004-07-27,380.582
2004-07-28,380.605
2004-07-29,379.652
2004-07-30,383.096
2004-08-02,380.852
2004-08-03,381.413
2004-08-04,380.543
2004-08-05,383.637
2004-08-06,381.776
2004-08-09,383.003
2004-08-10,383.485
2004-08-11,380.004
2004-08-12,380.892
2004-08-13,381.986
2004-08-16,382.288
2004-08-17,384.023
2004-08-18,385.699
2004-08-19,391.303
2004-08-20,391.74
2004-08-23,391.308
2004-08-24,391.946
2004-08-25,393.788
2004-08-26,397.36
2004-08-27,397.658
2004-08-30,398.299
2004-08-31,399.358
2004-09-01,403.053
2004-09-02,405.175
2004-09-03,402.641
2004-09-06,404.418
2004-09-07,404.889
2004-09-08,405.493
2004-09-09,406.363
2004-09-10,410.141
2004-09-13,413.648
2004-09-14,416.529
2004-09-15,415.207
2004-09-16,418.916
2004-09-17,419.409
2004-09-20,421.839
2004-09-21,424.577
2004-09-22,421.169
2004-09-23,420.766
2004-09-24,420.102
2004-09-27,418.222
2004-09-28,419.219
2004-09-29,420.358
2004-09-30,422.389
2004-10-01,428.361
2004-10-04,437.202
2004-10-05,436.822
2004-10-06,436.955
2004-10-07,437.927
2004-10-08,438.544
2004-10-11,437.579
2004-10-12,430.404
2004-10-13,426.869
2004-10-14,424.461
2004-10-15,426.073
2004-10-18,426.942
2004-10-19,428.999
2004-10-20,423.655
2004-10-21,425.95
2004-10-22,427.731
2004-10-25,424.296
2004-10-26,425.58
2004-10-27,428.967
2004-10-28,431.941
2004-10-29,433.257
2004-11-01,434.507
2004-11-02,437.393
2004-11-03,443.727
2004-11-04,444.674
2004-11-05,447.897
2004-11-08,445.898
2004-11-09,447.177
2004-11-10,449.433
2004-11-11,449.907
2004-11-12,454.965
2004-11-15,458.337
2004-11-16,457.23
2004-11-17,464.363
2004-11-18,464.743
2004-11-19,462.459
2004-11-22,458.485
2004-11-23,461.24
2004-11-24,464.951
2004-11-25,466.979
2004-11-26,467.535
2004-11-29,470.686
2004-11-30,473.342
2004-12-01,474.431
2004-12-02,477.151
2004-12-03,476.68
2004-12-06,477.663
2004-12-07,474.675
2004-12-08,467.866
2004-12-09,464.504
2004-12-10,461.789
2004-12-13,465.209
2004-12-14,469.622
2004-12-15,475.459
2004-12-16,477.629
2004-12-17,477.184
2004-12-20,480.841
2004-12-21,483.175
2004-12-22,483.691
2004-12-23,485.516
2004-12-24,486.922
2004-12-27,487.923
2004-12-28,489.523
2004-12-29,491.745
2004-12-30,494.463
2004-12-31,497.831
2005-01-03,497.976
2005-01-04,489.412
2005-01-05,482.619
2005-01-06,476.318
2005-01-07,476.971
2005-01-10,478.23
2005-01-11,479.994
2005-01-12,479.811
2005-01-13,482.276
2005-01-14,484.914
2005-01-17,488.095
2005-01-18,485.047
2005-01-19,485.954
2005-01-20,482.017
2005-01-21,483.141
2005-01-24,484.658
2005-01-25,484.951
2005-01-26,489.394
2005-01-27,490.699
2005-01-28,492.881
2005-01-31,499.142
2005-02-01,498.412
2005-02-02,500.072
2005-02-03,502.428
2005-02-04,505.554
2005-02-07,507.225
2005-02-08,505.475
2005-02-09,507.62
2005-02-10,507.365
2005-02-11,509.925
2005-02-14,516.783
2005-02-15,518.187
2005-02-16,518.38
2005-02-17,519.76
2005-02-18,522.52
2005-02-21,524.265
2005-02-22,527.757
2005-02-23,527.41
2005-02-24,532.859
2005-02-25,536.61
2005-02-28,542.816
2005-03-01,541.619
2005-03-02,536.37
2005-03-03,538.065
2005-03-04,541.01
2005-03-07,543.306
2005-03-08,542.855
2005-03-09,543.397
2005-03-10,538.727
2005-03-11,541.903
2005-03-14,534.904
2005-03-15,525.307
2005-03-16,524.133
2005-03-17,522.211
2005-03-18,522.115
2005-03-21,518.427
2005-03-22,516.052
2005-03-23,507.219
2005-03-24,505.694
2005-03-25,508.044
2005-03-28,505.348
2005-03-29,498.763
2005-03-30,500.247
2005-03-31,508.221
2005-04-01,515.205
2005-04-04,510.428
2005-04-05,510.974
2005-04-06,513.478
2005-04-07,515.178
2005-04-08,515.047
2005-04-11,513.696
2005-04-12,512.377
2005-04-13,514.144
2005-04-14,504.325
2005-04-15,497.898
2005-04-18,488.845
2005-04-19,494.992
2005-04-20,495.596
2005-04-21,497.437
2005-04-22,499.547
2005-04-25,501.901
2005-04-26,503.541
2005-04-27,499.318
2005-04-28,493.794
2005-04-29,494.383
2005-05-02,495.938
2005-05-03,496.236
2005-05-04,504.386
2005-05-05,509.138
2005-05-06,511.79
2005-05-09,511.306
2005-05-10,508.674
2005-05-11,505.155
2005-05-12,502.303
2005-05-13,500.457
2005-05-16,499.546
2005-05-17,498.691
2005-05-18,502.703
2005-05-19,507.888
2005-05-20,506.339
2005-05-23,505.369
2005-05-24,507.214
2005-05-25,505.713
2005-05-26,506.661
2005-05-27,512.657
2005-05-30,514.8
2005-05-31,511.494
2005-06-01,510.016
2005-06-02,514.465
2005-06-03,518.907
2005-06-06,518.777
2005-06-07,517.775
2005-06-08,519.585
2005-06-09,516.949
2005-06-10,520.209
2005-06-13,520.736
2005-06-14,521.655
2005-06-15,525.833
2005-06-16,528.213
2005-06-17,532.607
2005-06-20,531.918
2005-06-21,530.277
2005-06-22,535.082
2005-06-23,533.771
2005-06-24,531.353
2005-06-27,530.267
2005-06-28,530.774
2005-06-29,529.681
2005-06-30,529.606
2005-07-01,532.26
2005-07-04,530.407
2005-07-05,527.801
2005-07-06,530.127
2005-07-07,527.307
2005-07-08,528.538
2005-07-11,538.19
2005-07-12,545.55
2005-07-13,546.755
2005-07-14,551.229
2005-07-15,547.27
2005-07-18,548.52
2005-07-19,550.671
2005-07-20,552.787
2005-07-21,556.299
2005-07-22,558.931
2005-07-25,559.028
2005-07-26,555.218
2005-07-27,557.769
2005-07-28,563.775
2005-07-29,565.597
2005-08-01,569.417
2005-08-02,576.137
2005-08-03,579.664
2005-08-04,580.369
2005-08-05,577.667
2005-08-08,577.565
2005-08-09,579.126
2005-08-10,584.526
2005-08-11,585.521
2005-08-12,583.536
2005-08-15,582.768
2005-08-16,579.904
2005-08-17,578.325
2005-08-18,571.27
2005-08-19,567.58
2005-08-22,575.407
2005-08-23,572.795
2005-08-24,567.9
2005-08-25,569.053
2005-08-26,568.63
2005-08-29,563.615
2005-08-30,564.416
2005-08-31,569.225
2005-09-01,578.741
2005-09-02,585.242
2005-09-05,586.225
2005-09-06,587.655
2005-09-07,589.482
2005-09-08,590.583
2005-09-09,594.081
2005-09-12,596.328
2005-09-13,594.283
2005-09-14,596.256
2005-09-15,597.959
2005-09-16,599.632
2005-09-19,601.539
2005-09-20,606.004
2005-09-21,608.662
2005-09-22,604.183
2005-09-23,599.567
2005-09-26,603.818
2005-09-27,606.012
2005-09-28,608.578
2005-09-29,614.029
2005-09-30,618.961
2005-10-03,619.15
2005-10-04,621.439
2005-10-05,612.133
2005-10-06,598.423
2005-10-07,599.069
2005-10-10,603.404
2005-10-11,606.75
2005-10-12,598.001
2005-10-13,585.199
2005-10-14,581.724
2005-10-17,583.641
2005-10-18,579.41
2005-10-19,567.406
2005-10-20,569.215
2005-10-21,571.472
2005-10-24,575.596
2005-10-25,575.396
2005-10-26,577.108
2005-10-27,570.172
2005-10-28,567.794
2005-10-31,578.887
2005-11-01,587.021
2005-11-02,594.296
2005-11-03,598.564
2005-11-04,596.877
