Date,IRELAND SMALL GROWTH Small Cap
2001-06-21,126.781
2001-06-22,126.222
2001-06-25,127.786
2001-06-26,125.538
2001-06-27,126.98
2001-06-28,126.153
2001-06-29,127.599
2001-07-02,124.661
2001-07-03,125.505
2001-07-04,124.173
2001-07-05,121.66
2001-07-06,118.312
2001-07-09,121.141
2001-07-10,122.645
2001-07-11,120.883
2001-07-12,120.504
2001-07-13,121.702
2001-07-16,123.086
2001-07-17,122.164
2001-07-18,123.102
2001-07-19,123.915
2001-07-20,123.827
2001-07-23,121.811
2001-07-24,122.507
2001-07-25,118.606
2001-07-26,114.72
2001-07-27,114.36
2001-07-30,114.306
2001-07-31,113.597
2001-08-01,113.92
2001-08-02,115.473
2001-08-03,115.057
2001-08-06,115.199
2001-08-07,112.733
2001-08-08,111.173
2001-08-09,109.421
2001-08-10,107.384
2001-08-13,109.223
2001-08-14,109.883
2001-08-15,112.206
2001-08-16,112.172
2001-08-17,110.854
2001-08-20,109.752
2001-08-21,111.781
2001-08-22,111.914
2001-08-23,111.943
2001-08-24,112.755
2001-08-27,112.483
2001-08-28,113.66
2001-08-29,114.772
2001-08-30,114.474
2001-08-31,114.404
2001-09-03,115.049
2001-09-04,114.346
2001-09-05,113.084
2001-09-06,113.363
2001-09-07,112.337
2001-09-10,110.345
2001-09-11,108.688
2001-09-12,106.265
2001-09-13,108.293
2001-09-14,109.195
2001-09-17,105.527
2001-09-18,105.035
2001-09-19,104.206
2001-09-20,98.76
2001-09-21,93.711
2001-09-24,97.811
2001-09-25,100.131
2001-09-26,99.925
2001-09-27,99.407
2001-09-28,98.655
2001-10-01,98.093
2001-10-02,96.813
2001-10-03,97.311
2001-10-04,97.184
2001-10-05,96.983
2001-10-08,97.151
2001-10-09,96.827
2001-10-10,96.991
2001-10-11,97.706
2001-10-12,97.609
2001-10-15,96.307
2001-10-16,98.941
2001-10-17,100.848
2001-10-18,101.141
2001-10-19,99.499
2001-10-22,99.043
2001-10-23,99.708
2001-10-24,99.735
2001-10-25,99.687
2001-10-26,100.738
2001-10-29,101.619
2001-10-30,100.96
2001-10-31,100.663
2001-11-01,100.411
2001-11-02,100.517
2001-11-05,100.78
2001-11-06,101.892
2001-11-07,101.202
2001-11-08,101.014
2001-11-09,102.835
2001-11-12,102.678
2001-11-13,101.966
2001-11-14,102.881
2001-11-15,103.146
2001-11-16,104.556
2001-11-19,105.687
2001-11-20,107.757
2001-11-21,106.139
2001-11-22,107.638
2001-11-23,107.104
2001-11-26,108.814
2001-11-27,107.838
2001-11-28,110.438
2001-11-29,110.073
2001-11-30,111.741
2001-12-03,110.705
2001-12-04,110.708
2001-12-05,111.695
2001-12-06,113.717
2001-12-07,115.39
2001-12-10,114.845
2001-12-11,115.872
2001-12-12,116.459
2001-12-13,116.469
2001-12-14,114.554
2001-12-17,116.27
2001-12-18,116.033
2001-12-19,114.17
2001-12-20,114.711
2001-12-21,113.655
2001-12-24,112.521
2001-12-25,112.521
2001-12-26,112.617
2001-12-27,114.215
2001-12-28,114.293
2001-12-31,115.998
2002-01-01,115.998
2002-01-02,116.775
2002-01-03,118.416
2002-01-04,118.935
2002-01-07,120.392
2002-01-08,120.736
2002-01-09,119.858
2002-01-10,120.543
2002-01-11,120.704
2002-01-14,120.025
2002-01-15,119.621
2002-01-16,118.593
2002-01-17,117.927
2002-01-18,117.159
2002-01-21,116.183
2002-01-22,117.466
2002-01-23,117.175
2002-01-24,116.692
2002-01-25,115.007
2002-01-28,113.797
2002-01-29,115.004
2002-01-30,113.686
2002-01-31,115.014
2002-02-01,114.991
2002-02-04,116.292
2002-02-05,114.871
2002-02-06,112.572
2002-02-07,110.889
2002-02-08,110.157
2002-02-11,111.475
2002-02-12,111.695
2002-02-13,110.837
2002-02-14,111.883
2002-02-15,111.782
2002-02-18,110.91
2002-02-19,109.412
2002-02-20,109.471
2002-02-21,111.706
2002-02-22,112.228
2002-02-25,111.077
2002-02-26,112.906
2002-02-27,111.793
2002-02-28,112.106
2002-03-01,112.024
2002-03-04,113.749
2002-03-05,113.856
2002-03-06,114.3
2002-03-07,115.462
2002-03-08,116.118
2002-03-11,117.274
2002-03-12,116.882
2002-03-13,118.027
2002-03-14,118.608
2002-03-15,120.471
2002-03-18,120.846
2002-03-19,121.456
2002-03-20,122.041
2002-03-21,120.835
2002-03-22,122.219
2002-03-25,120.646
2002-03-26,120.3
2002-03-27,120.467
2002-03-28,119.654
2002-03-29,119.654
2002-04-01,120.635
2002-04-02,122.587
2002-04-03,122.227
2002-04-04,121.889
2002-04-05,122.353
2002-04-08,120.254
2002-04-09,119.353
2002-04-10,120.317
2002-04-11,120.975
2002-04-12,120.978
2002-04-15,121.947
2002-04-16,122.8
2002-04-17,121.533
2002-04-18,120.657
2002-04-19,120.939
2002-04-22,122.5
2002-04-23,123.342
2002-04-24,123.212
2002-04-25,124.502
2002-04-26,125.501
2002-04-29,126.115
2002-04-30,125.906
2002-05-01,126.865
2002-05-02,125.593
2002-05-03,127.497
2002-05-06,127.923
2002-05-07,127.448
2002-05-08,128.271
2002-05-09,130.25
2002-05-10,130.598
2002-05-13,130.472
2002-05-14,129.869
2002-05-15,133.013
2002-05-16,134.787
2002-05-17,136.764
2002-05-20,136.396
2002-05-21,135.034
2002-05-22,135.615
2002-05-23,134.248
2002-05-24,134.477
2002-05-27,133.945
2002-05-28,135.042
2002-05-29,134.791
2002-05-30,134.25
2002-05-31,134.784
2002-06-03,135.325
2002-06-04,135.874
2002-06-05,135.615
2002-06-06,136.339
2002-06-07,135.067
2002-06-10,134.461
2002-06-11,134.824
2002-06-12,135.653
2002-06-13,135.121
2002-06-14,131.023
2002-06-17,131.078
2002-06-18,131.456
2002-06-19,133.037
2002-06-20,133.494
2002-06-21,133.439
2002-06-24,134.352
2002-06-25,133.096
2002-06-26,133.285
2002-06-27,132.99
2002-06-28,133.434
2002-07-01,132.552
2002-07-02,131.357
2002-07-03,128.732
2002-07-04,129.186
2002-07-05,127.415
2002-07-08,129.727
2002-07-09,130.059
2002-07-10,128.881
2002-07-11,127.552
2002-07-12,126.859
2002-07-15,128.04
2002-07-16,126.773
2002-07-17,127.433
2002-07-18,128.452
2002-07-19,128.274
2002-07-22,126.057
2002-07-23,123.002
2002-07-24,121.064
2002-07-25,123.757
2002-07-26,122.725
2002-07-29,121.469
2002-07-30,123.101
2002-07-31,122.463
2002-08-01,122.666
2002-08-02,122.668
2002-08-05,122.799
2002-08-06,118.832
2002-08-07,120.72
2002-08-08,121.12
2002-08-09,121.466
2002-08-12,122.758
2002-08-13,124.971
2002-08-14,126.412
2002-08-15,127.247
2002-08-16,130.861
2002-08-19,129.569
2002-08-20,129.725
2002-08-21,129.888
2002-08-22,129.739
2002-08-23,130.17
2002-08-26,129.631
2002-08-27,130.025
2002-08-28,129.566
2002-08-29,127.897
2002-08-30,127.968
2002-09-02,129.334
2002-09-03,128.266
2002-09-04,128.181
2002-09-05,127.127
2002-09-06,125.253
2002-09-09,125.231
2002-09-10,122.226
2002-09-11,122.51
2002-09-12,122.814
2002-09-13,122.338
2002-09-16,120.02
2002-09-17,120.267
2002-09-18,120.199
2002-09-19,120.008
2002-09-20,119.571
2002-09-23,119.261
2002-09-24,116.805
2002-09-25,113.687
2002-09-26,113.754
2002-09-27,113.838
2002-09-30,112.916
2002-10-01,112.953
2002-10-02,112.666
2002-10-03,111.819
2002-10-04,111.201
2002-10-07,110.332
2002-10-08,110.015
2002-10-09,107.908
2002-10-10,107.122
2002-10-11,107.407
2002-10-14,108.431
2002-10-15,110.582
2002-10-16,111.314
2002-10-17,110.425
2002-10-18,111.323
2002-10-21,110.874
2002-10-22,111.817
2002-10-23,111.547
2002-10-24,111.447
2002-10-25,111.301
2002-10-28,112.374
2002-10-29,111.962
2002-10-30,112.358
2002-10-31,114.73
2002-11-01,118.524
2002-11-04,121.361
2002-11-05,121.1
2002-11-06,118.81
2002-11-07,117.892
2002-11-08,116.619
2002-11-11,117.563
2002-11-12,117.355
2002-11-13,118.889
2002-11-14,119.286
2002-11-15,120.534
2002-11-18,122.503
2002-11-19,123.235
2002-11-20,122.209
2002-11-21,123.157
2002-11-22,122.942
2002-11-25,122.053
2002-11-26,121.641
2002-11-27,120.506
2002-11-28,121.024
2002-11-29,121.868
2002-12-02,120.291
2002-12-03,120.755
2002-12-04,124.16
2002-12-05,122.157
2002-12-06,123.027
2002-12-09,124.359
2002-12-10,123.072
2002-12-11,125.285
2002-12-12,124.718
2002-12-13,122.333
2002-12-16,122.934
2002-12-17,122.638
2002-12-18,120.351
2002-12-19,121.68
2002-12-20,122.074
2002-12-23,121.704
2002-12-24,122.055
2002-12-25,122.055
2002-12-26,122.362
2002-12-27,122.148
2002-12-30,121.499
2002-12-31,121.04
2003-01-01,121.04
2003-01-02,125.419
2003-01-03,127.6
2003-01-06,128.897
2003-01-07,129.931
2003-01-08,129.07
2003-01-09,129.079
2003-01-10,132.053
2003-01-13,135.319
2003-01-14,138.419
2003-01-15,138.833
2003-01-16,136.649
2003-01-17,134.974
2003-01-20,135.064
2003-01-21,138.849
2003-01-22,139.049
2003-01-23,140.272
2003-01-24,139.09
2003-01-27,137.61
2003-01-28,137.103
2003-01-29,138.881
2003-01-30,145.256
2003-01-31,142.795
2003-02-03,144.614
2003-02-04,140.984
2003-02-05,137.853
2003-02-06,135.494
2003-02-07,134.16
2003-02-10,135.55
2003-02-11,135.792
2003-02-12,132.31
2003-02-13,132.0
2003-02-14,132.163
2003-02-17,133.022
2003-02-18,133.006
2003-02-19,133.869
2003-02-20,135.061
2003-02-21,133.512
2003-02-24,133.602
2003-02-25,130.118
2003-02-26,130.536
2003-02-27,123.771
2003-02-28,128.164
2003-03-03,129.864
2003-03-04,131.827
2003-03-05,129.995
2003-03-06,131.128
2003-03-07,129.97
2003-03-10,131.264
2003-03-11,131.199
2003-03-12,128.782
2003-03-13,129.242
2003-03-14,123.592
2003-03-17,123.85
2003-03-18,123.48
2003-03-19,124.547
2003-03-20,126.831
2003-03-21,127.893
2003-03-24,129.674
2003-03-25,129.107
2003-03-26,127.976
2003-03-27,127.911
2003-03-28,128.451
2003-03-31,130.11
2003-04-01,130.501
2003-04-02,129.427
2003-04-03,128.874
2003-04-04,130.858
2003-04-07,130.883
2003-04-08,130.07
2003-04-09,131.436
2003-04-10,131.788
2003-04-11,130.876
2003-04-14,131.047
2003-04-15,131.339
2003-04-16,133.283
2003-04-17,134.828
2003-04-18,134.851
2003-04-21,134.269
2003-04-22,136.464
2003-04-23,138.653
2003-04-24,141.124
2003-04-25,140.544
2003-04-28,141.587
2003-04-29,140.102
2003-04-30,142.681
2003-05-01,144.363
2003-05-02,147.5
2003-05-05,148.263
2003-05-06,152.437
2003-05-07,153.112
2003-05-08,154.338
2003-05-09,155.047
2003-05-12,156.949
2003-05-13,157.02
2003-05-14,156.206
2003-05-15,157.347
2003-05-16,157.842
2003-05-19,159.08
2003-05-20,161.761
2003-05-21,160.928
2003-05-22,164.209
2003-05-23,172.327
2003-05-26,176.009
2003-05-27,176.181
2003-05-28,177.102
2003-05-29,176.351
2003-05-30,175.619
2003-06-02,174.962
2003-06-03,179.153
2003-06-04,179.111
2003-06-05,185.605
2003-06-06,182.756
2003-06-09,181.206
2003-06-10,180.243
2003-06-11,182.846
2003-06-12,184.287
2003-06-13,185.676
2003-06-16,186.635
2003-06-17,186.832
2003-06-18,183.769
2003-06-19,182.715
2003-06-20,182.603
2003-06-23,179.951
2003-06-24,179.639
2003-06-25,179.76
2003-06-26,171.178
2003-06-27,170.477
2003-06-30,172.596
2003-07-01,175.485
2003-07-02,175.486
2003-07-03,176.948
2003-07-04,177.149
2003-07-07,176.4
2003-07-08,173.519
2003-07-09,174.888
2003-07-10,175.855
2003-07-11,175.362
2003-07-14,176.515
2003-07-15,177.558
2003-07-16,177.544
2003-07-17,177.378
2003-07-18,177.174
2003-07-21,177.852
2003-07-22,177.997
2003-07-23,178.977
2003-07-24,176.059
2003-07-25,175.482
2003-07-28,175.209
2003-07-29,174.408
2003-07-30,174.624
2003-07-31,173.072
2003-08-01,174.395
2003-08-04,177.148
2003-08-05,176.559
2003-08-06,176.972
2003-08-07,179.101
2003-08-08,176.335
2003-08-11,177.348
2003-08-12,177.555
2003-08-13,179.532
2003-08-14,178.051
2003-08-15,178.566
2003-08-18,177.747
2003-08-19,177.154
2003-08-20,177.267
2003-08-21,175.185
2003-08-22,173.295
2003-08-25,176.006
2003-08-26,172.998
2003-08-27,174.967
2003-08-28,175.485
2003-08-29,179.996
2003-09-01,181.7
2003-09-02,179.246
2003-09-03,180.45
2003-09-04,183.908
2003-09-05,187.534
2003-09-08,188.629
2003-09-09,190.43
2003-09-10,190.121
2003-09-11,188.15
2003-09-12,190.462
2003-09-15,191.783
2003-09-16,191.623
2003-09-17,193.579
2003-09-18,194.354
2003-09-19,194.266
2003-09-22,195.825
2003-09-23,195.32
2003-09-24,195.278
2003-09-25,193.992
2003-09-26,194.403
2003-09-29,194.795
2003-09-30,194.994
2003-10-01,196.073
2003-10-02,197.063
2003-10-03,197.323
2003-10-06,200.795
2003-10-07,203.189
2003-10-08,205.478
2003-10-09,206.364
2003-10-10,206.265
2003-10-13,205.697
2003-10-14,205.992
2003-10-15,206.544
2003-10-16,207.113
2003-10-17,206.581
2003-10-20,205.789
2003-10-21,208.383
2003-10-22,211.3
2003-10-23,208.114
2003-10-24,209.8
2003-10-27,209.42
2003-10-28,208.406
2003-10-29,210.085
2003-10-30,209.911
2003-10-31,209.28
2003-11-03,206.877
2003-11-04,206.381
2003-11-05,206.225
2003-11-06,205.123
2003-11-07,207.797
2003-11-10,208.375
2003-11-11,208.485
2003-11-12,210.777
2003-11-13,212.772
2003-11-14,214.69
2003-11-17,213.057
2003-11-18,214.143
2003-11-19,213.022
2003-11-20,212.712
2003-11-21,213.197
2003-11-24,210.238
2003-11-25,213.297
2003-11-26,218.921
2003-11-27,223.327
2003-11-28,223.971
2003-12-01,222.324
2003-12-02,225.2
2003-12-03,226.359
2003-12-04,225.886
2003-12-05,225.092
2003-12-08,227.274
2003-12-09,228.594
2003-12-10,229.079
2003-12-11,226.622
2003-12-12,231.077
2003-12-15,232.927
2003-12-16,231.682
2003-12-17,233.642
2003-12-18,236.729
2003-12-19,237.493
2003-12-22,239.586
2003-12-23,239.047
2003-12-24,239.721
2003-12-25,239.721
2003-12-26,239.625
2003-12-29,241.925
2003-12-30,244.932
2003-12-31,245.872
2004-01-01,245.872
2004-01-02,247.742
2004-01-05,250.784
2004-01-06,250.98
2004-01-07,255.352
2004-01-08,259.528
2004-01-09,262.621
2004-01-12,261.315
2004-01-13,258.851
2004-01-14,257.789
2004-01-15,256.724
2004-01-16,252.905
2004-01-19,256.088
2004-01-20,260.252
2004-01-21,262.278
2004-01-22,266.934
2004-01-23,263.807
2004-01-26,262.058
2004-01-27,261.372
2004-01-28,259.986
2004-01-29,257.678
2004-01-30,256.377
2004-02-02,256.162
2004-02-03,256.543
2004-02-04,255.078
2004-02-05,256.201
2004-02-06,260.155
2004-02-09,264.933
2004-02-10,262.562
2004-02-11,262.018
2004-02-12,264.872
2004-02-13,265.684
2004-02-16,265.0
2004-02-17,266.813
2004-02-18,280.102
2004-02-19,291.046
2004-02-20,284.646
2004-02-23,289.757
2004-02-24,290.75
2004-02-25,289.616
2004-02-26,287.024
2004-02-27,292.692
2004-03-01,299.264
2004-03-02,304.188
2004-03-03,302.965
2004-03-04,303.467
2004-03-05,309.701
2004-03-08,312.438
2004-03-09,311.581
2004-03-10,303.617
2004-03-11,296.97
2004-03-12,297.756
2004-03-15,299.439
2004-03-16,302.526
2004-03-17,304.452
2004-03-18,314.058
2004-03-19,322.266
2004-03-22,315.292
2004-03-23,317.154
2004-03-24,312.401
2004-03-25,317.091
2004-03-26,318.775
2004-03-29,318.984
2004-03-30,319.341
2004-03-31,324.701
2004-04-01,329.759
2004-04-02,331.289
2004-04-05,332.596
2004-04-06,331.433
2004-04-07,330.089
2004-04-08,327.131
2004-04-09,327.131
2004-04-12,326.243
2004-04-13,324.738
2004-04-14,324.303
2004-04-15,324.926
2004-04-16,326.925
2004-04-19,335.903
2004-04-20,338.015
2004-04-21,336.842
2004-04-22,339.251
2004-04-23,343.512
2004-04-26,345.846
2004-04-27,349.748
2004-04-28,342.156
2004-04-29,347.062
2004-04-30,341.208
2004-05-03,340.268
2004-05-04,339.177
2004-05-05,336.811
2004-05-06,334.219
2004-05-07,332.135
2004-05-10,315.61
2004-05-11,322.534
2004-05-12,317.794
2004-05-13,322.305
2004-05-14,322.5
2004-05-17,331.825
2004-05-18,332.702
2004-05-19,341.783
2004-05-20,331.732
2004-05-21,333.989
2004-05-24,331.618
2004-05-25,335.067
2004-05-26,341.452
2004-05-27,344.885
2004-05-28,349.397
2004-05-31,347.114
2004-06-01,347.48
2004-06-02,350.857
2004-06-03,350.06
2004-06-04,351.657
2004-06-07,354.678
2004-06-08,356.185
2004-06-09,354.127
2004-06-10,354.321
2004-06-11,351.952
2004-06-14,352.699
2004-06-15,357.107
2004-06-16,358.805
2004-06-17,360.891
2004-06-18,365.242
2004-06-21,364.773
2004-06-22,364.99
2004-06-23,362.129
2004-06-24,365.51
2004-06-25,364.957
2004-06-28,370.546
2004-06-29,369.884
2004-06-30,374.439
2004-07-01,373.903
2004-07-02,376.371
2004-07-05,375.648
2004-07-06,375.678
2004-07-07,377.556
2004-07-08,380.67
2004-07-09,380.574
2004-07-12,380.854
2004-07-13,377.996
2004-07-14,380.289
2004-07-15,379.498
2004-07-16,382.134
2004-07-19,379.906
2004-07-20,380.78
2004-07-21,375.022
2004-07-22,377.348
2004-07-23,371.573
2004-07-26,371.844
2004-07-27,368.859
2004-07-28,368.576
2004-07-29,371.035
2004-07-30,369.153
2004-08-02,369.181
2004-08-03,371.007
2004-08-04,369.79
2004-08-05,370.686
2004-08-06,377.549
2004-08-09,376.371
2004-08-10,373.969
2004-08-11,372.372
2004-08-12,372.893
2004-08-13,376.127
2004-08-16,378.571
2004-08-17,378.375
2004-08-18,377.25
2004-08-19,379.816
2004-08-20,381.753
2004-08-23,379.432
2004-08-24,377.178
2004-08-25,377.101
2004-08-26,376.91
2004-08-27,375.801
2004-08-30,376.75
2004-08-31,378.915
2004-09-01,381.896
2004-09-02,380.867
2004-09-03,378.521
2004-09-06,381.266
2004-09-07,383.82
2004-09-08,384.442
2004-09-09,385.256
2004-09-10,389.537
2004-09-13,387.823
2004-09-14,391.154
2004-09-15,388.608
2004-09-16,390.094
2004-09-17,391.821
2004-09-20,393.231
2004-09-21,397.664
2004-09-22,397.349
2004-09-23,400.026
2004-09-24,397.919
2004-09-27,398.352
2004-09-28,398.396
2004-09-29,398.951
2004-09-30,401.393
2004-10-01,404.924
2004-10-04,404.5
2004-10-05,404.925
2004-10-06,403.108
2004-10-07,403.167
2004-10-08,409.248
2004-10-11,407.83
2004-10-12,404.509
2004-10-13,405.336
2004-10-14,408.45
2004-10-15,411.932
2004-10-18,412.287
2004-10-19,415.876
2004-10-20,414.286
2004-10-21,414.65
2004-10-22,417.436
2004-10-25,421.018
2004-10-26,421.094
2004-10-27,422.2
2004-10-28,420.84
2004-10-29,417.391
2004-11-01,420.632
2004-11-02,421.115
2004-11-03,427.337
2004-11-04,428.736
2004-11-05,432.122
2004-11-08,436.303
2004-11-09,437.015
2004-11-10,440.273
2004-11-11,440.486
2004-11-12,443.848
2004-11-15,447.146
2004-11-16,451.692
2004-11-17,454.442
2004-11-18,451.433
2004-11-19,454.586
2004-11-22,454.51
2004-11-23,460.344
2004-11-24,460.152
2004-11-25,457.5
2004-11-26,459.906
2004-11-29,461.792
2004-11-30,462.707
2004-12-01,465.687
2004-12-02,466.235
2004-12-03,469.113
2004-12-06,469.701
2004-12-07,470.567
2004-12-08,461.569
2004-12-09,462.239
2004-12-10,462.358
2004-12-13,465.644
2004-12-14,467.832
2004-12-15,474.96
2004-12-16,475.481
2004-12-17,474.64
2004-12-20,485.498
2004-12-21,485.13
2004-12-22,486.556
2004-12-23,490.355
2004-12-24,491.625
2004-12-27,494.694
2004-12-28,493.986
2004-12-29,494.308
2004-12-30,494.518
2004-12-31,494.796
2005-01-03,490.009
2005-01-04,489.834
2005-01-05,489.579
2005-01-06,487.51
2005-01-07,491.448
2005-01-10,495.23
2005-01-11,501.063
2005-01-12,515.111
2005-01-13,514.014
2005-01-14,508.343
2005-01-17,511.782
2005-01-18,513.423
2005-01-19,518.519
2005-01-20,515.071
2005-01-21,514.598
2005-01-24,510.098
2005-01-25,505.535
2005-01-26,513.999
2005-01-27,513.637
2005-01-28,510.181
2005-01-31,508.516
2005-02-01,506.374
2005-02-02,509.903
2005-02-03,511.282
2005-02-04,513.382
2005-02-07,511.827
2005-02-08,509.643
2005-02-09,515.048
2005-02-10,522.681
2005-02-11,531.886
2005-02-14,536.326
2005-02-15,535.219
2005-02-16,535.529
2005-02-17,542.274
2005-02-18,537.723
2005-02-21,534.238
2005-02-22,534.034
2005-02-23,529.921
2005-02-24,529.204
2005-02-25,530.89
2005-02-28,539.378
2005-03-01,537.52
2005-03-02,532.103
2005-03-03,532.378
2005-03-04,535.997
2005-03-07,533.985
2005-03-08,540.412
2005-03-09,537.497
2005-03-10,533.826
2005-03-11,539.574
2005-03-14,537.775
2005-03-15,537.561
2005-03-16,540.56
2005-03-17,540.672
2005-03-18,536.272
2005-03-21,531.665
2005-03-22,536.415
2005-03-23,527.426
2005-03-24,521.607
2005-03-25,521.607
2005-03-28,517.946
2005-03-29,517.984
2005-03-30,517.391
2005-03-31,517.715
2005-04-01,518.932
2005-04-04,515.32
2005-04-05,513.69
2005-04-06,517.371
2005-04-07,522.744
2005-04-08,523.628
2005-04-11,527.908
2005-04-12,522.93
2005-04-13,527.972
2005-04-14,524.447
2005-04-15,525.277
2005-04-18,520.312
2005-04-19,522.274
2005-04-20,523.35
2005-04-21,525.348
2005-04-22,525.174
2005-04-25,516.561
2005-04-26,512.88
2005-04-27,499.437
2005-04-28,498.852
2005-04-29,500.705
2005-05-02,497.951
2005-05-03,499.356
2005-05-04,503.942
2005-05-05,507.705
2005-05-06,502.961
2005-05-09,501.453
2005-05-10,501.435
2005-05-11,496.467
2005-05-12,494.501
2005-05-13,493.422
2005-05-16,493.822
2005-05-17,491.509
2005-05-18,495.015
2005-05-19,496.166
2005-05-20,490.306
2005-05-23,496.606
2005-05-24,497.137
2005-05-25,499.676
2005-05-26,497.562
2005-05-27,498.721
2005-05-30,496.721
2005-05-31,494.745
2005-06-01,490.234
2005-06-02,488.688
2005-06-03,490.977
2005-06-06,491.337
2005-06-07,489.532
2005-06-08,490.211
2005-06-09,482.423
2005-06-10,479.398
2005-06-13,477.068
2005-06-14,479.387
2005-06-15,485.667
2005-06-16,483.865
2005-06-17,493.56
2005-06-20,491.381
2005-06-21,493.669
2005-06-22,492.116
2005-06-23,491.018
2005-06-24,494.176
2005-06-27,496.612
2005-06-28,491.066
2005-06-29,493.137
2005-06-30,495.786
2005-07-01,489.177
2005-07-04,485.902
2005-07-05,485.517
2005-07-06,489.498
2005-07-07,488.221
2005-07-08,487.637
2005-07-11,496.93
2005-07-12,502.494
2005-07-13,498.06
2005-07-14,498.157
2005-07-15,493.66
2005-07-18,497.285
2005-07-19,497.304
2005-07-20,497.253
2005-07-21,506.578
2005-07-22,507.381
2005-07-25,503.446
2005-07-26,503.493
2005-07-27,508.497
2005-07-28,511.215
2005-07-29,518.662
2005-08-01,522.637
2005-08-02,524.279
2005-08-03,527.426
2005-08-04,526.741
2005-08-05,526.092
2005-08-08,527.639
2005-08-09,529.161
2005-08-10,531.101
2005-08-11,533.909
2005-08-12,533.819
2005-08-15,525.83
2005-08-16,523.837
2005-08-17,518.859
2005-08-18,514.128
2005-08-19,511.987
2005-08-22,517.774
2005-08-23,514.175
2005-08-24,515.049
2005-08-25,512.674
2005-08-26,517.424
2005-08-29,513.448
2005-08-30,513.479
2005-08-31,514.479
2005-09-01,525.422
2005-09-02,532.571
2005-09-05,529.034
2005-09-06,530.017
2005-09-07,530.155
2005-09-08,530.818
2005-09-09,532.825
2005-09-12,519.241
2005-09-13,511.207
2005-09-14,511.907
2005-09-15,504.995
2005-09-16,504.425
2005-09-19,501.259
2005-09-20,505.216
2005-09-21,506.871
2005-09-22,498.71
2005-09-23,500.096
2005-09-26,497.712
2005-09-27,499.646
2005-09-28,498.217
2005-09-29,502.189
2005-09-30,505.561
2005-10-03,503.348
2005-10-04,504.206
2005-10-05,504.025
2005-10-06,513.346
2005-10-07,513.551
2005-10-10,506.25
2005-10-11,501.13
2005-10-12,500.967
2005-10-13,492.879
2005-10-14,495.732
2005-10-17,492.123
2005-10-18,487.893
2005-10-19,484.084
2005-10-20,481.274
2005-10-21,473.598
2005-10-24,474.886
2005-10-25,482.701
2005-10-26,484.32
2005-10-27,480.96
2005-10-28,478.494
2005-10-31,479.003
2005-11-01,484.075
2005-11-02,494.848
2005-11-03,496.913
2005-11-04,486.796
2005-11-07,489.612
2005-11-08,488.267
2005-11-09,489.328
