Date,IRELAND SMALL GROWTH Small Cap
2017-11-30,3048.747
2017-12-29,3164.435
2018-01-31,3250.637
2018-02-28,3079.314
2018-03-30,3104.047
2018-04-30,3188.551
2018-05-31,3247.07
2018-06-29,3367.099
2018-07-31,3189.163
2018-08-31,3277.488
2018-09-28,3154.043
2018-10-31,2930.352
2018-11-30,2845.833
2018-12-31,2711.536
2019-01-31,2999.377
2019-02-28,3099.08
2019-03-29,3105.976
2019-04-30,3070.716
2019-05-31,2870.606
2019-06-28,2869.141
2019-07-31,2571.247
2019-08-30,2367.455
2019-09-30,2559.638
2019-10-31,2541.097
2019-11-29,2587.022
2019-12-31,2579.855
2020-01-31,2551.058
2020-02-28,2402.604
2020-03-31,2028.164
2020-04-30,2091.275
2020-05-29,2213.375
2020-06-30,2237.987
2020-07-31,2438.234
2020-08-31,2392.61
2020-09-30,2258.493
2020-10-30,2152.369
2020-11-30,2616.497
2020-12-31,2787.29
2021-01-29,2778.41
2021-02-26,2693.619
2021-03-31,2867.457
2021-04-30,3101.677
2021-05-31,3426.984
2021-06-30,3276.414
2021-07-30,3492.432
2021-08-31,3655.17
2021-09-30,3704.142
2021-10-29,3746.227
2021-11-30,3692.59
2021-12-31,4054.513
2022-01-31,3756.278
2022-02-28,3582.225
2022-03-31,3607.834
2022-04-29,3442.849
2022-05-31,3198.52
2022-06-30,2660.287
2022-07-29,2894.523
2022-08-31,2826.516
2022-09-30,2440.945
2022-10-31,2753.689
2022-11-30,2860.467
2022-12-30,2631.493
2023-01-31,2939.428
2023-02-28,2896.382
2023-03-31,2818.593
2023-04-28,2826.246
2023-05-31,2984.618
2023-06-30,3025.737
2023-07-31,2932.479
2023-08-31,2797.196
2023-09-29,2464.838
2023-10-31,2311.432
2023-11-30,2694.403
2023-12-29,3072.009
2024-01-31,3109.022
2024-02-29,2972.045
2024-03-29,3159.427
2024-04-30,3163.271
2024-05-31,3416.089
2024-06-28,3138.878
2024-07-31,3581.052
2024-08-30,3742.304
2024-09-30,3943.961
2024-10-31,3910.169
2024-11-29,3652.606
2024-12-31,3869.091
2025-01-31,3996.56
2025-02-28,3754.348
2025-03-31,3665.242
2025-04-30,4116.657
2025-05-30,4631.269
2025-06-30,4889.516
2025-07-31,4937.466
2025-08-29,5126.893
2025-09-30,4935.586
2025-10-31,4817.925
