Date,KOKUSAI INDEX (WORLD ex JP) MID VALUE Mid Cap
2001-05-03,379.042
2001-05-04,381.572
2001-05-07,381.21
2001-05-08,380.919
2001-05-09,380.682
2001-05-10,382.863
2001-05-11,381.221
2001-05-14,380.882
2001-05-15,383.635
2001-05-16,389.536
2001-05-17,392.58
2001-05-18,393.41
2001-05-21,396.804
2001-05-22,396.168
2001-05-23,392.155
2001-05-24,391.331
2001-05-25,390.118
2001-05-28,390.595
2001-05-29,388.66
2001-05-30,385.7
2001-05-31,387.519
2001-06-01,388.207
2001-06-04,389.39
2001-06-05,391.506
2001-06-06,389.473
2001-06-07,390.488
2001-06-08,389.554
2001-06-11,386.355
2001-06-12,385.92
2001-06-13,385.837
2001-06-14,381.37
2001-06-15,381.13
2001-06-18,380.322
2001-06-19,380.063
2001-06-20,379.382
2001-06-21,380.747
2001-06-22,379.579
2001-06-25,378.875
2001-06-26,378.982
2001-06-27,380.034
2001-06-28,381.092
2001-06-29,384.483
2001-07-02,385.57
2001-07-03,385.907
2001-07-04,385.572
2001-07-05,383.091
2001-07-06,378.88
2001-07-09,379.081
2001-07-10,378.099
2001-07-11,377.589
2001-07-12,380.501
2001-07-13,381.565
2001-07-16,379.961
2001-07-17,380.26
2001-07-18,381.962
2001-07-19,382.717
2001-07-20,381.262
2001-07-23,378.65
2001-07-24,374.441
2001-07-25,376.869
2001-07-26,379.348
2001-07-27,380.373
2001-07-30,381.82
2001-07-31,384.177
2001-08-01,386.759
2001-08-02,388.936
2001-08-03,388.749
2001-08-06,385.642
2001-08-07,385.149
2001-08-08,382.151
2001-08-09,382.185
2001-08-10,384.652
2001-08-13,385.942
2001-08-14,386.629
2001-08-15,388.125
2001-08-16,388.311
2001-08-17,386.158
2001-08-20,385.779
2001-08-21,385.714
2001-08-22,387.138
2001-08-23,386.252
2001-08-24,387.896
2001-08-27,386.603
2001-08-28,385.033
2001-08-29,383.56
2001-08-30,379.711
2001-08-31,380.59
2001-09-03,379.538
2001-09-04,379.019
2001-09-05,376.868
2001-09-06,372.842
2001-09-07,368.381
2001-09-10,364.655
2001-09-11,359.903
2001-09-12,358.246
2001-09-13,359.114
2001-09-14,356.619
2001-09-17,342.347
2001-09-18,338.97
2001-09-19,334.826
2001-09-20,323.49
2001-09-21,314.824
2001-09-24,323.695
2001-09-25,327.687
2001-09-26,327.089
2001-09-27,329.69
2001-09-28,336.506
2001-10-01,334.93
2001-10-02,337.721
2001-10-03,342.704
2001-10-04,344.499
2001-10-05,344.572
2001-10-08,341.154
2001-10-09,341.257
2001-10-10,344.22
2001-10-11,349.12
2001-10-12,347.958
2001-10-15,347.472
2001-10-16,350.708
2001-10-17,347.894
2001-10-18,343.681
2001-10-19,343.04
2001-10-22,344.279
2001-10-23,344.382
2001-10-24,344.416
2001-10-25,345.967
2001-10-26,348.159
2001-10-29,345.916
2001-10-30,341.696
2001-10-31,342.374
2001-11-01,346.089
2001-11-02,347.043
2001-11-05,351.196
2001-11-06,353.965
2001-11-07,354.799
2001-11-08,355.269
2001-11-09,354.959
2001-11-12,353.428
2001-11-13,356.982
2001-11-14,358.939
2001-11-15,359.384
2001-11-16,360.242
2001-11-19,362.87
2001-11-20,362.488
2001-11-21,360.006
2001-11-22,360.683
2001-11-23,362.619
2001-11-26,364.19
2001-11-27,363.524
2001-11-28,360.962
2001-11-29,362.756
2001-11-30,363.907
2001-12-03,362.037
2001-12-04,366.066
2001-12-05,372.233
2001-12-06,373.816
2001-12-07,373.598
2001-12-10,369.442
2001-12-11,368.661
2001-12-12,368.382
2001-12-13,365.249
2001-12-14,366.43
2001-12-17,368.744
2001-12-18,371.805
2001-12-19,371.747
2001-12-20,370.503
2001-12-21,370.753
2001-12-24,371.27
2001-12-25,371.27
2001-12-26,372.948
2001-12-27,376.388
2001-12-28,378.125
2001-12-31,378.263
2002-01-01,378.263
2002-01-02,378.819
2002-01-03,381.513
2002-01-04,384.65
2002-01-07,384.425
2002-01-08,382.193
2002-01-09,381.606
2002-01-10,380.942
2002-01-11,379.216
2002-01-14,377.015
2002-01-15,377.748
2002-01-16,373.698
2002-01-17,375.293
2002-01-18,374.659
2002-01-21,374.648
2002-01-22,374.138
2002-01-23,376.376
2002-01-24,378.215
2002-01-25,377.424
2002-01-28,377.913
2002-01-29,373.879
2002-01-30,374.589
2002-01-31,378.689
2002-02-01,378.356
2002-02-04,374.828
2002-02-05,373.056
2002-02-06,371.009
2002-02-07,370.264
2002-02-08,373.209
2002-02-11,377.546
2002-02-12,377.528
2002-02-13,380.226
2002-02-14,380.693
2002-02-15,380.512
2002-02-18,379.805
2002-02-19,375.735
2002-02-20,376.867
2002-02-21,376.981
2002-02-22,378.341
2002-02-25,380.711
2002-02-26,382.755
2002-02-27,384.167
2002-02-28,383.858
2002-03-01,387.598
2002-03-04,395.063
2002-03-05,394.485
2002-03-06,399.341
2002-03-07,400.895
2002-03-08,401.121
2002-03-11,401.891
2002-03-12,400.117
2002-03-13,399.431
2002-03-14,401.325
2002-03-15,403.868
2002-03-18,405.254
2002-03-19,407.323
2002-03-20,405.17
2002-03-21,404.726
2002-03-22,404.447
2002-03-25,400.711
2002-03-26,402.133
2002-03-27,404.789
2002-03-28,406.149
2002-03-29,406.149
2002-04-01,406.434
2002-04-02,405.722
2002-04-03,402.856
2002-04-04,403.135
2002-04-05,404.428
2002-04-08,404.322
2002-04-09,405.788
2002-04-10,410.937
2002-04-11,408.265
2002-04-12,409.234
2002-04-15,408.214
2002-04-16,411.516
2002-04-17,412.975
2002-04-18,412.71
2002-04-19,413.49
2002-04-22,411.113
2002-04-23,411.617
2002-04-24,411.354
2002-04-25,411.059
2002-04-26,409.653
2002-04-29,407.843
2002-04-30,411.075
2002-05-01,412.952
2002-05-02,414.442
2002-05-03,415.34
2002-05-06,412.032
2002-05-07,410.287
2002-05-08,414.036
2002-05-09,411.724
2002-05-10,409.437
2002-05-13,411.467
2002-05-14,414.028
2002-05-15,414.495
2002-05-16,414.393
2002-05-17,416.643
2002-05-20,415.007
2002-05-21,412.894
2002-05-22,413.657
2002-05-23,415.283
2002-05-24,414.485
2002-05-27,414.056
2002-05-28,413.407
2002-05-29,412.412
2002-05-30,411.502
2002-05-31,413.208
2002-06-03,407.816
2002-06-04,405.393
2002-06-05,405.463
2002-06-06,401.959
2002-06-07,402.158
2002-06-10,402.65
2002-06-11,399.688
2002-06-12,398.97
2002-06-13,395.592
2002-06-14,391.387
2002-06-17,399.733
2002-06-18,400.47
2002-06-19,398.219
2002-06-20,394.774
2002-06-21,392.532
2002-06-24,389.413
2002-06-25,387.353
2002-06-26,384.012
2002-06-27,387.122
2002-06-28,392.275
2002-07-01,387.599
2002-07-02,379.576
2002-07-03,374.145
2002-07-04,374.977
2002-07-05,384.11
2002-07-08,383.549
2002-07-09,378.452
2002-07-10,368.622
2002-07-11,364.848
2002-07-12,362.569
2002-07-15,358.27
2002-07-16,354.232
2002-07-17,355.476
2002-07-18,352.525
2002-07-19,342.478
2002-07-22,331.321
2002-07-23,321.106
2002-07-24,328.885
2002-07-25,334.748
2002-07-26,334.613
2002-07-29,348.998
2002-07-30,351.691
2002-07-31,354.18
2002-08-01,346.232
2002-08-02,340.406
2002-08-05,331.368
2002-08-06,337.097
2002-08-07,339.583
2002-08-08,347.373
2002-08-09,350.009
2002-08-12,349.806
2002-08-13,346.404
2002-08-14,351.966
2002-08-15,356.032
2002-08-16,354.883
2002-08-19,359.497
2002-08-20,356.773
2002-08-21,360.954
2002-08-22,366.294
2002-08-23,361.673
2002-08-26,364.196
2002-08-27,364.245
2002-08-28,358.146
2002-08-29,356.274
2002-08-30,357.207
2002-09-02,356.508
2002-09-03,347.624
2002-09-04,349.924
2002-09-05,346.182
2002-09-06,349.789
2002-09-09,350.126
2002-09-10,351.271
2002-09-11,352.425
2002-09-12,345.426
2002-09-13,345.201
2002-09-16,343.255
2002-09-17,337.657
2002-09-18,334.246
2002-09-19,327.973
2002-09-20,328.789
2002-09-23,323.479
2002-09-24,315.957
2002-09-25,321.225
2002-09-26,329.065
2002-09-27,323.156
2002-09-30,319.549
2002-10-01,325.375
2002-10-02,319.842
2002-10-03,316.266
2002-10-04,310.113
2002-10-07,303.706
2002-10-08,304.566
2002-10-09,295.575
2002-10-10,305.569
2002-10-11,316.569
2002-10-14,316.157
2002-10-15,328.611
2002-10-16,322.296
2002-10-17,329.759
2002-10-18,330.031
2002-10-21,336.315
2002-10-22,331.95
2002-10-23,331.8
2002-10-24,331.415
2002-10-25,332.949
2002-10-28,333.061
2002-10-29,328.302
2002-10-30,331.279
2002-10-31,333.278
2002-11-01,336.478
2002-11-04,340.883
2002-11-05,341.744
2002-11-06,344.242
2002-11-07,338.696
2002-11-08,335.138
2002-11-11,330.389
2002-11-12,332.825
2002-11-13,330.71
2002-11-14,336.311
2002-11-15,338.978
2002-11-18,338.185
2002-11-19,337.08
2002-11-20,340.072
2002-11-21,347.805
2002-11-22,348.794
2002-11-25,347.826
2002-11-26,342.833
2002-11-27,348.814
2002-11-28,350.701
2002-11-29,351.753
2002-12-02,351.142
2002-12-03,347.313
2002-12-04,345.426
2002-12-05,343.217
2002-12-06,343.863
2002-12-09,339.071
2002-12-10,342.052
2002-12-11,343.949
2002-12-12,343.703
2002-12-13,341.653
2002-12-16,347.103
2002-12-17,345.77
2002-12-18,342.104
2002-12-19,340.518
2002-12-20,344.287
2002-12-23,343.853
2002-12-24,343.228
2002-12-25,343.228
2002-12-26,343.795
2002-12-27,339.209
2002-12-30,342.214
2002-12-31,344.011
2003-01-01,344.011
2003-01-02,352.069
2003-01-03,352.086
2003-01-06,358.189
2003-01-07,354.183
2003-01-08,350.024
2003-01-09,354.757
2003-01-10,355.545
2003-01-13,355.286
2003-01-14,356.293
2003-01-15,352.845
2003-01-16,352.816
2003-01-17,350.304
2003-01-20,349.915
2003-01-21,345.007
2003-01-22,341.784
2003-01-23,343.534
2003-01-24,338.744
2003-01-27,331.288
2003-01-28,333.531
2003-01-29,333.649
2003-01-30,331.753
2003-01-31,334.779
2003-02-03,337.083
2003-02-04,333.264
2003-02-05,333.005
2003-02-06,329.854
2003-02-07,327.092
2003-02-10,327.401
2003-02-11,326.357
2003-02-12,322.189
2003-02-13,322.338
2003-02-14,325.576
2003-02-17,327.09
2003-02-18,330.78
2003-02-19,328.734
2003-02-20,327.598
2003-02-21,330.875
2003-02-24,326.696
2003-02-25,324.449
2003-02-26,322.179
2003-02-27,324.406
2003-02-28,326.837
2003-03-03,326.929
2003-03-04,322.221
2003-03-05,323.161
2003-03-06,321.378
2003-03-07,320.938
2003-03-10,315.225
2003-03-11,312.714
2003-03-12,309.57
2003-03-13,317.72
2003-03-14,319.336
2003-03-17,326.997
2003-03-18,328.721
2003-03-19,330.119
2003-03-20,331.298
2003-03-21,338.188
2003-03-24,328.951
2003-03-25,332.083
2003-03-26,331.401
2003-03-27,330.51
2003-03-28,329.514
2003-03-31,326.022
2003-04-01,328.439
2003-04-02,333.675
2003-04-03,332.506
2003-04-04,333.786
2003-04-07,336.655
2003-04-08,334.438
2003-04-09,332.646
2003-04-10,334.373
2003-04-11,333.905
2003-04-14,338.384
2003-04-15,341.952
2003-04-16,340.23
2003-04-17,344.079
2003-04-18,344.079
2003-04-21,343.908
2003-04-22,350.006
2003-04-23,353.016
2003-04-24,350.892
2003-04-25,346.748
2003-04-28,352.053
2003-04-29,353.039
2003-04-30,355.292
2003-05-01,355.221
2003-05-02,358.501
2003-05-05,360.321
2003-05-06,364.922
2003-05-07,363.082
2003-05-08,360.564
2003-05-09,364.556
2003-05-12,367.579
2003-05-13,367.886
2003-05-14,368.29
2003-05-15,370.394
2003-05-16,372.759
2003-05-19,366.524
2003-05-20,366.651
2003-05-21,367.965
2003-05-22,371.0
2003-05-23,373.857
2003-05-26,374.33
2003-05-27,378.14
2003-05-28,378.9
2003-05-29,378.444
2003-05-30,384.069
2003-06-02,387.42
2003-06-03,386.148
2003-06-04,390.688
2003-06-05,393.367
2003-06-06,394.2
2003-06-09,389.407
2003-06-10,390.364
2003-06-11,396.041
2003-06-12,397.034
2003-06-13,393.193
2003-06-16,399.785
2003-06-17,400.414
2003-06-18,397.897
2003-06-19,393.317
2003-06-20,393.369
2003-06-23,387.61
2003-06-24,386.5
2003-06-25,386.881
2003-06-26,387.46
2003-06-27,386.594
2003-06-30,385.72
2003-07-01,386.453
2003-07-02,390.293
2003-07-03,390.306
2003-07-04,389.904
2003-07-07,394.871
2003-07-08,395.352
2003-07-09,393.206
2003-07-10,388.929
2003-07-11,391.65
2003-07-14,394.82
2003-07-15,392.218
2003-07-16,390.199
2003-07-17,387.564
2003-07-18,391.05
2003-07-21,389.177
2003-07-22,392.016
2003-07-23,392.426
2003-07-24,394.388
2003-07-25,398.25
2003-07-28,397.995
2003-07-29,396.664
2003-07-30,395.887
2003-07-31,396.665
2003-08-01,394.429
2003-08-04,394.098
2003-08-05,391.314
2003-08-06,390.84
2003-08-07,392.665
2003-08-08,393.982
2003-08-11,394.507
2003-08-12,397.234
2003-08-13,397.312
2003-08-14,400.12
2003-08-15,400.146
2003-08-18,401.962
2003-08-19,402.894
2003-08-20,404.418
2003-08-21,405.933
2003-08-22,402.104
2003-08-25,401.73
2003-08-26,400.311
2003-08-27,400.922
2003-08-28,403.637
2003-08-29,406.135
2003-09-01,407.531
2003-09-02,410.127
2003-09-03,412.605
2003-09-04,412.641
2003-09-05,412.241
2003-09-08,415.373
2003-09-09,412.507
2003-09-10,408.035
2003-09-11,409.189
2003-09-12,410.959
2003-09-15,411.115
2003-09-16,413.599
2003-09-17,413.349
2003-09-18,418.267
2003-09-19,418.823
2003-09-22,415.408
2003-09-23,416.642
2003-09-24,413.202
2003-09-25,410.033
2003-09-26,407.472
2003-09-29,409.955
2003-09-30,407.612
2003-10-01,414.96
2003-10-02,416.905
2003-10-03,421.713
2003-10-06,423.837
2003-10-07,424.649
2003-10-08,424.793
2003-10-09,426.602
2003-10-10,426.963
2003-10-13,430.305
2003-10-14,431.756
2003-10-15,432.024
2003-10-16,433.044
2003-10-17,429.466
2003-10-20,429.858
2003-10-21,429.454
2003-10-22,426.272
2003-10-23,426.814
2003-10-24,426.365
2003-10-27,428.954
2003-10-28,431.555
2003-10-29,433.664
2003-10-30,436.137
2003-10-31,436.529
2003-11-03,438.937
2003-11-04,437.759
2003-11-05,437.293
2003-11-06,438.937
2003-11-07,440.154
2003-11-10,437.845
2003-11-11,436.67
2003-11-12,440.979
2003-11-13,442.661
2003-11-14,442.291
2003-11-17,437.711
2003-11-18,436.218
2003-11-19,437.341
2003-11-20,434.987
2003-11-21,436.304
2003-11-24,440.445
2003-11-25,443.491
2003-11-26,446.478
2003-11-27,446.88
2003-11-28,447.269
2003-12-01,452.93
2003-12-02,453.904
2003-12-03,454.494
2003-12-04,454.697
2003-12-05,453.633
2003-12-08,456.837
2003-12-09,455.859
2003-12-10,453.109
2003-12-11,455.023
2003-12-12,457.768
2003-12-15,455.957
2003-12-16,456.906
2003-12-17,457.817
2003-12-18,462.122
2003-12-19,461.963
2003-12-22,463.974
2003-12-23,465.49
2003-12-24,466.217
2003-12-25,466.217
2003-12-26,466.836
2003-12-29,470.858
2003-12-30,472.716
2003-12-31,473.8
2004-01-01,473.8
2004-01-02,473.668
2004-01-05,477.952
2004-01-06,479.054
2004-01-07,478.426
2004-01-08,480.539
2004-01-09,481.032
2004-01-12,481.487
2004-01-13,480.834
2004-01-14,483.667
2004-01-15,482.644
2004-01-16,483.697
2004-01-19,483.616
2004-01-20,486.398
2004-01-21,490.549
2004-01-22,490.915
2004-01-23,490.127
2004-01-26,489.899
2004-01-27,489.004
2004-01-28,485.122
2004-01-29,481.394
2004-01-30,482.291
2004-02-02,483.733
2004-02-03,485.056
2004-02-04,481.097
2004-02-05,482.524
2004-02-06,489.078
2004-02-09,491.655
2004-02-10,494.044
2004-02-11,497.883
2004-02-12,499.87
2004-02-13,498.004
2004-02-16,498.742
2004-02-17,503.591
2004-02-18,502.894
2004-02-19,501.9
2004-02-20,498.138
2004-02-23,497.914
2004-02-24,497.201
2004-02-25,498.32
2004-02-26,498.071
2004-02-27,500.62
2004-03-01,506.777
2004-03-02,504.513
2004-03-03,503.079
2004-03-04,505.118
2004-03-05,510.177
2004-03-08,508.199
2004-03-09,504.426
2004-03-10,495.193
2004-03-11,486.243
2004-03-12,490.461
2004-03-15,484.594
2004-03-16,488.252
2004-03-17,493.604
2004-03-18,494.301
2004-03-19,491.895
2004-03-22,485.766
2004-03-23,485.636
2004-03-24,482.128
2004-03-25,487.608
2004-03-26,487.071
2004-03-29,493.274
2004-03-30,495.583
2004-03-31,498.774
2004-04-01,503.099
2004-04-02,503.516
2004-04-05,503.255
2004-04-06,502.63
2004-04-07,501.979
2004-04-08,500.971
2004-04-09,500.971
2004-04-12,500.403
2004-04-13,493.959
2004-04-14,489.41
2004-04-15,490.024
2004-04-16,495.705
2004-04-19,496.122
2004-04-20,491.373
2004-04-21,490.379
2004-04-22,497.651
2004-04-23,496.799
2004-04-26,497.036
2004-04-27,498.84
2004-04-28,492.733
2004-04-29,487.697
2004-04-30,486.36
2004-05-03,489.494
2004-05-04,492.564
2004-05-05,494.704
2004-05-06,489.431
2004-05-07,480.04
2004-05-10,469.473
2004-05-11,473.125
2004-05-12,473.804
2004-05-13,475.175
2004-05-14,475.775
2004-05-17,471.682
2004-05-18,474.899
2004-05-19,477.455
2004-05-20,475.899
2004-05-21,479.516
2004-05-24,482.199
2004-05-25,488.79
2004-05-26,491.436
2004-05-27,496.351
2004-05-28,497.578
2004-05-31,497.653
2004-06-01,496.458
2004-06-02,499.235
2004-06-03,496.654
2004-06-04,499.757
2004-06-07,506.436
2004-06-08,505.843
2004-06-09,500.257
2004-06-10,501.693
2004-06-11,500.377
2004-06-14,495.323
2004-06-15,498.994
2004-06-16,500.221
2004-06-17,502.12
2004-06-18,504.743
2004-06-21,505.086
2004-06-22,505.746
2004-06-23,510.146
2004-06-24,510.985
2004-06-25,510.804
2004-06-28,512.143
2004-06-29,510.477
2004-06-30,514.151
2004-07-01,510.985
2004-07-02,511.661
2004-07-05,511.32
2004-07-06,509.082
2004-07-07,511.011
2004-07-08,507.748
2004-07-09,509.004
2004-07-12,509.594
2004-07-13,509.432
2004-07-14,510.34
2004-07-15,509.218
2004-07-16,510.972
2004-07-19,511.236
2004-07-20,512.5
2004-07-21,507.636
2004-07-22,504.717
2004-07-23,501.046
2004-07-26,499.219
2004-07-27,501.796
2004-07-28,502.723
2004-07-29,506.475
2004-07-30,506.987
2004-08-02,508.466
2004-08-03,507.844
2004-08-04,506.116
2004-08-05,501.377
2004-08-06,496.714
2004-08-09,495.981
2004-08-10,501.272
2004-08-11,498.451
2004-08-12,495.374
2004-08-13,496.402
2004-08-16,502.788
2004-08-17,503.32
2004-08-18,506.994
2004-08-19,506.789
2004-08-20,508.802
2004-08-23,508.16
2004-08-24,507.687
2004-08-25,509.878
2004-08-26,511.429
2004-08-27,512.112
2004-08-30,510.464
2004-08-31,513.049
2004-09-01,515.192
2004-09-02,518.864
2004-09-03,518.444
2004-09-06,519.373
2004-09-07,522.634
2004-09-08,520.293
2004-09-09,519.525
2004-09-10,521.971
2004-09-13,523.636
2004-09-14,523.694
2004-09-15,519.899
2004-09-16,523.517
2004-09-17,525.076
2004-09-20,522.778
2004-09-21,527.35
2004-09-22,523.632
2004-09-23,522.04
2004-09-24,523.722
2004-09-27,521.292
2004-09-28,524.824
2004-09-29,527.203
2004-09-30,531.544
2004-10-01,537.641
2004-10-04,538.074
2004-10-05,538.592
2004-10-06,540.822
2004-10-07,537.075
2004-10-08,537.649
2004-10-11,537.67
2004-10-12,534.829
2004-10-13,531.061
2004-10-14,530.234
2004-10-15,533.11
2004-10-18,533.447
2004-10-19,531.641
2004-10-20,532.677
2004-10-21,535.126
2004-10-22,534.261
2004-10-25,535.07
2004-10-26,540.606
2004-10-27,544.873
2004-10-28,544.755
2004-10-29,546.495
2004-11-01,548.259
2004-11-02,548.396
2004-11-03,554.427
2004-11-04,561.655
2004-11-05,563.059
2004-11-08,563.698
2004-11-09,564.213
2004-11-10,566.907
2004-11-11,571.193
2004-11-12,575.978
2004-11-15,575.473
2004-11-16,573.315
2004-11-17,577.181
2004-11-18,577.033
2004-11-19,574.536
2004-11-22,577.758
2004-11-23,580.04
2004-11-24,584.304
2004-11-25,587.228
2004-11-26,589.027
2004-11-29,587.444
2004-11-30,585.6
2004-12-01,591.377
2004-12-02,589.687
2004-12-03,591.974
2004-12-06,591.881
2004-12-07,586.96
2004-12-08,584.613
2004-12-09,585.243
2004-12-10,585.544
2004-12-13,591.009
2004-12-14,593.112
2004-12-15,599.028
2004-12-16,596.092
2004-12-17,595.292
2004-12-20,598.61
2004-12-21,602.082
2004-12-22,603.648
2004-12-23,604.991
2004-12-24,606.012
2004-12-27,605.029
2004-12-28,608.423
2004-12-29,609.356
2004-12-30,610.739
2004-12-31,610.479
2005-01-03,604.071
2005-01-04,597.224
2005-01-05,590.991
2005-01-06,592.401
2005-01-07,591.438
2005-01-10,593.661
2005-01-11,591.464
2005-01-12,594.345
2005-01-13,593.436
2005-01-14,595.511
2005-01-17,596.06
2005-01-18,599.443
2005-01-19,597.903
2005-01-20,593.296
2005-01-21,592.271
2005-01-24,589.789
2005-01-25,589.615
2005-01-26,593.356
2005-01-27,593.673
2005-01-28,591.783
2005-01-31,598.792
2005-02-01,602.576
2005-02-02,606.661
2005-02-03,605.939
2005-02-04,611.98
2005-02-07,610.228
2005-02-08,610.179
2005-02-09,607.723
2005-02-10,610.779
2005-02-11,614.921
2005-02-14,617.377
2005-02-15,619.387
2005-02-16,619.827
2005-02-17,619.512
2005-02-18,620.152
2005-02-21,618.793
2005-02-22,612.912
2005-02-23,613.331
2005-02-24,617.63
2005-02-25,625.204
2005-02-28,623.553
2005-03-01,625.571
2005-03-02,623.832
2005-03-03,625.643
2005-03-04,634.945
2005-03-07,635.801
2005-03-08,635.811
2005-03-09,629.061
2005-03-10,628.186
2005-03-11,628.289
2005-03-14,630.776
2005-03-15,628.415
2005-03-16,624.143
2005-03-17,625.407
2005-03-18,622.47
2005-03-21,619.621
2005-03-22,616.234
2005-03-23,610.956
2005-03-24,612.482
2005-03-25,612.482
2005-03-28,610.918
2005-03-29,606.468
2005-03-30,612.881
2005-03-31,616.407
2005-04-01,617.206
2005-04-04,613.773
2005-04-05,616.019
2005-04-06,618.349
2005-04-07,620.744
2005-04-08,616.955
2005-04-11,619.473
2005-04-12,620.366
2005-04-13,615.273
2005-04-14,605.756
2005-04-15,595.892
2005-04-18,597.013
2005-04-19,603.322
2005-04-20,598.029
2005-04-21,604.736
2005-04-22,604.711
2005-04-25,608.245
2005-04-26,602.166
2005-04-27,598.396
2005-04-28,592.747
2005-04-29,598.166
2005-05-02,600.416
2005-05-03,600.24
2005-05-04,607.166
2005-05-05,607.665
2005-05-06,607.474
2005-05-09,610.183
2005-05-10,606.108
2005-05-11,606.789
2005-05-12,599.417
2005-05-13,594.782
2005-05-16,597.605
2005-05-17,602.042
2005-05-18,609.055
2005-05-19,611.373
2005-05-20,610.698
2005-05-23,614.257
2005-05-24,613.604
2005-05-25,611.366
2005-05-26,614.5
2005-05-27,616.866
2005-05-30,617.073
2005-05-31,614.511
2005-06-01,618.903
2005-06-02,618.832
2005-06-03,617.228
2005-06-06,618.04
2005-06-07,619.987
2005-06-08,620.431
2005-06-09,619.759
2005-06-10,620.536
2005-06-13,622.076
2005-06-14,625.387
2005-06-15,627.149
2005-06-16,630.533
2005-06-17,635.695
2005-06-20,632.981
2005-06-21,632.629
2005-06-22,633.505
2005-06-23,630.066
2005-06-24,625.928
2005-06-27,625.128
2005-06-28,629.76
2005-06-29,630.691
2005-06-30,629.762
2005-07-01,631.23
2005-07-04,629.988
2005-07-05,632.644
2005-07-06,632.14
2005-07-07,630.994
2005-07-08,637.528
2005-07-11,644.19
2005-07-12,646.433
2005-07-13,645.633
2005-07-14,645.381
2005-07-15,644.513
2005-07-18,645.0
2005-07-19,648.366
2005-07-20,651.957
2005-07-21,650.781
2005-07-22,654.359
2005-07-25,651.933
2005-07-26,652.369
2005-07-27,654.547
2005-07-28,659.784
2005-07-29,658.568
2005-08-01,660.325
2005-08-02,665.573
2005-08-03,667.721
2005-08-04,663.95
2005-08-05,656.512
2005-08-08,655.187
2005-08-09,656.956
2005-08-10,660.608
2005-08-11,664.438
2005-08-12,663.23
2005-08-15,663.12
2005-08-16,657.157
2005-08-17,656.021
2005-08-18,651.697
2005-08-19,653.511
2005-08-22,657.378
2005-08-23,654.8
2005-08-24,652.748
2005-08-25,654.209
2005-08-26,651.988
2005-08-29,653.299
2005-08-30,650.625
2005-08-31,659.772
2005-09-01,666.584
2005-09-02,667.045
2005-09-05,667.544
2005-09-06,672.89
2005-09-07,674.837
2005-09-08,672.262
2005-09-09,677.708
2005-09-12,676.237
2005-09-13,672.187
2005-09-14,673.346
2005-09-15,672.48
2005-09-16,675.68
2005-09-19,672.555
2005-09-20,669.694
2005-09-21,663.94
2005-09-22,661.954
2005-09-23,662.443
2005-09-26,664.468
2005-09-27,663.417
2005-09-28,665.641
2005-09-29,670.551
2005-09-30,674.918
2005-10-03,674.714
2005-10-04,669.462
2005-10-05,658.499
2005-10-06,653.386
2005-10-07,655.085
2005-10-10,650.265
2005-10-11,647.882
2005-10-12,642.468
2005-10-13,636.615
2005-10-14,642.398
2005-10-17,644.971
2005-10-18,637.592
2005-10-19,639.099
2005-10-20,634.147
2005-10-21,635.311
2005-10-24,645.795
2005-10-25,646.659
2005-10-26,645.235
2005-10-27,638.0
2005-10-28,644.254
2005-10-31,652.236
2005-11-01,652.531
2005-11-02,659.852
2005-11-03,662.283
2005-11-04,659.005
2005-11-07,659.581
