Date,CANADA VALUE Standard (Large+Mid Cap)
1992-08-31,901.333
1992-09-30,814.96
1992-10-30,833.522
1992-11-30,779.131
1992-12-31,798.76
1993-01-29,780.058
1993-02-26,839.499
1993-03-31,867.62
1993-04-30,895.843
1993-05-31,920.15
1993-06-30,919.203
1993-07-30,917.776
1993-08-31,925.364
1993-09-30,885.557
1993-10-29,954.485
1993-11-30,940.151
1993-12-31,984.225
1994-01-31,1045.683
1994-02-28,1001.605
1994-03-31,938.619
1994-04-29,931.095
2000-12-29,2027.626
2001-01-31,2003.825
2001-02-28,1974.423
2001-03-30,1894.074
2001-04-30,2004.102
2001-05-31,2108.802
2001-06-29,2095.863
2001-07-31,2100.067
2001-08-31,2073.403
2001-09-28,1920.238
2001-10-31,1873.843
2001-11-30,1998.033
2001-12-31,1997.634
2002-01-31,2014.111
2002-02-28,1951.336
2002-03-29,1981.812
2002-04-30,1936.368
2002-05-31,1959.627
2002-06-28,1890.169
2002-07-31,1670.661
2002-08-30,1704.863
2002-09-30,1577.923
2002-10-31,1616.063
2002-11-29,1693.53
2002-12-31,1677.139
2003-01-31,1730.523
2003-02-28,1769.052
2003-03-31,1748.831
2003-04-30,1880.12
2003-05-30,2021.186
2003-06-30,2086.592
2003-07-31,2126.036
2003-08-29,2219.638
2003-09-30,2274.833
2003-10-31,2476.581
2003-11-28,2529.852
2003-12-31,2658.859
2004-01-30,2657.999
2004-02-27,2704.532
2004-03-31,2735.079
2004-04-30,2566.139
2004-05-31,2603.326
2004-06-30,2691.771
2004-07-30,2756.675
2004-08-31,2751.865
2004-09-30,2940.899
2004-10-29,3152.349
2004-11-30,3298.885
2004-12-31,3391.325
2005-01-31,3226.129
2005-02-28,3397.597
2005-03-31,3475.518
2005-04-29,3317.271
2005-05-31,3363.584
2005-06-30,3552.387
2005-07-29,3753.416
2005-08-31,3886.979
2005-09-30,4115.361
2005-10-31,3904.864
2005-11-30,4176.61
2005-12-30,4286.05
2006-01-31,4543.178
2006-02-28,4546.988
2006-03-31,4591.301
2006-04-28,4778.939
2006-05-31,4700.915
2006-06-30,4620.893
2006-07-31,4656.782
2006-08-31,4850.709
2006-09-29,4762.839
2006-10-31,4925.651
2006-11-30,5015.754
2006-12-29,5014.447
2007-01-31,4973.088
2007-02-28,4995.464
2007-03-30,5177.439
2007-04-30,5514.934
2007-05-31,5992.044
2007-06-29,5927.229
2007-07-31,5881.137
2007-08-31,5893.782
2007-09-28,6345.898
2007-10-31,6791.095
2007-11-30,6114.585
2007-12-31,6076.442
2008-01-31,5745.642
2008-02-29,5901.35
2008-03-31,5588.309
2008-04-30,5864.922
2008-05-30,6155.376
2008-06-30,5725.939
2008-07-31,5608.888
2008-08-29,5521.994
2008-09-30,5115.129
2008-10-31,3825.785
2008-11-28,3510.534
2008-12-31,3276.407
2009-01-30,3069.694
2009-02-27,2859.218
2009-03-31,3165.558
2009-04-30,3715.41
2009-05-29,4415.606
2009-06-30,4304.216
2009-07-31,4998.488
2009-08-31,5005.789
2009-09-30,5317.339
2009-10-30,5012.563
2009-11-30,5375.274
2009-12-31,5567.202
2010-01-29,5241.334
2010-02-26,5560.035
2010-03-31,6160.871
2010-04-30,6160.602
2010-05-31,5744.593
2010-06-30,5464.564
2010-07-30,5887.851
2010-08-31,5607.837
2010-09-30,6092.724
2010-10-29,6265.249
2010-11-30,6299.994
2010-12-31,6716.422
2011-01-31,6754.745
2011-02-28,7265.818
2011-03-31,7382.102
2011-04-29,7473.131
2011-05-31,7309.939
2011-06-30,7142.702
2011-07-29,6915.895
2011-08-31,6665.152
2011-09-30,5919.936
2011-10-31,6428.234
2011-11-30,6206.687
2011-12-30,6256.291
2012-01-31,6618.089
2012-02-29,6933.307
2012-03-30,6813.599
2012-04-30,6896.6
2012-05-31,6053.852
2012-06-29,6255.115
2012-07-31,6476.931
2012-08-31,6720.114
2012-09-28,6932.651
2012-10-31,6942.821
2012-11-30,7072.624
2012-12-31,7190.597
2013-01-31,7334.068
2013-02-28,7203.07
2013-03-29,7206.322
2013-04-30,7208.923
2013-05-31,7167.897
2013-06-28,6799.917
2013-07-31,7288.335
2013-08-30,7287.186
2013-09-30,7599.587
2013-10-31,7867.008
2013-11-29,7802.33
2013-12-31,7895.606
2014-01-31,7471.202
2014-02-28,7782.169
2014-03-31,7895.867
2014-04-30,8144.82
2014-05-30,8182.837
2014-06-30,8723.445
2014-07-31,8784.147
2014-08-29,8870.412
2014-09-30,8163.633
2014-10-31,7856.853
2014-11-28,7826.461
2014-12-31,7519.836
2015-01-30,6763.351
2015-02-27,7115.476
2015-03-31,6803.047
2015-04-30,7398.314
2015-05-29,6950.841
2015-06-30,6754.454
2015-07-31,6277.663
2015-08-31,5965.428
2015-09-30,5748.982
2015-10-30,6196.089
2015-11-30,6059.756
2015-12-31,5556.815
2016-01-29,5423.159
2016-02-29,5654.168
2016-03-31,6375.104
2016-04-29,7024.696
2016-05-31,6691.88
2016-06-30,6665.167
2016-07-29,6837.698
2016-08-31,6929.006
2016-09-30,6988.829
2016-10-31,7047.058
2016-11-30,7403.92
2016-12-30,7651.099
2017-01-31,8006.531
2017-02-28,7897.292
2017-03-31,7829.827
2017-04-28,7571.659
2017-05-31,7513.613
2017-06-30,7887.199
2017-07-31,8290.663
2017-08-31,8259.606
2017-09-29,8616.487
2017-10-31,8679.347
2017-11-30,8776.561
2017-12-29,9094.506
2018-01-31,9191.283
2018-02-28,8427.434
2018-03-30,8410.635
2018-04-30,8603.35
2018-05-31,8772.966
2018-06-29,8798.864
2018-07-31,8971.848
2018-08-31,8877.324
2018-09-28,8892.417
2018-10-31,8234.036
2018-11-30,8253.988
2018-12-31,7531.224
2019-01-31,8567.926
2019-02-28,8814.767
2019-03-29,8646.172
2019-04-30,8972.35
2019-05-31,8473.626
2019-06-28,8991.853
2019-07-31,8921.074
2019-08-30,8722.705
2019-09-30,9144.437
2019-10-31,9184.936
2019-11-29,9351.413
2019-12-31,9648.723
2020-01-31,9361.295
2020-02-28,8621.302
2020-03-31,6359.911
2020-04-30,6846.193
2020-05-29,6959.029
2020-06-30,7123.425
2020-07-31,7355.626
2020-08-31,7933.791
2020-09-30,7357.16
2020-10-30,7265.799
2020-11-30,8614.074
2020-12-31,8880.791
2021-01-29,9008.877
2021-02-26,9678.004
2021-03-31,10397.158
2021-04-30,10921.86
2021-05-31,11580.944
2021-06-30,11447.343
2021-07-30,11214.306
2021-08-31,11196.45
2021-09-30,11246.893
2021-10-29,12128.067
2021-11-30,11428.789
2021-12-31,12221.948
2022-01-31,12922.637
2022-02-28,13136.497
2022-03-31,13681.921
2022-04-29,13051.049
2022-05-31,13603.068
2022-06-30,12061.131
2022-07-29,12486.155
2022-08-31,11922.638
2022-09-30,10842.178
2022-10-31,11488.985
2022-11-30,12105.222
2022-12-30,11576.179
2023-01-31,12771.713
2023-02-28,12197.464
2023-03-31,11960.927
2023-04-28,12405.704
2023-05-31,11627.359
2023-06-30,12331.298
2023-07-31,12839.93
2023-08-31,12234.25
2023-09-29,11978.542
2023-10-31,11334.199
2023-11-30,12362.771
2023-12-29,13391.543
2024-01-31,13103.716
2024-02-29,13035.23
2024-03-29,13711.316
2024-04-30,13273.63
2024-05-31,13920.299
2024-06-28,13513.453
2024-07-31,14323.144
2024-08-30,15114.577
2024-09-30,15768.866
2024-10-31,15348.558
2024-11-29,16239.801
2024-12-31,15470.264
2025-01-31,15774.286
2025-02-28,15792.235
2025-03-31,15586.85
2025-04-30,16315.469
2025-05-30,17190.993
