Date,CANADA VALUE Standard (Large+Mid Cap)
2001-06-27,1633.284
2001-06-28,1636.797
2001-06-29,1662.136
2001-07-02,1664.659
2001-07-03,1677.692
2001-07-04,1675.529
2001-07-05,1671.944
2001-07-06,1655.861
2001-07-09,1661.172
2001-07-10,1646.658
2001-07-11,1644.174
2001-07-12,1660.214
2001-07-13,1672.668
2001-07-16,1647.727
2001-07-17,1656.79
2001-07-18,1654.549
2001-07-19,1650.795
2001-07-20,1648.768
2001-07-23,1640.697
2001-07-24,1649.389
2001-07-25,1655.866
2001-07-26,1642.07
2001-07-27,1657.514
2001-07-30,1657.037
2001-07-31,1665.027
2001-08-01,1664.745
2001-08-02,1669.348
2001-08-03,1671.672
2001-08-06,1680.757
2001-08-07,1686.252
2001-08-08,1669.655
2001-08-09,1680.87
2001-08-10,1670.23
2001-08-13,1678.268
2001-08-14,1679.319
2001-08-15,1679.196
2001-08-16,1691.731
2001-08-17,1669.679
2001-08-20,1677.609
2001-08-21,1664.426
2001-08-22,1678.631
2001-08-23,1678.116
2001-08-24,1696.321
2001-08-27,1699.465
2001-08-28,1687.234
2001-08-29,1662.728
2001-08-30,1648.581
2001-08-31,1643.222
2001-09-03,1641.634
2001-09-04,1664.797
2001-09-05,1655.397
2001-09-06,1655.035
2001-09-07,1629.497
2001-09-10,1633.311
2001-09-11,1574.988
2001-09-12,1588.124
2001-09-13,1600.99
2001-09-14,1557.122
2001-09-17,1555.126
2001-09-18,1538.331
2001-09-19,1503.084
2001-09-20,1462.434
2001-09-21,1459.897
2001-09-24,1496.205
2001-09-25,1503.974
2001-09-26,1491.807
2001-09-27,1491.963
2001-09-28,1520.699
2001-10-01,1520.681
2001-10-02,1537.749
2001-10-03,1543.213
2001-10-04,1531.991
2001-10-05,1534.009
2001-10-08,1536.121
2001-10-09,1529.859
2001-10-10,1542.006
2001-10-11,1561.513
2001-10-12,1550.373
2001-10-15,1543.569
2001-10-16,1552.931
2001-10-17,1540.019
2001-10-18,1516.626
2001-10-19,1518.32
2001-10-22,1507.481
2001-10-23,1511.876
2001-10-24,1499.029
2001-10-25,1497.333
2001-10-26,1512.514
2001-10-29,1488.8
2001-10-30,1476.721
2001-10-31,1483.326
2001-11-01,1496.949
2001-11-02,1506.708
2001-11-05,1512.788
2001-11-06,1524.496
2001-11-07,1519.77
2001-11-08,1514.505
2001-11-09,1531.213
2001-11-12,1530.976
2001-11-13,1557.472
2001-11-14,1560.158
2001-11-15,1548.006
2001-11-16,1552.288
2001-11-19,1566.769
2001-11-20,1556.908
2001-11-21,1539.767
2001-11-22,1551.723
2001-11-23,1562.803
2001-11-26,1566.877
2001-11-27,1575.879
2001-11-28,1560.062
2001-11-29,1574.746
2001-11-30,1581.21
2001-12-03,1558.915
2001-12-04,1584.689
2001-12-05,1635.154
2001-12-06,1634.036
2001-12-07,1639.259
2001-12-10,1607.002
2001-12-11,1607.952
2001-12-12,1622.469
2001-12-13,1580.681
2001-12-14,1573.394
2001-12-17,1595.859
2001-12-18,1603.63
2001-12-19,1570.477
2001-12-20,1544.301
2001-12-21,1556.693
2001-12-24,1553.39
2001-12-25,1553.39
2001-12-26,1553.001
2001-12-27,1572.888
2001-12-28,1579.319
2001-12-31,1579.886
2002-01-01,1579.886
2002-01-02,1579.129
2002-01-03,1618.603
2002-01-04,1637.107
2002-01-07,1648.639
2002-01-08,1614.546
2002-01-09,1609.001
2002-01-10,1592.327
2002-01-11,1590.214
2002-01-14,1567.371
2002-01-15,1578.721
2002-01-16,1557.429
2002-01-17,1558.634
2002-01-18,1542.24
2002-01-21,1537.534
2002-01-22,1540.298
2002-01-23,1563.933
2002-01-24,1580.718
2002-01-25,1574.81
2002-01-28,1566.769
2002-01-29,1565.748
2002-01-30,1564.505
2002-01-31,1592.555
2002-02-01,1590.169
2002-02-04,1556.637
2002-02-05,1531.689
2002-02-06,1527.152
2002-02-07,1519.04
2002-02-08,1540.855
2002-02-11,1575.76
2002-02-12,1551.065
2002-02-13,1548.439
2002-02-14,1539.995
2002-02-15,1533.013
2002-02-18,1547.895
2002-02-19,1526.523
2002-02-20,1524.637
2002-02-21,1512.363
2002-02-22,1519.754
2002-02-25,1529.675
2002-02-26,1527.497
2002-02-27,1544.721
2002-02-28,1542.412
2002-03-01,1566.89
2002-03-04,1617.59
2002-03-05,1607.69
2002-03-06,1637.682
2002-03-07,1651.318
2002-03-08,1630.669
2002-03-11,1623.808
2002-03-12,1608.409
2002-03-13,1599.342
2002-03-14,1588.771
2002-03-15,1602.98
2002-03-18,1598.249
2002-03-19,1606.51
2002-03-20,1599.964
2002-03-21,1588.624
2002-03-22,1587.917
2002-03-25,1552.46
2002-03-26,1554.657
2002-03-27,1562.216
2002-03-28,1565.419
2002-03-29,1565.419
2002-04-01,1570.233
2002-04-02,1569.385
2002-04-03,1560.094
2002-04-04,1541.297
2002-04-05,1541.337
2002-04-08,1515.175
2002-04-09,1520.757
2002-04-10,1533.321
2002-04-11,1513.323
2002-04-12,1527.759
2002-04-15,1534.866
2002-04-16,1569.933
2002-04-17,1577.923
2002-04-18,1560.514
2002-04-19,1580.689
2002-04-22,1555.183
2002-04-23,1525.815
2002-04-24,1531.451
2002-04-25,1532.371
2002-04-26,1518.048
2002-04-29,1511.608
2002-04-30,1529.387
2002-05-01,1539.113
2002-05-02,1535.12
2002-05-03,1523.074
2002-05-06,1499.283
2002-05-07,1496.69
2002-05-08,1529.78
2002-05-09,1510.237
2002-05-10,1507.903
2002-05-13,1518.151
2002-05-14,1540.843
2002-05-15,1540.996
2002-05-16,1550.034
2002-05-17,1558.88
2002-05-20,1560.649
2002-05-21,1544.794
2002-05-22,1531.561
2002-05-23,1550.286
2002-05-24,1539.923
2002-05-27,1543.931
2002-05-28,1546.641
2002-05-29,1529.57
2002-05-30,1522.887
2002-05-31,1547.075
2002-06-03,1527.122
2002-06-04,1522.836
2002-06-05,1518.142
2002-06-06,1516.186
2002-06-07,1513.521
2002-06-10,1513.993
2002-06-11,1491.602
2002-06-12,1495.018
2002-06-13,1483.278
2002-06-14,1459.546
2002-06-17,1490.596
2002-06-18,1485.645
2002-06-19,1478.996
2002-06-20,1480.773
2002-06-21,1463.405
2002-06-24,1475.781
2002-06-25,1474.464
2002-06-26,1456.756
2002-06-27,1477.69
2002-06-28,1491.207
2002-07-01,1493.662
2002-07-02,1458.117
2002-07-03,1452.282
2002-07-04,1455.021
2002-07-05,1484.462
2002-07-08,1479.615
2002-07-09,1465.773
2002-07-10,1428.345
2002-07-11,1412.761
2002-07-12,1392.992
2002-07-15,1364.873
2002-07-16,1374.26
2002-07-17,1369.4
2002-07-18,1365.733
2002-07-19,1335.02
2002-07-22,1282.884
2002-07-23,1221.965
2002-07-24,1276.864
2002-07-25,1269.202
2002-07-26,1275.733
2002-07-29,1317.155
2002-07-30,1315.181
2002-07-31,1317.658
2002-08-01,1304.784
2002-08-02,1290.069
2002-08-05,1285.42
2002-08-06,1284.327
2002-08-07,1287.695
2002-08-08,1317.5
2002-08-09,1331.898
2002-08-12,1317.846
2002-08-13,1319.992
2002-08-14,1336.895
2002-08-15,1340.768
2002-08-16,1340.258
2002-08-19,1361.354
2002-08-20,1351.566
2002-08-21,1359.986
2002-08-22,1380.584
2002-08-23,1357.374
2002-08-26,1373.135
2002-08-27,1363.466
2002-08-28,1347.169
2002-08-29,1337.272
2002-08-30,1344.134
2002-09-02,1348.066
2002-09-03,1315.359
2002-09-04,1318.041
2002-09-05,1298.278
2002-09-06,1301.59
2002-09-09,1317.143
2002-09-10,1325.929
2002-09-11,1338.373
2002-09-12,1305.156
2002-09-13,1301.049
2002-09-16,1303.965
2002-09-17,1280.266
2002-09-18,1257.398
2002-09-19,1245.942
2002-09-20,1254.435
2002-09-23,1224.877
2002-09-24,1214.873
2002-09-25,1239.882
2002-09-26,1257.501
2002-09-27,1238.657
2002-09-30,1243.168
2002-10-01,1255.858
2002-10-02,1232.143
2002-10-03,1213.3
2002-10-04,1192.772
2002-10-07,1175.108
2002-10-08,1184.557
2002-10-09,1150.919
2002-10-10,1176.09
2002-10-11,1211.846
2002-10-14,1214.216
2002-10-15,1272.049
2002-10-16,1258.137
2002-10-17,1296.59
2002-10-18,1305.622
2002-10-21,1319.524
2002-10-22,1294.154
2002-10-23,1300.679
2002-10-24,1301.702
2002-10-25,1307.274
2002-10-28,1313.875
2002-10-29,1285.84
2002-10-30,1288.055
2002-10-31,1272.879
2002-11-01,1290.436
2002-11-04,1310.445
2002-11-05,1306.84
2002-11-06,1310.232
2002-11-07,1304.804
2002-11-08,1295.2
2002-11-11,1271.752
2002-11-12,1275.888
2002-11-13,1263.455
2002-11-14,1281.088
2002-11-15,1294.625
2002-11-18,1296.677
2002-11-19,1289.637
2002-11-20,1309.913
2002-11-21,1333.682
2002-11-22,1326.374
2002-11-25,1337.845
2002-11-26,1312.515
2002-11-27,1336.93
2002-11-28,1341.547
2002-11-29,1333.402
2002-12-02,1363.718
2002-12-03,1355.588
2002-12-04,1344.471
2002-12-05,1326.894
2002-12-06,1330.613
2002-12-09,1316.933
2002-12-10,1342.927
2002-12-11,1344.858
2002-12-12,1350.284
2002-12-13,1350.343
2002-12-16,1366.998
2002-12-17,1357.024
2002-12-18,1336.715
2002-12-19,1334.178
2002-12-20,1335.228
2002-12-23,1353.641
2002-12-24,1350.867
2002-12-25,1350.867
2002-12-26,1347.778
2002-12-27,1325.612
2002-12-30,1323.133
2002-12-31,1319.693
2003-01-01,1319.693
2003-01-02,1359.886
2003-01-03,1370.876
2003-01-06,1399.803
2003-01-07,1392.173
2003-01-08,1367.503
2003-01-09,1393.226
2003-01-10,1415.38
2003-01-13,1426.623
2003-01-14,1431.75
2003-01-15,1428.794
2003-01-16,1427.564
2003-01-17,1411.856
2003-01-20,1408.928
2003-01-21,1393.043
2003-01-22,1396.904
2003-01-23,1407.615
2003-01-24,1393.739
2003-01-27,1363.897
2003-01-28,1359.142
2003-01-29,1371.292
2003-01-30,1355.113
2003-01-31,1361.545
2003-02-03,1377.56
2003-02-04,1360.099
2003-02-05,1354.093
2003-02-06,1344.178
2003-02-07,1340.411
2003-02-10,1327.034
2003-02-11,1329.457
2003-02-12,1327.619
2003-02-13,1330.175
2003-02-14,1340.177
2003-02-17,1359.984
2003-02-18,1369.582
2003-02-19,1362.832
2003-02-20,1369.817
2003-02-21,1373.388
2003-02-24,1363.866
2003-02-25,1367.049
2003-02-26,1369.629
2003-02-27,1393.585
2003-02-28,1391.116
2003-03-03,1381.349
2003-03-04,1377.338
2003-03-05,1377.467
2003-03-06,1361.78
2003-03-07,1377.241
2003-03-10,1361.844
2003-03-11,1364.799
2003-03-12,1344.804
2003-03-13,1362.063
2003-03-14,1355.579
2003-03-17,1390.263
2003-03-18,1396.912
2003-03-19,1398.432
2003-03-20,1408.55
2003-03-21,1416.007
2003-03-24,1379.715
2003-03-25,1387.611
2003-03-26,1384.05
2003-03-27,1385.9
2003-03-28,1390.016
2003-03-31,1374.324
2003-04-01,1373.318
2003-04-02,1386.181
2003-04-03,1388.484
2003-04-04,1389.816
2003-04-07,1397.045
2003-04-08,1406.025
2003-04-09,1396.776
2003-04-10,1405.826
2003-04-11,1409.872
2003-04-14,1421.871
2003-04-15,1429.171
2003-04-16,1428.92
2003-04-17,1440.463
2003-04-18,1440.463
2003-04-21,1450.091
2003-04-22,1459.899
2003-04-23,1459.651
2003-04-24,1447.192
2003-04-25,1439.547
2003-04-28,1453.605
2003-04-29,1457.724
2003-04-30,1477.34
2003-05-01,1480.846
2003-05-02,1487.072
2003-05-05,1507.396
2003-05-06,1521.507
2003-05-07,1514.058
2003-05-08,1509.384
2003-05-09,1520.393
2003-05-12,1542.987
2003-05-13,1539.723
2003-05-14,1558.931
2003-05-15,1564.135
2003-05-16,1568.308
2003-05-19,1576.61
2003-05-20,1569.745
2003-05-21,1565.663
2003-05-22,1566.645
2003-05-23,1553.826
2003-05-26,1559.025
2003-05-27,1577.009
2003-05-28,1565.08
2003-05-29,1575.03
2003-05-30,1587.369
2003-06-02,1612.14
2003-06-03,1602.082
2003-06-04,1641.312
2003-06-05,1665.934
2003-06-06,1651.025
2003-06-09,1632.604
2003-06-10,1640.228
2003-06-11,1664.676
2003-06-12,1674.121
2003-06-13,1666.067
2003-06-16,1691.586
2003-06-17,1691.574
2003-06-18,1695.886
2003-06-19,1669.136
2003-06-20,1664.019
2003-06-23,1641.343
2003-06-24,1630.378
2003-06-25,1645.011
2003-06-26,1642.438
2003-06-27,1639.761
2003-06-30,1637.453
2003-07-01,1649.105
2003-07-02,1659.343
2003-07-03,1668.651
2003-07-04,1664.965
2003-07-07,1674.442
2003-07-08,1669.331
2003-07-09,1652.705
2003-07-10,1634.445
2003-07-11,1640.294
2003-07-14,1659.672
2003-07-15,1641.064
2003-07-16,1644.75
2003-07-17,1637.986
2003-07-18,1629.523
2003-07-21,1635.034
2003-07-22,1644.574
2003-07-23,1661.528
2003-07-24,1685.069
2003-07-25,1704.616
2003-07-28,1706.197
2003-07-29,1691.879
2003-07-30,1671.946
2003-07-31,1667.957
2003-08-01,1670.825
2003-08-04,1660.644
2003-08-05,1650.802
2003-08-06,1633.383
2003-08-07,1654.736
2003-08-08,1671.448
2003-08-11,1697.496
2003-08-12,1710.853
2003-08-13,1715.654
2003-08-14,1712.58
2003-08-15,1711.295
2003-08-18,1715.119
2003-08-19,1711.346
2003-08-20,1714.958
2003-08-21,1712.834
2003-08-22,1699.374
2003-08-25,1706.97
2003-08-26,1720.301
2003-08-27,1719.351
2003-08-28,1729.58
2003-08-29,1740.313
2003-09-01,1747.43
2003-09-02,1756.189
2003-09-03,1757.987
2003-09-04,1774.952
2003-09-05,1775.39
2003-09-08,1769.28
2003-09-09,1772.731
2003-09-10,1774.405
2003-09-11,1772.814
2003-09-12,1784.87
2003-09-15,1773.986
2003-09-16,1782.141
2003-09-17,1777.495
2003-09-18,1788.423
2003-09-19,1809.368
2003-09-22,1804.53
2003-09-23,1811.079
2003-09-24,1802.959
2003-09-25,1798.707
2003-09-26,1774.703
2003-09-29,1776.405
2003-09-30,1782.699
2003-10-01,1813.077
2003-10-02,1825.502
2003-10-03,1820.772
2003-10-06,1829.46
2003-10-07,1848.942
2003-10-08,1853.456
2003-10-09,1861.997
2003-10-10,1882.454
2003-10-13,1884.947
2003-10-14,1918.709
2003-10-15,1926.35
2003-10-16,1943.284
2003-10-17,1925.3
2003-10-20,1921.2
2003-10-21,1937.383
2003-10-22,1942.861
2003-10-23,1923.481
2003-10-24,1914.265
2003-10-27,1920.513
2003-10-28,1935.265
2003-10-29,1941.333
2003-10-30,1946.545
2003-10-31,1939.924
2003-11-03,1939.585
2003-11-04,1942.985
2003-11-05,1949.538
2003-11-06,1943.248
2003-11-07,1954.111
2003-11-10,1954.154
2003-11-11,1940.608
2003-11-12,1961.311
2003-11-13,1957.246
2003-11-14,1951.956
2003-11-17,1950.492
2003-11-18,1946.462
2003-11-19,1965.109
2003-11-20,1968.002
2003-11-21,1961.549
2003-11-24,1956.273
2003-11-25,1954.82
2003-11-26,1975.358
2003-11-27,1977.342
2003-11-28,1980.729
2003-12-01,1985.696
2003-12-02,1995.771
2003-12-03,2005.344
2003-12-04,1991.586
2003-12-05,2002.524
2003-12-08,2013.594
2003-12-09,1995.326
2003-12-10,1985.922
2003-12-11,1965.376
2003-12-12,1979.789
2003-12-15,1971.335
2003-12-16,1987.813
2003-12-17,1990.943
2003-12-18,2000.77
2003-12-19,2001.211
2003-12-22,2015.431
2003-12-23,2020.848
2003-12-24,2033.711
2003-12-25,2033.711
2003-12-26,2047.112
2003-12-29,2061.099
2003-12-30,2052.493
2003-12-31,2080.543
2004-01-01,2080.543
2004-01-02,2101.705
2004-01-05,2127.063
2004-01-06,2123.523
2004-01-07,2104.443
2004-01-08,2107.332
2004-01-09,2110.252
2004-01-12,2105.736
2004-01-13,2113.024
2004-01-14,2095.264
2004-01-15,2099.168
2004-01-16,2112.903
2004-01-19,2124.998
2004-01-20,2153.696
2004-01-21,2138.518
2004-01-22,2155.473
2004-01-23,2135.049
2004-01-26,2128.451
2004-01-27,2136.536
2004-01-28,2095.915
2004-01-29,2062.961
2004-01-30,2078.923
2004-02-02,2089.765
2004-02-03,2096.155
2004-02-04,2074.776
2004-02-05,2079.23
2004-02-06,2102.954
2004-02-09,2117.9
2004-02-10,2118.385
2004-02-11,2123.037
2004-02-12,2133.528
2004-02-13,2137.146
2004-02-16,2148.231
2004-02-17,2158.86
2004-02-18,2150.389
2004-02-19,2124.944
2004-02-20,2087.827
2004-02-23,2089.817
2004-02-24,2101.619
2004-02-25,2086.884
2004-02-26,2100.116
2004-02-27,2114.383
2004-03-01,2134.402
2004-03-02,2110.976
2004-03-03,2111.467
2004-03-04,2125.026
2004-03-05,2166.627
2004-03-08,2145.792
2004-03-09,2139.438
2004-03-10,2090.405
2004-03-11,2090.654
2004-03-12,2088.295
2004-03-15,2074.851
2004-03-16,2104.544
2004-03-17,2101.643
2004-03-18,2103.148
2004-03-19,2111.537
2004-03-22,2097.214
2004-03-23,2090.806
2004-03-24,2064.67
2004-03-25,2104.494
2004-03-26,2120.651
2004-03-29,2145.083
2004-03-30,2157.05
2004-03-31,2136.995
2004-04-01,2150.403
2004-04-02,2193.708
2004-04-05,2224.567
2004-04-06,2230.355
2004-04-07,2205.186
2004-04-08,2196.474
2004-04-09,2196.474
2004-04-12,2204.781
2004-04-13,2167.085
2004-04-14,2114.044
2004-04-15,2108.369
2004-04-16,2138.411
2004-04-19,2127.521
2004-04-20,2105.583
2004-04-21,2089.795
2004-04-22,2108.364
2004-04-23,2104.573
2004-04-26,2099.509
2004-04-27,2079.205
2004-04-28,2018.469
2004-04-29,2000.799
2004-04-30,2004.115
2004-05-03,2014.631
2004-05-04,2051.97
2004-05-05,2047.833
2004-05-06,2037.37
2004-05-07,1987.475
2004-05-10,1945.161
2004-05-11,1958.995
2004-05-12,1959.277
2004-05-13,1940.735
2004-05-14,1947.738
2004-05-17,1941.958
2004-05-18,1945.486
2004-05-19,1970.776
2004-05-20,1966.136
2004-05-21,1980.636
2004-05-24,1986.86
2004-05-25,2011.338
2004-05-26,2002.891
2004-05-27,2026.858
2004-05-28,2018.384
2004-05-31,2031.926
2004-06-01,2020.38
2004-06-02,2035.012
2004-06-03,2031.237
2004-06-04,2046.682
2004-06-07,2071.249
2004-06-08,2079.54
2004-06-09,2045.532
2004-06-10,2043.582
2004-06-11,2043.809
2004-06-14,2019.919
2004-06-15,2029.965
2004-06-16,2032.981
2004-06-17,2047.165
2004-06-18,2052.143
2004-06-21,2054.542
2004-06-22,2080.437
2004-06-23,2084.617
2004-06-24,2101.281
2004-06-25,2078.359
2004-06-28,2090.907
2004-06-29,2090.051
2004-06-30,2099.663
2004-07-01,2113.059
2004-07-02,2113.036
2004-07-05,2116.665
2004-07-06,2116.784
2004-07-07,2120.912
2004-07-08,2119.79
2004-07-09,2127.417
2004-07-12,2120.213
2004-07-13,2112.609
2004-07-14,2131.214
2004-07-15,2109.826
2004-07-16,2120.582
2004-07-19,2149.77
2004-07-20,2146.788
2004-07-21,2145.836
2004-07-22,2153.164
2004-07-23,2143.104
2004-07-26,2112.012
2004-07-27,2102.475
2004-07-28,2121.438
2004-07-29,2150.724
2004-07-30,2149.085
2004-08-02,2143.44
2004-08-03,2168.861
2004-08-04,2162.107
2004-08-05,2127.022
2004-08-06,2123.699
2004-08-09,2108.977
2004-08-10,2128.074
2004-08-11,2102.182
2004-08-12,2082.485
2004-08-13,2120.056
2004-08-16,2145.259
2004-08-17,2144.73
2004-08-18,2128.235
2004-08-19,2163.403
2004-08-20,2169.518
2004-08-23,2149.324
2004-08-24,2166.258
2004-08-25,2187.215
2004-08-26,2164.502
2004-08-27,2150.796
2004-08-30,2131.445
2004-08-31,2144.191
2004-09-01,2169.431
2004-09-02,2178.317
2004-09-03,2163.106
2004-09-06,2168.936
2004-09-07,2201.15
2004-09-08,2191.667
2004-09-09,2197.311
2004-09-10,2185.754
2004-09-13,2197.31
2004-09-14,2204.733
2004-09-15,2185.685
2004-09-16,2219.027
2004-09-17,2198.975
2004-09-20,2205.445
2004-09-21,2246.4
2004-09-22,2250.171
2004-09-23,2265.983
2004-09-24,2268.074
2004-09-27,2239.388
2004-09-28,2260.095
2004-09-29,2267.844
2004-09-30,2290.126
2004-10-01,2316.854
2004-10-04,2309.166
2004-10-05,2326.078
2004-10-06,2347.062
2004-10-07,2342.027
2004-10-08,2353.807
2004-10-11,2346.207
2004-10-12,2343.714
2004-10-13,2328.442
2004-10-14,2364.11
2004-10-15,2372.231
2004-10-18,2368.551
2004-10-19,2343.813
2004-10-20,2375.134
2004-10-21,2377.391
2004-10-22,2366.53
2004-10-25,2384.742
2004-10-26,2405.632
2004-10-27,2414.752
2004-10-28,2423.621
2004-10-29,2453.486
2004-11-01,2449.266
2004-11-02,2444.306
2004-11-03,2466.521
2004-11-04,2491.362
2004-11-05,2516.365
2004-11-08,2529.634
2004-11-09,2515.732
2004-11-10,2505.599
2004-11-11,2527.263
2004-11-12,2539.058
2004-11-15,2536.644
2004-11-16,2564.396
2004-11-17,2567.33
2004-11-18,2522.088
2004-11-19,2542.545
2004-11-22,2586.436
2004-11-23,2572.417
2004-11-24,2566.65
2004-11-25,2589.485
2004-11-26,2596.614
2004-11-29,2583.177
2004-11-30,2566.304
2004-12-01,2590.891
2004-12-02,2584.306
2004-12-03,2553.316
2004-12-06,2556.643
2004-12-07,2524.433
2004-12-08,2491.489
2004-12-09,2484.783
2004-12-10,2474.396
2004-12-13,2485.536
2004-12-14,2482.702
2004-12-15,2520.151
2004-12-16,2502.233
2004-12-17,2509.429
2004-12-20,2541.42
2004-12-21,2555.028
2004-12-22,2547.746
2004-12-23,2544.207
2004-12-24,2574.971
2004-12-27,2590.374
2004-12-28,2589.631
2004-12-29,2587.105
2004-12-30,2624.214
2004-12-31,2636.34
2005-01-03,2607.505
2005-01-04,2569.345
2005-01-05,2535.659
2005-01-06,2520.874
2005-01-07,2509.232
2005-01-10,2529.912
2005-01-11,2541.664
2005-01-12,2577.224
2005-01-13,2560.562
2005-01-14,2539.683
2005-01-17,2537.887
2005-01-18,2536.484
2005-01-19,2522.178
2005-01-20,2493.97
2005-01-21,2508.115
2005-01-24,2516.268
2005-01-25,2498.181
2005-01-26,2528.566
2005-01-27,2513.009
2005-01-28,2491.295
2005-01-31,2507.145
2005-02-01,2513.185
2005-02-02,2523.918
2005-02-03,2519.715
2005-02-04,2518.614
2005-02-07,2522.277
2005-02-08,2527.972
2005-02-09,2528.281
2005-02-10,2564.749
2005-02-11,2571.777
2005-02-14,2589.11
2005-02-15,2579.513
2005-02-16,2587.914
2005-02-17,2612.259
2005-02-18,2623.544
2005-02-21,2625.009
2005-02-22,2607.104
2005-02-23,2592.338
2005-02-24,2580.904
2005-02-25,2633.513
2005-02-28,2639.131
2005-03-01,2629.798
2005-03-02,2652.356
2005-03-03,2656.036
2005-03-04,2713.035
2005-03-07,2701.816
2005-03-08,2751.868
2005-03-09,2737.447
2005-03-10,2722.442
2005-03-11,2720.054
2005-03-14,2718.534
2005-03-15,2728.805
2005-03-16,2721.303
2005-03-17,2733.026
2005-03-18,2702.726
2005-03-21,2680.042
2005-03-22,2700.447
2005-03-23,2655.249
2005-03-24,2647.68
2005-03-25,2647.68
2005-03-28,2629.576
2005-03-29,2630.852
2005-03-30,2649.406
2005-03-31,2698.027
2005-04-01,2688.904
2005-04-04,2670.978
2005-04-05,2677.298
2005-04-06,2690.088
2005-04-07,2679.805
2005-04-08,2656.768
2005-04-11,2655.706
2005-04-12,2647.515
2005-04-13,2626.787
2005-04-14,2600.556
2005-04-15,2568.005
2005-04-18,2573.141
2005-04-19,2596.043
2005-04-20,2593.498
2005-04-21,2608.465
2005-04-22,2602.02
2005-04-25,2593.577
2005-04-26,2579.431
2005-04-27,2562.375
2005-04-28,2552.774
2005-04-29,2574.044
2005-05-02,2591.471
2005-05-03,2575.74
2005-05-04,2620.837
2005-05-05,2620.591
2005-05-06,2640.875
2005-05-09,2658.738
2005-05-10,2646.879
2005-05-11,2606.773
2005-05-12,2576.422
2005-05-13,2533.573
2005-05-16,2535.453
2005-05-17,2548.46
2005-05-18,2581.481
2005-05-19,2593.1
2005-05-20,2589.819
2005-05-23,2604.141
2005-05-24,2606.209
2005-05-25,2580.574
2005-05-26,2588.053
2005-05-27,2605.664
2005-05-30,2627.555
2005-05-31,2608.524
2005-06-01,2631.055
2005-06-02,2618.235
2005-06-03,2633.497
2005-06-06,2641.137
2005-06-07,2636.276
2005-06-08,2656.586
2005-06-09,2643.951
2005-06-10,2665.719
2005-06-13,2657.444
2005-06-14,2660.087
