Date,USA MID VALUE Mid Cap
2001-09-03,438.914
2001-09-04,440.224
2001-09-05,438.036
2001-09-06,432.762
2001-09-07,425.015
2001-09-10,422.536
2001-09-11,422.536
2001-09-12,422.589
2001-09-13,422.589
2001-09-14,422.589
2001-09-17,398.52
2001-09-18,395.397
2001-09-19,387.834
2001-09-20,375.414
2001-09-21,368.998
2001-09-24,379.847
2001-09-25,382.722
2001-09-26,379.775
2001-09-27,384.416
2001-09-28,394.492
2001-10-01,390.78
2001-10-02,396.641
2001-10-03,404.625
2001-10-04,404.595
2001-10-05,402.644
2001-10-08,397.704
2001-10-09,397.142
2001-10-10,403.816
2001-10-11,410.983
2001-10-12,406.693
2001-10-15,406.797
2001-10-16,411.126
2001-10-17,403.382
2001-10-18,398.661
2001-10-19,400.275
2001-10-22,404.59
2001-10-23,402.681
2001-10-24,401.43
2001-10-25,404.61
2001-10-26,407.075
2001-10-29,401.593
2001-10-30,395.59
2001-10-31,396.455
2001-11-01,401.802
2001-11-02,403.425
2001-11-05,410.636
2001-11-06,415.092
2001-11-07,414.895
2001-11-08,414.279
2001-11-09,413.62
2001-11-12,412.524
2001-11-13,418.676
2001-11-14,419.85
2001-11-15,419.977
2001-11-16,420.116
2001-11-19,423.909
2001-11-20,423.865
2001-11-21,421.086
2001-11-22,421.086
2001-11-23,425.492
2001-11-26,427.252
2001-11-27,426.124
2001-11-28,421.898
2001-11-29,425.593
2001-11-30,424.94
2001-12-03,423.394
2001-12-04,428.708
2001-12-05,436.74
2001-12-06,437.283
2001-12-07,436.96
2001-12-10,431.851
2001-12-11,431.282
2001-12-12,430.659
2001-12-13,427.125
2001-12-14,428.971
2001-12-17,430.438
2001-12-18,436.055
2001-12-19,438.15
2001-12-20,437.178
2001-12-21,438.771
2001-12-24,440.835
2001-12-25,440.835
2001-12-26,443.612
2001-12-27,446.035
2001-12-28,448.588
2001-12-31,446.857
2002-01-01,446.857
2002-01-02,445.688
2002-01-03,447.813
2002-01-04,452.101
2002-01-07,451.876
2002-01-08,448.923
2002-01-09,447.988
2002-01-10,446.835
2002-01-11,443.542
2002-01-14,440.389
2002-01-15,442.315
2002-01-16,437.643
2002-01-17,440.446
2002-01-18,438.948
2002-01-21,438.948
2002-01-22,437.89
2002-01-23,441.761
2002-01-24,445.6
2002-01-25,447.983
2002-01-28,448.774
2002-01-29,441.347
2002-01-30,444.794
2002-01-31,450.603
2002-02-01,449.472
2002-02-04,442.383
2002-02-05,440.309
2002-02-06,437.473
2002-02-07,436.113
2002-02-08,440.329
2002-02-11,446.611
2002-02-12,446.148
2002-02-13,451.296
2002-02-14,451.173
2002-02-15,449.977
2002-02-18,449.977
2002-02-19,443.795
2002-02-20,447.396
2002-02-21,446.285
2002-02-22,448.813
2002-02-25,453.473
2002-02-26,456.075
2002-02-27,458.102
2002-02-28,457.623
2002-03-01,462.544
2002-03-04,471.611
2002-03-05,471.023
2002-03-06,477.919
2002-03-07,476.742
2002-03-08,477.152
2002-03-11,478.291
2002-03-12,477.358
2002-03-13,475.135
2002-03-14,476.562
2002-03-15,480.068
2002-03-18,481.227
2002-03-19,483.914
2002-03-20,479.482
2002-03-21,479.439
2002-03-22,478.654
2002-03-25,473.064
2002-03-26,475.889
2002-03-27,481.331
2002-03-28,482.403
2002-03-29,482.403
2002-04-01,480.637
2002-04-02,479.331
2002-04-03,474.515
2002-04-04,476.112
2002-04-05,478.148
2002-04-08,481.263
2002-04-09,483.176
2002-04-10,490.515
2002-04-11,485.037
2002-04-12,486.839
2002-04-15,484.079
2002-04-16,488.429
2002-04-17,488.507
2002-04-18,487.513
2002-04-19,488.487
2002-04-22,484.076
2002-04-23,485.157
2002-04-24,484.203
2002-04-25,484.741
2002-04-26,482.109
2002-04-29,478.033
2002-04-30,483.263
2002-05-01,485.229
2002-05-02,486.996
2002-05-03,486.229
2002-05-06,479.716
2002-05-07,478.607
2002-05-08,484.035
2002-05-09,480.348
2002-05-10,474.881
2002-05-13,478.341
2002-05-14,484.784
2002-05-15,483.937
2002-05-16,482.685
2002-05-17,483.672
2002-05-20,481.126
2002-05-21,478.179
2002-05-22,479.35
2002-05-23,484.378
2002-05-24,482.659
2002-05-27,482.659
2002-05-28,479.611
2002-05-29,478.196
2002-05-30,476.357
2002-05-31,479.421
2002-06-03,469.343
2002-06-04,466.019
2002-06-05,468.655
2002-06-06,461.214
2002-06-07,463.521
2002-06-10,464.389
2002-06-11,458.224
2002-06-12,458.453
2002-06-13,454.283
2002-06-14,453.227
2002-06-17,465.103
2002-06-18,465.824
2002-06-19,462.118
2002-06-20,458.411
2002-06-21,454.43
2002-06-24,450.522
2002-06-25,445.428
2002-06-26,439.743
2002-06-27,444.613
2002-06-28,449.065
2002-07-01,440.095
2002-07-02,429.655
2002-07-03,425.918
2002-07-04,425.918
2002-07-05,438.579
2002-07-08,434.622
2002-07-09,425.164
2002-07-10,412.521
2002-07-11,412.89
2002-07-12,409.905
2002-07-15,407.465
2002-07-16,400.744
2002-07-17,399.326
2002-07-18,390.525
2002-07-19,377.572
2002-07-22,366.499
2002-07-23,354.287
2002-07-24,372.61
2002-07-25,377.218
2002-07-26,380.463
2002-07-29,399.081
2002-07-30,401.188
2002-07-31,404.726
2002-08-01,396.909
2002-08-02,386.152
2002-08-05,375.973
2002-08-06,386.441
2002-08-07,391.071
2002-08-08,401.62
2002-08-09,403.593
2002-08-12,404.013
2002-08-13,396.053
2002-08-14,406.771
2002-08-15,410.987
2002-08-16,408.575
2002-08-19,414.625
2002-08-20,411.021
2002-08-21,414.967
2002-08-22,421.777
2002-08-23,415.372
2002-08-26,420.21
2002-08-27,417.036
2002-08-28,411.112
2002-08-29,409.885
2002-08-30,410.774
2002-09-02,410.774
2002-09-03,398.704
2002-09-04,403.123
2002-09-05,398.896
2002-09-06,402.821
2002-09-09,405.323
2002-09-10,404.509
2002-09-11,404.754
2002-09-12,395.134
2002-09-13,397.028
2002-09-16,395.13
2002-09-17,386.651
2002-09-18,385.101
2002-09-19,375.552
2002-09-20,376.385
2002-09-23,371.522
2002-09-24,362.299
2002-09-25,370.195
2002-09-26,380.192
2002-09-27,369.325
2002-09-30,366.274
2002-10-01,377.503
2002-10-02,366.249
2002-10-03,361.548
2002-10-04,352.366
2002-10-07,343.885
2002-10-08,347.469
2002-10-09,332.459
2002-10-10,348.603
2002-10-11,359.681
2002-10-14,360.716
2002-10-15,375.767
2002-10-16,365.448
2002-10-17,376.142
2002-10-18,377.2
2002-10-21,387.57
2002-10-22,380.319
2002-10-23,383.479
2002-10-24,379.348
2002-10-25,383.754
2002-10-28,380.552
2002-10-29,377.2
2002-10-30,381.111
2002-10-31,380.768
2002-11-01,387.482
2002-11-04,389.538
2002-11-05,389.327
2002-11-06,395.574
2002-11-07,385.386
2002-11-08,380.536
2002-11-11,374.505
2002-11-12,376.889
2002-11-13,376.629
2002-11-14,385.585
2002-11-15,388.958
2002-11-18,385.601
2002-11-19,384.429
2002-11-20,391.462
2002-11-21,400.071
2002-11-22,401.384
2002-11-25,402.026
2002-11-26,395.941
2002-11-27,404.067
2002-11-28,404.067
2002-11-29,404.991
2002-12-02,403.614
2002-12-03,399.235
2002-12-04,396.58
2002-12-05,393.685
2002-12-06,395.219
2002-12-09,389.871
2002-12-10,395.309
2002-12-11,396.81
2002-12-12,396.659
2002-12-13,393.65
2002-12-16,401.604
2002-12-17,400.022
2002-12-18,396.171
2002-12-19,393.542
2002-12-20,399.024
2002-12-23,398.655
2002-12-24,397.061
2002-12-25,397.061
2002-12-26,397.937
2002-12-27,392.537
2002-12-30,395.417
2002-12-31,396.458
2003-01-01,396.458
2003-01-02,407.534
2003-01-03,406.492
2003-01-06,415.647
2003-01-07,410.133
2003-01-08,406.979
2003-01-09,412.963
2003-01-10,411.766
2003-01-13,410.735
2003-01-14,411.486
2003-01-15,407.447
2003-01-16,406.383
2003-01-17,403.302
2003-01-20,403.302
2003-01-21,396.682
2003-01-22,392.989
2003-01-23,396.959
2003-01-24,388.198
2003-01-27,380.388
2003-01-28,385.082
2003-01-29,387.061
2003-01-30,381.396
2003-01-31,386.943
2003-02-03,388.43
2003-02-04,384.027
2003-02-05,381.426
2003-02-06,378.102
2003-02-07,374.213
2003-02-10,377.171
2003-02-11,373.239
2003-02-12,367.885
2003-02-13,367.553
2003-02-14,373.285
2003-02-17,373.285
2003-02-18,379.235
2003-02-19,376.552
2003-02-20,374.665
2003-02-21,380.005
2003-02-24,374.445
2003-02-25,376.479
2003-02-26,372.886
2003-02-27,376.594
2003-02-28,377.898
2003-03-03,376.911
2003-03-04,370.31
2003-03-05,372.441
2003-03-06,370.473
2003-03-07,372.822
2003-03-10,364.078
2003-03-11,359.236
2003-03-12,358.783
2003-03-13,368.702
2003-03-14,368.612
2003-03-17,379.223
2003-03-18,381.346
2003-03-19,382.968
2003-03-20,385.085
2003-03-21,394.107
2003-03-24,381.159
2003-03-25,385.726
2003-03-26,383.948
2003-03-27,384.044
2003-03-28,383.206
2003-03-31,379.379
2003-04-01,383.432
2003-04-02,390.122
2003-04-03,387.091
2003-04-04,388.253
2003-04-07,388.746
2003-04-08,386.786
2003-04-09,383.29
2003-04-10,385.737
2003-04-11,384.562
2003-04-14,391.138
2003-04-15,394.566
2003-04-16,390.543
2003-04-17,395.68
2003-04-18,395.68
2003-04-21,396.571
2003-04-22,405.031
2003-04-23,406.7
2003-04-24,403.955
2003-04-25,398.7
2003-04-28,405.029
2003-04-29,405.004
2003-04-30,405.717
2003-05-01,404.476
2003-05-02,409.876
2003-05-05,410.38
2003-05-06,414.195
2003-05-07,412.892
2003-05-08,410.414
2003-05-09,415.523
2003-05-12,419.67
2003-05-13,420.028
2003-05-14,419.755
2003-05-15,422.823
2003-05-16,424.677
2003-05-19,416.146
2003-05-20,416.388
2003-05-21,419.043
2003-05-22,423.241
2003-05-23,427.448
2003-05-26,427.448
2003-05-27,434.007
2003-05-28,433.7
2003-05-29,430.675
2003-05-30,440.621
2003-06-02,443.752
2003-06-03,443.076
2003-06-04,449.034
2003-06-05,450.76
2003-06-06,449.838
2003-06-09,443.02
2003-06-10,446.078
2003-06-11,452.675
2003-06-12,453.134
2003-06-13,447.647
2003-06-16,455.555
2003-06-17,453.823
2003-06-18,451.618
2003-06-19,445.989
2003-06-20,446.097
2003-06-23,440.426
2003-06-24,441.36
2003-06-25,439.055
2003-06-26,442.708
2003-06-27,440.047
2003-06-30,439.468
2003-07-01,441.205
2003-07-02,445.17
2003-07-03,442.938
2003-07-04,442.938
2003-07-07,448.275
2003-07-08,450.111
2003-07-09,447.793
2003-07-10,441.544
2003-07-11,444.755
2003-07-14,447.377
2003-07-15,445.045
2003-07-16,442.97
2003-07-17,440.771
2003-07-18,446.465
2003-07-21,442.502
2003-07-22,447.398
2003-07-23,446.444
2003-07-24,446.309
2003-07-25,452.263
2003-07-28,450.919
2003-07-29,448.605
2003-07-30,448.465
2003-07-31,450.152
2003-08-01,446.14
2003-08-04,446.186
2003-08-05,440.222
2003-08-06,441.387
2003-08-07,444.072
2003-08-08,446.564
2003-08-11,447.119
2003-08-12,451.205
2003-08-13,449.203
2003-08-14,453.065
2003-08-15,452.919
2003-08-18,455.42
2003-08-19,456.584
2003-08-20,457.757
2003-08-21,460.655
2003-08-22,454.716
2003-08-25,454.529
2003-08-26,455.16
2003-08-27,455.256
2003-08-28,458.921
2003-08-29,462.463
2003-09-01,462.463
2003-09-02,468.113
2003-09-03,470.078
2003-09-04,469.54
2003-09-05,467.312
2003-09-08,471.321
2003-09-09,467.274
2003-09-10,461.246
2003-09-11,462.748
2003-09-12,464.359
2003-09-15,463.294
2003-09-16,468.093
2003-09-17,465.724
2003-09-18,472.204
2003-09-19,472.399
2003-09-22,467.364
2003-09-23,470.075
2003-09-24,464.062
2003-09-25,460.808
2003-09-26,458.22
2003-09-29,462.458
2003-09-30,460.472
2003-10-01,469.523
2003-10-02,471.325
2003-10-03,475.974
2003-10-06,478.676
2003-10-07,479.653
2003-10-08,479.081
2003-10-09,480.323
2003-10-10,480.29
2003-10-13,484.798
2003-10-14,486.79
2003-10-15,484.516
2003-10-16,485.697
2003-10-17,481.215
2003-10-20,481.677
2003-10-21,480.56
2003-10-22,476.439
2003-10-23,478.679
2003-10-24,477.726
2003-10-27,480.919
2003-10-28,485.131
2003-10-29,487.16
2003-10-30,488.705
2003-10-31,490.514
2003-11-03,494.749
2003-11-04,492.733
2003-11-05,492.508
2003-11-06,496.008
2003-11-07,494.618
2003-11-10,490.908
2003-11-11,490.337
2003-11-12,494.676
2003-11-13,495.528
2003-11-14,492.96
2003-11-17,488.836
2003-11-18,484.792
2003-11-19,486.652
2003-11-20,484.043
2003-11-21,485.519
2003-11-24,492.646
2003-11-25,496.755
2003-11-26,499.279
2003-11-27,499.279
2003-11-28,499.458
2003-12-01,506.141
2003-12-02,505.657
2003-12-03,504.988
2003-12-04,506.239
2003-12-05,504.111
2003-12-08,508.36
2003-12-09,505.562
2003-12-10,502.562
2003-12-11,507.775
2003-12-12,510.035
2003-12-15,505.875
2003-12-16,508.687
2003-12-17,510.311
2003-12-18,516.545
2003-12-19,516.259
2003-12-22,519.343
2003-12-23,520.012
2003-12-24,519.754
2003-12-25,519.754
2003-12-26,520.717
2003-12-29,526.465
2003-12-30,527.295
2003-12-31,526.957
2004-01-01,526.957
2004-01-02,524.385
2004-01-05,528.651
2004-01-06,529.367
2004-01-07,529.544
2004-01-08,531.384
2004-01-09,530.352
2004-01-12,531.558
2004-01-13,530.051
2004-01-14,534.096
2004-01-15,533.781
2004-01-16,536.947
2004-01-19,536.947
2004-01-20,538.37
2004-01-21,543.406
2004-01-22,541.633
2004-01-23,542.266
2004-01-26,544.938
2004-01-27,541.475
2004-01-28,535.133
2004-01-29,535.533
2004-01-30,535.849
2004-02-02,537.604
2004-02-03,537.879
2004-02-04,532.455
2004-02-05,533.448
2004-02-06,540.736
2004-02-09,542.353
2004-02-10,545.196
2004-02-11,551.289
2004-02-12,550.089
2004-02-13,547.765
2004-02-16,547.765
2004-02-17,552.507
2004-02-18,550.008
2004-02-19,548.782
2004-02-20,546.738
2004-02-23,545.656
2004-02-24,544.302
2004-02-25,547.973
2004-02-26,550.438
2004-02-27,554.619
2004-03-01,560.945
2004-03-02,559.293
2004-03-03,560.948
2004-03-04,562.223
2004-03-05,565.941
2004-03-08,562.991
2004-03-09,558.352
2004-03-10,548.992
2004-03-11,540.143
2004-03-12,548.007
2004-03-15,542.1
2004-03-16,544.399
2004-03-17,552.397
2004-03-18,552.489
2004-03-19,548.173
2004-03-22,541.386
2004-03-23,541.597
2004-03-24,538.43
2004-03-25,545.466
2004-03-26,545.465
2004-03-29,551.961
2004-03-30,555.557
2004-03-31,557.907
2004-04-01,560.493
2004-04-02,562.111
2004-04-05,563.289
2004-04-06,561.389
2004-04-07,558.528
2004-04-08,557.113
2004-04-09,557.113
2004-04-12,556.485
2004-04-13,547.958
2004-04-14,545.401
2004-04-15,547.659
2004-04-16,552.752
2004-04-19,552.479
2004-04-20,544.651
2004-04-21,546.705
2004-04-22,557.374
2004-04-23,555.256
2004-04-26,553.606
2004-04-27,556.517
2004-04-28,549.742
2004-04-29,542.571
2004-04-30,541.726
2004-05-03,546.849
2004-05-04,547.495
2004-05-05,549.21
2004-05-06,545.052
2004-05-07,533.398
2004-05-10,524.555
2004-05-11,529.375
2004-05-12,530.199
2004-05-13,531.525
2004-05-14,533.635
2004-05-17,527.83
2004-05-18,531.685
2004-05-19,529.708
2004-05-20,530.467
2004-05-21,533.401
2004-05-24,537.906
2004-05-25,547.26
2004-05-26,549.518
2004-05-27,551.701
2004-05-28,554.328
2004-05-31,554.328
2004-06-01,553.855
2004-06-02,556.514
2004-06-03,552.304
2004-06-04,555.113
2004-06-07,562.9
2004-06-08,562.583
2004-06-09,557.181
2004-06-10,558.886
2004-06-11,558.886
2004-06-14,552.259
2004-06-15,557.146
2004-06-16,557.982
2004-06-17,560.136
2004-06-18,562.019
2004-06-21,562.998
2004-06-22,565.526
2004-06-23,571.937
2004-06-24,570.532
2004-06-25,570.633
2004-06-28,569.66
2004-06-29,568.861
2004-06-30,574.073
2004-07-01,569.751
2004-07-02,569.444
2004-07-05,569.444
2004-07-06,566.397
2004-07-07,567.315
2004-07-08,560.951
2004-07-09,563.675
2004-07-12,564.848
2004-07-13,565.517
2004-07-14,566.044
2004-07-15,565.976
2004-07-16,565.499
2004-07-19,566.552
2004-07-20,570.37
2004-07-21,563.234
2004-07-22,560.389
2004-07-23,556.983
2004-07-26,554.229
2004-07-27,558.954
2004-07-28,560.557
2004-07-29,564.908
2004-07-30,565.286
2004-08-02,567.837
2004-08-03,565.01
2004-08-04,563.958
2004-08-05,554.911
2004-08-06,547.428
2004-08-09,548.803
2004-08-10,555.464
2004-08-11,553.975
2004-08-12,548.604
2004-08-13,548.508
2004-08-16,557.441
2004-08-17,558.34
2004-08-18,564.51
2004-08-19,561.762
2004-08-20,566.273
2004-08-23,564.423
2004-08-24,565.837
2004-08-25,569.22
2004-08-26,570.63
2004-08-27,571.198
2004-08-30,568.795
2004-08-31,572.213
2004-09-01,573.972
2004-09-02,579.883
2004-09-03,580.409
2004-09-06,580.409
2004-09-07,585.485
2004-09-08,580.608
2004-09-09,579.99
2004-09-10,580.313
2004-09-13,582.206
2004-09-14,581.449
2004-09-15,579.014
2004-09-16,583.895
2004-09-17,585.172
2004-09-20,582.412
2004-09-21,587.216
2004-09-22,581.813
2004-09-23,579.154
2004-09-24,582.194
2004-09-27,578.985
2004-09-28,583.259
2004-09-29,584.987
2004-09-30,590.366
2004-10-01,597.337
2004-10-04,598.634
2004-10-05,598.149
2004-10-06,602.602
2004-10-07,596.427
2004-10-08,594.892
2004-10-11,595.21
2004-10-12,594.214
2004-10-13,587.909
2004-10-14,584.868
2004-10-15,588.247
2004-10-18,589.03
2004-10-19,583.62
2004-10-20,585.362
2004-10-21,588.047
2004-10-22,585.561
2004-10-25,587.139
2004-10-26,595.469
2004-10-27,600.163
2004-10-28,599.499
2004-10-29,603.194
2004-11-01,603.639
2004-11-02,602.454
2004-11-03,609.368
2004-11-04,620.693
2004-11-05,620.416
2004-11-08,620.38
2004-11-09,620.878
2004-11-10,623.327
2004-11-11,628.941
2004-11-12,635.567
2004-11-15,634.831
2004-11-16,631.286
2004-11-17,633.609
2004-11-18,634.783
2004-11-19,629.736
2004-11-22,636.252
2004-11-23,638.028
2004-11-24,643.175
2004-11-25,643.175
2004-11-26,645.483
2004-11-29,642.451
2004-11-30,640.721
2004-12-01,646.933
2004-12-02,642.368
2004-12-03,645.286
2004-12-06,644.518
2004-12-07,636.125
2004-12-08,637.769
2004-12-09,641.614
2004-12-10,642.088
2004-12-13,647.486
2004-12-14,650.278
2004-12-15,655.498
2004-12-16,652.689
2004-12-17,652.47
2004-12-20,652.825
2004-12-21,659.089
2004-12-22,660.907
2004-12-23,660.818
2004-12-24,660.818
2004-12-27,657.278
2004-12-28,663.419
2004-12-29,665.176
2004-12-30,666.056
2004-12-31,665.767
2005-01-03,656.121
2005-01-04,647.733
2005-01-05,640.115
2005-01-06,644.14
2005-01-07,642.998
2005-01-10,644.945
2005-01-11,641.192
2005-01-12,643.488
2005-01-13,642.696
2005-01-14,647.409
2005-01-17,647.409
2005-01-18,653.979
2005-01-19,650.059
2005-01-20,645.565
2005-01-21,642.438
2005-01-24,638.83
2005-01-25,637.692
2005-01-26,640.654
2005-01-27,641.062
2005-01-28,639.608
2005-01-31,647.914
2005-02-01,653.126
2005-02-02,657.222
2005-02-03,657.316
2005-02-04,665.199
2005-02-07,663.714
2005-02-08,664.723
2005-02-09,660.284
2005-02-10,663.375
2005-02-11,668.134
2005-02-14,668.672
2005-02-15,670.288
2005-02-16,673.053
2005-02-17,668.563
2005-02-18,669.335
2005-02-21,669.335
2005-02-22,658.765
2005-02-23,662.679
2005-02-24,668.948
2005-02-25,678.527
2005-02-28,674.644
2005-03-01,678.709
2005-03-02,678.58
2005-03-03,680.729
2005-03-04,690.364
2005-03-07,692.461
2005-03-08,689.635
2005-03-09,680.22
2005-03-10,680.642
2005-03-11,679.372
2005-03-14,685.553
2005-03-15,681.425
2005-03-16,674.468
2005-03-17,678.567
2005-03-18,675.887
2005-03-21,673.947
2005-03-22,666.917
2005-03-23,665.174
2005-03-24,666.536
2005-03-25,666.536
2005-03-28,665.865
2005-03-29,658.776
2005-03-30,668.879
2005-03-31,673.133
2005-04-01,672.581
2005-04-04,671.207
2005-04-05,672.153
2005-04-06,674.784
2005-04-07,677.445
2005-04-08,671.38
2005-04-11,673.078
2005-04-12,676.466
2005-04-13,666.471
2005-04-14,655.598
2005-04-15,642.547
2005-04-18,648.149
2005-04-19,655.168
2005-04-20,646.423
2005-04-21,657.594
2005-04-22,655.224
2005-04-25,662.206
2005-04-26,654.532
2005-04-27,654.164
2005-04-28,647.278
2005-04-29,654.855
2005-05-02,659.014
2005-05-03,657.149
2005-05-04,666.394
2005-05-05,666.028
2005-05-06,666.652
2005-05-09,672.095
2005-05-10,665.636
2005-05-11,668.089
2005-05-12,657.01
2005-05-13,651.338
2005-05-16,658.195
2005-05-17,664.623
2005-05-18,672.952
2005-05-19,674.863
2005-05-20,674.37
2005-05-23,677.563
2005-05-24,676.487
2005-05-25,672.301
2005-05-26,676.836
2005-05-27,679.821
2005-05-30,679.821
2005-05-31,678.087
2005-06-01,684.028
2005-06-02,683.754
2005-06-03,681.087
2005-06-06,682.223
2005-06-07,683.236
2005-06-08,682.346
2005-06-09,684.624
2005-06-10,684.677
2005-06-13,687.498
2005-06-14,691.536
2005-06-15,693.256
2005-06-16,696.935
2005-06-17,701.738
2005-06-20,699.558
2005-06-21,697.79
2005-06-22,698.793
2005-06-23,694.075
2005-06-24,688.862
2005-06-27,689.126
2005-06-28,697.255
2005-06-29,697.428
2005-06-30,695.747
2005-07-01,700.739
2005-07-04,700.739
2005-07-05,705.91
2005-07-06,702.132
2005-07-07,705.683
2005-07-08,713.457
2005-07-11,718.278
2005-07-12,718.781
2005-07-13,718.529
2005-07-14,717.15
2005-07-15,717.923
2005-07-18,718.263
2005-07-19,724.28
2005-07-20,730.312
2005-07-21,723.204
2005-07-22,728.5
2005-07-25,725.979
2005-07-26,727.653
2005-07-27,729.68
2005-07-28,736.019
2005-07-29,732.343
2005-08-01,732.405
2005-08-02,738.429
2005-08-03,739.446
2005-08-04,732.762
2005-08-05,723.138
2005-08-08,718.136
2005-08-09,721.183
2005-08-10,723.294
2005-08-11,728.121
2005-08-12,726.037
2005-08-15,728.138
2005-08-16,718.979
2005-08-17,718.04
2005-08-18,716.521
2005-08-19,718.682
2005-08-22,720.288
2005-08-23,717.912
2005-08-24,715.525
2005-08-25,718.69
2005-08-26,714.681
2005-08-29,718.263
2005-08-30,716.104
2005-08-31,725.629
2005-09-01,729.238
2005-09-02,726.422
2005-09-05,726.422
2005-09-06,733.996
2005-09-07,735.798
2005-09-08,731.997
2005-09-09,739.694
2005-09-12,740.168
2005-09-13,734.83
2005-09-14,734.397
2005-09-15,735.488
2005-09-16,738.945
2005-09-19,734.907
2005-09-20,729.388
2005-09-21,720.607
2005-09-22,721.958
2005-09-23,724.139
2005-09-26,725.252
2005-09-27,725.236
2005-09-28,726.892
2005-09-29,735.022
2005-09-30,738.842
2005-10-03,740.453
2005-10-04,729.007
2005-10-05,714.107
2005-10-06,707.326
2005-10-07,711.934
2005-10-10,703.802
2005-10-11,701.588
2005-10-12,694.48
2005-10-13,692.077
2005-10-14,699.444
2005-10-17,704.336
2005-10-18,695.347
2005-10-19,703.188
2005-10-20,693.137
2005-10-21,696.408
2005-10-24,711.689
2005-10-25,709.493
2005-10-26,705.957
2005-10-27,696.466
2005-10-28,709.785
2005-10-31,718.204
2005-11-01,717.257
2005-11-02,726.334
2005-11-03,726.495
2005-11-04,725.963
2005-11-07,726.431
2005-11-08,722.395
2005-11-09,725.201
2005-11-10,731.249
