Date,USA MID VALUE Mid Cap
2001-05-04,420.752
2001-05-07,419.821
2001-05-08,420.246
2001-05-09,420.499
2001-05-10,422.716
2001-05-11,420.679
2001-05-14,421.514
2001-05-15,424.345
2001-05-16,433.449
2001-05-17,436.862
2001-05-18,437.708
2001-05-21,443.548
2001-05-22,443.226
2001-05-23,437.761
2001-05-24,437.633
2001-05-25,435.666
2001-05-28,435.666
2001-05-29,433.15
2001-05-30,428.21
2001-05-31,433.224
2001-06-01,433.945
2001-06-04,435.399
2001-06-05,438.515
2001-06-06,435.355
2001-06-07,435.778
2001-06-08,434.517
2001-06-11,431.964
2001-06-12,431.64
2001-06-13,430.271
2001-06-14,422.316
2001-06-15,423.198
2001-06-18,422.174
2001-06-19,422.581
2001-06-20,424.743
2001-06-21,426.179
2001-06-22,423.514
2001-06-25,420.864
2001-06-26,422.209
2001-06-27,424.325
2001-06-28,427.811
2001-06-29,432.787
2001-07-02,434.28
2001-07-03,434.495
2001-07-04,434.495
2001-07-05,433.416
2001-07-06,426.565
2001-07-09,426.809
2001-07-10,423.431
2001-07-11,423.029
2001-07-12,429.481
2001-07-13,431.394
2001-07-16,428.58
2001-07-17,430.967
2001-07-18,430.219
2001-07-19,430.319
2001-07-20,427.225
2001-07-23,423.439
2001-07-24,415.616
2001-07-25,420.836
2001-07-26,425.637
2001-07-27,426.679
2001-07-30,427.988
2001-07-31,431.295
2001-08-01,432.871
2001-08-02,434.694
2001-08-03,434.246
2001-08-06,429.992
2001-08-07,430.476
2001-08-08,426.363
2001-08-09,425.438
2001-08-10,428.541
2001-08-13,429.693
2001-08-14,431.006
2001-08-15,430.606
2001-08-16,431.696
2001-08-17,428.046
2001-08-20,429.258
2001-08-21,427.817
2001-08-22,428.5
2001-08-23,428.479
2001-08-24,430.019
2001-08-27,428.274
2001-08-28,425.91
2001-08-29,423.861
2001-08-30,419.625
2001-08-31,422.062
2001-09-03,422.062
2001-09-04,423.322
2001-09-05,421.233
2001-09-06,416.185
2001-09-07,408.745
2001-09-10,406.362
2001-09-11,406.362
2001-09-12,406.413
2001-09-13,406.413
2001-09-14,406.413
2001-09-17,383.307
2001-09-18,380.323
2001-09-19,373.051
2001-09-20,361.107
2001-09-21,354.935
2001-09-24,365.373
2001-09-25,368.138
2001-09-26,365.321
2001-09-27,369.791
2001-09-28,379.483
2001-10-01,375.914
2001-10-02,381.552
2001-10-03,389.246
2001-10-04,389.217
2001-10-05,387.361
2001-10-08,382.609
2001-10-09,382.069
2001-10-10,388.493
2001-10-11,395.389
2001-10-12,391.269
2001-10-15,391.371
2001-10-16,395.538
2001-10-17,388.088
2001-10-18,383.56
2001-10-19,385.113
2001-10-22,389.264
2001-10-23,387.427
2001-10-24,386.229
2001-10-25,389.292
2001-10-26,391.667
2001-10-29,386.405
2001-10-30,380.636
2001-10-31,381.476
2001-11-01,386.629
2001-11-02,388.202
2001-11-05,395.156
2001-11-06,399.444
2001-11-07,399.278
2001-11-08,398.692
2001-11-09,398.064
2001-11-12,397.009
2001-11-13,402.935
2001-11-14,404.069
2001-11-15,404.205
2001-11-16,404.343
2001-11-19,407.997
2001-11-20,407.963
2001-11-21,405.299
2001-11-22,405.299
2001-11-23,409.54
2001-11-26,411.235
2001-11-27,410.149
2001-11-28,406.098
2001-11-29,409.671
2001-11-30,409.043
2001-12-03,407.559
2001-12-04,412.673
2001-12-05,420.425
2001-12-06,420.97
2001-12-07,420.662
2001-12-10,415.747
2001-12-11,415.199
2001-12-12,414.631
2001-12-13,411.257
2001-12-14,413.034
2001-12-17,414.454
2001-12-18,419.875
2001-12-19,421.903
2001-12-20,420.969
2001-12-21,422.513
2001-12-24,424.502
2001-12-25,424.502
2001-12-26,427.178
2001-12-27,429.525
2001-12-28,431.983
2001-12-31,430.317
2002-01-01,430.317
2002-01-02,429.193
2002-01-03,431.238
2002-01-04,435.368
2002-01-07,435.152
2002-01-08,432.331
2002-01-09,431.433
2002-01-10,430.325
2002-01-11,427.16
2002-01-14,424.124
2002-01-15,425.981
2002-01-16,421.481
2002-01-17,424.187
2002-01-18,422.744
2002-01-21,422.744
2002-01-22,421.724
2002-01-23,425.458
2002-01-24,429.16
2002-01-25,431.454
2002-01-28,432.217
2002-01-29,425.076
2002-01-30,428.407
2002-01-31,434.024
2002-02-01,432.935
2002-02-04,426.119
2002-02-05,424.141
2002-02-06,421.414
2002-02-07,420.116
2002-02-08,424.178
2002-02-11,430.236
2002-02-12,429.796
2002-02-13,434.775
2002-02-14,434.664
2002-02-15,433.511
2002-02-18,433.511
2002-02-19,427.555
2002-02-20,431.04
2002-02-21,429.975
2002-02-22,432.411
2002-02-25,436.9
2002-02-26,439.407
2002-02-27,441.382
2002-02-28,440.932
2002-03-01,445.673
2002-03-04,454.414
2002-03-05,453.847
2002-03-06,460.518
2002-03-07,459.416
2002-03-08,459.811
2002-03-11,460.908
2002-03-12,460.019
2002-03-13,457.904
2002-03-14,459.293
2002-03-15,462.671
2002-03-18,463.808
2002-03-19,466.4
2002-03-20,462.134
2002-03-21,462.104
2002-03-22,461.352
2002-03-25,455.964
2002-03-26,458.689
2002-03-27,463.942
2002-03-28,464.975
2002-03-29,464.975
2002-04-01,463.273
2002-04-02,462.015
2002-04-03,457.378
2002-04-04,458.917
2002-04-05,460.88
2002-04-08,463.904
2002-04-09,465.749
2002-04-10,472.826
2002-04-11,467.545
2002-04-12,469.285
2002-04-15,466.632
2002-04-16,470.824
2002-04-17,470.9
2002-04-18,469.944
2002-04-19,470.886
2002-04-22,466.634
2002-04-23,467.676
2002-04-24,466.762
2002-04-25,467.285
2002-04-26,464.761
2002-04-29,460.839
2002-04-30,465.881
2002-05-01,467.788
2002-05-02,469.51
2002-05-03,468.79
2002-05-06,462.526
2002-05-07,461.457
2002-05-08,466.698
2002-05-09,463.15
2002-05-10,457.883
2002-05-13,461.236
2002-05-14,467.449
2002-05-15,466.65
2002-05-16,465.446
2002-05-17,466.398
2002-05-20,463.943
2002-05-21,461.104
2002-05-22,462.246
2002-05-23,467.1
2002-05-24,465.443
2002-05-27,465.443
2002-05-28,462.503
2002-05-29,461.15
2002-05-30,459.386
2002-05-31,462.341
2002-06-03,452.626
2002-06-04,449.429
2002-06-05,452.037
2002-06-06,444.894
2002-06-07,447.119
2002-06-10,447.957
2002-06-11,442.01
2002-06-12,442.273
2002-06-13,438.263
2002-06-14,437.257
2002-06-17,448.715
2002-06-18,449.427
2002-06-19,445.862
2002-06-20,442.285
2002-06-21,438.445
2002-06-24,434.683
2002-06-25,429.769
2002-06-26,424.308
2002-06-27,429.008
2002-06-28,433.303
2002-07-01,424.649
2002-07-02,414.581
2002-07-03,410.98
2002-07-04,410.98
2002-07-05,423.197
2002-07-08,419.401
2002-07-09,410.274
2002-07-10,398.079
2002-07-11,398.434
2002-07-12,395.554
2002-07-15,393.201
2002-07-16,386.725
2002-07-17,385.36
2002-07-18,376.868
2002-07-19,364.369
2002-07-22,353.683
2002-07-23,341.898
2002-07-24,359.587
2002-07-25,364.038
2002-07-26,367.17
2002-07-29,385.147
2002-07-30,387.191
2002-07-31,390.625
2002-08-01,383.096
2002-08-02,372.72
2002-08-05,362.916
2002-08-06,373.02
2002-08-07,377.494
2002-08-08,387.703
2002-08-09,389.619
2002-08-12,390.064
2002-08-13,382.381
2002-08-14,392.76
2002-08-15,396.849
2002-08-16,394.528
2002-08-19,400.384
2002-08-20,396.908
2002-08-21,400.749
2002-08-22,407.326
2002-08-23,401.144
2002-08-26,405.816
2002-08-27,402.751
2002-08-28,397.057
2002-08-29,395.882
2002-08-30,396.746
2002-09-02,396.746
2002-09-03,385.096
2002-09-04,389.394
2002-09-05,385.333
2002-09-06,389.156
2002-09-09,391.588
2002-09-10,390.801
2002-09-11,391.092
2002-09-12,381.837
2002-09-13,383.682
2002-09-16,381.848
2002-09-17,373.653
2002-09-18,372.186
2002-09-19,362.957
2002-09-20,363.766
2002-09-23,359.072
2002-09-24,350.172
2002-09-25,357.815
2002-09-26,367.498
2002-09-27,356.993
2002-09-30,354.044
2002-10-01,364.898
2002-10-02,354.021
2002-10-03,349.489
2002-10-04,340.613
2002-10-07,332.415
2002-10-08,335.907
2002-10-09,321.405
2002-10-10,337.033
2002-10-11,347.744
2002-10-14,348.744
2002-10-15,363.298
2002-10-16,353.321
2002-10-17,363.661
2002-10-18,364.686
2002-10-21,374.712
2002-10-22,367.701
2002-10-23,370.765
2002-10-24,366.776
2002-10-25,371.036
2002-10-28,367.94
2002-10-29,364.71
2002-10-30,368.565
2002-10-31,368.241
2002-11-01,374.734
2002-11-04,376.74
2002-11-05,376.553
2002-11-06,382.626
2002-11-07,372.818
2002-11-08,368.15
2002-11-11,362.334
2002-11-12,364.652
2002-11-13,364.404
2002-11-14,373.103
2002-11-15,376.372
2002-11-18,373.151
2002-11-19,372.017
2002-11-20,378.859
2002-11-21,387.19
2002-11-22,388.466
2002-11-25,389.097
2002-11-26,383.231
2002-11-27,391.114
2002-11-28,391.114
2002-11-29,392.008
2002-12-02,390.678
2002-12-03,386.44
2002-12-04,383.929
2002-12-05,381.144
2002-12-06,382.66
2002-12-09,377.496
2002-12-10,382.767
2002-12-11,384.267
2002-12-12,384.152
2002-12-13,381.24
2002-12-16,388.955
2002-12-17,387.44
2002-12-18,383.746
2002-12-19,381.221
2002-12-20,386.531
2002-12-23,386.18
2002-12-24,384.646
2002-12-25,384.646
2002-12-26,385.503
2002-12-27,380.312
2002-12-30,383.11
2002-12-31,384.13
2003-01-01,384.13
2003-01-02,394.862
2003-01-03,393.852
2003-01-06,402.724
2003-01-07,397.382
2003-01-08,394.363
2003-01-09,400.161
2003-01-10,399.001
2003-01-13,398.011
2003-01-14,398.74
2003-01-15,394.828
2003-01-16,393.797
2003-01-17,390.814
2003-01-20,390.814
2003-01-21,384.399
2003-01-22,380.839
2003-01-23,384.691
2003-01-24,376.201
2003-01-27,368.633
2003-01-28,373.182
2003-01-29,375.114
2003-01-30,369.651
2003-01-31,375.027
2003-02-03,376.469
2003-02-04,372.209
2003-02-05,369.736
2003-02-06,366.523
2003-02-07,362.78
2003-02-10,365.686
2003-02-11,361.873
2003-02-12,356.733
2003-02-13,356.45
2003-02-14,362.02
2003-02-17,362.02
2003-02-18,367.802
2003-02-19,365.229
2003-02-20,363.404
2003-02-21,368.592
2003-02-24,363.198
2003-02-25,365.171
2003-02-26,361.714
2003-02-27,365.331
2003-02-28,366.596
2003-03-03,365.64
2003-03-04,359.245
2003-03-05,361.359
2003-03-06,359.51
2003-03-07,361.802
2003-03-10,353.337
2003-03-11,348.638
2003-03-12,348.248
2003-03-13,357.895
2003-03-14,357.82
2003-03-17,368.126
2003-03-18,370.216
2003-03-19,371.793
2003-03-20,373.862
2003-03-21,382.621
2003-03-24,370.056
2003-03-25,374.49
2003-03-26,372.772
2003-03-27,372.891
2003-03-28,372.077
2003-03-31,368.363
2003-04-01,372.307
2003-04-02,378.804
2003-04-03,375.866
2003-04-04,377.0
2003-04-07,377.487
2003-04-08,375.598
2003-04-09,372.212
2003-04-10,374.588
2003-04-11,373.447
2003-04-14,379.846
2003-04-15,383.175
2003-04-16,379.268
2003-04-17,384.259
2003-04-18,384.259
2003-04-21,385.125
2003-04-22,393.342
2003-04-23,394.97
2003-04-24,392.304
2003-04-25,387.2
2003-04-28,393.36
2003-04-29,393.359
2003-04-30,394.083
2003-05-01,392.894
2003-05-02,398.148
2003-05-05,398.658
2003-05-06,402.364
2003-05-07,401.109
2003-05-08,398.722
2003-05-09,403.699
2003-05-12,407.768
2003-05-13,408.149
2003-05-14,407.931
2003-05-15,410.921
2003-05-16,412.723
2003-05-19,404.452
2003-05-20,404.691
2003-05-21,407.312
2003-05-22,411.393
2003-05-23,415.482
2003-05-26,415.482
2003-05-27,421.858
2003-05-28,421.582
2003-05-29,418.656
2003-05-30,428.325
2003-06-02,431.372
2003-06-03,430.725
2003-06-04,436.558
2003-06-05,438.279
2003-06-06,437.431
2003-06-09,430.818
2003-06-10,433.792
2003-06-11,440.259
2003-06-12,440.743
2003-06-13,435.419
2003-06-16,443.111
2003-06-17,441.427
2003-06-18,439.307
2003-06-19,433.853
2003-06-20,433.958
2003-06-23,428.453
2003-06-24,429.362
2003-06-25,427.119
2003-06-26,430.712
2003-06-27,428.123
2003-06-30,427.559
2003-07-01,429.26
2003-07-02,433.13
2003-07-03,430.958
2003-07-04,430.958
2003-07-07,436.151
2003-07-08,437.966
2003-07-09,435.72
2003-07-10,429.639
2003-07-11,432.765
2003-07-14,435.328
2003-07-15,433.062
2003-07-16,431.043
2003-07-17,428.903
2003-07-18,434.446
2003-07-21,430.589
2003-07-22,435.354
2003-07-23,434.433
2003-07-24,434.305
2003-07-25,440.099
2003-07-28,438.791
2003-07-29,436.553
2003-07-30,436.47
2003-07-31,438.128
2003-08-01,434.23
2003-08-04,434.288
2003-08-05,428.502
2003-08-06,429.649
2003-08-07,432.29
2003-08-08,434.716
2003-08-11,435.29
2003-08-12,439.294
2003-08-13,437.405
2003-08-14,441.175
2003-08-15,441.033
2003-08-18,443.49
2003-08-19,444.627
2003-08-20,445.804
2003-08-21,448.633
2003-08-22,442.849
2003-08-25,442.67
2003-08-26,443.285
2003-08-27,443.406
2003-08-28,446.986
2003-08-29,450.439
2003-09-01,450.439
2003-09-02,455.951
2003-09-03,457.901
2003-09-04,457.398
2003-09-05,455.236
2003-09-08,459.207
2003-09-09,455.265
2003-09-10,449.426
2003-09-11,450.952
2003-09-12,452.542
2003-09-15,451.517
2003-09-16,456.178
2003-09-17,453.899
2003-09-18,460.228
2003-09-19,460.426
2003-09-22,455.524
2003-09-23,458.171
2003-09-24,452.314
2003-09-25,449.142
2003-09-26,446.656
2003-09-29,450.788
2003-09-30,448.852
2003-10-01,457.685
2003-10-02,459.442
2003-10-03,463.974
2003-10-06,466.608
2003-10-07,467.561
2003-10-08,467.041
2003-10-09,468.252
2003-10-10,468.232
2003-10-13,472.627
2003-10-14,474.569
2003-10-15,472.355
2003-10-16,473.519
2003-10-17,469.15
2003-10-20,469.603
2003-10-21,468.514
2003-10-22,464.497
2003-10-23,466.684
2003-10-24,465.756
2003-10-27,468.869
2003-10-28,472.975
2003-10-29,474.981
2003-10-30,476.507
2003-10-31,478.278
2003-11-03,482.412
2003-11-04,480.462
2003-11-05,480.279
2003-11-06,483.727
2003-11-07,482.448
2003-11-10,478.841
2003-11-11,478.283
2003-11-12,482.566
2003-11-13,483.414
2003-11-14,480.918
2003-11-17,476.879
2003-11-18,472.956
2003-11-19,474.804
2003-11-20,472.263
2003-11-21,473.709
2003-11-24,480.667
2003-11-25,484.682
2003-11-26,487.176
2003-11-27,487.176
2003-11-28,487.36
2003-12-01,493.883
2003-12-02,493.411
2003-12-03,492.801
2003-12-04,494.042
2003-12-05,491.968
2003-12-08,496.167
2003-12-09,493.436
2003-12-10,490.545
2003-12-11,495.713
2003-12-12,497.919
2003-12-15,493.86
2003-12-16,496.608
2003-12-17,498.287
2003-12-18,504.388
2003-12-19,504.123
2003-12-22,507.135
2003-12-23,507.789
2003-12-24,507.537
2003-12-25,507.537
2003-12-26,508.487
2003-12-29,514.147
2003-12-30,514.981
2003-12-31,514.651
2004-01-01,514.651
2004-01-02,512.148
2004-01-05,516.316
2004-01-06,517.015
2004-01-07,517.225
2004-01-08,519.023
2004-01-09,518.014
2004-01-12,519.204
2004-01-13,517.742
2004-01-14,521.697
2004-01-15,521.388
2004-01-16,524.481
2004-01-19,524.481
2004-01-20,525.874
2004-01-21,530.793
2004-01-22,529.065
2004-01-23,529.683
2004-01-26,532.293
2004-01-27,528.91
2004-01-28,522.756
2004-01-29,523.169
2004-01-30,523.478
2004-02-02,525.193
2004-02-03,525.467
2004-02-04,520.218
2004-02-05,521.197
2004-02-06,528.326
2004-02-09,529.947
2004-02-10,532.741
2004-02-11,538.75
2004-02-12,537.614
2004-02-13,535.359
2004-02-16,535.359
2004-02-17,539.997
2004-02-18,537.594
2004-02-19,536.411
2004-02-20,534.413
2004-02-23,533.361
2004-02-24,532.039
2004-02-25,535.647
2004-02-26,538.086
2004-02-27,542.174
2004-03-01,548.361
2004-03-02,546.755
2004-03-03,548.415
2004-03-04,549.687
2004-03-05,553.33
2004-03-08,550.518
2004-03-09,545.982
2004-03-10,536.856
2004-03-11,528.247
2004-03-12,535.937
2004-03-15,530.168
2004-03-16,532.444
2004-03-17,540.298
2004-03-18,540.41
2004-03-19,536.19
2004-03-22,529.558
2004-03-23,529.763
2004-03-24,526.678
2004-03-25,533.561
2004-03-26,533.56
2004-03-29,539.955
2004-03-30,543.474
2004-03-31,545.787
2004-04-01,548.325
2004-04-02,549.908
2004-04-05,551.06
2004-04-06,549.231
2004-04-07,546.441
2004-04-08,545.056
2004-04-09,545.056
2004-04-12,544.442
2004-04-13,536.109
2004-04-14,533.622
2004-04-15,535.832
2004-04-16,540.814
2004-04-19,540.547
2004-04-20,532.891
2004-04-21,534.901
2004-04-22,545.343
2004-04-23,543.27
2004-04-26,541.657
2004-04-27,544.505
2004-04-28,537.903
2004-04-29,530.923
2004-04-30,530.103
2004-05-03,535.116
2004-05-04,535.764
2004-05-05,537.487
2004-05-06,533.451
2004-05-07,522.046
2004-05-10,513.427
2004-05-11,518.144
2004-05-12,519.009
2004-05-13,520.337
2004-05-14,522.418
2004-05-17,516.761
2004-05-18,520.543
2004-05-19,518.634
2004-05-20,519.382
2004-05-21,522.26
2004-05-24,526.672
2004-05-25,535.83
2004-05-26,538.072
2004-05-27,540.231
2004-05-28,542.807
2004-05-31,542.807
2004-06-01,542.345
2004-06-02,544.984
2004-06-03,540.869
2004-06-04,543.644
2004-06-07,551.291
2004-06-08,551.033
2004-06-09,545.787
2004-06-10,547.457
2004-06-11,547.457
2004-06-14,541.025
2004-06-15,545.845
2004-06-16,546.699
2004-06-17,548.826
2004-06-18,550.67
2004-06-21,551.639
2004-06-22,554.115
2004-06-23,560.412
2004-06-24,559.035
2004-06-25,559.135
2004-06-28,558.211
2004-06-29,557.43
2004-06-30,562.555
2004-07-01,558.335
2004-07-02,558.035
2004-07-05,558.035
2004-07-06,555.048
2004-07-07,555.984
2004-07-08,549.755
2004-07-09,552.425
2004-07-12,553.587
2004-07-13,554.256
2004-07-14,554.777
2004-07-15,554.71
2004-07-16,554.242
2004-07-19,555.275
2004-07-20,559.017
2004-07-21,552.024
2004-07-22,549.239
2004-07-23,545.901
2004-07-26,543.201
2004-07-27,547.832
2004-07-28,549.441
2004-07-29,553.738
2004-07-30,554.115
2004-08-02,556.616
2004-08-03,553.857
2004-08-04,552.869
2004-08-05,544.024
2004-08-06,536.708
2004-08-09,538.107
2004-08-10,544.64
2004-08-11,543.207
2004-08-12,537.962
2004-08-13,537.939
2004-08-16,546.726
2004-08-17,547.608
2004-08-18,553.715
2004-08-19,551.02
2004-08-20,555.445
2004-08-23,553.635
2004-08-24,555.027
2004-08-25,558.353
2004-08-26,559.736
2004-08-27,560.318
2004-08-30,557.982
2004-08-31,561.341
2004-09-01,563.094
2004-09-02,568.896
2004-09-03,569.411
2004-09-06,569.411
2004-09-07,574.437
2004-09-08,569.737
2004-09-09,569.141
2004-09-10,569.474
2004-09-13,571.363
2004-09-14,570.638
2004-09-15,568.301
2004-09-16,573.099
2004-09-17,574.369
2004-09-20,571.66
2004-09-21,576.375
2004-09-22,571.086
2004-09-23,568.478
2004-09-24,571.462
2004-09-27,568.321
2004-09-28,572.549
2004-09-29,574.264
2004-09-30,579.544
2004-10-01,586.398
2004-10-04,587.674
2004-10-05,587.197
2004-10-06,591.599
2004-10-07,585.562
2004-10-08,584.069
2004-10-11,584.381
2004-10-12,583.403
2004-10-13,577.232
2004-10-14,574.262
2004-10-15,577.58
2004-10-18,578.348
2004-10-19,573.036
2004-10-20,574.748
2004-10-21,577.388
2004-10-22,574.949
2004-10-25,576.498
2004-10-26,584.677
2004-10-27,589.308
2004-10-28,588.671
2004-10-29,592.307
2004-11-01,592.745
2004-11-02,591.581
2004-11-03,598.408
2004-11-04,609.55
2004-11-05,609.279
2004-11-08,609.327
2004-11-09,609.839
2004-11-10,612.29
2004-11-11,617.804
2004-11-12,624.399
2004-11-15,623.694
2004-11-16,620.227
2004-11-17,622.552
2004-11-18,623.706
2004-11-19,618.747
2004-11-22,625.16
2004-11-23,626.91
2004-11-24,631.972
2004-11-25,631.972
2004-11-26,634.257
2004-11-29,631.312
2004-11-30,629.612
2004-12-01,635.737
2004-12-02,631.251
2004-12-03,634.119
2004-12-06,633.391
2004-12-07,625.172
2004-12-08,626.883
2004-12-09,630.663
2004-12-10,631.128
2004-12-13,636.501
2004-12-14,639.246
2004-12-15,644.428
2004-12-16,641.716
2004-12-17,641.5
2004-12-20,641.87
2004-12-21,648.083
2004-12-22,649.871
2004-12-23,649.782
2004-12-24,649.782
2004-12-27,646.302
2004-12-28,652.357
2004-12-29,654.117
2004-12-30,655.014
2004-12-31,654.731
2005-01-03,645.247
2005-01-04,636.998
2005-01-05,629.516
2005-01-06,633.496
2005-01-07,632.385
2005-01-10,634.316
2005-01-11,630.625
2005-01-12,632.912
2005-01-13,632.133
2005-01-14,636.768
2005-01-17,636.768
2005-01-18,643.232
2005-01-19,639.378
2005-01-20,634.958
2005-01-21,631.883
2005-01-24,628.334
2005-01-25,627.215
2005-01-26,630.129
2005-01-27,630.565
2005-01-28,629.153
2005-01-31,637.323
2005-02-01,642.458
2005-02-02,646.528
2005-02-03,646.657
2005-02-04,654.413
2005-02-07,652.974
2005-02-08,653.986
2005-02-09,649.622
2005-02-10,652.719
2005-02-11,657.437
2005-02-14,658.014
2005-02-15,659.609
2005-02-16,662.361
2005-02-17,657.987
2005-02-18,658.747
2005-02-21,658.747
2005-02-22,648.344
2005-02-23,652.207
2005-02-24,658.404
2005-02-25,667.895
2005-02-28,664.078
2005-03-01,668.08
2005-03-02,667.984
2005-03-03,670.1
2005-03-04,679.585
2005-03-07,681.71
2005-03-08,678.988
2005-03-09,669.776
2005-03-10,670.197
2005-03-11,669.0
2005-03-14,675.092
2005-03-15,671.04
2005-03-16,664.236
2005-03-17,668.293
2005-03-18,665.654
2005-03-21,663.743
2005-03-22,656.842
2005-03-23,655.134
2005-03-24,656.475
2005-03-25,656.475
2005-03-28,655.815
2005-03-29,648.899
2005-03-30,658.865
2005-03-31,663.058
2005-04-01,662.528
2005-04-04,661.175
2005-04-05,662.106
2005-04-06,664.726
2005-04-07,667.373
2005-04-08,661.398
2005-04-11,663.087
2005-04-12,666.424
2005-04-13,656.596
2005-04-14,645.885
2005-04-15,633.032
2005-04-18,638.551
2005-04-19,645.466
2005-04-20,636.852
2005-04-21,647.862
2005-04-22,645.527
2005-04-25,652.407
2005-04-26,644.846
2005-04-27,644.512
2005-04-28,637.763
2005-04-29,645.238
2005-05-02,649.337
2005-05-03,647.519
2005-05-04,656.652
2005-05-05,656.309
2005-05-06,656.96
2005-05-09,662.349
2005-05-10,655.998
2005-05-11,658.448
2005-05-12,647.586
2005-05-13,642.005
2005-05-16,648.809
2005-05-17,655.145
2005-05-18,663.398
2005-05-19,665.285
2005-05-20,664.802
2005-05-23,667.955
2005-05-24,666.894
2005-05-25,662.798
2005-05-26,667.281
2005-05-27,670.257
2005-05-30,670.257
2005-05-31,668.547
2005-06-01,674.427
2005-06-02,674.165
2005-06-03,671.545
2005-06-06,672.728
2005-06-07,673.747
2005-06-08,672.986
2005-06-09,675.232
2005-06-10,675.285
2005-06-13,678.125
2005-06-14,682.128
2005-06-15,683.873
2005-06-16,687.537
2005-06-17,692.275
2005-06-20,690.125
2005-06-21,688.395
2005-06-22,689.404
2005-06-23,684.75
2005-06-24,679.607
2005-06-27,679.868
2005-06-28,687.972
2005-06-29,688.148
2005-06-30,686.493
2005-07-01,691.435
2005-07-04,691.435
2005-07-05,696.537
2005-07-06,692.827
2005-07-07,696.346
2005-07-08,704.019
2005-07-11,708.795
2005-07-12,709.292
2005-07-13,709.08
2005-07-14,707.719
2005-07-15,708.488
2005-07-18,708.824
2005-07-19,714.762
2005-07-20,720.716
2005-07-21,713.706
2005-07-22,718.932
2005-07-25,716.445
2005-07-26,718.097
2005-07-27,720.136
2005-07-28,726.437
2005-07-29,722.819
2005-08-01,722.887
2005-08-02,728.853
2005-08-03,729.89
2005-08-04,723.313
2005-08-05,713.829
2005-08-08,708.934
2005-08-09,711.942
2005-08-10,714.061
2005-08-11,718.842
2005-08-12,716.813
2005-08-15,718.959
2005-08-16,709.918
2005-08-17,709.017
2005-08-18,707.542
2005-08-19,709.678
2005-08-22,711.264
2005-08-23,708.942
2005-08-24,706.585
2005-08-25,709.711
2005-08-26,705.759
2005-08-29,709.312
2005-08-30,707.2
2005-08-31,716.624
2005-09-01,720.188
2005-09-02,717.41
2005-09-05,717.41
2005-09-06,724.962
2005-09-07,726.882
2005-09-08,723.146
2005-09-09,730.75
2005-09-12,731.218
2005-09-13,726.003
2005-09-14,725.609
2005-09-15,726.752
2005-09-16,730.19
2005-09-19,726.199
2005-09-20,720.746
2005-09-21,712.09
2005-09-22,713.429
2005-09-23,715.584
2005-09-26,716.684
2005-09-27,716.705
2005-09-28,718.462
2005-09-29,726.516
2005-09-30,730.292
2005-10-03,731.902
2005-10-04,720.588
2005-10-05,705.893
2005-10-06,699.19
2005-10-07,703.77
2005-10-10,695.731
2005-10-11,693.543
2005-10-12,686.52
2005-10-13,684.164
2005-10-14,691.468
2005-10-17,696.304
2005-10-18,687.421
2005-10-19,695.175
2005-10-20,685.237
2005-10-21,688.471
2005-10-24,703.578
2005-10-25,701.407
2005-10-26,697.918
2005-10-27,688.573
2005-10-28,701.794
2005-10-31,710.119
2005-11-01,709.182
2005-11-02,718.2
2005-11-03,718.388
2005-11-04,717.862
2005-11-07,718.339
2005-11-08,714.414
2005-11-09,717.27
2005-11-10,723.268
