Date,FRANCE LARGE GROWTH Large Cap
2013-04-30,920.066
2013-05-31,934.735
2013-06-28,883.833
2013-07-31,952.931
2013-08-30,920.579
2013-09-30,990.46
2013-10-31,992.295
2013-11-29,993.451
2013-12-31,1007.056
2014-01-31,948.584
2014-02-28,1017.789
2014-03-31,997.327
2014-04-30,1034.674
2014-05-30,1057.122
2014-06-30,1039.549
2014-07-31,956.254
2014-08-29,973.266
2014-09-30,926.505
2014-10-31,919.386
2014-11-28,968.497
2014-12-31,922.428
2015-01-30,946.996
2015-02-27,1016.629
2015-03-31,1000.171
2015-04-30,1049.527
2015-05-29,1041.054
2015-06-30,1005.717
2015-07-31,1064.633
2015-08-31,978.544
2015-09-30,954.228
2015-10-30,1043.919
2015-11-30,1007.321
2015-12-31,964.472
2016-01-29,942.889
2016-02-29,941.787
2016-03-31,990.672
2016-04-29,984.526
2016-05-31,985.896
2016-06-30,960.534
2016-07-29,1013.987
2016-08-31,1009.685
2016-09-30,1022.808
2016-10-31,993.453
2016-11-30,970.344
2016-12-30,1016.244
2017-01-31,1028.771
2017-02-28,1051.995
2017-03-31,1108.852
2017-04-28,1195.171
2017-05-31,1261.465
2017-06-30,1253.66
2017-07-31,1270.217
2017-08-31,1298.323
2017-09-29,1359.905
2017-10-31,1428.671
2017-11-30,1435.508
2017-12-29,1442.938
2018-01-31,1543.277
2018-02-28,1486.282
2018-03-30,1487.927
2018-04-30,1590.47
2018-05-31,1584.238
2018-06-29,1568.79
2018-07-31,1607.074
2018-08-31,1613.167
2018-09-28,1626.565
2018-10-31,1459.07
2018-11-30,1443.459
2018-12-31,1425.046
2019-01-31,1512.927
2019-02-28,1605.41
2019-03-29,1646.121
2019-04-30,1728.665
2019-05-31,1647.138
2019-06-28,1817.05
2019-07-31,1776.357
2019-08-30,1762.03
2019-09-30,1762.643
2019-10-31,1840.733
2019-11-29,1882.983
2019-12-31,1919.42
2020-01-31,1880.557
2020-02-28,1689.543
2020-03-31,1445.913
2020-04-30,1504.228
2020-05-29,1578.365
2020-06-30,1667.884
2020-07-31,1746.582
2020-08-31,1829.699
2020-09-30,1783.279
2020-10-30,1741.891
2020-11-30,2084.196
2020-12-31,2177.144
2021-01-29,2076.036
2021-02-26,2155.491
2021-03-31,2230.222
2021-04-30,2440.47
2021-05-31,2584.936
2021-06-30,2559.401
2021-07-30,2638.592
2021-08-31,2581.047
2021-09-30,2442.645
2021-10-29,2591.556
2021-11-30,2561.244
2021-12-31,2721.98
2022-01-31,2501.506
2022-02-28,2399.836
2022-03-31,2393.294
2022-04-29,2168.902
2022-05-31,2128.63
2022-06-30,1932.644
2022-07-29,2146.035
2022-08-31,1993.142
2022-09-30,1831.255
2022-10-31,1968.897
2022-11-30,2243.654
2022-12-30,2198.25
2023-01-31,2519.381
2023-02-28,2497.631
2023-03-31,2666.642
2023-04-28,2787.024
2023-05-31,2592.961
2023-06-30,2789.263
2023-07-31,2821.892
2023-08-31,2667.419
2023-09-29,2449.842
2023-10-31,2387.22
2023-11-30,2654.599
2023-12-29,2781.434
2024-01-31,2792.478
2024-02-29,2983.539
2024-03-29,3016.961
2024-04-30,2863.911
2024-05-31,2921.232
2024-06-28,2742.511
2024-07-31,2727.6
2024-08-30,2819.326
2024-09-30,2878.242
2024-10-31,2646.065
2024-11-29,2576.004
2024-12-31,2606.451
2025-01-31,2844.295
2025-02-28,2855.122
2025-03-31,2738.596
2025-04-30,2798.108
2025-05-30,2923.076
2025-06-30,2995.946
