Date,FRANCE LARGE GROWTH Large Cap
2006-10-31,788.435
2006-11-30,827.638
2006-12-29,855.714
2007-01-31,854.173
2007-02-28,877.528
2007-03-30,922.621
2007-04-30,981.809
2007-05-31,1000.0
2007-06-29,998.87
2007-07-31,963.441
2007-08-31,966.229
2007-09-28,1025.009
2007-10-31,1085.186
2007-11-30,1073.886
2007-12-31,1069.017
2008-01-31,928.573
2008-02-29,966.121
2008-03-31,1004.082
2008-04-30,1032.986
2008-05-30,1081.337
2008-06-30,960.962
2008-07-31,931.353
2008-08-29,883.701
2008-09-30,750.596
2008-10-31,562.484
2008-11-28,543.236
2008-12-31,593.671
2009-01-30,503.313
2009-02-27,472.892
2009-03-31,499.758
2009-04-30,539.965
2009-05-29,600.411
2009-06-30,577.738
2009-07-31,632.26
2009-08-31,662.238
2009-09-30,691.34
2009-10-30,687.58
2009-11-30,715.792
2009-12-31,721.563
2010-01-29,674.024
2010-02-26,660.94
2010-03-31,700.952
2010-04-30,670.66
2010-05-31,583.656
2010-06-30,590.981
2010-07-30,663.935
2010-08-31,631.654
2010-09-30,730.551
2010-10-29,761.612
2010-11-30,682.724
2010-12-31,725.285
2011-01-31,750.405
2011-02-28,772.162
2011-03-31,774.762
2011-04-29,852.072
2011-05-31,824.511
2011-06-30,834.433
2011-07-29,784.336
2011-08-31,720.012
2011-09-30,610.854
2011-10-31,700.26
2011-11-30,664.111
2011-12-30,633.797
2012-01-31,680.696
2012-02-29,730.157
2012-03-30,743.97
2012-04-30,723.988
2012-05-31,658.359
2012-06-29,689.96
2012-07-31,689.246
2012-08-31,723.712
2012-09-28,710.166
2012-10-31,729.579
2012-11-30,773.378
2012-12-31,802.399
2013-01-31,846.674
2013-02-28,839.471
2013-03-29,838.258
2013-04-30,885.077
2013-05-31,894.835
2013-06-28,845.736
2013-07-31,911.408
2013-08-30,880.466
2013-09-30,947.302
2013-10-31,949.057
2013-11-29,949.635
2013-12-31,962.521
2014-01-31,906.588
2014-02-28,972.73
2014-03-31,953.174
2014-04-30,987.665
2014-05-30,1005.113
2014-06-30,987.759
2014-07-31,908.325
2014-08-29,924.485
2014-09-30,880.058
2014-10-31,873.296
2014-11-28,919.801
2014-12-31,872.237
2015-01-30,895.436
2015-02-27,961.277
2015-03-31,945.684
2015-04-30,991.696
2015-05-29,980.845
2015-06-30,946.432
2015-07-31,1001.725
2015-08-31,920.724
2015-09-30,897.83
2015-10-30,982.22
2015-11-30,947.626
2015-12-31,906.257
2016-01-29,885.942
2016-02-29,884.872
2016-03-31,930.803
2016-04-29,923.448
2016-05-31,921.947
2016-06-30,897.84
2016-07-29,947.619
2016-08-31,943.598
2016-09-30,955.847
2016-10-31,928.413
2016-11-30,906.309
2016-12-30,948.864
2017-01-31,960.466
2017-02-28,982.115
2017-03-31,1035.195
2017-04-28,1113.995
2017-05-31,1173.017
2017-06-30,1165.012
2017-07-31,1180.236
2017-08-31,1206.351
2017-09-29,1263.565
2017-10-31,1327.46
2017-11-30,1333.614
2017-12-29,1340.101
2018-01-31,1433.154
2018-02-28,1380.185
2018-03-30,1381.713
2018-04-30,1474.221
2018-05-31,1462.838
2018-06-29,1447.763
2018-07-31,1482.908
2018-08-31,1488.53
2018-09-28,1500.888
2018-10-31,1346.335
2018-11-30,1331.697
2018-12-31,1314.222
2019-01-31,1395.035
2019-02-28,1480.272
2019-03-29,1517.809
2019-04-30,1590.837
2019-05-31,1512.353
2019-06-28,1668.261
2019-07-31,1630.696
2019-08-30,1617.543
2019-09-30,1618.099
2019-10-31,1689.785
2019-11-29,1728.234
2019-12-31,1761.073
2020-01-31,1725.207
2020-02-28,1549.972
2020-03-31,1326.436
2020-04-30,1379.445
2020-05-29,1446.267
2020-06-30,1527.989
2020-07-31,1597.667
2020-08-31,1673.697
2020-09-30,1631.224
2020-10-30,1593.365
2020-11-30,1906.483
2020-12-31,1990.547
2021-01-29,1897.907
2021-02-26,1970.545
2021-03-31,2038.785
2021-04-30,2228.862
2021-05-31,2358.596
2021-06-30,2335.279
2021-07-30,2407.279
2021-08-31,2354.778
2021-09-30,2228.492
2021-10-29,2364.347
2021-11-30,2336.288
2021-12-31,2482.889
2022-01-31,2281.596
2022-02-28,2188.806
2022-03-31,2182.798
2022-04-29,1975.443
2022-05-31,1936.274
2022-06-30,1757.543
2022-07-29,1951.387
2022-08-31,1812.362
2022-09-30,1665.145
2022-10-31,1790.301
2022-11-30,2039.5
2022-12-30,1997.362
2023-01-31,2288.932
2023-02-28,2269.104
2023-03-31,2422.61
2023-04-28,2528.152
2023-05-31,2348.583
2023-06-30,2526.026
2023-07-31,2555.287
2023-08-31,2415.408
2023-09-29,2218.373
2023-10-31,2161.668
2023-11-30,2403.428
2023-12-29,2517.134
2024-01-31,2526.894
2024-02-29,2699.707
2024-03-29,2729.934
2024-04-30,2588.426
2024-05-31,2634.967
2024-06-28,2473.738
2024-07-31,2460.288
2024-08-30,2543.025
2024-09-30,2596.143
2024-10-31,2386.722
2024-11-29,2323.527
2024-12-31,2349.87
2025-01-31,2564.3
2025-02-28,2573.987
2025-03-31,2468.912
2025-04-30,2520.162
2025-05-30,2626.102
2025-06-30,2691.568
2025-07-31,2676.082
2025-08-29,2718.652
2025-09-30,2851.606
2025-10-31,2936.282
