Date,FRANCE LARGE GROWTH Large Cap
1994-05-31,237.152
1994-06-30,234.086
1994-07-29,255.811
1994-08-31,261.597
1994-09-30,251.131
1994-10-31,255.571
1994-11-30,249.931
1994-12-30,242.228
1995-01-31,238.448
1995-02-28,245.521
1995-03-31,278.341
1995-04-28,282.459
1995-05-31,280.316
1995-06-30,279.814
1995-07-31,294.034
1995-08-31,285.377
1995-09-29,289.6
1995-10-31,288.473
1995-11-30,281.239
1995-12-29,295.895
1996-01-31,317.814
1996-02-29,326.136
1996-03-29,348.319
1996-04-30,363.537
1996-05-31,359.179
1996-06-28,370.453
1996-07-31,357.764
1996-08-30,348.471
1996-09-30,370.929
1996-10-31,382.415
1996-11-29,408.657
1996-12-31,421.426
1997-01-31,418.006
1997-02-28,417.694
1997-03-31,425.672
1997-04-30,422.911
1997-05-30,416.484
1997-06-30,461.856
1997-07-31,461.192
1997-08-29,418.681
1997-09-30,453.212
1997-10-31,409.582
1997-11-28,425.138
1997-12-31,432.451
1998-01-30,449.107
1998-02-27,492.637
1998-03-31,526.159
1998-04-30,534.561
1998-05-29,561.857
1998-06-30,573.407
1998-07-31,575.078
1998-08-31,517.939
1998-09-30,482.993
1998-10-30,540.178
1998-11-30,573.358
1998-12-31,603.663
1999-01-29,623.069
1999-02-26,576.469
1999-03-31,593.467
1999-04-30,606.858
1999-05-31,598.828
1999-06-30,633.459
1999-07-30,635.167
1999-08-31,663.974
1999-09-30,663.015
1999-10-29,708.934
1999-11-30,730.999
1999-12-31,837.135
2000-01-31,771.151
2000-02-29,846.279
2000-03-31,835.881
2000-04-28,809.54
2000-05-31,821.947
2000-06-30,852.738
2000-07-31,833.733
2000-08-31,814.298
2000-09-29,745.584
2000-10-31,715.507
2000-11-30,645.999
2000-12-29,694.302
2001-01-31,701.828
2001-02-28,589.388
2001-03-30,544.494
2001-04-30,608.107
2001-05-31,547.272
2001-06-29,518.54
2001-07-31,521.005
2001-08-31,497.38
2001-09-28,446.61
2001-10-31,472.085
2001-11-30,479.985
2001-12-31,492.717
2002-01-31,460.962
2002-02-28,457.449
2002-03-29,482.7
2002-04-30,477.41
2002-05-31,473.999
2002-06-28,478.23
2002-07-31,422.703
2002-08-30,413.308
2002-09-30,372.954
2002-10-31,412.823
2002-11-29,416.611
2002-12-31,417.963
2003-01-31,390.695
2003-02-28,376.114
2003-03-31,368.041
2003-04-30,411.629
2003-05-30,441.495
2003-06-30,442.865
2003-07-31,434.851
2003-08-29,442.366
2003-09-30,452.885
2003-10-31,475.231
2003-11-28,498.939
2003-12-31,542.34
2004-01-30,549.952
2004-02-27,560.715
2004-03-31,536.068
2004-04-30,526.164
2004-05-31,544.852
2004-06-30,551.0
2004-07-30,532.431
2004-08-31,528.632
2004-09-30,540.46
2004-10-29,563.66
2004-11-30,599.68
2004-12-31,627.085
2005-01-31,605.627
2005-02-28,625.603
2005-03-31,628.654
2005-04-29,609.917
2005-05-31,623.448
2005-06-30,627.184
2005-07-29,664.18
2005-08-31,668.056
2005-09-30,682.613
2005-10-31,646.276
2005-11-30,647.698
2005-12-30,672.468
2006-01-31,711.459
2006-02-28,692.632
2006-03-31,744.902
2006-04-28,767.368
2006-05-31,751.984
2006-06-30,757.368
2006-07-31,764.111
2006-08-31,786.098
2006-09-29,789.45
