Date,ITALY MID VALUE Mid Cap
2016-04-29,481.563
2016-05-31,445.379
2016-06-30,403.005
2016-07-29,429.351
2016-08-31,426.661
2016-09-30,407.576
2016-10-31,417.039
2016-11-30,400.147
2016-12-30,440.67
2017-01-31,446.76
2017-02-28,451.371
2017-03-31,476.092
2017-04-28,499.902
2017-05-31,507.241
2017-06-30,499.81
2017-07-31,536.739
2017-08-31,544.981
2017-09-29,555.422
2017-10-31,560.987
2017-11-30,567.422
2017-12-29,557.966
2018-01-31,624.729
2018-02-28,597.468
2018-03-30,603.759
2018-04-30,635.056
2018-05-31,562.841
2018-06-29,576.2
2018-07-31,628.923
2018-08-31,566.175
2018-09-28,589.816
2018-10-31,542.332
2018-11-30,577.104
2018-12-31,565.875
2019-01-31,621.922
2019-02-28,642.955
2019-03-29,670.277
2019-04-30,676.547
2019-05-31,639.094
2019-06-28,708.535
2019-07-31,697.21
2019-08-30,702.042
2019-09-30,738.11
2019-10-31,783.9
2019-11-29,782.018
2019-12-31,789.502
2020-01-31,734.302
2020-02-28,698.784
2020-03-31,522.45
2020-04-30,536.182
2020-05-29,549.243
2020-06-30,586.125
2020-07-31,608.504
2020-08-31,645.977
2020-09-30,606.562
2020-10-30,564.316
2020-11-30,730.168
2020-12-31,761.991
2021-01-29,720.568
2021-02-26,796.021
2021-03-31,859.642
2021-04-30,854.073
2021-05-31,889.18
2021-06-30,863.75
2021-07-30,864.29
2021-08-31,875.664
2021-09-30,839.312
2021-10-29,862.123
2021-11-30,875.839
2021-12-31,919.852
2022-01-31,921.047
2022-02-28,900.092
2022-03-31,926.075
2022-04-29,868.947
2022-05-31,916.106
2022-06-30,806.609
2022-07-29,812.264
2022-08-31,763.728
2022-09-30,732.291
2022-10-31,806.366
2022-11-30,908.357
2022-12-30,909.054
2023-01-31,989.435
2023-02-28,980.784
2023-03-31,975.811
2023-04-28,1009.101
2023-05-31,979.65
2023-06-30,1075.22
2023-07-31,1114.902
2023-08-31,1087.561
2023-09-29,1018.102
2023-10-31,954.141
2023-11-30,1004.484
2023-12-29,1054.534
2024-01-31,1054.189
2024-02-29,1088.342
2024-03-29,1183.035
2024-04-30,1141.746
2024-05-31,1229.112
2024-06-28,1144.277
2024-07-31,1224.365
2024-08-30,1259.741
2024-09-30,1255.2
2024-10-31,1229.577
2024-11-29,1280.516
2024-12-31,1296.145
2025-01-31,1391.817
2025-02-28,1460.301
2025-03-31,1537.655
2025-04-30,1642.547
2025-05-30,1809.394
2025-06-30,1864.425
2025-07-31,1868.728
2025-08-29,1980.562
2025-09-30,1981.845
