Date,ITALY MID VALUE Mid Cap
2005-12-30,568.224
2006-01-31,612.368
2006-02-28,643.875
2006-03-31,671.953
2006-04-28,711.223
2006-05-31,755.296
2006-06-30,749.442
2006-07-31,772.261
2006-08-31,819.615
2006-09-29,815.019
2006-10-31,844.445
2006-11-30,867.283
2006-12-29,895.034
2007-01-31,934.223
2007-02-28,935.872
2007-03-30,966.916
2007-04-30,1035.231
2007-05-31,1000.0
2007-06-29,962.633
2007-07-31,920.197
2007-08-31,913.041
2007-09-28,934.367
2007-10-31,983.832
2007-11-30,944.253
2007-12-31,923.644
2008-01-31,861.168
2008-02-29,881.561
2008-03-31,868.776
2008-04-30,884.222
2008-05-30,872.742
2008-06-30,751.866
2008-07-31,756.464
2008-08-29,738.509
2008-09-30,634.771
2008-10-31,494.88
2008-11-28,475.636
2008-12-31,502.572
2009-01-30,454.181
2009-02-27,405.258
2009-03-31,433.486
2009-04-30,516.822
2009-05-29,569.446
2009-06-30,533.951
2009-07-31,567.648
2009-08-31,625.435
2009-09-30,670.337
2009-10-30,645.743
2009-11-30,663.036
2009-12-31,669.497
2010-01-29,617.342
2010-02-26,591.906
2010-03-31,644.423
2010-04-30,602.448
2010-05-31,502.577
2010-06-30,489.626
2010-07-30,554.596
2010-08-31,514.494
2010-09-30,562.834
2010-10-29,584.926
2010-11-30,485.266
2010-12-31,515.287
2011-01-31,570.069
2011-02-28,563.169
2011-03-31,549.368
2011-04-29,589.725
2011-05-31,553.084
2011-06-30,527.788
2011-07-29,460.641
2011-08-31,377.938
2011-09-30,349.471
2011-10-31,368.955
2011-11-30,323.185
2011-12-30,308.859
2012-01-31,349.455
2012-02-29,378.011
2012-03-30,365.136
2012-04-30,311.052
2012-05-31,255.729
2012-06-29,292.546
2012-07-31,266.431
2012-08-31,309.158
2012-09-28,324.564
2012-10-31,328.84
2012-11-30,324.976
2012-12-31,355.414
2013-01-31,405.313
2013-02-28,359.238
2013-03-29,327.804
2013-04-30,370.421
2013-05-31,389.211
2013-06-28,347.242
2013-07-31,384.749
2013-08-30,384.259
2013-09-30,411.93
2013-10-31,480.479
2013-11-29,468.317
2013-12-31,479.308
2014-01-31,500.037
2014-02-28,539.364
2014-03-31,575.289
2014-04-30,568.852
2014-05-30,536.838
2014-06-30,526.797
2014-07-31,502.906
2014-08-29,502.394
2014-09-30,484.465
2014-10-31,475.455
2014-11-28,476.958
2014-12-31,434.953
2015-01-30,435.538
2015-02-27,474.881
2015-03-31,469.301
2015-04-30,482.836
2015-05-29,497.243
2015-06-30,477.757
2015-07-31,504.077
2015-08-31,487.217
2015-09-30,461.272
2015-10-30,489.737
2015-11-30,473.654
2015-12-31,468.425
2016-01-29,412.72
2016-02-29,400.51
2016-03-31,419.665
2016-04-29,446.493
2016-05-31,412.063
2016-06-30,371.359
2016-07-29,395.636
2016-08-31,393.158
2016-09-30,375.571
2016-10-31,384.292
2016-11-30,367.313
2016-12-30,404.511
2017-01-31,410.101
2017-02-28,414.334
2017-03-31,437.026
2017-04-28,458.883
2017-05-31,465.143
2017-06-30,456.212
2017-07-31,489.921
2017-08-31,497.444
2017-09-29,506.974
2017-10-31,512.053
2017-11-30,516.564
2017-12-29,507.956
2018-01-31,568.735
2018-02-28,543.917
2018-03-30,549.645
2018-04-30,578.136
2018-05-31,511.575
2018-06-29,520.261
2018-07-31,567.865
2018-08-31,511.209
2018-09-28,532.555
2018-10-31,489.681
2018-11-30,517.768
2018-12-31,507.693
2019-01-31,557.978
2019-02-28,576.848
2019-03-29,601.361
2019-04-30,606.986
2019-05-31,573.384
2019-06-28,632.274
2019-07-31,622.168
2019-08-30,626.481
2019-09-30,658.667
2019-10-31,699.528
2019-11-29,695.155
2019-12-31,701.807
2020-01-31,652.739
2020-02-28,621.166
2020-03-31,464.418
2020-04-30,476.625
2020-05-29,488.235
2020-06-30,518.704
2020-07-31,538.509
2020-08-31,571.672
2020-09-30,536.791
2020-10-30,499.404
2020-11-30,645.335
2020-12-31,673.46
2021-01-29,636.851
2021-02-26,703.537
2021-03-31,759.766
2021-04-30,754.845
2021-05-31,785.711
2021-06-30,759.511
2021-07-30,759.985
2021-08-31,769.987
2021-09-30,738.021
2021-10-29,758.079
2021-11-30,766.954
2021-12-31,805.495
2022-01-31,806.542
2022-02-28,788.192
2022-03-31,810.944
2022-04-29,760.919
2022-05-31,801.757
2022-06-30,703.892
2022-07-29,708.827
2022-08-31,666.471
2022-09-30,639.038
2022-10-31,703.68
2022-11-30,789.045
2022-12-30,789.651
2023-01-31,859.473
2023-02-28,851.959
2023-03-31,847.639
2023-04-28,876.556
2023-05-31,850.72
2023-06-30,930.794
2023-07-31,965.146
2023-08-31,941.477
2023-09-29,881.348
2023-10-31,825.978
2023-11-30,865.057
2023-12-29,908.16
2024-01-31,907.862
2024-02-29,937.275
2024-03-29,1018.824
2024-04-30,981.252
2024-05-31,1052.691
2024-06-28,977.101
2024-07-31,1045.489
2024-08-30,1075.697
2024-09-30,1071.819
2024-10-31,1049.94
2024-11-29,1088.311
2024-12-31,1101.593
2025-01-31,1182.905
2025-02-28,1241.11
2025-03-31,1306.853
2025-04-30,1396.001
2025-05-30,1525.173
2025-06-30,1567.857
2025-07-31,1571.475
2025-08-29,1665.52
