Date,ITALY MID VALUE Mid Cap
1994-05-31,214.727
1994-06-30,200.268
1994-07-29,200.422
1994-08-31,191.088
1994-09-30,188.196
1994-10-31,177.254
1994-11-30,175.166
1994-12-30,172.526
1995-01-31,185.273
1995-02-28,172.881
1995-03-31,156.713
1995-04-28,163.808
1995-05-31,166.283
1995-06-30,155.719
1995-07-31,166.579
1995-08-31,162.424
1995-09-29,153.818
1995-10-31,146.67
1995-11-30,135.155
1995-12-29,144.379
1996-01-31,149.821
1996-02-29,151.451
1996-03-29,141.966
1996-04-30,156.968
1996-05-31,161.887
1996-06-28,156.043
1996-07-31,145.79
1996-08-30,142.579
1996-09-30,142.325
1996-10-31,135.413
1996-11-29,150.622
1996-12-31,151.927
1997-01-31,169.298
1997-02-28,155.656
1997-03-31,157.018
1997-04-30,151.074
1997-05-30,150.886
1997-06-30,160.799
1997-07-31,174.122
1997-08-29,173.533
1997-09-30,193.035
1997-10-31,193.691
1997-11-28,184.053
1997-12-31,208.442
1998-01-30,252.97
1998-02-27,270.175
1998-03-31,327.861
1998-04-30,310.715
1998-05-29,316.803
1998-06-30,285.767
1998-07-31,304.437
1998-08-31,264.039
1998-09-30,250.766
1998-10-30,263.708
1998-11-30,295.211
1998-12-31,310.949
1999-01-29,301.44
1999-02-26,289.289
1999-03-31,314.754
1999-04-30,316.263
1999-05-31,303.182
1999-06-30,292.895
1999-07-30,295.276
1999-08-31,296.684
1999-09-30,310.672
1999-10-29,300.36
1999-11-30,307.161
1999-12-31,368.016
2000-01-31,349.589
2000-02-29,444.369
2000-03-31,401.393
2000-04-28,379.048
2000-05-31,378.776
2000-06-30,397.615
2000-07-31,386.79
2000-08-31,397.062
2000-09-29,382.235
2000-10-31,372.531
2000-11-30,383.986
2000-12-29,403.952
2001-01-31,412.077
2001-02-28,387.647
2001-03-30,363.019
2001-04-30,373.927
2001-05-31,359.596
2001-06-29,345.98
2001-07-31,334.195
2001-08-31,339.977
2001-09-28,281.359
2001-10-31,282.152
2001-11-30,301.622
2001-12-31,293.412
2002-01-31,302.565
2002-02-28,294.267
2002-03-29,312.133
2002-04-30,322.034
2002-05-31,312.335
2002-06-28,300.796
2002-07-31,277.538
2002-08-30,284.525
2002-09-30,235.411
2002-10-31,260.867
2002-11-29,292.253
2002-12-31,271.817
2003-01-31,278.419
2003-02-28,289.053
2003-03-31,274.286
2003-04-30,320.669
2003-05-30,346.453
2003-06-30,334.261
2003-07-31,336.427
2003-08-29,334.788
2003-09-30,352.843
2003-10-31,368.925
2003-11-28,397.712
2003-12-31,407.184
2004-01-30,425.372
2004-02-27,430.363
2004-03-31,400.64
2004-04-30,403.583
2004-05-31,399.954
2004-06-30,425.104
2004-07-30,413.82
2004-08-31,411.246
2004-09-30,434.333
2004-10-29,448.504
2004-11-30,478.832
2004-12-31,526.099
2005-01-31,531.901
2005-02-28,545.113
2005-03-31,546.831
2005-04-29,537.185
2005-05-31,540.344
2005-06-30,533.95
2005-07-29,561.939
2005-08-31,560.412
2005-09-30,587.93
2005-10-31,551.905
2005-11-30,557.336
