Date,ITALY MID VALUE Mid Cap
2003-01-08,276.1
2003-01-09,282.803
2003-01-10,284.755
2003-01-13,287.959
2003-01-14,290.131
2003-01-15,287.105
2003-01-16,287.222
2003-01-17,280.106
2003-01-20,277.728
2003-01-21,269.573
2003-01-22,268.175
2003-01-23,269.228
2003-01-24,268.773
2003-01-27,267.755
2003-01-28,266.992
2003-01-29,268.917
2003-01-30,268.077
2003-01-31,269.24
2003-02-03,271.809
2003-02-04,268.043
2003-02-05,273.736
2003-02-06,271.659
2003-02-07,271.589
2003-02-10,264.382
2003-02-11,270.096
2003-02-12,269.13
2003-02-13,273.75
2003-02-14,277.215
2003-02-17,280.631
2003-02-18,281.925
2003-02-19,276.798
2003-02-20,277.737
2003-02-21,281.306
2003-02-24,278.441
2003-02-25,274.113
2003-02-26,275.494
2003-02-27,277.393
2003-02-28,279.523
2003-03-03,280.686
2003-03-04,279.071
2003-03-05,276.33
2003-03-06,269.801
2003-03-07,267.1
2003-03-10,261.742
2003-03-11,262.181
2003-03-12,257.409
2003-03-13,260.441
2003-03-14,264.449
2003-03-17,267.445
2003-03-18,264.053
2003-03-19,266.051
2003-03-20,261.868
2003-03-21,266.537
2003-03-24,262.339
2003-03-25,265.762
2003-03-26,264.645
2003-03-27,261.399
2003-03-28,265.524
2003-03-31,265.243
2003-04-01,265.894
2003-04-02,272.759
2003-04-03,274.383
2003-04-04,272.912
2003-04-07,279.209
2003-04-08,280.287
2003-04-09,280.442
2003-04-10,282.145
2003-04-11,281.693
2003-04-14,285.076
2003-04-15,285.481
2003-04-16,287.62
2003-04-17,292.331
2003-04-18,292.331
2003-04-21,291.071
2003-04-22,296.871
2003-04-23,299.628
2003-04-24,300.752
2003-04-25,297.018
2003-04-28,301.257
2003-04-29,302.961
2003-04-30,310.097
2003-05-01,312.945
2003-05-02,310.928
2003-05-05,318.487
2003-05-06,322.789
2003-05-07,321.704
2003-05-08,317.298
2003-05-09,317.779
2003-05-12,316.415
2003-05-13,317.841
2003-05-14,317.32
2003-05-15,317.195
2003-05-16,321.469
2003-05-19,315.925
2003-05-20,315.86
2003-05-21,311.84
2003-05-22,317.561
2003-05-23,321.135
2003-05-26,323.222
2003-05-27,324.361
2003-05-28,325.0
2003-05-29,329.441
2003-05-30,337.218
2003-06-02,335.292
2003-06-03,333.387
2003-06-04,333.016
2003-06-05,336.429
2003-06-06,333.501
2003-06-09,330.87
2003-06-10,330.497
2003-06-11,334.424
2003-06-12,335.477
2003-06-13,337.886
2003-06-16,344.332
2003-06-17,349.0
2003-06-18,344.344
2003-06-19,342.712
2003-06-20,341.516
2003-06-23,334.781
2003-06-24,333.736
2003-06-25,337.237
2003-06-26,331.668
2003-06-27,330.859
2003-06-30,325.615
2003-07-01,322.468
2003-07-02,319.436
2003-07-03,319.851
2003-07-04,319.622
2003-07-07,325.38
2003-07-08,325.295
2003-07-09,325.459
2003-07-10,322.583
2003-07-11,323.424
2003-07-14,325.162
2003-07-15,322.21
2003-07-16,321.465
2003-07-17,318.974
2003-07-18,320.848
2003-07-21,318.64
2003-07-22,318.052
2003-07-23,322.329
2003-07-24,325.122
2003-07-25,326.541
2003-07-28,328.455
2003-07-29,325.179
2003-07-30,326.462
2003-07-31,327.725
2003-08-01,324.478
2003-08-04,324.238
2003-08-05,326.968
2003-08-06,324.997
2003-08-07,325.59
2003-08-08,324.582
2003-08-11,325.354
2003-08-12,325.968
2003-08-13,327.72
2003-08-14,331.584
2003-08-15,331.349
2003-08-18,330.112
2003-08-19,330.524
2003-08-20,332.463
2003-08-21,328.309
2003-08-22,325.642
2003-08-25,325.475
2003-08-26,322.398
2003-08-27,323.741
2003-08-28,325.507
2003-08-29,326.129
2003-09-01,328.521
2003-09-02,325.737
2003-09-03,330.188
2003-09-04,332.25
2003-09-05,336.818
2003-09-08,345.456
2003-09-09,343.618
2003-09-10,340.93
2003-09-11,342.659
2003-09-12,345.32
2003-09-15,346.61
2003-09-16,346.662
2003-09-17,350.313
2003-09-18,354.547
2003-09-19,359.097
2003-09-22,354.11
2003-09-23,353.426
2003-09-24,352.666
2003-09-25,350.443
2003-09-26,345.985
2003-09-29,346.779
2003-09-30,343.717
2003-10-01,348.934
2003-10-02,352.227
2003-10-03,354.403
2003-10-06,354.135
2003-10-07,354.869
2003-10-08,355.899
2003-10-09,358.71
2003-10-10,359.259
2003-10-13,359.278
2003-10-14,362.259
2003-10-15,364.35
2003-10-16,365.798
2003-10-17,361.376
2003-10-20,360.379
2003-10-21,359.11
2003-10-22,356.279
2003-10-23,354.574
2003-10-24,355.428
2003-10-27,355.138
2003-10-28,357.411
2003-10-29,358.479
2003-10-30,360.353
2003-10-31,359.383
2003-11-03,356.886
2003-11-04,357.086
2003-11-05,355.424
2003-11-06,355.199
2003-11-07,360.993
2003-11-10,361.808
2003-11-11,358.468
2003-11-12,362.498
2003-11-13,367.202
2003-11-14,370.071
2003-11-17,367.19
2003-11-18,372.392
2003-11-19,373.879
2003-11-20,372.358
2003-11-21,375.113
2003-11-24,379.394
2003-11-25,379.221
2003-11-26,382.533
2003-11-27,383.516
2003-11-28,387.645
2003-12-01,388.069
2003-12-02,392.468
2003-12-03,394.907
2003-12-04,394.069
2003-12-05,395.71
2003-12-08,396.461
2003-12-09,395.483
2003-12-10,395.165
2003-12-11,394.337
2003-12-12,396.754
2003-12-15,398.84
2003-12-16,400.764
2003-12-17,401.224
2003-12-18,401.714
2003-12-19,397.702
2003-12-22,391.449
2003-12-23,392.799
2003-12-24,393.906
2003-12-25,393.906
2003-12-26,393.747
2003-12-29,395.873
2003-12-30,394.266
2003-12-31,396.878
2004-01-01,396.878
2004-01-02,400.085
2004-01-05,405.109
2004-01-06,407.214
2004-01-07,402.676
2004-01-08,406.626
2004-01-09,411.295
2004-01-12,412.474
2004-01-13,413.137
2004-01-14,414.448
2004-01-15,413.26
2004-01-16,409.88
2004-01-19,411.428
2004-01-20,416.776
2004-01-21,417.487
2004-01-22,419.794
2004-01-23,418.711
2004-01-26,416.347
2004-01-27,420.481
2004-01-28,426.746
2004-01-29,413.964
2004-01-30,414.605
2004-02-02,419.242
2004-02-03,419.829
2004-02-04,418.274
2004-02-05,416.89
2004-02-06,422.465
2004-02-09,425.595
2004-02-10,429.398
2004-02-11,426.469
2004-02-12,432.29
2004-02-13,426.518
2004-02-16,427.533
2004-02-17,433.692
2004-02-18,433.188
2004-02-19,428.581
2004-02-20,424.913
2004-02-23,425.044
2004-02-24,424.929
2004-02-25,422.267
2004-02-26,418.945
2004-02-27,419.471
2004-03-01,422.042
2004-03-02,416.727
2004-03-03,410.729
2004-03-04,415.553
2004-03-05,424.119
2004-03-08,423.636
2004-03-09,423.756
2004-03-10,415.739
2004-03-11,410.232
2004-03-12,406.384
2004-03-15,396.535
2004-03-16,404.075
2004-03-17,399.756
2004-03-18,398.007
2004-03-19,393.459
2004-03-22,390.321
2004-03-23,389.877
2004-03-24,386.137
2004-03-25,388.71
2004-03-26,386.301
2004-03-29,390.968
2004-03-30,388.868
2004-03-31,390.499
2004-04-01,397.777
2004-04-02,395.943
2004-04-05,395.726
2004-04-06,396.539
2004-04-07,401.616
2004-04-08,399.707
2004-04-09,399.707
2004-04-12,398.584
2004-04-13,398.006
2004-04-14,395.748
2004-04-15,392.782
2004-04-16,395.446
2004-04-19,395.803
2004-04-20,395.741
2004-04-21,394.393
2004-04-22,396.785
2004-04-23,395.277
2004-04-26,395.91
2004-04-27,397.481
2004-04-28,392.245
2004-04-29,393.646
2004-04-30,393.368
2004-05-03,393.2
2004-05-04,394.279
2004-05-05,398.065
2004-05-06,388.733
2004-05-07,384.157
2004-05-10,374.938
2004-05-11,375.527
2004-05-12,373.72
2004-05-13,373.736
2004-05-14,371.65
2004-05-17,372.179
2004-05-18,375.001
2004-05-19,381.628
2004-05-20,378.231
2004-05-21,380.609
2004-05-24,379.671
2004-05-25,381.427
2004-05-26,386.288
2004-05-27,394.267
2004-05-28,393.226
2004-05-31,391.914
2004-06-01,393.051
2004-06-02,398.234
2004-06-03,398.418
2004-06-04,402.997
2004-06-07,407.274
2004-06-08,406.602
2004-06-09,399.919
2004-06-10,401.414
2004-06-11,396.486
2004-06-14,395.412
2004-06-15,399.751
2004-06-16,398.777
2004-06-17,401.69
2004-06-18,404.04
2004-06-21,404.496
2004-06-22,405.399
2004-06-23,407.316
2004-06-24,412.429
2004-06-25,412.422
2004-06-28,419.807
2004-06-29,416.771
2004-06-30,416.558
2004-07-01,416.184
2004-07-02,419.337
2004-07-05,417.455
2004-07-06,414.261
2004-07-07,415.442
2004-07-08,416.105
2004-07-09,415.947
2004-07-12,414.675
2004-07-13,413.557
2004-07-14,413.403
2004-07-15,409.944
2004-07-16,414.986
2004-07-19,412.536
2004-07-20,410.293
2004-07-21,407.641
2004-07-22,405.585
2004-07-23,401.256
2004-07-26,402.308
2004-07-27,401.646
2004-07-28,399.908
2004-07-29,404.544
2004-07-30,405.501
2004-08-02,405.409
2004-08-03,406.302
2004-08-04,403.053
2004-08-05,400.807
2004-08-06,401.88
2004-08-09,399.049
2004-08-10,401.796
2004-08-11,395.201
2004-08-12,396.042
2004-08-13,397.499
2004-08-16,401.087
2004-08-17,400.817
2004-08-18,398.55
2004-08-19,400.982
2004-08-20,399.634
2004-08-23,399.029
2004-08-24,398.164
2004-08-25,397.609
2004-08-26,398.686
2004-08-27,397.746
2004-08-30,397.368
2004-08-31,402.979
2004-09-01,405.855
2004-09-02,411.338
2004-09-03,410.348
2004-09-06,410.763
2004-09-07,408.66
2004-09-08,409.68
2004-09-09,408.793
2004-09-10,416.643
2004-09-13,417.843
2004-09-14,416.794
2004-09-15,412.714
2004-09-16,414.123
2004-09-17,420.147
2004-09-20,421.709
2004-09-21,428.751
2004-09-22,425.004
2004-09-23,424.347
2004-09-24,423.181
2004-09-27,418.155
2004-09-28,420.535
2004-09-29,424.609
2004-09-30,425.602
2004-10-01,427.941
2004-10-04,425.945
2004-10-05,427.771
2004-10-06,426.499
2004-10-07,426.498
2004-10-08,430.974
2004-10-11,429.924
2004-10-12,425.011
2004-10-13,427.324
2004-10-14,429.088
2004-10-15,432.196
2004-10-18,432.831
2004-10-19,433.384
2004-10-20,431.973
2004-10-21,432.073
2004-10-22,433.925
2004-10-25,432.915
2004-10-26,435.404
2004-10-27,438.459
2004-10-28,440.41
2004-10-29,439.488
2004-11-01,443.115
2004-11-02,442.621
2004-11-03,447.599
2004-11-04,447.606
2004-11-05,449.403
2004-11-08,454.355
2004-11-09,455.81
2004-11-10,454.301
2004-11-11,454.776
2004-11-12,454.05
2004-11-15,454.395
2004-11-16,456.323
2004-11-17,463.936
2004-11-18,462.855
2004-11-19,465.283
2004-11-22,465.457
2004-11-23,466.073
2004-11-24,467.651
2004-11-25,473.137
2004-11-26,471.239
2004-11-29,471.284
2004-11-30,469.833
2004-12-01,475.746
2004-12-02,475.423
2004-12-03,478.317
2004-12-06,481.29
2004-12-07,485.608
2004-12-08,481.649
2004-12-09,477.246
2004-12-10,478.136
2004-12-13,486.889
2004-12-14,490.181
2004-12-15,496.875
2004-12-16,490.643
2004-12-17,487.703
2004-12-20,496.903
2004-12-21,500.324
2004-12-22,503.334
2004-12-23,507.735
2004-12-24,509.052
2004-12-27,512.487
2004-12-28,513.185
2004-12-29,514.688
2004-12-30,517.636
2004-12-31,516.212
2005-01-03,514.989
2005-01-04,512.757
2005-01-05,515.391
2005-01-06,514.408
2005-01-07,508.514
2005-01-10,508.83
2005-01-11,502.292
2005-01-12,512.454
2005-01-13,511.165
2005-01-14,509.268
2005-01-17,511.183
2005-01-18,507.524
2005-01-19,509.324
2005-01-20,503.957
2005-01-21,508.642
2005-01-24,507.923
2005-01-25,511.388
2005-01-26,514.05
2005-01-27,510.227
2005-01-28,510.048
2005-01-31,521.905
2005-02-01,520.029
2005-02-02,522.686
2005-02-03,521.142
2005-02-04,524.326
2005-02-07,521.305
2005-02-08,520.194
2005-02-09,520.585
2005-02-10,524.013
2005-02-11,525.965
2005-02-14,534.966
2005-02-15,532.533
2005-02-16,525.603
2005-02-17,527.075
2005-02-18,524.919
2005-02-21,517.904
2005-02-22,521.505
2005-02-23,519.967
2005-02-24,523.743
2005-02-25,532.109
2005-02-28,534.869
2005-03-01,536.181
2005-03-02,531.258
2005-03-03,529.753
2005-03-04,539.877
2005-03-07,541.356
2005-03-08,544.407
2005-03-09,543.792
2005-03-10,540.495
2005-03-11,541.988
2005-03-14,537.976
2005-03-15,537.388
2005-03-16,537.632
2005-03-17,535.22
2005-03-18,533.94
2005-03-21,531.915
2005-03-22,534.383
2005-03-23,525.969
2005-03-24,526.498
2005-03-25,526.498
2005-03-28,522.803
2005-03-29,524.973
2005-03-30,531.055
2005-03-31,536.554
2005-04-01,543.095
2005-04-04,536.98
2005-04-05,537.061
2005-04-06,542.662
2005-04-07,547.58
2005-04-08,546.534
2005-04-11,550.477
2005-04-12,540.301
2005-04-13,544.422
2005-04-14,537.904
2005-04-15,529.104
2005-04-18,525.672
2005-04-19,529.221
2005-04-20,526.682
2005-04-21,530.274
2005-04-22,533.344
2005-04-25,529.128
2005-04-26,531.286
2005-04-27,524.158
2005-04-28,523.615
2005-04-29,527.668
2005-05-02,531.925
2005-05-03,534.015
2005-05-04,538.618
2005-05-05,538.599
2005-05-06,535.352
2005-05-09,535.71
2005-05-10,533.412
2005-05-11,536.981
2005-05-12,536.465
2005-05-13,536.64
2005-05-16,536.644
2005-05-17,532.233
2005-05-18,537.009
2005-05-19,538.179
2005-05-20,537.599
2005-05-23,553.356
2005-05-24,544.997
2005-05-25,549.118
2005-05-26,546.133
2005-05-27,544.016
2005-05-30,541.556
2005-05-31,533.043
2005-06-01,532.899
2005-06-02,535.97
2005-06-03,532.613
2005-06-06,532.192
2005-06-07,530.369
2005-06-08,531.73
2005-06-09,525.767
2005-06-10,521.013
2005-06-13,517.1
2005-06-14,519.867
2005-06-15,521.22
2005-06-16,521.858
2005-06-17,526.812
2005-06-20,522.632
2005-06-21,526.381
2005-06-22,524.028
2005-06-23,521.45
2005-06-24,519.828
2005-06-27,517.414
2005-06-28,518.072
2005-06-29,522.927
2005-06-30,526.735
2005-07-01,522.644
2005-07-04,516.514
2005-07-05,514.624
2005-07-06,515.493
2005-07-07,510.194
2005-07-08,517.238
2005-07-11,527.404
2005-07-12,533.55
2005-07-13,532.987
2005-07-14,534.51
2005-07-15,530.677
2005-07-18,533.982
2005-07-19,540.112
2005-07-20,540.623
2005-07-21,548.15
2005-07-22,548.123
2005-07-25,546.299
2005-07-26,543.92
2005-07-27,550.03
2005-07-28,554.661
2005-07-29,554.346
2005-08-01,555.983
2005-08-02,558.682
2005-08-03,564.253
2005-08-04,558.651
2005-08-05,555.643
2005-08-08,556.311
2005-08-09,555.405
2005-08-10,557.598
2005-08-11,558.299
2005-08-12,556.295
2005-08-15,553.319
2005-08-16,549.434
2005-08-17,548.358
2005-08-18,542.883
2005-08-19,546.427
2005-08-22,555.826
2005-08-23,552.764
2005-08-24,554.335
2005-08-25,556.294
2005-08-26,550.455
2005-08-29,551.786
2005-08-30,546.406
2005-08-31,552.84
2005-09-01,562.431
2005-09-02,567.421
2005-09-05,570.583
2005-09-06,570.949
2005-09-07,570.766
2005-09-08,570.314
2005-09-09,572.055
2005-09-12,571.187
2005-09-13,571.773
2005-09-14,582.115
2005-09-15,575.829
2005-09-16,574.931
2005-09-19,572.91
2005-09-20,574.51
2005-09-21,584.113
2005-09-22,571.875
2005-09-23,572.18
2005-09-26,577.086
2005-09-27,574.801
2005-09-28,578.649
2005-09-29,577.096
2005-09-30,579.986
2005-10-03,572.7
2005-10-04,577.009
2005-10-05,572.19
2005-10-06,577.812
2005-10-07,573.687
2005-10-10,568.634
2005-10-11,560.462
2005-10-12,559.59
2005-10-13,550.816
2005-10-14,560.923
2005-10-17,557.872
2005-10-18,548.777
2005-10-19,543.748
2005-10-20,543.965
2005-10-21,547.544
2005-10-24,550.124
2005-10-25,557.048
2005-10-26,551.749
2005-10-27,543.481
2005-10-28,544.289
2005-10-31,544.448
2005-11-01,545.622
2005-11-02,553.398
2005-11-03,554.198
2005-11-04,543.907
2005-11-07,542.883
2005-11-08,538.969
2005-11-09,537.869
2005-11-10,536.586
