Date,EUROPE IMI IMI (Large+Mid+Small Cap)
2002-01-02,419.187
2002-01-03,425.051
2002-01-04,424.084
2002-01-07,420.073
2002-01-08,416.838
2002-01-09,416.178
2002-01-10,414.055
2002-01-11,414.862
2002-01-14,408.575
2002-01-15,410.004
2002-01-16,402.768
2002-01-17,406.103
2002-01-18,405.862
2002-01-21,403.914
2002-01-22,404.124
2002-01-23,406.338
2002-01-24,408.591
2002-01-25,401.526
2002-01-28,402.78
2002-01-29,398.251
2002-01-30,394.024
2002-01-31,398.094
2002-02-01,398.849
2002-02-04,397.121
2002-02-05,392.371
2002-02-06,388.575
2002-02-07,391.476
2002-02-08,392.478
2002-02-11,397.802
2002-02-12,396.589
2002-02-13,397.68
2002-02-14,400.427
2002-02-15,398.784
2002-02-18,395.469
2002-02-19,390.314
2002-02-20,387.323
2002-02-21,390.32
2002-02-22,389.29
2002-02-25,392.056
2002-02-26,393.695
2002-02-27,397.124
2002-02-28,397.098
2002-03-01,400.712
2002-03-04,410.174
2002-03-05,408.73
2002-03-06,412.339
2002-03-07,417.253
2002-03-08,417.77
2002-03-11,415.848
2002-03-12,411.048
2002-03-13,412.232
2002-03-14,415.842
2002-03-15,419.4
2002-03-18,420.851
2002-03-19,422.707
2002-03-20,420.483
2002-03-21,419.105
2002-03-22,419.689
2002-03-25,416.364
2002-03-26,416.91
2002-03-27,415.643
2002-03-28,419.459
2002-03-29,419.458
2002-04-01,423.304
2002-04-02,421.782
2002-04-03,420.798
2002-04-04,417.811
2002-04-05,416.999
2002-04-08,410.018
2002-04-09,411.489
2002-04-10,415.816
2002-04-11,411.799
2002-04-12,411.918
2002-04-15,414.789
2002-04-16,421.657
2002-04-17,424.348
2002-04-18,423.183
2002-04-19,423.363
2002-04-22,420.456
2002-04-23,419.597
2002-04-24,419.314
2002-04-25,418.19
2002-04-26,416.661
2002-04-29,416.85
2002-04-30,418.122
2002-05-01,419.584
2002-05-02,417.655
2002-05-03,419.341
2002-05-06,419.7
2002-05-07,413.917
2002-05-08,420.304
2002-05-09,418.962
2002-05-10,416.987
2002-05-13,419.449
2002-05-14,419.814
2002-05-15,424.067
2002-05-16,423.903
2002-05-17,427.1
2002-05-20,425.144
2002-05-21,423.087
2002-05-22,421.535
2002-05-23,419.621
2002-05-24,420.317
2002-05-27,419.567
2002-05-28,420.241
2002-05-29,420.191
2002-05-30,417.509
2002-05-31,419.097
2002-06-03,417.514
2002-06-04,412.474
2002-06-05,407.704
2002-06-06,409.137
2002-06-07,404.002
2002-06-10,404.382
2002-06-11,407.479
2002-06-12,400.757
2002-06-13,395.835
2002-06-14,386.867
2002-06-17,397.062
2002-06-18,396.834
2002-06-19,393.479
2002-06-20,388.761
2002-06-21,389.602
2002-06-24,383.376
2002-06-25,389.324
2002-06-26,388.973
2002-06-27,391.198
2002-06-28,404.112
2002-07-01,405.26
2002-07-02,393.363
2002-07-03,381.305
2002-07-04,387.823
2002-07-05,399.516
2002-07-08,403.164
2002-07-09,401.422
2002-07-10,388.102
2002-07-11,374.941
2002-07-12,375.479
2002-07-15,362.91
2002-07-16,363.716
2002-07-17,373.953
2002-07-18,379.272
2002-07-19,365.087
2002-07-22,346.294
2002-07-23,335.53
2002-07-24,330.902
2002-07-25,344.918
2002-07-26,344.522
2002-07-29,359.201
2002-07-30,360.678
2002-07-31,360.548
2002-08-01,347.615
2002-08-02,348.229
2002-08-05,338.413
2002-08-06,343.656
2002-08-07,342.149
2002-08-08,353.129
2002-08-09,358.986
2002-08-12,353.745
2002-08-13,357.293
2002-08-14,352.791
2002-08-15,360.436
2002-08-16,363.235
2002-08-19,370.261
2002-08-20,364.976
2002-08-21,370.071
2002-08-22,373.928
2002-08-23,369.547
2002-08-26,367.073
2002-08-27,375.822
2002-08-28,363.309
2002-08-29,358.713
2002-08-30,360.606
2002-09-02,356.013
2002-09-03,346.81
2002-09-04,347.227
2002-09-05,344.798
2002-09-06,352.048
2002-09-09,346.596
2002-09-10,352.18
2002-09-11,357.649
2002-09-12,347.536
2002-09-13,342.009
2002-09-16,339.13
2002-09-17,335.398
2002-09-18,326.647
2002-09-19,322.606
2002-09-20,323.566
2002-09-23,313.564
2002-09-24,307.853
2002-09-25,311.628
2002-09-26,323.966
2002-09-27,323.788
2002-09-30,313.725
2002-10-01,316.755
2002-10-02,325.076
2002-10-03,321.737
2002-10-04,313.938
2002-10-07,310.198
2002-10-08,304.421
2002-10-09,304.333
2002-10-10,310.075
2002-10-11,324.637
2002-10-14,322.069
2002-10-15,338.588
2002-10-16,333.731
2002-10-17,341.011
2002-10-18,339.122
2002-10-21,340.232
2002-10-22,338.583
2002-10-23,328.978
2002-10-24,336.024
2002-10-25,335.405
2002-10-28,340.678
2002-10-29,328.768
2002-10-30,335.837
2002-10-31,342.717
2002-11-01,340.905
2002-11-04,351.574
2002-11-05,354.536
2002-11-06,350.302
2002-11-07,347.911
2002-11-08,345.726
2002-11-11,343.056
2002-11-12,347.316
2002-11-13,344.187
2002-11-14,348.874
2002-11-15,351.452
2002-11-18,355.299
2002-11-19,354.412
2002-11-20,351.254
2002-11-21,360.688
2002-11-22,360.879
2002-11-25,356.146
2002-11-26,350.037
2002-11-27,355.927
2002-11-28,360.355
2002-11-29,359.443
2002-12-02,359.515
2002-12-03,353.152
2002-12-04,352.607
2002-12-05,349.094
2002-12-06,349.933
2002-12-09,342.821
2002-12-10,344.152
2002-12-11,347.403
2002-12-12,344.676
2002-12-13,342.327
2002-12-16,350.207
2002-12-17,348.538
2002-12-18,341.663
2002-12-19,340.257
2002-12-20,343.93
2002-12-23,344.562
2002-12-24,345.996
2002-12-25,345.993
2002-12-26,346.46
2002-12-27,338.894
2002-12-30,343.758
2002-12-31,347.252
2003-01-01,347.249
2003-01-02,353.236
2003-01-03,356.34
2003-01-06,359.66
2003-01-07,355.384
2003-01-08,349.277
2003-01-09,354.003
2003-01-10,356.733
2003-01-13,357.083
2003-01-14,359.509
2003-01-15,354.502
2003-01-16,354.076
2003-01-17,349.217
2003-01-20,345.131
2003-01-21,342.079
2003-01-22,336.983
2003-01-23,336.178
2003-01-24,334.992
2003-01-27,324.533
2003-01-28,325.005
2003-01-29,326.819
2003-01-30,331.363
2003-01-31,331.143
2003-02-03,336.642
2003-02-04,330.341
2003-02-05,334.994
2003-02-06,328.169
2003-02-07,324.93
2003-02-10,321.675
2003-02-11,326.963
2003-02-12,321.752
2003-02-13,322.823
2003-02-14,326.22
2003-02-17,330.141
2003-02-18,331.555
2003-02-19,326.191
2003-02-20,326.512
2003-02-21,328.906
2003-02-24,324.066
2003-02-25,314.665
2003-02-26,313.873
2003-02-27,314.656
2003-02-28,320.672
2003-03-03,323.808
2003-03-04,318.59
2003-03-05,317.739
2003-03-06,315.365
2003-03-07,310.86
2003-03-10,304.339
2003-03-11,304.379
2003-03-12,294.466
2003-03-13,306.372
2003-03-14,314.892
2003-03-17,322.024
2003-03-18,321.632
2003-03-19,324.652
2003-03-20,324.083
2003-03-21,332.037
2003-03-24,322.473
2003-03-25,326.486
2003-03-26,326.733
2003-03-27,322.477
2003-03-28,322.23
2003-03-31,316.392
2003-04-01,319.98
2003-04-02,326.82
2003-04-03,328.322
2003-04-04,330.977
2003-04-07,339.423
2003-04-08,335.707
2003-04-09,336.319
2003-04-10,334.584
2003-04-11,335.449
2003-04-14,339.568
2003-04-15,345.124
2003-04-16,343.892
2003-04-17,347.832
2003-04-18,347.828
2003-04-21,345.471
2003-04-22,350.924
2003-04-23,355.387
2003-04-24,352.616
2003-04-25,348.723
2003-04-28,355.508
2003-04-29,354.903
2003-04-30,358.874
2003-05-01,360.595
2003-05-02,361.638
2003-05-05,365.653
2003-05-06,372.776
2003-05-07,369.138
2003-05-08,364.174
2003-05-09,368.064
2003-05-12,370.315
2003-05-13,370.467
2003-05-14,370.862
2003-05-15,374.12
2003-05-16,378.089
2003-05-19,370.815
2003-05-20,371.384
2003-05-21,369.711
2003-05-22,373.839
2003-05-23,374.964
2003-05-26,375.738
2003-05-27,378.029
2003-05-28,382.052
2003-05-29,386.039
2003-05-30,384.009
2003-06-02,389.884
2003-06-03,387.333
2003-06-04,389.897
2003-06-05,392.996
2003-06-06,397.35
2003-06-09,394.499
2003-06-10,393.458
2003-06-11,401.233
2003-06-12,403.343
2003-06-13,400.408
2003-06-16,407.89
2003-06-17,410.964
2003-06-18,408.963
2003-06-19,402.832
2003-06-20,403.265
2003-06-23,394.339
2003-06-24,391.87
2003-06-25,394.82
2003-06-26,390.399
2003-06-27,390.283
2003-06-30,387.893
2003-07-01,384.476
2003-07-02,389.099
2003-07-03,391.36
2003-07-04,389.528
2003-07-07,393.24
2003-07-08,391.472
2003-07-09,389.506
2003-07-10,386.842
2003-07-11,389.592
2003-07-14,394.462
2003-07-15,390.075
2003-07-16,387.239
2003-07-17,382.878
2003-07-18,384.5
2003-07-21,384.482
2003-07-22,387.126
2003-07-23,389.898
2003-07-24,397.098
2003-07-25,396.462
2003-07-28,399.331
2003-07-29,398.251
2003-07-30,396.5
2003-07-31,396.051
2003-08-01,392.464
2003-08-04,392.878
2003-08-05,395.496
2003-08-06,391.38
2003-08-07,393.004
2003-08-08,393.987
2003-08-11,395.161
2003-08-12,396.549
2003-08-13,398.228
2003-08-14,401.642
2003-08-15,402.251
2003-08-18,402.66
2003-08-19,401.03
2003-08-20,400.991
2003-08-21,399.317
2003-08-22,397.171
2003-08-25,395.725
2003-08-26,391.504
2003-08-27,394.701
2003-08-28,396.477
2003-08-29,396.275
2003-09-01,400.527
2003-09-02,398.212
2003-09-03,403.607
2003-09-04,405.317
2003-09-05,407.948
2003-09-08,412.252
2003-09-09,410.537
2003-09-10,407.564
2003-09-11,408.019
2003-09-12,409.786
2003-09-15,411.144
2003-09-16,411.221
2003-09-17,414.566
2003-09-18,418.332
2003-09-19,418.025
2003-09-22,415.509
2003-09-23,414.372
2003-09-24,414.11
2003-09-25,412.645
2003-09-26,408.423
2003-09-29,408.598
2003-09-30,405.526
2003-10-01,413.164
2003-10-02,414.591
2003-10-03,421.958
2003-10-06,422.196
2003-10-07,422.603
2003-10-08,423.454
2003-10-09,428.157
2003-10-10,429.032
2003-10-13,431.645
2003-10-14,430.953
2003-10-15,433.151
2003-10-16,433.794
2003-10-17,430.836
2003-10-20,432.213
2003-10-21,433.418
2003-10-22,430.105
2003-10-23,426.811
2003-10-24,427.869
2003-10-27,429.567
2003-10-28,430.801
2003-10-29,432.632
2003-10-30,435.408
2003-10-31,433.249
2003-11-03,434.497
2003-11-04,433.731
2003-11-05,430.809
2003-11-06,430.753
2003-11-07,436.428
2003-11-10,434.136
2003-11-11,432.763
2003-11-12,438.366
2003-11-13,442.189
2003-11-14,446.247
2003-11-17,439.066
2003-11-18,442.684
2003-11-19,441.056
2003-11-20,439.932
2003-11-21,441.64
2003-11-24,444.031
2003-11-25,445.11
2003-11-26,448.361
2003-11-27,449.632
2003-11-28,451.07
2003-12-01,456.933
2003-12-02,459.381
2003-12-03,462.511
2003-12-04,460.175
2003-12-05,460.088
2003-12-08,460.94
2003-12-09,463.661
2003-12-10,461.335
2003-12-11,460.332
2003-12-12,464.158
2003-12-15,466.146
2003-12-16,465.308
2003-12-17,467.467
2003-12-18,471.411
2003-12-19,471.717
2003-12-22,472.346
2003-12-23,474.69
2003-12-24,476.891
2003-12-25,476.892
2003-12-26,476.88
2003-12-29,479.545
2003-12-30,483.129
2003-12-31,487.018
2004-01-01,487.02
2004-01-02,491.158
2004-01-05,496.929
2004-01-06,499.829
2004-01-07,495.668
2004-01-08,501.721
2004-01-09,504.183
2004-01-12,501.989
2004-01-13,502.392
2004-01-14,502.84
2004-01-15,499.962
2004-01-16,496.903
2004-01-19,497.41
2004-01-20,502.834
2004-01-21,507.36
2004-01-22,510.788
2004-01-23,508.941
2004-01-26,502.751
2004-01-27,505.476
2004-01-28,507.129
2004-01-29,494.871
2004-01-30,494.761
2004-02-02,496.334
2004-02-03,499.869
2004-02-04,496.906
2004-02-05,499.57
2004-02-06,506.581
2004-02-09,511.445
2004-02-10,512.328
2004-02-11,512.704
2004-02-12,518.317
2004-02-13,516.096
2004-02-16,517.362
2004-02-17,523.426
2004-02-18,523.867
2004-02-19,524.196
2004-02-20,517.048
2004-02-23,517.376
2004-02-24,516.892
2004-02-25,514.435
2004-02-26,509.908
2004-02-27,509.979
2004-03-01,516.054
2004-03-02,512.821
2004-03-03,504.74
2004-03-04,509.401
2004-03-05,517.281
2004-03-08,516.693
2004-03-09,513.623
2004-03-10,504.853
2004-03-11,492.75
2004-03-12,491.729
2004-03-15,484.054
2004-03-16,490.871
2004-03-17,492.735
2004-03-18,492.621
2004-03-19,493.263
2004-03-22,485.417
2004-03-23,484.239
2004-03-24,479.996
2004-03-25,484.376
2004-03-26,482.345
2004-03-29,489.619
2004-03-30,490.785
2004-03-31,494.252
2004-04-01,502.922
2004-04-02,502.167
2004-04-05,499.674
2004-04-06,499.346
2004-04-07,503.181
2004-04-08,502.845
2004-04-09,502.845
2004-04-12,501.969
2004-04-13,499.027
2004-04-14,492.158
2004-04-15,492.182
2004-04-16,499.063
2004-04-19,500.198
2004-04-20,498.915
2004-04-21,492.475
2004-04-22,494.814
2004-04-23,495.478
2004-04-26,498.74
2004-04-27,500.582
2004-04-28,491.622
2004-04-29,491.581
2004-04-30,489.237
2004-05-03,490.754
2004-05-04,497.98
2004-05-05,501.78
2004-05-06,493.489
2004-05-07,487.068
2004-05-10,472.181
2004-05-11,475.082
2004-05-12,474.317
2004-05-13,476.588
2004-05-14,474.598
2004-05-17,473.152
2004-05-18,475.26
2004-05-19,486.06
2004-05-20,478.897
2004-05-21,482.224
2004-05-24,483.152
2004-05-25,486.261
2004-05-26,490.044
2004-05-27,499.399
2004-05-28,495.933
2004-05-31,496.741
2004-06-01,494.036
2004-06-02,498.289
2004-06-03,498.848
2004-06-04,502.172
2004-06-07,508.301
2004-06-08,507.929
2004-06-09,501.24
2004-06-10,502.033
2004-06-11,498.246
2004-06-14,494.424
2004-06-15,497.676
2004-06-16,499.836
2004-06-17,501.665
2004-06-18,505.887
2004-06-21,504.303
2004-06-22,499.257
2004-06-23,500.981
2004-06-24,506.511
2004-06-25,504.996
2004-06-28,510.383
2004-06-29,505.073
2004-06-30,504.066
2004-07-01,502.25
2004-07-02,504.768
2004-07-05,503.28
2004-07-06,500.86
2004-07-07,503.878
2004-07-08,506.764
2004-07-09,505.988
2004-07-12,504.697
2004-07-13,502.015
2004-07-14,503.617
2004-07-15,497.882
2004-07-16,502.07
2004-07-19,498.761
2004-07-20,497.602
2004-07-21,496.17
2004-07-22,490.776
2004-07-23,485.882
2004-07-26,483.025
2004-07-27,483.484
2004-07-28,483.907
2004-07-29,490.44
2004-07-30,489.949
2004-08-02,489.383
2004-08-03,491.856
2004-08-04,487.972
2004-08-05,488.471
2004-08-06,486.348
2004-08-09,482.083
2004-08-10,487.198
2004-08-11,480.229
2004-08-12,480.203
2004-08-13,483.457
2004-08-16,487.407
2004-08-17,487.48
2004-08-18,486.476
2004-08-19,490.148
2004-08-20,487.779
2004-08-23,489.398
2004-08-24,485.487
2004-08-25,486.009
2004-08-26,489.593
2004-08-27,491.023
2004-08-30,490.565
2004-08-31,490.526
2004-09-01,494.357
2004-09-02,495.547
2004-09-03,495.051
2004-09-06,497.718
2004-09-07,497.291
2004-09-08,499.255
2004-09-09,498.004
2004-09-10,505.054
2004-09-13,507.049
2004-09-14,507.027
2004-09-15,500.653
2004-09-16,502.466
2004-09-17,506.228
2004-09-20,503.82
2004-09-21,510.484
2004-09-22,507.185
2004-09-23,505.956
2004-09-24,506.22
2004-09-27,504.436
2004-09-28,507.452
2004-09-29,509.372
2004-09-30,510.489
2004-10-01,517.854
2004-10-04,517.234
2004-10-05,519.596
2004-10-06,519.065
2004-10-07,518.279
2004-10-08,521.508
2004-10-11,519.787
2004-10-12,512.641
2004-10-13,512.372
2004-10-14,514.18
2004-10-15,516.97
2004-10-18,516.955
2004-10-19,521.797
2004-10-20,520.448
2004-10-21,523.656
2004-10-22,524.305
2004-10-25,521.853
2004-10-26,523.202
2004-10-27,529.174
2004-10-28,530.853
2004-10-29,528.925
2004-11-01,534.172
2004-11-02,537.093
2004-11-03,543.147
2004-11-04,545.07
2004-11-05,549.45
2004-11-08,550.501
2004-11-09,548.723
2004-11-10,550.173
2004-11-11,554.188
2004-11-12,557.706
2004-11-15,557.494
2004-11-16,555.561
2004-11-17,562.42
2004-11-18,561.032
2004-11-19,559.862
2004-11-22,556.369
2004-11-23,559.344
2004-11-24,562.165
2004-11-25,569.371
2004-11-26,569.46
2004-11-29,570.039
2004-11-30,568.113
2004-12-01,575.102
2004-12-02,575.901
2004-12-03,579.195
2004-12-06,579.117
2004-12-07,581.296
2004-12-08,573.363
2004-12-09,568.971
2004-12-10,569.67
2004-12-13,576.98
2004-12-14,577.118
2004-12-15,583.057
2004-12-16,579.374
2004-12-17,573.801
2004-12-20,582.976
2004-12-21,579.881
2004-12-22,583.392
2004-12-23,588.601
2004-12-24,590.788
2004-12-27,593.537
2004-12-28,593.227
2004-12-29,592.383
2004-12-30,594.419
2004-12-31,593.065
2005-01-03,590.757
2005-01-04,585.731
2005-01-05,581.252
2005-01-06,579.379
2005-01-07,577.826
2005-01-10,579.849
2005-01-11,578.195
2005-01-12,579.969
2005-01-13,578.691
2005-01-14,576.762
2005-01-17,578.576
2005-01-18,576.673
2005-01-19,578.452
2005-01-20,572.66
2005-01-21,574.19
2005-01-24,575.808
2005-01-25,575.724
2005-01-26,581.211
2005-01-27,582.164
2005-01-28,578.99
2005-01-31,583.944
2005-02-01,587.177
2005-02-02,590.241
2005-02-03,586.595
2005-02-04,591.521
2005-02-07,589.512
2005-02-08,587.707
2005-02-09,588.124
2005-02-10,592.212
2005-02-11,596.572
2005-02-14,601.658
2005-02-15,604.095
2005-02-16,601.527
2005-02-17,605.887
2005-02-18,606.717
2005-02-21,606.196
2005-02-22,608.699
2005-02-23,604.478
2005-02-24,604.872
2005-02-25,611.009
2005-02-28,613.087
2005-03-01,613.418
2005-03-02,610.07
2005-03-03,610.779
2005-03-04,620.353
2005-03-07,617.347
2005-03-08,621.154
2005-03-09,618.598
2005-03-10,615.916
2005-03-11,619.628
2005-03-14,614.582
2005-03-15,616.802
2005-03-16,614.707
2005-03-17,612.414
2005-03-18,609.567
2005-03-21,603.484
2005-03-22,605.431
2005-03-23,594.47
2005-03-24,595.791
2005-03-25,595.791
2005-03-28,592.694
2005-03-29,594.905
2005-03-30,595.557
2005-03-31,597.554
2005-04-01,598.934
2005-04-04,590.25
2005-04-05,595.816
2005-04-06,598.746
2005-04-07,603.158
2005-04-08,602.042
2005-04-11,606.157
2005-04-12,600.758
2005-04-13,604.252
2005-04-14,598.576
2005-04-15,595.117
2005-04-18,588.511
2005-04-19,593.657
2005-04-20,592.475
2005-04-21,593.435
2005-04-22,596.913
2005-04-25,594.931
2005-04-26,591.855
2005-04-27,584.395
2005-04-28,581.635
2005-04-29,582.579
2005-05-02,581.24
2005-05-03,585.875
2005-05-04,591.952
2005-05-05,594.55
2005-05-06,592.887
2005-05-09,590.155
2005-05-10,588.502
2005-05-11,584.83
2005-05-12,583.879
2005-05-13,581.002
2005-05-16,577.517
2005-05-17,578.691
2005-05-18,585.466
2005-05-19,587.55
2005-05-20,584.684
2005-05-23,589.118
2005-05-24,589.025
2005-05-25,589.342
2005-05-26,590.152
2005-05-27,590.874
2005-05-30,590.592
2005-05-31,584.73
2005-06-01,588.52
2005-06-02,589.509
2005-06-03,588.032
2005-06-06,586.802
2005-06-07,593.058
2005-06-08,594.73
2005-06-09,588.346
2005-06-10,588.528
2005-06-13,586.801
2005-06-14,588.045
2005-06-15,589.0
2005-06-16,590.987
2005-06-17,598.855
2005-06-20,594.51
2005-06-21,597.071
2005-06-22,597.687
2005-06-23,596.284
2005-06-24,593.356
2005-06-27,591.246
2005-06-28,592.198
2005-06-29,593.396
2005-06-30,593.435
2005-07-01,591.241
2005-07-04,589.654
2005-07-05,588.461
2005-07-06,593.089
2005-07-07,583.61
2005-07-08,590.718
2005-07-11,600.652
2005-07-12,604.953
2005-07-13,603.002
2005-07-14,606.136
2005-07-15,602.018
2005-07-18,601.361
2005-07-19,600.089
2005-07-20,599.905
2005-07-21,606.079
2005-07-22,606.416
2005-07-25,606.456
2005-07-26,604.866
2005-07-27,607.742
2005-07-28,613.12
2005-07-29,616.052
2005-08-01,619.796
2005-08-02,624.424
2005-08-03,629.623
2005-08-04,627.832
2005-08-05,624.016
2005-08-08,629.305
2005-08-09,631.981
2005-08-10,639.42
2005-08-11,640.426
2005-08-12,638.857
2005-08-15,635.332
2005-08-16,632.003
2005-08-17,629.623
2005-08-18,621.246
2005-08-19,625.368
2005-08-22,630.356
2005-08-23,625.472
2005-08-24,625.132
2005-08-25,622.822
2005-08-26,621.274
2005-08-29,619.753
2005-08-30,615.799
2005-08-31,626.044
2005-09-01,639.224
2005-09-02,643.045
2005-09-05,644.819
2005-09-06,648.001
2005-09-07,648.662
2005-09-08,646.15
2005-09-09,649.11
2005-09-12,643.174
2005-09-13,638.43
2005-09-14,642.105
2005-09-15,637.96
2005-09-16,641.633
2005-09-19,639.847
2005-09-20,641.847
2005-09-21,638.472
2005-09-22,631.997
2005-09-23,630.726
2005-09-26,635.9
2005-09-27,632.563
2005-09-28,638.02
2005-09-29,636.307
2005-09-30,641.081
2005-10-03,638.129
2005-10-04,641.169
2005-10-05,635.554
2005-10-06,635.977
2005-10-07,632.194
2005-10-10,630.237
2005-10-11,629.036
2005-10-12,626.297
2005-10-13,614.691
2005-10-14,622.569
2005-10-17,620.183
2005-10-18,613.706
2005-10-19,605.766
2005-10-20,608.458
2005-10-21,607.214
2005-10-24,612.731
2005-10-25,617.214
2005-10-26,618.737
2005-10-27,613.968
2005-10-28,612.421
2005-10-31,620.488
2005-11-01,621.538
2005-11-02,628.0
2005-11-03,634.092
2005-11-04,623.414
2005-11-07,624.748
2005-11-08,623.17
