Date,ITALY IMI VALUE IMI (Large+Mid+Small Cap)
2001-01-01,427.596
2001-01-02,426.705
2001-01-03,421.71
2001-01-04,425.686
2001-01-05,430.293
2001-01-08,430.136
2001-01-09,424.521
2001-01-10,425.242
2001-01-11,433.749
2001-01-12,436.9
2001-01-15,435.281
2001-01-16,432.881
2001-01-17,432.896
2001-01-18,440.767
2001-01-19,433.607
2001-01-22,436.004
2001-01-23,436.644
2001-01-24,434.003
2001-01-25,434.145
2001-01-26,436.806
2001-01-29,435.735
2001-01-30,438.797
2001-01-31,442.262
2001-02-01,443.452
2001-02-02,437.935
2001-02-05,439.1
2001-02-06,435.056
2001-02-07,431.389
2001-02-08,425.895
2001-02-09,424.688
2001-02-12,431.731
2001-02-13,426.008
2001-02-14,422.764
2001-02-15,414.095
2001-02-16,415.596
2001-02-19,417.682
2001-02-20,408.188
2001-02-21,406.815
2001-02-22,402.906
2001-02-23,398.159
2001-02-26,403.05
2001-02-27,405.935
2001-02-28,407.933
2001-03-01,408.811
2001-03-02,408.144
2001-03-05,404.986
2001-03-06,409.894
2001-03-07,410.945
2001-03-08,413.357
2001-03-09,409.321
2001-03-12,399.344
2001-03-13,392.211
2001-03-14,384.982
2001-03-15,382.374
2001-03-16,373.044
2001-03-19,374.333
2001-03-20,380.89
2001-03-21,377.936
2001-03-22,358.311
2001-03-23,366.146
2001-03-26,374.83
2001-03-27,385.287
2001-03-28,378.724
2001-03-29,380.782
2001-03-30,383.745
2001-04-02,384.712
2001-04-03,379.434
2001-04-04,391.866
2001-04-05,393.411
2001-04-06,395.02
2001-04-09,399.642
2001-04-10,397.646
2001-04-11,392.996
2001-04-12,397.984
2001-04-13,397.984
2001-04-16,393.891
2001-04-17,394.081
2001-04-18,392.161
2001-04-19,396.848
2001-04-20,400.264
2001-04-23,397.023
2001-04-24,399.448
2001-04-25,403.279
2001-04-26,405.062
2001-04-27,402.245
2001-04-30,402.007
2001-05-01,404.134
2001-05-02,404.298
2001-05-03,398.317
2001-05-04,397.787
2001-05-07,398.805
2001-05-08,394.797
2001-05-09,391.562
2001-05-10,393.845
2001-05-11,389.857
2001-05-14,392.039
2001-05-15,392.697
2001-05-16,395.02
2001-05-17,395.01
2001-05-18,396.113
2001-05-21,393.748
2001-05-22,392.856
2001-05-23,388.707
2001-05-24,390.916
2001-05-25,388.464
2001-05-28,391.206
2001-05-29,387.827
2001-05-30,383.431
2001-05-31,379.373
2001-06-01,378.687
2001-06-04,376.807
2001-06-05,377.742
2001-06-06,373.486
2001-06-07,377.58
2001-06-08,378.933
2001-06-11,375.92
2001-06-12,376.66
2001-06-13,381.142
2001-06-14,379.658
2001-06-15,379.226
2001-06-18,372.338
2001-06-19,370.0
2001-06-20,363.594
2001-06-21,361.101
2001-06-22,362.456
2001-06-25,369.272
2001-06-26,364.635
2001-06-27,366.923
2001-06-28,363.222
2001-06-29,364.425
2001-07-02,368.82
2001-07-03,367.987
2001-07-04,367.233
2001-07-05,364.146
2001-07-06,360.148
2001-07-09,363.119
2001-07-10,362.441
2001-07-11,360.998
2001-07-12,356.106
2001-07-13,355.829
2001-07-16,358.035
2001-07-17,351.719
2001-07-18,355.86
2001-07-19,361.164
2001-07-20,361.124
2001-07-23,360.42
2001-07-24,363.112
2001-07-25,363.174
2001-07-26,363.744
2001-07-27,365.376
2001-07-30,369.882
2001-07-31,370.599
2001-08-01,372.79
2001-08-02,371.705
2001-08-03,372.833
2001-08-06,373.967
2001-08-07,374.281
2001-08-08,373.565
2001-08-09,376.717
2001-08-10,374.447
2001-08-13,376.513
2001-08-14,377.453
2001-08-15,383.198
2001-08-16,381.504
2001-08-17,377.445
2001-08-20,375.073
2001-08-21,375.807
2001-08-22,381.234
2001-08-23,378.675
2001-08-24,382.842
2001-08-27,380.556
2001-08-28,376.769
2001-08-29,379.547
2001-08-30,373.718
2001-08-31,372.354
2001-09-03,369.272
2001-09-04,362.321
2001-09-05,352.587
2001-09-06,346.501
2001-09-07,347.706
2001-09-10,341.025
2001-09-11,323.077
2001-09-12,321.486
2001-09-13,324.986
2001-09-14,311.222
2001-09-17,310.476
2001-09-18,305.648
2001-09-19,303.243
2001-09-20,292.485
2001-09-21,274.431
2001-09-24,288.439
2001-09-25,296.581
2001-09-26,305.725
2001-09-27,311.255
2001-09-28,321.816
2001-10-01,317.153
2001-10-02,322.74
2001-10-03,327.545
2001-10-04,330.335
2001-10-05,325.73
2001-10-08,329.525
2001-10-09,328.837
2001-10-10,334.493
2001-10-11,334.703
2001-10-12,334.119
2001-10-15,330.608
2001-10-16,333.9
2001-10-17,336.969
2001-10-18,333.361
2001-10-19,324.35
2001-10-22,328.071
2001-10-23,333.774
2001-10-24,336.458
2001-10-25,331.761
2001-10-26,337.752
2001-10-29,336.926
2001-10-30,326.929
2001-10-31,329.298
2001-11-01,330.708
2001-11-02,326.106
2001-11-05,329.068
2001-11-06,325.405
2001-11-07,326.52
2001-11-08,329.073
2001-11-09,328.287
2001-11-12,320.429
2001-11-13,324.12
2001-11-14,324.451
2001-11-15,324.909
2001-11-16,332.273
2001-11-19,338.605
2001-11-20,335.148
2001-11-21,333.006
2001-11-22,336.533
2001-11-23,336.798
2001-11-26,335.109
2001-11-27,330.293
2001-11-28,330.279
2001-11-29,332.478
2001-11-30,334.732
2001-12-03,330.678
2001-12-04,335.065
2001-12-05,344.147
2001-12-06,346.082
2001-12-07,343.995
2001-12-10,337.51
2001-12-11,337.582
2001-12-12,335.476
2001-12-13,329.194
2001-12-14,329.221
2001-12-17,338.772
2001-12-18,335.234
2001-12-19,330.8
2001-12-20,327.714
2001-12-21,330.345
2001-12-24,327.079
2001-12-25,327.079
2001-12-26,327.358
2001-12-27,336.172
2001-12-28,334.66
2001-12-31,337.94
2002-01-01,337.944
2002-01-02,340.376
2002-01-03,345.042
2002-01-04,341.23
2002-01-07,338.42
2002-01-08,340.516
2002-01-09,339.395
2002-01-10,334.831
2002-01-11,336.083
2002-01-14,330.313
2002-01-15,333.337
2002-01-16,327.899
2002-01-17,331.048
2002-01-18,333.878
2002-01-21,330.504
2002-01-22,332.496
2002-01-23,335.033
2002-01-24,334.785
2002-01-25,331.901
2002-01-28,334.026
2002-01-29,331.845
2002-01-30,330.491
2002-01-31,332.051
2002-02-01,332.469
2002-02-04,330.35
2002-02-05,325.572
2002-02-06,321.005
2002-02-07,321.097
2002-02-08,323.083
2002-02-11,324.575
2002-02-12,321.46
2002-02-13,324.646
2002-02-14,327.919
2002-02-15,325.579
2002-02-18,323.009
2002-02-19,317.876
2002-02-20,317.856
2002-02-21,321.181
2002-02-22,321.722
2002-02-25,322.592
2002-02-26,323.413
2002-02-27,330.953
2002-02-28,331.902
2002-03-01,333.73
2002-03-04,341.706
2002-03-05,339.845
2002-03-06,344.951
2002-03-07,346.264
2002-03-08,349.046
2002-03-11,348.274
2002-03-12,345.286
2002-03-13,349.688
2002-03-14,353.911
2002-03-15,356.496
2002-03-18,352.769
2002-03-19,356.361
2002-03-20,355.224
2002-03-21,355.479
2002-03-22,355.968
2002-03-25,352.151
2002-03-26,352.943
2002-03-27,351.228
2002-03-28,356.857
2002-03-29,356.86
2002-04-01,359.767
2002-04-02,359.91
2002-04-03,360.686
2002-04-04,356.962
2002-04-05,355.514
2002-04-08,348.114
2002-04-09,350.977
2002-04-10,354.978
2002-04-11,353.423
2002-04-12,353.444
2002-04-15,354.901
2002-04-16,362.968
2002-04-17,363.591
2002-04-18,365.0
2002-04-19,367.409
2002-04-22,365.38
2002-04-23,365.4
2002-04-24,367.167
2002-04-25,365.27
2002-04-26,363.4
2002-04-29,364.069
2002-04-30,362.864
2002-05-01,364.9
2002-05-02,357.612
2002-05-03,360.031
2002-05-06,360.144
2002-05-07,357.073
2002-05-08,360.629
2002-05-09,355.857
2002-05-10,353.189
2002-05-13,358.242
2002-05-14,359.272
2002-05-15,361.296
2002-05-16,362.105
2002-05-17,365.545
2002-05-20,361.576
2002-05-21,361.591
2002-05-22,363.793
2002-05-23,361.043
2002-05-24,359.739
2002-05-27,357.664
2002-05-28,362.282
2002-05-29,362.897
2002-05-30,360.998
2002-05-31,358.998
2002-06-03,356.249
2002-06-04,351.209
2002-06-05,348.915
2002-06-06,348.718
2002-06-07,347.145
2002-06-10,349.63
2002-06-11,358.259
2002-06-12,353.164
2002-06-13,347.097
2002-06-14,340.956
2002-06-17,349.256
2002-06-18,350.478
2002-06-19,348.51
2002-06-20,343.459
2002-06-21,345.233
2002-06-24,342.303
2002-06-25,344.145
2002-06-26,349.881
2002-06-27,345.748
2002-06-28,357.502
2002-07-01,359.507
2002-07-02,348.986
2002-07-03,340.525
2002-07-04,343.093
2002-07-05,354.157
2002-07-08,357.695
2002-07-09,358.445
2002-07-10,351.6
2002-07-11,344.17
2002-07-12,342.913
2002-07-15,333.659
2002-07-16,339.869
2002-07-17,345.398
2002-07-18,351.503
2002-07-19,343.334
2002-07-22,331.492
2002-07-23,322.316
2002-07-24,320.778
2002-07-25,328.678
2002-07-26,327.013
2002-07-29,335.037
2002-07-30,337.546
2002-07-31,336.173
2002-08-01,330.038
2002-08-02,329.814
2002-08-05,325.472
2002-08-06,327.229
2002-08-07,326.662
2002-08-08,334.191
2002-08-09,339.263
2002-08-12,335.529
2002-08-13,339.902
2002-08-14,334.9
2002-08-15,332.405
2002-08-16,343.369
2002-08-19,349.977
2002-08-20,347.807
2002-08-21,351.721
2002-08-22,351.434
2002-08-23,348.75
2002-08-26,348.074
2002-08-27,358.551
2002-08-28,347.776
2002-08-29,342.352
2002-08-30,343.888
2002-09-02,340.669
2002-09-03,333.833
2002-09-04,335.516
2002-09-05,331.701
2002-09-06,336.612
2002-09-09,330.151
2002-09-10,335.861
2002-09-11,339.651
2002-09-12,332.91
2002-09-13,328.625
2002-09-16,327.411
2002-09-17,325.314
2002-09-18,319.771
2002-09-19,317.111
2002-09-20,313.637
2002-09-23,301.052
2002-09-24,298.204
2002-09-25,300.888
2002-09-26,306.964
2002-09-27,306.063
2002-09-30,296.832
2002-10-01,297.981
2002-10-02,304.317
2002-10-03,305.852
2002-10-04,298.698
2002-10-07,298.176
2002-10-08,293.181
2002-10-09,291.322
2002-10-10,299.011
2002-10-11,307.88
2002-10-14,304.472
2002-10-15,316.397
2002-10-16,311.992
2002-10-17,314.097
2002-10-18,311.55
2002-10-21,314.447
2002-10-22,313.483
2002-10-23,309.088
2002-10-24,314.002
2002-10-25,314.808
2002-10-28,318.738
2002-10-29,309.766
2002-10-30,317.696
2002-10-31,320.406
2002-11-01,318.515
2002-11-04,329.636
2002-11-05,332.586
2002-11-06,328.193
2002-11-07,325.525
2002-11-08,324.595
2002-11-11,319.955
2002-11-12,326.125
2002-11-13,324.569
2002-11-14,331.041
2002-11-15,330.774
2002-11-18,336.195
2002-11-19,337.333
2002-11-20,335.551
2002-11-21,342.091
2002-11-22,340.539
2002-11-25,338.086
2002-11-26,333.13
2002-11-27,341.079
2002-11-28,345.897
2002-11-29,345.457
2002-12-02,345.613
2002-12-03,338.847
2002-12-04,341.55
2002-12-05,334.724
2002-12-06,335.751
2002-12-09,327.365
2002-12-10,332.425
2002-12-11,334.591
2002-12-12,332.861
2002-12-13,331.061
2002-12-16,339.61
2002-12-17,340.896
2002-12-18,333.148
2002-12-19,329.118
2002-12-20,335.655
2002-12-23,338.354
2002-12-24,339.754
2002-12-25,339.754
2002-12-26,340.611
2002-12-27,335.101
2002-12-30,338.691
2002-12-31,340.02
2003-01-01,340.02
2003-01-02,348.407
2003-01-03,349.837
2003-01-06,355.084
2003-01-07,347.712
2003-01-08,343.518
2003-01-09,349.819
2003-01-10,350.346
2003-01-13,352.749
2003-01-14,353.818
2003-01-15,352.983
2003-01-16,354.832
2003-01-17,346.864
2003-01-20,342.369
2003-01-21,338.204
2003-01-22,335.946
2003-01-23,334.07
2003-01-24,331.478
2003-01-27,327.277
2003-01-28,328.62
2003-01-29,332.546
2003-01-30,335.117
