Date,ITALY IMI VALUE IMI (Large+Mid+Small Cap)
2003-01-31,336.499
2003-02-03,337.585
2003-02-04,333.2
2003-02-05,335.767
2003-02-06,331.019
2003-02-07,330.557
2003-02-10,328.303
2003-02-11,333.487
2003-02-12,331.157
2003-02-13,332.866
2003-02-14,334.134
2003-02-17,333.927
2003-02-18,337.122
2003-02-19,332.636
2003-02-20,334.208
2003-02-21,338.794
2003-02-24,335.1
2003-02-25,328.812
2003-02-26,330.95
2003-02-27,334.738
2003-02-28,335.391
2003-03-03,332.236
2003-03-04,331.39
2003-03-05,331.349
2003-03-06,324.193
2003-03-07,321.536
2003-03-10,316.388
2003-03-11,315.725
2003-03-12,299.477
2003-03-13,307.33
2003-03-14,312.131
2003-03-17,317.421
2003-03-18,311.663
2003-03-19,316.554
2003-03-20,314.182
2003-03-21,318.431
2003-03-24,313.122
2003-03-25,319.644
2003-03-26,320.211
2003-03-27,316.864
2003-03-28,320.165
2003-03-31,317.307
2003-04-01,320.931
2003-04-02,326.922
2003-04-03,329.015
2003-04-04,330.079
2003-04-07,334.335
2003-04-08,335.423
2003-04-09,335.19
2003-04-10,337.548
2003-04-11,338.058
2003-04-14,341.079
2003-04-15,341.865
2003-04-16,340.689
2003-04-17,345.147
2003-04-18,345.147
2003-04-21,343.659
2003-04-22,349.319
2003-04-23,351.597
2003-04-24,352.677
2003-04-25,346.39
2003-04-28,353.233
2003-04-29,352.681
2003-04-30,358.304
2003-05-01,361.595
2003-05-02,360.836
2003-05-05,364.722
2003-05-06,371.61
2003-05-07,371.335
2003-05-08,370.556
2003-05-09,372.595
2003-05-12,373.746
2003-05-13,371.821
2003-05-14,372.578
2003-05-15,374.907
2003-05-16,377.986
2003-05-19,375.492
2003-05-20,375.256
2003-05-21,375.157
2003-05-22,380.604
2003-05-23,386.209
2003-05-26,389.902
2003-05-27,396.316
2003-05-28,395.849
2003-05-29,401.087
2003-05-30,401.726
2003-06-02,402.331
2003-06-03,399.412
2003-06-04,398.042
2003-06-05,403.16
2003-06-06,401.099
2003-06-09,398.856
2003-06-10,397.183
2003-06-11,403.912
2003-06-12,407.178
2003-06-13,408.745
2003-06-16,414.921
2003-06-17,414.806
2003-06-18,412.293
2003-06-19,408.627
2003-06-20,409.722
2003-06-23,400.383
2003-06-24,401.359
2003-06-25,405.613
2003-06-26,400.095
2003-06-27,397.969
2003-06-30,395.212
2003-07-01,392.157
2003-07-02,391.304
2003-07-03,390.422
2003-07-04,391.486
2003-07-07,393.522
2003-07-08,392.16
2003-07-09,391.758
2003-07-10,390.81
2003-07-11,392.988
2003-07-14,394.72
2003-07-15,391.312
2003-07-16,389.2
2003-07-17,388.556
2003-07-18,391.751
2003-07-21,393.119
2003-07-22,395.18
2003-07-23,396.395
2003-07-24,400.718
2003-07-25,399.973
2003-07-28,400.264
2003-07-29,395.738
2003-07-30,391.541
2003-07-31,389.701
2003-08-01,386.756
2003-08-04,388.153
2003-08-05,390.196
2003-08-06,388.737
2003-08-07,391.34
2003-08-08,392.398
2003-08-11,397.397
2003-08-12,397.517
2003-08-13,397.457
2003-08-14,401.07
2003-08-15,400.785
2003-08-18,400.743
2003-08-19,397.786
2003-08-20,396.24
2003-08-21,389.432
2003-08-22,387.595
2003-08-25,385.464
2003-08-26,381.71
2003-08-27,383.596
2003-08-28,385.976
2003-08-29,384.744
2003-09-01,388.29
2003-09-02,383.879
2003-09-03,385.542
2003-09-04,388.054
2003-09-05,391.472
2003-09-08,396.259
2003-09-09,397.003
2003-09-10,395.868
2003-09-11,396.649
2003-09-12,400.017
2003-09-15,399.61
2003-09-16,399.095
2003-09-17,402.04
2003-09-18,407.184
2003-09-19,409.43
2003-09-22,405.249
2003-09-23,405.54
2003-09-24,406.463
2003-09-25,405.306
2003-09-26,401.196
2003-09-29,402.551
2003-09-30,400.562
2003-10-01,408.963
2003-10-02,406.525
2003-10-03,410.423
2003-10-06,409.448
2003-10-07,412.004
2003-10-08,414.376
2003-10-09,415.819
2003-10-10,416.662
2003-10-13,415.418
2003-10-14,417.067
2003-10-15,420.839
2003-10-16,423.117
2003-10-17,418.778
2003-10-20,420.353
2003-10-21,420.911
2003-10-22,418.818
2003-10-23,415.885
2003-10-24,418.519
2003-10-27,419.609
2003-10-28,419.081
2003-10-29,419.18
2003-10-30,420.024
2003-10-31,418.107
2003-11-03,418.818
2003-11-04,420.443
2003-11-05,418.477
2003-11-06,419.104
2003-11-07,424.843
2003-11-10,424.913
2003-11-11,420.808
2003-11-12,424.996
2003-11-13,430.049
2003-11-14,435.143
2003-11-17,429.07
2003-11-18,434.69
2003-11-19,434.993
2003-11-20,434.258
2003-11-21,435.235
2003-11-24,436.998
2003-11-25,438.983
2003-11-26,442.839
2003-11-27,446.144
2003-11-28,451.263
2003-12-01,454.868
2003-12-02,458.98
2003-12-03,461.759
2003-12-04,460.756
2003-12-05,462.441
2003-12-08,463.307
2003-12-09,465.779
2003-12-10,464.931
2003-12-11,463.01
2003-12-12,466.002
2003-12-15,468.788
2003-12-16,470.898
2003-12-17,473.25
2003-12-18,474.576
2003-12-19,472.109
2003-12-22,468.972
2003-12-23,467.79
2003-12-24,469.109
2003-12-25,469.109
2003-12-26,468.92
2003-12-29,473.065
2003-12-30,472.175
2003-12-31,475.303
2004-01-01,475.303
2004-01-02,483.965
2004-01-05,491.255
2004-01-06,497.339
2004-01-07,488.627
2004-01-08,493.4
2004-01-09,494.237
2004-01-12,494.447
2004-01-13,495.821
2004-01-14,493.725
2004-01-15,492.011
2004-01-16,484.517
2004-01-19,487.149
2004-01-20,494.094
2004-01-21,497.317
2004-01-22,499.486
2004-01-23,498.396
2004-01-26,492.766
2004-01-27,495.733
2004-01-28,497.678
2004-01-29,485.25
2004-01-30,484.253
2004-02-02,487.12
2004-02-03,490.392
2004-02-04,488.696
2004-02-05,490.147
2004-02-06,496.295
2004-02-09,500.362
2004-02-10,501.555
2004-02-11,502.297
2004-02-12,507.759
2004-02-13,502.283
2004-02-16,502.814
2004-02-17,508.356
2004-02-18,509.928
2004-02-19,508.159
2004-02-20,502.673
2004-02-23,504.627
2004-02-24,505.95
2004-02-25,501.348
2004-02-26,498.428
2004-02-27,499.046
2004-03-01,506.341
2004-03-02,502.153
2004-03-03,494.942
2004-03-04,497.969
2004-03-05,507.032
2004-03-08,506.82
2004-03-09,509.832
2004-03-10,503.268
2004-03-11,493.777
2004-03-12,487.848
2004-03-15,480.163
2004-03-16,485.499
2004-03-17,482.762
2004-03-18,485.931
2004-03-19,486.355
2004-03-22,480.97
2004-03-23,477.27
2004-03-24,476.041
2004-03-25,479.504
2004-03-26,479.236
2004-03-29,487.609
2004-03-30,488.726
2004-03-31,493.701
2004-04-01,500.376
2004-04-02,498.805
2004-04-05,495.465
2004-04-06,496.74
2004-04-07,497.106
2004-04-08,498.066
2004-04-09,498.066
2004-04-12,496.667
2004-04-13,498.431
2004-04-14,495.798
2004-04-15,497.578
2004-04-16,505.517
2004-04-19,505.713
2004-04-20,503.626
2004-04-21,498.634
2004-04-22,500.072
2004-04-23,499.339
2004-04-26,501.308
2004-04-27,503.543
2004-04-28,497.247
2004-04-29,498.481
2004-04-30,499.53
2004-05-03,501.77
2004-05-04,506.398
2004-05-05,511.215
2004-05-06,500.165
2004-05-07,490.489
2004-05-10,477.579
2004-05-11,480.25
2004-05-12,478.131
2004-05-13,479.974
2004-05-14,480.022
2004-05-17,480.576
2004-05-18,480.251
2004-05-19,489.919
2004-05-20,484.157
2004-05-21,486.136
2004-05-24,485.969
2004-05-25,490.933
2004-05-26,495.458
2004-05-27,504.318
2004-05-28,501.982
2004-05-31,501.901
2004-06-01,501.507
2004-06-02,507.185
2004-06-03,505.987
2004-06-04,509.174
2004-06-07,515.884
2004-06-08,516.004
2004-06-09,506.986
2004-06-10,509.735
2004-06-11,506.505
2004-06-14,506.322
2004-06-15,512.263
2004-06-16,511.66
2004-06-17,514.635
2004-06-18,518.729
2004-06-21,516.914
2004-06-22,514.217
2004-06-23,515.712
2004-06-24,520.431
2004-06-25,519.222
2004-06-28,523.001
2004-06-29,517.922
2004-06-30,516.624
2004-07-01,514.264
2004-07-02,520.74
2004-07-05,520.687
2004-07-06,519.96
2004-07-07,523.095
2004-07-08,527.029
2004-07-09,528.065
2004-07-12,524.843
2004-07-13,521.76
2004-07-14,522.951
2004-07-15,518.675
2004-07-16,522.949
2004-07-19,520.129
2004-07-20,519.095
2004-07-21,513.381
2004-07-22,509.966
2004-07-23,504.106
2004-07-26,501.839
2004-07-27,501.436
2004-07-28,499.789
2004-07-29,506.973
2004-07-30,509.525
2004-08-02,508.103
2004-08-03,511.227
2004-08-04,506.886
2004-08-05,503.723
2004-08-06,505.14
2004-08-09,500.692
2004-08-10,506.419
2004-08-11,497.406
2004-08-12,499.115
2004-08-13,503.062
2004-08-16,506.614
2004-08-17,505.274
2004-08-18,504.727
2004-08-19,507.943
2004-08-20,505.537
2004-08-23,505.271
2004-08-24,501.813
2004-08-25,502.54
2004-08-26,503.597
2004-08-27,504.72
2004-08-30,503.925
2004-08-31,507.778
2004-09-01,513.252
2004-09-02,517.088
2004-09-03,517.854
2004-09-06,518.327
2004-09-07,518.588
2004-09-08,519.533
2004-09-09,518.415
2004-09-10,525.416
2004-09-13,527.33
2004-09-14,528.279
2004-09-15,522.293
2004-09-16,522.53
2004-09-17,527.83
2004-09-20,526.8
2004-09-21,535.18
2004-09-22,532.764
2004-09-23,534.577
2004-09-24,535.748
2004-09-27,535.84
2004-09-28,540.426
2004-09-29,541.053
2004-09-30,541.07
2004-10-01,550.568
2004-10-04,545.983
2004-10-05,550.206
2004-10-06,549.438
2004-10-07,550.163
2004-10-08,553.649
2004-10-11,552.196
2004-10-12,544.744
2004-10-13,542.422
2004-10-14,547.197
2004-10-15,551.54
2004-10-18,552.051
2004-10-19,554.876
2004-10-20,555.658
2004-10-21,558.892
2004-10-22,561.202
2004-10-25,561.939
2004-10-26,562.188
2004-10-27,568.155
2004-10-28,570.19
2004-10-29,568.168
2004-11-01,574.83
2004-11-02,574.778
2004-11-03,580.469
2004-11-04,586.911
2004-11-05,590.307
2004-11-08,592.032
2004-11-09,589.008
2004-11-10,590.056
2004-11-11,595.167
2004-11-12,596.69
2004-11-15,594.566
2004-11-16,591.849
2004-11-17,601.611
2004-11-18,602.013
2004-11-19,601.841
2004-11-22,599.492
2004-11-23,601.119
2004-11-24,606.039
2004-11-25,612.437
2004-11-26,612.384
2004-11-29,612.355
2004-11-30,611.246
2004-12-01,618.226
2004-12-02,616.318
2004-12-03,618.838
2004-12-06,624.127
2004-12-07,627.848
2004-12-08,621.834
2004-12-09,617.38
2004-12-10,620.084
2004-12-13,625.824
2004-12-14,628.421
2004-12-15,634.418
2004-12-16,629.426
2004-12-17,625.864
2004-12-20,636.643
2004-12-21,636.145
2004-12-22,642.549
2004-12-23,649.832
2004-12-24,651.517
2004-12-27,655.099
2004-12-28,656.024
2004-12-29,654.958
2004-12-30,656.932
2004-12-31,655.125
2005-01-03,650.917
2005-01-04,643.346
2005-01-05,639.565
2005-01-06,636.354
2005-01-07,632.247
2005-01-10,634.384
2005-01-11,631.114
2005-01-12,637.606
2005-01-13,640.038
2005-01-14,639.465
2005-01-17,639.324
2005-01-18,635.937
2005-01-19,637.632
2005-01-20,634.191
2005-01-21,638.842
2005-01-24,638.527
2005-01-25,638.265
2005-01-26,641.902
2005-01-27,638.835
2005-01-28,634.447
2005-01-31,642.776
2005-02-01,645.078
2005-02-02,649.461
2005-02-03,645.73
2005-02-04,651.239
2005-02-07,648.209
2005-02-08,646.769
2005-02-09,645.576
2005-02-10,651.598
2005-02-11,654.598
2005-02-14,659.202
2005-02-15,660.763
2005-02-16,657.513
2005-02-17,662.897
2005-02-18,659.212
2005-02-21,650.225
2005-02-22,652.353
2005-02-23,648.665
2005-02-24,651.781
2005-02-25,657.486
2005-02-28,664.343
2005-03-01,661.591
2005-03-02,657.664
2005-03-03,658.327
2005-03-04,668.77
2005-03-07,667.295
2005-03-08,671.499
2005-03-09,671.687
2005-03-10,667.465
2005-03-11,670.049
2005-03-14,665.87
2005-03-15,670.442
2005-03-16,668.886
2005-03-17,667.453
2005-03-18,665.583
2005-03-21,662.131
2005-03-22,663.775
2005-03-23,652.864
2005-03-24,655.224
2005-03-25,655.224
2005-03-28,650.626
2005-03-29,654.766
2005-03-30,656.623
2005-03-31,660.584
2005-04-01,663.618
2005-04-04,655.362
2005-04-05,660.684
2005-04-06,661.11
2005-04-07,671.087
2005-04-08,665.969
2005-04-11,671.762
2005-04-12,664.281
2005-04-13,665.258
2005-04-14,658.447
2005-04-15,649.821
2005-04-18,641.402
2005-04-19,642.93
2005-04-20,644.524
2005-04-21,648.231
2005-04-22,650.009
2005-04-25,645.923
2005-04-26,644.107
2005-04-27,637.811
2005-04-28,634.299
2005-04-29,637.507
2005-05-02,637.633
2005-05-03,641.078
2005-05-04,645.468
2005-05-05,647.805
2005-05-06,644.057
2005-05-09,641.616
2005-05-10,640.154
2005-05-11,638.386
2005-05-12,637.552
2005-05-13,632.323
2005-05-16,628.889
2005-05-17,624.758
2005-05-18,635.69
2005-05-19,636.837
2005-05-20,634.794
2005-05-23,642.571
2005-05-24,641.783
2005-05-25,641.926
2005-05-26,640.875
2005-05-27,640.423
2005-05-30,639.269
2005-05-31,629.516
2005-06-01,632.211
2005-06-02,633.155
2005-06-03,629.522
2005-06-06,627.954
2005-06-07,633.261
2005-06-08,636.347
2005-06-09,628.521
2005-06-10,626.085
2005-06-13,627.252
2005-06-14,630.453
2005-06-15,633.959
2005-06-16,634.327
2005-06-17,640.809
2005-06-20,632.891
2005-06-21,634.677
2005-06-22,632.875
2005-06-23,629.986
2005-06-24,626.879
2005-06-27,624.233
2005-06-28,626.581
2005-06-29,628.703
2005-06-30,633.279
2005-07-01,629.312
2005-07-04,630.922
2005-07-05,629.047
2005-07-06,634.833
2005-07-07,628.695
2005-07-08,639.411
2005-07-11,648.642
2005-07-12,651.948
2005-07-13,650.941
2005-07-14,653.219
2005-07-15,646.815
2005-07-18,648.544
2005-07-19,649.839
2005-07-20,646.879
2005-07-21,652.772
2005-07-22,653.148
2005-07-25,653.839
2005-07-26,652.572
2005-07-27,655.034
2005-07-28,660.009
2005-07-29,662.965
2005-08-01,663.339
2005-08-02,669.503
2005-08-03,676.509
2005-08-04,672.92
2005-08-05,667.613
2005-08-08,674.244
2005-08-09,676.403
2005-08-10,684.467
2005-08-11,687.523
2005-08-12,685.866
2005-08-15,682.198
2005-08-16,676.366
2005-08-17,671.997
2005-08-18,659.717
2005-08-19,668.594
2005-08-22,675.111
2005-08-23,666.812
2005-08-24,675.016
2005-08-25,672.789
2005-08-26,669.394
2005-08-29,668.715
2005-08-30,664.47
2005-08-31,680.093
2005-09-01,694.21
2005-09-02,697.535
2005-09-05,697.36
2005-09-06,698.349
2005-09-07,698.167
2005-09-08,697.3
2005-09-09,700.101
2005-09-12,692.361
2005-09-13,688.501
2005-09-14,696.215
2005-09-15,691.72
2005-09-16,696.854
2005-09-19,692.846
2005-09-20,695.303
2005-09-21,696.43
2005-09-22,687.862
2005-09-23,684.44
2005-09-26,689.516
2005-09-27,687.088
2005-09-28,690.295
2005-09-29,689.082
2005-09-30,690.846
2005-10-03,682.954
2005-10-04,676.882
2005-10-05,668.06
2005-10-06,670.909
2005-10-07,666.55
2005-10-10,663.016
2005-10-11,661.249
2005-10-12,660.437
2005-10-13,645.377
2005-10-14,653.889
2005-10-17,653.951
2005-10-18,640.265
2005-10-19,627.837
2005-10-20,630.449
2005-10-21,632.577
2005-10-24,638.218
2005-10-25,642.788
2005-10-26,645.149
2005-10-27,634.76
2005-10-28,634.733
2005-10-31,639.837
2005-11-01,640.114
2005-11-02,648.3
2005-11-03,654.394
2005-11-04,645.662
2005-11-07,643.489
