Date,FINLAND IMI IMI (Large+Mid+Small Cap)
2001-12-10,487.337
2001-12-11,503.319
2001-12-12,501.482
2001-12-13,484.686
2001-12-14,483.886
2001-12-17,500.643
2001-12-18,502.665
2001-12-19,489.802
2001-12-20,479.992
2001-12-21,486.392
2001-12-24,481.539
2001-12-25,481.539
2001-12-26,481.95
2001-12-27,494.906
2001-12-28,501.513
2001-12-31,506.382
2002-01-01,506.382
2002-01-02,503.077
2002-01-03,523.967
2002-01-04,522.25
2002-01-07,518.561
2002-01-08,495.77
2002-01-09,488.346
2002-01-10,482.237
2002-01-11,489.029
2002-01-14,466.424
2002-01-15,469.275
2002-01-16,460.545
2002-01-17,469.023
2002-01-18,468.389
2002-01-21,450.117
2002-01-22,449.796
2002-01-23,455.642
2002-01-24,482.454
2002-01-25,468.603
2002-01-28,476.428
2002-01-29,474.009
2002-01-30,461.231
2002-01-31,471.884
2002-02-01,480.01
2002-02-04,478.686
2002-02-05,460.785
2002-02-06,452.789
2002-02-07,461.073
2002-02-08,457.32
2002-02-11,471.429
2002-02-12,475.978
2002-02-13,478.698
2002-02-14,480.162
2002-02-15,471.183
2002-02-18,464.548
2002-02-19,451.447
2002-02-20,440.241
2002-02-21,445.745
2002-02-22,436.542
2002-02-25,443.814
2002-02-26,449.856
2002-02-27,455.866
2002-02-28,456.457
2002-03-01,456.698
2002-03-04,483.219
2002-03-05,481.427
2002-03-06,489.415
2002-03-07,502.349
2002-03-08,504.815
2002-03-11,497.224
2002-03-12,475.564
2002-03-13,476.964
2002-03-14,476.171
2002-03-15,476.748
2002-03-18,484.206
2002-03-19,475.289
2002-03-20,464.583
2002-03-21,462.256
2002-03-22,467.093
2002-03-25,464.818
2002-03-26,461.227
2002-03-27,464.073
2002-03-28,463.887
2002-03-29,463.887
2002-04-01,467.689
2002-04-02,460.778
2002-04-03,461.935
2002-04-04,456.625
2002-04-05,456.406
2002-04-08,440.68
2002-04-09,447.778
2002-04-10,441.756
2002-04-11,433.678
2002-04-12,435.651
2002-04-15,442.766
2002-04-16,458.789
2002-04-17,468.065
2002-04-18,433.873
2002-04-19,421.387
2002-04-22,410.144
2002-04-23,408.066
2002-04-24,395.457
2002-04-25,403.242
2002-04-26,406.071
2002-04-29,400.724
2002-04-30,401.49
2002-05-01,403.762
2002-05-02,409.941
2002-05-03,397.021
2002-05-06,394.79
2002-05-07,393.989
2002-05-08,407.689
2002-05-09,407.6
2002-05-10,401.521
2002-05-13,404.437
2002-05-14,411.08
2002-05-15,415.595
2002-05-16,410.568
2002-05-17,413.82
2002-05-20,411.106
2002-05-21,405.56
2002-05-22,392.271
2002-05-23,384.952
2002-05-24,385.436
2002-05-27,382.144
2002-05-28,385.72
2002-05-29,382.345
2002-05-30,376.702
2002-05-31,386.601
2002-06-03,377.881
2002-06-04,368.839
2002-06-05,374.575
2002-06-06,372.475
2002-06-07,353.406
2002-06-10,358.069
2002-06-11,370.748
2002-06-12,357.708
2002-06-13,354.482
2002-06-14,355.049
2002-06-17,368.186
2002-06-18,369.577
2002-06-19,359.804
2002-06-20,362.582
2002-06-21,364.35
2002-06-24,347.798
2002-06-25,353.357
2002-06-26,359.893
2002-06-27,373.085
2002-06-28,391.191
2002-07-01,389.009
2002-07-02,374.756
2002-07-03,369.523
2002-07-04,381.878
2002-07-05,396.477
2002-07-08,399.407
2002-07-09,393.61
2002-07-10,384.124
2002-07-11,374.209
2002-07-12,376.605
2002-07-15,368.535
2002-07-16,368.731
2002-07-17,382.899
2002-07-18,371.719
2002-07-19,358.758
2002-07-22,349.096
2002-07-23,323.18
2002-07-24,309.146
2002-07-25,315.521
2002-07-26,314.017
2002-07-29,330.319
2002-07-30,338.79
2002-07-31,335.741
2002-08-01,325.21
2002-08-02,315.102
2002-08-05,301.318
2002-08-06,307.29
2002-08-07,311.695
2002-08-08,319.115
2002-08-09,335.319
2002-08-12,335.784
2002-08-13,334.341
2002-08-14,323.935
2002-08-15,334.93
2002-08-16,344.171
2002-08-19,357.077
2002-08-20,356.7
2002-08-21,363.89
2002-08-22,373.165
2002-08-23,366.476
2002-08-26,358.31
2002-08-27,367.048
2002-08-28,354.263
2002-08-29,350.822
2002-08-30,348.88
2002-09-02,344.313
2002-09-03,332.583
2002-09-04,333.771
2002-09-05,341.249
2002-09-06,355.947
2002-09-09,353.958
2002-09-10,351.969
2002-09-11,370.123
2002-09-12,359.138
2002-09-13,355.623
2002-09-16,345.138
2002-09-17,345.203
2002-09-18,331.418
2002-09-19,331.502
2002-09-20,332.865
2002-09-23,324.224
2002-09-24,315.921
2002-09-25,326.155
2002-09-26,349.189
2002-09-27,349.736
2002-09-30,333.363
2002-10-01,337.018
2002-10-02,350.084
2002-10-03,344.581
2002-10-04,330.646
2002-10-07,326.93
2002-10-08,322.482
2002-10-09,325.199
2002-10-10,332.758
2002-10-11,352.31
2002-10-14,350.47
2002-10-15,375.204
2002-10-16,361.373
2002-10-17,386.72
2002-10-18,388.743
2002-10-21,386.304
2002-10-22,394.217
2002-10-23,380.238
2002-10-24,395.352
2002-10-25,391.82
2002-10-28,404.815
2002-10-29,384.776
2002-10-30,391.021
2002-10-31,403.133
2002-11-01,393.058
2002-11-04,417.049
2002-11-05,421.536
2002-11-06,409.477
2002-11-07,405.067
2002-11-08,400.352
2002-11-11,386.941
2002-11-12,395.325
2002-11-13,402.72
2002-11-14,419.834
2002-11-15,420.325
2002-11-18,431.419
2002-11-19,420.745
2002-11-20,422.282
2002-11-21,443.075
2002-11-22,441.425
2002-11-25,447.296
2002-11-26,436.086
2002-11-27,449.496
2002-11-28,462.085
2002-11-29,455.69
2002-12-02,465.7
2002-12-03,437.617
2002-12-04,442.597
2002-12-05,437.913
2002-12-06,441.129
2002-12-09,430.052
2002-12-10,418.619
2002-12-11,413.279
2002-12-12,417.923
2002-12-13,411.845
2002-12-16,421.372
2002-12-17,421.015
2002-12-18,406.149
2002-12-19,402.572
2002-12-20,400.407
2002-12-23,400.853
2002-12-24,402.512
2002-12-25,402.512
2002-12-26,403.527
2002-12-27,390.7
2002-12-30,395.802
2002-12-31,397.354
2003-01-01,397.354
2003-01-02,413.851
2003-01-03,417.103
2003-01-06,419.665
2003-01-07,410.858
2003-01-08,393.334
2003-01-09,409.135
2003-01-10,412.076
2003-01-13,410.729
2003-01-14,418.313
2003-01-15,410.842
2003-01-16,401.199
2003-01-17,392.923
2003-01-20,390.605
2003-01-21,390.501
2003-01-22,392.978
2003-01-23,382.427
2003-01-24,383.159
2003-01-27,371.648
2003-01-28,367.455
2003-01-29,374.094
2003-01-30,376.403
2003-01-31,360.477
2003-02-03,371.529
2003-02-04,366.129
2003-02-05,364.893
2003-02-06,358.503
2003-02-07,357.447
2003-02-10,354.66
2003-02-11,367.746
2003-02-12,359.527
2003-02-13,350.901
2003-02-14,359.179
2003-02-17,364.269
2003-02-18,368.043
2003-02-19,361.348
2003-02-20,356.868
2003-02-21,355.182
2003-02-24,357.565
2003-02-25,342.546
2003-02-26,340.334
2003-02-27,337.772
2003-02-28,347.015
2003-03-03,349.874
2003-03-04,345.113
2003-03-05,344.498
2003-03-06,344.439
2003-03-07,332.382
2003-03-10,332.832
2003-03-11,335.787
2003-03-12,345.358
2003-03-13,350.495
2003-03-14,363.499
2003-03-17,373.438
2003-03-18,377.31
2003-03-19,379.117
2003-03-20,374.896
2003-03-21,386.223
2003-03-24,372.947
2003-03-25,373.056
2003-03-26,371.607
2003-03-27,369.163
2003-03-28,371.402
2003-03-31,355.41
2003-04-01,364.136
2003-04-02,377.91
2003-04-03,380.252
2003-04-04,375.558
2003-04-07,389.158
2003-04-08,377.582
2003-04-09,380.529
2003-04-10,367.621
2003-04-11,369.287
2003-04-14,372.486
2003-04-15,380.211
2003-04-16,379.96
2003-04-17,401.292
2003-04-18,401.292
2003-04-21,399.562
2003-04-22,407.952
2003-04-23,417.641
2003-04-24,415.981
2003-04-25,404.112
2003-04-28,412.679
2003-04-29,416.567
2003-04-30,422.882
2003-05-01,426.766
2003-05-02,415.025
2003-05-05,428.735
2003-05-06,428.965
2003-05-07,434.001
2003-05-08,424.856
2003-05-09,422.369
2003-05-12,430.894
2003-05-13,434.572
2003-05-14,430.067
2003-05-15,437.762
2003-05-16,438.296
2003-05-19,429.197
2003-05-20,422.017
2003-05-21,416.84
2003-05-22,424.637
2003-05-23,420.74
2003-05-26,419.853
2003-05-27,420.774
2003-05-28,438.671
2003-05-29,441.922
2003-05-30,443.676
2003-06-02,449.838
2003-06-03,446.015
2003-06-04,445.919
2003-06-05,441.956
2003-06-06,452.583
2003-06-09,447.36
2003-06-10,440.083
2003-06-11,447.629
2003-06-12,439.93
2003-06-13,435.251
2003-06-16,441.302
2003-06-17,446.863
2003-06-18,442.621
2003-06-19,449.663
2003-06-20,447.258
2003-06-23,433.838
2003-06-24,424.157
2003-06-25,428.039
2003-06-26,425.121
2003-06-27,428.694
2003-06-30,421.035
2003-07-01,416.55
2003-07-02,421.822
2003-07-03,425.383
2003-07-04,420.342
2003-07-07,434.58
2003-07-08,439.785
2003-07-09,451.782
2003-07-10,453.898
2003-07-11,449.482
2003-07-14,455.358
2003-07-15,450.976
2003-07-16,449.795
2003-07-17,401.821
2003-07-18,400.288
2003-07-21,397.018
2003-07-22,398.929
2003-07-23,403.264
2003-07-24,412.488
2003-07-25,409.935
2003-07-28,418.092
2003-07-29,416.345
2003-07-30,413.355
2003-07-31,411.43
2003-08-01,403.203
2003-08-04,401.142
2003-08-05,402.408
2003-08-06,391.397
2003-08-07,390.449
2003-08-08,392.665
2003-08-11,395.662
2003-08-12,397.65
2003-08-13,400.549
2003-08-14,404.491
2003-08-15,402.668
2003-08-18,404.632
2003-08-19,416.527
2003-08-20,418.868
2003-08-21,421.437
2003-08-22,421.728
2003-08-25,416.869
2003-08-26,411.482
2003-08-27,426.192
2003-08-28,429.671
2003-08-29,436.007
2003-09-01,438.823
2003-09-02,432.511
2003-09-03,444.969
2003-09-04,443.314
2003-09-05,442.864
2003-09-08,449.332
2003-09-09,437.372
2003-09-10,421.958
2003-09-11,423.166
2003-09-12,427.23
2003-09-15,428.808
2003-09-16,426.91
2003-09-17,426.955
2003-09-18,429.212
2003-09-19,430.744
2003-09-22,426.08
2003-09-23,423.881
2003-09-24,423.766
2003-09-25,417.761
2003-09-26,419.528
2003-09-29,427.118
2003-09-30,422.114
2003-10-01,428.605
2003-10-02,435.685
2003-10-03,451.041
2003-10-06,447.567
2003-10-07,447.898
2003-10-08,451.02
2003-10-09,459.906
2003-10-10,458.513
2003-10-13,462.722
2003-10-14,457.73
2003-10-15,460.825
2003-10-16,451.117
2003-10-17,458.487
2003-10-20,456.389
2003-10-21,461.784
2003-10-22,459.221
2003-10-23,457.601
2003-10-24,460.181
2003-10-27,456.473
2003-10-28,461.113
2003-10-29,468.025
2003-10-30,467.553
2003-10-31,466.121
2003-11-03,470.51
2003-11-04,468.787
2003-11-05,462.104
2003-11-06,470.316
2003-11-07,477.2
2003-11-10,473.905
2003-11-11,468.812
2003-11-12,479.275
2003-11-13,487.232
2003-11-14,489.454
2003-11-17,479.084
2003-11-18,484.218
2003-11-19,478.644
2003-11-20,482.805
2003-11-21,483.456
2003-11-24,492.263
2003-11-25,485.789
2003-11-26,490.472
2003-11-27,493.021
2003-11-28,492.99
2003-12-01,491.006
2003-12-02,497.518
2003-12-03,499.1
2003-12-04,501.917
2003-12-05,498.766
2003-12-08,496.091
2003-12-09,493.562
2003-12-10,490.161
2003-12-11,487.268
2003-12-12,490.992
2003-12-15,493.686
2003-12-16,483.931
2003-12-17,479.319
2003-12-18,479.223
2003-12-19,478.941
2003-12-22,476.333
2003-12-23,479.754
2003-12-24,481.106
2003-12-25,481.106
2003-12-26,480.913
2003-12-29,477.826
2003-12-30,482.727
2003-12-31,485.925
2004-01-01,485.925
2004-01-02,490.555
2004-01-05,497.295
2004-01-06,500.278
2004-01-07,504.014
2004-01-08,543.437
2004-01-09,551.509
2004-01-12,554.94
2004-01-13,551.049
2004-01-14,553.794
2004-01-15,548.109
2004-01-16,548.698
2004-01-19,551.995
2004-01-20,553.904
2004-01-21,542.872
2004-01-22,561.56
2004-01-23,561.609
2004-01-26,555.342
2004-01-27,560.243
2004-01-28,556.264
2004-01-29,540.863
2004-01-30,543.492
2004-02-02,545.42
2004-02-03,550.556
2004-02-04,543.529
2004-02-05,543.319
2004-02-06,556.654
2004-02-09,563.915
2004-02-10,575.64
2004-02-11,579.667
2004-02-12,591.039
2004-02-13,580.673
2004-02-16,582.659
2004-02-17,588.69
2004-02-18,592.54
2004-02-19,593.877
2004-02-20,583.246
2004-02-23,591.303
2004-02-24,586.726
2004-02-25,577.619
2004-02-26,574.769
2004-02-27,576.125
2004-03-01,580.066
2004-03-02,583.787
2004-03-03,576.486
2004-03-04,588.869
2004-03-05,604.282
2004-03-08,603.657
2004-03-09,592.424
2004-03-10,577.757
2004-03-11,564.589
2004-03-12,559.311
2004-03-15,549.852
2004-03-16,555.959
2004-03-17,558.69
2004-03-18,550.047
2004-03-19,544.721
2004-03-22,531.784
2004-03-23,532.239
2004-03-24,528.661
2004-03-25,538.505
2004-03-26,532.884
2004-03-29,542.807
2004-03-30,543.132
2004-03-31,553.414
2004-04-01,559.663
2004-04-02,568.41
2004-04-05,560.752
2004-04-06,501.418
2004-04-07,494.792
2004-04-08,495.103
2004-04-09,495.103
2004-04-12,493.713
2004-04-13,489.477
2004-04-14,481.382
2004-04-15,475.709
2004-04-16,455.362
2004-04-19,459.649
2004-04-20,461.978
2004-04-21,453.514
2004-04-22,461.295
2004-04-23,461.491
2004-04-26,463.805
2004-04-27,462.616
2004-04-28,452.988
2004-04-29,448.085
2004-04-30,440.988
2004-05-03,442.166
2004-05-04,441.95
2004-05-05,449.458
2004-05-06,440.339
2004-05-07,437.587
2004-05-10,424.967
2004-05-11,427.519
2004-05-12,424.088
2004-05-13,422.173
2004-05-14,415.636
2004-05-17,413.335
2004-05-18,418.635
2004-05-19,427.918
2004-05-20,424.113
2004-05-21,416.223
2004-05-24,419.564
2004-05-25,418.825
2004-05-26,421.922
2004-05-27,434.448
2004-05-28,431.512
2004-05-31,436.375
2004-06-01,431.953
2004-06-02,433.097
2004-06-03,432.167
2004-06-04,439.447
2004-06-07,449.796
2004-06-08,448.641
2004-06-09,445.733
2004-06-10,444.129
2004-06-11,445.399
2004-06-14,440.949
2004-06-15,442.695
2004-06-16,438.137
2004-06-17,436.828
2004-06-18,443.828
2004-06-21,444.148
2004-06-22,440.274
2004-06-23,443.249
2004-06-24,449.262
2004-06-25,447.786
2004-06-28,451.763
2004-06-29,447.566
2004-06-30,454.297
2004-07-01,456.905
2004-07-02,455.555
2004-07-05,453.644
2004-07-06,449.697
2004-07-07,450.224
2004-07-08,454.617
2004-07-09,455.829
2004-07-12,453.574
2004-07-13,449.374
2004-07-14,446.64
2004-07-15,415.146
2004-07-16,414.441
2004-07-19,409.508
2004-07-20,411.332
2004-07-21,411.44
2004-07-22,404.488
2004-07-23,399.499
2004-07-26,401.037
2004-07-27,400.116
2004-07-28,395.316
2004-07-29,402.716
2004-07-30,402.339
2004-08-02,400.663
2004-08-03,405.43
2004-08-04,401.546
2004-08-05,401.574
2004-08-06,396.5
2004-08-09,393.477
2004-08-10,399.852
2004-08-11,394.075
2004-08-12,390.578
2004-08-13,396.646
2004-08-16,400.237
2004-08-17,405.871
2004-08-18,405.435
2004-08-19,410.388
2004-08-20,406.648
2004-08-23,408.732
2004-08-24,405.094
2004-08-25,403.535
2004-08-26,408.209
2004-08-27,406.215
2004-08-30,405.981
2004-08-31,405.722
2004-09-01,407.779
2004-09-02,413.834
2004-09-03,415.014
2004-09-06,418.795
2004-09-07,419.224
2004-09-08,423.275
2004-09-09,438.777
2004-09-10,444.502
2004-09-13,445.862
2004-09-14,445.321
2004-09-15,438.422
2004-09-16,441.922
2004-09-17,445.538
2004-09-20,447.127
2004-09-21,449.981
2004-09-22,446.247
2004-09-23,443.165
2004-09-24,443.561
2004-09-27,441.593
2004-09-28,439.594
2004-09-29,444.072
2004-09-30,448.305
2004-10-01,460.023
2004-10-04,460.735
2004-10-05,460.93
2004-10-06,459.19
2004-10-07,460.396
2004-10-08,460.135
2004-10-11,457.976
2004-10-12,450.209
2004-10-13,456.193
2004-10-14,462.406
2004-10-15,471.564
2004-10-18,469.799
2004-10-19,481.731
2004-10-20,475.049
2004-10-21,477.759
2004-10-22,481.104
2004-10-25,478.118
2004-10-26,476.61
2004-10-27,484.65
2004-10-28,485.756
2004-10-29,486.847
2004-11-01,493.437
2004-11-02,494.331
2004-11-03,498.908
2004-11-04,500.169
2004-11-05,506.367
2004-11-08,504.93
2004-11-09,507.231
2004-11-10,513.909
2004-11-11,519.92
2004-11-12,520.793
2004-11-15,519.881
2004-11-16,516.523
2004-11-17,526.354
2004-11-18,526.2
2004-11-19,523.313
2004-11-22,519.839
2004-11-23,518.841
2004-11-24,523.39
2004-11-25,530.028
2004-11-26,532.523
2004-11-29,532.767
2004-11-30,529.821
2004-12-01,532.757
2004-12-02,537.605
2004-12-03,533.44
2004-12-06,535.675
2004-12-07,536.26
2004-12-08,523.395
2004-12-09,516.169
2004-12-10,514.533
2004-12-13,512.92
2004-12-14,512.11
2004-12-15,516.34
2004-12-16,506.928
2004-12-17,498.371
2004-12-20,510.316
2004-12-21,514.849
2004-12-22,520.908
2004-12-23,526.539
2004-12-24,527.904
2004-12-27,528.049
2004-12-28,526.723
2004-12-29,525.052
2004-12-30,526.208
2004-12-31,524.76
2005-01-03,522.113
2005-01-04,518.202
2005-01-05,514.158
2005-01-06,510.111
2005-01-07,508.71
2005-01-10,515.042
2005-01-11,510.272
2005-01-12,509.975
2005-01-13,507.184
2005-01-14,505.233
2005-01-17,509.293
2005-01-18,504.903
2005-01-19,502.422
2005-01-20,487.519
2005-01-21,486.5
2005-01-24,485.837
2005-01-25,483.893
2005-01-26,491.503
2005-01-27,505.974
2005-01-28,502.118
2005-01-31,508.971
2005-02-01,513.246
2005-02-02,519.478
2005-02-03,519.12
2005-02-04,521.891
2005-02-07,520.222
2005-02-08,521.537
2005-02-09,522.677
2005-02-10,523.846
2005-02-11,529.02
2005-02-14,532.209
2005-02-15,534.327
2005-02-16,532.576
2005-02-17,533.311
2005-02-18,535.811
2005-02-21,534.014
2005-02-22,544.095
2005-02-23,534.914
2005-02-24,537.579
2005-02-25,545.182
2005-02-28,547.353
2005-03-01,545.461
2005-03-02,542.693
2005-03-03,543.709
2005-03-04,552.655
2005-03-07,551.899
2005-03-08,555.705
2005-03-09,555.656
2005-03-10,554.156
2005-03-11,557.232
2005-03-14,553.506
2005-03-15,556.385
2005-03-16,552.971
2005-03-17,553.607
2005-03-18,549.007
2005-03-21,541.337
2005-03-22,540.74
2005-03-23,527.723
2005-03-24,527.069
2005-03-25,527.069
2005-03-28,523.37
2005-03-29,525.941
2005-03-30,526.361
2005-03-31,530.447
2005-04-01,530.709
2005-04-04,517.364
2005-04-05,522.671
2005-04-06,525.546
2005-04-07,534.71
2005-04-08,536.15
2005-04-11,537.455
2005-04-12,530.87
2005-04-13,534.235
2005-04-14,527.923
2005-04-15,519.489
2005-04-18,515.597
2005-04-19,523.937
2005-04-20,530.925
2005-04-21,542.507
2005-04-22,548.375
2005-04-25,545.294
2005-04-26,541.507
2005-04-27,534.949
2005-04-28,533.948
2005-04-29,531.992
2005-05-02,533.634
2005-05-03,535.439
2005-05-04,545.166
2005-05-05,544.514
2005-05-06,553.144
2005-05-09,555.787
2005-05-10,554.101
2005-05-11,549.555
2005-05-12,550.091
2005-05-13,552.422
2005-05-16,554.165
2005-05-17,554.247
2005-05-18,565.791
2005-05-19,567.026
2005-05-20,561.919
2005-05-23,566.609
2005-05-24,566.944
2005-05-25,559.772
2005-05-26,560.223
2005-05-27,563.181
2005-05-30,560.546
2005-05-31,553.775
2005-06-01,560.588
2005-06-02,562.882
2005-06-03,561.477
2005-06-06,556.882
2005-06-07,563.0
2005-06-08,563.86
2005-06-09,554.226
2005-06-10,556.224
2005-06-13,555.233
2005-06-14,560.17
2005-06-15,559.257
2005-06-16,562.483
2005-06-17,567.744
2005-06-20,563.385
2005-06-21,567.237
2005-06-22,571.31
2005-06-23,568.327
2005-06-24,570.049
2005-06-27,560.257
2005-06-28,558.563
2005-06-29,563.054
2005-06-30,559.332
2005-07-01,554.666
2005-07-04,552.584
2005-07-05,553.823
2005-07-06,558.856
2005-07-07,551.97
2005-07-08,560.494
2005-07-11,574.587
2005-07-12,577.915
2005-07-13,579.05
2005-07-14,580.832
2005-07-15,578.745
2005-07-18,578.747
2005-07-19,584.929
2005-07-20,579.418
2005-07-21,553.686
2005-07-22,546.949
2005-07-25,542.275
2005-07-26,542.469
2005-07-27,551.392
2005-07-28,559.02
2005-07-29,559.611
2005-08-01,559.641
2005-08-02,564.425
2005-08-03,569.528
2005-08-04,567.744
2005-08-05,563.222
2005-08-08,568.745
2005-08-09,572.517
2005-08-10,581.074
2005-08-11,574.799
2005-08-12,573.998
2005-08-15,568.754
2005-08-16,564.401
2005-08-17,558.889
2005-08-18,552.067
2005-08-19,556.32
2005-08-22,561.442
2005-08-23,558.162
2005-08-24,557.777
2005-08-25,555.011
2005-08-26,552.717
2005-08-29,551.803
2005-08-30,550.575
2005-08-31,559.419
2005-09-01,570.891
2005-09-02,573.617
2005-09-05,575.748
2005-09-06,577.467
2005-09-07,578.304
2005-09-08,574.378
2005-09-09,580.999
2005-09-12,575.838
2005-09-13,587.894
2005-09-14,590.398
2005-09-15,585.969
2005-09-16,584.541
2005-09-19,583.851
2005-09-20,588.717
2005-09-21,585.376
2005-09-22,582.103
2005-09-23,579.081
2005-09-26,582.559
2005-09-27,577.82
2005-09-28,578.512
2005-09-29,578.094
2005-09-30,589.367
2005-10-03,588.448
2005-10-04,589.797
2005-10-05,584.015
2005-10-06,583.92
2005-10-07,578.585
2005-10-10,579.053
2005-10-11,579.619
2005-10-12,578.708
2005-10-13,565.126
2005-10-14,571.325
2005-10-17,571.45
2005-10-18,568.004
2005-10-19,560.584
2005-10-20,546.869
2005-10-21,544.365
2005-10-24,549.496
2005-10-25,556.149
2005-10-26,557.771
2005-10-27,552.847
2005-10-28,551.559
2005-10-31,563.453
2005-11-01,569.011
2005-11-02,573.047
2005-11-03,577.088
2005-11-04,570.693
2005-11-07,568.394
2005-11-08,565.795
