Date,FINLAND IMI IMI (Large+Mid+Small Cap)
2022-11-30,1030.554
2022-12-30,1041.42
2023-01-31,1076.683
2023-02-28,1058.669
2023-03-31,1057.22
2023-04-28,1068.423
2023-05-31,976.657
2023-06-30,981.714
2023-07-31,980.569
2023-08-31,965.965
2023-09-29,916.836
2023-10-31,885.18
2023-11-30,969.067
2023-12-29,1016.453
2024-01-31,1009.315
2024-02-29,979.805
2024-03-29,979.806
2024-04-30,995.0
2024-05-31,1051.914
2024-06-28,1009.934
2024-07-31,1022.127
2024-08-30,1075.238
2024-09-30,1096.567
2024-10-31,1024.136
2024-11-29,967.616
2024-12-31,945.822
2025-01-31,1008.815
2025-02-28,1048.98
2025-03-31,1060.384
2025-04-30,1122.8
2025-05-30,1176.068
2025-06-30,1220.065
2025-07-31,1197.523
2025-08-29,1242.256
