Date,FINLAND IMI IMI (Large+Mid+Small Cap)
1994-05-31,121.691
1994-06-30,117.667
1994-07-29,130.325
1994-08-31,141.336
1994-09-30,143.081
1994-10-31,155.226
1994-11-30,138.853
1994-12-30,143.765
1995-01-31,140.65
1995-02-28,139.911
1995-03-31,136.654
1995-04-28,155.29
1995-05-31,156.72
1995-06-30,171.101
1995-07-31,186.675
1995-08-31,181.236
1995-09-29,187.864
1995-10-31,164.862
1995-11-30,161.976
1995-12-29,143.065
1996-01-31,140.673
1996-02-29,144.92
1996-03-29,143.738
1996-04-30,147.494
1996-05-31,160.288
1996-06-28,158.424
1996-07-31,160.774
1996-08-30,175.731
1996-09-30,173.536
1996-10-31,177.211
1996-11-29,188.889
1996-12-31,196.545
1997-01-31,205.898
1997-02-28,208.75
1997-03-31,209.364
1997-04-30,206.428
1997-05-30,215.456
1997-06-30,225.558
1997-07-31,241.761
1997-08-29,224.277
1997-09-30,258.76
1997-10-31,244.184
1997-11-28,234.586
1997-12-31,222.785
1998-01-30,238.213
1998-02-27,274.806
1998-03-31,286.498
1998-04-30,331.702
1998-05-29,331.293
1998-06-30,341.872
1998-07-31,363.976
1998-08-31,300.624
1998-09-30,303.686
1998-10-30,332.807
1998-11-30,354.799
1998-12-31,408.701
1999-01-29,437.377
1999-02-26,413.892
1999-03-31,457.945
1999-04-30,464.175
1999-05-31,441.058
1999-06-30,498.378
1999-07-30,508.281
1999-08-31,496.422
1999-09-30,519.982
1999-10-29,601.093
1999-11-30,717.438
1999-12-31,926.504
2000-01-31,926.727
2000-02-29,993.45
2000-03-31,1015.748
2000-04-28,1031.308
2000-05-31,935.426
2000-06-30,931.496
2000-07-31,823.101
2000-08-31,800.435
2000-09-29,732.237
2000-10-31,723.996
2000-11-30,725.127
2000-12-29,778.576
2001-01-31,652.24
2001-02-28,467.725
2001-03-30,469.693
2001-04-30,611.699
2001-05-31,552.346
2001-06-29,458.028
2001-07-31,445.292
2001-08-31,367.928
2001-09-28,360.678
2001-10-31,438.059
2001-11-30,476.205
2001-12-31,506.382
2002-01-31,471.884
2002-02-28,456.457
2002-03-29,463.887
2002-04-30,401.49
2002-05-31,386.601
2002-06-28,391.191
2002-07-31,335.741
2002-08-30,348.88
2002-09-30,333.363
2002-10-31,403.133
2002-11-29,455.69
2002-12-31,397.354
2003-01-31,360.477
2003-02-28,347.015
2003-03-31,355.41
2003-04-30,422.882
2003-05-30,443.676
2003-06-30,421.035
2003-07-31,411.43
2003-08-29,436.007
2003-09-30,422.114
2003-10-31,466.121
2003-11-28,492.99
2003-12-31,485.925
2004-01-30,543.492
2004-02-27,576.125
2004-03-31,553.414
2004-04-30,440.988
2004-05-31,436.375
2004-06-30,454.297
2004-07-30,402.339
2004-08-31,405.722
2004-09-30,448.305
2004-10-29,486.847
2004-11-30,529.821
2004-12-31,524.76
2005-01-31,508.971
2005-02-28,547.353
2005-03-31,530.447
2005-04-29,531.992
2005-05-31,553.775
2005-06-30,559.332
2005-07-29,559.611
2005-08-31,559.419
2005-09-30,589.367
2005-10-31,563.453
2005-11-30,570.362
2005-12-30,603.901
2006-01-31,634.863
2006-02-28,655.966
2006-03-31,721.041
2006-04-28,763.978
2006-05-31,718.829
2006-06-30,700.288
2006-07-31,692.322
2006-08-31,725.107
2006-09-29,708.614
2006-10-31,736.738
2006-11-30,764.273
2006-12-29,789.717
2007-01-31,819.079
2007-02-28,826.39
2007-03-30,871.151
2007-04-30,946.155
2007-05-31,1000.0
2007-06-29,999.684
2007-07-31,1006.547
2007-08-31,1057.661
2007-09-28,1175.346
2007-10-31,1215.66
2007-11-30,1181.901
2007-12-31,1142.097
2008-01-31,1051.103
2008-02-29,1087.948
2008-03-31,1030.962
2008-04-30,1015.626
2008-05-30,1015.308
2008-06-30,890.102
2008-07-31,893.936
2008-08-29,843.54
2008-09-30,643.6
2008-10-31,523.213
2008-11-28,478.421
2008-12-31,507.281
2009-01-30,431.915
2009-02-27,360.766
2009-03-31,403.869
2009-04-30,513.161
2009-05-29,559.101
2009-06-30,535.571
2009-07-31,542.229
2009-08-31,592.024
2009-09-30,620.852
2009-10-30,577.467
2009-11-30,602.725
2009-12-31,606.983
2010-01-29,620.723
2010-02-26,604.042
2010-03-31,673.464
2010-04-30,622.531
2010-05-31,537.399
2010-06-30,504.925
2010-07-30,570.923
2010-08-31,545.724
2010-09-30,641.535
2010-10-29,665.59
2010-11-30,608.289
2010-12-31,682.378
2011-01-31,707.107
2011-02-28,672.304
2011-03-31,700.441
2011-04-29,748.747
2011-05-31,681.292
2011-06-30,650.193
2011-07-29,583.552
2011-08-31,550.548
2011-09-30,466.58
2011-10-31,535.081
2011-11-30,502.44
2011-12-30,462.169
2012-01-31,502.698
2012-02-29,546.707
2012-03-30,545.749
2012-04-30,509.332
2012-05-31,416.589
2012-06-29,431.202
2012-07-31,434.415
2012-08-31,454.509
2012-09-28,474.526
2012-10-31,486.086
2012-11-30,509.25
2012-12-31,531.13
2013-01-31,568.397
2013-02-28,561.91
2013-03-29,546.952
2013-04-30,571.985
2013-05-31,570.698
2013-06-28,542.767
2013-07-31,575.947
2013-08-30,587.491
2013-09-30,676.555
2013-10-31,711.227
2013-11-29,736.844
2013-12-31,746.466
2014-01-31,694.347
2014-02-28,766.533
2014-03-31,751.461
2014-04-30,768.182
2014-05-30,787.097
2014-06-30,784.14
2014-07-31,769.288
2014-08-29,768.055
2014-09-30,740.356
2014-10-31,733.413
2014-11-28,755.067
2014-12-31,724.017
2015-01-30,734.441
2015-02-27,771.749
2015-03-31,754.227
2015-04-30,746.739
2015-05-29,745.332
2015-06-30,727.129
2015-07-31,757.628
2015-08-31,701.275
2015-09-30,680.852
2015-10-30,743.544
2015-11-30,746.474
2015-12-31,746.252
2016-01-29,717.698
2016-02-29,678.67
2016-03-31,719.298
2016-04-29,717.406
2016-05-31,719.165
2016-06-30,710.583
2016-07-29,753.043
2016-08-31,746.763
2016-09-30,777.264
2016-10-31,726.52
2016-11-30,707.972
2016-12-30,745.728
2017-01-31,744.913
2017-02-28,759.673
2017-03-31,788.147
2017-04-28,840.389
2017-05-31,893.141
2017-06-30,892.809
2017-07-31,910.421
2017-08-31,916.115
2017-09-29,926.273
2017-10-31,905.237
2017-11-30,904.955
2017-12-29,909.589
2018-01-31,966.392
2018-02-28,982.48
2018-03-30,968.245
2018-04-30,1002.106
2018-05-31,985.489
2018-06-29,973.23
2018-07-31,978.798
2018-08-31,999.227
2018-09-28,992.296
2018-10-31,899.229
2018-11-30,857.961
2018-12-31,847.068
2019-01-31,917.834
2019-02-28,932.075
2019-03-29,923.061
2019-04-30,924.269
2019-05-31,873.566
2019-06-28,931.08
2019-07-31,911.57
2019-08-30,883.844
2019-09-30,907.901
2019-10-31,920.092
2019-11-29,906.291
2019-12-31,950.22
2020-01-31,957.236
2020-02-28,886.729
2020-03-31,753.243
2020-04-30,833.116
2020-05-29,907.42
2020-06-30,917.55
2020-07-31,996.382
2020-08-31,1074.985
2020-09-30,1046.84
2020-10-30,982.459
2020-11-30,1131.615
2020-12-31,1172.422
2021-01-29,1196.019
2021-02-26,1187.579
2021-03-31,1174.405
2021-04-30,1259.466
2021-05-31,1298.761
2021-06-30,1293.263
2021-07-30,1367.711
2021-08-31,1369.432
2021-09-30,1238.169
2021-10-29,1259.751
2021-11-30,1200.904
2021-12-31,1278.522
2022-01-31,1193.552
2022-02-28,1100.287
2022-03-31,1101.831
2022-04-29,1047.061
2022-05-31,1059.182
2022-06-30,962.876
2022-07-29,1004.328
2022-08-31,972.087
2022-09-30,878.669
2022-10-31,926.107
