Date,IRELAND SMALL CAP Small Cap
2005-11-10,296.249
2005-11-11,299.002
2005-11-14,298.801
2005-11-15,295.434
2005-11-16,294.591
2005-11-17,290.658
2005-11-18,289.159
2005-11-21,288.992
2005-11-22,287.15
2005-11-23,295.123
2005-11-24,295.922
2005-11-25,292.571
2005-11-28,294.602
2005-11-29,292.483
2005-11-30,289.847
2005-12-01,286.499
2005-12-02,288.909
2005-12-05,291.263
2005-12-06,296.423
2005-12-07,299.06
2005-12-08,304.379
2005-12-09,305.89
2005-12-12,301.4
2005-12-13,300.884
2005-12-14,305.749
2005-12-15,309.702
2005-12-16,315.907
2005-12-19,315.236
2005-12-20,314.594
2005-12-21,311.571
2005-12-22,313.7
2005-12-23,315.43
2005-12-26,315.43
2005-12-27,315.271
2005-12-28,318.569
2005-12-29,316.721
2005-12-30,316.009
2006-01-02,316.009
2006-01-03,325.969
2006-01-04,327.987
2006-01-05,324.628
2006-01-06,326.372
2006-01-09,327.309
2006-01-10,321.613
2006-01-11,328.446
2006-01-12,330.104
2006-01-13,329.018
2006-01-16,330.656
2006-01-17,326.115
2006-01-18,325.306
2006-01-19,326.056
2006-01-20,326.524
2006-01-23,327.995
2006-01-24,329.829
2006-01-25,329.787
2006-01-26,329.772
2006-01-27,333.62
2006-01-30,335.659
2006-01-31,333.946
2006-02-01,331.674
2006-02-02,330.182
2006-02-03,330.296
2006-02-06,327.911
2006-02-07,322.425
2006-02-08,319.278
2006-02-09,321.629
2006-02-10,320.23
2006-02-13,320.607
2006-02-14,318.657
2006-02-15,320.654
2006-02-16,322.118
2006-02-17,322.359
2006-02-20,321.795
2006-02-21,322.462
2006-02-22,320.758
2006-02-23,325.143
2006-02-24,322.213
2006-02-27,324.516
2006-02-28,323.774
2006-03-01,324.543
2006-03-02,324.901
2006-03-03,330.031
2006-03-06,335.127
2006-03-07,331.397
2006-03-08,331.469
2006-03-09,333.215
2006-03-10,330.117
2006-03-13,333.121
2006-03-14,336.621
2006-03-15,338.602
2006-03-16,340.302
2006-03-17,342.554
2006-03-20,346.676
2006-03-21,343.875
2006-03-22,342.639
2006-03-23,342.519
2006-03-24,344.702
2006-03-27,341.714
2006-03-28,341.159
2006-03-29,336.904
2006-03-30,342.735
2006-03-31,340.22
2006-04-03,345.546
2006-04-04,350.432
2006-04-05,350.61
2006-04-06,346.05
2006-04-07,345.488
2006-04-10,343.49
2006-04-11,342.84
2006-04-12,338.456
2006-04-13,336.893
2006-04-14,336.893
2006-04-17,342.244
2006-04-18,344.982
2006-04-19,351.041
2006-04-20,347.023
2006-04-21,345.601
2006-04-24,345.611
2006-04-25,347.213
2006-04-26,348.279
2006-04-27,353.033
2006-04-28,356.825
2006-05-01,357.448
2006-05-02,353.643
2006-05-03,348.098
2006-05-04,352.224
2006-05-05,357.752
2006-05-08,360.053
2006-05-09,360.352
2006-05-10,364.422
2006-05-11,366.695
2006-05-12,363.227
2006-05-15,352.056
2006-05-16,351.056
2006-05-17,344.58
2006-05-18,340.001
2006-05-19,336.657
2006-05-22,328.339
2006-05-23,332.204
2006-05-24,325.419
2006-05-25,333.763
2006-05-26,335.574
2006-05-29,338.057
2006-05-30,337.764
2006-05-31,339.043
2006-06-01,336.803
2006-06-02,337.333
2006-06-05,337.62
2006-06-06,326.83
2006-06-07,327.042
2006-06-08,317.291
2006-06-09,316.359
2006-06-12,311.543
2006-06-13,306.764
2006-06-14,304.1
2006-06-15,311.155
2006-06-16,310.314
2006-06-19,312.482
2006-06-20,310.822
2006-06-21,309.486
2006-06-22,311.064
2006-06-23,308.542
2006-06-26,305.797
2006-06-27,309.305
2006-06-28,305.475
2006-06-29,309.981
2006-06-30,317.499
2006-07-03,320.927
2006-07-04,318.412
2006-07-05,321.943
2006-07-06,328.014
2006-07-07,330.212
2006-07-10,327.44
2006-07-11,329.465
2006-07-12,325.577
2006-07-13,320.093
2006-07-14,319.083
2006-07-17,315.764
2006-07-18,315.006
2006-07-19,323.792
2006-07-20,323.709
2006-07-21,323.428
2006-07-24,322.555
2006-07-25,319.912
2006-07-26,317.768
2006-07-27,322.401
2006-07-28,323.471
2006-07-31,323.693
2006-08-01,323.377
2006-08-02,327.467
2006-08-03,323.074
2006-08-04,326.78
2006-08-07,324.871
2006-08-08,329.186
2006-08-09,329.9
2006-08-10,326.67
2006-08-11,322.911
2006-08-14,322.339
2006-08-15,325.84
2006-08-16,329.782
2006-08-17,330.505
2006-08-18,331.315
2006-08-21,336.772
2006-08-22,333.735
2006-08-23,333.49
2006-08-24,333.983
2006-08-25,334.094
2006-08-28,338.276
2006-08-29,340.539
2006-08-30,344.53
2006-08-31,345.566
2006-09-01,344.221
2006-09-04,347.2
2006-09-05,344.862
2006-09-06,341.059
2006-09-07,340.346
2006-09-08,336.4
2006-09-11,335.993
2006-09-12,339.679
2006-09-13,339.768
2006-09-14,343.199
2006-09-15,342.636
2006-09-18,341.065
2006-09-19,339.568
2006-09-20,338.959
2006-09-21,339.262
2006-09-22,339.824
2006-09-25,339.632
2006-09-26,339.508
2006-09-27,338.845
2006-09-28,338.402
2006-09-29,336.966
2006-10-02,338.446
2006-10-03,337.004
2006-10-04,336.801
2006-10-05,340.896
2006-10-06,339.267
2006-10-09,340.967
2006-10-10,340.851
2006-10-11,338.946
2006-10-12,343.424
2006-10-13,341.801
2006-10-16,344.234
2006-10-17,342.669
2006-10-18,344.132
2006-10-19,347.601
2006-10-20,350.605
2006-10-23,352.389
2006-10-24,355.224
2006-10-25,356.388
2006-10-26,360.724
2006-10-27,361.886
2006-10-30,363.447
2006-10-31,365.7
2006-11-01,365.675
2006-11-02,365.917
2006-11-03,364.228
2006-11-06,363.801
2006-11-07,367.185
2006-11-08,365.206
2006-11-09,368.955
2006-11-10,371.638
2006-11-13,369.224
2006-11-14,370.406
2006-11-15,369.879
2006-11-16,368.141
2006-11-17,371.205
2006-11-20,369.645
2006-11-21,369.902
2006-11-22,373.268
2006-11-23,372.829
2006-11-24,376.538
2006-11-27,376.901
2006-11-28,371.228
2006-11-29,373.37
2006-11-30,385.759
2006-12-01,385.184
2006-12-04,385.066
2006-12-05,384.167
2006-12-06,385.133
2006-12-07,387.645
2006-12-08,390.722
2006-12-11,387.221
2006-12-12,388.446
2006-12-13,387.583
2006-12-14,390.109
2006-12-15,389.904
2006-12-18,390.48
2006-12-19,395.707
2006-12-20,402.934
2006-12-21,405.406
2006-12-22,406.042
2006-12-25,406.042
2006-12-26,405.41
2006-12-27,406.016
2006-12-28,407.781
2006-12-29,411.339
2007-01-01,411.339
2007-01-02,416.286
2007-01-03,413.403
2007-01-04,411.272
2007-01-05,409.46
2007-01-08,408.702
2007-01-09,413.054
2007-01-10,409.557
2007-01-11,405.775
2007-01-12,411.659
2007-01-15,412.951
2007-01-16,415.352
2007-01-17,418.302
2007-01-18,420.496
2007-01-19,423.439
2007-01-22,422.568
2007-01-23,428.936
2007-01-24,428.269
2007-01-25,425.896
2007-01-26,416.305
2007-01-29,420.763
2007-01-30,416.799
2007-01-31,412.74
2007-02-01,416.501
2007-02-02,420.169
2007-02-05,422.693
2007-02-06,424.729
2007-02-07,424.306
2007-02-08,424.188
2007-02-09,423.628
2007-02-12,426.627
2007-02-13,431.891
2007-02-14,437.484
2007-02-15,442.807
2007-02-16,440.504
2007-02-19,441.932
2007-02-20,444.17
2007-02-21,443.084
2007-02-22,442.161
2007-02-23,443.125
2007-02-26,444.263
2007-02-27,437.097
2007-02-28,428.534
2007-03-01,427.182
2007-03-02,427.361
2007-03-05,417.36
2007-03-06,425.757
2007-03-07,432.353
2007-03-08,444.859
2007-03-09,438.567
2007-03-12,442.349
2007-03-13,440.205
2007-03-14,438.649
2007-03-15,443.934
2007-03-16,446.955
2007-03-19,443.539
2007-03-20,448.786
2007-03-21,451.962
2007-03-22,454.407
2007-03-23,452.02
2007-03-26,452.781
2007-03-27,458.413
2007-03-28,456.718
2007-03-29,459.837
2007-03-30,459.248
2007-04-02,458.479
2007-04-03,458.354
2007-04-04,459.795
2007-04-05,463.014
2007-04-06,463.014
2007-04-09,460.601
2007-04-10,460.74
2007-04-11,464.699
2007-04-12,467.933
2007-04-13,468.151
2007-04-16,469.138
2007-04-17,468.411
2007-04-18,466.826
2007-04-19,465.225
2007-04-20,464.118
2007-04-23,462.332
2007-04-24,459.199
2007-04-25,458.318
2007-04-26,457.667
2007-04-27,460.49
2007-04-30,461.667
2007-05-01,460.557
2007-05-02,466.123
2007-05-03,465.894
2007-05-04,468.227
2007-05-07,469.398
2007-05-08,467.867
2007-05-09,468.832
2007-05-10,464.316
2007-05-11,469.812
2007-05-14,465.658
2007-05-15,469.753
2007-05-16,470.242
2007-05-17,463.195
2007-05-18,464.846
2007-05-21,464.668
2007-05-22,471.885
2007-05-23,475.259
2007-05-24,466.49
2007-05-25,464.771
2007-05-28,468.04
2007-05-29,463.718
2007-05-30,462.096
2007-05-31,466.57
2007-06-01,469.0
2007-06-04,471.255
2007-06-05,463.431
2007-06-06,456.786
2007-06-07,457.68
2007-06-08,453.952
2007-06-11,455.14
2007-06-12,452.631
2007-06-13,450.483
2007-06-14,454.357
2007-06-15,463.4
2007-06-18,465.968
2007-06-19,464.837
2007-06-20,468.384
2007-06-21,462.234
2007-06-22,459.56
2007-06-25,460.81
2007-06-26,458.159
2007-06-27,457.032
2007-06-28,468.752
2007-06-29,474.129
2007-07-02,478.36
2007-07-03,475.223
2007-07-04,471.301
2007-07-05,467.858
2007-07-06,473.653
2007-07-09,472.062
2007-07-10,471.863
2007-07-11,469.173
2007-07-12,467.314
2007-07-13,468.529
2007-07-16,467.358
2007-07-17,471.528
2007-07-18,476.438
2007-07-19,485.657
2007-07-20,491.063
2007-07-23,487.879
2007-07-24,481.28
2007-07-25,471.894
2007-07-26,465.047
2007-07-27,457.821
2007-07-30,457.75
2007-07-31,468.471
2007-08-01,461.805
2007-08-02,468.282
2007-08-03,474.197
2007-08-06,475.734
2007-08-07,475.884
2007-08-08,474.369
2007-08-09,463.322
2007-08-10,450.608
2007-08-13,453.277
2007-08-14,451.134
2007-08-15,441.814
2007-08-16,425.142
2007-08-17,427.584
2007-08-20,427.31
2007-08-21,433.477
2007-08-22,438.862
2007-08-23,443.471
2007-08-24,446.309
2007-08-27,449.125
2007-08-28,439.976
2007-08-29,443.078
2007-08-30,442.204
2007-08-31,444.813
2007-09-03,446.952
2007-09-04,454.213
2007-09-05,455.582
2007-09-06,455.325
2007-09-07,460.04
2007-09-10,465.314
2007-09-11,469.392
2007-09-12,472.135
2007-09-13,469.924
2007-09-14,466.754
2007-09-17,457.911
2007-09-18,455.675
2007-09-19,471.401
2007-09-20,468.346
2007-09-21,473.302
2007-09-24,473.122
2007-09-25,463.113
2007-09-26,463.582
2007-09-27,465.358
2007-09-28,456.623
2007-10-01,462.847
2007-10-02,459.408
2007-10-03,465.856
2007-10-04,474.521
2007-10-05,474.555
2007-10-08,477.835
2007-10-09,477.084
2007-10-10,480.523
2007-10-11,485.221
2007-10-12,480.205
2007-10-15,483.061
2007-10-16,483.955
2007-10-17,495.973
2007-10-18,497.766
2007-10-19,492.552
2007-10-22,475.576
2007-10-23,489.263
2007-10-24,485.864
2007-10-25,493.422
2007-10-26,502.615
2007-10-29,509.779
2007-10-30,505.378
2007-10-31,504.989
2007-11-01,503.747
2007-11-02,507.435
2007-11-05,497.173
2007-11-06,500.728
2007-11-07,494.255
2007-11-08,492.422
2007-11-09,487.22
2007-11-12,481.506
2007-11-13,492.929
2007-11-14,487.505
2007-11-15,482.411
2007-11-16,470.999
2007-11-19,464.705
2007-11-20,466.284
2007-11-21,453.42
2007-11-22,453.522
2007-11-23,461.842
2007-11-26,462.209
2007-11-27,452.623
2007-11-28,449.228
2007-11-29,458.733
2007-11-30,458.483
2007-12-03,460.056
2007-12-04,458.35
2007-12-05,461.635
2007-12-06,466.816
2007-12-07,472.483
2007-12-10,481.36
2007-12-11,480.884
2007-12-12,478.005
2007-12-13,468.053
2007-12-14,457.719
2007-12-17,455.749
2007-12-18,458.642
2007-12-19,464.067
2007-12-20,464.364
2007-12-21,471.681
2007-12-24,477.181
2007-12-25,477.181
2007-12-26,480.461
2007-12-27,479.696
2007-12-28,487.747
2007-12-31,480.387
2008-01-01,480.387
2008-01-02,483.945
2008-01-03,482.619
2008-01-04,488.923
2008-01-07,481.533
2008-01-08,484.524
2008-01-09,473.623
2008-01-10,471.169
2008-01-11,476.054
2008-01-14,476.613
2008-01-15,468.502
2008-01-16,457.216
2008-01-17,457.568
2008-01-18,461.92
2008-01-21,444.643
2008-01-22,458.908
2008-01-23,461.318
2008-01-24,471.089
2008-01-25,465.228
2008-01-28,462.687
2008-01-29,468.998
2008-01-30,469.475
2008-01-31,474.087
2008-02-01,482.162
2008-02-04,486.142
2008-02-05,465.763
2008-02-06,464.152
2008-02-07,455.153
2008-02-08,455.411
2008-02-11,460.327
2008-02-12,470.122
2008-02-13,469.815
2008-02-14,470.838
2008-02-15,471.59
2008-02-18,468.502
2008-02-19,471.353
2008-02-20,468.782
2008-02-21,473.845
2008-02-22,467.123
2008-02-25,470.179
2008-02-26,478.315
2008-02-27,491.487
2008-02-28,493.208
2008-02-29,491.629
2008-03-03,488.465
2008-03-04,487.147
2008-03-05,490.137
2008-03-06,483.345
2008-03-07,477.566
2008-03-10,480.138
2008-03-11,485.986
2008-03-12,500.219
2008-03-13,498.155
2008-03-14,503.302
2008-03-17,495.2
2008-03-18,497.085
2008-03-19,492.045
2008-03-20,481.182
2008-03-21,481.182
2008-03-24,480.495
2008-03-25,500.151
2008-03-26,504.365
2008-03-27,505.261
2008-03-28,504.004
2008-03-31,510.672
2008-04-01,510.164
2008-04-02,519.157
2008-04-03,510.555
2008-04-04,510.568
2008-04-07,509.835
2008-04-08,509.418
2008-04-09,511.709
2008-04-10,505.413
2008-04-11,504.358
2008-04-14,498.817
2008-04-15,501.964
2008-04-16,509.091
2008-04-17,508.342
2008-04-18,507.823
2008-04-21,518.529
2008-04-22,514.283
2008-04-23,514.076
2008-04-24,499.395
2008-04-25,495.674
2008-04-28,496.341
2008-04-29,498.286
2008-04-30,497.181
2008-05-01,493.524
2008-05-02,497.731
2008-05-05,500.219
2008-05-06,503.375
2008-05-07,503.327
2008-05-08,506.103
2008-05-09,504.924
2008-05-12,519.077
2008-05-13,514.172
2008-05-14,517.818
2008-05-15,520.172
2008-05-16,520.883
2008-05-19,518.887
2008-05-20,516.52
2008-05-21,518.771
2008-05-22,514.936
2008-05-23,518.34
2008-05-26,518.761
2008-05-27,509.31
2008-05-28,511.984
2008-05-29,508.209
2008-05-30,510.541
2008-06-02,509.598
2008-06-03,511.212
2008-06-04,505.811
2008-06-05,516.738
2008-06-06,517.073
2008-06-09,512.743
2008-06-10,501.943
2008-06-11,498.65
2008-06-12,494.825
2008-06-13,493.876
2008-06-16,491.715
2008-06-17,492.442
2008-06-18,486.774
2008-06-19,476.159
2008-06-20,476.116
2008-06-23,464.556
2008-06-24,460.361
2008-06-25,461.811
2008-06-26,456.032
2008-06-27,453.755
2008-06-30,448.078
2008-07-01,438.353
2008-07-02,425.303
2008-07-03,421.189
2008-07-04,417.323
2008-07-07,418.41
2008-07-08,411.414
2008-07-09,415.552
2008-07-10,406.503
2008-07-11,395.694
2008-07-14,399.081
2008-07-15,391.37
2008-07-16,390.838
2008-07-17,406.733
2008-07-18,416.81
2008-07-21,428.953
2008-07-22,431.526
2008-07-23,440.044
2008-07-24,432.861
2008-07-25,426.733
2008-07-28,421.213
2008-07-29,418.246
2008-07-30,421.98
2008-07-31,422.586
2008-08-01,416.516
2008-08-04,420.694
2008-08-05,432.427
2008-08-06,435.621
2008-08-07,423.677
2008-08-08,414.947
2008-08-11,422.1
2008-08-12,421.361
2008-08-13,416.344
2008-08-14,419.863
2008-08-15,420.002
2008-08-18,417.232
2008-08-19,406.332
2008-08-20,408.337
2008-08-21,405.262
2008-08-22,412.683
2008-08-25,408.337
2008-08-26,404.522
2008-08-27,410.532
2008-08-28,412.924
2008-08-29,415.23
2008-09-01,409.795
2008-09-02,416.848
2008-09-03,407.268
2008-09-04,399.072
2008-09-05,390.338
2008-09-08,398.291
2008-09-09,396.374
2008-09-10,386.154
2008-09-11,379.143
2008-09-12,382.224
2008-09-15,379.14
2008-09-16,375.027
2008-09-17,376.347
2008-09-18,376.669
2008-09-19,387.894
2008-09-22,387.426
2008-09-23,373.311
2008-09-24,369.827
2008-09-25,369.465
2008-09-26,363.582
2008-09-29,339.908
2008-09-30,334.143
2008-10-01,337.76
2008-10-02,335.765
2008-10-03,334.096
2008-10-06,309.956
2008-10-07,307.113
2008-10-08,286.947
2008-10-09,286.696
2008-10-10,267.096
2008-10-13,279.122
2008-10-14,283.929
2008-10-15,271.766
2008-10-16,247.652
2008-10-17,247.037
2008-10-20,245.206
2008-10-21,251.434
2008-10-22,232.629
2008-10-23,229.386
2008-10-24,221.207
2008-10-27,215.208
2008-10-28,207.82
2008-10-29,217.571
2008-10-30,225.122
2008-10-31,233.377
2008-11-03,241.475
2008-11-04,248.949
2008-11-05,244.507
2008-11-06,236.464
2008-11-07,238.401
2008-11-10,244.279
2008-11-11,233.063
2008-11-12,225.237
2008-11-13,220.99
2008-11-14,221.823
2008-11-17,214.313
2008-11-18,206.476
2008-11-19,203.071
2008-11-20,191.277
2008-11-21,186.51
2008-11-24,204.129
2008-11-25,202.574
2008-11-26,199.664
2008-11-27,202.896
2008-11-28,195.776
2008-12-01,190.973
2008-12-02,193.446
2008-12-03,188.366
2008-12-04,193.03
2008-12-05,191.227
2008-12-08,204.39
2008-12-09,206.422
2008-12-10,209.385
2008-12-11,208.194
2008-12-12,206.722
2008-12-15,212.078
2008-12-16,214.261
2008-12-17,220.855
2008-12-18,219.976
2008-12-19,209.999
2008-12-22,213.141
2008-12-23,212.669
2008-12-24,213.116
2008-12-25,213.116
2008-12-26,214.145
2008-12-29,218.241
2008-12-30,219.548
2008-12-31,219.522
2009-01-01,219.522
2009-01-02,222.396
2009-01-05,223.372
2009-01-06,225.059
2009-01-07,233.641
2009-01-08,237.524
2009-01-09,242.294
2009-01-12,239.164
2009-01-13,227.964
2009-01-14,216.3
2009-01-15,214.086
2009-01-16,215.894
2009-01-19,189.222
2009-01-20,181.675
2009-01-21,181.493
2009-01-22,179.613
2009-01-23,178.522
2009-01-26,186.024
2009-01-27,189.763
2009-01-28,199.666
2009-01-29,188.082
2009-01-30,182.34
2009-02-02,179.573
2009-02-03,179.177
2009-02-04,180.937
2009-02-05,180.297
2009-02-06,187.363
2009-02-09,196.649
2009-02-10,195.655
2009-02-11,192.036
2009-02-12,182.546
2009-02-13,182.153
2009-02-16,174.805
2009-02-17,162.461
2009-02-18,158.324
2009-02-19,160.717
2009-02-20,155.473
2009-02-23,151.888
2009-02-24,147.713
2009-02-25,148.871
2009-02-26,148.37
2009-02-27,147.938
2009-03-02,146.341
2009-03-03,145.775
2009-03-04,151.015
2009-03-05,144.074
2009-03-06,150.068
2009-03-09,151.553
2009-03-10,160.515
2009-03-11,158.055
2009-03-12,161.462
2009-03-13,166.409
2009-03-16,176.651
2009-03-17,172.973
2009-03-18,175.145
2009-03-19,188.293
2009-03-20,194.07
2009-03-23,196.129
2009-03-24,199.723
2009-03-25,191.933
2009-03-26,192.858
2009-03-27,188.535
2009-03-30,179.002
2009-03-31,187.072
2009-04-01,197.171
2009-04-02,220.19
2009-04-03,236.309
2009-04-06,243.411
2009-04-07,244.837
2009-04-08,240.669
2009-04-09,241.821
2009-04-10,241.821
2009-04-13,243.872
2009-04-14,248.786
2009-04-15,241.491
2009-04-16,244.686
2009-04-17,237.029
2009-04-20,236.205
2009-04-21,233.317
2009-04-22,239.056
2009-04-23,239.16
2009-04-24,245.431
2009-04-27,239.702
2009-04-28,231.022
2009-04-29,241.006
2009-04-30,255.801
2009-05-01,255.79
2009-05-04,257.527
2009-05-05,279.848
2009-05-06,292.309
2009-05-07,302.679
2009-05-08,304.988
2009-05-11,300.87
2009-05-12,299.267
2009-05-13,273.946
2009-05-14,284.65
2009-05-15,294.844
2009-05-18,300.782
2009-05-19,320.865
2009-05-20,339.292
2009-05-21,332.782
2009-05-22,342.983
2009-05-25,343.798
2009-05-26,342.399
2009-05-27,357.152
2009-05-28,351.37
2009-05-29,364.678
2009-06-01,364.884
2009-06-02,394.121
2009-06-03,399.327
2009-06-04,398.216
2009-06-05,413.32
2009-06-08,396.527
2009-06-09,402.567
2009-06-10,410.755
2009-06-11,432.897
2009-06-12,429.854
2009-06-15,393.963
2009-06-16,401.257
2009-06-17,367.04
2009-06-18,370.575
2009-06-19,372.907
2009-06-22,354.618
2009-06-23,355.026
2009-06-24,379.678
2009-06-25,367.767
2009-06-26,365.66
2009-06-29,372.301
2009-06-30,371.707
2009-07-01,375.899
2009-07-02,362.527
2009-07-03,358.854
2009-07-06,345.562
2009-07-07,344.049
2009-07-08,335.619
2009-07-09,331.397
2009-07-10,319.149
2009-07-13,326.581
2009-07-14,343.938
2009-07-15,368.206
2009-07-16,368.904
2009-07-17,363.496
2009-07-20,364.342
2009-07-21,360.676
2009-07-22,360.991
2009-07-23,379.586
2009-07-24,374.425
2009-07-27,375.56
2009-07-28,373.892
2009-07-29,372.024
2009-07-30,382.929
2009-07-31,395.688
2009-08-03,408.803
2009-08-04,399.539
2009-08-05,402.325
2009-08-06,418.33
2009-08-07,417.555
2009-08-10,416.073
2009-08-11,408.04
2009-08-12,413.466
2009-08-13,427.621
2009-08-14,439.344
2009-08-17,416.759
2009-08-18,416.151
2009-08-19,419.185
2009-08-20,427.782
2009-08-21,435.459
2009-08-24,448.424
2009-08-25,458.17
2009-08-26,471.963
2009-08-27,487.542
2009-08-28,521.013
2009-08-31,507.601
2009-09-01,489.746
2009-09-02,477.089
2009-09-03,475.118
2009-09-04,485.165
2009-09-07,494.696
2009-09-08,502.214
2009-09-09,505.942
2009-09-10,514.201
2009-09-11,541.24
2009-09-14,547.461
2009-09-15,551.613
2009-09-16,567.189
2009-09-17,617.211
2009-09-18,600.759
2009-09-21,580.355
2009-09-22,589.346
2009-09-23,597.284
2009-09-24,574.327
2009-09-25,577.138
2009-09-28,583.841
2009-09-29,581.37
2009-09-30,592.194
2009-10-01,574.563
2009-10-02,560.753
2009-10-05,560.948
2009-10-06,583.29
2009-10-07,573.739
2009-10-08,579.941
2009-10-09,587.256
2009-10-12,588.396
2009-10-13,567.262
2009-10-14,568.391
2009-10-15,564.783
2009-10-16,556.326
2009-10-19,561.013
2009-10-20,565.894
2009-10-21,563.392
2009-10-22,546.977
2009-10-23,546.884
2009-10-26,533.072
2009-10-27,503.732
2009-10-28,454.854
2009-10-29,474.77
2009-10-30,461.762
2009-11-02,450.094
2009-11-03,419.103
2009-11-04,455.807
2009-11-05,473.608
2009-11-06,488.066
2009-11-09,499.1
2009-11-10,481.002
2009-11-11,488.989
2009-11-12,484.241
2009-11-13,486.11
2009-11-16,474.278
2009-11-17,454.332
2009-11-18,461.393
2009-11-19,448.13
2009-11-20,449.349
2009-11-23,457.61
2009-11-24,454.108
2009-11-25,459.717
2009-11-26,445.143
2009-11-27,450.183
2009-11-30,440.42
2009-12-01,449.535
2009-12-02,457.235
2009-12-03,463.978
2009-12-04,458.305
2009-12-07,453.453
2009-12-08,434.517
2009-12-09,428.739
2009-12-10,424.572
2009-12-11,423.284
2009-12-14,421.242
2009-12-15,417.152
2009-12-16,411.623
2009-12-17,399.876
2009-12-18,398.65
2009-12-21,395.08
2009-12-22,410.496
2009-12-23,420.736
2009-12-24,415.208
2009-12-25,415.208
2009-12-28,416.176
2009-12-29,422.367
2009-12-30,414.538
2009-12-31,416.57
2010-01-01,416.57
2010-01-04,438.9
2010-01-05,445.843
2010-01-06,456.84
2010-01-07,456.529
2010-01-08,456.555
2010-01-11,461.452
2010-01-12,447.353
2010-01-13,448.609
2010-01-14,451.084
2010-01-15,447.381
2010-01-18,447.674
2010-01-19,442.377
2010-01-20,431.895
2010-01-21,420.174
2010-01-22,417.487
2010-01-25,415.747
2010-01-26,410.453
2010-01-27,398.548
2010-01-28,395.975
2010-01-29,398.139
2010-02-01,397.634
2010-02-02,405.493
2010-02-03,401.012
2010-02-04,383.022
2010-02-05,375.164
2010-02-08,377.527
2010-02-09,371.807
2010-02-10,377.163
2010-02-11,373.776
2010-02-12,371.258
2010-02-15,362.034
2010-02-16,373.694
2010-02-17,375.603
2010-02-18,377.843
2010-02-19,374.952
2010-02-22,374.108
2010-02-23,367.012
2010-02-24,359.047
2010-02-25,349.429
2010-02-26,350.705
2010-03-01,348.409
2010-03-02,359.663
2010-03-03,362.826
2010-03-04,374.011
2010-03-05,390.145
2010-03-08,380.694
2010-03-09,376.796
2010-03-10,385.761
2010-03-11,389.569
2010-03-12,399.326
2010-03-15,392.355
2010-03-16,399.961
2010-03-17,409.045
2010-03-18,397.566
2010-03-19,397.145
2010-03-22,394.439
2010-03-23,405.535
2010-03-24,405.124
2010-03-25,417.308
2010-03-26,412.202
2010-03-29,398.134
2010-03-30,396.597
2010-03-31,412.522
2010-04-01,415.439
2010-04-02,415.439
2010-04-05,414.487
2010-04-06,423.793
2010-04-07,429.124
2010-04-08,433.248
2010-04-09,444.696
2010-04-12,450.651
2010-04-13,443.26
2010-04-14,458.412
2010-04-15,455.308
2010-04-16,445.326
2010-04-19,443.961
2010-04-20,454.363
2010-04-21,447.863
2010-04-22,439.992
2010-04-23,446.596
2010-04-26,453.059
2010-04-27,431.829
2010-04-28,422.474
2010-04-29,434.522
2010-04-30,438.752
2010-05-03,434.743
2010-05-04,413.497
2010-05-05,399.519
2010-05-06,386.07
2010-05-07,365.063
2010-05-10,404.06
2010-05-11,393.141
2010-05-12,400.983
2010-05-13,396.954
2010-05-14,378.461
2010-05-17,371.638
2010-05-18,372.887
2010-05-19,358.542
2010-05-20,336.98
2010-05-21,348.846
2010-05-24,340.503
2010-05-25,320.101
2010-05-26,337.738
2010-05-27,344.388
2010-05-28,339.563
2010-05-31,337.102
2010-06-01,336.438
2010-06-02,336.163
2010-06-03,336.059
2010-06-04,329.144
2010-06-07,326.246
2010-06-08,317.599
2010-06-09,327.462
2010-06-10,329.727
2010-06-11,332.968
2010-06-14,345.621
2010-06-15,348.188
2010-06-16,347.131
2010-06-17,349.988
2010-06-18,358.985
2010-06-21,358.067
2010-06-22,355.812
2010-06-23,347.308
2010-06-24,349.969
2010-06-25,347.289
2010-06-28,350.533
2010-06-29,334.301
2010-06-30,333.636
2010-07-01,330.246
2010-07-02,338.585
2010-07-05,339.012
2010-07-06,353.497
2010-07-07,346.786
2010-07-08,357.677
2010-07-09,354.092
2010-07-12,351.555
2010-07-13,354.094
2010-07-14,359.32
2010-07-15,357.354
2010-07-16,357.855
2010-07-19,353.939
2010-07-20,349.768
2010-07-21,354.106
2010-07-22,360.929
2010-07-23,357.711
2010-07-26,365.867
2010-07-27,369.228
2010-07-28,368.673
2010-07-29,373.346
2010-07-30,372.021
2010-08-02,381.316
2010-08-03,384.156
2010-08-04,379.244
2010-08-05,380.045
2010-08-06,382.161
2010-08-09,385.194
2010-08-10,373.299
2010-08-11,360.232
2010-08-12,357.59
2010-08-13,351.776
2010-08-16,349.013
2010-08-17,357.684
2010-08-18,358.635
2010-08-19,353.485
2010-08-20,341.099
2010-08-23,343.088
2010-08-24,335.588
2010-08-25,333.945
2010-08-26,341.219
2010-08-27,340.987
2010-08-30,339.474
2010-08-31,343.745
2010-09-01,357.424
2010-09-02,355.99
2010-09-03,361.019
2010-09-06,362.386
2010-09-07,354.917
2010-09-08,356.348
2010-09-09,359.005
2010-09-10,357.677
2010-09-13,366.204
2010-09-14,366.13
2010-09-15,366.606
2010-09-16,365.723
2010-09-17,358.87
2010-09-20,363.081
2010-09-21,364.288
2010-09-22,369.025
