Date,IRELAND SMID CAP SMID (Small+Mid Cap)
2001-05-09,249.162
2001-05-10,250.97
2001-05-11,247.99
2001-05-14,249.619
2001-05-15,247.333
2001-05-16,249.688
2001-05-17,250.257
2001-05-18,249.462
2001-05-21,250.9
2001-05-22,250.599
2001-05-23,255.021
2001-05-24,251.242
2001-05-25,247.901
2001-05-28,249.591
2001-05-29,246.589
2001-05-30,246.978
2001-05-31,243.976
2001-06-01,245.52
2001-06-04,245.853
2001-06-05,250.129
2001-06-06,252.077
2001-06-07,253.626
2001-06-08,252.438
2001-06-11,248.84
2001-06-12,248.239
2001-06-13,249.998
2001-06-14,250.66
2001-06-15,252.556
2001-06-18,253.203
2001-06-19,251.32
2001-06-20,249.722
2001-06-21,251.647
2001-06-22,251.2
2001-06-25,254.156
2001-06-26,251.178
2001-06-27,250.19
2001-06-28,247.228
2001-06-29,249.263
2001-07-02,247.987
2001-07-03,249.156
2001-07-04,248.173
2001-07-05,243.43
2001-07-06,243.526
2001-07-09,247.202
2001-07-10,248.777
2001-07-11,248.401
2001-07-12,246.927
2001-07-13,248.92
2001-07-16,250.925
2001-07-17,250.124
2001-07-18,256.303
2001-07-19,258.091
2001-07-20,258.579
2001-07-23,256.422
2001-07-24,256.256
2001-07-25,254.069
2001-07-26,251.465
2001-07-27,251.904
2001-07-30,251.53
2001-07-31,250.738
2001-08-01,251.831
2001-08-02,254.065
2001-08-03,255.054
2001-08-06,253.753
2001-08-07,251.601
2001-08-08,249.787
2001-08-09,248.897
2001-08-10,249.704
2001-08-13,250.785
2001-08-14,251.1
2001-08-15,255.776
2001-08-16,255.379
2001-08-17,254.776
2001-08-20,253.754
2001-08-21,254.233
2001-08-22,256.627
2001-08-23,255.601
2001-08-24,255.712
2001-08-27,256.112
2001-08-28,257.172
2001-08-29,258.008
2001-08-30,256.802
2001-08-31,255.413
2001-09-03,255.525
2001-09-04,251.693
2001-09-05,249.467
2001-09-06,249.272
2001-09-07,250.575
2001-09-10,245.107
2001-09-11,240.456
2001-09-12,230.426
2001-09-13,231.715
2001-09-14,232.428
2001-09-17,229.05
2001-09-18,229.302
2001-09-19,228.526
2001-09-20,218.21
2001-09-21,206.497
2001-09-24,212.975
2001-09-25,216.832
2001-09-26,217.173
2001-09-27,216.444
2001-09-28,217.496
2001-10-01,217.299
2001-10-02,215.349
2001-10-03,216.396
2001-10-04,218.803
2001-10-05,220.339
2001-10-08,216.722
2001-10-09,216.814
2001-10-10,217.057
2001-10-11,221.448
2001-10-12,223.472
2001-10-15,222.811
2001-10-16,227.007
2001-10-17,229.394
2001-10-18,227.91
2001-10-19,224.434
2001-10-22,224.0
2001-10-23,226.103
2001-10-24,228.12
2001-10-25,228.4
2001-10-26,228.796
2001-10-29,228.796
2001-10-30,229.342
2001-10-31,228.32
2001-11-01,229.701
2001-11-02,229.481
2001-11-05,234.033
2001-11-06,237.949
2001-11-07,238.391
2001-11-08,236.408
2001-11-09,236.795
2001-11-12,236.155
2001-11-13,236.923
2001-11-14,239.647
2001-11-15,240.633
2001-11-16,242.452
2001-11-19,242.607
2001-11-20,244.205
2001-11-21,240.91
2001-11-22,243.086
2001-11-23,242.799
2001-11-26,244.793
2001-11-27,244.291
2001-11-28,245.824
2001-11-29,243.826
2001-11-30,247.906
2001-12-03,245.997
2001-12-04,246.448
2001-12-05,249.812
2001-12-06,253.608
2001-12-07,254.12
2001-12-10,252.77
2001-12-11,253.588
2001-12-12,255.536
2001-12-13,256.017
2001-12-14,251.82
2001-12-17,252.435
2001-12-18,252.99
2001-12-19,250.057
2001-12-20,251.64
2001-12-21,249.782
2001-12-24,247.29
2001-12-25,247.29
2001-12-26,247.501
2001-12-27,248.882
2001-12-28,250.975
2001-12-31,254.842
2002-01-01,254.842
2002-01-02,257.307
2002-01-03,259.524
2002-01-04,259.205
2002-01-07,262.036
2002-01-08,261.374
2002-01-09,258.403
2002-01-10,256.672
2002-01-11,256.923
2002-01-14,256.972
2002-01-15,256.469
2002-01-16,253.929
2002-01-17,253.983
2002-01-18,253.547
2002-01-21,251.755
2002-01-22,252.646
2002-01-23,252.369
2002-01-24,251.646
2002-01-25,249.004
2002-01-28,251.063
2002-01-29,251.081
2002-01-30,247.423
2002-01-31,251.383
2002-02-01,252.645
2002-02-04,255.111
2002-02-05,249.228
2002-02-06,246.797
2002-02-07,245.502
2002-02-08,248.614
2002-02-11,247.139
2002-02-12,250.264
2002-02-13,249.993
2002-02-14,250.315
2002-02-15,252.251
2002-02-18,251.995
2002-02-19,252.284
2002-02-20,251.886
2002-02-21,253.94
2002-02-22,255.794
2002-02-25,254.656
2002-02-26,256.141
2002-02-27,255.066
2002-02-28,254.734
2002-03-01,255.659
2002-03-04,260.418
2002-03-05,261.94
2002-03-06,262.009
2002-03-07,264.211
2002-03-08,265.683
2002-03-11,266.267
2002-03-12,265.315
2002-03-13,266.077
2002-03-14,266.694
2002-03-15,266.674
2002-03-18,267.394
2002-03-19,268.783
2002-03-20,269.286
2002-03-21,268.562
2002-03-22,269.358
2002-03-25,268.017
2002-03-26,267.741
2002-03-27,267.79
2002-03-28,267.236
2002-03-29,267.236
2002-04-01,269.426
2002-04-02,272.012
2002-04-03,271.258
2002-04-04,272.708
2002-04-05,273.06
2002-04-08,268.696
2002-04-09,266.902
2002-04-10,270.236
2002-04-11,272.749
2002-04-12,271.435
2002-04-15,272.495
2002-04-16,273.8
2002-04-17,274.208
2002-04-18,274.961
2002-04-19,273.68
2002-04-22,275.006
2002-04-23,275.834
2002-04-24,277.112
2002-04-25,278.559
2002-04-26,277.857
2002-04-29,278.369
2002-04-30,279.725
2002-05-01,282.138
2002-05-02,287.072
2002-05-03,292.043
2002-05-06,293.018
2002-05-07,290.146
2002-05-08,290.704
2002-05-09,292.064
2002-05-10,291.668
2002-05-13,292.024
2002-05-14,289.328
2002-05-15,293.47
2002-05-16,295.145
2002-05-17,298.784
2002-05-20,297.327
2002-05-21,296.186
2002-05-22,298.88
2002-05-23,297.173
2002-05-24,296.563
2002-05-27,296.356
2002-05-28,299.193
2002-05-29,300.759
2002-05-30,301.726
2002-05-31,301.395
2002-06-03,302.604
2002-06-04,301.977
2002-06-05,299.595
2002-06-06,302.074
2002-06-07,294.716
2002-06-10,298.516
2002-06-11,296.839
2002-06-12,292.856
2002-06-13,294.11
2002-06-14,288.893
2002-06-17,287.373
2002-06-18,290.289
2002-06-19,289.928
2002-06-20,289.723
2002-06-21,290.279
2002-06-24,288.832
2002-06-25,289.574
2002-06-26,283.714
2002-06-27,280.16
2002-06-28,283.83
2002-07-01,277.727
2002-07-02,266.931
2002-07-03,254.55
2002-07-04,258.346
2002-07-05,261.01
2002-07-08,266.12
2002-07-09,269.266
2002-07-10,265.063
2002-07-11,259.797
2002-07-12,262.093
2002-07-15,261.682
2002-07-16,260.175
2002-07-17,264.028
2002-07-18,265.356
2002-07-19,263.993
2002-07-22,256.509
2002-07-23,248.944
2002-07-24,241.101
2002-07-25,248.575
2002-07-26,243.065
2002-07-29,244.102
2002-07-30,248.507
2002-07-31,246.737
2002-08-01,246.348
2002-08-02,242.689
2002-08-05,239.016
2002-08-06,234.166
2002-08-07,237.214
2002-08-08,236.625
2002-08-09,240.111
2002-08-12,241.869
2002-08-13,245.988
2002-08-14,246.399
2002-08-15,248.414
2002-08-16,253.339
2002-08-19,250.397
2002-08-20,251.112
2002-08-21,254.485
2002-08-22,255.731
2002-08-23,256.71
2002-08-26,258.468
2002-08-27,258.672
2002-08-28,255.423
2002-08-29,253.94
2002-08-30,252.481
2002-09-02,252.378
2002-09-03,251.167
2002-09-04,248.504
2002-09-05,245.379
2002-09-06,243.55
2002-09-09,244.287
2002-09-10,244.973
2002-09-11,247.537
2002-09-12,246.052
2002-09-13,244.257
2002-09-16,243.967
2002-09-17,245.637
2002-09-18,240.718
2002-09-19,237.95
2002-09-20,236.757
2002-09-23,231.645
2002-09-24,228.164
2002-09-25,227.161
2002-09-26,228.418
2002-09-27,228.726
2002-09-30,216.349
2002-10-01,215.416
2002-10-02,218.667
2002-10-03,214.776
2002-10-04,211.084
2002-10-07,208.339
2002-10-08,208.684
2002-10-09,203.681
2002-10-10,204.803
2002-10-11,216.142
2002-10-14,215.046
2002-10-15,223.961
2002-10-16,222.584
2002-10-17,221.356
2002-10-18,223.701
2002-10-21,226.585
2002-10-22,226.299
2002-10-23,224.842
2002-10-24,229.293
2002-10-25,223.649
2002-10-28,225.014
2002-10-29,220.7
2002-10-30,221.503
2002-10-31,232.103
2002-11-01,234.281
2002-11-04,243.353
2002-11-05,241.672
2002-11-06,239.505
2002-11-07,242.047
2002-11-08,242.124
2002-11-11,242.179
2002-11-12,242.568
2002-11-13,241.905
2002-11-14,240.635
2002-11-15,243.847
2002-11-18,247.061
2002-11-19,248.198
2002-11-20,244.239
2002-11-21,247.478
2002-11-22,246.169
2002-11-25,246.833
2002-11-26,245.538
2002-11-27,244.225
2002-11-28,247.798
2002-11-29,252.806
2002-12-02,253.616
2002-12-03,252.459
2002-12-04,252.326
2002-12-05,250.077
2002-12-06,248.526
2002-12-09,247.379
2002-12-10,244.745
2002-12-11,246.395
2002-12-12,244.381
2002-12-13,238.015
2002-12-16,236.691
2002-12-17,240.093
2002-12-18,235.83
2002-12-19,237.436
2002-12-20,238.522
2002-12-23,237.118
2002-12-24,237.883
2002-12-25,237.883
2002-12-26,238.483
2002-12-27,239.149
2002-12-30,238.843
2002-12-31,239.254
2003-01-01,239.254
2003-01-02,242.391
2003-01-03,247.331
2003-01-06,248.562
2003-01-07,249.22
2003-01-08,247.906
2003-01-09,248.773
2003-01-10,253.234
2003-01-13,253.201
2003-01-14,252.67
2003-01-15,248.855
2003-01-16,247.908
2003-01-17,247.453
2003-01-20,248.137
2003-01-21,250.238
2003-01-22,249.29
2003-01-23,250.722
2003-01-24,249.753
2003-01-27,244.688
2003-01-28,244.811
2003-01-29,242.756
2003-01-30,249.05
2003-01-31,250.886
2003-02-03,255.866
2003-02-04,251.41
2003-02-05,247.389
2003-02-06,243.726
2003-02-07,241.643
2003-02-10,242.218
2003-02-11,244.138
2003-02-12,240.493
2003-02-13,240.067
2003-02-14,238.856
2003-02-17,239.907
2003-02-18,241.526
2003-02-19,242.235
2003-02-20,245.37
2003-02-21,243.669
2003-02-24,241.991
2003-02-25,235.614
2003-02-26,234.694
2003-02-27,228.968
2003-02-28,232.184
2003-03-03,233.075
2003-03-04,238.602
2003-03-05,238.305
2003-03-06,239.47
2003-03-07,240.827
2003-03-10,243.911
2003-03-11,240.46
2003-03-12,239.41
2003-03-13,243.132
2003-03-14,243.997
2003-03-17,243.151
2003-03-18,244.31
2003-03-19,244.288
2003-03-20,244.414
2003-03-21,249.323
2003-03-24,250.313
2003-03-25,250.536
2003-03-26,251.143
2003-03-27,251.698
2003-03-28,251.284
2003-03-31,251.413
2003-04-01,251.933
2003-04-02,248.224
2003-04-03,248.894
2003-04-04,249.342
2003-04-07,250.523
2003-04-08,251.447
2003-04-09,252.927
2003-04-10,252.575
2003-04-11,252.238
2003-04-14,254.348
2003-04-15,256.885
2003-04-16,260.572
2003-04-17,262.658
2003-04-18,262.687
2003-04-21,261.554
2003-04-22,263.636
2003-04-23,268.125
2003-04-24,268.391
2003-04-25,264.868
2003-04-28,264.986
2003-04-29,267.157
2003-04-30,271.603
2003-05-01,274.198
2003-05-02,277.443
2003-05-05,278.877
2003-05-06,285.148
2003-05-07,284.392
2003-05-08,284.631
2003-05-09,283.397
2003-05-12,286.619
2003-05-13,285.977
2003-05-14,283.521
2003-05-15,283.472
2003-05-16,288.512
2003-05-19,287.381
2003-05-20,287.462
2003-05-21,287.325
2003-05-22,287.963
2003-05-23,292.345
2003-05-26,295.963
2003-05-27,294.668
2003-05-28,296.189
2003-05-29,297.251
2003-05-30,298.494
2003-06-02,297.378
2003-06-03,302.471
2003-06-04,303.42
2003-06-05,312.918
2003-06-06,309.738
2003-06-09,307.016
2003-06-10,304.421
2003-06-11,306.93
2003-06-12,311.292
2003-06-13,313.587
2003-06-16,315.99
2003-06-17,319.475
2003-06-18,314.269
2003-06-19,310.479
2003-06-20,309.371
2003-06-23,303.484
2003-06-24,301.565
2003-06-25,304.903
2003-06-26,289.706
2003-06-27,287.222
2003-06-30,293.106
2003-07-01,299.635
2003-07-02,300.105
2003-07-03,302.578
2003-07-04,302.916
2003-07-07,304.507
2003-07-08,302.69
2003-07-09,306.109
2003-07-10,308.589
2003-07-11,307.223
2003-07-14,308.652
2003-07-15,310.248
2003-07-16,309.971
2003-07-17,308.178
2003-07-18,310.82
2003-07-21,314.039
2003-07-22,312.341
2003-07-23,312.352
2003-07-24,309.164
2003-07-25,309.467
2003-07-28,310.045
2003-07-29,311.415
2003-07-30,313.063
2003-07-31,312.37
2003-08-01,313.084
2003-08-04,315.18
2003-08-05,312.802
2003-08-06,310.716
2003-08-07,313.553
2003-08-08,306.945
2003-08-11,309.044
2003-08-12,307.155
2003-08-13,310.293
2003-08-14,309.742
2003-08-15,310.028
2003-08-18,308.626
2003-08-19,309.778
2003-08-20,312.289
2003-08-21,309.375
2003-08-22,307.37
2003-08-25,310.622
2003-08-26,306.567
2003-08-27,309.805
2003-08-28,310.725
2003-08-29,319.696
2003-09-01,319.408
2003-09-02,311.89
2003-09-03,314.377
2003-09-04,318.563
2003-09-05,326.426
2003-09-08,330.208
2003-09-09,331.813
2003-09-10,328.675
2003-09-11,326.56
2003-09-12,329.501
2003-09-15,332.314
2003-09-16,330.473
2003-09-17,335.678
2003-09-18,337.485
2003-09-19,337.508
2003-09-22,337.591
2003-09-23,336.133
2003-09-24,336.914
2003-09-25,333.705
2003-09-26,332.657
2003-09-29,332.293
2003-09-30,331.553
2003-10-01,333.978
2003-10-02,334.214
2003-10-03,335.422
2003-10-06,341.975
2003-10-07,345.396
2003-10-08,348.033
2003-10-09,350.732
2003-10-10,352.381
2003-10-13,353.302
2003-10-14,355.37
2003-10-15,356.569
2003-10-16,355.192
2003-10-17,353.889
2003-10-20,354.375
2003-10-21,356.959
2003-10-22,358.737
2003-10-23,353.166
2003-10-24,354.964
2003-10-27,352.651
2003-10-28,352.89
2003-10-29,357.472
2003-10-30,357.537
2003-10-31,352.945
2003-11-03,350.174
2003-11-04,350.576
2003-11-05,347.711
2003-11-06,346.546
2003-11-07,351.244
2003-11-10,351.932
2003-11-11,351.679
2003-11-12,353.817
2003-11-13,356.73
2003-11-14,361.192
2003-11-17,358.019
2003-11-18,360.014
2003-11-19,357.84
2003-11-20,353.665
2003-11-21,354.802
2003-11-24,351.617
2003-11-25,357.783
2003-11-26,365.177
2003-11-27,367.007
2003-11-28,368.573
2003-12-01,373.231
2003-12-02,378.334
2003-12-03,381.073
2003-12-04,382.88
2003-12-05,383.965
2003-12-08,386.342
2003-12-09,388.667
2003-12-10,384.333
2003-12-11,381.477
2003-12-12,386.376
2003-12-15,390.754
2003-12-16,388.938
2003-12-17,391.148
2003-12-18,395.155
2003-12-19,397.217
2003-12-22,399.727
2003-12-23,400.275
2003-12-24,401.403
2003-12-25,401.403
2003-12-26,401.242
2003-12-29,405.136
2003-12-30,408.01
2003-12-31,410.305
2004-01-01,410.305
2004-01-02,413.946
2004-01-05,422.108
2004-01-06,423.625
2004-01-07,425.284
2004-01-08,428.709
2004-01-09,432.81
2004-01-12,434.704
2004-01-13,434.822
2004-01-14,436.934
2004-01-15,437.047
2004-01-16,430.786
2004-01-19,432.863
2004-01-20,439.152
2004-01-21,442.376
2004-01-22,450.469
2004-01-23,445.969
2004-01-26,441.003
2004-01-27,441.203
2004-01-28,431.135
2004-01-29,425.195
2004-01-30,424.878
2004-02-02,424.714
2004-02-03,427.723
2004-02-04,426.328
2004-02-05,427.74
2004-02-06,435.687
2004-02-09,440.684
2004-02-10,436.085
2004-02-11,434.693
2004-02-12,437.362
2004-02-13,436.861
2004-02-16,435.011
2004-02-17,436.237
2004-02-18,446.142
2004-02-19,452.283
2004-02-20,443.471
2004-02-23,448.181
2004-02-24,447.428
2004-02-25,445.158
2004-02-26,442.062
2004-02-27,447.524
2004-03-01,458.361
2004-03-02,460.48
2004-03-03,455.479
2004-03-04,457.187
2004-03-05,466.36
2004-03-08,465.779
2004-03-09,466.542
2004-03-10,455.403
2004-03-11,447.718
2004-03-12,446.776
2004-03-15,446.094
2004-03-16,449.482
2004-03-17,448.454
2004-03-18,458.259
2004-03-19,463.525
2004-03-22,455.503
2004-03-23,458.153
2004-03-24,453.782
2004-03-25,459.847
2004-03-26,458.181
2004-03-29,459.6
2004-03-30,459.86
2004-03-31,466.232
2004-04-01,472.486
2004-04-02,474.5
2004-04-05,472.295
2004-04-06,475.462
2004-04-07,477.025
2004-04-08,474.695
2004-04-09,474.695
2004-04-12,473.029
2004-04-13,470.633
2004-04-14,469.101
2004-04-15,468.337
2004-04-16,470.85
2004-04-19,477.835
2004-04-20,478.613
2004-04-21,475.57
2004-04-22,480.792
2004-04-23,487.086
2004-04-26,487.827
2004-04-27,491.668
2004-04-28,486.16
2004-04-29,490.085
2004-04-30,482.557
2004-05-03,481.229
2004-05-04,482.367
2004-05-05,481.779
2004-05-06,477.093
2004-05-07,472.151
2004-05-10,450.35
2004-05-11,457.832
2004-05-12,455.19
2004-05-13,459.728
2004-05-14,458.445
2004-05-17,463.961
2004-05-18,466.565
2004-05-19,477.689
2004-05-20,466.502
2004-05-21,471.609
2004-05-24,468.119
2004-05-25,471.536
2004-05-26,477.69
2004-05-27,485.153
2004-05-28,486.097
2004-05-31,484.56
2004-06-01,482.879
2004-06-02,485.768
2004-06-03,486.572
2004-06-04,488.444
2004-06-07,491.531
2004-06-08,494.577
2004-06-09,485.07
2004-06-10,479.855
2004-06-11,481.357
2004-06-14,475.857
2004-06-15,478.094
2004-06-16,475.936
2004-06-17,478.912
2004-06-18,486.416
2004-06-21,481.746
2004-06-22,482.559
2004-06-23,481.57
2004-06-24,491.13
2004-06-25,491.188
2004-06-28,506.015
2004-06-29,498.184
2004-06-30,502.43
2004-07-01,500.836
2004-07-02,507.559
2004-07-05,504.686
2004-07-06,503.51
2004-07-07,508.662
2004-07-08,513.194
2004-07-09,512.133
2004-07-12,511.232
2004-07-13,505.006
2004-07-14,511.231
2004-07-15,509.04
2004-07-16,509.195
2004-07-19,508.942
2004-07-20,502.264
2004-07-21,499.946
2004-07-22,482.767
2004-07-23,479.27
2004-07-26,481.978
2004-07-27,464.229
2004-07-28,472.136
2004-07-29,468.466
2004-07-30,472.109
2004-08-02,472.877
2004-08-03,472.393
2004-08-04,467.709
2004-08-05,466.55
2004-08-06,462.035
2004-08-09,460.385
2004-08-10,455.381
2004-08-11,467.611
2004-08-12,479.075
2004-08-13,476.573
2004-08-16,481.384
2004-08-17,489.369
2004-08-18,485.536
2004-08-19,489.314
2004-08-20,491.037
2004-08-23,489.476
2004-08-24,486.79
2004-08-25,484.858
2004-08-26,488.729
2004-08-27,488.918
2004-08-30,488.572
2004-08-31,492.519
2004-09-01,502.683
2004-09-02,501.919
2004-09-03,500.87
2004-09-06,502.15
2004-09-07,503.242
2004-09-08,506.234
2004-09-09,506.941
2004-09-10,512.477
2004-09-13,512.651
2004-09-14,519.105
2004-09-15,517.558
2004-09-16,517.541
2004-09-17,520.678
2004-09-20,519.271
2004-09-21,525.546
2004-09-22,518.252
2004-09-23,518.161
2004-09-24,519.294
2004-09-27,519.709
2004-09-28,522.337
2004-09-29,523.766
2004-09-30,524.764
2004-10-01,529.138
2004-10-04,528.128
2004-10-05,525.804
2004-10-06,525.76
2004-10-07,524.949
2004-10-08,522.975
2004-10-11,524.543
2004-10-12,518.549
2004-10-13,517.492
2004-10-14,516.456
2004-10-15,522.12
2004-10-18,529.049
2004-10-19,535.822
2004-10-20,537.019
2004-10-21,539.743
2004-10-22,550.129
2004-10-25,553.096
2004-10-26,554.939
2004-10-27,558.02
2004-10-28,560.037
2004-10-29,554.308
2004-11-01,558.92
2004-11-02,562.32
2004-11-03,572.895
2004-11-04,572.016
2004-11-05,584.164
2004-11-08,595.995
2004-11-09,595.323
2004-11-10,597.477
2004-11-11,593.567
2004-11-12,600.398
2004-11-15,612.403
2004-11-16,606.868
2004-11-17,609.376
2004-11-18,604.445
2004-11-19,596.107
2004-11-22,596.741
2004-11-23,594.443
2004-11-24,601.279
2004-11-25,603.812
2004-11-26,606.253
2004-11-29,608.974
2004-11-30,598.672
2004-12-01,604.151
2004-12-02,607.177
2004-12-03,613.513
2004-12-06,614.267
2004-12-07,611.969
2004-12-08,606.443
2004-12-09,612.591
2004-12-10,616.205
2004-12-13,615.568
2004-12-14,616.793
2004-12-15,624.842
2004-12-16,619.06
2004-12-17,618.622
2004-12-20,622.706
2004-12-21,617.824
2004-12-22,619.924
2004-12-23,623.047
2004-12-24,624.662
2004-12-27,628.561
2004-12-28,627.662
2004-12-29,632.948
2004-12-30,633.686
2004-12-31,633.083
2005-01-03,626.958
2005-01-04,633.971
2005-01-05,634.77
2005-01-06,632.777
2005-01-07,636.193
2005-01-10,642.075
2005-01-11,644.697
2005-01-12,654.706
2005-01-13,656.586
2005-01-14,646.538
2005-01-17,654.974
2005-01-18,651.507
2005-01-19,657.155
2005-01-20,649.737
2005-01-21,643.398
2005-01-24,638.49
2005-01-25,635.782
2005-01-26,638.107
2005-01-27,641.044
2005-01-28,636.04
2005-01-31,629.809
2005-02-01,641.065
2005-02-02,642.549
2005-02-03,642.111
2005-02-04,646.073
2005-02-07,643.782
2005-02-08,636.738
2005-02-09,640.086
2005-02-10,643.937
2005-02-11,651.111
2005-02-14,660.913
2005-02-15,660.921
2005-02-16,663.403
2005-02-17,671.094
2005-02-18,668.742
2005-02-21,666.42
2005-02-22,672.851
2005-02-23,662.216
2005-02-24,660.337
2005-02-25,663.563
2005-02-28,567.594
2005-03-01,562.999
2005-03-02,556.55
2005-03-03,552.762
2005-03-04,551.228
2005-03-07,549.366
2005-03-08,557.642
2005-03-09,555.162
2005-03-10,555.468
2005-03-11,556.098
2005-03-14,551.419
2005-03-15,553.995
2005-03-16,552.447
2005-03-17,554.883
2005-03-18,549.7
2005-03-21,546.436
2005-03-22,547.721
2005-03-23,540.766
2005-03-24,538.495
2005-03-25,538.495
2005-03-28,534.716
2005-03-29,532.806
2005-03-30,528.997
2005-03-31,510.873
2005-04-01,511.716
2005-04-04,510.377
2005-04-05,513.261
2005-04-06,517.269
2005-04-07,519.767
2005-04-08,519.377
2005-04-11,523.477
2005-04-12,519.046
2005-04-13,525.264
2005-04-14,519.292
2005-04-15,519.37
2005-04-18,514.094
2005-04-19,518.93
2005-04-20,521.219
2005-04-21,521.629
2005-04-22,519.676
2005-04-25,511.912
2005-04-26,508.804
2005-04-27,503.44
2005-04-28,502.078
2005-04-29,505.782
2005-05-02,503.0
2005-05-03,508.65
2005-05-04,521.329
2005-05-05,529.679
2005-05-06,524.751
2005-05-09,521.056
2005-05-10,524.554
2005-05-11,519.977
2005-05-12,521.695
2005-05-13,519.721
2005-05-16,518.164
2005-05-17,518.849
2005-05-18,523.515
2005-05-19,527.705
2005-05-20,525.291
2005-05-23,528.094
2005-05-24,528.48
2005-05-25,529.634
2005-05-26,530.495
2005-05-27,530.239
2005-05-30,530.34
2005-05-31,520.258
2005-06-01,522.228
2005-06-02,515.776
2005-06-03,518.894
2005-06-06,519.275
2005-06-07,519.288
2005-06-08,519.962
2005-06-09,514.383
2005-06-10,516.949
2005-06-13,513.484
2005-06-14,513.012
2005-06-15,517.725
2005-06-16,516.534
2005-06-17,523.198
2005-06-20,518.426
2005-06-21,520.488
2005-06-22,520.48
2005-06-23,520.639
2005-06-24,521.147
2005-06-27,522.855
2005-06-28,520.458
2005-06-29,524.287
2005-06-30,529.321
2005-07-01,522.949
2005-07-04,517.992
2005-07-05,519.301
2005-07-06,525.277
2005-07-07,523.514
2005-07-08,523.108
2005-07-11,531.008
2005-07-12,538.977
2005-07-13,534.218
2005-07-14,533.811
2005-07-15,531.432
2005-07-18,534.412
2005-07-19,542.567
2005-07-20,543.323
2005-07-21,553.943
2005-07-22,555.097
2005-07-25,552.0
2005-07-26,548.698
2005-07-27,552.207
2005-07-28,550.259
2005-07-29,554.948
2005-08-01,564.265
2005-08-02,561.845
2005-08-03,564.461
2005-08-04,563.819
2005-08-05,565.121
2005-08-08,566.587
2005-08-09,574.887
2005-08-10,576.901
2005-08-11,577.068
2005-08-12,572.467
2005-08-15,567.182
2005-08-16,564.89
2005-08-17,561.913
2005-08-18,556.416
2005-08-19,553.357
2005-08-22,558.955
2005-08-23,559.004
2005-08-24,560.924
2005-08-25,561.668
2005-08-26,564.365
2005-08-29,562.042
2005-08-30,559.848
2005-08-31,567.651
2005-09-01,572.862
2005-09-02,582.066
2005-09-05,578.446
2005-09-06,584.216
2005-09-07,580.305
2005-09-08,579.056
2005-09-09,581.12
2005-09-12,570.931
2005-09-13,565.421
2005-09-14,567.722
2005-09-15,560.173
2005-09-16,557.29
2005-09-19,555.872
2005-09-20,559.758
2005-09-21,558.708
2005-09-22,549.921
2005-09-23,551.453
2005-09-26,551.979
2005-09-27,552.164
2005-09-28,557.903
2005-09-29,560.917
2005-09-30,567.277
2005-10-03,556.934
2005-10-04,562.43
2005-10-05,566.906
2005-10-06,571.853
2005-10-07,568.712
2005-10-10,561.614
2005-10-11,561.473
2005-10-12,561.941
2005-10-13,553.177
2005-10-14,557.071
2005-10-17,554.008
2005-10-18,549.306
2005-10-19,540.551
2005-10-20,544.549
2005-10-21,532.856
2005-10-24,537.715
2005-10-25,545.924
2005-10-26,545.38
2005-10-27,540.271
2005-10-28,540.091
2005-10-31,542.786
2005-11-01,547.67
2005-11-02,557.492
2005-11-03,561.452
2005-11-04,549.523
2005-11-07,550.563
2005-11-08,553.115
