Date,GERMANY SMID CAP SMID (Small+Mid Cap)
2002-04-08,297.408
2002-04-09,298.555
2002-04-10,300.365
2002-04-11,300.699
2002-04-12,299.261
2002-04-15,300.173
2002-04-16,302.227
2002-04-17,303.946
2002-04-18,304.136
2002-04-19,303.529
2002-04-22,302.115
2002-04-23,302.53
2002-04-24,302.473
2002-04-25,302.165
2002-04-26,300.651
2002-04-29,301.902
2002-04-30,302.007
2002-05-01,303.734
2002-05-02,302.966
2002-05-03,305.254
2002-05-06,306.214
2002-05-07,302.579
2002-05-08,304.167
2002-05-09,303.686
2002-05-10,304.367
2002-05-13,304.43
2002-05-14,302.926
2002-05-15,305.415
2002-05-16,305.073
2002-05-17,308.614
2002-05-20,308.907
2002-05-21,307.789
2002-05-22,309.455
2002-05-23,306.227
2002-05-24,305.913
2002-05-27,305.976
2002-05-28,308.862
2002-05-29,309.077
2002-05-30,309.091
2002-05-31,308.326
2002-06-03,307.838
2002-06-04,304.507
2002-06-05,302.585
2002-06-06,304.41
2002-06-07,302.113
2002-06-10,301.234
2002-06-11,300.551
2002-06-12,296.683
2002-06-13,293.662
2002-06-14,287.116
2002-06-17,291.717
2002-06-18,290.153
2002-06-19,289.229
2002-06-20,286.355
2002-06-21,286.758
2002-06-24,283.515
2002-06-25,281.267
2002-06-26,281.932
2002-06-27,286.482
2002-06-28,293.134
2002-07-01,291.974
2002-07-02,286.096
2002-07-03,279.845
2002-07-04,280.474
2002-07-05,286.704
2002-07-08,290.177
2002-07-09,289.884
2002-07-10,281.477
2002-07-11,274.309
2002-07-12,274.163
2002-07-15,270.997
2002-07-16,270.996
2002-07-17,272.719
2002-07-18,274.689
2002-07-19,271.103
2002-07-22,259.572
2002-07-23,248.2
2002-07-24,248.284
2002-07-25,247.564
2002-07-26,246.764
2002-07-29,253.198
2002-07-30,255.657
2002-07-31,249.764
2002-08-01,247.704
2002-08-02,242.477
2002-08-05,233.447
2002-08-06,231.24
2002-08-07,232.814
2002-08-08,238.707
2002-08-09,242.203
2002-08-12,241.069
2002-08-13,239.751
2002-08-14,238.959
2002-08-15,239.869
2002-08-16,241.146
2002-08-19,243.896
2002-08-20,243.49
2002-08-21,248.702
2002-08-22,249.616
2002-08-23,248.873
2002-08-26,247.126
2002-08-27,249.547
2002-08-28,245.821
2002-08-29,245.14
2002-08-30,243.971
2002-09-02,242.966
2002-09-03,237.891
2002-09-04,235.273
2002-09-05,230.023
2002-09-06,232.85
2002-09-09,229.014
2002-09-10,229.457
2002-09-11,231.053
2002-09-12,228.831
2002-09-13,226.362
2002-09-16,220.577
2002-09-17,218.48
2002-09-18,213.078
2002-09-19,209.798
2002-09-20,212.514
2002-09-23,207.212
2002-09-24,200.777
2002-09-25,203.174
2002-09-26,206.426
2002-09-27,204.96
2002-09-30,199.598
2002-10-01,197.792
2002-10-02,198.223
2002-10-03,194.611
2002-10-04,191.882
2002-10-07,187.795
2002-10-08,185.265
2002-10-09,185.484
2002-10-10,190.26
2002-10-11,200.983
2002-10-14,201.935
2002-10-15,211.732
2002-10-16,211.198
2002-10-17,216.844
2002-10-18,217.461
2002-10-21,220.299
2002-10-22,217.928
2002-10-23,210.758
2002-10-24,213.882
2002-10-25,214.76
2002-10-28,220.524
2002-10-29,215.171
2002-10-30,217.348
2002-10-31,222.386
2002-11-01,221.89
2002-11-04,228.343
2002-11-05,230.986
2002-11-06,229.339
2002-11-07,227.461
2002-11-08,226.475
2002-11-11,223.582
2002-11-12,224.729
2002-11-13,223.7
2002-11-14,224.106
2002-11-15,224.75
2002-11-18,226.043
2002-11-19,225.958
2002-11-20,222.556
2002-11-21,226.062
2002-11-22,226.734
2002-11-25,225.635
2002-11-26,223.742
2002-11-27,226.424
2002-11-28,231.085
2002-11-29,234.725
2002-12-02,235.426
2002-12-03,232.532
2002-12-04,235.204
2002-12-05,233.11
2002-12-06,232.593
2002-12-09,225.716
2002-12-10,228.687
2002-12-11,231.616
2002-12-12,229.315
2002-12-13,228.017
2002-12-16,228.832
2002-12-17,228.416
2002-12-18,224.721
2002-12-19,219.937
2002-12-20,224.373
2002-12-23,221.753
2002-12-24,222.671
2002-12-25,222.671
2002-12-26,223.233
2002-12-27,219.8
2002-12-30,223.668
2002-12-31,224.546
2003-01-01,224.546
2003-01-02,229.692
2003-01-03,230.48
2003-01-06,232.006
2003-01-07,228.578
2003-01-08,221.798
2003-01-09,224.787
2003-01-10,227.788
2003-01-13,230.025
2003-01-14,232.358
2003-01-15,231.882
2003-01-16,233.355
2003-01-17,230.005
2003-01-20,230.021
2003-01-21,228.621
2003-01-22,225.987
2003-01-23,224.949
2003-01-24,223.327
2003-01-27,218.908
2003-01-28,218.239
2003-01-29,219.266
2003-01-30,217.236
2003-01-31,219.628
2003-02-03,221.059
2003-02-04,219.75
2003-02-05,221.337
2003-02-06,218.996
2003-02-07,214.092
2003-02-10,212.717
2003-02-11,212.649
2003-02-12,210.18
2003-02-13,209.508
2003-02-14,212.5
2003-02-17,212.917
2003-02-18,212.604
2003-02-19,210.544
2003-02-20,210.796
2003-02-21,210.916
2003-02-24,206.721
2003-02-25,202.646
2003-02-26,199.784
2003-02-27,201.751
2003-02-28,205.194
2003-03-03,206.313
2003-03-04,204.782
2003-03-05,204.689
2003-03-06,203.077
2003-03-07,202.944
2003-03-10,197.451
2003-03-11,196.593
2003-03-12,194.286
2003-03-13,198.036
2003-03-14,198.698
2003-03-17,202.642
2003-03-18,207.08
2003-03-19,208.518
2003-03-20,209.449
2003-03-21,213.422
2003-03-24,208.26
2003-03-25,212.361
2003-03-26,210.994
2003-03-27,212.181
2003-03-28,208.988
2003-03-31,209.568
2003-04-01,210.44
2003-04-02,214.444
2003-04-03,212.625
2003-04-04,216.35
2003-04-07,223.956
2003-04-08,223.565
2003-04-09,223.854
2003-04-10,224.009
2003-04-11,224.841
2003-04-14,225.943
2003-04-15,229.34
2003-04-16,232.332
2003-04-17,235.749
2003-04-18,235.749
2003-04-21,234.733
2003-04-22,240.306
2003-04-23,244.796
2003-04-24,242.676
2003-04-25,241.346
2003-04-28,245.578
2003-04-29,245.14
2003-04-30,250.039
2003-05-01,252.335
2003-05-02,254.422
2003-05-05,260.268
2003-05-06,264.901
2003-05-07,261.206
2003-05-08,255.094
2003-05-09,260.02
2003-05-12,261.153
2003-05-13,260.077
2003-05-14,260.717
2003-05-15,261.602
2003-05-16,264.036
2003-05-19,260.334
2003-05-20,259.035
2003-05-21,257.713
2003-05-22,262.191
2003-05-23,263.331
2003-05-26,265.243
2003-05-27,267.568
2003-05-28,267.418
2003-05-29,269.291
2003-05-30,271.401
2003-06-02,275.526
2003-06-03,273.609
2003-06-04,276.652
2003-06-05,281.497
2003-06-06,282.76
2003-06-09,281.872
2003-06-10,282.807
2003-06-11,287.505
2003-06-12,290.455
2003-06-13,288.428
2003-06-16,296.152
2003-06-17,295.463
2003-06-18,293.081
2003-06-19,289.566
2003-06-20,287.652
2003-06-23,280.689
2003-06-24,280.629
2003-06-25,281.9
2003-06-26,280.915
2003-06-27,279.835
2003-06-30,283.691
2003-07-01,282.361
2003-07-02,286.708
2003-07-03,287.948
2003-07-04,287.791
2003-07-07,290.643
2003-07-08,290.875
2003-07-09,289.73
2003-07-10,287.261
2003-07-11,290.228
2003-07-14,295.359
2003-07-15,295.113
2003-07-16,296.089
2003-07-17,292.662
2003-07-18,297.337
2003-07-21,295.961
2003-07-22,297.06
2003-07-23,297.759
2003-07-24,304.761
2003-07-25,305.0
2003-07-28,306.18
2003-07-29,306.542
2003-07-30,302.525
2003-07-31,302.434
2003-08-01,302.265
2003-08-04,303.11
2003-08-05,304.056
2003-08-06,300.432
2003-08-07,298.431
2003-08-08,296.989
2003-08-11,296.762
2003-08-12,299.603
2003-08-13,303.718
2003-08-14,304.161
2003-08-15,304.625
2003-08-18,306.355
2003-08-19,303.339
2003-08-20,304.102
2003-08-21,306.166
2003-08-22,304.422
2003-08-25,302.768
2003-08-26,298.784
2003-08-27,301.649
2003-08-28,303.962
2003-08-29,308.479
2003-09-01,312.747
2003-09-02,309.925
2003-09-03,313.884
2003-09-04,316.539
2003-09-05,320.203
2003-09-08,325.177
2003-09-09,324.81
2003-09-10,320.073
2003-09-11,321.097
2003-09-12,322.789
2003-09-15,325.217
2003-09-16,324.123
2003-09-17,325.984
2003-09-18,329.357
2003-09-19,332.463
2003-09-22,327.982
2003-09-23,325.787
2003-09-24,321.52
2003-09-25,320.542
2003-09-26,318.084
2003-09-29,321.183
2003-09-30,318.412
2003-10-01,324.643
2003-10-02,323.574
2003-10-03,329.992
2003-10-06,331.286
2003-10-07,330.837
2003-10-08,334.67
2003-10-09,338.724
2003-10-10,341.144
2003-10-13,342.935
2003-10-14,342.083
2003-10-15,346.016
2003-10-16,348.692
2003-10-17,343.213
2003-10-20,345.885
2003-10-21,349.191
2003-10-22,346.36
2003-10-23,344.727
2003-10-24,344.034
2003-10-27,347.24
2003-10-28,349.138
2003-10-29,351.489
2003-10-30,354.382
2003-10-31,355.962
2003-11-03,357.507
2003-11-04,355.738
2003-11-05,349.967
2003-11-06,347.859
2003-11-07,350.661
2003-11-10,347.963
2003-11-11,344.887
2003-11-12,350.314
2003-11-13,353.61
2003-11-14,357.375
2003-11-17,349.345
2003-11-18,353.201
2003-11-19,352.227
2003-11-20,349.975
2003-11-21,351.373
2003-11-24,353.157
2003-11-25,357.286
2003-11-26,358.863
2003-11-27,360.191
2003-11-28,363.079
2003-12-01,367.13
2003-12-02,370.71
2003-12-03,373.593
2003-12-04,370.544
2003-12-05,370.054
2003-12-08,369.734
2003-12-09,369.94
2003-12-10,368.412
2003-12-11,366.852
2003-12-12,371.778
2003-12-15,374.395
2003-12-16,372.316
2003-12-17,372.372
2003-12-18,374.778
2003-12-19,373.673
2003-12-22,373.917
2003-12-23,375.467
2003-12-24,376.525
2003-12-25,376.525
2003-12-26,376.374
2003-12-29,380.918
2003-12-30,383.707
2003-12-31,386.249
2004-01-01,386.249
2004-01-02,392.759
2004-01-05,398.664
2004-01-06,401.276
2004-01-07,400.373
2004-01-08,404.819
2004-01-09,408.142
2004-01-12,404.031
2004-01-13,404.422
2004-01-14,404.661
2004-01-15,404.09
2004-01-16,404.288
2004-01-19,408.561
2004-01-20,412.07
2004-01-21,415.788
2004-01-22,419.273
2004-01-23,417.595
2004-01-26,411.977
2004-01-27,414.744
2004-01-28,414.816
2004-01-29,403.327
2004-01-30,404.93
2004-02-02,407.696
2004-02-03,410.23
2004-02-04,405.711
2004-02-05,406.349
2004-02-06,413.506
2004-02-09,417.486
2004-02-10,420.299
2004-02-11,420.973
2004-02-12,426.864
2004-02-13,424.036
2004-02-16,426.461
2004-02-17,429.054
2004-02-18,428.426
2004-02-19,426.437
2004-02-20,418.029
2004-02-23,417.332
2004-02-24,414.833
2004-02-25,410.509
2004-02-26,406.105
2004-02-27,409.34
2004-03-01,413.803
2004-03-02,412.63
2004-03-03,404.692
2004-03-04,409.943
2004-03-05,419.516
2004-03-08,418.305
2004-03-09,416.313
2004-03-10,404.553
2004-03-11,392.271
2004-03-12,392.174
2004-03-15,385.069
2004-03-16,386.594
2004-03-17,389.397
2004-03-18,390.539
2004-03-19,388.669
2004-03-22,379.299
2004-03-23,378.319
2004-03-24,375.902
2004-03-25,382.361
2004-03-26,382.091
2004-03-29,390.767
2004-03-30,391.613
2004-03-31,397.858
2004-04-01,406.082
2004-04-02,403.75
2004-04-05,402.808
2004-04-06,402.826
2004-04-07,405.874
2004-04-08,405.226
2004-04-09,405.226
2004-04-12,404.088
2004-04-13,402.301
2004-04-14,397.562
2004-04-15,396.289
2004-04-16,400.125
2004-04-19,401.437
2004-04-20,402.13
2004-04-21,397.098
2004-04-22,399.989
2004-04-23,402.455
2004-04-26,404.16
2004-04-27,404.37
2004-04-28,395.568
2004-04-29,392.628
2004-04-30,395.302
2004-05-03,395.809
2004-05-04,400.13
2004-05-05,401.477
2004-05-06,389.717
2004-05-07,383.185
2004-05-10,367.807
2004-05-11,371.326
2004-05-12,370.358
2004-05-13,372.917
2004-05-14,371.128
2004-05-17,367.817
2004-05-18,372.212
2004-05-19,382.803
2004-05-20,375.76
2004-05-21,379.763
2004-05-24,380.515
2004-05-25,382.22
2004-05-26,385.866
2004-05-27,394.35
2004-05-28,394.121
2004-05-31,395.195
2004-06-01,391.525
2004-06-02,394.552
2004-06-03,395.876
2004-06-04,400.272
2004-06-07,406.281
2004-06-08,404.454
2004-06-09,396.497
2004-06-10,398.275
2004-06-11,394.332
2004-06-14,392.795
2004-06-15,394.193
2004-06-16,394.66
2004-06-17,394.169
2004-06-18,396.718
2004-06-21,395.77
2004-06-22,392.046
2004-06-23,393.396
2004-06-24,399.091
2004-06-25,398.309
2004-06-28,403.948
2004-06-29,402.568
2004-06-30,403.896
2004-07-01,402.461
2004-07-02,404.166
2004-07-05,402.745
2004-07-06,398.436
2004-07-07,399.468
2004-07-08,399.319
2004-07-09,397.421
2004-07-12,394.273
2004-07-13,391.706
2004-07-14,393.152
2004-07-15,388.971
2004-07-16,393.124
2004-07-19,389.939
2004-07-20,391.08
2004-07-21,391.43
2004-07-22,387.439
2004-07-23,382.007
2004-07-26,380.561
2004-07-27,380.632
2004-07-28,379.522
2004-07-29,385.09
2004-07-30,384.37
2004-08-02,382.511
2004-08-03,383.566
2004-08-04,376.609
2004-08-05,378.761
2004-08-06,375.875
2004-08-09,370.391
2004-08-10,377.175
2004-08-11,371.864
2004-08-12,370.454
2004-08-13,373.926
2004-08-16,379.402
2004-08-17,380.536
2004-08-18,381.103
2004-08-19,382.636
2004-08-20,379.777
2004-08-23,379.753
2004-08-24,378.079
2004-08-25,377.634
2004-08-26,380.747
2004-08-27,380.186
2004-08-30,379.244
2004-08-31,378.684
2004-09-01,381.443
2004-09-02,381.16
2004-09-03,379.14
2004-09-06,382.578
2004-09-07,384.809
2004-09-08,385.827
2004-09-09,385.62
2004-09-10,393.144
2004-09-13,397.677
2004-09-14,397.837
2004-09-15,392.686
2004-09-16,395.352
2004-09-17,398.37
2004-09-20,397.039
2004-09-21,402.581
2004-09-22,400.793
2004-09-23,398.424
2004-09-24,398.178
2004-09-27,395.404
2004-09-28,396.42
2004-09-29,399.215
2004-09-30,401.403
2004-10-01,406.774
2004-10-04,407.817
2004-10-05,410.274
2004-10-06,408.432
2004-10-07,406.573
2004-10-08,409.14
2004-10-11,408.442
2004-10-12,402.116
2004-10-13,401.871
2004-10-14,402.999
2004-10-15,405.924
2004-10-18,405.58
2004-10-19,408.097
2004-10-20,406.735
2004-10-21,408.019
2004-10-22,408.929
2004-10-25,406.037
2004-10-26,405.952
2004-10-27,410.7
2004-10-28,409.847
2004-10-29,407.791
2004-11-01,412.291
2004-11-02,413.567
2004-11-03,417.113
2004-11-04,419.498
2004-11-05,422.957
2004-11-08,424.966
2004-11-09,424.806
2004-11-10,428.023
2004-11-11,429.425
2004-11-12,428.763
2004-11-15,429.794
2004-11-16,428.849
2004-11-17,435.222
2004-11-18,435.434
2004-11-19,436.238
2004-11-22,432.829
2004-11-23,433.764
2004-11-24,436.844
2004-11-25,441.314
2004-11-26,441.937
2004-11-29,444.366
2004-11-30,443.391
2004-12-01,446.332
2004-12-02,448.173
2004-12-03,451.822
2004-12-06,451.769
2004-12-07,452.472
2004-12-08,446.036
2004-12-09,440.528
2004-12-10,440.176
2004-12-13,445.22
2004-12-14,445.87
2004-12-15,451.472
2004-12-16,447.862
2004-12-17,445.287
2004-12-20,451.701
2004-12-21,451.317
2004-12-22,453.205
2004-12-23,458.285
2004-12-24,459.473
2004-12-27,461.29
2004-12-28,461.506
2004-12-29,458.73
2004-12-30,462.692
2004-12-31,461.419
2005-01-03,463.018
2005-01-04,459.614
2005-01-05,456.13
2005-01-06,454.219
2005-01-07,451.334
2005-01-10,453.733
2005-01-11,452.789
2005-01-12,454.315
2005-01-13,451.985
2005-01-14,450.165
2005-01-17,453.003
2005-01-18,452.339
2005-01-19,453.631
2005-01-20,447.745
2005-01-21,450.883
2005-01-24,451.443
2005-01-25,451.831
2005-01-26,457.145
2005-01-27,454.851
2005-01-28,453.03
2005-01-31,459.693
2005-02-01,460.817
2005-02-02,465.069
2005-02-03,461.301
2005-02-04,465.678
2005-02-07,463.91
2005-02-08,462.69
2005-02-09,462.305
2005-02-10,462.27
2005-02-11,466.817
2005-02-14,469.934
2005-02-15,469.284
2005-02-16,468.929
2005-02-17,475.574
2005-02-18,477.449
2005-02-21,479.078
2005-02-22,481.426
2005-02-23,477.843
2005-02-24,480.356
2005-02-25,485.655
2005-02-28,490.083
2005-03-01,489.685
2005-03-02,488.249
2005-03-03,487.25
2005-03-04,493.888
2005-03-07,491.818
2005-03-08,494.851
2005-03-09,497.385
2005-03-10,497.107
2005-03-11,499.836
2005-03-14,496.27
2005-03-15,494.566
2005-03-16,493.758
2005-03-17,491.306
2005-03-18,489.613
2005-03-21,484.868
2005-03-22,486.711
2005-03-23,477.824
2005-03-24,477.756
2005-03-25,477.756
2005-03-28,474.403
2005-03-29,472.864
2005-03-30,474.209
2005-03-31,479.404
2005-04-01,483.697
2005-04-04,475.862
2005-04-05,478.534
2005-04-06,481.945
2005-04-07,484.526
2005-04-08,486.459
2005-04-11,489.908
2005-04-12,485.796
2005-04-13,488.923
2005-04-14,484.205
2005-04-15,479.099
2005-04-18,470.664
2005-04-19,473.014
2005-04-20,474.725
2005-04-21,474.447
2005-04-22,474.724
2005-04-25,472.646
2005-04-26,467.928
2005-04-27,461.449
2005-04-28,455.521
2005-04-29,455.049
2005-05-02,458.791
2005-05-03,462.736
2005-05-04,463.41
2005-05-05,467.156
2005-05-06,464.49
2005-05-09,465.551
2005-05-10,467.529
2005-05-11,466.539
2005-05-12,464.873
2005-05-13,461.489
2005-05-16,459.722
2005-05-17,457.998
2005-05-18,464.934
2005-05-19,467.808
2005-05-20,465.962
2005-05-23,469.843
2005-05-24,468.968
2005-05-25,469.895
2005-05-26,470.275
2005-05-27,472.177
2005-05-30,472.606
2005-05-31,467.895
2005-06-01,469.339
2005-06-02,470.399
2005-06-03,470.644
2005-06-06,469.512
2005-06-07,471.726
2005-06-08,475.082
2005-06-09,470.654
2005-06-10,472.347
2005-06-13,473.432
2005-06-14,473.621
2005-06-15,474.196
2005-06-16,476.938
2005-06-17,485.108
2005-06-20,480.142
2005-06-21,481.383
2005-06-22,482.207
2005-06-23,478.928
2005-06-24,476.27
2005-06-27,474.7
2005-06-28,475.703
2005-06-29,478.294
2005-06-30,478.515
2005-07-01,474.541
2005-07-04,473.402
2005-07-05,472.848
2005-07-06,476.409
2005-07-07,472.238
2005-07-08,478.762
2005-07-11,489.531
2005-07-12,494.144
2005-07-13,492.894
2005-07-14,495.825
2005-07-15,494.137
2005-07-18,494.961
2005-07-19,496.23
2005-07-20,498.178
2005-07-21,504.448
2005-07-22,504.462
2005-07-25,501.596
2005-07-26,499.615
2005-07-27,501.526
2005-07-28,507.883
2005-07-29,510.572
2005-08-01,514.601
2005-08-02,517.36
2005-08-03,525.119
2005-08-04,525.537
2005-08-05,519.649
2005-08-08,522.698
2005-08-09,525.353
2005-08-10,532.186
2005-08-11,531.927
2005-08-12,529.465
2005-08-15,525.434
2005-08-16,522.742
2005-08-17,519.968
2005-08-18,513.43
2005-08-19,516.59
2005-08-22,522.934
2005-08-23,518.884
2005-08-24,520.657
2005-08-25,519.93
2005-08-26,518.45
2005-08-29,516.317
2005-08-30,512.685
2005-08-31,520.42
2005-09-01,531.361
2005-09-02,534.015
2005-09-05,535.934
2005-09-06,538.767
2005-09-07,540.303
2005-09-08,539.828
2005-09-09,543.253
2005-09-12,536.935
2005-09-13,529.874
2005-09-14,530.902
2005-09-15,527.376
2005-09-16,530.569
2005-09-19,525.602
2005-09-20,530.976
2005-09-21,527.573
2005-09-22,521.801
2005-09-23,520.955
2005-09-26,524.933
2005-09-27,523.094
2005-09-28,527.494
2005-09-29,528.405
2005-09-30,532.865
2005-10-03,528.021
2005-10-04,534.573
2005-10-05,531.458
2005-10-06,530.907
2005-10-07,530.522
2005-10-10,530.515
2005-10-11,529.221
2005-10-12,525.682
2005-10-13,511.913
2005-10-14,518.263
2005-10-17,517.749
2005-10-18,512.083
2005-10-19,501.209
2005-10-20,502.474
2005-10-21,498.214
2005-10-24,503.603
2005-10-25,506.77
2005-10-26,508.935
2005-10-27,502.013
2005-10-28,499.304
2005-10-31,506.196
2005-11-01,509.715
2005-11-02,515.783
2005-11-03,520.257
2005-11-04,511.118
2005-11-07,513.145
2005-11-08,513.358
