Date,BELGIUM SMID VALUE SMID (Small+Mid Cap)
2002-02-05,276.928
2002-02-06,278.506
2002-02-07,277.928
2002-02-08,280.172
2002-02-11,284.296
2002-02-12,283.771
2002-02-13,281.486
2002-02-14,283.291
2002-02-15,283.894
2002-02-18,281.337
2002-02-19,280.415
2002-02-20,280.046
2002-02-21,280.508
2002-02-22,281.655
2002-02-25,280.372
2002-02-26,280.574
2002-02-27,280.993
2002-02-28,280.425
2002-03-01,279.664
2002-03-04,283.942
2002-03-05,285.104
2002-03-06,287.643
2002-03-07,288.276
2002-03-08,286.675
2002-03-11,287.411
2002-03-12,286.774
2002-03-13,288.411
2002-03-14,290.071
2002-03-15,290.603
2002-03-18,291.424
2002-03-19,296.06
2002-03-20,298.263
2002-03-21,297.148
2002-03-22,297.435
2002-03-25,296.956
2002-03-26,297.158
2002-03-27,295.83
2002-03-28,296.01
2002-03-29,296.01
2002-04-01,298.436
2002-04-02,298.165
2002-04-03,298.464
2002-04-04,298.931
2002-04-05,297.478
2002-04-08,296.145
2002-04-09,296.135
2002-04-10,296.455
2002-04-11,298.052
2002-04-12,297.596
2002-04-15,298.001
2002-04-16,299.227
2002-04-17,302.681
2002-04-18,305.805
2002-04-19,306.605
2002-04-22,305.658
2002-04-23,307.592
2002-04-24,308.346
2002-04-25,309.865
2002-04-26,308.533
2002-04-29,305.712
2002-04-30,307.115
2002-05-01,308.853
2002-05-02,307.265
2002-05-03,310.017
2002-05-06,312.634
2002-05-07,310.259
2002-05-08,311.915
2002-05-09,312.532
2002-05-10,314.997
2002-05-13,314.595
2002-05-14,313.651
2002-05-15,316.376
2002-05-16,317.264
2002-05-17,319.542
2002-05-20,320.473
2002-05-21,318.66
2002-05-22,320.026
2002-05-23,317.864
2002-05-24,317.779
2002-05-27,316.89
2002-05-28,321.138
2002-05-29,320.043
2002-05-30,321.519
2002-05-31,319.872
2002-06-03,321.2
2002-06-04,318.179
2002-06-05,316.986
2002-06-06,319.812
2002-06-07,319.399
2002-06-10,319.697
2002-06-11,319.139
2002-06-12,311.229
2002-06-13,304.043
2002-06-14,301.553
2002-06-17,307.853
2002-06-18,309.752
2002-06-19,308.042
2002-06-20,305.074
2002-06-21,305.602
2002-06-24,299.869
2002-06-25,304.446
2002-06-26,307.275
2002-06-27,309.043
2002-06-28,317.474
2002-07-01,319.752
2002-07-02,312.308
2002-07-03,303.737
2002-07-04,307.29
2002-07-05,313.226
2002-07-08,317.466
2002-07-09,318.979
2002-07-10,307.864
2002-07-11,297.283
2002-07-12,299.421
2002-07-15,296.91
2002-07-16,295.032
2002-07-17,299.407
2002-07-18,302.8
2002-07-19,297.129
2002-07-22,286.916
2002-07-23,276.918
2002-07-24,268.794
2002-07-25,282.662
2002-07-26,281.725
2002-07-29,282.281
2002-07-30,282.756
2002-07-31,283.778
2002-08-01,278.738
2002-08-02,275.441
2002-08-05,266.624
2002-08-06,263.534
2002-08-07,266.389
2002-08-08,270.714
2002-08-09,272.809
2002-08-12,272.532
2002-08-13,272.166
2002-08-14,271.129
2002-08-15,276.367
2002-08-16,274.541
2002-08-19,277.327
2002-08-20,276.121
2002-08-21,279.26
2002-08-22,279.344
2002-08-23,282.346
2002-08-26,281.618
2002-08-27,288.137
2002-08-28,280.923
2002-08-29,277.623
2002-08-30,276.203
2002-09-02,275.271
2002-09-03,273.525
2002-09-04,269.775
2002-09-05,266.747
2002-09-06,267.907
2002-09-09,263.678
2002-09-10,266.163
2002-09-11,270.171
2002-09-12,267.111
2002-09-13,263.366
2002-09-16,260.508
2002-09-17,258.297
2002-09-18,252.183
2002-09-19,251.996
2002-09-20,246.257
2002-09-23,241.454
2002-09-24,232.074
2002-09-25,231.767
2002-09-26,232.846
2002-09-27,231.77
2002-09-30,227.897
2002-10-01,231.732
2002-10-02,236.384
2002-10-03,231.509
2002-10-04,228.423
2002-10-07,225.813
2002-10-08,219.403
2002-10-09,216.957
2002-10-10,215.19
2002-10-11,226.307
2002-10-14,223.862
2002-10-15,236.985
2002-10-16,236.379
2002-10-17,239.241
2002-10-18,238.18
2002-10-21,238.868
2002-10-22,241.57
2002-10-23,235.823
2002-10-24,235.046
2002-10-25,232.297
2002-10-28,232.579
2002-10-29,227.406
2002-10-30,229.051
2002-10-31,232.668
2002-11-01,235.754
2002-11-04,240.254
2002-11-05,244.631
2002-11-06,241.919
2002-11-07,244.835
2002-11-08,244.088
2002-11-11,241.955
2002-11-12,240.997
2002-11-13,238.54
2002-11-14,243.553
2002-11-15,247.429
2002-11-18,249.237
2002-11-19,248.276
2002-11-20,248.319
2002-11-21,250.559
2002-11-22,251.647
2002-11-25,249.464
2002-11-26,248.158
2002-11-27,249.015
2002-11-28,251.42
2002-11-29,251.165
2002-12-02,252.928
2002-12-03,249.43
2002-12-04,248.043
2002-12-05,248.937
2002-12-06,250.696
2002-12-09,247.837
2002-12-10,248.407
2002-12-11,250.594
2002-12-12,250.391
2002-12-13,250.086
2002-12-16,250.389
2002-12-17,254.841
2002-12-18,252.213
2002-12-19,251.096
2002-12-20,252.208
2002-12-23,253.484
2002-12-24,254.607
2002-12-25,254.607
2002-12-26,255.249
2002-12-27,256.161
2002-12-30,259.038
2002-12-31,261.796
2003-01-01,261.796
2003-01-02,262.197
2003-01-03,262.182
2003-01-06,263.87
2003-01-07,261.769
2003-01-08,256.738
2003-01-09,260.361
2003-01-10,260.668
2003-01-13,260.574
2003-01-14,262.881
2003-01-15,264.278
2003-01-16,263.601
2003-01-17,263.911
2003-01-20,263.113
2003-01-21,262.966
2003-01-22,260.848
2003-01-23,259.577
2003-01-24,260.5
2003-01-27,254.393
2003-01-28,254.552
2003-01-29,252.733
2003-01-30,251.43
2003-01-31,254.766
2003-02-03,253.831
2003-02-04,254.716
2003-02-05,254.03
2003-02-06,250.564
2003-02-07,247.659
2003-02-10,244.002
2003-02-11,245.949
2003-02-12,244.356
2003-02-13,244.989
2003-02-14,247.588
2003-02-17,247.758
2003-02-18,250.845
2003-02-19,250.405
2003-02-20,250.03
2003-02-21,249.13
2003-02-24,244.784
2003-02-25,238.684
2003-02-26,234.764
2003-02-27,233.299
2003-02-28,238.455
2003-03-03,236.211
2003-03-04,235.978
2003-03-05,234.767
2003-03-06,232.434
2003-03-07,229.352
2003-03-10,224.653
2003-03-11,221.568
2003-03-12,217.187
2003-03-13,227.922
2003-03-14,236.782
2003-03-17,239.279
2003-03-18,237.325
2003-03-19,238.152
2003-03-20,236.441
2003-03-21,239.415
2003-03-24,236.38
2003-03-25,235.978
2003-03-26,237.342
2003-03-27,235.598
2003-03-28,237.943
2003-03-31,239.413
2003-04-01,240.565
2003-04-02,242.286
2003-04-03,244.153
2003-04-04,247.998
2003-04-07,254.563
2003-04-08,251.492
2003-04-09,252.17
2003-04-10,253.628
2003-04-11,251.806
2003-04-14,255.47
2003-04-15,259.338
2003-04-16,260.909
2003-04-17,261.172
2003-04-18,261.172
2003-04-21,260.046
2003-04-22,261.795
2003-04-23,265.394
2003-04-24,265.829
2003-04-25,261.934
2003-04-28,263.415
2003-04-29,268.336
2003-04-30,272.269
2003-05-01,274.77
2003-05-02,273.372
2003-05-05,277.639
2003-05-06,283.088
2003-05-07,288.296
2003-05-08,286.416
2003-05-09,291.353
2003-05-12,292.671
2003-05-13,294.265
2003-05-14,297.401
2003-05-15,296.098
2003-05-16,301.152
2003-05-19,297.28
2003-05-20,301.79
2003-05-21,299.754
2003-05-22,301.532
2003-05-23,304.833
2003-05-26,305.065
2003-05-27,305.535
2003-05-28,306.871
2003-05-29,312.025
2003-05-30,315.474
2003-06-02,310.81
2003-06-03,314.653
2003-06-04,317.832
2003-06-05,320.257
2003-06-06,321.445
2003-06-09,321.675
2003-06-10,320.539
2003-06-11,320.618
2003-06-12,321.339
2003-06-13,319.629
2003-06-16,319.428
2003-06-17,319.838
2003-06-18,316.634
2003-06-19,313.372
2003-06-20,313.793
2003-06-23,309.81
2003-06-24,304.329
2003-06-25,306.74
2003-06-26,302.426
2003-06-27,303.661
2003-06-30,304.945
2003-07-01,303.898
2003-07-02,303.397
2003-07-03,303.501
2003-07-04,302.987
2003-07-07,304.247
2003-07-08,303.226
2003-07-09,304.268
2003-07-10,303.569
2003-07-11,303.378
2003-07-14,306.043
2003-07-15,304.132
2003-07-16,300.698
2003-07-17,300.913
2003-07-18,301.095
2003-07-21,304.239
2003-07-22,305.237
2003-07-23,308.716
2003-07-24,310.332
2003-07-25,312.25
2003-07-28,312.133
2003-07-29,311.114
2003-07-30,309.369
2003-07-31,307.153
2003-08-01,315.235
2003-08-04,316.653
2003-08-05,319.312
2003-08-06,317.782
2003-08-07,318.659
2003-08-08,318.242
2003-08-11,319.174
2003-08-12,318.012
2003-08-13,317.815
2003-08-14,319.381
2003-08-15,321.461
2003-08-18,319.599
2003-08-19,319.38
2003-08-20,318.425
2003-08-21,316.194
2003-08-22,314.34
2003-08-25,315.976
2003-08-26,314.011
2003-08-27,314.091
2003-08-28,315.268
2003-08-29,316.255
2003-09-01,315.794
2003-09-02,312.634
2003-09-03,317.732
2003-09-04,319.818
2003-09-05,324.092
2003-09-08,332.899
2003-09-09,334.078
2003-09-10,332.507
2003-09-11,331.273
2003-09-12,335.642
2003-09-15,337.459
2003-09-16,336.542
2003-09-17,336.712
2003-09-18,338.364
2003-09-19,340.035
2003-09-22,340.524
2003-09-23,337.167
2003-09-24,337.561
2003-09-25,335.139
2003-09-26,332.206
2003-09-29,333.549
2003-09-30,332.546
2003-10-01,337.283
2003-10-02,338.45
2003-10-03,341.063
2003-10-06,342.692
2003-10-07,342.463
2003-10-08,345.493
2003-10-09,344.531
2003-10-10,346.013
2003-10-13,345.828
2003-10-14,345.383
2003-10-15,346.904
2003-10-16,349.783
2003-10-17,347.479
2003-10-20,349.309
2003-10-21,350.287
2003-10-22,350.36
2003-10-23,347.771
2003-10-24,347.97
2003-10-27,349.524
2003-10-28,347.959
2003-10-29,348.499
2003-10-30,354.156
2003-10-31,358.069
2003-11-03,353.676
2003-11-04,356.739
2003-11-05,356.044
2003-11-06,358.804
2003-11-07,363.454
2003-11-10,363.747
2003-11-11,363.041
2003-11-12,366.122
2003-11-13,368.214
2003-11-14,369.896
2003-11-17,366.082
2003-11-18,366.877
2003-11-19,365.136
2003-11-20,365.473
2003-11-21,366.203
2003-11-24,364.052
2003-11-25,366.067
2003-11-26,371.151
2003-11-27,370.471
2003-11-28,371.48
2003-12-01,373.131
2003-12-02,378.686
2003-12-03,382.131
2003-12-04,380.666
2003-12-05,383.146
2003-12-08,384.159
2003-12-09,385.534
2003-12-10,385.048
2003-12-11,381.241
2003-12-12,382.261
2003-12-15,383.712
2003-12-16,383.986
2003-12-17,385.855
2003-12-18,388.371
2003-12-19,389.095
2003-12-22,392.095
2003-12-23,395.857
2003-12-24,397.253
2003-12-25,397.253
2003-12-26,397.094
2003-12-29,399.983
2003-12-30,402.829
2003-12-31,404.873
2004-01-01,404.873
2004-01-02,406.497
2004-01-05,408.332
2004-01-06,412.19
2004-01-07,415.392
2004-01-08,418.918
2004-01-09,423.989
2004-01-12,420.272
2004-01-13,419.661
2004-01-14,418.395
2004-01-15,416.707
2004-01-16,413.269
2004-01-19,415.114
2004-01-20,419.974
2004-01-21,422.059
2004-01-22,426.447
2004-01-23,426.203
2004-01-26,421.058
2004-01-27,424.293
2004-01-28,423.277
2004-01-29,413.647
2004-01-30,415.717
2004-02-02,421.17
2004-02-03,424.997
2004-02-04,422.802
2004-02-05,424.211
2004-02-06,427.991
2004-02-09,429.349
2004-02-10,430.232
2004-02-11,430.445
2004-02-12,434.954
2004-02-13,432.678
2004-02-16,433.598
2004-02-17,438.428
2004-02-18,442.225
2004-02-19,437.494
2004-02-20,432.222
2004-02-23,432.788
2004-02-24,435.77
2004-02-25,428.621
2004-02-26,425.953
2004-02-27,427.054
2004-03-01,429.32
2004-03-02,426.289
2004-03-03,420.064
2004-03-04,423.948
2004-03-05,431.715
2004-03-08,429.972
2004-03-09,426.876
2004-03-10,418.148
2004-03-11,410.691
2004-03-12,405.391
2004-03-15,401.464
2004-03-16,403.27
2004-03-17,404.056
2004-03-18,407.79
2004-03-19,403.999
2004-03-22,401.193
2004-03-23,397.962
2004-03-24,396.02
2004-03-25,398.075
2004-03-26,396.657
2004-03-29,397.326
2004-03-30,399.193
2004-03-31,405.785
2004-04-01,412.949
2004-04-02,408.034
2004-04-05,407.308
2004-04-06,410.001
2004-04-07,416.795
2004-04-08,415.147
2004-04-09,415.147
2004-04-12,413.981
2004-04-13,410.547
2004-04-14,410.082
2004-04-15,408.362
2004-04-16,413.892
2004-04-19,411.997
2004-04-20,410.397
2004-04-21,409.027
2004-04-22,411.012
2004-04-23,414.159
2004-04-26,413.808
2004-04-27,413.536
2004-04-28,406.883
2004-04-29,406.139
2004-04-30,406.878
2004-05-03,406.305
2004-05-04,409.996
2004-05-05,413.812
2004-05-06,407.711
2004-05-07,401.864
2004-05-10,392.263
2004-05-11,393.885
2004-05-12,395.835
2004-05-13,396.144
2004-05-14,399.387
2004-05-17,397.045
2004-05-18,397.355
2004-05-19,404.651
2004-05-20,401.827
2004-05-21,402.962
2004-05-24,401.221
2004-05-25,404.619
2004-05-26,406.381
2004-05-27,415.878
2004-05-28,412.547
2004-05-31,413.7
2004-06-01,411.871
2004-06-02,415.58
2004-06-03,417.908
2004-06-04,422.144
2004-06-07,426.391
2004-06-08,426.331
2004-06-09,419.485
2004-06-10,419.764
2004-06-11,415.78
2004-06-14,416.78
2004-06-15,418.069
2004-06-16,416.635
2004-06-17,417.674
2004-06-18,423.854
2004-06-21,422.831
2004-06-22,421.211
2004-06-23,421.149
2004-06-24,425.311
2004-06-25,425.385
2004-06-28,429.894
2004-06-29,428.207
2004-06-30,433.878
2004-07-01,433.431
2004-07-02,438.835
2004-07-05,437.982
2004-07-06,435.807
2004-07-07,438.407
2004-07-08,439.958
2004-07-09,439.408
2004-07-12,439.991
2004-07-13,440.709
2004-07-14,441.893
2004-07-15,440.591
2004-07-16,440.9
2004-07-19,440.36
2004-07-20,440.284
2004-07-21,436.442
2004-07-22,434.175
2004-07-23,426.749
2004-07-26,427.555
2004-07-27,426.06
2004-07-28,424.849
2004-07-29,429.873
2004-07-30,430.632
2004-08-02,431.793
2004-08-03,438.306
2004-08-04,437.051
2004-08-05,443.93
2004-08-06,448.919
2004-08-09,443.698
2004-08-10,447.071
2004-08-11,441.799
2004-08-12,442.782
2004-08-13,445.318
2004-08-16,447.972
2004-08-17,448.199
2004-08-18,446.381
2004-08-19,450.725
2004-08-20,449.635
2004-08-23,447.433
2004-08-24,444.648
2004-08-25,445.028
2004-08-26,448.192
2004-08-27,449.009
2004-08-30,449.407
2004-08-31,452.683
2004-09-01,456.38
2004-09-02,457.187
2004-09-03,457.596
2004-09-06,457.216
2004-09-07,458.776
2004-09-08,461.018
2004-09-09,462.684
2004-09-10,468.257
2004-09-13,468.021
2004-09-14,468.567
2004-09-15,465.63
2004-09-16,465.478
2004-09-17,468.538
2004-09-20,467.969
2004-09-21,473.914
2004-09-22,474.986
2004-09-23,473.92
2004-09-24,474.517
2004-09-27,473.062
2004-09-28,476.226
2004-09-29,481.289
2004-09-30,487.558
2004-10-01,491.184
2004-10-04,488.133
2004-10-05,493.441
2004-10-06,492.94
2004-10-07,495.869
2004-10-08,499.111
2004-10-11,497.803
2004-10-12,488.769
2004-10-13,487.502
2004-10-14,491.872
2004-10-15,494.527
2004-10-18,497.327
2004-10-19,503.217
2004-10-20,504.038
2004-10-21,507.702
2004-10-22,509.17
2004-10-25,510.837
2004-10-26,512.093
2004-10-27,514.474
2004-10-28,515.919
2004-10-29,514.579
2004-11-01,518.069
2004-11-02,520.126
2004-11-03,527.409
2004-11-04,530.084
2004-11-05,534.315
2004-11-08,536.843
2004-11-09,542.01
2004-11-10,548.855
2004-11-11,552.908
2004-11-12,554.878
2004-11-15,556.97
2004-11-16,556.669
2004-11-17,561.113
2004-11-18,560.431
2004-11-19,561.862
2004-11-22,565.6
2004-11-23,570.313
2004-11-24,577.999
2004-11-25,583.327
2004-11-26,587.566
2004-11-29,586.311
2004-11-30,586.983
2004-12-01,588.669
2004-12-02,589.658
2004-12-03,594.901
2004-12-06,597.735
2004-12-07,599.655
2004-12-08,590.259
2004-12-09,582.989
2004-12-10,580.127
2004-12-13,586.58
2004-12-14,589.813
2004-12-15,597.189
2004-12-16,587.167
2004-12-17,575.301
2004-12-20,592.562
2004-12-21,589.038
2004-12-22,589.942
2004-12-23,596.517
2004-12-24,596.991
2004-12-27,601.123
2004-12-28,602.217
2004-12-29,602.099
2004-12-30,604.201
2004-12-31,602.386
2005-01-03,603.959
2005-01-04,601.152
2005-01-05,599.731
2005-01-06,594.629
2005-01-07,590.455
2005-01-10,593.441
2005-01-11,594.622
2005-01-12,600.053
2005-01-13,591.864
2005-01-14,585.73
2005-01-17,591.463
2005-01-18,591.885
2005-01-19,591.904
2005-01-20,587.474
2005-01-21,592.742
2005-01-24,593.16
2005-01-25,587.611
2005-01-26,592.438
2005-01-27,590.919
2005-01-28,590.609
2005-01-31,593.88
2005-02-01,596.322
2005-02-02,604.29
2005-02-03,601.161
2005-02-04,605.896
2005-02-07,601.596
2005-02-08,600.181
2005-02-09,605.346
2005-02-10,607.328
2005-02-11,610.668
2005-02-14,616.529
2005-02-15,618.818
2005-02-16,620.581
2005-02-17,624.885
2005-02-18,622.259
2005-02-21,622.801
2005-02-22,628.722
2005-02-23,617.414
2005-02-24,621.812
2005-02-25,626.001
2005-02-28,637.75
2005-03-01,635.659
2005-03-02,627.484
2005-03-03,629.653
2005-03-04,640.081
2005-03-07,641.318
2005-03-08,647.903
2005-03-09,645.345
2005-03-10,639.06
2005-03-11,640.87
2005-03-14,632.588
2005-03-15,631.753
2005-03-16,636.574
2005-03-17,632.536
2005-03-18,628.184
2005-03-21,623.053
2005-03-22,621.491
2005-03-23,607.233
2005-03-24,621.673
2005-03-25,621.673
2005-03-28,617.311
2005-03-29,615.862
2005-03-30,621.812
2005-03-31,622.612
2005-04-01,626.066
2005-04-04,617.977
2005-04-05,617.937
2005-04-06,627.081
2005-04-07,630.874
2005-04-08,628.545
2005-04-11,633.533
2005-04-12,627.762
2005-04-13,628.847
2005-04-14,615.997
2005-04-15,618.55
2005-04-18,606.169
2005-04-19,610.73
2005-04-20,615.973
2005-04-21,614.251
2005-04-22,618.554
2005-04-25,615.194
2005-04-26,612.732
2005-04-27,602.218
2005-04-28,597.38
2005-04-29,599.906
2005-05-02,596.519
2005-05-03,599.276
2005-05-04,602.121
2005-05-05,602.694
2005-05-06,599.935
2005-05-09,594.516
2005-05-10,595.53
2005-05-11,594.17
2005-05-12,584.227
2005-05-13,577.193
2005-05-16,573.524
2005-05-17,571.621
2005-05-18,581.438
2005-05-19,582.6
2005-05-20,580.196
2005-05-23,583.141
2005-05-24,582.617
2005-05-25,585.549
2005-05-26,581.949
2005-05-27,583.743
2005-05-30,578.07
2005-05-31,573.66
2005-06-01,574.825
2005-06-02,579.571
2005-06-03,578.743
2005-06-06,576.25
2005-06-07,574.851
2005-06-08,575.352
2005-06-09,567.855
2005-06-10,569.44
2005-06-13,565.77
2005-06-14,568.048
2005-06-15,576.963
2005-06-16,576.51
2005-06-17,580.5
2005-06-20,573.422
2005-06-21,577.385
2005-06-22,581.886
2005-06-23,576.88
2005-06-24,576.631
2005-06-27,578.347
2005-06-28,575.038
2005-06-29,578.519
2005-06-30,576.295
2005-07-01,572.434
2005-07-04,569.689
2005-07-05,569.405
2005-07-06,570.85
2005-07-07,566.322
2005-07-08,569.994
2005-07-11,578.546
2005-07-12,583.881
2005-07-13,583.016
2005-07-14,586.818
2005-07-15,585.746
2005-07-18,586.67
2005-07-19,589.809
2005-07-20,590.631
2005-07-21,597.015
2005-07-22,595.785
2005-07-25,590.915
2005-07-26,590.761
2005-07-27,594.173
2005-07-28,601.421
2005-07-29,603.235
2005-08-01,606.741
2005-08-02,609.422
2005-08-03,619.624
2005-08-04,621.196
2005-08-05,617.846
2005-08-08,621.023
2005-08-09,622.428
2005-08-10,626.321
2005-08-11,625.012
2005-08-12,623.421
2005-08-15,622.782
2005-08-16,623.414
2005-08-17,625.317
2005-08-18,613.5
2005-08-19,613.858
2005-08-22,619.329
2005-08-23,612.707
2005-08-24,616.12
2005-08-25,614.47
2005-08-26,614.792
2005-08-29,609.325
2005-08-30,608.062
2005-08-31,613.408
2005-09-01,627.079
2005-09-02,635.19
2005-09-05,634.738
2005-09-06,636.731
2005-09-07,636.796
2005-09-08,632.53
2005-09-09,634.7
2005-09-12,629.473
2005-09-13,630.707
2005-09-14,636.122
2005-09-15,633.081
2005-09-16,632.58
2005-09-19,634.541
2005-09-20,637.623
2005-09-21,640.202
2005-09-22,634.974
2005-09-23,631.212
2005-09-26,637.017
2005-09-27,636.848
2005-09-28,644.097
2005-09-29,639.849
2005-09-30,647.319
2005-10-03,640.942
2005-10-04,651.408
2005-10-05,651.028
2005-10-06,650.606
2005-10-07,649.209
2005-10-10,646.327
2005-10-11,641.834
2005-10-12,642.821
2005-10-13,629.477
2005-10-14,635.491
2005-10-17,634.645
2005-10-18,628.292
2005-10-19,618.628
2005-10-20,625.128
2005-10-21,622.771
2005-10-24,629.428
2005-10-25,636.126
2005-10-26,637.294
2005-10-27,629.366
2005-10-28,623.694
2005-10-31,627.071
2005-11-01,627.929
2005-11-02,629.456
2005-11-03,630.285
2005-11-04,629.071
2005-11-07,633.445
2005-11-08,634.173
