Date,ITALY IMI IMI (Large+Mid+Small Cap)
2002-02-19,348.273
2002-02-20,346.472
2002-02-21,350.195
2002-02-22,351.395
2002-02-25,352.602
2002-02-26,353.221
2002-02-27,361.535
2002-02-28,362.878
2002-03-01,365.888
2002-03-04,374.982
2002-03-05,373.472
2002-03-06,379.178
2002-03-07,380.896
2002-03-08,382.683
2002-03-11,380.405
2002-03-12,376.696
2002-03-13,380.919
2002-03-14,385.213
2002-03-15,387.514
2002-03-18,385.636
2002-03-19,390.143
2002-03-20,387.933
2002-03-21,388.007
2002-03-22,388.092
2002-03-25,384.056
2002-03-26,385.394
2002-03-27,382.992
2002-03-28,388.071
2002-03-29,388.073
2002-04-01,391.242
2002-04-02,390.099
2002-04-03,390.932
2002-04-04,387.917
2002-04-05,386.766
2002-04-08,377.244
2002-04-09,379.888
2002-04-10,385.35
2002-04-11,382.697
2002-04-12,382.87
2002-04-15,384.293
2002-04-16,393.788
2002-04-17,394.842
2002-04-18,394.951
2002-04-19,396.305
2002-04-22,393.832
2002-04-23,393.885
2002-04-24,395.607
2002-04-25,393.843
2002-04-26,392.148
2002-04-29,392.914
2002-04-30,391.328
2002-05-01,393.531
2002-05-02,385.575
2002-05-03,387.053
2002-05-06,388.339
2002-05-07,384.365
2002-05-08,389.087
2002-05-09,384.764
2002-05-10,382.219
2002-05-13,386.781
2002-05-14,388.006
2002-05-15,390.758
2002-05-16,391.495
2002-05-17,395.056
2002-05-20,390.873
2002-05-21,390.02
2002-05-22,390.977
2002-05-23,387.572
2002-05-24,386.291
2002-05-27,385.67
2002-05-28,389.669
2002-05-29,390.791
2002-05-30,388.275
2002-05-31,385.99
2002-06-03,383.694
2002-06-04,377.632
2002-06-05,375.469
2002-06-06,376.289
2002-06-07,374.284
2002-06-10,376.374
2002-06-11,384.834
2002-06-12,380.503
2002-06-13,373.975
2002-06-14,367.677
2002-06-17,376.732
2002-06-18,378.855
2002-06-19,378.107
2002-06-20,373.366
2002-06-21,374.39
2002-06-24,371.243
2002-06-25,372.746
2002-06-26,378.211
2002-06-27,374.881
2002-06-28,386.335
2002-07-01,388.62
2002-07-02,377.563
2002-07-03,368.895
2002-07-04,370.588
2002-07-05,380.982
2002-07-08,385.459
2002-07-09,386.873
2002-07-10,378.188
2002-07-11,368.232
2002-07-12,364.658
2002-07-15,354.887
2002-07-16,357.896
2002-07-17,361.972
2002-07-18,367.56
2002-07-19,357.499
2002-07-22,341.89
2002-07-23,331.749
2002-07-24,328.964
2002-07-25,337.545
2002-07-26,335.617
2002-07-29,345.679
2002-07-30,350.148
2002-07-31,350.258
2002-08-01,342.451
2002-08-02,342.022
2002-08-05,336.535
2002-08-06,339.478
2002-08-07,338.732
2002-08-08,347.163
2002-08-09,352.786
2002-08-12,349.243
2002-08-13,352.934
2002-08-14,347.241
2002-08-15,344.655
2002-08-16,356.462
2002-08-19,363.063
2002-08-20,359.872
2002-08-21,364.044
2002-08-22,364.601
2002-08-23,361.967
2002-08-26,360.898
2002-08-27,371.75
2002-08-28,360.649
2002-08-29,353.605
2002-08-30,355.086
2002-09-02,351.789
2002-09-03,344.461
2002-09-04,346.925
2002-09-05,343.785
2002-09-06,348.89
2002-09-09,341.723
2002-09-10,348.035
2002-09-11,351.981
2002-09-12,343.834
2002-09-13,339.854
2002-09-16,338.662
2002-09-17,335.156
2002-09-18,328.865
2002-09-19,325.827
2002-09-20,322.174
2002-09-23,307.72
2002-09-24,306.17
2002-09-25,309.726
2002-09-26,317.32
2002-09-27,316.103
2002-09-30,308.001
2002-10-01,308.878
2002-10-02,314.971
2002-10-03,315.327
2002-10-04,305.966
2002-10-07,305.173
2002-10-08,299.007
2002-10-09,298.28
2002-10-10,305.004
2002-10-11,314.277
2002-10-14,311.349
2002-10-15,326.208
2002-10-16,321.984
2002-10-17,324.879
2002-10-18,322.586
2002-10-21,325.514
2002-10-22,324.878
2002-10-23,318.091
2002-10-24,324.118
2002-10-25,323.641
2002-10-28,327.403
2002-10-29,318.564
2002-10-30,326.885
2002-10-31,331.983
2002-11-01,330.177
2002-11-04,342.179
2002-11-05,345.098
2002-11-06,340.925
2002-11-07,336.619
2002-11-08,336.37
2002-11-11,331.964
2002-11-12,335.784
2002-11-13,334.322
2002-11-14,341.051
2002-11-15,341.51
2002-11-18,347.18
2002-11-19,347.968
2002-11-20,345.626
2002-11-21,352.564
2002-11-22,352.318
2002-11-25,350.806
2002-11-26,346.859
2002-11-27,355.104
2002-11-28,360.009
2002-11-29,360.326
2002-12-02,360.111
2002-12-03,352.98
2002-12-04,355.149
2002-12-05,348.483
2002-12-06,349.382
2002-12-09,341.542
2002-12-10,346.523
2002-12-11,349.218
2002-12-12,348.14
2002-12-13,346.374
2002-12-16,353.957
2002-12-17,355.739
2002-12-18,348.736
2002-12-19,345.192
2002-12-20,351.277
2002-12-23,352.126
2002-12-24,353.586
2002-12-25,353.586
2002-12-26,354.477
2002-12-27,349.925
2002-12-30,353.761
2002-12-31,355.148
2003-01-01,355.148
2003-01-02,362.406
2003-01-03,364.695
2003-01-06,369.975
2003-01-07,363.643
2003-01-08,359.047
2003-01-09,365.88
2003-01-10,366.261
2003-01-13,368.102
2003-01-14,369.769
2003-01-15,366.837
2003-01-16,368.255
2003-01-17,360.405
2003-01-20,356.799
2003-01-21,352.339
2003-01-22,348.364
2003-01-23,348.314
2003-01-24,346.663
2003-01-27,341.796
2003-01-28,342.223
2003-01-29,346.503
2003-01-30,348.514
2003-01-31,350.25
2003-02-03,353.361
2003-02-04,348.626
2003-02-05,352.381
2003-02-06,348.606
2003-02-07,348.439
2003-02-10,345.412
2003-02-11,351.85
2003-02-12,349.632
2003-02-13,352.319
2003-02-14,355.115
2003-02-17,356.503
2003-02-18,359.559
2003-02-19,354.882
2003-02-20,356.571
2003-02-21,362.195
2003-02-24,361.205
2003-02-25,353.032
2003-02-26,353.367
2003-02-27,358.219
2003-02-28,361.011
2003-03-03,359.987
2003-03-04,357.092
2003-03-05,355.552
2003-03-06,346.593
2003-03-07,343.411
2003-03-10,337.113
2003-03-11,337.065
2003-03-12,323.468
2003-03-13,330.201
2003-03-14,336.905
2003-03-17,341.51
2003-03-18,336.024
2003-03-19,339.569
2003-03-20,335.953
2003-03-21,342.56
2003-03-24,337.057
2003-03-25,343.415
2003-03-26,343.228
2003-03-27,339.881
2003-03-28,343.047
2003-03-31,339.417
2003-04-01,342.318
2003-04-02,347.789
2003-04-03,349.631
2003-04-04,349.911
2003-04-07,355.455
2003-04-08,357.533
2003-04-09,356.815
2003-04-10,359.408
2003-04-11,359.314
2003-04-14,361.692
2003-04-15,364.385
2003-04-16,363.365
2003-04-17,368.726
2003-04-18,368.726
2003-04-21,367.136
2003-04-22,373.172
2003-04-23,376.057
2003-04-24,376.892
2003-04-25,371.347
2003-04-28,378.128
2003-04-29,378.481
2003-04-30,384.204
2003-05-01,387.732
2003-05-02,386.329
2003-05-05,390.703
2003-05-06,397.364
2003-05-07,396.67
2003-05-08,395.319
2003-05-09,397.207
2003-05-12,398.757
2003-05-13,397.531
2003-05-14,398.145
2003-05-15,400.942
2003-05-16,404.051
2003-05-19,400.567
2003-05-20,399.906
2003-05-21,398.784
2003-05-22,404.34
2003-05-23,410.184
2003-05-26,413.323
2003-05-27,418.937
2003-05-28,419.387
2003-05-29,424.892
2003-05-30,425.385
2003-06-02,427.104
2003-06-03,423.437
2003-06-04,422.605
2003-06-05,427.167
2003-06-06,425.301
2003-06-09,423.493
2003-06-10,423.113
2003-06-11,430.117
2003-06-12,431.403
2003-06-13,431.785
2003-06-16,439.091
2003-06-17,438.878
2003-06-18,437.697
2003-06-19,433.849
2003-06-20,434.488
2003-06-23,424.863
2003-06-24,426.625
2003-06-25,429.816
2003-06-26,423.138
2003-06-27,421.733
2003-06-30,417.673
2003-07-01,414.701
2003-07-02,414.337
2003-07-03,412.78
2003-07-04,413.05
2003-07-07,416.044
2003-07-08,414.841
2003-07-09,413.763
2003-07-10,412.186
2003-07-11,414.223
2003-07-14,416.741
2003-07-15,414.003
2003-07-16,411.871
2003-07-17,409.742
2003-07-18,412.719
2003-07-21,413.809
2003-07-22,415.796
2003-07-23,418.036
2003-07-24,424.041
2003-07-25,423.328
2003-07-28,424.805
2003-07-29,421.384
2003-07-30,417.738
2003-07-31,416.28
2003-08-01,413.529
2003-08-04,414.435
2003-08-05,415.685
2003-08-06,413.369
2003-08-07,415.21
2003-08-08,415.143
2003-08-11,418.303
2003-08-12,418.967
2003-08-13,419.386
2003-08-14,422.6
2003-08-15,422.3
2003-08-18,421.591
2003-08-19,418.403
2003-08-20,417.209
2003-08-21,410.621
2003-08-22,407.303
2003-08-25,405.44
2003-08-26,402.139
2003-08-27,404.298
2003-08-28,405.583
2003-08-29,405.345
2003-09-01,409.105
2003-09-02,405.783
2003-09-03,409.06
2003-09-04,411.565
2003-09-05,415.369
2003-09-08,421.525
2003-09-09,421.425
2003-09-10,419.785
2003-09-11,419.104
2003-09-12,422.411
2003-09-15,422.253
2003-09-16,421.619
2003-09-17,423.784
2003-09-18,429.707
2003-09-19,432.557
2003-09-22,428.375
2003-09-23,428.293
2003-09-24,428.324
2003-09-25,427.084
2003-09-26,422.561
2003-09-29,424.18
2003-09-30,422.148
2003-10-01,430.17
2003-10-02,428.166
2003-10-03,433.353
2003-10-06,432.309
2003-10-07,435.0
2003-10-08,436.855
2003-10-09,438.894
2003-10-10,439.354
2003-10-13,438.548
2003-10-14,439.47
2003-10-15,442.229
2003-10-16,444.183
2003-10-17,439.502
2003-10-20,441.176
2003-10-21,442.166
2003-10-22,440.333
2003-10-23,437.442
2003-10-24,439.52
2003-10-27,440.233
2003-10-28,439.065
2003-10-29,440.648
2003-10-30,442.956
2003-10-31,441.815
2003-11-03,441.563
2003-11-04,443.092
2003-11-05,440.975
2003-11-06,440.765
2003-11-07,447.24
2003-11-10,447.546
2003-11-11,444.695
2003-11-12,450.746
2003-11-13,456.172
2003-11-14,460.729
2003-11-17,454.811
2003-11-18,461.26
2003-11-19,461.607
2003-11-20,460.216
2003-11-21,461.01
2003-11-24,462.977
2003-11-25,464.872
2003-11-26,470.182
2003-11-27,472.133
2003-11-28,476.836
2003-12-01,481.106
2003-12-02,486.376
2003-12-03,489.879
2003-12-04,491.008
2003-12-05,491.683
2003-12-08,492.879
2003-12-09,492.508
2003-12-10,490.326
2003-12-11,489.546
2003-12-12,491.86
2003-12-15,496.009
2003-12-16,497.021
2003-12-17,499.933
2003-12-18,501.496
2003-12-19,496.143
2003-12-22,490.438
2003-12-23,489.904
2003-12-24,491.284
2003-12-25,491.284
2003-12-26,491.087
2003-12-29,495.252
2003-12-30,495.176
2003-12-31,498.456
2004-01-01,498.456
2004-01-02,506.014
2004-01-05,512.203
2004-01-06,517.863
2004-01-07,507.022
2004-01-08,513.364
2004-01-09,517.296
2004-01-12,515.681
2004-01-13,514.146
2004-01-14,514.243
2004-01-15,512.971
2004-01-16,505.776
2004-01-19,509.864
2004-01-20,516.552
2004-01-21,520.162
2004-01-22,522.848
2004-01-23,522.648
2004-01-26,517.311
2004-01-27,521.998
2004-01-28,522.082
2004-01-29,509.39
2004-01-30,507.386
2004-02-02,509.161
2004-02-03,511.205
2004-02-04,510.232
2004-02-05,510.95
2004-02-06,516.975
2004-02-09,520.995
2004-02-10,521.863
2004-02-11,521.388
2004-02-12,527.663
2004-02-13,521.462
2004-02-16,522.956
2004-02-17,527.633
2004-02-18,527.921
2004-02-19,524.282
2004-02-20,517.07
2004-02-23,518.821
2004-02-24,520.429
2004-02-25,516.189
2004-02-26,512.344
2004-02-27,514.066
2004-03-01,519.294
2004-03-02,514.058
2004-03-03,506.363
2004-03-04,510.058
2004-03-05,520.9
2004-03-08,519.82
2004-03-09,521.177
2004-03-10,513.817
2004-03-11,504.602
2004-03-12,498.884
2004-03-15,488.794
2004-03-16,494.868
2004-03-17,492.581
2004-03-18,494.317
2004-03-19,492.999
2004-03-22,487.84
2004-03-23,485.166
2004-03-24,482.366
2004-03-25,487.246
2004-03-26,484.976
2004-03-29,493.201
2004-03-30,493.691
2004-03-31,497.845
2004-04-01,505.171
2004-04-02,504.036
2004-04-05,501.614
2004-04-06,502.629
2004-04-07,505.053
2004-04-08,504.367
2004-04-09,504.367
2004-04-12,502.951
2004-04-13,503.856
2004-04-14,501.442
2004-04-15,501.675
2004-04-16,508.423
2004-04-19,508.683
2004-04-20,506.988
2004-04-21,502.196
2004-04-22,504.033
2004-04-23,503.564
2004-04-26,506.025
2004-04-27,508.385
2004-04-28,502.117
2004-04-29,503.385
2004-04-30,504.079
2004-05-03,505.901
2004-05-04,510.216
2004-05-05,514.332
2004-05-06,502.376
2004-05-07,494.083
2004-05-10,481.696
2004-05-11,485.49
2004-05-12,484.575
2004-05-13,487.27
2004-05-14,486.407
2004-05-17,486.334
2004-05-18,486.757
2004-05-19,497.119
2004-05-20,491.255
2004-05-21,493.988
2004-05-24,494.492
2004-05-25,498.29
2004-05-26,502.633
2004-05-27,511.629
2004-05-28,508.838
2004-05-31,508.656
2004-06-01,507.293
2004-06-02,512.198
2004-06-03,510.706
2004-06-04,514.19
2004-06-07,521.472
2004-06-08,520.715
2004-06-09,512.493
2004-06-10,515.346
2004-06-11,511.438
2004-06-14,511.476
2004-06-15,516.831
2004-06-16,515.8
2004-06-17,518.227
2004-06-18,522.844
2004-06-21,521.703
2004-06-22,519.066
2004-06-23,520.958
2004-06-24,526.838
2004-06-25,525.974
2004-06-28,530.693
2004-06-29,526.062
2004-06-30,525.831
2004-07-01,523.046
2004-07-02,528.919
2004-07-05,527.948
2004-07-06,525.808
2004-07-07,529.33
2004-07-08,532.802
2004-07-09,533.78
2004-07-12,531.254
2004-07-13,528.24
2004-07-14,528.692
2004-07-15,524.574
2004-07-16,527.699
2004-07-19,524.937
2004-07-20,523.716
2004-07-21,519.137
2004-07-22,515.118
2004-07-23,508.93
2004-07-26,506.483
2004-07-27,506.911
2004-07-28,505.396
2004-07-29,512.275
2004-07-30,513.551
2004-08-02,511.617
2004-08-03,514.519
2004-08-04,510.116
2004-08-05,507.652
2004-08-06,508.498
2004-08-09,503.898
2004-08-10,509.259
2004-08-11,500.218
2004-08-12,500.381
2004-08-13,504.352
2004-08-16,508.553
2004-08-17,508.035
2004-08-18,507.114
2004-08-19,510.497
2004-08-20,507.852
2004-08-23,507.974
2004-08-24,505.029
2004-08-25,505.443
2004-08-26,507.215
2004-08-27,507.903
2004-08-30,507.116
2004-08-31,510.695
2004-09-01,515.713
2004-09-02,519.235
2004-09-03,519.796
2004-09-06,520.617
2004-09-07,519.942
2004-09-08,521.766
2004-09-09,520.746
2004-09-10,528.295
2004-09-13,529.845
2004-09-14,530.437
2004-09-15,524.372
2004-09-16,524.708
2004-09-17,529.155
2004-09-20,527.647
2004-09-21,535.639
2004-09-22,533.424
2004-09-23,535.071
2004-09-24,535.096
2004-09-27,534.016
2004-09-28,537.467
2004-09-29,539.232
2004-09-30,540.056
2004-10-01,548.098
2004-10-04,545.228
2004-10-05,549.314
2004-10-06,548.691
2004-10-07,549.336
2004-10-08,554.178
2004-10-11,552.726
2004-10-12,546.016
2004-10-13,545.417
2004-10-14,549.798
2004-10-15,553.201
2004-10-18,553.921
2004-10-19,557.174
2004-10-20,558.069
2004-10-21,560.656
2004-10-22,563.043
2004-10-25,563.28
2004-10-26,564.208
2004-10-27,570.002
2004-10-28,571.834
2004-10-29,570.009
2004-11-01,576.449
2004-11-02,576.498
2004-11-03,581.699
2004-11-04,587.132
2004-11-05,590.581
2004-11-08,593.846
2004-11-09,590.725
2004-11-10,591.711
2004-11-11,596.237
2004-11-12,598.143
2004-11-15,596.93
2004-11-16,594.523
2004-11-17,604.551
2004-11-18,604.393
2004-11-19,604.71
2004-11-22,601.864
2004-11-23,603.349
2004-11-24,608.204
2004-11-25,615.12
2004-11-26,615.002
2004-11-29,614.864
2004-11-30,613.818
2004-12-01,620.882
2004-12-02,620.429
2004-12-03,624.364
2004-12-06,628.962
2004-12-07,632.663
2004-12-08,627.89
2004-12-09,623.717
2004-12-10,625.736
2004-12-13,631.876
2004-12-14,633.406
2004-12-15,639.964
2004-12-16,634.701
2004-12-17,631.254
2004-12-20,642.774
2004-12-21,642.031
2004-12-22,647.784
2004-12-23,655.317
2004-12-24,657.015
2004-12-27,660.711
2004-12-28,661.655
2004-12-29,660.644
2004-12-30,663.235
2004-12-31,661.41
2005-01-03,657.3
2005-01-04,651.092
2005-01-05,647.979
2005-01-06,645.118
2005-01-07,641.127
2005-01-10,643.345
2005-01-11,638.993
2005-01-12,644.711
2005-01-13,645.881
2005-01-14,645.089
2005-01-17,645.739
2005-01-18,642.522
2005-01-19,645.327
2005-01-20,640.669
2005-01-21,645.106
2005-01-24,644.079
2005-01-25,643.727
2005-01-26,648.072
2005-01-27,645.311
2005-01-28,641.85
2005-01-31,649.684
2005-02-01,651.69
2005-02-02,655.045
2005-02-03,651.029
2005-02-04,656.745
2005-02-07,653.77
2005-02-08,652.918
2005-02-09,653.057
2005-02-10,659.035
2005-02-11,661.818
2005-02-14,666.253
2005-02-15,667.785
2005-02-16,664.274
2005-02-17,668.467
2005-02-18,665.109
2005-02-21,656.871
2005-02-22,659.71
2005-02-23,656.426
2005-02-24,658.293
2005-02-25,664.367
2005-02-28,670.561
2005-03-01,668.099
2005-03-02,663.304
2005-03-03,663.561
2005-03-04,674.68
2005-03-07,672.931
2005-03-08,676.879
2005-03-09,676.115
2005-03-10,673.162
2005-03-11,675.628
2005-03-14,671.402
2005-03-15,674.356
2005-03-16,672.292
2005-03-17,670.605
2005-03-18,670.747
2005-03-21,667.522
2005-03-22,669.222
2005-03-23,658.32
2005-03-24,660.281
2005-03-25,660.281
2005-03-28,655.647
2005-03-29,659.094
2005-03-30,661.947
2005-03-31,666.363
2005-04-01,668.63
2005-04-04,659.681
2005-04-05,663.187
2005-04-06,664.998
2005-04-07,674.057
2005-04-08,670.061
2005-04-11,676.799
2005-04-12,669.35
2005-04-13,670.586
2005-04-14,663.973
2005-04-15,655.12
2005-04-18,646.542
2005-04-19,648.703
2005-04-20,649.451
2005-04-21,654.17
2005-04-22,656.075
2005-04-25,651.769
2005-04-26,649.748
2005-04-27,642.67
2005-04-28,639.021
2005-04-29,641.369
2005-05-02,641.956
2005-05-03,645.041
2005-05-04,649.666
2005-05-05,652.02
2005-05-06,646.998
2005-05-09,645.675
2005-05-10,643.262
2005-05-11,642.024
2005-05-12,641.064
2005-05-13,637.417
2005-05-16,635.113
2005-05-17,630.301
2005-05-18,639.464
2005-05-19,640.145
2005-05-20,637.191
2005-05-23,644.433
2005-05-24,643.16
2005-05-25,644.163
2005-05-26,643.889
2005-05-27,643.593
2005-05-30,643.144
2005-05-31,634.149
2005-06-01,636.205
2005-06-02,638.074
2005-06-03,634.432
2005-06-06,633.261
2005-06-07,637.854
2005-06-08,641.35
2005-06-09,635.762
2005-06-10,633.791
2005-06-13,633.443
2005-06-14,634.721
2005-06-15,637.592
2005-06-16,638.42
2005-06-17,646.296
2005-06-20,638.365
2005-06-21,640.703
2005-06-22,639.639
2005-06-23,635.666
2005-06-24,632.103
2005-06-27,630.189
2005-06-28,631.405
2005-06-29,633.951
2005-06-30,638.824
2005-07-01,634.79
2005-07-04,633.783
2005-07-05,631.867
2005-07-06,636.169
2005-07-07,627.389
2005-07-08,636.635
2005-07-11,647.57
2005-07-12,652.151
2005-07-13,651.479
2005-07-14,655.208
2005-07-15,649.576
2005-07-18,651.609
2005-07-19,654.309
2005-07-20,652.827
2005-07-21,659.09
2005-07-22,660.11
2005-07-25,658.676
2005-07-26,657.122
2005-07-27,659.928
2005-07-28,664.239
2005-07-29,666.458
2005-08-01,668.74
2005-08-02,674.4
2005-08-03,679.778
2005-08-04,675.68
2005-08-05,670.835
2005-08-08,676.194
2005-08-09,678.932
2005-08-10,685.355
2005-08-11,686.767
2005-08-12,683.933
2005-08-15,680.275
2005-08-16,675.07
2005-08-17,671.06
2005-08-18,659.497
2005-08-19,666.465
2005-08-22,672.252
2005-08-23,665.379
2005-08-24,671.649
2005-08-25,669.073
2005-08-26,665.473
2005-08-29,664.351
2005-08-30,659.26
2005-08-31,671.93
2005-09-01,684.811
2005-09-02,689.055
2005-09-05,690.288
2005-09-06,692.178
2005-09-07,691.658
2005-09-08,691.113
2005-09-09,693.193
2005-09-12,686.342
2005-09-13,682.099
2005-09-14,689.106
2005-09-15,683.413
2005-09-16,688.055
2005-09-19,683.416
2005-09-20,685.799
2005-09-21,686.803
2005-09-22,677.748
2005-09-23,674.857
2005-09-26,680.864
2005-09-27,677.843
2005-09-28,683.069
2005-09-29,681.227
2005-09-30,684.107
2005-10-03,676.872
2005-10-04,674.514
2005-10-05,666.804
2005-10-06,671.082
2005-10-07,665.52
2005-10-10,661.768
2005-10-11,657.804
2005-10-12,655.998
2005-10-13,643.499
2005-10-14,653.168
2005-10-17,650.893
2005-10-18,638.515
2005-10-19,628.283
2005-10-20,629.538
2005-10-21,632.747
2005-10-24,636.716
2005-10-25,641.306
2005-10-26,642.44
2005-10-27,632.145
2005-10-28,631.133
2005-10-31,635.398
2005-11-01,635.903
2005-11-02,643.541
2005-11-03,648.789
2005-11-04,638.615
2005-11-07,639.114
2005-11-08,634.993
