Date,NEW ZEALAND SMALL CAP Small Cap
2005-11-10,379.526
2005-11-11,376.197
2005-11-14,372.924
2005-11-15,377.032
2005-11-16,378.407
2005-11-17,379.532
2005-11-18,380.951
2005-11-21,381.273
2005-11-22,378.915
2005-11-23,376.837
2005-11-24,382.944
2005-11-25,387.232
2005-11-28,386.371
2005-11-29,382.523
2005-11-30,386.443
2005-12-01,381.02
2005-12-02,384.219
2005-12-05,381.909
2005-12-06,375.012
2005-12-07,371.182
2005-12-08,370.215
2005-12-09,364.733
2005-12-12,368.765
2005-12-13,370.076
2005-12-14,369.834
2005-12-15,368.181
2005-12-16,372.87
2005-12-19,376.687
2005-12-20,373.493
2005-12-21,369.928
2005-12-22,368.537
2005-12-23,366.043
2005-12-26,366.043
2005-12-27,367.431
2005-12-28,370.817
2005-12-29,370.98
2005-12-30,374.131
2006-01-02,374.131
2006-01-03,374.296
2006-01-04,375.712
2006-01-05,370.759
2006-01-06,372.327
2006-01-09,375.084
2006-01-10,379.839
2006-01-11,381.66
2006-01-12,379.524
2006-01-13,381.196
2006-01-16,382.546
2006-01-17,376.345
2006-01-18,372.561
2006-01-19,370.348
2006-01-20,370.531
2006-01-23,369.282
2006-01-24,369.488
2006-01-25,370.752
2006-01-26,370.605
2006-01-27,371.187
2006-01-30,369.641
2006-01-31,375.611
2006-02-01,378.194
2006-02-02,381.162
2006-02-03,378.016
2006-02-06,375.759
2006-02-07,373.237
2006-02-08,369.861
2006-02-09,370.505
2006-02-10,372.307
2006-02-13,373.18
2006-02-14,371.42
2006-02-15,372.484
2006-02-16,365.638
2006-02-17,368.109
2006-02-20,368.833
2006-02-21,364.687
2006-02-22,371.029
2006-02-23,371.166
2006-02-24,371.189
2006-02-27,369.24
2006-02-28,374.987
2006-03-01,376.141
2006-03-02,377.962
2006-03-03,376.067
2006-03-06,373.549
2006-03-07,370.446
2006-03-08,369.575
2006-03-09,369.083
2006-03-10,368.359
2006-03-13,369.298
2006-03-14,377.211
2006-03-15,377.808
2006-03-16,371.619
2006-03-17,373.754
2006-03-20,368.303
2006-03-21,367.12
2006-03-22,373.844
2006-03-23,373.859
2006-03-24,365.557
2006-03-27,372.265
2006-03-28,378.404
2006-03-29,376.427
2006-03-30,382.864
2006-03-31,383.451
2006-04-03,386.5
2006-04-04,384.535
2006-04-05,388.486
2006-04-06,389.499
2006-04-07,385.892
2006-04-10,380.441
2006-04-11,381.411
2006-04-12,384.104
2006-04-13,383.54
2006-04-14,383.54
2006-04-17,386.95
2006-04-18,391.802
2006-04-19,397.012
2006-04-20,392.904
2006-04-21,398.782
2006-04-24,398.317
2006-04-25,394.28
2006-04-26,400.306
2006-04-27,403.474
2006-04-28,406.724
2006-05-01,406.562
2006-05-02,405.694
2006-05-03,408.821
2006-05-04,411.315
2006-05-05,412.676
2006-05-08,406.122
2006-05-09,409.367
2006-05-10,414.287
2006-05-11,414.985
2006-05-12,410.84
2006-05-15,397.265
2006-05-16,402.317
2006-05-17,403.118
2006-05-18,398.144
2006-05-19,396.084
2006-05-22,392.736
2006-05-23,392.691
2006-05-24,396.916
2006-05-25,395.827
2006-05-26,399.485
2006-05-29,401.515
2006-05-30,407.71
2006-05-31,405.377
2006-06-01,399.11
2006-06-02,402.332
2006-06-05,402.427
2006-06-06,402.808
2006-06-07,412.103
2006-06-08,410.732
2006-06-09,410.043
2006-06-12,407.657
2006-06-13,403.326
2006-06-14,402.362
2006-06-15,397.007
2006-06-16,401.876
2006-06-19,402.464
2006-06-20,403.215
2006-06-21,402.992
2006-06-22,399.783
2006-06-23,395.06
2006-06-26,392.232
2006-06-27,396.734
2006-06-28,386.862
2006-06-29,388.05
2006-06-30,397.151
2006-07-03,394.119
2006-07-04,396.81
2006-07-05,393.254
2006-07-06,395.694
2006-07-07,404.526
2006-07-10,405.783
2006-07-11,408.233
2006-07-12,407.791
2006-07-13,410.366
2006-07-14,404.821
2006-07-17,399.618
2006-07-18,400.683
2006-07-19,395.616
2006-07-20,399.511
2006-07-21,400.659
2006-07-24,397.87
2006-07-25,401.765
2006-07-26,400.831
2006-07-27,401.749
2006-07-28,399.846
2006-07-31,400.777
2006-08-01,400.886
2006-08-02,400.275
2006-08-03,402.236
2006-08-04,406.641
2006-08-07,402.772
2006-08-08,406.137
2006-08-09,403.442
2006-08-10,403.032
2006-08-11,402.939
2006-08-14,396.892
2006-08-15,398.477
2006-08-16,404.105
2006-08-17,404.259
2006-08-18,400.484
2006-08-21,391.856
2006-08-22,387.099
2006-08-23,391.642
2006-08-24,391.518
2006-08-25,391.582
2006-08-28,390.797
2006-08-29,395.442
2006-08-30,400.548
2006-08-31,402.101
2006-09-01,401.428
2006-09-04,400.853
2006-09-05,397.993
2006-09-06,399.752
2006-09-07,396.029
2006-09-08,390.389
2006-09-11,390.934
2006-09-12,390.521
2006-09-13,391.659
2006-09-14,400.443
2006-09-15,409.022
2006-09-18,408.938
2006-09-19,409.192
2006-09-20,403.959
2006-09-21,409.591
2006-09-22,406.865
2006-09-25,409.148
2006-09-26,408.194
2006-09-27,410.722
2006-09-28,412.186
2006-09-29,413.862
2006-10-02,416.045
2006-10-03,422.301
2006-10-04,423.657
2006-10-05,424.698
2006-10-06,422.292
2006-10-09,421.322
2006-10-10,425.131
2006-10-11,425.994
2006-10-12,424.739
2006-10-13,423.824
2006-10-16,426.24
2006-10-17,432.292
2006-10-18,430.248
2006-10-19,429.849
2006-10-20,429.018
2006-10-23,426.671
2006-10-24,431.85
2006-10-25,429.952
2006-10-26,429.39
2006-10-27,430.381
2006-10-30,433.06
2006-10-31,437.139
2006-11-01,447.166
2006-11-02,442.373
2006-11-03,437.968
2006-11-06,436.88
2006-11-07,440.457
2006-11-08,437.672
2006-11-09,438.07
2006-11-10,444.855
2006-11-13,435.023
2006-11-14,435.679
2006-11-15,436.361
2006-11-16,437.729
2006-11-17,436.277
2006-11-20,439.206
2006-11-21,442.497
2006-11-22,441.838
2006-11-23,445.181
2006-11-24,445.114
2006-11-27,439.665
2006-11-28,444.466
2006-11-29,448.023
2006-11-30,452.823
2006-12-01,454.062
2006-12-04,453.023
2006-12-05,450.623
2006-12-06,450.049
2006-12-07,451.128
2006-12-08,453.934
2006-12-11,450.25
2006-12-12,455.499
2006-12-13,458.244
2006-12-14,460.967
2006-12-15,463.873
2006-12-18,462.265
2006-12-19,464.744
2006-12-20,469.639
2006-12-21,468.302
2006-12-22,472.386
2006-12-25,472.386
2006-12-26,472.217
2006-12-27,474.825
2006-12-28,476.496
2006-12-29,476.813
2007-01-01,476.813
2007-01-02,478.571
2007-01-03,477.549
2007-01-04,470.604
2007-01-05,464.089
2007-01-08,464.888
2007-01-09,466.804
2007-01-10,462.323
2007-01-11,464.252
2007-01-12,462.144
2007-01-15,465.206
2007-01-16,465.16
2007-01-17,465.443
2007-01-18,471.755
2007-01-19,472.383
2007-01-22,479.139
2007-01-23,481.863
2007-01-24,477.227
2007-01-25,477.628
2007-01-26,472.778
2007-01-29,473.656
2007-01-30,468.905
2007-01-31,470.912
2007-02-01,467.39
2007-02-02,468.055
2007-02-05,471.98
2007-02-06,469.215
2007-02-07,478.453
2007-02-08,473.943
2007-02-09,473.458
2007-02-12,471.449
2007-02-13,471.863
2007-02-14,475.169
2007-02-15,476.957
2007-02-16,475.982
2007-02-19,476.111
2007-02-20,473.566
2007-02-21,474.797
2007-02-22,471.88
2007-02-23,471.514
2007-02-26,473.149
2007-02-27,465.85
2007-02-28,455.34
2007-03-01,454.076
2007-03-02,454.089
2007-03-05,438.142
2007-03-06,440.41
2007-03-07,445.404
2007-03-08,444.157
2007-03-09,449.709
2007-03-12,452.986
2007-03-13,454.904
2007-03-14,445.219
2007-03-15,451.029
2007-03-16,452.869
2007-03-19,457.72
2007-03-20,458.23
2007-03-21,458.513
2007-03-22,463.579
2007-03-23,458.892
2007-03-26,464.95
2007-03-27,469.367
2007-03-28,461.707
2007-03-29,464.152
2007-03-30,462.949
2007-04-02,470.012
2007-04-03,471.592
2007-04-04,472.532
2007-04-05,474.991
2007-04-06,474.991
2007-04-09,472.628
2007-04-10,479.327
2007-04-11,477.149
2007-04-12,477.23
2007-04-13,484.539
2007-04-16,484.912
2007-04-17,487.405
2007-04-18,485.177
2007-04-19,484.998
2007-04-20,485.261
2007-04-23,489.771
2007-04-24,483.666
2007-04-25,485.881
2007-04-26,483.366
2007-04-27,485.316
2007-04-30,488.608
2007-05-01,489.183
2007-05-02,489.705
2007-05-03,488.202
2007-05-04,486.519
2007-05-07,489.735
2007-05-08,491.602
2007-05-09,491.609
2007-05-10,490.783
2007-05-11,489.663
2007-05-14,494.165
2007-05-15,490.769
2007-05-16,488.186
2007-05-17,490.881
2007-05-18,489.551
2007-05-21,488.532
2007-05-22,491.041
2007-05-23,493.525
2007-05-24,492.065
2007-05-25,486.875
2007-05-28,486.798
2007-05-29,488.027
2007-05-30,486.446
2007-05-31,493.164
2007-06-01,498.102
2007-06-04,500.65
2007-06-05,502.542
2007-06-06,500.122
2007-06-07,499.901
2007-06-08,493.581
2007-06-11,490.173
2007-06-12,494.94
2007-06-13,488.862
2007-06-14,487.039
2007-06-15,493.722
2007-06-18,502.142
2007-06-19,505.805
2007-06-20,508.612
2007-06-21,505.337
2007-06-22,509.358
2007-06-25,508.719
2007-06-26,505.722
2007-06-27,493.624
2007-06-28,497.692
2007-06-29,503.504
2007-07-02,508.189
2007-07-03,506.894
2007-07-04,504.881
2007-07-05,507.159
2007-07-06,504.655
2007-07-09,504.501
2007-07-10,501.658
2007-07-11,498.702
2007-07-12,502.076
2007-07-13,503.338
2007-07-16,505.243
2007-07-17,505.828
2007-07-18,508.168
2007-07-19,511.134
2007-07-20,515.093
2007-07-23,518.906
2007-07-24,523.043
2007-07-25,518.117
2007-07-26,513.995
2007-07-27,490.936
2007-07-30,489.019
2007-07-31,493.144
2007-08-01,481.652
2007-08-02,482.19
2007-08-03,477.894
2007-08-06,472.533
2007-08-07,482.229
2007-08-08,482.794
2007-08-09,481.886
2007-08-10,469.371
2007-08-13,462.635
2007-08-14,456.246
2007-08-15,441.364
2007-08-16,414.833
2007-08-17,411.434
2007-08-20,424.754
2007-08-21,428.645
2007-08-22,433.18
2007-08-23,446.488
2007-08-24,446.971
2007-08-27,449.661
2007-08-28,443.381
2007-08-29,438.059
2007-08-30,444.1
2007-08-31,440.483
2007-09-03,438.459
2007-09-04,439.105
2007-09-05,431.85
2007-09-06,431.87
2007-09-07,434.635
2007-09-10,434.887
2007-09-11,442.576
2007-09-12,448.395
2007-09-13,452.366
2007-09-14,451.726
2007-09-17,451.725
2007-09-18,447.112
2007-09-19,465.018
2007-09-20,472.776
2007-09-21,492.209
2007-09-24,488.984
2007-09-25,483.263
2007-09-26,489.106
2007-09-27,491.109
2007-09-28,497.543
2007-10-01,507.093
2007-10-02,507.623
2007-10-03,508.613
2007-10-04,503.395
2007-10-05,509.209
2007-10-08,511.202
2007-10-09,508.411
2007-10-10,509.597
2007-10-11,519.253
2007-10-12,520.816
2007-10-15,519.508
2007-10-16,502.322
2007-10-17,510.398
2007-10-18,513.027
2007-10-19,509.755
2007-10-22,504.211
2007-10-23,509.124
2007-10-24,507.781
2007-10-25,513.426
2007-10-26,513.82
2007-10-29,514.465
2007-10-30,514.39
2007-10-31,516.136
2007-11-01,513.089
2007-11-02,506.166
2007-11-05,511.946
2007-11-06,514.925
2007-11-07,522.056
2007-11-08,514.865
2007-11-09,504.712
2007-11-12,488.215
2007-11-13,495.409
2007-11-14,504.8
2007-11-15,496.416
2007-11-16,497.473
2007-11-19,496.706
2007-11-20,497.216
2007-11-21,489.49
2007-11-22,482.812
2007-11-23,483.297
2007-11-26,483.378
2007-11-27,487.283
2007-11-28,486.261
2007-11-29,487.922
2007-11-30,487.979
2007-12-03,490.609
2007-12-04,488.622
2007-12-05,489.442
2007-12-06,495.779
2007-12-07,505.703
2007-12-10,505.837
2007-12-11,502.276
2007-12-12,504.311
2007-12-13,498.636
2007-12-14,490.403
2007-12-17,477.647
2007-12-18,469.074
2007-12-19,475.732
2007-12-20,475.25
2007-12-21,484.872
2007-12-24,492.617
2007-12-25,492.617
2007-12-26,494.383
2007-12-27,494.107
2007-12-28,495.741
2007-12-31,493.519
2008-01-01,493.519
2008-01-02,495.091
2008-01-03,495.021
2008-01-04,490.727
2008-01-07,481.886
2008-01-08,482.794
2008-01-09,480.845
2008-01-10,484.251
2008-01-11,485.335
2008-01-14,481.83
2008-01-15,476.321
2008-01-16,459.748
2008-01-17,459.938
2008-01-18,442.274
2008-01-21,435.213
2008-01-22,441.872
2008-01-23,439.781
2008-01-24,454.583
2008-01-25,460.003
2008-01-28,457.161
2008-01-29,458.599
2008-01-30,459.753
2008-01-31,456.078
2008-02-01,463.3
2008-02-04,463.226
2008-02-05,455.388
2008-02-06,455.562
2008-02-07,453.635
2008-02-08,451.18
2008-02-11,446.089
2008-02-12,446.041
2008-02-13,438.768
2008-02-14,439.55
2008-02-15,433.943
2008-02-18,448.378
2008-02-19,453.176
2008-02-20,444.467
2008-02-21,443.378
2008-02-22,445.878
2008-02-25,447.527
2008-02-26,449.931
2008-02-27,455.459
2008-02-28,457.342
2008-02-29,445.99
2008-03-03,447.482
2008-03-04,450.545
2008-03-05,454.972
2008-03-06,453.885
2008-03-07,446.568
2008-03-10,441.405
2008-03-11,439.961
2008-03-12,448.261
2008-03-13,451.585
2008-03-14,444.912
2008-03-17,427.316
2008-03-18,424.262
2008-03-19,426.614
2008-03-20,415.302
2008-03-21,415.302
2008-03-24,419.914
2008-03-25,424.731
2008-03-26,424.108
2008-03-27,423.925
2008-03-28,427.35
2008-03-31,428.319
2008-04-01,429.141
2008-04-02,440.992
2008-04-03,442.08
2008-04-04,444.21
2008-04-07,453.238
2008-04-08,452.743
2008-04-09,448.574
2008-04-10,444.67
2008-04-11,441.848
2008-04-14,431.901
2008-04-15,432.429
2008-04-16,437.373
2008-04-17,445.066
2008-04-18,441.911
2008-04-21,447.951
2008-04-22,448.35
2008-04-23,448.533
2008-04-24,444.251
2008-04-25,441.799
2008-04-28,445.458
2008-04-29,435.53
2008-04-30,438.478
2008-05-01,433.257
2008-05-02,439.697
2008-05-05,444.942
2008-05-06,447.341
2008-05-07,440.279
2008-05-08,430.908
2008-05-09,427.812
2008-05-12,429.802
2008-05-13,431.723
2008-05-14,428.644
2008-05-15,430.464
2008-05-16,437.746
2008-05-19,440.769
2008-05-20,438.186
2008-05-21,436.799
2008-05-22,434.998
2008-05-23,435.221
2008-05-26,430.858
2008-05-27,426.716
2008-05-28,421.979
2008-05-29,418.89
2008-05-30,426.422
2008-06-02,427.075
2008-06-03,423.833
2008-06-04,425.646
2008-06-05,419.641
2008-06-06,422.072
2008-06-09,413.73
2008-06-10,410.711
2008-06-11,411.256
2008-06-12,402.593
2008-06-13,403.304
2008-06-16,402.275
2008-06-17,401.164
2008-06-18,400.499
2008-06-19,396.544
2008-06-20,391.979
2008-06-23,388.682
2008-06-24,395.905
2008-06-25,392.1
2008-06-26,391.939
2008-06-27,386.587
2008-06-30,384.746
2008-07-01,380.645
2008-07-02,383.347
2008-07-03,372.94
2008-07-04,379.411
2008-07-07,374.034
2008-07-08,372.886
2008-07-09,381.842
2008-07-10,378.003
2008-07-11,378.921
2008-07-14,375.022
2008-07-15,380.436
2008-07-16,377.252
2008-07-17,379.147
2008-07-18,379.443
2008-07-21,379.062
2008-07-22,381.871
2008-07-23,384.921
2008-07-24,394.113
2008-07-25,391.066
2008-07-28,390.579
2008-07-29,385.811
2008-07-30,389.882
2008-07-31,389.761
2008-08-01,384.653
2008-08-04,389.447
2008-08-05,385.296
2008-08-06,387.652
2008-08-07,385.958
2008-08-08,383.645
2008-08-11,387.031
2008-08-12,384.791
2008-08-13,380.56
2008-08-14,383.468
2008-08-15,388.11
2008-08-18,389.21
2008-08-19,392.504
2008-08-20,390.785
2008-08-21,394.613
2008-08-22,390.007
2008-08-25,386.879
2008-08-26,379.571
2008-08-27,384.896
2008-08-28,384.854
2008-08-29,386.914
2008-09-01,382.769
2008-09-02,379.638
2008-09-03,381.867
2008-09-04,375.871
2008-09-05,364.586
2008-09-08,369.006
2008-09-09,368.974
2008-09-10,366.514
2008-09-11,356.005
2008-09-12,368.931
2008-09-15,364.764
2008-09-16,352.188
2008-09-17,361.766
2008-09-18,355.715
2008-09-19,367.347
2008-09-22,374.588
2008-09-23,367.177
2008-09-24,368.001
2008-09-25,364.23
2008-09-26,361.239
2008-09-29,356.37
2008-09-30,340.495
2008-10-01,352.718
2008-10-02,352.562
2008-10-03,350.056
2008-10-06,325.164
2008-10-07,322.52
2008-10-08,301.309
2008-10-09,311.328
2008-10-10,284.709
2008-10-13,287.564
2008-10-14,313.678
2008-10-15,309.803
2008-10-16,291.236
2008-10-17,302.229
2008-10-20,307.607
2008-10-21,314.334
2008-10-22,299.711
2008-10-23,291.515
2008-10-24,268.893
2008-10-27,261.662
2008-10-28,258.718
2008-10-29,278.085
2008-10-30,280.345
2008-10-31,282.034
2008-11-03,290.721
2008-11-04,299.384
2008-11-05,301.231
2008-11-06,291.393
2008-11-07,283.734
2008-11-10,287.241
2008-11-11,277.241
2008-11-12,267.969
2008-11-13,262.294
2008-11-14,268.232
2008-11-17,262.765
2008-11-18,260.29
2008-11-19,257.898
2008-11-20,242.149
2008-11-21,235.677
2008-11-24,243.209
2008-11-25,243.589
2008-11-26,243.767
2008-11-27,249.053
2008-11-28,251.452
2008-12-01,245.639
2008-12-02,241.248
2008-12-03,245.935
2008-12-04,247.37
2008-12-05,242.119
2008-12-08,251.638
2008-12-09,252.951
2008-12-10,253.36
2008-12-11,255.341
2008-12-12,249.28
2008-12-15,251.831
2008-12-16,257.707
2008-12-17,268.282
2008-12-18,272.446
2008-12-19,261.768
2008-12-22,259.298
2008-12-23,257.353
2008-12-24,261.239
2008-12-25,261.239
2008-12-26,261.739
2008-12-29,266.57
2008-12-30,265.239
2008-12-31,268.75
2009-01-01,268.75
2009-01-02,269.049
2009-01-05,275.004
2009-01-06,278.284
2009-01-07,276.676
2009-01-08,274.841
2009-01-09,275.269
2009-01-12,269.82
2009-01-13,257.37
2009-01-14,253.189
2009-01-15,247.298
2009-01-16,253.139
2009-01-19,251.622
2009-01-20,242.24
2009-01-21,237.981
2009-01-22,242.2
2009-01-23,240.591
2009-01-26,243.472
2009-01-27,243.646
2009-01-28,250.258
2009-01-29,243.307
2009-01-30,238.583
2009-02-02,236.301
2009-02-03,239.242
2009-02-04,240.902
2009-02-05,240.656
2009-02-06,246.487
2009-02-09,256.037
2009-02-10,250.709
2009-02-11,243.453
2009-02-12,241.24
2009-02-13,245.846
2009-02-16,232.805
2009-02-17,229.657
2009-02-18,224.553
2009-02-19,226.137
2009-02-20,220.271
2009-02-23,216.005
2009-02-24,211.998
2009-02-25,213.72
2009-02-26,216.072
2009-02-27,214.137
2009-03-02,209.073
2009-03-03,205.879
2009-03-04,212.373
2009-03-05,214.157
2009-03-06,214.564
2009-03-09,210.47
2009-03-10,215.558
2009-03-11,219.156
2009-03-12,220.999
2009-03-13,225.884
2009-03-16,231.938
2009-03-17,230.181
2009-03-18,229.783
2009-03-19,243.68
2009-03-20,237.942
2009-03-23,241.212
2009-03-24,244.385
2009-03-25,245.422
2009-03-26,250.451
2009-03-27,248.551
2009-03-30,244.57
2009-03-31,244.742
2009-04-01,236.144
2009-04-02,244.068
2009-04-03,245.423
2009-04-06,246.949
2009-04-07,237.828
2009-04-08,238.758
2009-04-09,239.967
2009-04-10,239.967
2009-04-13,241.657
2009-04-14,243.97
2009-04-15,240.606
2009-04-16,241.155
2009-04-17,245.231
2009-04-20,241.215
2009-04-21,238.545
2009-04-22,237.846
2009-04-23,236.334
2009-04-24,241.488
2009-04-27,240.467
2009-04-28,237.602
2009-04-29,245.553
2009-04-30,246.145
2009-05-01,247.05
2009-05-04,252.168
2009-05-05,260.062
2009-05-06,261.069
2009-05-07,270.979
2009-05-08,274.706
2009-05-11,280.519
2009-05-12,278.074
2009-05-13,274.346
2009-05-14,267.768
2009-05-15,267.567
2009-05-18,264.196
2009-05-19,274.258
2009-05-20,278.078
2009-05-21,276.021
2009-05-22,280.318
2009-05-25,279.686
2009-05-26,276.056
2009-05-27,280.99
2009-05-28,278.086
2009-05-29,291.152
2009-06-01,294.584
2009-06-02,300.472
2009-06-03,295.199
2009-06-04,287.126
2009-06-05,293.563
2009-06-08,284.521
2009-06-09,288.893
2009-06-10,289.041
2009-06-11,293.348
2009-06-12,291.602
2009-06-15,290.057
2009-06-16,288.668
2009-06-17,285.677
2009-06-18,290.777
2009-06-19,291.095
2009-06-22,288.674
2009-06-23,284.081
2009-06-24,289.421
2009-06-25,287.7
2009-06-26,292.289
2009-06-29,291.46
2009-06-30,290.66
2009-07-01,287.384
2009-07-02,281.648
2009-07-03,280.871
2009-07-06,279.35
2009-07-07,283.228
2009-07-08,277.537
2009-07-09,278.628
2009-07-10,278.292
2009-07-13,277.718
2009-07-14,280.623
2009-07-15,289.034
2009-07-16,290.175
2009-07-17,290.973
2009-07-20,295.475
2009-07-21,302.125
2009-07-22,304.987
2009-07-23,309.876
2009-07-24,312.709
2009-07-27,316.511
2009-07-28,320.188
2009-07-29,317.751
2009-07-30,315.273
2009-07-31,322.222
2009-08-03,328.727
2009-08-04,332.264
2009-08-05,334.904
2009-08-06,334.548
2009-08-07,337.116
2009-08-10,342.814
2009-08-11,338.78
2009-08-12,339.741
2009-08-13,347.721
2009-08-14,352.424
2009-08-17,337.154
2009-08-18,337.663
2009-08-19,339.512
2009-08-20,338.209
2009-08-21,342.803
2009-08-24,346.181
2009-08-25,344.126
2009-08-26,340.863
2009-08-27,338.629
2009-08-28,343.214
2009-08-31,340.55
2009-09-01,339.722
2009-09-02,331.262
2009-09-03,334.558
2009-09-04,339.782
2009-09-07,346.185
2009-09-08,347.716
2009-09-09,347.255
2009-09-10,349.572
2009-09-11,358.163
2009-09-14,353.429
2009-09-15,350.848
2009-09-16,355.013
2009-09-17,359.524
2009-09-18,359.121
2009-09-21,356.003
2009-09-22,364.529
2009-09-23,367.42
2009-09-24,364.237
2009-09-25,358.023
2009-09-28,358.8
2009-09-29,359.01
2009-09-30,365.604
2009-10-01,363.858
2009-10-02,357.992
2009-10-05,361.12
2009-10-06,371.021
2009-10-07,371.704
2009-10-08,373.983
2009-10-09,372.176
2009-10-12,372.471
2009-10-13,370.924
2009-10-14,373.52
2009-10-15,379.389
2009-10-16,377.109
2009-10-19,385.472
2009-10-20,385.045
2009-10-21,383.042
2009-10-22,383.244
2009-10-23,383.596
2009-10-26,380.7
2009-10-27,375.725
2009-10-28,370.455
2009-10-29,368.955
2009-10-30,368.2
2009-11-02,365.692
2009-11-03,363.247
2009-11-04,365.9
2009-11-05,364.064
2009-11-06,368.235
2009-11-09,375.955
2009-11-10,376.17
2009-11-11,373.354
2009-11-12,372.841
2009-11-13,374.603
2009-11-16,379.853
2009-11-17,373.784
2009-11-18,372.937
2009-11-19,366.134
2009-11-20,362.912
2009-11-23,368.832
2009-11-24,364.382
2009-11-25,363.242
2009-11-26,361.422
2009-11-27,355.508
2009-11-30,359.396
2009-12-01,368.678
2009-12-02,368.806
2009-12-03,368.868
2009-12-04,369.069
2009-12-07,370.296
2009-12-08,368.204
2009-12-09,369.609
2009-12-10,377.41
2009-12-11,373.459
2009-12-14,372.014
2009-12-15,373.802
2009-12-16,373.489
2009-12-17,369.444
2009-12-18,366.763
2009-12-21,368.197
2009-12-22,368.792
2009-12-23,370.616
2009-12-24,370.793
2009-12-25,370.793
2009-12-28,372.741
2009-12-29,378.237
2009-12-30,377.769
2009-12-31,382.322
2010-01-01,382.322
2010-01-04,385.606
2010-01-05,388.84
2010-01-06,389.006
2010-01-07,391.771
2010-01-08,392.373
2010-01-11,396.524
2010-01-12,395.216
2010-01-13,393.519
2010-01-14,396.049
2010-01-15,393.103
2010-01-18,393.027
2010-01-19,391.095
2010-01-20,381.076
2010-01-21,375.259
2010-01-22,371.66
2010-01-25,372.846
2010-01-26,369.542
2010-01-27,368.119
2010-01-28,368.958
2010-01-29,367.195
2010-02-01,365.869
2010-02-02,369.764
2010-02-03,367.965
2010-02-04,360.084
2010-02-05,355.344
2010-02-08,354.639
2010-02-09,355.494
2010-02-10,356.953
2010-02-11,356.464
2010-02-12,357.333
2010-02-15,354.673
2010-02-16,359.979
2010-02-17,360.411
2010-02-18,360.26
2010-02-19,355.829
2010-02-22,360.798
2010-02-23,360.729
2010-02-24,357.606
2010-02-25,356.979
2010-02-26,364.14
2010-03-01,366.053
2010-03-02,366.278
2010-03-03,365.151
2010-03-04,362.584
2010-03-05,367.26
2010-03-08,370.894
2010-03-09,370.365
2010-03-10,374.796
2010-03-11,368.875
2010-03-12,369.764
2010-03-15,370.034
2010-03-16,371.329
2010-03-17,375.499
2010-03-18,374.234
2010-03-19,373.155
2010-03-22,370.923
2010-03-23,371.836
2010-03-24,370.51
2010-03-25,374.729
2010-03-26,372.136
2010-03-29,378.217
2010-03-30,378.898
2010-03-31,378.99
2010-04-01,377.611
2010-04-02,377.611
2010-04-05,376.249
2010-04-06,377.463
2010-04-07,382.951
2010-04-08,381.651
2010-04-09,388.159
2010-04-12,387.839
2010-04-13,386.362
2010-04-14,387.376
2010-04-15,386.358
2010-04-16,383.552
2010-04-19,377.96
2010-04-20,381.369
2010-04-21,383.516
2010-04-22,382.489
2010-04-23,386.366
2010-04-26,392.665
2010-04-27,390.224
2010-04-28,387.197
2010-04-29,391.082
2010-04-30,397.207
2010-05-03,396.064
2010-05-04,394.335
2010-05-05,387.542
2010-05-06,385.882
2010-05-07,374.771
2010-05-10,382.729
2010-05-11,380.438
2010-05-12,378.455
2010-05-13,381.364
2010-05-14,379.888
2010-05-17,370.031
2010-05-18,367.687
2010-05-19,350.472
2010-05-20,346.467
2010-05-21,344.69
2010-05-24,344.548
2010-05-25,336.8
2010-05-26,336.715
2010-05-27,342.273
2010-05-28,343.291
2010-05-31,340.226
2010-06-01,344.024
2010-06-02,338.133
2010-06-03,341.191
2010-06-04,336.842
2010-06-07,330.346
2010-06-08,326.756
2010-06-09,334.411
2010-06-10,340.352
2010-06-11,345.99
2010-06-14,352.482
2010-06-15,350.811
2010-06-16,355.679
2010-06-17,355.369
2010-06-18,357.136
2010-06-21,360.042
2010-06-22,357.459
2010-06-23,357.372
2010-06-24,353.819
2010-06-25,352.867
2010-06-28,352.832
2010-06-29,343.761
2010-06-30,338.929
2010-07-01,334.251
2010-07-02,337.124
2010-07-05,336.224
2010-07-06,340.96
2010-07-07,342.382
2010-07-08,348.245
2010-07-09,350.958
2010-07-12,353.177
2010-07-13,353.438
2010-07-14,359.484
2010-07-15,358.937
2010-07-16,351.691
2010-07-19,345.509
2010-07-20,350.764
2010-07-21,355.813
2010-07-22,356.074
2010-07-23,357.605
2010-07-26,362.329
2010-07-27,363.954
2010-07-28,362.294
2010-07-29,361.687
2010-07-30,362.143
2010-08-02,368.673
2010-08-03,369.946
2010-08-04,368.078
2010-08-05,364.821
2010-08-06,364.243
2010-08-09,364.96
2010-08-10,361.176
2010-08-11,356.623
2010-08-12,350.418
2010-08-13,351.104
2010-08-16,350.836
2010-08-17,350.479
2010-08-18,354.775
2010-08-19,352.684
2010-08-20,347.148
2010-08-23,351.386
2010-08-24,353.495
2010-08-25,346.816
2010-08-26,353.331
2010-08-27,354.117
2010-08-30,358.703
2010-08-31,353.356
2010-09-01,362.423
2010-09-02,367.821
2010-09-03,372.871
2010-09-06,376.236
2010-09-07,380.522
2010-09-08,379.391
2010-09-09,382.572
2010-09-10,381.668
2010-09-13,385.757
2010-09-14,390.124
2010-09-15,388.845
2010-09-16,383.514
2010-09-17,387.112
2010-09-20,392.057
2010-09-21,393.27
2010-09-22,399.517
