Date,EUROPE SMID VALUE SMID (Small+Mid Cap)
2016-02-29,906.244
2016-03-31,986.743
2016-04-29,1016.236
2016-05-31,1005.839
2016-06-30,920.366
2016-07-29,977.946
2016-08-31,987.704
2016-09-30,1007.282
2016-10-31,973.791
2016-11-30,960.789
2016-12-30,1006.216
2017-01-31,1030.665
2017-02-28,1041.018
2017-03-31,1079.992
2017-04-28,1141.545
2017-05-31,1188.8
2017-06-30,1180.968
2017-07-31,1236.024
2017-08-31,1236.819
2017-09-29,1272.834
2017-10-31,1277.743
2017-11-30,1287.342
2017-12-29,1325.659
2018-01-31,1391.935
2018-02-28,1328.378
2018-03-30,1316.883
2018-04-30,1362.056
2018-05-31,1315.059
2018-06-29,1293.775
2018-07-31,1319.025
2018-08-31,1294.286
2018-09-28,1289.534
2018-10-31,1186.411
2018-11-30,1158.616
2018-12-31,1094.361
2019-01-31,1194.543
2019-02-28,1222.687
2019-03-29,1206.709
2019-04-30,1253.015
2019-05-31,1164.863
2019-06-28,1228.6
2019-07-31,1195.385
2019-08-30,1165.951
2019-09-30,1217.444
2019-10-31,1280.922
2019-11-29,1305.924
2019-12-31,1378.344
2020-01-31,1321.003
2020-02-28,1192.708
2020-03-31,901.654
2020-04-30,984.205
2020-05-29,1016.589
2020-06-30,1051.061
2020-07-31,1096.722
2020-08-31,1172.77
2020-09-30,1124.694
2020-10-30,1072.822
2020-11-30,1314.559
2020-12-31,1402.952
2021-01-29,1395.735
2021-02-26,1461.612
2021-03-31,1504.841
2021-04-30,1573.963
2021-05-31,1637.954
2021-06-30,1573.186
2021-07-30,1606.569
2021-08-31,1634.253
2021-09-30,1549.13
2021-10-29,1587.219
2021-11-30,1499.62
2021-12-31,1599.022
2022-01-31,1549.194
2022-02-28,1499.846
2022-03-31,1486.036
2022-04-29,1410.028
2022-05-31,1423.445
2022-06-30,1229.678
2022-07-29,1282.273
2022-08-31,1195.665
2022-09-30,1055.547
2022-10-31,1154.712
2022-11-30,1279.381
2022-12-30,1301.254
2023-01-31,1442.247
2023-02-28,1444.435
2023-03-31,1401.727
2023-04-28,1456.178
2023-05-31,1354.479
2023-06-30,1408.484
2023-07-31,1492.944
2023-08-31,1432.879
2023-09-29,1376.663
2023-10-31,1315.335
2023-11-30,1454.824
2023-12-29,1551.997
2024-01-31,1522.285
2024-02-29,1505.73
2024-03-29,1577.566
2024-04-30,1570.171
2024-05-31,1680.595
2024-06-28,1601.315
2024-07-31,1680.388
2024-08-30,1725.503
2024-09-30,1764.654
2024-10-31,1659.21
2024-11-29,1645.058
2024-12-31,1604.989
2025-01-31,1684.656
2025-02-28,1731.404
2025-03-31,1770.609
2025-04-30,1894.391
2025-05-30,2024.908
2025-06-30,2096.473
2025-07-31,2068.407
2025-08-29,2141.434
2025-09-30,2160.489
2025-10-31,2168.861
2025-11-28,2205.85
2025-12-31,2292.481
