Date,EUROPE SMID VALUE SMID (Small+Mid Cap)
2002-09-17,249.479
2002-09-18,244.854
2002-09-19,242.939
2002-09-20,243.699
2002-09-23,238.4
2002-09-24,232.53
2002-09-25,234.378
2002-09-26,238.47
2002-09-27,238.565
2002-09-30,234.786
2002-10-01,233.554
2002-10-02,234.974
2002-10-03,233.151
2002-10-04,230.539
2002-10-07,227.138
2002-10-08,224.491
2002-10-09,223.437
2002-10-10,224.624
2002-10-11,233.464
2002-10-14,231.763
2002-10-15,239.702
2002-10-16,238.846
2002-10-17,241.361
2002-10-18,241.013
2002-10-21,241.998
2002-10-22,241.874
2002-10-23,238.292
2002-10-24,241.316
2002-10-25,240.018
2002-10-28,243.295
2002-10-29,238.689
2002-10-30,240.569
2002-10-31,245.355
2002-11-01,244.817
2002-11-04,250.169
2002-11-05,252.002
2002-11-06,250.487
2002-11-07,251.349
2002-11-08,250.546
2002-11-11,248.171
2002-11-12,249.962
2002-11-13,247.011
2002-11-14,247.612
2002-11-15,248.944
2002-11-18,251.401
2002-11-19,250.824
2002-11-20,248.211
2002-11-21,253.479
2002-11-22,254.132
2002-11-25,251.573
2002-11-26,248.8
2002-11-27,251.335
2002-11-28,255.539
2002-11-29,256.613
2002-12-02,257.274
2002-12-03,254.623
2002-12-04,254.197
2002-12-05,253.193
2002-12-06,252.897
2002-12-09,249.087
2002-12-10,248.964
2002-12-11,251.0
2002-12-12,249.782
2002-12-13,248.98
2002-12-16,250.535
2002-12-17,250.406
2002-12-18,247.612
2002-12-19,247.095
2002-12-20,248.839
2002-12-23,247.933
2002-12-24,248.651
2002-12-25,248.651
2002-12-26,248.953
2002-12-27,246.784
2002-12-30,249.679
2002-12-31,251.948
2003-01-01,251.946
2003-01-02,254.613
2003-01-03,256.335
2003-01-06,257.729
2003-01-07,255.542
2003-01-08,250.921
2003-01-09,253.572
2003-01-10,256.067
2003-01-13,256.577
2003-01-14,257.565
2003-01-15,255.35
2003-01-16,256.263
2003-01-17,255.075
2003-01-20,254.128
2003-01-21,252.159
2003-01-22,250.032
2003-01-23,249.428
2003-01-24,249.635
2003-01-27,243.187
2003-01-28,242.361
2003-01-29,240.25
2003-01-30,242.143
2003-01-31,242.232
2003-02-03,245.186
2003-02-04,243.239
2003-02-05,245.197
2003-02-06,242.69
2003-02-07,241.258
2003-02-10,238.786
2003-02-11,240.34
2003-02-12,237.525
2003-02-13,238.223
2003-02-14,238.125
2003-02-17,240.095
2003-02-18,240.131
2003-02-19,239.366
2003-02-20,239.414
2003-02-21,239.7
2003-02-24,237.286
2003-02-25,231.062
2003-02-26,230.263
2003-02-27,230.262
2003-02-28,233.723
2003-03-03,235.545
2003-03-04,233.37
2003-03-05,233.285
2003-03-06,232.142
2003-03-07,228.995
2003-03-10,226.809
2003-03-11,226.442
2003-03-12,221.953
2003-03-13,226.607
2003-03-14,229.225
2003-03-17,231.853
2003-03-18,233.321
2003-03-19,234.331
2003-03-20,234.429
2003-03-21,238.135
2003-03-24,234.659
2003-03-25,235.322
2003-03-26,236.057
2003-03-27,233.996
2003-03-28,233.142
2003-03-31,231.321
2003-04-01,231.974
2003-04-02,234.984
2003-04-03,235.531
2003-04-04,236.463
2003-04-07,241.657
2003-04-08,239.685
2003-04-09,240.202
2003-04-10,241.686
2003-04-11,241.866
2003-04-14,243.804
2003-04-15,246.843
2003-04-16,248.371
2003-04-17,250.481
2003-04-18,250.481
2003-04-21,248.858
2003-04-22,252.006
2003-04-23,256.688
2003-04-24,256.422
2003-04-25,254.173
2003-04-28,257.473
2003-04-29,259.382
2003-04-30,263.373
2003-05-01,264.872
2003-05-02,265.901
2003-05-05,268.875
2003-05-06,274.434
2003-05-07,273.486
2003-05-08,271.042
2003-05-09,273.061
2003-05-12,275.208
2003-05-13,275.827
2003-05-14,277.345
2003-05-15,278.821
2003-05-16,282.131
2003-05-19,278.818
2003-05-20,278.884
2003-05-21,277.918
2003-05-22,279.575
2003-05-23,280.975
2003-05-26,281.786
2003-05-27,282.174
2003-05-28,284.641
2003-05-29,287.922
2003-05-30,288.134
2003-06-02,290.995
2003-06-03,289.366
2003-06-04,291.61
2003-06-05,296.443
2003-06-06,300.094
2003-06-09,298.16
2003-06-10,296.165
2003-06-11,300.551
2003-06-12,302.127
2003-06-13,300.797
2003-06-16,304.685
2003-06-17,307.563
2003-06-18,304.72
2003-06-19,301.778
2003-06-20,300.977
2003-06-23,296.253
2003-06-24,292.736
2003-06-25,295.846
2003-06-26,292.513
2003-06-27,293.213
2003-06-30,293.2
2003-07-01,292.658
2003-07-02,295.569
2003-07-03,298.143
2003-07-04,297.432
2003-07-07,300.25
2003-07-08,300.181
2003-07-09,299.438
2003-07-10,298.405
2003-07-11,299.42
2003-07-14,302.765
2003-07-15,300.734
2003-07-16,298.978
2003-07-17,296.333
2003-07-18,297.618
2003-07-21,298.842
2003-07-22,299.306
2003-07-23,301.591
2003-07-24,305.186
2003-07-25,306.631
2003-07-28,307.615
2003-07-29,307.943
2003-07-30,306.824
2003-07-31,306.05
2003-08-01,306.441
2003-08-04,306.817
2003-08-05,308.076
2003-08-06,305.892
2003-08-07,306.555
2003-08-08,305.987
2003-08-11,305.76
2003-08-12,306.714
2003-08-13,309.525
2003-08-14,310.591
2003-08-15,311.35
2003-08-18,311.684
2003-08-19,312.232
2003-08-20,313.232
2003-08-21,312.773
2003-08-22,311.767
2003-08-25,311.197
2003-08-26,308.11
2003-08-27,309.601
2003-08-28,310.822
2003-08-29,312.324
2003-09-01,314.995
2003-09-02,314.139
2003-09-03,317.754
2003-09-04,318.349
2003-09-05,320.695
2003-09-08,322.628
2003-09-09,321.419
2003-09-10,318.778
2003-09-11,319.515
2003-09-12,322.036
2003-09-15,323.36
2003-09-16,322.217
2003-09-17,325.029
2003-09-18,327.16
2003-09-19,328.769
2003-09-22,327.755
2003-09-23,327.209
2003-09-24,327.187
2003-09-25,324.813
2003-09-26,322.328
2003-09-29,323.313
2003-09-30,321.161
2003-10-01,325.175
2003-10-02,326.895
2003-10-03,331.039
2003-10-06,333.285
2003-10-07,333.603
2003-10-08,335.059
2003-10-09,337.103
2003-10-10,338.434
2003-10-13,339.483
2003-10-14,340.605
2003-10-15,343.612
2003-10-16,344.504
2003-10-17,342.241
2003-10-20,342.779
2003-10-21,343.397
2003-10-22,341.258
2003-10-23,339.439
2003-10-24,340.341
2003-10-27,341.503
2003-10-28,342.025
2003-10-29,343.95
2003-10-30,346.274
2003-10-31,345.312
2003-11-03,344.925
2003-11-04,345.318
2003-11-05,344.127
2003-11-06,343.367
2003-11-07,347.56
2003-11-10,347.11
2003-11-11,345.155
2003-11-12,349.86
2003-11-13,352.578
2003-11-14,354.923
2003-11-17,350.469
2003-11-18,352.53
2003-11-19,351.899
2003-11-20,349.952
2003-11-21,351.214
2003-11-24,351.341
2003-11-25,353.23
2003-11-26,356.633
2003-11-27,357.7
2003-11-28,359.328
2003-12-01,362.808
2003-12-02,366.015
2003-12-03,367.61
2003-12-04,366.439
2003-12-05,367.024
2003-12-08,368.315
2003-12-09,369.861
2003-12-10,367.684
2003-12-11,365.251
2003-12-12,368.121
2003-12-15,369.401
2003-12-16,367.885
2003-12-17,368.631
2003-12-18,370.214
2003-12-19,369.919
2003-12-22,370.244
2003-12-23,372.629
2003-12-24,374.286
2003-12-25,374.285
2003-12-26,374.328
2003-12-29,376.02
2003-12-30,379.36
2003-12-31,382.021
2004-01-01,382.025
2004-01-02,384.801
2004-01-05,389.303
2004-01-06,391.374
2004-01-07,390.199
2004-01-08,393.397
2004-01-09,396.948
2004-01-12,396.329
2004-01-13,397.16
2004-01-14,397.908
2004-01-15,396.08
2004-01-16,393.773
2004-01-19,394.061
2004-01-20,398.76
2004-01-21,401.776
2004-01-22,404.699
2004-01-23,402.302
2004-01-26,398.189
2004-01-27,401.056
2004-01-28,401.501
2004-01-29,393.018
2004-01-30,395.58
2004-02-02,396.613
2004-02-03,399.731
2004-02-04,397.585
2004-02-05,400.609
2004-02-06,405.831
2004-02-09,408.983
2004-02-10,410.598
2004-02-11,411.567
2004-02-12,418.236
2004-02-13,417.351
2004-02-16,418.778
2004-02-17,423.233
2004-02-18,425.27
2004-02-19,423.681
2004-02-20,418.652
2004-02-23,419.373
2004-02-24,419.895
2004-02-25,417.072
2004-02-26,413.251
2004-02-27,413.948
2004-03-01,419.207
2004-03-02,416.108
2004-03-03,410.431
2004-03-04,412.924
2004-03-05,420.11
2004-03-08,420.123
2004-03-09,417.687
2004-03-10,408.484
2004-03-11,399.821
2004-03-12,399.592
2004-03-15,394.098
2004-03-16,398.63
2004-03-17,400.034
2004-03-18,402.352
2004-03-19,402.635
2004-03-22,397.262
2004-03-23,396.937
2004-03-24,393.739
2004-03-25,396.383
2004-03-26,394.62
2004-03-29,399.808
2004-03-30,400.656
2004-03-31,405.403
2004-04-01,411.469
2004-04-02,408.968
2004-04-05,406.133
2004-04-06,407.57
2004-04-07,411.17
2004-04-08,410.986
2004-04-09,410.986
2004-04-12,410.248
2004-04-13,406.855
2004-04-14,400.001
2004-04-15,398.546
2004-04-16,403.695
2004-04-19,405.637
2004-04-20,405.41
2004-04-21,400.434
2004-04-22,402.147
2004-04-23,403.334
2004-04-26,406.614
2004-04-27,407.465
2004-04-28,402.383
2004-04-29,401.107
2004-04-30,398.959
2004-05-03,399.467
2004-05-04,404.855
2004-05-05,406.483
2004-05-06,400.573
2004-05-07,395.323
2004-05-10,382.632
2004-05-11,383.816
2004-05-12,384.475
2004-05-13,385.493
2004-05-14,384.089
2004-05-17,382.516
2004-05-18,384.51
2004-05-19,392.812
2004-05-20,387.791
2004-05-21,391.897
2004-05-24,392.035
2004-05-25,395.065
2004-05-26,398.381
2004-05-27,405.52
2004-05-28,405.404
2004-05-31,405.481
2004-06-01,404.244
2004-06-02,407.889
2004-06-03,407.974
2004-06-04,410.783
2004-06-07,414.667
2004-06-08,414.21
2004-06-09,409.581
2004-06-10,410.143
2004-06-11,407.027
2004-06-14,404.995
2004-06-15,406.4
2004-06-16,407.639
2004-06-17,409.408
2004-06-18,412.586
2004-06-21,412.011
2004-06-22,410.09
2004-06-23,411.165
2004-06-24,414.043
2004-06-25,414.289
2004-06-28,419.018
2004-06-29,415.959
2004-06-30,417.632
2004-07-01,416.19
2004-07-02,418.513
2004-07-05,416.929
2004-07-06,415.559
2004-07-07,418.444
2004-07-08,419.522
2004-07-09,418.702
2004-07-12,418.745
2004-07-13,417.178
2004-07-14,417.79
2004-07-15,415.146
2004-07-16,419.708
2004-07-19,418.125
2004-07-20,415.218
2004-07-21,413.251
2004-07-22,410.72
2004-07-23,406.473
2004-07-26,406.183
2004-07-27,405.16
2004-07-28,405.119
2004-07-29,407.97
2004-07-30,408.135
2004-08-02,408.2
2004-08-03,410.056
2004-08-04,406.99
2004-08-05,408.241
2004-08-06,408.488
2004-08-09,404.194
2004-08-10,407.434
2004-08-11,402.88
2004-08-12,403.204
2004-08-13,406.519
2004-08-16,408.296
2004-08-17,408.464
2004-08-18,407.984
2004-08-19,411.191
2004-08-20,409.442
2004-08-23,410.618
2004-08-24,408.16
2004-08-25,408.14
2004-08-26,409.807
2004-08-27,410.01
2004-08-30,409.9
2004-08-31,411.352
2004-09-01,413.341
2004-09-02,414.172
2004-09-03,412.598
2004-09-06,414.811
2004-09-07,414.628
2004-09-08,416.785
2004-09-09,416.434
2004-09-10,422.242
2004-09-13,422.966
2004-09-14,423.48
2004-09-15,418.099
2004-09-16,419.682
2004-09-17,422.202
2004-09-20,420.207
2004-09-21,424.413
2004-09-22,423.2
2004-09-23,422.329
2004-09-24,422.819
2004-09-27,422.481
2004-09-28,424.372
2004-09-29,426.985
2004-09-30,429.715
2004-10-01,433.167
2004-10-04,432.439
2004-10-05,433.86
2004-10-06,432.92
2004-10-07,432.906
2004-10-08,436.395
2004-10-11,435.778
2004-10-12,430.27
2004-10-13,430.061
2004-10-14,432.378
2004-10-15,434.936
2004-10-18,434.752
2004-10-19,437.834
2004-10-20,437.534
2004-10-21,440.082
2004-10-22,441.559
2004-10-25,441.649
2004-10-26,443.036
2004-10-27,445.965
2004-10-28,445.368
2004-10-29,444.697
2004-11-01,448.113
2004-11-02,450.18
2004-11-03,454.782
2004-11-04,456.394
2004-11-05,460.091
2004-11-08,461.62
2004-11-09,461.674
2004-11-10,464.286
2004-11-11,466.339
2004-11-12,469.032
2004-11-15,468.928
2004-11-16,467.864
2004-11-17,473.102
2004-11-18,472.403
2004-11-19,473.77
2004-11-22,471.765
2004-11-23,475.281
2004-11-24,478.279
2004-11-25,483.997
2004-11-26,485.3
2004-11-29,486.276
2004-11-30,486.475
2004-12-01,491.124
2004-12-02,492.454
2004-12-03,496.457
2004-12-06,497.479
2004-12-07,499.413
2004-12-08,493.213
2004-12-09,489.822
2004-12-10,490.442
2004-12-13,496.209
2004-12-14,496.626
2004-12-15,503.702
2004-12-16,500.929
2004-12-17,498.815
2004-12-20,506.304
2004-12-21,504.104
2004-12-22,505.239
2004-12-23,509.72
2004-12-24,511.223
2004-12-27,513.936
2004-12-28,513.333
2004-12-29,513.053
2004-12-30,515.385
2004-12-31,514.399
2005-01-03,512.758
2005-01-04,509.369
2005-01-05,506.174
2005-01-06,503.774
2005-01-07,503.274
2005-01-10,505.516
2005-01-11,505.6
2005-01-12,510.542
2005-01-13,509.997
2005-01-14,508.737
2005-01-17,509.847
2005-01-18,508.88
2005-01-19,512.049
2005-01-20,508.449
2005-01-21,510.103
2005-01-24,510.3
2005-01-25,510.658
2005-01-26,515.62
2005-01-27,515.227
2005-01-28,513.879
2005-01-31,518.676
2005-02-01,520.438
2005-02-02,524.577
2005-02-03,523.137
2005-02-04,526.941
2005-02-07,524.45
2005-02-08,523.636
2005-02-09,524.521
2005-02-10,527.436
2005-02-11,530.298
2005-02-14,535.5
2005-02-15,537.717
2005-02-16,535.11
2005-02-17,540.446
2005-02-18,540.88
2005-02-21,537.294
2005-02-22,538.68
2005-02-23,535.536
2005-02-24,537.467
2005-02-25,542.265
2005-02-28,544.938
2005-03-01,544.063
2005-03-02,539.751
2005-03-03,540.43
2005-03-04,548.507
2005-03-07,546.919
2005-03-08,550.765
2005-03-09,548.857
2005-03-10,547.182
2005-03-11,550.102
2005-03-14,545.589
2005-03-15,545.934
2005-03-16,546.353
2005-03-17,543.241
2005-03-18,540.087
2005-03-21,535.088
2005-03-22,536.066
2005-03-23,525.451
2005-03-24,527.395
2005-03-25,527.395
2005-03-28,524.671
2005-03-29,525.382
2005-03-30,526.489
2005-03-31,529.86
2005-04-01,532.574
2005-04-04,525.296
2005-04-05,529.752
2005-04-06,533.043
2005-04-07,535.584
2005-04-08,535.367
2005-04-11,539.771
2005-04-12,536.302
2005-04-13,539.69
2005-04-14,532.27
2005-04-15,528.874
2005-04-18,522.451
2005-04-19,527.322
2005-04-20,527.571
2005-04-21,527.263
2005-04-22,529.853
2005-04-25,527.518
2005-04-26,523.678
2005-04-27,515.465
2005-04-28,510.875
2005-04-29,512.124
2005-05-02,511.003
2005-05-03,514.013
2005-05-04,516.42
2005-05-05,518.286
2005-05-06,515.877
2005-05-09,514.586
2005-05-10,514.129
2005-05-11,512.434
2005-05-12,511.776
2005-05-13,509.066
2005-05-16,506.389
2005-05-17,507.945
2005-05-18,511.967
2005-05-19,515.052
2005-05-20,513.171
2005-05-23,517.465
2005-05-24,517.486
2005-05-25,519.329
2005-05-26,520.612
2005-05-27,521.8
2005-05-30,521.318
2005-05-31,518.286
2005-06-01,519.133
2005-06-02,520.029
2005-06-03,520.277
2005-06-06,520.153
2005-06-07,524.164
2005-06-08,526.703
2005-06-09,520.752
2005-06-10,521.786
2005-06-13,521.05
2005-06-14,522.343
2005-06-15,523.83
2005-06-16,526.255
2005-06-17,531.793
2005-06-20,527.883
2005-06-21,528.792
2005-06-22,529.819
2005-06-23,529.198
2005-06-24,527.007
2005-06-27,524.831
2005-06-28,524.03
2005-06-29,525.208
2005-06-30,525.997
2005-07-01,523.656
2005-07-04,520.549
2005-07-05,519.44
2005-07-06,524.106
2005-07-07,515.926
2005-07-08,521.342
2005-07-11,530.667
2005-07-12,535.757
2005-07-13,532.963
2005-07-14,533.674
2005-07-15,529.852
2005-07-18,529.323
2005-07-19,527.443
2005-07-20,527.075
2005-07-21,533.879
2005-07-22,534.793
2005-07-25,533.308
2005-07-26,532.84
2005-07-27,536.722
2005-07-28,540.702
2005-07-29,543.642
2005-08-01,547.73
2005-08-02,550.039
2005-08-03,555.096
2005-08-04,555.655
2005-08-05,552.376
2005-08-08,555.928
2005-08-09,556.58
2005-08-10,562.208
2005-08-11,562.538
2005-08-12,562.321
2005-08-15,559.37
2005-08-16,558.251
2005-08-17,556.645
2005-08-18,549.134
2005-08-19,550.547
2005-08-22,556.436
2005-08-23,554.39
2005-08-24,554.293
2005-08-25,553.262
2005-08-26,554.382
2005-08-29,552.038
2005-08-30,549.197
2005-08-31,557.463
2005-09-01,569.062
2005-09-02,573.948
2005-09-05,574.573
2005-09-06,576.266
2005-09-07,578.056
2005-09-08,575.936
2005-09-09,578.402
2005-09-12,574.592
2005-09-13,571.897
2005-09-14,574.849
2005-09-15,570.592
2005-09-16,572.752
2005-09-19,571.363
2005-09-20,572.928
2005-09-21,571.273
2005-09-22,564.676
2005-09-23,562.498
2005-09-26,564.384
2005-09-27,562.461
2005-09-28,565.631
2005-09-29,565.06
2005-09-30,570.797
2005-10-03,567.123
2005-10-04,570.313
2005-10-05,567.043
2005-10-06,566.078
2005-10-07,562.075
2005-10-10,560.74
2005-10-11,559.26
2005-10-12,556.883
2005-10-13,544.561
2005-10-14,549.755
2005-10-17,547.451
2005-10-18,542.41
2005-10-19,533.499
2005-10-20,536.782
2005-10-21,534.472
2005-10-24,540.052
2005-10-25,545.36
2005-10-26,546.552
2005-10-27,542.642
2005-10-28,539.42
2005-10-31,546.601
2005-11-01,548.854
2005-11-02,555.075
2005-11-03,559.653
2005-11-04,551.235
2005-11-07,552.474
2005-11-08,550.754
