Date,CANADA SMALL VALUE Small Cap
2001-07-18,285.121
2001-07-19,285.551
2001-07-20,283.831
2001-07-23,282.061
2001-07-24,280.979
2001-07-25,280.334
2001-07-26,280.715
2001-07-27,281.479
2001-07-30,281.679
2001-07-31,283.461
2001-08-01,283.518
2001-08-02,284.094
2001-08-03,285.803
2001-08-06,287.3
2001-08-07,284.455
2001-08-08,284.701
2001-08-09,283.096
2001-08-10,281.815
2001-08-13,282.063
2001-08-14,281.132
2001-08-15,283.341
2001-08-16,283.461
2001-08-17,280.348
2001-08-20,280.473
2001-08-21,280.083
2001-08-22,280.589
2001-08-23,281.583
2001-08-24,282.354
2001-08-27,282.312
2001-08-28,281.741
2001-08-29,279.853
2001-08-30,276.289
2001-08-31,275.403
2001-09-03,275.241
2001-09-04,275.58
2001-09-05,277.845
2001-09-06,276.341
2001-09-07,274.065
2001-09-10,270.114
2001-09-11,258.681
2001-09-12,260.936
2001-09-13,261.551
2001-09-14,253.602
2001-09-17,257.7
2001-09-18,257.308
2001-09-19,250.472
2001-09-20,242.584
2001-09-21,243.061
2001-09-24,244.989
2001-09-25,245.442
2001-09-26,244.816
2001-09-27,242.372
2001-09-28,245.957
2001-10-01,245.167
2001-10-02,246.584
2001-10-03,247.152
2001-10-04,249.036
2001-10-05,248.843
2001-10-08,249.181
2001-10-09,248.351
2001-10-10,249.308
2001-10-11,254.304
2001-10-12,251.862
2001-10-15,252.301
2001-10-16,252.938
2001-10-17,252.053
2001-10-18,248.888
2001-10-19,248.091
2001-10-22,248.317
2001-10-23,249.197
2001-10-24,249.715
2001-10-25,248.309
2001-10-26,248.868
2001-10-29,247.855
2001-10-30,244.788
2001-10-31,243.619
2001-11-01,244.655
2001-11-02,244.593
2001-11-05,245.092
2001-11-06,246.356
2001-11-07,247.881
2001-11-08,247.349
2001-11-09,246.877
2001-11-12,247.767
2001-11-13,250.082
2001-11-14,251.863
2001-11-15,252.348
2001-11-16,253.12
2001-11-19,255.425
2001-11-20,254.263
2001-11-21,252.714
2001-11-22,253.507
2001-11-23,255.113
2001-11-26,254.577
2001-11-27,254.76
2001-11-28,255.402
2001-11-29,257.643
2001-11-30,259.122
2001-12-03,258.055
2001-12-04,260.733
2001-12-05,265.247
2001-12-06,263.433
2001-12-07,265.337
2001-12-10,264.279
2001-12-11,264.635
2001-12-12,268.304
2001-12-13,266.005
2001-12-14,265.632
2001-12-17,267.538
2001-12-18,266.556
2001-12-19,265.628
2001-12-20,266.64
2001-12-21,266.548
2001-12-24,266.493
2001-12-25,266.709
2001-12-26,266.61
2001-12-27,270.237
2001-12-28,272.497
2001-12-31,273.615
2002-01-01,273.536
2002-01-02,272.645
2002-01-03,274.942
2002-01-04,276.433
2002-01-07,276.899
2002-01-08,277.241
2002-01-09,278.967
2002-01-10,278.231
2002-01-11,278.34
2002-01-14,277.865
2002-01-15,277.279
2002-01-16,276.107
2002-01-17,274.377
2002-01-18,273.459
2002-01-21,274.166
2002-01-22,275.177
2002-01-23,276.073
2002-01-24,278.891
2002-01-25,276.604
2002-01-28,277.013
2002-01-29,282.0
2002-01-30,279.938
2002-01-31,282.588
2002-02-01,284.501
2002-02-04,282.536
2002-02-05,280.464
2002-02-06,278.313
2002-02-07,279.131
2002-02-08,281.154
2002-02-11,284.977
2002-02-12,284.654
2002-02-13,286.257
2002-02-14,287.721
2002-02-15,286.54
2002-02-18,287.329
2002-02-19,288.715
2002-02-20,286.748
2002-02-21,285.665
2002-02-22,284.541
2002-02-25,284.373
2002-02-26,284.689
2002-02-27,286.267
2002-02-28,290.593
2002-03-01,293.623
2002-03-04,298.232
2002-03-05,299.367
2002-03-06,303.155
2002-03-07,305.274
2002-03-08,304.572
2002-03-11,304.207
2002-03-12,304.713
2002-03-13,304.645
2002-03-14,303.68
2002-03-15,307.813
2002-03-18,308.543
2002-03-19,311.547
2002-03-20,310.612
2002-03-21,309.972
2002-03-22,311.705
2002-03-25,309.391
2002-03-26,306.062
2002-03-27,309.461
2002-03-28,309.184
2002-03-29,308.941
2002-04-01,311.079
2002-04-02,311.885
2002-04-03,312.429
2002-04-04,311.682
2002-04-05,311.478
2002-04-08,313.345
2002-04-09,311.762
2002-04-10,314.759
2002-04-11,314.098
2002-04-12,313.951
2002-04-15,313.26
2002-04-16,316.448
2002-04-17,319.337
2002-04-18,319.072
2002-04-19,319.751
2002-04-22,318.28
2002-04-23,316.412
2002-04-24,316.815
2002-04-25,316.432
2002-04-26,317.067
2002-04-29,315.437
2002-04-30,314.985
2002-05-01,316.327
2002-05-02,316.96
2002-05-03,317.195
2002-05-06,315.627
2002-05-07,314.617
2002-05-08,316.612
2002-05-09,317.261
2002-05-10,319.372
2002-05-13,321.713
2002-05-14,323.384
2002-05-15,325.546
2002-05-16,326.641
2002-05-17,329.77
2002-05-20,330.203
2002-05-21,331.545
2002-05-22,331.747
2002-05-23,333.054
2002-05-24,333.974
2002-05-27,333.57
2002-05-28,335.51
2002-05-29,336.492
2002-05-30,332.774
2002-05-31,335.773
2002-06-03,335.033
2002-06-04,336.196
2002-06-05,335.142
2002-06-06,335.245
2002-06-07,332.338
2002-06-10,332.237
2002-06-11,331.091
2002-06-12,330.193
2002-06-13,324.675
2002-06-14,317.937
2002-06-17,318.858
2002-06-18,319.712
2002-06-19,318.877
2002-06-20,319.58
2002-06-21,319.096
2002-06-24,320.53
2002-06-25,316.938
2002-06-26,315.686
2002-06-27,318.65
2002-06-28,318.062
2002-07-01,318.625
2002-07-02,313.064
2002-07-03,309.483
2002-07-04,308.826
2002-07-05,312.848
2002-07-08,313.873
2002-07-09,315.95
2002-07-10,312.227
2002-07-11,308.015
2002-07-12,305.769
2002-07-15,299.803
2002-07-16,299.301
2002-07-17,301.562
2002-07-18,298.939
2002-07-19,294.319
2002-07-22,284.67
2002-07-23,273.195
2002-07-24,274.359
2002-07-25,271.896
2002-07-26,270.879
2002-07-29,279.107
2002-07-30,279.006
2002-07-31,279.265
2002-08-01,277.291
2002-08-02,277.658
2002-08-05,276.626
2002-08-06,273.924
2002-08-07,273.775
2002-08-08,275.946
2002-08-09,278.75
2002-08-12,276.48
2002-08-13,276.773
2002-08-14,277.927
2002-08-15,278.412
2002-08-16,278.971
2002-08-19,279.763
2002-08-20,278.063
2002-08-21,280.712
2002-08-22,284.241
2002-08-23,281.556
2002-08-26,282.438
2002-08-27,283.317
2002-08-28,279.863
2002-08-29,280.254
2002-08-30,280.936
2002-09-02,281.758
2002-09-03,278.052
2002-09-04,277.075
2002-09-05,276.084
2002-09-06,275.362
2002-09-09,275.278
2002-09-10,275.419
2002-09-11,276.626
2002-09-12,273.607
2002-09-13,272.142
2002-09-16,272.385
2002-09-17,270.509
2002-09-18,266.649
2002-09-19,264.865
2002-09-20,263.83
2002-09-23,257.449
2002-09-24,256.337
2002-09-25,260.569
2002-09-26,262.586
2002-09-27,262.9
2002-09-30,262.463
2002-10-01,264.44
2002-10-02,262.61
2002-10-03,259.316
2002-10-04,254.99
2002-10-07,250.352
2002-10-08,248.157
2002-10-09,241.943
2002-10-10,244.36
2002-10-11,250.528
2002-10-14,251.008
2002-10-15,257.153
2002-10-16,254.895
2002-10-17,261.452
2002-10-18,262.767
2002-10-21,265.71
2002-10-22,266.284
2002-10-23,269.042
2002-10-24,270.361
2002-10-25,271.615
2002-10-28,273.783
2002-10-29,270.648
2002-10-30,270.536
2002-10-31,271.387
2002-11-01,272.996
2002-11-04,274.098
2002-11-05,273.229
2002-11-06,274.246
2002-11-07,274.044
2002-11-08,272.709
2002-11-11,269.205
2002-11-12,267.807
2002-11-13,265.577
2002-11-14,267.404
2002-11-15,270.217
2002-11-18,269.938
2002-11-19,267.515
2002-11-20,268.02
2002-11-21,270.521
2002-11-22,270.089
2002-11-25,272.886
2002-11-26,272.05
2002-11-27,274.948
2002-11-28,278.359
2002-11-29,282.187
2002-12-02,284.446
2002-12-03,280.558
2002-12-04,280.289
2002-12-05,277.933
2002-12-06,277.518
2002-12-09,276.749
2002-12-10,278.737
2002-12-11,279.343
2002-12-12,281.402
2002-12-13,281.563
2002-12-16,282.388
2002-12-17,283.173
2002-12-18,282.663
2002-12-19,283.395
2002-12-20,283.232
2002-12-23,285.46
2002-12-24,285.904
2002-12-25,285.904
2002-12-26,285.25
2002-12-27,283.068
2002-12-30,282.188
2002-12-31,282.29
2003-01-01,282.29
2003-01-02,286.787
2003-01-03,289.977
2003-01-06,291.057
2003-01-07,290.783
2003-01-08,289.911
2003-01-09,292.133
2003-01-10,295.457
2003-01-13,297.401
2003-01-14,298.476
2003-01-15,298.176
2003-01-16,299.701
2003-01-17,296.879
2003-01-20,293.813
2003-01-21,294.334
2003-01-22,293.878
2003-01-23,294.933
2003-01-24,292.447
2003-01-27,288.348
2003-01-28,285.63
2003-01-29,286.477
2003-01-30,286.042
2003-01-31,286.667
2003-02-03,288.268
2003-02-04,287.867
2003-02-05,285.785
2003-02-06,283.25
2003-02-07,281.127
2003-02-10,278.985
2003-02-11,281.314
2003-02-12,280.261
2003-02-13,281.688
2003-02-14,282.195
2003-02-17,283.234
2003-02-18,283.766
2003-02-19,283.897
2003-02-20,286.136
2003-02-21,285.539
2003-02-24,285.813
2003-02-25,283.609
2003-02-26,284.23
2003-02-27,285.975
2003-02-28,286.697
2003-03-03,283.812
2003-03-04,281.788
2003-03-05,282.004
2003-03-06,278.69
2003-03-07,277.696
2003-03-10,274.76
2003-03-11,274.055
2003-03-12,270.754
2003-03-13,272.904
2003-03-14,274.373
2003-03-17,277.742
2003-03-18,277.809
2003-03-19,278.036
2003-03-20,280.19
2003-03-21,280.332
2003-03-24,276.374
2003-03-25,276.158
2003-03-26,276.155
2003-03-27,275.276
2003-03-28,276.529
2003-03-31,276.13
2003-04-01,274.467
2003-04-02,275.697
2003-04-03,277.47
2003-04-04,278.873
2003-04-07,279.139
2003-04-08,280.651
2003-04-09,281.835
2003-04-10,283.92
2003-04-11,283.558
2003-04-14,284.728
2003-04-15,286.448
2003-04-16,286.395
2003-04-17,288.765
2003-04-18,288.765
2003-04-21,290.393
2003-04-22,292.942
2003-04-23,293.018
2003-04-24,290.67
2003-04-25,289.787
2003-04-28,293.68
2003-04-29,295.393
2003-04-30,301.062
2003-05-01,304.794
2003-05-02,306.524
2003-05-05,312.846
2003-05-06,315.208
2003-05-07,313.2
2003-05-08,313.972
2003-05-09,315.892
2003-05-12,319.015
2003-05-13,316.569
2003-05-14,320.343
2003-05-15,321.251
2003-05-16,322.624
2003-05-19,324.332
2003-05-20,323.572
2003-05-21,322.113
2003-05-22,320.641
2003-05-23,318.675
2003-05-26,318.786
2003-05-27,321.516
2003-05-28,321.457
2003-05-29,325.419
2003-05-30,330.403
2003-06-02,334.425
2003-06-03,331.95
2003-06-04,340.985
2003-06-05,347.996
2003-06-06,347.027
2003-06-09,344.527
2003-06-10,342.464
2003-06-11,348.618
2003-06-12,351.029
2003-06-13,351.598
2003-06-16,356.806
2003-06-17,359.246
2003-06-18,359.055
2003-06-19,354.072
2003-06-20,354.524
2003-06-23,350.581
2003-06-24,348.986
2003-06-25,353.759
2003-06-26,352.632
2003-06-27,353.578
2003-06-30,350.52
2003-07-01,353.014
2003-07-02,357.177
2003-07-03,358.58
2003-07-04,357.465
2003-07-07,358.865
2003-07-08,355.838
2003-07-09,353.966
2003-07-10,350.755
2003-07-11,353.523
2003-07-14,356.209
2003-07-15,349.529
2003-07-16,350.487
2003-07-17,348.242
2003-07-18,347.386
2003-07-21,350.741
2003-07-22,350.819
2003-07-23,353.224
2003-07-24,357.311
2003-07-25,362.461
2003-07-28,364.606
2003-07-29,362.963
2003-07-30,360.051
2003-07-31,360.3
2003-08-01,361.309
2003-08-04,359.233
2003-08-05,357.728
2003-08-06,356.302
2003-08-07,360.304
2003-08-08,362.675
2003-08-11,367.646
2003-08-12,369.46
2003-08-13,369.554
2003-08-14,368.958
2003-08-15,368.73
2003-08-18,369.745
2003-08-19,369.724
2003-08-20,373.006
2003-08-21,375.539
2003-08-22,374.67
2003-08-25,376.232
2003-08-26,376.524
2003-08-27,376.338
2003-08-28,378.407
2003-08-29,382.977
2003-09-01,384.544
2003-09-02,384.543
2003-09-03,387.172
2003-09-04,390.421
2003-09-05,391.886
2003-09-08,392.911
2003-09-09,394.934
2003-09-10,391.406
2003-09-11,392.327
2003-09-12,392.913
2003-09-15,393.19
2003-09-16,396.272
2003-09-17,396.576
2003-09-18,398.491
2003-09-19,403.653
2003-09-22,402.308
2003-09-23,402.004
2003-09-24,398.756
2003-09-25,398.591
2003-09-26,390.773
2003-09-29,390.255
2003-09-30,389.88
2003-10-01,395.834
2003-10-02,398.571
2003-10-03,398.688
2003-10-06,401.265
2003-10-07,404.906
2003-10-08,406.068
2003-10-09,405.496
2003-10-10,411.547
2003-10-13,412.232
2003-10-14,414.146
2003-10-15,415.437
2003-10-16,420.719
2003-10-17,418.77
2003-10-20,416.183
2003-10-21,418.905
2003-10-22,417.144
2003-10-23,414.257
2003-10-24,415.016
2003-10-27,416.93
2003-10-28,417.368
2003-10-29,419.292
2003-10-30,420.768
2003-10-31,421.104
2003-11-03,422.616
2003-11-04,426.327
2003-11-05,428.445
2003-11-06,426.178
2003-11-07,428.921
2003-11-10,433.2
2003-11-11,429.202
2003-11-12,434.981
2003-11-13,434.347
2003-11-14,433.095
2003-11-17,431.276
2003-11-18,431.261
2003-11-19,431.622
2003-11-20,431.755
2003-11-21,428.342
2003-11-24,424.565
2003-11-25,426.568
2003-11-26,433.35
2003-11-27,432.035
2003-11-28,436.741
2003-12-01,438.136
2003-12-02,440.455
2003-12-03,439.155
2003-12-04,436.113
2003-12-05,437.982
2003-12-08,439.536
2003-12-09,437.782
2003-12-10,437.501
2003-12-11,432.825
2003-12-12,437.404
2003-12-15,437.315
2003-12-16,438.074
2003-12-17,438.08
2003-12-18,440.986
2003-12-19,437.914
2003-12-22,441.749
2003-12-23,444.864
2003-12-24,449.32
2003-12-25,449.32
2003-12-26,452.286
2003-12-29,455.845
2003-12-30,457.47
2003-12-31,463.468
2004-01-01,463.468
2004-01-02,465.874
2004-01-05,472.575
2004-01-06,472.829
2004-01-07,467.902
2004-01-08,469.494
2004-01-09,472.616
2004-01-12,471.258
2004-01-13,471.875
2004-01-14,464.56
2004-01-15,462.573
2004-01-16,464.809
2004-01-19,466.478
2004-01-20,474.068
2004-01-21,470.466
2004-01-22,471.179
2004-01-23,468.144
2004-01-26,466.662
2004-01-27,470.408
2004-01-28,461.66
2004-01-29,454.815
2004-01-30,458.248
2004-02-02,457.173
2004-02-03,459.049
2004-02-04,455.776
2004-02-05,453.908
2004-02-06,461.398
2004-02-09,463.246
2004-02-10,463.338
2004-02-11,463.67
2004-02-12,466.662
2004-02-13,470.132
2004-02-16,471.222
2004-02-17,473.639
2004-02-18,472.44
2004-02-19,466.513
2004-02-20,459.943
2004-02-23,460.721
2004-02-24,464.847
2004-02-25,463.424
2004-02-26,463.026
2004-02-27,465.77
2004-03-01,471.663
2004-03-02,468.002
2004-03-03,465.185
2004-03-04,469.043
2004-03-05,475.511
2004-03-08,474.692
2004-03-09,471.805
2004-03-10,463.972
2004-03-11,462.617
2004-03-12,460.048
2004-03-15,455.883
2004-03-16,455.761
2004-03-17,453.141
2004-03-18,457.715
2004-03-19,460.32
2004-03-22,456.487
2004-03-23,453.543
2004-03-24,449.385
2004-03-25,457.87
2004-03-26,458.708
2004-03-29,463.883
2004-03-30,467.345
2004-03-31,466.32
2004-04-01,469.049
2004-04-02,472.143
2004-04-05,474.742
2004-04-06,476.542
2004-04-07,473.201
2004-04-08,468.23
2004-04-09,468.23
2004-04-12,467.279
2004-04-13,461.383
2004-04-14,450.158
2004-04-15,450.479
2004-04-16,458.224
2004-04-19,456.628
2004-04-20,451.574
2004-04-21,444.976
2004-04-22,449.213
2004-04-23,446.541
2004-04-26,449.49
2004-04-27,446.505
2004-04-28,431.772
2004-04-29,430.86
2004-04-30,432.243
2004-05-03,431.171
2004-05-04,436.079
2004-05-05,436.774
2004-05-06,432.576
2004-05-07,424.913
2004-05-10,416.438
2004-05-11,419.811
2004-05-12,418.992
2004-05-13,415.886
2004-05-14,419.586
2004-05-17,419.367
2004-05-18,416.892
2004-05-19,426.812
2004-05-20,429.654
2004-05-21,431.921
2004-05-24,433.284
2004-05-25,434.784
2004-05-26,435.995
2004-05-27,442.843
2004-05-28,440.228
2004-05-31,441.856
2004-06-01,440.175
2004-06-02,441.94
2004-06-03,440.79
2004-06-04,445.846
2004-06-07,449.484
2004-06-08,449.74
2004-06-09,446.097
2004-06-10,446.062
2004-06-11,444.815
2004-06-14,440.659
2004-06-15,440.071
2004-06-16,440.489
2004-06-17,442.948
2004-06-18,446.639
2004-06-21,447.682
2004-06-22,450.704
2004-06-23,449.765
2004-06-24,456.073
2004-06-25,452.008
2004-06-28,454.371
2004-06-29,454.533
2004-06-30,459.926
2004-07-01,462.861
2004-07-02,462.951
2004-07-05,459.896
2004-07-06,461.038
2004-07-07,463.297
2004-07-08,462.48
2004-07-09,462.533
2004-07-12,461.297
2004-07-13,455.446
2004-07-14,458.383
2004-07-15,457.858
2004-07-16,464.191
2004-07-19,462.125
2004-07-20,460.848
2004-07-21,457.782
2004-07-22,457.428
2004-07-23,453.276
2004-07-26,445.261
2004-07-27,442.937
2004-07-28,448.376
2004-07-29,453.626
2004-07-30,452.382
2004-08-02,451.194
2004-08-03,457.552
2004-08-04,454.441
2004-08-05,449.339
2004-08-06,448.374
2004-08-09,439.065
2004-08-10,442.26
2004-08-11,436.679
2004-08-12,433.182
2004-08-13,439.345
2004-08-16,445.245
2004-08-17,443.058
2004-08-18,441.303
2004-08-19,448.965
2004-08-20,450.517
2004-08-23,447.576
2004-08-24,445.126
2004-08-25,445.421
2004-08-26,445.049
2004-08-27,445.592
2004-08-30,444.443
2004-08-31,447.87
2004-09-01,451.862
2004-09-02,454.56
2004-09-03,452.873
2004-09-06,454.094
2004-09-07,457.481
2004-09-08,455.218
2004-09-09,458.226
2004-09-10,457.788
2004-09-13,457.053
2004-09-14,459.866
2004-09-15,455.873
2004-09-16,459.729
2004-09-17,454.8
2004-09-20,455.989
2004-09-21,464.508
2004-09-22,464.365
2004-09-23,468.286
2004-09-24,467.242
2004-09-27,467.137
2004-09-28,472.128
2004-09-29,474.717
2004-09-30,480.108
2004-10-01,486.664
2004-10-04,484.163
2004-10-05,489.742
2004-10-06,493.392
2004-10-07,493.543
2004-10-08,494.709
2004-10-11,493.112
2004-10-12,489.819
2004-10-13,481.442
2004-10-14,481.282
2004-10-15,483.359
2004-10-18,481.136
2004-10-19,476.647
2004-10-20,482.779
2004-10-21,483.288
2004-10-22,484.668
2004-10-25,491.669
2004-10-26,492.087
2004-10-27,494.103
2004-10-28,491.559
2004-10-29,495.396
2004-11-01,495.746
2004-11-02,493.6
2004-11-03,503.447
2004-11-04,505.314
2004-11-05,509.41
2004-11-08,511.73
2004-11-09,510.572
2004-11-10,510.559
2004-11-11,512.896
2004-11-12,518.232
2004-11-15,518.029
2004-11-16,523.683
2004-11-17,526.904
2004-11-18,518.661
2004-11-19,521.958
2004-11-22,529.777
2004-11-23,529.291
2004-11-24,533.092
2004-11-25,534.427
2004-11-26,535.647
2004-11-29,537.25
2004-11-30,534.368
2004-12-01,537.968
2004-12-02,530.222
2004-12-03,528.764
2004-12-06,527.935
2004-12-07,522.377
2004-12-08,514.508
2004-12-09,513.687
2004-12-10,512.306
2004-12-13,516.405
2004-12-14,513.262
2004-12-15,521.646
2004-12-16,520.199
2004-12-17,522.31
2004-12-20,527.877
2004-12-21,531.256
2004-12-22,531.354
2004-12-23,535.115
2004-12-24,540.761
2004-12-27,543.996
2004-12-28,543.84
2004-12-29,547.302
2004-12-30,552.848
2004-12-31,557.086
2005-01-03,550.992
2005-01-04,539.18
2005-01-05,529.533
2005-01-06,525.797
2005-01-07,527.953
2005-01-10,535.699
2005-01-11,536.412
2005-01-12,544.009
2005-01-13,542.801
2005-01-14,539.984
2005-01-17,542.009
2005-01-18,544.474
2005-01-19,543.685
2005-01-20,539.838
2005-01-21,542.472
2005-01-24,542.748
2005-01-25,537.484
2005-01-26,540.395
2005-01-27,538.274
2005-01-28,536.402
2005-01-31,539.6
2005-02-01,543.207
2005-02-02,546.626
2005-02-03,546.942
2005-02-04,547.936
2005-02-07,545.721
2005-02-08,547.36
2005-02-09,548.159
2005-02-10,556.56
2005-02-11,560.403
2005-02-14,562.288
2005-02-15,562.149
2005-02-16,563.233
2005-02-17,569.632
2005-02-18,571.497
2005-02-21,570.006
2005-02-22,568.239
2005-02-23,563.617
2005-02-24,564.436
2005-02-25,572.628
2005-02-28,578.261
2005-03-01,573.395
2005-03-02,575.936
2005-03-03,576.536
2005-03-04,589.092
2005-03-07,585.575
2005-03-08,592.88
2005-03-09,595.057
2005-03-10,591.743
2005-03-11,594.654
2005-03-14,592.599
2005-03-15,594.507
2005-03-16,591.226
2005-03-17,592.336
2005-03-18,589.436
2005-03-21,584.935
2005-03-22,589.224
2005-03-23,578.075
2005-03-24,575.513
2005-03-25,575.513
2005-03-28,568.568
2005-03-29,566.51
2005-03-30,567.706
2005-03-31,575.545
2005-04-01,574.504
2005-04-04,569.481
2005-04-05,569.977
2005-04-06,570.07
2005-04-07,573.146
2005-04-08,568.277
2005-04-11,566.722
2005-04-12,560.592
2005-04-13,555.085
2005-04-14,546.077
2005-04-15,542.465
2005-04-18,540.284
2005-04-19,548.419
2005-04-20,548.509
2005-04-21,549.453
2005-04-22,550.221
2005-04-25,550.946
2005-04-26,546.617
2005-04-27,540.746
2005-04-28,534.972
2005-04-29,537.539
2005-05-02,535.169
2005-05-03,536.676
2005-05-04,543.916
2005-05-05,546.053
2005-05-06,547.8
2005-05-09,552.619
2005-05-10,546.549
2005-05-11,540.395
2005-05-12,535.573
2005-05-13,528.772
2005-05-16,528.289
2005-05-17,531.219
2005-05-18,539.841
2005-05-19,540.807
2005-05-20,541.446
2005-05-23,544.44
2005-05-24,543.945
2005-05-25,541.587
2005-05-26,547.622
2005-05-27,548.809
2005-05-30,555.069
2005-05-31,558.604
2005-06-01,564.776
2005-06-02,561.302
2005-06-03,562.945
2005-06-06,560.915
2005-06-07,557.059
2005-06-08,559.638
2005-06-09,553.409
2005-06-10,559.57
2005-06-13,558.706
2005-06-14,560.234
2005-06-15,569.467
2005-06-16,573.397
2005-06-17,572.21
2005-06-20,572.511
2005-06-21,571.201
2005-06-22,570.483
2005-06-23,569.976
2005-06-24,568.432
2005-06-27,569.918
2005-06-28,570.981
2005-06-29,572.911
2005-06-30,573.211
2005-07-01,565.819
2005-07-04,568.514
2005-07-05,570.333
2005-07-06,577.156
2005-07-07,580.112
2005-07-08,586.437
2005-07-11,590.33
2005-07-12,594.542
2005-07-13,593.51
2005-07-14,589.453
2005-07-15,586.951
2005-07-18,588.519
2005-07-19,592.193
2005-07-20,593.256
2005-07-21,597.269
2005-07-22,601.917
2005-07-25,597.544
2005-07-26,591.706
2005-07-27,592.802
2005-07-28,594.344
2005-07-29,597.92
2005-08-01,604.328
2005-08-02,610.749
2005-08-03,610.95
2005-08-04,610.263
2005-08-05,603.108
2005-08-08,605.166
2005-08-09,601.908
2005-08-10,609.149
2005-08-11,616.452
2005-08-12,617.229
2005-08-15,615.741
2005-08-16,612.849
2005-08-17,607.144
2005-08-18,597.317
2005-08-19,601.868
2005-08-22,611.501
2005-08-23,616.108
2005-08-24,613.466
2005-08-25,619.246
2005-08-26,618.026
2005-08-29,618.994
2005-08-30,618.509
2005-08-31,628.141
2005-09-01,638.199
2005-09-02,634.101
2005-09-05,633.328
2005-09-06,637.344
2005-09-07,639.479
2005-09-08,642.157
2005-09-09,651.287
2005-09-12,645.286
2005-09-13,645.326
2005-09-14,649.045
2005-09-15,647.976
2005-09-16,654.434
2005-09-19,655.105
2005-09-20,649.308
2005-09-21,651.19
2005-09-22,648.095
2005-09-23,642.083
2005-09-26,646.729
2005-09-27,642.627
2005-09-28,648.246
2005-09-29,656.917
2005-09-30,662.1
2005-10-03,665.315
2005-10-04,657.543
2005-10-05,645.54
2005-10-06,635.176
2005-10-07,642.267
2005-10-10,642.267
2005-10-11,639.26
2005-10-12,634.447
2005-10-13,622.9
2005-10-14,622.566
2005-10-17,629.482
2005-10-18,620.17
2005-10-19,620.485
2005-10-20,613.937
2005-10-21,614.438
2005-10-24,612.39
2005-10-25,623.558
2005-10-26,627.053
2005-10-27,619.005
2005-10-28,620.238
2005-10-31,623.397
2005-11-01,622.893
2005-11-02,629.864
2005-11-03,633.505
2005-11-04,634.847
2005-11-07,632.684
2005-11-08,629.123
2005-11-09,632.298
