Date,SPAIN SMID CAP SMID (Small+Mid Cap)
2002-10-15,188.252
2002-10-16,187.32
2002-10-17,188.254
2002-10-18,188.375
2002-10-21,188.976
2002-10-22,189.237
2002-10-23,186.814
2002-10-24,187.7
2002-10-25,189.756
2002-10-28,191.609
2002-10-29,189.658
2002-10-30,189.029
2002-10-31,191.818
2002-11-01,193.009
2002-11-04,196.33
2002-11-05,196.426
2002-11-06,195.74
2002-11-07,195.031
2002-11-08,196.088
2002-11-11,194.543
2002-11-12,197.856
2002-11-13,198.03
2002-11-14,198.644
2002-11-15,198.313
2002-11-18,200.457
2002-11-19,200.768
2002-11-20,198.056
2002-11-21,200.585
2002-11-22,199.96
2002-11-25,199.335
2002-11-26,198.574
2002-11-27,202.24
2002-11-28,203.714
2002-11-29,202.626
2002-12-02,202.022
2002-12-03,200.667
2002-12-04,202.574
2002-12-05,201.794
2002-12-06,203.277
2002-12-09,201.919
2002-12-10,202.83
2002-12-11,202.722
2002-12-12,202.07
2002-12-13,201.401
2002-12-16,203.099
2002-12-17,204.554
2002-12-18,201.881
2002-12-19,203.357
2002-12-20,203.167
2002-12-23,202.341
2002-12-24,203.178
2002-12-25,203.178
2002-12-26,203.691
2002-12-27,202.196
2002-12-30,201.453
2002-12-31,202.243
2003-01-01,202.243
2003-01-02,205.468
2003-01-03,207.417
2003-01-06,208.691
2003-01-07,207.656
2003-01-08,206.716
2003-01-09,209.693
2003-01-10,209.633
2003-01-13,210.744
2003-01-14,212.988
2003-01-15,211.647
2003-01-16,213.383
2003-01-17,214.058
2003-01-20,212.728
2003-01-21,211.579
2003-01-22,211.347
2003-01-23,215.016
2003-01-24,215.689
2003-01-27,210.135
2003-01-28,209.802
2003-01-29,209.143
2003-01-30,207.843
2003-01-31,207.494
2003-02-03,208.524
2003-02-04,209.375
2003-02-05,210.496
2003-02-06,208.898
2003-02-07,207.579
2003-02-10,206.65
2003-02-11,207.473
2003-02-12,206.57
2003-02-13,209.094
2003-02-14,210.52
2003-02-17,211.094
2003-02-18,211.983
2003-02-19,211.546
2003-02-20,212.552
2003-02-21,213.393
2003-02-24,212.16
2003-02-25,209.741
2003-02-26,208.824
2003-02-27,209.135
2003-02-28,212.211
2003-03-03,214.657
2003-03-04,212.374
2003-03-05,215.074
2003-03-06,214.192
2003-03-07,214.025
2003-03-10,210.843
2003-03-11,210.779
2003-03-12,207.861
2003-03-13,207.735
2003-03-14,209.829
2003-03-17,210.508
2003-03-18,210.37
2003-03-19,211.72
2003-03-20,210.706
2003-03-21,212.923
2003-03-24,210.6
2003-03-25,212.945
2003-03-26,213.701
2003-03-27,212.971
2003-03-28,213.788
2003-03-31,215.33
2003-04-01,217.184
2003-04-02,219.21
2003-04-03,219.113
2003-04-04,218.867
2003-04-07,219.451
2003-04-08,220.427
2003-04-09,222.363
2003-04-10,224.713
2003-04-11,223.819
2003-04-14,225.515
2003-04-15,226.424
2003-04-16,226.751
2003-04-17,228.078
2003-04-18,228.078
2003-04-21,227.094
2003-04-22,229.223
2003-04-23,230.342
2003-04-24,229.902
2003-04-25,229.292
2003-04-28,231.075
2003-04-29,230.477
2003-04-30,233.667
2003-05-01,235.813
2003-05-02,235.234
2003-05-05,237.093
2003-05-06,241.056
2003-05-07,241.05
2003-05-08,241.842
2003-05-09,243.756
2003-05-12,244.556
2003-05-13,243.757
2003-05-14,242.951
2003-05-15,242.884
2003-05-16,245.112
2003-05-19,244.702
2003-05-20,245.812
2003-05-21,245.69
2003-05-22,248.416
2003-05-23,251.326
2003-05-26,253.992
2003-05-27,254.28
2003-05-28,254.392
2003-05-29,257.015
2003-05-30,257.289
2003-06-02,257.313
2003-06-03,255.385
2003-06-04,257.993
2003-06-05,260.993
2003-06-06,259.27
2003-06-09,260.556
2003-06-10,258.903
2003-06-11,262.115
2003-06-12,260.897
2003-06-13,262.285
2003-06-16,265.75
2003-06-17,264.289
2003-06-18,261.518
2003-06-19,260.282
2003-06-20,263.613
2003-06-23,257.983
2003-06-24,257.495
2003-06-25,260.397
2003-06-26,257.706
2003-06-27,256.85
2003-06-30,256.517
2003-07-01,258.687
2003-07-02,258.112
2003-07-03,256.709
2003-07-04,256.608
2003-07-07,256.114
2003-07-08,255.01
2003-07-09,254.983
2003-07-10,254.824
2003-07-11,256.332
2003-07-14,257.606
2003-07-15,255.929
2003-07-16,255.114
2003-07-17,255.655
2003-07-18,254.936
2003-07-21,256.141
2003-07-22,258.258
2003-07-23,260.487
2003-07-24,263.073
2003-07-25,261.984
2003-07-28,262.214
2003-07-29,260.878
2003-07-30,258.508
2003-07-31,257.345
2003-08-01,256.393
2003-08-04,257.452
2003-08-05,258.098
2003-08-06,257.539
2003-08-07,258.279
2003-08-08,256.664
2003-08-11,257.252
2003-08-12,257.256
2003-08-13,256.71
2003-08-14,256.953
2003-08-15,256.77
2003-08-18,254.322
2003-08-19,253.192
2003-08-20,254.546
2003-08-21,251.588
2003-08-22,249.809
2003-08-25,250.082
2003-08-26,249.221
2003-08-27,249.466
2003-08-28,250.638
2003-08-29,251.474
2003-09-01,252.808
2003-09-02,250.778
2003-09-03,252.958
2003-09-04,254.475
2003-09-05,257.161
2003-09-08,259.585
2003-09-09,260.061
2003-09-10,258.988
2003-09-11,259.096
2003-09-12,260.924
2003-09-15,261.332
2003-09-16,260.649
2003-09-17,263.235
2003-09-18,263.906
2003-09-19,265.4
2003-09-22,264.356
2003-09-23,265.631
2003-09-24,265.008
2003-09-25,266.374
2003-09-26,264.705
2003-09-29,265.102
2003-09-30,265.744
2003-10-01,267.927
2003-10-02,267.714
2003-10-03,268.263
2003-10-06,269.409
2003-10-07,272.673
2003-10-08,273.532
2003-10-09,272.941
2003-10-10,274.317
2003-10-13,272.814
2003-10-14,273.067
2003-10-15,272.865
2003-10-16,273.968
2003-10-17,271.91
2003-10-20,273.272
2003-10-21,273.297
2003-10-22,274.006
2003-10-23,273.447
2003-10-24,274.018
2003-10-27,273.47
2003-10-28,273.06
2003-10-29,272.956
2003-10-30,275.023
2003-10-31,274.067
2003-11-03,272.149
2003-11-04,273.218
2003-11-05,272.082
2003-11-06,271.484
2003-11-07,273.612
2003-11-10,274.737
2003-11-11,274.87
2003-11-12,278.889
2003-11-13,280.364
2003-11-14,282.788
2003-11-17,280.558
2003-11-18,282.974
2003-11-19,283.497
2003-11-20,283.056
2003-11-21,284.355
2003-11-24,282.965
2003-11-25,284.435
2003-11-26,286.301
2003-11-27,286.406
2003-11-28,288.323
2003-12-01,290.239
2003-12-02,293.291
2003-12-03,293.173
2003-12-04,291.615
2003-12-05,293.76
2003-12-08,295.611
2003-12-09,296.853
2003-12-10,296.94
2003-12-11,295.818
2003-12-12,298.603
2003-12-15,300.129
2003-12-16,301.348
2003-12-17,303.664
2003-12-18,304.439
2003-12-19,305.027
2003-12-22,306.368
2003-12-23,307.806
2003-12-24,308.673
2003-12-25,308.673
2003-12-26,308.549
2003-12-29,310.35
2003-12-30,310.286
2003-12-31,312.341
2004-01-01,312.341
2004-01-02,316.754
2004-01-05,319.244
2004-01-06,321.159
2004-01-07,318.917
2004-01-08,320.511
2004-01-09,323.803
2004-01-12,325.147
2004-01-13,325.539
2004-01-14,324.956
2004-01-15,323.532
2004-01-16,319.929
2004-01-19,321.765
2004-01-20,326.423
2004-01-21,328.089
2004-01-22,330.465
2004-01-23,330.658
2004-01-26,326.139
2004-01-27,328.508
2004-01-28,328.989
2004-01-29,323.252
2004-01-30,322.907
2004-02-02,325.989
2004-02-03,329.551
2004-02-04,328.01
2004-02-05,331.084
2004-02-06,334.513
2004-02-09,334.721
2004-02-10,336.489
2004-02-11,337.302
2004-02-12,345.005
2004-02-13,345.078
2004-02-16,346.322
2004-02-17,349.839
2004-02-18,349.427
2004-02-19,346.012
2004-02-20,341.673
2004-02-23,342.422
2004-02-24,344.022
2004-02-25,340.109
2004-02-26,337.211
2004-02-27,339.683
2004-03-01,342.128
2004-03-02,340.481
2004-03-03,335.812
2004-03-04,338.006
2004-03-05,345.414
2004-03-08,345.341
2004-03-09,344.994
2004-03-10,339.908
2004-03-11,334.653
2004-03-12,330.642
2004-03-15,321.307
2004-03-16,327.349
2004-03-17,326.67
2004-03-18,329.23
2004-03-19,330.048
2004-03-22,326.924
2004-03-23,324.109
2004-03-24,322.326
2004-03-25,325.059
2004-03-26,323.326
2004-03-29,327.694
2004-03-30,328.293
2004-03-31,333.631
2004-04-01,339.411
2004-04-02,337.935
2004-04-05,333.832
2004-04-06,333.834
2004-04-07,335.916
2004-04-08,337.167
2004-04-09,337.167
2004-04-12,336.22
2004-04-13,334.231
2004-04-14,331.566
2004-04-15,332.679
2004-04-16,337.494
2004-04-19,336.076
2004-04-20,333.651
2004-04-21,329.743
2004-04-22,331.715
2004-04-23,331.866
2004-04-26,334.173
2004-04-27,334.57
2004-04-28,329.356
2004-04-29,329.941
2004-04-30,330.033
2004-05-03,331.536
2004-05-04,334.954
2004-05-05,338.326
2004-05-06,334.423
2004-05-07,328.605
2004-05-10,319.384
2004-05-11,319.872
2004-05-12,321.868
2004-05-13,321.182
2004-05-14,320.197
2004-05-17,319.176
2004-05-18,319.087
2004-05-19,325.577
2004-05-20,320.865
2004-05-21,324.036
2004-05-24,324.617
2004-05-25,327.659
2004-05-26,329.633
2004-05-27,335.052
2004-05-28,333.351
2004-05-31,334.042
2004-06-01,331.082
2004-06-02,335.55
2004-06-03,334.512
2004-06-04,337.581
2004-06-07,342.01
2004-06-08,341.703
2004-06-09,336.616
2004-06-10,335.39
2004-06-11,331.414
2004-06-14,331.257
2004-06-15,331.819
2004-06-16,331.275
2004-06-17,333.222
2004-06-18,336.259
2004-06-21,336.479
2004-06-22,334.958
2004-06-23,337.245
2004-06-24,340.248
2004-06-25,339.319
2004-06-28,343.136
2004-06-29,340.358
2004-06-30,340.546
2004-07-01,343.117
2004-07-02,345.36
2004-07-05,344.763
2004-07-06,344.344
2004-07-07,346.928
2004-07-08,348.077
2004-07-09,347.917
2004-07-12,350.375
2004-07-13,348.099
2004-07-14,347.946
2004-07-15,346.608
2004-07-16,350.423
2004-07-19,348.87
2004-07-20,347.632
2004-07-21,344.302
2004-07-22,342.749
2004-07-23,336.862
2004-07-26,336.095
2004-07-27,335.318
2004-07-28,332.931
2004-07-29,337.171
2004-07-30,337.217
2004-08-02,335.632
2004-08-03,338.471
2004-08-04,335.905
2004-08-05,336.719
2004-08-06,337.803
2004-08-09,336.966
2004-08-10,339.307
2004-08-11,335.377
2004-08-12,336.38
2004-08-13,338.409
2004-08-16,338.162
2004-08-17,341.073
2004-08-18,340.181
2004-08-19,343.903
2004-08-20,341.821
2004-08-23,341.705
2004-08-24,339.636
2004-08-25,338.854
2004-08-26,340.192
2004-08-27,339.499
2004-08-30,340.268
2004-08-31,343.55
2004-09-01,346.324
2004-09-02,348.128
2004-09-03,348.562
2004-09-06,351.401
2004-09-07,350.993
2004-09-08,353.087
2004-09-09,352.825
2004-09-10,356.911
2004-09-13,357.692
2004-09-14,357.547
2004-09-15,353.288
2004-09-16,353.629
2004-09-17,354.468
2004-09-20,354.003
2004-09-21,358.397
2004-09-22,356.646
2004-09-23,357.178
2004-09-24,357.006
2004-09-27,356.528
2004-09-28,358.544
2004-09-29,361.843
2004-09-30,364.262
2004-10-01,368.966
2004-10-04,366.872
2004-10-05,367.07
2004-10-06,367.364
2004-10-07,365.35
2004-10-08,369.241
2004-10-11,367.685
2004-10-12,365.532
2004-10-13,364.567
2004-10-14,365.508
2004-10-15,367.637
2004-10-18,368.933
2004-10-19,370.717
2004-10-20,372.488
2004-10-21,373.786
2004-10-22,375.296
2004-10-25,375.65
2004-10-26,376.387
2004-10-27,380.08
2004-10-28,382.301
2004-10-29,380.231
2004-11-01,380.963
2004-11-02,380.984
2004-11-03,384.486
2004-11-04,387.327
2004-11-05,389.723
2004-11-08,392.429
2004-11-09,392.59
2004-11-10,394.38
2004-11-11,395.416
2004-11-12,397.158
2004-11-15,393.99
2004-11-16,394.141
2004-11-17,399.37
2004-11-18,398.497
2004-11-19,401.305
2004-11-22,400.629
2004-11-23,402.289
2004-11-24,407.408
2004-11-25,412.84
2004-11-26,413.222
2004-11-29,412.925
2004-11-30,411.658
2004-12-01,415.641
2004-12-02,416.066
2004-12-03,420.388
2004-12-06,422.148
2004-12-07,421.419
2004-12-08,416.381
2004-12-09,416.39
2004-12-10,416.625
2004-12-13,421.278
2004-12-14,422.938
2004-12-15,427.438
2004-12-16,425.992
2004-12-17,425.814
2004-12-20,433.381
2004-12-21,431.977
2004-12-22,435.747
2004-12-23,439.476
2004-12-24,440.615
2004-12-27,442.86
2004-12-28,442.731
2004-12-29,443.303
2004-12-30,445.881
2004-12-31,444.654
2005-01-03,444.021
2005-01-04,441.036
2005-01-05,437.191
2005-01-06,433.75
2005-01-07,431.327
2005-01-10,434.677
2005-01-11,436.039
2005-01-12,442.783
2005-01-13,443.612
2005-01-14,441.823
2005-01-17,444.052
2005-01-18,443.541
2005-01-19,446.294
2005-01-20,442.516
2005-01-21,444.854
2005-01-24,445.386
2005-01-25,446.919
2005-01-26,452.518
2005-01-27,453.865
2005-01-28,454.977
2005-01-31,460.397
2005-02-01,463.396
2005-02-02,467.046
2005-02-03,465.305
2005-02-04,470.077
2005-02-07,464.968
2005-02-08,463.142
2005-02-09,463.803
2005-02-10,468.012
2005-02-11,471.413
2005-02-14,475.752
2005-02-15,478.15
2005-02-16,479.185
2005-02-17,484.167
2005-02-18,482.397
2005-02-21,475.457
2005-02-22,476.201
2005-02-23,477.535
2005-02-24,479.796
2005-02-25,482.166
2005-02-28,485.756
2005-03-01,486.648
2005-03-02,482.296
2005-03-03,480.941
2005-03-04,490.256
2005-03-07,488.44
2005-03-08,491.264
2005-03-09,488.855
2005-03-10,484.209
2005-03-11,487.073
2005-03-14,482.418
2005-03-15,482.049
2005-03-16,483.239
2005-03-17,482.665
2005-03-18,480.321
2005-03-21,478.396
2005-03-22,481.593
2005-03-23,473.812
2005-03-24,474.809
2005-03-25,474.809
2005-03-28,471.476
2005-03-29,473.397
2005-03-30,475.905
2005-03-31,475.88
2005-04-01,478.039
2005-04-04,470.277
2005-04-05,473.868
2005-04-06,476.746
2005-04-07,481.601
2005-04-08,479.577
2005-04-11,482.676
2005-04-12,478.569
2005-04-13,482.356
2005-04-14,477.939
2005-04-15,473.937
2005-04-18,470.285
2005-04-19,474.252
2005-04-20,475.445
2005-04-21,477.363
2005-04-22,478.609
2005-04-25,476.31
2005-04-26,475.495
2005-04-27,469.941
2005-04-28,468.015
2005-04-29,467.323
2005-05-02,472.064
2005-05-03,475.406
2005-05-04,478.119
2005-05-05,478.481
2005-05-06,478.418
2005-05-09,477.629
2005-05-10,479.95
2005-05-11,478.539
2005-05-12,479.556
2005-05-13,477.808
2005-05-16,476.682
2005-05-17,475.973
2005-05-18,482.997
2005-05-19,483.751
2005-05-20,481.975
2005-05-23,485.001
2005-05-24,485.947
2005-05-25,487.504
2005-05-26,489.136
2005-05-27,488.082
2005-05-30,490.789
2005-05-31,486.76
2005-06-01,489.136
2005-06-02,488.974
2005-06-03,487.769
2005-06-06,488.501
2005-06-07,493.496
2005-06-08,493.345
2005-06-09,489.752
2005-06-10,491.612
2005-06-13,489.249
2005-06-14,490.522
2005-06-15,488.151
2005-06-16,490.661
2005-06-17,498.678
2005-06-20,493.221
2005-06-21,497.028
2005-06-22,499.38
2005-06-23,499.359
2005-06-24,497.188
2005-06-27,497.058
2005-06-28,498.101
2005-06-29,502.521
2005-06-30,505.128
2005-07-01,503.628
2005-07-04,500.638
2005-07-05,500.646
2005-07-06,502.378
2005-07-07,495.883
2005-07-08,501.834
2005-07-11,512.731
2005-07-12,519.128
2005-07-13,517.072
2005-07-14,516.647
2005-07-15,511.817
2005-07-18,513.101
2005-07-19,511.967
2005-07-20,513.799
2005-07-21,517.549
2005-07-22,519.038
2005-07-25,515.527
2005-07-26,514.474
2005-07-27,515.764
2005-07-28,517.915
2005-07-29,519.259
2005-08-01,522.167
2005-08-02,523.777
2005-08-03,528.593
2005-08-04,530.642
2005-08-05,529.746
2005-08-08,535.207
2005-08-09,535.079
2005-08-10,541.968
2005-08-11,542.209
2005-08-12,539.137
2005-08-15,537.221
2005-08-16,535.399
2005-08-17,530.337
2005-08-18,522.308
2005-08-19,524.373
2005-08-22,529.878
2005-08-23,525.676
2005-08-24,528.297
2005-08-25,526.152
2005-08-26,525.944
2005-08-29,523.437
2005-08-30,521.563
2005-08-31,530.159
2005-09-01,545.175
2005-09-02,549.8
2005-09-05,552.416
2005-09-06,553.173
2005-09-07,556.289
2005-09-08,556.678
2005-09-09,559.341
2005-09-12,553.232
2005-09-13,548.946
2005-09-14,551.691
2005-09-15,551.404
2005-09-16,557.15
2005-09-19,555.875
2005-09-20,559.197
2005-09-21,559.038
2005-09-22,554.494
2005-09-23,552.377
2005-09-26,549.642
2005-09-27,548.425
2005-09-28,552.847
2005-09-29,552.271
2005-09-30,557.249
2005-10-03,553.826
2005-10-04,556.886
2005-10-05,556.098
2005-10-06,558.399
2005-10-07,556.179
2005-10-10,557.849
2005-10-11,558.306
2005-10-12,556.252
2005-10-13,539.864
2005-10-14,544.91
2005-10-17,540.159
2005-10-18,531.591
2005-10-19,522.815
2005-10-20,522.232
2005-10-21,521.931
2005-10-24,530.729
2005-10-25,538.097
2005-10-26,536.362
2005-10-27,533.154
2005-10-28,532.39
2005-10-31,535.829
2005-11-01,538.025
2005-11-02,539.619
2005-11-03,540.378
2005-11-04,529.76
2005-11-07,530.181
2005-11-08,528.035
