Date,UNITED KINGDOM GROWTH Standard (Large+Mid Cap)
2001-07-13,4235.892
2001-07-16,4209.942
2001-07-17,4161.4
2001-07-18,4222.106
2001-07-19,4238.909
2001-07-20,4235.386
2001-07-23,4178.621
2001-07-24,4132.828
2001-07-25,4154.982
2001-07-26,4188.059
2001-07-27,4265.302
2001-07-30,4290.845
2001-07-31,4354.28
2001-08-01,4405.742
2001-08-02,4435.792
2001-08-03,4374.871
2001-08-06,4341.758
2001-08-07,4351.33
2001-08-08,4286.65
2001-08-09,4256.018
2001-08-10,4309.382
2001-08-13,4271.583
2001-08-14,4321.295
2001-08-15,4336.09
2001-08-16,4278.561
2001-08-17,4234.754
2001-08-20,4256.038
2001-08-21,4337.384
2001-08-22,4339.995
2001-08-23,4298.978
2001-08-24,4352.992
2001-08-27,4342.459
2001-08-28,4328.964
2001-08-29,4313.79
2001-08-30,4240.191
2001-08-31,4244.449
2001-09-03,4226.557
2001-09-04,4237.077
2001-09-05,4189.088
2001-09-06,4100.367
2001-09-07,4047.508
2001-09-10,4014.023
2001-09-11,3737.804
2001-09-12,3917.217
2001-09-13,3995.278
2001-09-14,3824.815
2001-09-17,3916.814
2001-09-18,3814.618
2001-09-19,3744.49
2001-09-20,3615.501
2001-09-21,3479.704
2001-09-24,3667.972
2001-09-25,3737.985
2001-09-26,3760.151
2001-09-27,3849.596
2001-09-28,3918.664
2001-10-01,3855.149
2001-10-02,3837.427
2001-10-03,3916.955
2001-10-04,4004.193
2001-10-05,4042.758
2001-10-08,4023.239
2001-10-09,3981.653
2001-10-10,4037.793
2001-10-11,4052.175
2001-10-12,4062.908
2001-10-15,3992.601
2001-10-16,3996.232
2001-10-17,4091.301
2001-10-18,4016.839
2001-10-19,3945.022
2001-10-22,3961.534
2001-10-23,4023.424
2001-10-24,4024.911
2001-10-25,3987.968
2001-10-26,4060.493
2001-10-29,4009.085
2001-10-30,3976.308
2001-10-31,4016.516
2001-11-01,4083.895
2001-11-02,4157.04
2001-11-05,4202.516
2001-11-06,4227.397
2001-11-07,4228.59
2001-11-08,4248.167
2001-11-09,4226.334
2001-11-12,4145.808
2001-11-13,4199.165
2001-11-14,4202.241
2001-11-15,4209.509
2001-11-16,4254.191
2001-11-19,4221.953
2001-11-20,4174.478
2001-11-21,4187.059
2001-11-22,4209.187
2001-11-23,4150.507
2001-11-26,4172.573
2001-11-27,4129.656
2001-11-28,4119.546
2001-11-29,4107.459
2001-11-30,4121.827
2001-12-03,4079.94
2001-12-04,4130.108
2001-12-05,4185.64
2001-12-06,4216.19
2001-12-07,4137.779
2001-12-10,4112.44
2001-12-11,4107.667
2001-12-12,4105.51
2001-12-13,4081.659
2001-12-14,4069.033
2001-12-17,4114.988
2001-12-18,4131.727
2001-12-19,4105.933
2001-12-20,4077.738
2001-12-21,4129.2
2001-12-24,4123.807
2001-12-25,4123.807
2001-12-26,4147.872
2001-12-27,4189.193
2001-12-28,4203.921
2001-12-31,4201.27
2002-01-01,4201.27
2002-01-02,4182.819
2002-01-03,4245.426
2002-01-04,4221.703
2002-01-07,4182.669
2002-01-08,4169.37
2002-01-09,4169.353
2002-01-10,4170.651
2002-01-11,4161.178
2002-01-14,4125.609
2002-01-15,4142.719
2002-01-16,4095.569
2002-01-17,4079.396
2002-01-18,4090.759
2002-01-21,4101.952
2002-01-22,4100.377
2002-01-23,4129.033
2002-01-24,4143.28
2002-01-25,4060.382
2002-01-28,4070.583
2002-01-29,4027.104
2002-01-30,4011.479
2002-01-31,4082.533
2002-02-01,4086.8
2002-02-04,4106.494
2002-02-05,4079.836
2002-02-06,4067.773
2002-02-07,4090.491
2002-02-08,4100.271
2002-02-11,4148.389
2002-02-12,4178.571
2002-02-13,4199.557
2002-02-14,4233.027
2002-02-15,4235.323
2002-02-18,4191.027
2002-02-19,4160.129
2002-02-20,4130.176
2002-02-21,4139.11
2002-02-22,4141.561
2002-02-25,4164.883
2002-02-26,4170.768
2002-02-27,4158.292
2002-02-28,4111.246
2002-03-01,4187.677
2002-03-04,4196.738
2002-03-05,4170.357
2002-03-06,4166.318
2002-03-07,4187.09
2002-03-08,4209.958
2002-03-11,4181.889
2002-03-12,4153.872
2002-03-13,4191.058
2002-03-14,4201.904
2002-03-15,4224.352
2002-03-18,4222.531
2002-03-19,4247.398
2002-03-20,4214.316
2002-03-21,4190.625
2002-03-22,4212.429
2002-03-25,4180.747
2002-03-26,4169.238
2002-03-27,4173.365
2002-03-28,4232.495
2002-03-29,4232.495
2002-04-01,4275.295
2002-04-02,4263.559
2002-04-03,4230.707
2002-04-04,4190.866
2002-04-05,4220.233
2002-04-08,4172.643
2002-04-09,4195.164
2002-04-10,4263.229
2002-04-11,4221.92
2002-04-12,4253.936
2002-04-15,4267.951
2002-04-16,4280.175
2002-04-17,4302.716
2002-04-18,4292.108
2002-04-19,4309.095
2002-04-22,4308.014
2002-04-23,4306.091
2002-04-24,4344.28
2002-04-25,4331.923
2002-04-26,4314.885
2002-04-29,4300.589
2002-04-30,4294.302
2002-05-01,4277.849
2002-05-02,4323.69
2002-05-03,4362.478
2002-05-06,4360.101
2002-05-07,4279.534
2002-05-08,4316.376
2002-05-09,4285.504
2002-05-10,4273.406
2002-05-13,4283.808
2002-05-14,4244.318
2002-05-15,4310.513
2002-05-16,4288.194
2002-05-17,4287.227
2002-05-20,4279.272
2002-05-21,4258.273
2002-05-22,4238.507
2002-05-23,4214.151
2002-05-24,4167.38
2002-05-27,4155.98
2002-05-28,4137.489
2002-05-29,4129.617
2002-05-30,4113.773
2002-05-31,4119.018
2002-06-03,4114.655
2002-06-04,4119.3
2002-06-05,4026.463
2002-06-06,4014.719
2002-06-07,4003.427
2002-06-10,4034.326
2002-06-11,4032.24
2002-06-12,3977.132
2002-06-13,3932.209
2002-06-14,3842.861
2002-06-17,3954.659
2002-06-18,3938.707
2002-06-19,3900.279
2002-06-20,3862.489
2002-06-21,3889.935
2002-06-24,3837.583
2002-06-25,3899.666
2002-06-26,3904.059
2002-06-27,3911.987
2002-06-28,4011.94
2002-07-01,4040.772
2002-07-02,3918.549
2002-07-03,3767.374
2002-07-04,3829.076
2002-07-05,3920.341
2002-07-08,3937.334
2002-07-09,3921.513
2002-07-10,3781.792
2002-07-11,3620.138
2002-07-12,3626.434
2002-07-15,3467.773
2002-07-16,3474.46
2002-07-17,3611.719
2002-07-18,3706.336
2002-07-19,3545.586
2002-07-22,3369.917
2002-07-23,3316.528
2002-07-24,3266.866
2002-07-25,3438.869
2002-07-26,3476.515
2002-07-29,3629.872
2002-07-30,3637.899
2002-07-31,3663.267
2002-08-01,3473.925
2002-08-02,3557.786
2002-08-05,3483.189
2002-08-06,3503.445
2002-08-07,3477.529
2002-08-08,3590.643
2002-08-09,3662.257
2002-08-12,3600.153
2002-08-13,3629.103
2002-08-14,3579.761
2002-08-15,3675.211
2002-08-16,3687.244
2002-08-19,3710.426
2002-08-20,3636.815
2002-08-21,3654.111
2002-08-22,3684.629
2002-08-23,3648.943
2002-08-26,3655.661
2002-08-27,3710.608
2002-08-28,3595.659
2002-08-29,3557.541
2002-08-30,3566.585
2002-09-02,3554.744
2002-09-03,3478.569
2002-09-04,3494.502
2002-09-05,3489.742
2002-09-06,3551.362
2002-09-09,3523.669
2002-09-10,3605.988
2002-09-11,3632.252
2002-09-12,3552.049
2002-09-13,3508.933
2002-09-16,3490.292
2002-09-17,3462.129
2002-09-18,3371.099
2002-09-19,3335.515
2002-09-20,3372.348
2002-09-23,3277.145
2002-09-24,3212.981
2002-09-25,3278.954
2002-09-26,3414.931
2002-09-27,3463.697
2002-09-30,3365.569
2002-10-01,3431.182
2002-10-02,3522.491
2002-10-03,3510.278
2002-10-04,3441.778
2002-10-07,3409.216
2002-10-08,3326.536
2002-10-09,3336.101
2002-10-10,3365.532
2002-10-11,3494.115
2002-10-14,3517.029
2002-10-15,3656.674
2002-10-16,3591.593
2002-10-17,3682.181
2002-10-18,3618.202
2002-10-21,3616.272
2002-10-22,3626.72
2002-10-23,3511.85
2002-10-24,3551.286
2002-10-25,3540.075
2002-10-28,3564.188
2002-10-29,3463.116
2002-10-30,3520.818
2002-10-31,3572.64
2002-11-01,3525.178
2002-11-04,3618.019
2002-11-05,3639.1
2002-11-06,3622.273
2002-11-07,3640.351
2002-11-08,3636.017
2002-11-11,3614.275
2002-11-12,3646.413
2002-11-13,3595.906
2002-11-14,3602.226
2002-11-15,3607.748
2002-11-18,3614.255
2002-11-19,3625.499
2002-11-20,3594.736
2002-11-21,3675.969
2002-11-22,3665.343
2002-11-25,3586.078
2002-11-26,3539.544
2002-11-27,3559.191
2002-11-28,3589.561
2002-11-29,3586.917
2002-12-02,3564.47
2002-12-03,3541.015
2002-12-04,3539.686
2002-12-05,3526.73
2002-12-06,3521.952
2002-12-09,3467.44
2002-12-10,3452.319
2002-12-11,3505.081
2002-12-12,3488.825
2002-12-13,3479.808
2002-12-16,3544.597
2002-12-17,3483.854
2002-12-18,3432.494
2002-12-19,3442.287
2002-12-20,3491.362
2002-12-23,3507.651
2002-12-24,3525.091
2002-12-25,3525.091
2002-12-26,3524.429
2002-12-27,3439.491
2002-12-30,3509.07
2002-12-31,3567.677
2003-01-01,3567.677
2003-01-02,3584.869
2003-01-03,3575.577
2003-01-06,3586.541
2003-01-07,3544.833
2003-01-08,3510.403
2003-01-09,3539.211
2003-01-10,3562.534
2003-01-13,3529.822
2003-01-14,3534.986
2003-01-15,3477.177
2003-01-16,3468.072
2003-01-17,3450.734
2003-01-20,3402.549
2003-01-21,3355.744
2003-01-22,3307.362
2003-01-23,3280.558
2003-01-24,3268.885
2003-01-27,3145.806
2003-01-28,3173.723
2003-01-29,3209.878
2003-01-30,3300.828
2003-01-31,3299.564
2003-02-03,3383.322
2003-02-04,3308.388
2003-02-05,3369.176
2003-02-06,3290.557
2003-02-07,3257.445
2003-02-10,3244.524
2003-02-11,3298.19
2003-02-12,3229.387
2003-02-13,3219.639
2003-02-14,3207.074
2003-02-17,3250.535
2003-02-18,3275.114
2003-02-19,3226.114
2003-02-20,3250.818
2003-02-21,3289.942
2003-02-24,3242.022
2003-02-25,3137.081
2003-02-26,3143.685
2003-02-27,3106.45
2003-02-28,3173.793
2003-03-03,3207.495
2003-03-04,3157.27
2003-03-05,3135.7
2003-03-06,3129.976
2003-03-07,3085.602
2003-03-10,3042.219
2003-03-11,3062.428
2003-03-12,2940.824
2003-03-13,3104.808
2003-03-14,3164.329
2003-03-17,3248.903
2003-03-18,3249.575
2003-03-19,3270.798
2003-03-20,3273.227
2003-03-21,3349.204
2003-03-24,3277.946
2003-03-25,3304.211
2003-03-26,3338.058
2003-03-27,3283.682
2003-03-28,3256.617
2003-03-31,3196.022
2003-04-01,3235.927
2003-04-02,3294.504
2003-04-03,3300.752
2003-04-04,3329.197
2003-04-07,3421.086
2003-04-08,3371.762
2003-04-09,3379.629
2003-04-10,3352.665
2003-04-11,3354.821
2003-04-14,3403.037
2003-04-15,3445.127
2003-04-16,3400.157
2003-04-17,3447.82
2003-04-18,3447.82
2003-04-21,3415.173
2003-04-22,3470.349
2003-04-23,3535.854
2003-04-24,3497.985
2003-04-25,3487.812
2003-04-28,3530.74
2003-04-29,3503.2
2003-04-30,3549.395
2003-05-01,3559.883
2003-05-02,3602.795
2003-05-05,3609.537
2003-05-06,3682.488
2003-05-07,3618.652
2003-05-08,3581.863
2003-05-09,3613.503
2003-05-12,3661.759
2003-05-13,3668.382
2003-05-14,3680.872
2003-05-15,3703.904
2003-05-16,3758.09
2003-05-19,3669.052
2003-05-20,3685.684
2003-05-21,3661.922
2003-05-22,3693.884
2003-05-23,3674.318
2003-05-26,3676.001
2003-05-27,3696.957
2003-05-28,3742.883
2003-05-29,3772.457
2003-05-30,3696.94
2003-06-02,3749.855
2003-06-03,3732.155
2003-06-04,3758.695
2003-06-05,3793.365
2003-06-06,3858.997
2003-06-09,3802.822
2003-06-10,3789.086
2003-06-11,3866.789
2003-06-12,3869.747
2003-06-13,3830.946
2003-06-16,3880.331
2003-06-17,3939.649
2003-06-18,3933.271
2003-06-19,3854.211
2003-06-20,3853.34
2003-06-23,3772.03
2003-06-24,3748.617
2003-06-25,3787.506
2003-06-26,3728.486
2003-06-27,3731.072
2003-06-30,3683.966
2003-07-01,3649.079
2003-07-02,3699.756
2003-07-03,3748.426
2003-07-04,3728.592
2003-07-07,3714.617
2003-07-08,3671.691
2003-07-09,3644.843
2003-07-10,3620.08
2003-07-11,3640.512
2003-07-14,3684.529
2003-07-15,3595.456
2003-07-16,3564.458
2003-07-17,3535.224
2003-07-18,3526.159
2003-07-21,3522.306
2003-07-22,3572.575
2003-07-23,3599.575
2003-07-24,3679.027
2003-07-25,3683.39
2003-07-28,3690.787
2003-07-29,3688.247
2003-07-30,3660.253
2003-07-31,3631.763
2003-08-01,3580.334
2003-08-04,3583.401
2003-08-05,3591.834
2003-08-06,3559.891
2003-08-07,3591.096
2003-08-08,3625.2
2003-08-11,3634.939
2003-08-12,3635.748
2003-08-13,3654.359
2003-08-14,3689.466
2003-08-15,3689.141
2003-08-18,3698.435
2003-08-19,3659.475
2003-08-20,3650.105
2003-08-21,3613.847
2003-08-22,3588.821
2003-08-25,3591.787
2003-08-26,3546.989
2003-08-27,3583.678
2003-08-28,3592.559
2003-08-29,3564.767
2003-09-01,3575.249
2003-09-02,3567.197
2003-09-03,3612.764
2003-09-04,3635.926
2003-09-05,3676.761
2003-09-08,3710.35
2003-09-09,3702.588
2003-09-10,3706.487
2003-09-11,3705.699
2003-09-12,3718.067
2003-09-15,3732.292
2003-09-16,3729.596
2003-09-17,3763.623
2003-09-18,3815.241
2003-09-19,3801.061
2003-09-22,3814.652
2003-09-23,3836.909
2003-09-24,3856.865
2003-09-25,3835.826
2003-09-26,3787.433
2003-09-29,3771.227
2003-09-30,3729.794
2003-10-01,3808.119
2003-10-02,3849.527
2003-10-03,3898.223
2003-10-06,3898.227
2003-10-07,3883.634
2003-10-08,3868.582
2003-10-09,3923.15
2003-10-10,3935.047
2003-10-13,3968.17
2003-10-14,3950.291
2003-10-15,3980.185
2003-10-16,3987.427
2003-10-17,3973.472
2003-10-20,3968.95
2003-10-21,3972.142
2003-10-22,3942.832
2003-10-23,3930.072
2003-10-24,3926.153
2003-10-27,3936.829
2003-10-28,3951.669
2003-10-29,3957.179
2003-10-30,3993.579
2003-10-31,3957.987
2003-11-03,3949.1
2003-11-04,3930.366
2003-11-05,3918.319
2003-11-06,3919.394
2003-11-07,3962.646
2003-11-10,3932.27
2003-11-11,3928.821
2003-11-12,3994.789
2003-11-13,4022.275
2003-11-14,4054.649
2003-11-17,4015.107
2003-11-18,4083.109
2003-11-19,4049.416
2003-11-20,4049.03
2003-11-21,4058.1
2003-11-24,4096.387
2003-11-25,4104.34
2003-11-26,4117.337
2003-11-27,4123.393
2003-11-28,4107.291
2003-12-01,4179.609
2003-12-02,4180.734
2003-12-03,4185.409
2003-12-04,4152.317
2003-12-05,4157.167
2003-12-08,4162.972
2003-12-09,4183.948
2003-12-10,4149.968
2003-12-11,4137.836
2003-12-12,4152.902
2003-12-15,4151.572
2003-12-16,4148.137
2003-12-17,4186.305
2003-12-18,4237.65
2003-12-19,4219.162
2003-12-22,4224.825
2003-12-23,4266.382
2003-12-24,4292.086
2003-12-25,4292.086
2003-12-26,4296.804
2003-12-29,4295.148
2003-12-30,4331.014
2003-12-31,4362.732
2004-01-01,4362.732
2004-01-02,4394.924
2004-01-05,4443.368
2004-01-06,4466.129
2004-01-07,4438.453
2004-01-08,4487.965
2004-01-09,4531.287
2004-01-12,4514.542
2004-01-13,4521.647
2004-01-14,4524.022
2004-01-15,4460.099
2004-01-16,4444.143
2004-01-19,4424.029
2004-01-20,4494.587
2004-01-21,4534.073
2004-01-22,4530.263
2004-01-23,4487.33
2004-01-26,4448.348
2004-01-27,4455.438
2004-01-28,4478.21
2004-01-29,4376.092
2004-01-30,4383.185
2004-02-02,4376.932
2004-02-03,4433.656
2004-02-04,4418.034
2004-02-05,4441.85
2004-02-06,4472.064
2004-02-09,4515.39
2004-02-10,4512.821
2004-02-11,4496.234
2004-02-12,4534.707
2004-02-13,4563.132
2004-02-16,4544.14
2004-02-17,4641.111
2004-02-18,4640.775
2004-02-19,4685.551
2004-02-20,4634.038
2004-02-23,4633.407
2004-02-24,4654.49
2004-02-25,4651.795
2004-02-26,4599.116
2004-02-27,4555.967
2004-03-01,4642.887
2004-03-02,4599.19
2004-03-03,4514.218
2004-03-04,4539.827
2004-03-05,4606.16
2004-03-08,4601.992
2004-03-09,4571.413
2004-03-10,4480.719
2004-03-11,4371.338
2004-03-12,4389.671
2004-03-15,4331.322
2004-03-16,4401.872
2004-03-17,4422.316
2004-03-18,4422.123
2004-03-19,4451.159
2004-03-22,4401.61
2004-03-23,4378.509
2004-03-24,4341.744
2004-03-25,4353.358
2004-03-26,4345.113
2004-03-29,4405.969
2004-03-30,4423.242
2004-03-31,4427.732
2004-04-01,4506.593
2004-04-02,4495.964
2004-04-05,4452.065
2004-04-06,4484.433
2004-04-07,4529.906
2004-04-08,4525.989
2004-04-09,4525.989
2004-04-12,4525.989
2004-04-13,4486.478
2004-04-14,4386.646
2004-04-15,4405.955
2004-04-16,4516.827
2004-04-19,4546.222
2004-04-20,4521.219
2004-04-21,4453.11
2004-04-22,4475.21
2004-04-23,4464.607
2004-04-26,4517.334
2004-04-27,4524.742
2004-04-28,4417.627
2004-04-29,4432.463
2004-04-30,4397.734
2004-05-03,4400.958
2004-05-04,4508.897
2004-05-05,4527.6
2004-05-06,4475.882
2004-05-07,4440.809
2004-05-10,4313.191
2004-05-11,4312.79
2004-05-12,4325.409
2004-05-13,4330.346
2004-05-14,4304.842
2004-05-17,4287.962
2004-05-18,4330.695
2004-05-19,4421.68
2004-05-20,4342.364
2004-05-21,4390.834
2004-05-24,4382.849
2004-05-25,4387.473
2004-05-26,4416.516
2004-05-27,4487.706
2004-05-28,4459.339
2004-05-31,4459.339
2004-06-01,4448.211
2004-06-02,4455.009
2004-06-03,4471.959
2004-06-04,4483.443
2004-06-07,4513.916
2004-06-08,4532.163
2004-06-09,4516.317
2004-06-10,4502.104
2004-06-11,4470.483
2004-06-14,4412.616
2004-06-15,4440.211
2004-06-16,4489.284
2004-06-17,4510.266
2004-06-18,4533.195
2004-06-21,4510.828
2004-06-22,4455.366
2004-06-23,4465.125
2004-06-24,4474.941
2004-06-25,4473.891
2004-06-28,4511.73
2004-06-29,4453.14
2004-06-30,4416.75
2004-07-01,4384.759
2004-07-02,4412.853
2004-07-05,4396.93
2004-07-06,4386.27
2004-07-07,4410.891
2004-07-08,4438.378
2004-07-09,4422.954
2004-07-12,4412.845
2004-07-13,4399.704
2004-07-14,4424.185
2004-07-15,4388.069
2004-07-16,4423.746
2004-07-19,4395.108
2004-07-20,4373.928
2004-07-21,4364.477
2004-07-22,4326.919
2004-07-23,4301.362
2004-07-26,4269.245
2004-07-27,4277.375
2004-07-28,4293.259
2004-07-29,4332.772
2004-07-30,4331.271
2004-08-02,4342.963
2004-08-03,4343.516
2004-08-04,4326.701
2004-08-05,4320.222
2004-08-06,4282.568
2004-08-09,4237.063
2004-08-10,4265.222
2004-08-11,4225.018
2004-08-12,4218.192
2004-08-13,4249.363
2004-08-16,4295.94
2004-08-17,4285.945
2004-08-18,4276.999
2004-08-19,4318.999
2004-08-20,4290.477
2004-08-23,4323.51
2004-08-24,4279.701
2004-08-25,4292.723
2004-08-26,4332.623
2004-08-27,4361.835
2004-08-30,4360.619
2004-08-31,4339.062
2004-09-01,4356.213
2004-09-02,4358.425
2004-09-03,4359.839
2004-09-06,4387.375
2004-09-07,4371.749
2004-09-08,4400.944
2004-09-09,4362.345
2004-09-10,4410.073
2004-09-13,4414.271
2004-09-14,4408.495
2004-09-15,4352.772
2004-09-16,4388.915
2004-09-17,4419.282
2004-09-20,4375.957
2004-09-21,4416.345
2004-09-22,4412.628
2004-09-23,4410.805
2004-09-24,4415.293
2004-09-27,4385.097
2004-09-28,4425.548
2004-09-29,4426.162
2004-09-30,4439.898
2004-10-01,4491.525
2004-10-04,4481.939
2004-10-05,4487.999
2004-10-06,4466.951
2004-10-07,4453.364
2004-10-08,4494.392
2004-10-11,4476.468
2004-10-12,4423.987
2004-10-13,4424.314
2004-10-14,4413.623
2004-10-15,4443.111
2004-10-18,4435.71
2004-10-19,4499.863
2004-10-20,4483.064
2004-10-21,4529.732
2004-10-22,4525.757
2004-10-25,4501.296
2004-10-26,4516.844
2004-10-27,4571.692
2004-10-28,4569.658
2004-10-29,4570.479
2004-11-01,4620.899
2004-11-02,4653.486
2004-11-03,4718.265
2004-11-04,4710.26
2004-11-05,4737.81
2004-11-08,4726.061
2004-11-09,4726.635
2004-11-10,4718.544
2004-11-11,4756.115
2004-11-12,4798.141
2004-11-15,4803.106
2004-11-16,4794.848
2004-11-17,4838.696
2004-11-18,4840.047
2004-11-19,4786.18
2004-11-22,4755.348
2004-11-23,4799.939
2004-11-24,4819.861
2004-11-25,4866.796
2004-11-26,4863.625
2004-11-29,4874.536
2004-11-30,4864.713
2004-12-01,4940.946
2004-12-02,4949.911
2004-12-03,4980.792
2004-12-06,4954.514
2004-12-07,4973.23
2004-12-08,4909.096
2004-12-09,4858.919
2004-12-10,4848.862
2004-12-13,4912.082
2004-12-14,4885.629
2004-12-15,4931.648
2004-12-16,4928.502
2004-12-17,4880.258
2004-12-20,4943.134
2004-12-21,4894.5
2004-12-22,4905.577
2004-12-23,4933.222
2004-12-24,4959.418
2004-12-27,4978.726
2004-12-28,4966.497
2004-12-29,4960.339
2004-12-30,4979.714
2004-12-31,4977.782
2005-01-03,4934.354
2005-01-04,4900.188
2005-01-05,4870.585
2005-01-06,4859.479
2005-01-07,4873.792
2005-01-10,4876.87
2005-01-11,4866.838
2005-01-12,4867.328
2005-01-13,4852.197
2005-01-14,4846.93
2005-01-17,4853.303
2005-01-18,4842.664
2005-01-19,4863.419
2005-01-20,4832.502
2005-01-21,4833.606
2005-01-24,4860.183
2005-01-25,4846.255
2005-01-26,4899.208
2005-01-27,4923.032
2005-01-28,4897.386
2005-01-31,4913.884
2005-02-01,4952.727
2005-02-02,4982.576
2005-02-03,4969.412
2005-02-04,5008.138
2005-02-07,4991.335
2005-02-08,4978.591
2005-02-09,4999.439
2005-02-10,5034.001
2005-02-11,5058.455
2005-02-14,5116.375
2005-02-15,5134.761
2005-02-16,5116.16
2005-02-17,5150.713
2005-02-18,5153.452
2005-02-21,5177.279
2005-02-22,5175.76
2005-02-23,5140.536
2005-02-24,5134.698
2005-02-25,5191.337
2005-02-28,5189.29
2005-03-01,5213.157
2005-03-02,5186.893
2005-03-03,5222.483
2005-03-04,5282.044
2005-03-07,5245.498
2005-03-08,5270.954
2005-03-09,5237.2
2005-03-10,5215.129
2005-03-11,5241.672
2005-03-14,5186.053
2005-03-15,5226.436
2005-03-16,5225.422
2005-03-17,5210.832
2005-03-18,5185.061
2005-03-21,5144.301
2005-03-22,5155.06
2005-03-23,5059.239
2005-03-24,5059.866
2005-03-25,5059.866
2005-03-28,5048.367
2005-03-29,5049.987
2005-03-30,5070.512
2005-03-31,5076.032
2005-04-01,5089.854
2005-04-04,5028.916
2005-04-05,5086.732
2005-04-06,5093.873
2005-04-07,5121.686
2005-04-08,5122.687
2005-04-11,5159.763
2005-04-12,5121.138
2005-04-13,5154.608
2005-04-14,5111.092
2005-04-15,5095.953
2005-04-18,5065.948
2005-04-19,5129.81
2005-04-20,5101.809
2005-04-21,5091.686
2005-04-22,5127.294
2005-04-25,5121.514
2005-04-26,5078.548
2005-04-27,5030.957
2005-04-28,5048.409
2005-04-29,5061.251
2005-05-02,5016.598
2005-05-03,5076.78
2005-05-04,5123.997
2005-05-05,5138.811
2005-05-06,5123.014
2005-05-09,5088.679
2005-05-10,5068.946
2005-05-11,5036.153
2005-05-12,5026.854
2005-05-13,4999.822
2005-05-16,4947.316
2005-05-17,4976.777
2005-05-18,5016.549
2005-05-19,5026.534
2005-05-20,5017.881
2005-05-23,5047.288
2005-05-24,5021.966
2005-05-25,5008.118
2005-05-26,5031.793
2005-05-27,5029.797
2005-05-30,5031.038
2005-05-31,5008.322
2005-06-01,5040.266
2005-06-02,5033.882
2005-06-03,5037.06
2005-06-06,5026.83
2005-06-07,5101.364
2005-06-08,5098.496
2005-06-09,5045.782
2005-06-10,5035.639
2005-06-13,5011.852
