Date,UNITED KINGDOM GROWTH Standard (Large+Mid Cap)
2001-05-08,5356.767
2001-05-09,5284.865
2001-05-10,5403.101
2001-05-11,5309.501
2001-05-14,5123.629
2001-05-15,5273.888
2001-05-16,5340.895
2001-05-17,5341.289
2001-05-18,5347.55
2001-05-21,5400.841
2001-05-22,5420.768
2001-05-23,5346.631
2001-05-24,5305.393
2001-05-25,5287.208
2001-05-28,5286.277
2001-05-29,5276.334
2001-05-30,5245.943
2001-05-31,5240.898
2001-06-01,5257.357
2001-06-04,5305.471
2001-06-05,5339.99
2001-06-06,5282.17
2001-06-07,5294.22
2001-06-08,5259.153
2001-06-11,5137.394
2001-06-12,5104.325
2001-06-13,5139.858
2001-06-14,5139.463
2001-06-15,5125.557
2001-06-18,5089.335
2001-06-19,5081.43
2001-06-20,5078.046
2001-06-21,5141.592
2001-06-22,5164.242
2001-06-25,5160.464
2001-06-26,5046.63
2001-06-27,5098.19
2001-06-28,5114.455
2001-06-29,5131.096
2001-07-02,5215.614
2001-07-03,5114.544
2001-07-04,5067.46
2001-07-05,4957.885
2001-07-06,4934.833
2001-07-09,4940.707
2001-07-10,4955.976
2001-07-11,4907.595
2001-07-12,4942.776
2001-07-13,4970.931
2001-07-16,4940.478
2001-07-17,4883.513
2001-07-18,4954.752
2001-07-19,4974.471
2001-07-20,4970.336
2001-07-23,4903.721
2001-07-24,4849.982
2001-07-25,4875.981
2001-07-26,4914.798
2001-07-27,5005.444
2001-07-30,5035.42
2001-07-31,5109.862
2001-08-01,5170.254
2001-08-02,5205.518
2001-08-03,5134.026
2001-08-06,5095.167
2001-08-07,5106.401
2001-08-08,5030.497
2001-08-09,4994.549
2001-08-10,5057.174
2001-08-13,5012.815
2001-08-14,5071.153
2001-08-15,5088.516
2001-08-16,5021.004
2001-08-17,4969.595
2001-08-20,4994.573
2001-08-21,5090.034
2001-08-22,5093.098
2001-08-23,5044.964
2001-08-24,5108.351
2001-08-27,5095.99
2001-08-28,5080.153
2001-08-29,5062.346
2001-08-30,4975.976
2001-08-31,4980.972
2001-09-03,4959.975
2001-09-04,4972.321
2001-09-05,4916.005
2001-09-06,4811.889
2001-09-07,4749.858
2001-09-10,4710.562
2001-09-11,4386.411
2001-09-12,4596.957
2001-09-13,4688.563
2001-09-14,4488.521
2001-09-17,4596.485
2001-09-18,4476.554
2001-09-19,4394.257
2001-09-20,4242.886
2001-09-21,4083.525
2001-09-24,4304.461
2001-09-25,4386.624
2001-09-26,4412.636
2001-09-27,4517.603
2001-09-28,4598.655
2001-10-01,4524.119
2001-10-02,4503.321
2001-10-03,4596.65
2001-10-04,4699.026
2001-10-05,4744.283
2001-10-08,4721.377
2001-10-09,4672.574
2001-10-10,4738.456
2001-10-11,4755.334
2001-10-12,4767.93
2001-10-15,4685.423
2001-10-16,4689.683
2001-10-17,4801.249
2001-10-18,4713.866
2001-10-19,4629.587
2001-10-22,4648.964
2001-10-23,4721.594
2001-10-24,4723.339
2001-10-25,4679.985
2001-10-26,4765.095
2001-10-29,4704.767
2001-10-30,4666.302
2001-10-31,4713.487
2001-11-01,4792.558
2001-11-02,4878.395
2001-11-05,4931.763
2001-11-06,4960.961
2001-11-07,4962.361
2001-11-08,4985.335
2001-11-09,4959.714
2001-11-12,4865.215
2001-11-13,4927.831
2001-11-14,4931.44
2001-11-15,4939.969
2001-11-16,4992.405
2001-11-19,4954.573
2001-11-20,4898.86
2001-11-21,4913.624
2001-11-22,4939.592
2001-11-23,4870.729
2001-11-26,4896.624
2001-11-27,4846.26
2001-11-28,4834.396
2001-11-29,4820.211
2001-11-30,4837.072
2001-12-03,4787.917
2001-12-04,4846.79
2001-12-05,4911.958
2001-12-06,4947.81
2001-12-07,4855.793
2001-12-10,4826.056
2001-12-11,4820.455
2001-12-12,4817.924
2001-12-13,4789.934
2001-12-14,4775.117
2001-12-17,4829.046
2001-12-18,4848.69
2001-12-19,4818.421
2001-12-20,4785.333
2001-12-21,4845.725
2001-12-24,4839.395
2001-12-25,4839.395
2001-12-26,4867.637
2001-12-27,4916.129
2001-12-28,4933.411
2001-12-31,4930.301
2002-01-01,4930.301
2002-01-02,4908.648
2002-01-03,4982.119
2002-01-04,4954.28
2002-01-07,4908.472
2002-01-08,4892.865
2002-01-09,4892.846
2002-01-10,4894.369
2002-01-11,4883.252
2002-01-14,4841.511
2002-01-15,4861.59
2002-01-16,4806.258
2002-01-17,4787.279
2002-01-18,4800.613
2002-01-21,4813.749
2002-01-22,4811.9
2002-01-23,4845.529
2002-01-24,4862.248
2002-01-25,4764.965
2002-01-28,4776.936
2002-01-29,4725.913
2002-01-30,4707.577
2002-01-31,4790.96
2002-02-01,4795.968
2002-02-04,4819.079
2002-02-05,4787.795
2002-02-06,4773.639
2002-02-07,4800.299
2002-02-08,4811.775
2002-02-11,4868.243
2002-02-12,4903.663
2002-02-13,4928.29
2002-02-14,4967.569
2002-02-15,4970.263
2002-02-18,4918.281
2002-02-19,4882.021
2002-02-20,4846.871
2002-02-21,4857.354
2002-02-22,4860.23
2002-02-25,4887.6
2002-02-26,4894.506
2002-02-27,4879.865
2002-02-28,4824.655
2002-03-01,4914.349
2002-03-04,4924.983
2002-03-05,4894.023
2002-03-06,4889.283
2002-03-07,4913.661
2002-03-08,4940.497
2002-03-11,4907.556
2002-03-12,4874.678
2002-03-13,4918.316
2002-03-14,4931.045
2002-03-15,4957.388
2002-03-18,4955.251
2002-03-19,4984.433
2002-03-20,4945.611
2002-03-21,4917.809
2002-03-22,4943.396
2002-03-25,4906.217
2002-03-26,4892.71
2002-03-27,4897.554
2002-03-28,4966.944
2002-03-29,4966.944
2002-04-01,5017.172
2002-04-02,5003.399
2002-04-03,4964.846
2002-04-04,4918.092
2002-04-05,4952.555
2002-04-08,4896.706
2002-04-09,4923.135
2002-04-10,5003.012
2002-04-11,4954.534
2002-04-12,4992.105
2002-04-15,5008.552
2002-04-16,5022.898
2002-04-17,5049.35
2002-04-18,5036.901
2002-04-19,5056.836
2002-04-22,5055.568
2002-04-23,5053.311
2002-04-24,5098.126
2002-04-25,5083.626
2002-04-26,5063.631
2002-04-29,5046.854
2002-04-30,5039.476
2002-05-01,5020.168
2002-05-02,5073.964
2002-05-03,5119.483
2002-05-06,5116.693
2002-05-07,5022.146
2002-05-08,5065.381
2002-05-09,5029.152
2002-05-10,5014.954
2002-05-13,5027.161
2002-05-14,4980.819
2002-05-15,5058.501
2002-05-16,5032.309
2002-05-17,5031.174
2002-05-20,5021.838
2002-05-21,4997.195
2002-05-22,4974.0
2002-05-23,4945.417
2002-05-24,4890.53
2002-05-27,4877.152
2002-05-28,4855.452
2002-05-29,4846.214
2002-05-30,4827.62
2002-05-31,4833.776
2002-06-03,4828.655
2002-06-04,4834.106
2002-06-05,4725.16
2002-06-06,4711.379
2002-06-07,4698.127
2002-06-10,4734.387
2002-06-11,4731.939
2002-06-12,4667.269
2002-06-13,4614.551
2002-06-14,4509.699
2002-06-17,4640.896
2002-06-18,4622.177
2002-06-19,4577.081
2002-06-20,4532.732
2002-06-21,4564.941
2002-06-24,4503.505
2002-06-25,4576.361
2002-06-26,4581.516
2002-06-27,4590.82
2002-06-28,4708.117
2002-07-01,4741.953
2002-07-02,4598.52
2002-07-03,4421.113
2002-07-04,4493.522
2002-07-05,4600.623
2002-07-08,4620.565
2002-07-09,4601.998
2002-07-10,4438.033
2002-07-11,4248.327
2002-07-12,4255.716
2002-07-15,4069.522
2002-07-16,4077.37
2002-07-17,4238.447
2002-07-18,4349.483
2002-07-19,4160.839
2002-07-22,3954.686
2002-07-23,3892.033
2002-07-24,3833.754
2002-07-25,4035.603
2002-07-26,4079.782
2002-07-29,4259.75
2002-07-30,4269.171
2002-07-31,4298.94
2002-08-01,4076.742
2002-08-02,4175.156
2002-08-05,4087.614
2002-08-06,4111.385
2002-08-07,4080.972
2002-08-08,4213.714
2002-08-09,4297.754
2002-08-12,4224.874
2002-08-13,4258.848
2002-08-14,4200.943
2002-08-15,4312.956
2002-08-16,4327.078
2002-08-19,4354.282
2002-08-20,4267.898
2002-08-21,4288.195
2002-08-22,4324.009
2002-08-23,4282.131
2002-08-26,4290.014
2002-08-27,4354.496
2002-08-28,4219.601
2002-08-29,4174.868
2002-08-30,4185.481
2002-09-02,4171.586
2002-09-03,4082.192
2002-09-04,4100.89
2002-09-05,4095.304
2002-09-06,4167.617
2002-09-09,4135.118
2002-09-10,4231.722
2002-09-11,4262.544
2002-09-12,4168.423
2002-09-13,4117.825
2002-09-16,4095.949
2002-09-17,4062.9
2002-09-18,3956.073
2002-09-19,3914.315
2002-09-20,3957.539
2002-09-23,3845.816
2002-09-24,3770.518
2002-09-25,3847.938
2002-09-26,4007.511
2002-09-27,4064.74
2002-09-30,3949.583
2002-10-01,4026.582
2002-10-02,4133.736
2002-10-03,4119.403
2002-10-04,4039.017
2002-10-07,4000.805
2002-10-08,3903.778
2002-10-09,3915.002
2002-10-10,3949.54
2002-10-11,4100.436
2002-10-14,4127.326
2002-10-15,4291.203
2002-10-16,4214.829
2002-10-17,4321.136
2002-10-18,4246.055
2002-10-21,4243.79
2002-10-22,4256.051
2002-10-23,4121.248
2002-10-24,4167.528
2002-10-25,4154.371
2002-10-28,4182.668
2002-10-29,4064.058
2002-10-30,4131.773
2002-10-31,4192.587
2002-11-01,4136.889
2002-11-04,4245.841
2002-11-05,4270.58
2002-11-06,4250.832
2002-11-07,4272.047
2002-11-08,4266.962
2002-11-11,4241.447
2002-11-12,4279.161
2002-11-13,4219.891
2002-11-14,4227.307
2002-11-15,4233.788
2002-11-18,4241.423
2002-11-19,4254.618
2002-11-20,4218.517
2002-11-21,4313.846
2002-11-22,4301.376
2002-11-25,4208.357
2002-11-26,4153.748
2002-11-27,4176.804
2002-11-28,4212.444
2002-11-29,4209.342
2002-12-02,4183.0
2002-12-03,4155.475
2002-12-04,4153.914
2002-12-05,4138.71
2002-12-06,4133.103
2002-12-09,4069.132
2002-12-10,4051.387
2002-12-11,4113.304
2002-12-12,4094.228
2002-12-13,4083.646
2002-12-16,4159.678
2002-12-17,4088.394
2002-12-18,4028.122
2002-12-19,4039.615
2002-12-20,4097.206
2002-12-23,4116.321
2002-12-24,4136.787
2002-12-25,4136.787
2002-12-26,4136.01
2002-12-27,4036.333
2002-12-30,4117.986
2002-12-31,4186.762
2003-01-01,4186.762
2003-01-02,4206.938
2003-01-03,4196.034
2003-01-06,4208.901
2003-01-07,4159.955
2003-01-08,4119.55
2003-01-09,4153.357
2003-01-10,4180.727
2003-01-13,4142.339
2003-01-14,4148.399
2003-01-15,4080.559
2003-01-16,4069.874
2003-01-17,4049.528
2003-01-20,3992.981
2003-01-21,3938.054
2003-01-22,3881.276
2003-01-23,3849.821
2003-01-24,3836.122
2003-01-27,3691.686
2003-01-28,3724.447
2003-01-29,3766.876
2003-01-30,3873.609
2003-01-31,3872.125
2003-02-03,3970.418
2003-02-04,3882.48
2003-02-05,3953.816
2003-02-06,3861.555
2003-02-07,3822.698
2003-02-10,3807.534
2003-02-11,3870.512
2003-02-12,3789.771
2003-02-13,3778.331
2003-02-14,3763.586
2003-02-17,3814.588
2003-02-18,3843.432
2003-02-19,3785.93
2003-02-20,3814.921
2003-02-21,3860.833
2003-02-24,3804.598
2003-02-25,3681.447
2003-02-26,3689.197
2003-02-27,3645.501
2003-02-28,3724.53
2003-03-03,3764.08
2003-03-04,3705.139
2003-03-05,3679.827
2003-03-06,3673.109
2003-03-07,3621.035
2003-03-10,3570.124
2003-03-11,3593.84
2003-03-12,3451.134
2003-03-13,3643.574
2003-03-14,3713.423
2003-03-17,3812.673
2003-03-18,3813.462
2003-03-19,3838.368
2003-03-20,3841.218
2003-03-21,3930.379
2003-03-24,3846.755
2003-03-25,3877.578
2003-03-26,3917.298
2003-03-27,3853.487
2003-03-28,3821.726
2003-03-31,3750.616
2003-04-01,3797.446
2003-04-02,3866.187
2003-04-03,3873.519
2003-04-04,3906.901
2003-04-07,4014.735
2003-04-08,3956.851
2003-04-09,3966.084
2003-04-10,3934.44
2003-04-11,3936.971
2003-04-14,3993.554
2003-04-15,4042.947
2003-04-16,3990.173
2003-04-17,4046.108
2003-04-18,4046.108
2003-04-21,4007.795
2003-04-22,4072.546
2003-04-23,4149.418
2003-04-24,4104.978
2003-04-25,4093.039
2003-04-28,4143.417
2003-04-29,4111.097
2003-04-30,4165.309
2003-05-01,4177.616
2003-05-02,4227.975
2003-05-05,4235.886
2003-05-06,4321.497
2003-05-07,4246.583
2003-05-08,4203.411
2003-05-09,4240.54
2003-05-12,4297.171
2003-05-13,4304.943
2003-05-14,4319.601
2003-05-15,4346.628
2003-05-16,4410.217
2003-05-19,4305.729
2003-05-20,4325.247
2003-05-21,4297.361
2003-05-22,4334.869
2003-05-23,4311.909
2003-05-26,4313.883
2003-05-27,4338.477
2003-05-28,4392.372
2003-05-29,4427.078
2003-05-30,4338.456
2003-06-02,4400.554
2003-06-03,4379.782
2003-06-04,4410.927
2003-06-05,4451.614
2003-06-06,4528.634
2003-06-09,4462.712
2003-06-10,4446.592
2003-06-11,4537.778
2003-06-12,4541.25
2003-06-13,4495.715
2003-06-16,4553.671
2003-06-17,4623.282
2003-06-18,4615.797
2003-06-19,4523.018
2003-06-20,4521.996
2003-06-23,4426.577
2003-06-24,4399.101
2003-06-25,4444.738
2003-06-26,4375.477
2003-06-27,4378.511
2003-06-30,4323.231
2003-07-01,4282.29
2003-07-02,4341.761
2003-07-03,4398.876
2003-07-04,4375.601
2003-07-07,4359.201
2003-07-08,4308.826
2003-07-09,4277.319
2003-07-10,4248.259
2003-07-11,4272.237
2003-07-14,4323.891
2003-07-15,4219.362
2003-07-16,4182.985
2003-07-17,4148.678
2003-07-18,4138.041
2003-07-21,4133.519
2003-07-22,4192.51
2003-07-23,4224.196
2003-07-24,4317.435
2003-07-25,4322.556
2003-07-28,4331.236
2003-07-29,4328.255
2003-07-30,4295.403
2003-07-31,4261.969
2003-08-01,4201.616
2003-08-04,4205.215
2003-08-05,4215.111
2003-08-06,4177.625
2003-08-07,4214.246
2003-08-08,4254.267
2003-08-11,4265.697
2003-08-12,4266.646
2003-08-13,4288.486
2003-08-14,4329.686
2003-08-15,4329.305
2003-08-18,4340.211
2003-08-19,4294.491
2003-08-20,4283.495
2003-08-21,4240.945
2003-08-22,4211.576
2003-08-25,4215.056
2003-08-26,4162.485
2003-08-27,4205.541
2003-08-28,4215.963
2003-08-29,4183.348
2003-09-01,4195.648
2003-09-02,4186.2
2003-09-03,4239.673
2003-09-04,4266.855
2003-09-05,4314.776
2003-09-08,4354.194
2003-09-09,4345.084
2003-09-10,4349.66
2003-09-11,4348.735
2003-09-12,4363.249
2003-09-15,4379.943
2003-09-16,4376.78
2003-09-17,4416.71
2003-09-18,4477.285
2003-09-19,4460.645
2003-09-22,4476.594
2003-09-23,4502.714
2003-09-24,4526.132
2003-09-25,4501.443
2003-09-26,4444.652
2003-09-29,4425.634
2003-09-30,4377.011
2003-10-01,4468.927
2003-10-02,4517.521
2003-10-03,4574.667
2003-10-06,4574.672
2003-10-07,4557.547
2003-10-08,4539.883
2003-10-09,4603.92
2003-10-10,4617.881
2003-10-13,4656.752
2003-10-14,4635.77
2003-10-15,4670.852
2003-10-16,4679.35
2003-10-17,4662.974
2003-10-20,4657.667
2003-10-21,4661.413
2003-10-22,4627.017
2003-10-23,4612.043
2003-10-24,4607.443
2003-10-27,4619.972
2003-10-28,4637.387
2003-10-29,4643.854
2003-10-30,4686.57
2003-10-31,4644.802
2003-11-03,4634.373
2003-11-04,4612.388
2003-11-05,4598.25
2003-11-06,4599.511
2003-11-07,4650.27
2003-11-10,4614.622
2003-11-11,4610.574
2003-11-12,4687.99
2003-11-13,4720.246
2003-11-14,4758.237
2003-11-17,4711.834
2003-11-18,4791.636
2003-11-19,4752.096
2003-11-20,4751.644
2003-11-21,4762.287
2003-11-24,4807.217
2003-11-25,4816.551
2003-11-26,4831.803
2003-11-27,4838.91
2003-11-28,4820.014
2003-12-01,4904.881
2003-12-02,4906.201
2003-12-03,4911.688
2003-12-04,4872.854
2003-12-05,4878.545
2003-12-08,4885.358
2003-12-09,4909.973
2003-12-10,4870.096
2003-12-11,4855.859
2003-12-12,4873.54
2003-12-15,4871.979
2003-12-16,4867.948
2003-12-17,4912.739
2003-12-18,4972.994
2003-12-19,4951.297
2003-12-22,4957.943
2003-12-23,5006.711
2003-12-24,5036.875
2003-12-25,5036.875
2003-12-26,5042.413
2003-12-29,5040.469
2003-12-30,5082.559
2003-12-31,5119.781
2004-01-01,5119.781
2004-01-02,5157.559
2004-01-05,5214.41
2004-01-06,5241.12
2004-01-07,5208.641
2004-01-08,5266.745
2004-01-09,5317.584
2004-01-12,5297.933
2004-01-13,5306.271
2004-01-14,5309.059
2004-01-15,5234.044
2004-01-16,5215.319
2004-01-19,5191.714
2004-01-20,5274.516
2004-01-21,5320.854
2004-01-22,5316.382
2004-01-23,5266.0
2004-01-26,5220.253
2004-01-27,5228.574
2004-01-28,5255.297
2004-01-29,5135.459
2004-01-30,5143.782
2004-02-02,5136.444
2004-02-03,5203.012
2004-02-04,5184.679
2004-02-05,5212.627
2004-02-06,5248.085
2004-02-09,5298.929
2004-02-10,5295.914
2004-02-11,5276.449
2004-02-12,5321.597
2004-02-13,5354.956
2004-02-16,5332.668
2004-02-17,5446.466
2004-02-18,5446.072
2004-02-19,5498.617
2004-02-20,5438.166
2004-02-23,5437.425
2004-02-24,5462.166
2004-02-25,5459.004
2004-02-26,5397.184
2004-02-27,5346.547
2004-03-01,5448.55
2004-03-02,5397.27
2004-03-03,5297.554
2004-03-04,5327.607
2004-03-05,5405.45
2004-03-08,5400.559
2004-03-09,5364.674
2004-03-10,5258.242
2004-03-11,5129.88
2004-03-12,5151.394
2004-03-15,5082.92
2004-03-16,5165.712
2004-03-17,5189.704
2004-03-18,5189.478
2004-03-19,5223.552
2004-03-22,5165.405
2004-03-23,5138.295
2004-03-24,5095.151
2004-03-25,5108.78
2004-03-26,5099.104
2004-03-29,5170.521
2004-03-30,5190.791
2004-03-31,5196.059
2004-04-01,5288.605
2004-04-02,5276.132
2004-04-05,5224.616
2004-04-06,5262.6
2004-04-07,5315.964
2004-04-08,5311.367
2004-04-09,5311.367
2004-04-12,5311.367
2004-04-13,5264.999
2004-04-14,5147.845
2004-04-15,5170.504
2004-04-16,5300.615
2004-04-19,5335.112
2004-04-20,5305.77
2004-04-21,5225.842
2004-04-22,5251.776
2004-04-23,5239.334
2004-04-26,5301.21
2004-04-27,5309.904
2004-04-28,5184.202
2004-04-29,5201.612
2004-04-30,5160.857
2004-05-03,5164.64
2004-05-04,5291.31
2004-05-05,5313.258
2004-05-06,5252.565
2004-05-07,5211.406
2004-05-10,5061.643
2004-05-11,5061.173
2004-05-12,5075.982
2004-05-13,5081.775
2004-05-14,5051.846
2004-05-17,5032.037
2004-05-18,5082.185
2004-05-19,5188.957
2004-05-20,5095.878
2004-05-21,5152.76
2004-05-24,5143.388
2004-05-25,5148.815
2004-05-26,5182.898
2004-05-27,5266.44
2004-05-28,5233.151
2004-05-31,5233.151
2004-06-01,5220.093
2004-06-02,5228.07
2004-06-03,5247.962
2004-06-04,5261.438
2004-06-07,5297.199
2004-06-08,5318.612
2004-06-09,5300.017
2004-06-10,5283.337
2004-06-11,5246.229
2004-06-14,5178.321
2004-06-15,5210.704
2004-06-16,5268.293
2004-06-17,5292.916
2004-06-18,5319.823
2004-06-21,5293.576
2004-06-22,5228.49
2004-06-23,5239.942
2004-06-24,5251.461
2004-06-25,5250.229
2004-06-28,5294.634
2004-06-29,5225.877
2004-06-30,5183.173
2004-07-01,5145.63
2004-07-02,5178.598
2004-07-05,5159.913
2004-07-06,5147.403
2004-07-07,5176.296
2004-07-08,5208.554
2004-07-09,5190.452
2004-07-12,5178.589
2004-07-13,5163.169
2004-07-14,5191.897
2004-07-15,5149.515
2004-07-16,5191.382
2004-07-19,5157.775
2004-07-20,5132.92
2004-07-21,5121.829
2004-07-22,5077.754
2004-07-23,5047.761
2004-07-26,5010.071
2004-07-27,5019.612
2004-07-28,5038.252
2004-07-29,5084.622
2004-07-30,5082.861
2004-08-02,5096.582
2004-08-03,5097.23
2004-08-04,5077.497
2004-08-05,5069.894
2004-08-06,5025.706
2004-08-09,4972.304
2004-08-10,5005.35
2004-08-11,4958.17
2004-08-12,4950.159
2004-08-13,4986.74
2004-08-16,5041.398
2004-08-17,5029.67
2004-08-18,5019.171
2004-08-19,5068.459
2004-08-20,5034.988
2004-08-23,5073.752
2004-08-24,5022.341
2004-08-25,5037.623
2004-08-26,5084.447
2004-08-27,5118.728
2004-08-30,5117.302
2004-08-31,5092.004
2004-09-01,5112.131
2004-09-02,5114.726
2004-09-03,5116.386
2004-09-06,5148.7
2004-09-07,5130.363
2004-09-08,5164.623
2004-09-09,5119.327
2004-09-10,5175.337
2004-09-13,5180.263
2004-09-14,5173.485
2004-09-15,5108.093
2004-09-16,5150.508
2004-09-17,5186.144
2004-09-20,5135.3
2004-09-21,5182.697
2004-09-22,5178.334
2004-09-23,5176.196
2004-09-24,5181.463
2004-09-27,5146.027
2004-09-28,5193.497
2004-09-29,5194.218
2004-09-30,5210.337
2004-10-01,5270.923
2004-10-04,5259.673
2004-10-05,5266.785
2004-10-06,5242.085
2004-10-07,5226.14
2004-10-08,5274.287
2004-10-11,5253.253
2004-10-12,5191.665
2004-10-13,5192.048
2004-10-14,5179.503
2004-10-15,5214.107
2004-10-18,5205.422
2004-10-19,5280.708
2004-10-20,5260.994
2004-10-21,5315.76
2004-10-22,5311.095
2004-10-25,5282.389
2004-10-26,5300.635
2004-10-27,5365.0
2004-10-28,5362.614
2004-10-29,5363.577
2004-11-01,5422.747
2004-11-02,5460.988
2004-11-03,5537.009
2004-11-04,5527.614
2004-11-05,5559.945
2004-11-08,5546.157
2004-11-09,5546.831
2004-11-10,5537.335
2004-11-11,5581.426
2004-11-12,5630.744
2004-11-15,5636.571
2004-11-16,5626.88
2004-11-17,5678.337
2004-11-18,5679.922
2004-11-19,5616.708
2004-11-22,5580.526
2004-11-23,5632.854
2004-11-24,5656.234
2004-11-25,5711.313
2004-11-26,5707.592
2004-11-29,5720.397
2004-11-30,5708.868
2004-12-01,5798.33
2004-12-02,5808.851
2004-12-03,5845.09
2004-12-06,5814.253
2004-12-07,5836.216
2004-12-08,5760.954
2004-12-09,5702.069
2004-12-10,5690.266
2004-12-13,5764.457
2004-12-14,5733.414
2004-12-15,5787.419
2004-12-16,5783.727
2004-12-17,5727.111
2004-12-20,5800.898
2004-12-21,5743.825
2004-12-22,5756.824
2004-12-23,5789.266
2004-12-24,5820.007
2004-12-27,5842.666
2004-12-28,5828.315
2004-12-29,5821.089
2004-12-30,5843.826
2004-12-31,5841.559
2005-01-03,5790.594
2005-01-04,5750.5
2005-01-05,5715.759
2005-01-06,5702.727
2005-01-07,5719.523
2005-01-10,5723.136
2005-01-11,5711.362
2005-01-12,5711.937
2005-01-13,5694.181
2005-01-14,5688.0
2005-01-17,5695.479
2005-01-18,5682.993
2005-01-19,5707.351
2005-01-20,5671.068
2005-01-21,5672.364
2005-01-24,5703.553
2005-01-25,5687.207
2005-01-26,5749.35
2005-01-27,5777.307
2005-01-28,5747.211
2005-01-31,5766.572
2005-02-01,5812.156
2005-02-02,5847.184
2005-02-03,5831.736
2005-02-04,5877.182
2005-02-07,5857.463
2005-02-08,5842.507
2005-02-09,5866.973
2005-02-10,5907.532
2005-02-11,5936.23
2005-02-14,6004.201
2005-02-15,6025.778
2005-02-16,6003.948
2005-02-17,6044.498
2005-02-18,6047.711
2005-02-21,6075.673
2005-02-22,6073.89
2005-02-23,6032.555
2005-02-24,6025.703
2005-02-25,6092.171
2005-02-28,6089.768
2005-03-01,6117.776
2005-03-02,6086.955
2005-03-03,6128.721
2005-03-04,6198.618
2005-03-07,6155.73
2005-03-08,6185.603
2005-03-09,6145.992
2005-03-10,6120.091
2005-03-11,6151.24
2005-03-14,6085.97
2005-03-15,6133.36
2005-03-16,6132.17
2005-03-17,6115.049
2005-03-18,6084.806
2005-03-21,6036.973
2005-03-22,6049.598
2005-03-23,5937.15
2005-03-24,5937.886
2005-03-25,5937.886
2005-03-28,5924.391
2005-03-29,5926.292
2005-03-30,5950.379
2005-03-31,5956.858
2005-04-01,5973.078
2005-04-04,5901.566
2005-04-05,5969.414
2005-04-06,5977.794
2005-04-07,6010.434
2005-04-08,6011.608
2005-04-11,6055.117
2005-04-12,6009.79
2005-04-13,6049.068
2005-04-14,5998.001
2005-04-15,5980.235
2005-04-18,5945.023
2005-04-19,6019.967
2005-04-20,5987.108
2005-04-21,5975.228
2005-04-22,6017.015
2005-04-25,6010.231
2005-04-26,5959.81
2005-04-27,5903.961
2005-04-28,5924.441
2005-04-29,5939.511
2005-05-02,5887.11
2005-05-03,5957.735
2005-05-04,6013.146
2005-05-05,6030.53
2005-05-06,6011.992
2005-05-09,5971.699
2005-05-10,5948.541
2005-05-11,5910.058
2005-05-12,5899.146
2005-05-13,5867.423
2005-05-16,5805.806
2005-05-17,5840.379
2005-05-18,5887.052
2005-05-19,5898.77
2005-05-20,5888.615
2005-05-23,5923.126
2005-05-24,5893.409
2005-05-25,5877.159
2005-05-26,5904.941
2005-05-27,5902.599
2005-05-30,5904.055
2005-05-31,5877.398
2005-06-01,5914.885
2005-06-02,5907.393
2005-06-03,5911.123
2005-06-06,5899.117
2005-06-07,5986.585
2005-06-08,5983.219
2005-06-09,5921.358
2005-06-10,5909.454
2005-06-13,5881.54
