Date,PORTUGAL SMID GROWTH SMID (Small+Mid Cap)
2002-03-05,250.979
2002-03-06,254.37
2002-03-07,257.817
2002-03-08,257.574
2002-03-11,258.181
2002-03-12,253.014
2002-03-13,257.096
2002-03-14,259.829
2002-03-15,261.637
2002-03-18,261.433
2002-03-19,260.947
2002-03-20,259.634
2002-03-21,257.454
2002-03-22,258.006
2002-03-25,255.971
2002-03-26,253.341
2002-03-27,255.142
2002-03-28,256.861
2002-03-29,256.861
2002-04-01,258.967
2002-04-02,257.943
2002-04-03,255.278
2002-04-04,255.625
2002-04-05,255.803
2002-04-08,253.907
2002-04-09,256.207
2002-04-10,257.292
2002-04-11,257.419
2002-04-12,255.63
2002-04-15,256.897
2002-04-16,259.693
2002-04-17,260.994
2002-04-18,261.403
2002-04-19,262.008
2002-04-22,264.171
2002-04-23,265.041
2002-04-24,263.591
2002-04-25,265.541
2002-04-26,264.387
2002-04-29,265.323
2002-04-30,264.603
2002-05-01,266.101
2002-05-02,257.783
2002-05-03,255.707
2002-05-06,252.623
2002-05-07,247.582
2002-05-08,254.478
2002-05-09,254.983
2002-05-10,254.149
2002-05-13,253.185
2002-05-14,254.289
2002-05-15,255.149
2002-05-16,257.391
2002-05-17,259.297
2002-05-20,257.661
2002-05-21,257.444
2002-05-22,264.244
2002-05-23,263.632
2002-05-24,264.239
2002-05-27,263.154
2002-05-28,267.977
2002-05-29,268.711
2002-05-30,270.332
2002-05-31,266.882
2002-06-03,269.592
2002-06-04,265.994
2002-06-05,265.111
2002-06-06,261.082
2002-06-07,255.086
2002-06-10,254.857
2002-06-11,255.987
2002-06-12,252.432
2002-06-13,248.036
2002-06-14,243.625
2002-06-17,248.8
2002-06-18,251.943
2002-06-19,256.276
2002-06-20,257.877
2002-06-21,259.02
2002-06-24,261.745
2002-06-25,262.325
2002-06-26,261.488
2002-06-27,264.648
2002-06-28,267.139
2002-07-01,260.924
2002-07-02,255.194
2002-07-03,245.836
2002-07-04,248.559
2002-07-05,254.515
2002-07-08,259.358
2002-07-09,261.55
2002-07-10,259.605
2002-07-11,256.881
2002-07-12,256.79
2002-07-15,256.749
2002-07-16,258.783
2002-07-17,261.289
2002-07-18,260.18
2002-07-19,253.71
2002-07-22,249.409
2002-07-23,244.885
2002-07-24,239.532
2002-07-25,245.277
2002-07-26,241.696
2002-07-29,243.473
2002-07-30,240.847
2002-07-31,240.006
2002-08-01,240.607
2002-08-02,236.97
2002-08-05,234.392
2002-08-06,228.157
2002-08-07,223.103
2002-08-08,229.793
2002-08-09,236.07
2002-08-12,235.443
2002-08-13,235.965
2002-08-14,235.961
2002-08-15,234.204
2002-08-16,233.991
2002-08-19,232.836
2002-08-20,233.959
2002-08-21,238.857
2002-08-22,246.175
2002-08-23,246.645
2002-08-26,244.149
2002-08-27,250.55
2002-08-28,248.488
2002-08-29,248.269
2002-08-30,248.734
2002-09-02,242.258
2002-09-03,244.825
2002-09-04,240.794
2002-09-05,240.988
2002-09-06,241.085
2002-09-09,239.768
2002-09-10,240.167
2002-09-11,240.933
2002-09-12,238.973
2002-09-13,234.842
2002-09-16,231.64
2002-09-17,225.636
2002-09-18,217.92
2002-09-19,218.38
2002-09-20,220.551
2002-09-23,215.697
2002-09-24,208.315
2002-09-25,210.02
2002-09-26,212.515
2002-09-27,207.712
2002-09-30,198.024
2002-10-01,198.642
2002-10-02,204.081
2002-10-03,205.475
2002-10-04,207.965
2002-10-07,207.575
2002-10-08,207.309
2002-10-09,211.145
2002-10-10,211.396
2002-10-11,219.502
2002-10-14,214.9
2002-10-15,219.624
2002-10-16,218.592
2002-10-17,217.943
2002-10-18,215.38
2002-10-21,212.724
2002-10-22,214.919
2002-10-23,212.312
2002-10-24,215.818
2002-10-25,217.984
2002-10-28,225.928
2002-10-29,218.963
2002-10-30,226.637
2002-10-31,233.352
2002-11-01,234.801
2002-11-04,237.312
2002-11-05,235.179
2002-11-06,235.036
2002-11-07,237.326
2002-11-08,240.153
2002-11-11,240.869
2002-11-12,239.817
2002-11-13,239.169
2002-11-14,244.811
2002-11-15,248.303
2002-11-18,252.653
2002-11-19,255.573
2002-11-20,252.8
2002-11-21,256.95
2002-11-22,257.537
2002-11-25,255.387
2002-11-26,246.996
2002-11-27,250.623
2002-11-28,256.383
2002-11-29,259.485
2002-12-02,262.75
2002-12-03,261.693
2002-12-04,261.794
2002-12-05,262.199
2002-12-06,264.864
2002-12-09,257.963
2002-12-10,260.319
2002-12-11,257.932
2002-12-12,258.355
2002-12-13,258.707
2002-12-16,258.692
2002-12-17,262.219
2002-12-18,263.378
2002-12-19,259.386
2002-12-20,259.817
2002-12-23,258.522
2002-12-24,259.592
2002-12-25,259.592
2002-12-26,260.247
2002-12-27,262.191
2002-12-30,263.924
2002-12-31,265.179
2003-01-01,265.179
2003-01-02,266.931
2003-01-03,267.693
2003-01-06,267.685
2003-01-07,273.8
2003-01-08,273.144
2003-01-09,277.097
2003-01-10,280.857
2003-01-13,284.853
2003-01-14,289.082
2003-01-15,288.85
2003-01-16,287.942
2003-01-17,287.94
2003-01-20,285.907
2003-01-21,283.402
2003-01-22,285.25
2003-01-23,287.667
2003-01-24,288.413
2003-01-27,285.816
2003-01-28,281.951
2003-01-29,276.792
2003-01-30,273.03
2003-01-31,273.194
2003-02-03,275.27
2003-02-04,275.986
2003-02-05,276.025
2003-02-06,276.999
2003-02-07,275.794
2003-02-10,272.52
2003-02-11,272.634
2003-02-12,271.188
2003-02-13,271.007
2003-02-14,273.689
2003-02-17,272.813
2003-02-18,272.152
2003-02-19,267.623
2003-02-20,268.411
2003-02-21,264.195
2003-02-24,259.689
2003-02-25,253.239
2003-02-26,257.156
2003-02-27,256.281
2003-02-28,262.481
2003-03-03,262.828
2003-03-04,264.605
2003-03-05,267.23
2003-03-06,266.865
2003-03-07,269.15
2003-03-10,269.696
2003-03-11,269.246
2003-03-12,266.607
2003-03-13,265.053
2003-03-14,263.853
2003-03-17,263.09
2003-03-18,265.616
2003-03-19,265.84
2003-03-20,265.466
2003-03-21,266.848
2003-03-24,268.108
2003-03-25,268.86
2003-03-26,270.112
2003-03-27,272.519
2003-03-28,272.228
2003-03-31,271.702
2003-04-01,272.475
2003-04-02,270.593
2003-04-03,273.787
2003-04-04,276.903
2003-04-07,282.423
2003-04-08,280.709
2003-04-09,280.775
2003-04-10,281.415
2003-04-11,276.887
2003-04-14,270.734
2003-04-15,277.865
2003-04-16,277.074
2003-04-17,277.691
2003-04-18,277.691
2003-04-21,276.494
2003-04-22,279.771
2003-04-23,283.367
2003-04-24,282.938
2003-04-25,282.902
2003-04-28,283.409
2003-04-29,283.21
2003-04-30,288.206
2003-05-01,290.853
2003-05-02,289.298
2003-05-05,293.825
2003-05-06,296.607
2003-05-07,299.323
2003-05-08,297.475
2003-05-09,296.733
2003-05-12,297.43
2003-05-13,295.467
2003-05-14,298.824
2003-05-15,297.356
2003-05-16,298.056
2003-05-19,300.133
2003-05-20,301.401
2003-05-21,300.694
2003-05-22,301.13
2003-05-23,303.812
2003-05-26,306.15
2003-05-27,307.233
2003-05-28,307.981
2003-05-29,308.395
2003-05-30,307.704
2003-06-02,306.553
2003-06-03,303.018
2003-06-04,304.323
2003-06-05,313.648
2003-06-06,314.618
2003-06-09,314.832
2003-06-10,313.369
2003-06-11,310.582
2003-06-12,301.031
2003-06-13,305.528
2003-06-16,311.405
2003-06-17,312.185
2003-06-18,304.127
2003-06-19,300.197
2003-06-20,303.244
2003-06-23,301.923
2003-06-24,296.033
2003-06-25,296.5
2003-06-26,294.95
2003-06-27,293.038
2003-06-30,294.845
2003-07-01,297.492
2003-07-02,296.74
2003-07-03,292.116
2003-07-04,290.654
2003-07-07,292.921
2003-07-08,288.237
2003-07-09,287.585
2003-07-10,288.517
2003-07-11,291.451
2003-07-14,292.862
2003-07-15,290.537
2003-07-16,289.523
2003-07-17,292.117
2003-07-18,289.404
2003-07-21,290.422
2003-07-22,288.475
2003-07-23,285.609
2003-07-24,286.737
2003-07-25,289.369
2003-07-28,284.753
2003-07-29,282.905
2003-07-30,280.05
2003-07-31,275.34
2003-08-01,274.212
2003-08-04,276.179
2003-08-05,275.575
2003-08-06,274.425
2003-08-07,274.855
2003-08-08,272.963
2003-08-11,275.385
2003-08-12,281.063
2003-08-13,282.786
2003-08-14,284.864
2003-08-15,286.976
2003-08-18,288.366
2003-08-19,287.72
2003-08-20,287.823
2003-08-21,287.802
2003-08-22,285.8
2003-08-25,284.388
2003-08-26,288.033
2003-08-27,287.928
2003-08-28,287.966
2003-08-29,291.688
2003-09-01,294.555
2003-09-02,290.06
2003-09-03,285.38
2003-09-04,285.516
2003-09-05,286.396
2003-09-08,285.562
2003-09-09,289.085
2003-09-10,289.509
2003-09-11,292.833
2003-09-12,297.476
2003-09-15,300.241
2003-09-16,296.932
2003-09-17,309.092
2003-09-18,308.141
2003-09-19,310.525
2003-09-22,312.243
2003-09-23,314.016
2003-09-24,313.709
2003-09-25,310.276
2003-09-26,307.162
2003-09-29,314.137
2003-09-30,315.284
2003-10-01,326.334
2003-10-02,325.324
2003-10-03,329.83
2003-10-06,328.033
2003-10-07,331.208
2003-10-08,330.759
2003-10-09,331.442
2003-10-10,338.189
2003-10-13,336.774
2003-10-14,337.977
2003-10-15,335.034
2003-10-16,334.423
2003-10-17,334.768
2003-10-20,333.049
2003-10-21,333.05
2003-10-22,331.517
2003-10-23,329.625
2003-10-24,333.056
2003-10-27,329.372
2003-10-28,332.23
2003-10-29,333.98
2003-10-30,335.881
2003-10-31,337.886
2003-11-03,334.567
2003-11-04,338.086
2003-11-05,336.455
2003-11-06,331.556
2003-11-07,338.561
2003-11-10,346.712
2003-11-11,348.113
2003-11-12,356.833
2003-11-13,363.117
2003-11-14,365.904
2003-11-17,357.837
2003-11-18,360.897
2003-11-19,367.388
2003-11-20,363.964
2003-11-21,364.064
2003-11-24,363.167
2003-11-25,365.787
2003-11-26,370.002
2003-11-27,373.982
2003-11-28,378.637
2003-12-01,379.416
2003-12-02,385.423
2003-12-03,385.22
2003-12-04,382.446
2003-12-05,384.884
2003-12-08,387.623
2003-12-09,389.097
2003-12-10,389.392
2003-12-11,386.751
2003-12-12,390.86
2003-12-15,392.577
2003-12-16,394.222
2003-12-17,398.217
2003-12-18,400.331
2003-12-19,402.346
2003-12-22,400.02
2003-12-23,400.142
2003-12-24,403.95
2003-12-25,403.95
2003-12-26,403.788
2003-12-29,405.464
2003-12-30,409.584
2003-12-31,409.744
2004-01-01,409.744
2004-01-02,413.977
2004-01-05,420.003
2004-01-06,422.237
2004-01-07,418.693
2004-01-08,423.889
2004-01-09,428.424
2004-01-12,435.25
2004-01-13,440.638
2004-01-14,441.494
2004-01-15,444.735
2004-01-16,437.577
2004-01-19,438.808
2004-01-20,441.257
2004-01-21,444.682
2004-01-22,447.745
2004-01-23,448.015
2004-01-26,447.406
2004-01-27,452.663
2004-01-28,452.34
2004-01-29,438.321
2004-01-30,441.647
2004-02-02,444.176
2004-02-03,445.338
2004-02-04,445.171
2004-02-05,444.112
2004-02-06,452.901
2004-02-09,452.506
2004-02-10,456.272
2004-02-11,460.413
2004-02-12,464.584
2004-02-13,465.379
2004-02-16,465.666
2004-02-17,470.397
2004-02-18,473.087
2004-02-19,466.304
2004-02-20,466.777
2004-02-23,471.085
2004-02-24,478.662
2004-02-25,476.944
2004-02-26,471.043
2004-02-27,473.822
2004-03-01,479.093
2004-03-02,477.466
2004-03-03,472.699
2004-03-04,476.133
2004-03-05,479.84
2004-03-08,481.903
2004-03-09,480.765
2004-03-10,467.745
2004-03-11,452.986
2004-03-12,451.953
2004-03-15,448.149
2004-03-16,452.308
2004-03-17,454.378
2004-03-18,455.99
2004-03-19,456.125
2004-03-22,449.243
2004-03-23,447.55
2004-03-24,441.311
2004-03-25,447.158
2004-03-26,442.944
2004-03-29,447.513
2004-03-30,444.799
2004-03-31,450.137
2004-04-01,456.402
2004-04-02,449.69
2004-04-05,446.007
2004-04-06,449.778
2004-04-07,456.758
2004-04-08,456.602
2004-04-09,456.602
2004-04-12,455.32
2004-04-13,452.141
2004-04-14,449.259
2004-04-15,448.487
2004-04-16,452.382
2004-04-19,451.846
2004-04-20,448.584
2004-04-21,441.431
2004-04-22,445.877
2004-04-23,443.613
2004-04-26,442.349
2004-04-27,444.994
2004-04-28,441.837
2004-04-29,448.2
2004-04-30,451.557
2004-05-03,450.254
2004-05-04,459.966
2004-05-05,464.259
2004-05-06,458.536
2004-05-07,450.145
2004-05-10,437.235
2004-05-11,436.063
2004-05-12,436.682
2004-05-13,436.726
2004-05-14,431.961
2004-05-17,424.939
2004-05-18,429.822
2004-05-19,440.304
2004-05-20,436.326
2004-05-21,436.681
2004-05-24,437.583
2004-05-25,438.024
2004-05-26,436.519
2004-05-27,446.693
2004-05-28,442.785
2004-05-31,441.773
2004-06-01,440.001
2004-06-02,441.999
2004-06-03,440.479
2004-06-04,443.309
2004-06-07,450.003
2004-06-08,448.945
2004-06-09,439.491
2004-06-10,439.588
2004-06-11,436.659
2004-06-14,439.603
2004-06-15,440.196
2004-06-16,439.682
2004-06-17,442.497
2004-06-18,443.466
2004-06-21,442.176
2004-06-22,443.606
2004-06-23,441.364
2004-06-24,444.482
2004-06-25,440.884
2004-06-28,446.898
2004-06-29,445.761
2004-06-30,445.354
2004-07-01,441.864
2004-07-02,444.22
2004-07-05,439.875
2004-07-06,435.378
2004-07-07,433.296
2004-07-08,438.749
2004-07-09,442.372
2004-07-12,446.467
2004-07-13,446.637
2004-07-14,451.042
2004-07-15,446.949
2004-07-16,447.666
2004-07-19,438.34
2004-07-20,438.045
2004-07-21,435.306
2004-07-22,432.964
2004-07-23,426.981
2004-07-26,425.356
2004-07-27,425.16
2004-07-28,427.17
2004-07-29,428.191
2004-07-30,421.694
2004-08-02,423.218
2004-08-03,416.196
2004-08-04,415.427
2004-08-05,416.556
2004-08-06,419.106
2004-08-09,416.196
2004-08-10,421.409
2004-08-11,415.778
2004-08-12,417.372
2004-08-13,419.201
2004-08-16,421.377
2004-08-17,420.454
2004-08-18,419.622
2004-08-19,421.224
2004-08-20,422.512
2004-08-23,418.596
2004-08-24,417.085
2004-08-25,415.826
2004-08-26,417.837
2004-08-27,415.514
2004-08-30,416.685
2004-08-31,422.115
2004-09-01,424.049
2004-09-02,423.912
2004-09-03,420.201
2004-09-06,424.372
2004-09-07,428.09
2004-09-08,430.605
2004-09-09,430.801
2004-09-10,438.128
2004-09-13,439.583
2004-09-14,438.921
2004-09-15,430.512
2004-09-16,430.675
2004-09-17,432.396
2004-09-20,432.246
2004-09-21,436.07
2004-09-22,432.074
2004-09-23,431.537
2004-09-24,431.956
2004-09-27,434.085
2004-09-28,434.351
2004-09-29,438.635
2004-09-30,440.026
2004-10-01,441.869
2004-10-04,441.657
2004-10-05,443.498
2004-10-06,443.55
2004-10-07,441.019
2004-10-08,446.455
2004-10-11,445.171
2004-10-12,440.114
2004-10-13,441.939
2004-10-14,444.297
2004-10-15,447.86
2004-10-18,446.741
2004-10-19,446.402
2004-10-20,449.387
2004-10-21,451.009
2004-10-22,454.774
2004-10-25,458.23
2004-10-26,456.781
2004-10-27,461.967
2004-10-28,465.528
2004-10-29,467.298
2004-11-01,471.58
2004-11-02,470.637
2004-11-03,472.459
2004-11-04,473.619
2004-11-05,475.754
2004-11-08,479.341
2004-11-09,478.404
2004-11-10,481.335
2004-11-11,481.227
2004-11-12,484.45
2004-11-15,483.787
2004-11-16,482.057
2004-11-17,487.939
2004-11-18,484.932
2004-11-19,491.139
2004-11-22,491.11
2004-11-23,494.468
2004-11-24,497.43
2004-11-25,502.153
2004-11-26,501.819
2004-11-29,500.488
2004-11-30,496.776
2004-12-01,495.469
2004-12-02,492.526
2004-12-03,494.354
2004-12-06,494.973
2004-12-07,494.517
2004-12-08,490.135
2004-12-09,489.346
2004-12-10,489.562
2004-12-13,496.248
2004-12-14,498.714
2004-12-15,504.706
2004-12-16,501.378
2004-12-17,498.065
2004-12-20,507.411
2004-12-21,506.163
2004-12-22,507.619
2004-12-23,512.839
2004-12-24,511.616
2004-12-27,516.262
2004-12-28,515.295
2004-12-29,515.935
2004-12-30,516.995
2004-12-31,516.325
2005-01-03,513.806
2005-01-04,510.4
2005-01-05,511.158
2005-01-06,512.466
2005-01-07,514.294
2005-01-10,511.319
2005-01-11,510.23
2005-01-12,516.476
2005-01-13,516.162
2005-01-14,511.236
2005-01-17,515.776
2005-01-18,514.596
2005-01-19,519.308
2005-01-20,516.216
2005-01-21,521.385
2005-01-24,522.18
2005-01-25,519.593
2005-01-26,528.764
2005-01-27,525.139
2005-01-28,530.784
2005-01-31,537.134
2005-02-01,539.006
2005-02-02,535.98
2005-02-03,533.365
2005-02-04,532.621
2005-02-07,529.346
2005-02-08,526.997
2005-02-09,527.194
2005-02-10,531.531
2005-02-11,531.308
2005-02-14,536.828
2005-02-15,537.262
2005-02-16,537.519
2005-02-17,540.269
2005-02-18,539.847
2005-02-21,533.402
2005-02-22,535.782
2005-02-23,531.127
2005-02-24,533.372
2005-02-25,537.18
2005-02-28,542.819
2005-03-01,542.483
2005-03-02,534.424
2005-03-03,536.239
2005-03-04,542.917
2005-03-07,543.032
2005-03-08,550.059
2005-03-09,549.582
2005-03-10,549.892
2005-03-11,553.645
2005-03-14,545.478
2005-03-15,542.145
2005-03-16,545.88
2005-03-17,539.116
2005-03-18,537.707
2005-03-21,533.266
2005-03-22,533.875
2005-03-23,527.805
2005-03-24,526.678
2005-03-25,526.678
2005-03-28,522.982
2005-03-29,523.988
2005-03-30,522.559
2005-03-31,526.546
2005-04-01,523.106
2005-04-04,517.179
2005-04-05,524.821
2005-04-06,521.883
2005-04-07,528.549
2005-04-08,526.728
2005-04-11,531.442
2005-04-12,528.054
2005-04-13,532.919
2005-04-14,529.17
2005-04-15,528.595
2005-04-18,525.442
2005-04-19,528.731
2005-04-20,536.611
2005-04-21,537.341
2005-04-22,538.256
2005-04-25,535.417
2005-04-26,532.956
2005-04-27,527.131
2005-04-28,523.813
2005-04-29,523.52
2005-05-02,520.855
2005-05-03,526.212
2005-05-04,531.266
2005-05-05,531.773
2005-05-06,525.844
2005-05-09,521.467
2005-05-10,523.522
2005-05-11,522.312
2005-05-12,521.219
2005-05-13,516.429
2005-05-16,517.247
2005-05-17,518.106
2005-05-18,521.03
2005-05-19,522.377
2005-05-20,520.607
2005-05-23,522.436
2005-05-24,521.628
2005-05-25,522.373
2005-05-26,518.18
2005-05-27,515.313
2005-05-30,512.832
2005-05-31,504.004
2005-06-01,504.192
2005-06-02,502.434
2005-06-03,500.767
2005-06-06,498.249
2005-06-07,494.228
2005-06-08,492.542
2005-06-09,490.08
2005-06-10,493.325
2005-06-13,491.31
2005-06-14,488.658
2005-06-15,494.221
2005-06-16,491.697
2005-06-17,501.064
2005-06-20,495.041
2005-06-21,496.755
2005-06-22,498.071
2005-06-23,497.782
2005-06-24,498.669
2005-06-27,499.924
2005-06-28,494.063
2005-06-29,495.229
2005-06-30,499.443
2005-07-01,495.575
2005-07-04,492.151
2005-07-05,491.197
2005-07-06,489.32
2005-07-07,485.9
2005-07-08,485.099
2005-07-11,492.446
2005-07-12,495.409
2005-07-13,489.168
2005-07-14,490.578
2005-07-15,487.897
2005-07-18,492.002
2005-07-19,491.148
2005-07-20,489.055
2005-07-21,492.732
2005-07-22,494.375
2005-07-25,493.763
2005-07-26,489.974
2005-07-27,490.322
2005-07-28,494.843
2005-07-29,498.03
2005-08-01,499.084
2005-08-02,502.619
2005-08-03,508.432
2005-08-04,508.817
2005-08-05,510.14
2005-08-08,510.835
2005-08-09,510.973
2005-08-10,514.02
2005-08-11,516.335
2005-08-12,515.752
2005-08-15,514.966
2005-08-16,511.12
2005-08-17,510.153
2005-08-18,505.505
2005-08-19,507.761
2005-08-22,513.4
2005-08-23,515.313
2005-08-24,515.248
2005-08-25,514.77
2005-08-26,513.894
2005-08-29,511.43
2005-08-30,512.583
2005-08-31,521.516
2005-09-01,532.083
2005-09-02,536.36
2005-09-05,541.188
2005-09-06,538.334
2005-09-07,538.08
2005-09-08,534.282
2005-09-09,536.342
2005-09-12,528.549
2005-09-13,524.672
2005-09-14,531.127
2005-09-15,527.407
2005-09-16,529.363
2005-09-19,524.66
2005-09-20,528.211
2005-09-21,530.226
2005-09-22,524.142
2005-09-23,523.671
2005-09-26,529.375
2005-09-27,529.908
2005-09-28,532.047
2005-09-29,533.851
2005-09-30,539.886
2005-10-03,537.191
2005-10-04,537.011
2005-10-05,546.113
2005-10-06,551.657
2005-10-07,545.692
2005-10-10,541.194
2005-10-11,540.382
2005-10-12,539.085
2005-10-13,528.989
2005-10-14,537.875
2005-10-17,533.725
2005-10-18,526.991
2005-10-19,522.09
2005-10-20,519.607
2005-10-21,517.32
2005-10-24,522.772
2005-10-25,527.751
2005-10-26,523.07
2005-10-27,511.805
2005-10-28,508.089
2005-10-31,506.332
2005-11-01,512.604
2005-11-02,513.46
2005-11-03,510.99
2005-11-04,503.517
2005-11-07,505.04
