Date,DENMARK SMALL CAP Small Cap
2001-10-02,86.479
2001-10-03,86.547
2001-10-04,88.182
2001-10-05,87.955
2001-10-08,87.585
2001-10-09,88.745
2001-10-10,88.837
2001-10-11,89.818
2001-10-12,90.188
2001-10-15,90.213
2001-10-16,91.018
2001-10-17,91.121
2001-10-18,89.679
2001-10-19,87.234
2001-10-22,87.568
2001-10-23,88.372
2001-10-24,89.563
2001-10-25,87.93
2001-10-26,88.215
2001-10-29,88.656
2001-10-30,87.414
2001-10-31,87.342
2001-11-01,88.201
2001-11-02,87.74
2001-11-05,88.298
2001-11-06,87.907
2001-11-07,88.561
2001-11-08,88.169
2001-11-09,88.238
2001-11-12,85.8
2001-11-13,86.274
2001-11-14,85.916
2001-11-15,85.907
2001-11-16,87.633
2001-11-19,86.992
2001-11-20,86.584
2001-11-21,85.356
2001-11-22,85.352
2001-11-23,85.806
2001-11-26,86.02
2001-11-27,86.534
2001-11-28,86.478
2001-11-29,86.196
2001-11-30,88.085
2001-12-03,86.624
2001-12-04,86.464
2001-12-05,87.444
2001-12-06,87.519
2001-12-07,88.718
2001-12-10,88.281
2001-12-11,88.396
2001-12-12,88.881
2001-12-13,87.792
2001-12-14,88.388
2001-12-17,88.462
2001-12-18,88.811
2001-12-19,88.701
2001-12-20,89.136
2001-12-21,87.835
2001-12-24,86.981
2001-12-25,86.981
2001-12-26,87.054
2001-12-27,88.407
2001-12-28,88.39
2001-12-31,89.255
2002-01-01,89.255
2002-01-02,91.031
2002-01-03,91.022
2002-01-04,91.025
2002-01-07,91.144
2002-01-08,90.608
2002-01-09,90.565
2002-01-10,91.333
2002-01-11,91.601
2002-01-14,91.515
2002-01-15,90.869
2002-01-16,89.842
2002-01-17,89.239
2002-01-18,90.546
2002-01-21,90.869
2002-01-22,91.594
2002-01-23,92.76
2002-01-24,92.323
2002-01-25,89.494
2002-01-28,93.022
2002-01-29,92.857
2002-01-30,92.723
2002-01-31,93.568
2002-02-01,93.893
2002-02-04,94.319
2002-02-05,94.097
2002-02-06,93.971
2002-02-07,93.789
2002-02-08,93.951
2002-02-11,94.471
2002-02-12,94.531
2002-02-13,92.301
2002-02-14,92.415
2002-02-15,93.283
2002-02-18,92.942
2002-02-19,91.838
2002-02-20,91.429
2002-02-21,91.345
2002-02-22,91.292
2002-02-25,91.595
2002-02-26,92.349
2002-02-27,92.789
2002-02-28,93.432
2002-03-01,93.523
2002-03-04,94.534
2002-03-05,94.429
2002-03-06,94.433
2002-03-07,94.331
2002-03-08,95.044
2002-03-11,95.176
2002-03-12,95.422
2002-03-13,96.481
2002-03-14,98.356
2002-03-15,98.328
2002-03-18,99.348
2002-03-19,99.634
2002-03-20,100.655
2002-03-21,99.774
2002-03-22,102.863
2002-03-25,102.337
2002-03-26,101.902
2002-03-27,101.819
2002-03-28,101.769
2002-03-29,101.769
2002-04-01,102.607
2002-04-02,103.257
2002-04-03,102.845
2002-04-04,103.636
2002-04-05,103.615
2002-04-08,102.838
2002-04-09,103.029
2002-04-10,102.363
2002-04-11,102.299
2002-04-12,102.098
2002-04-15,102.872
2002-04-16,104.083
2002-04-17,104.319
2002-04-18,103.388
2002-04-19,103.229
2002-04-22,103.274
2002-04-23,104.127
2002-04-24,104.108
2002-04-25,104.605
2002-04-26,104.604
2002-04-29,105.738
2002-04-30,106.991
2002-05-01,108.361
2002-05-02,109.425
2002-05-03,110.195
2002-05-06,109.885
2002-05-07,109.086
2002-05-08,109.668
2002-05-09,109.644
2002-05-10,110.4
2002-05-13,109.999
2002-05-14,108.913
2002-05-15,109.279
2002-05-16,108.65
2002-05-17,111.272
2002-05-20,111.309
2002-05-21,111.168
2002-05-22,110.553
2002-05-23,109.985
2002-05-24,110.399
2002-05-27,109.777
2002-05-28,110.095
2002-05-29,110.084
2002-05-30,111.601
2002-05-31,112.237
2002-06-03,112.966
2002-06-04,112.218
2002-06-05,111.514
2002-06-06,113.039
2002-06-07,110.911
2002-06-10,110.992
2002-06-11,110.325
2002-06-12,110.085
2002-06-13,108.516
2002-06-14,107.126
2002-06-17,107.909
2002-06-18,107.839
2002-06-19,106.851
2002-06-20,105.504
2002-06-21,105.558
2002-06-24,103.486
2002-06-25,104.696
2002-06-26,105.586
2002-06-27,106.697
2002-06-28,107.882
2002-07-01,108.259
2002-07-02,108.127
2002-07-03,106.743
2002-07-04,108.262
2002-07-05,109.31
2002-07-08,109.898
2002-07-09,109.135
2002-07-10,108.25
2002-07-11,106.451
2002-07-12,106.983
2002-07-15,107.693
2002-07-16,107.412
2002-07-17,108.076
2002-07-18,108.019
2002-07-19,107.071
2002-07-22,103.163
2002-07-23,99.507
2002-07-24,92.745
2002-07-25,97.758
2002-07-26,95.895
2002-07-29,97.179
2002-07-30,98.58
2002-07-31,97.481
2002-08-01,97.35
2002-08-02,97.804
2002-08-05,95.807
2002-08-06,92.922
2002-08-07,94.646
2002-08-08,94.182
2002-08-09,95.475
2002-08-12,95.267
2002-08-13,95.031
2002-08-14,95.323
2002-08-15,95.417
2002-08-16,94.792
2002-08-19,94.617
2002-08-20,94.632
2002-08-21,95.145
2002-08-22,95.404
2002-08-23,94.137
2002-08-26,94.451
2002-08-27,95.784
2002-08-28,91.284
2002-08-29,92.807
2002-08-30,93.655
2002-09-02,95.447
2002-09-03,94.563
2002-09-04,93.808
2002-09-05,93.138
2002-09-06,94.284
2002-09-09,93.837
2002-09-10,93.521
2002-09-11,93.934
2002-09-12,93.451
2002-09-13,92.861
2002-09-16,91.042
2002-09-17,90.037
2002-09-18,88.658
2002-09-19,88.292
2002-09-20,89.697
2002-09-23,87.965
2002-09-24,85.194
2002-09-25,84.501
2002-09-26,84.76
2002-09-27,86.137
2002-09-30,85.07
2002-10-01,84.267
2002-10-02,84.622
2002-10-03,82.767
2002-10-04,81.112
2002-10-07,80.595
2002-10-08,80.608
2002-10-09,80.05
2002-10-10,79.326
2002-10-11,81.634
2002-10-14,81.404
2002-10-15,85.887
2002-10-16,84.244
2002-10-17,84.794
2002-10-18,85.521
2002-10-21,86.181
2002-10-22,86.708
2002-10-23,86.294
2002-10-24,86.152
2002-10-25,85.622
2002-10-28,88.25
2002-10-29,86.201
2002-10-30,86.42
2002-10-31,86.777
2002-11-01,87.233
2002-11-04,88.72
2002-11-05,89.803
2002-11-06,89.114
2002-11-07,88.6
2002-11-08,88.645
2002-11-11,87.624
2002-11-12,88.134
2002-11-13,87.819
2002-11-14,87.926
2002-11-15,87.858
2002-11-18,89.438
2002-11-19,89.347
2002-11-20,87.548
2002-11-21,89.037
2002-11-22,90.545
2002-11-25,90.287
2002-11-26,90.169
2002-11-27,89.891
2002-11-28,91.245
2002-11-29,91.258
2002-12-02,92.167
2002-12-03,91.406
2002-12-04,91.264
2002-12-05,90.819
2002-12-06,91.75
2002-12-09,91.397
2002-12-10,91.76
2002-12-11,91.666
2002-12-12,92.401
2002-12-13,92.459
2002-12-16,93.364
2002-12-17,94.635
2002-12-18,93.588
2002-12-19,92.01
2002-12-20,91.139
2002-12-23,91.438
2002-12-24,91.821
2002-12-25,91.821
2002-12-26,92.049
2002-12-27,92.902
2002-12-30,93.599
2002-12-31,93.946
2003-01-01,93.946
2003-01-02,95.189
2003-01-03,95.398
2003-01-06,97.033
2003-01-07,96.032
2003-01-08,94.89
2003-01-09,95.724
2003-01-10,96.411
2003-01-13,96.172
2003-01-14,96.003
2003-01-15,95.44
2003-01-16,96.441
2003-01-17,96.459
2003-01-20,95.956
2003-01-21,95.492
2003-01-22,94.705
2003-01-23,92.989
2003-01-24,93.298
2003-01-27,90.95
2003-01-28,89.415
2003-01-29,89.111
2003-01-30,88.242
2003-01-31,88.103
2003-02-03,88.563
2003-02-04,87.651
2003-02-05,87.017
2003-02-06,87.828
2003-02-07,88.232
2003-02-10,86.786
2003-02-11,86.357
2003-02-12,86.289
2003-02-13,86.655
2003-02-14,86.548
2003-02-17,86.877
2003-02-18,86.823
2003-02-19,87.498
2003-02-20,87.468
2003-02-21,87.382
2003-02-24,86.434
2003-02-25,85.327
2003-02-26,84.677
2003-02-27,84.227
2003-02-28,86.282
2003-03-03,87.012
2003-03-04,86.072
2003-03-05,86.509
2003-03-06,85.276
2003-03-07,84.734
2003-03-10,85.079
2003-03-11,84.333
2003-03-12,83.943
2003-03-13,83.313
2003-03-14,86.992
2003-03-17,86.349
2003-03-18,87.46
2003-03-19,86.987
2003-03-20,87.096
2003-03-21,88.979
2003-03-24,89.071
2003-03-25,89.686
2003-03-26,89.798
2003-03-27,89.255
2003-03-28,90.976
2003-03-31,90.684
2003-04-01,90.683
2003-04-02,91.254
2003-04-03,91.792
2003-04-04,92.06
2003-04-07,93.156
2003-04-08,91.973
2003-04-09,92.524
2003-04-10,93.412
2003-04-11,93.7
2003-04-14,93.339
2003-04-15,95.178
2003-04-16,94.788
2003-04-17,95.244
2003-04-18,95.244
2003-04-21,94.836
2003-04-22,96.845
2003-04-23,98.805
2003-04-24,99.406
2003-04-25,98.798
2003-04-28,98.895
2003-04-29,100.63
2003-04-30,102.487
2003-05-01,103.22
2003-05-02,103.248
2003-05-05,104.678
2003-05-06,104.694
2003-05-07,105.885
2003-05-08,106.044
2003-05-09,106.091
2003-05-12,106.815
2003-05-13,107.338
2003-05-14,108.237
2003-05-15,110.243
2003-05-16,110.965
2003-05-19,111.505
2003-05-20,111.619
2003-05-21,112.075
2003-05-22,112.401
2003-05-23,112.071
2003-05-26,111.905
2003-05-27,110.482
2003-05-28,110.285
2003-05-29,111.102
2003-05-30,112.368
2003-06-02,114.586
2003-06-03,113.158
2003-06-04,113.55
2003-06-05,115.202
2003-06-06,115.684
2003-06-09,116.308
2003-06-10,114.633
2003-06-11,116.337
2003-06-12,117.614
2003-06-13,117.739
2003-06-16,118.511
2003-06-17,118.551
2003-06-18,117.508
2003-06-19,116.542
2003-06-20,116.726
2003-06-23,115.127
2003-06-24,113.586
2003-06-25,115.093
2003-06-26,113.258
2003-06-27,114.327
2003-06-30,113.923
2003-07-01,114.535
2003-07-02,114.266
2003-07-03,114.693
2003-07-04,114.175
2003-07-07,113.397
2003-07-08,114.128
2003-07-09,113.908
2003-07-10,113.766
2003-07-11,112.639
2003-07-14,113.625
2003-07-15,114.229
2003-07-16,114.043
2003-07-17,114.134
2003-07-18,114.062
2003-07-21,113.746
2003-07-22,114.579
2003-07-23,116.055
2003-07-24,117.054
2003-07-25,116.817
2003-07-28,116.495
2003-07-29,116.449
2003-07-30,115.448
2003-07-31,113.477
2003-08-01,114.031
2003-08-04,115.523
2003-08-05,115.967
2003-08-06,115.691
2003-08-07,116.315
2003-08-08,116.843
2003-08-11,117.042
2003-08-12,117.546
2003-08-13,117.779
2003-08-14,117.997
2003-08-15,121.298
2003-08-18,120.577
2003-08-19,121.72
2003-08-20,125.812
2003-08-21,127.931
2003-08-22,128.041
2003-08-25,127.243
2003-08-26,125.379
2003-08-27,125.238
2003-08-28,125.807
2003-08-29,128.033
2003-09-01,129.041
2003-09-02,129.226
2003-09-03,131.529
2003-09-04,131.727
2003-09-05,132.891
2003-09-08,133.663
2003-09-09,134.68
2003-09-10,132.881
2003-09-11,133.956
2003-09-12,135.972
2003-09-15,136.672
2003-09-16,136.092
2003-09-17,136.864
2003-09-18,136.649
2003-09-19,138.931
2003-09-22,138.523
2003-09-23,138.165
2003-09-24,139.529
2003-09-25,138.055
2003-09-26,136.542
2003-09-29,137.376
2003-09-30,137.222
2003-10-01,138.664
2003-10-02,139.574
2003-10-03,140.295
2003-10-06,141.053
2003-10-07,142.332
2003-10-08,143.747
2003-10-09,145.664
2003-10-10,144.702
2003-10-13,144.393
2003-10-14,143.748
2003-10-15,145.905
2003-10-16,148.516
2003-10-17,146.92
2003-10-20,146.591
2003-10-21,148.205
2003-10-22,147.451
2003-10-23,146.773
2003-10-24,149.53
2003-10-27,148.608
2003-10-28,147.796
2003-10-29,147.405
2003-10-30,149.74
2003-10-31,148.849
2003-11-03,149.883
2003-11-04,150.617
2003-11-05,148.169
2003-11-06,146.185
2003-11-07,148.212
2003-11-10,147.922
2003-11-11,146.711
2003-11-12,150.472
2003-11-13,151.16
2003-11-14,151.508
2003-11-17,150.676
2003-11-18,152.259
2003-11-19,151.896
2003-11-20,150.338
2003-11-21,149.756
2003-11-24,147.796
2003-11-25,148.059
2003-11-26,150.496
2003-11-27,149.912
2003-11-28,151.224
2003-12-01,152.53
2003-12-02,154.127
2003-12-03,153.85
2003-12-04,153.13
2003-12-05,154.367
2003-12-08,153.208
2003-12-09,152.622
2003-12-10,151.732
2003-12-11,152.232
2003-12-12,154.908
2003-12-15,155.174
2003-12-16,154.98
2003-12-17,155.043
2003-12-18,155.34
2003-12-19,155.947
2003-12-22,156.836
2003-12-23,158.562
2003-12-24,158.993
2003-12-25,158.993
2003-12-26,158.938
2003-12-29,160.499
2003-12-30,161.417
2003-12-31,162.449
2004-01-01,162.449
2004-01-02,164.529
2004-01-05,166.503
2004-01-06,166.833
2004-01-07,166.736
2004-01-08,169.787
2004-01-09,172.228
2004-01-12,171.558
2004-01-13,172.541
2004-01-14,175.33
2004-01-15,175.724
2004-01-16,173.056
2004-01-19,172.329
2004-01-20,173.336
2004-01-21,172.698
2004-01-22,175.751
2004-01-23,175.861
2004-01-26,174.388
2004-01-27,177.082
2004-01-28,176.896
2004-01-29,173.401
2004-01-30,174.439
2004-02-02,175.147
2004-02-03,176.106
2004-02-04,176.666
2004-02-05,177.148
2004-02-06,180.951
2004-02-09,181.86
2004-02-10,182.235
2004-02-11,182.012
2004-02-12,185.117
2004-02-13,183.956
2004-02-16,183.566
2004-02-17,183.298
2004-02-18,182.547
2004-02-19,179.966
2004-02-20,177.559
2004-02-23,176.877
2004-02-24,178.367
2004-02-25,176.84
2004-02-26,176.51
2004-02-27,178.513
2004-03-01,178.257
2004-03-02,176.615
2004-03-03,174.681
2004-03-04,176.658
2004-03-05,180.185
2004-03-08,179.758
2004-03-09,180.037
2004-03-10,177.526
2004-03-11,176.684
2004-03-12,174.362
2004-03-15,173.883
2004-03-16,174.934
2004-03-17,174.655
2004-03-18,176.986
2004-03-19,176.486
2004-03-22,175.103
2004-03-23,173.155
2004-03-24,171.717
2004-03-25,174.284
2004-03-26,174.866
2004-03-29,174.58
2004-03-30,174.153
2004-03-31,176.296
2004-04-01,177.302
2004-04-02,175.711
2004-04-05,174.9
2004-04-06,174.061
2004-04-07,177.522
2004-04-08,176.588
2004-04-09,176.588
2004-04-12,176.08
2004-04-13,174.701
2004-04-14,174.419
2004-04-15,174.521
2004-04-16,177.305
2004-04-19,177.736
2004-04-20,177.748
2004-04-21,177.153
2004-04-22,177.406
2004-04-23,178.383
2004-04-26,178.46
2004-04-27,178.081
2004-04-28,175.64
2004-04-29,175.511
2004-04-30,176.225
2004-05-03,177.066
2004-05-04,178.639
2004-05-05,178.707
2004-05-06,176.358
2004-05-07,173.908
2004-05-10,170.978
2004-05-11,170.267
2004-05-12,171.069
2004-05-13,172.685
2004-05-14,173.394
2004-05-17,173.671
2004-05-18,172.35
2004-05-19,175.672
2004-05-20,174.117
2004-05-21,177.062
2004-05-24,176.457
2004-05-25,178.035
2004-05-26,178.338
2004-05-27,181.609
2004-05-28,180.459
2004-05-31,180.459
2004-06-01,182.57
2004-06-02,183.666
2004-06-03,182.507
2004-06-04,184.01
2004-06-07,186.295
2004-06-08,187.124
2004-06-09,183.907
2004-06-10,183.764
2004-06-11,183.166
2004-06-14,183.311
2004-06-15,183.314
2004-06-16,183.298
2004-06-17,183.922
2004-06-18,186.375
2004-06-21,186.166
2004-06-22,186.554
2004-06-23,187.53
2004-06-24,190.122
2004-06-25,189.18
2004-06-28,189.913
2004-06-29,188.408
2004-06-30,189.305
2004-07-01,189.736
2004-07-02,191.42
2004-07-05,191.67
2004-07-06,191.106
2004-07-07,192.902
2004-07-08,192.621
2004-07-09,192.19
2004-07-12,192.005
2004-07-13,189.655
2004-07-14,190.505
2004-07-15,191.783
2004-07-16,192.907
2004-07-19,192.315
2004-07-20,189.667
2004-07-21,188.123
2004-07-22,187.374
2004-07-23,185.655
2004-07-26,185.568
2004-07-27,185.315
2004-07-28,184.924
2004-07-29,185.593
2004-07-30,187.011
2004-08-02,187.461
2004-08-03,189.348
2004-08-04,187.849
2004-08-05,188.313
2004-08-06,187.962
2004-08-09,184.027
2004-08-10,186.743
2004-08-11,183.725
2004-08-12,184.777
2004-08-13,185.6
2004-08-16,185.948
2004-08-17,187.236
2004-08-18,188.332
2004-08-19,190.892
2004-08-20,190.848
2004-08-23,190.337
2004-08-24,187.671
2004-08-25,189.065
2004-08-26,190.4
2004-08-27,189.687
2004-08-30,189.739
2004-08-31,191.385
2004-09-01,194.11
2004-09-02,196.272
2004-09-03,194.48
2004-09-06,194.319
2004-09-07,194.913
2004-09-08,197.347
2004-09-09,199.564
2004-09-10,201.783
2004-09-13,200.931
2004-09-14,200.828
2004-09-15,197.162
2004-09-16,198.373
2004-09-17,201.143
2004-09-20,200.356
2004-09-21,202.75
2004-09-22,201.795
2004-09-23,202.115
2004-09-24,202.641
2004-09-27,203.847
2004-09-28,203.054
2004-09-29,202.308
2004-09-30,205.531
2004-10-01,206.587
2004-10-04,207.087
2004-10-05,207.826
2004-10-06,207.539
2004-10-07,208.521
2004-10-08,210.309
2004-10-11,207.893
2004-10-12,206.778
2004-10-13,208.096
2004-10-14,210.268
2004-10-15,210.463
2004-10-18,211.778
2004-10-19,212.851
2004-10-20,214.198
2004-10-21,213.138
2004-10-22,214.829
2004-10-25,214.867
2004-10-26,213.301
2004-10-27,213.988
2004-10-28,214.873
2004-10-29,214.423
2004-11-01,215.922
2004-11-02,217.303
2004-11-03,217.299
2004-11-04,218.311
2004-11-05,223.92
2004-11-08,225.325
2004-11-09,223.235
2004-11-10,223.41
2004-11-11,223.984
2004-11-12,224.607
2004-11-15,225.887
2004-11-16,225.898
2004-11-17,228.85
2004-11-18,228.985
2004-11-19,230.353
2004-11-22,230.558
2004-11-23,233.464
2004-11-24,237.011
2004-11-25,238.567
2004-11-26,237.995
2004-11-29,240.517
2004-11-30,240.137
2004-12-01,241.48
2004-12-02,242.445
2004-12-03,243.523
2004-12-06,246.233
2004-12-07,245.93
2004-12-08,241.367
2004-12-09,238.57
2004-12-10,237.191
2004-12-13,240.988
2004-12-14,240.519
2004-12-15,243.084
2004-12-16,244.611
2004-12-17,245.389
2004-12-20,249.165
2004-12-21,248.653
2004-12-22,249.625
2004-12-23,251.247
2004-12-24,251.842
2004-12-27,253.095
2004-12-28,252.709
2004-12-29,252.646
2004-12-30,254.455
2004-12-31,253.778
2005-01-03,253.669
2005-01-04,251.13
2005-01-05,248.818
2005-01-06,248.585
2005-01-07,248.853
2005-01-10,248.85
2005-01-11,251.288
2005-01-12,251.469
2005-01-13,251.379
2005-01-14,250.863
2005-01-17,250.41
2005-01-18,249.922
2005-01-19,251.333
2005-01-20,247.469
2005-01-21,249.136
2005-01-24,250.939
2005-01-25,252.536
2005-01-26,255.022
2005-01-27,252.953
2005-01-28,254.338
2005-01-31,255.75
2005-02-01,258.757
2005-02-02,260.214
2005-02-03,260.725
2005-02-04,260.436
2005-02-07,258.83
2005-02-08,257.5
2005-02-09,257.014
2005-02-10,259.952
2005-02-11,260.335
2005-02-14,262.788
2005-02-15,263.388
2005-02-16,263.291
2005-02-17,266.258
2005-02-18,267.579
2005-02-21,267.531
2005-02-22,270.306
2005-02-23,267.29
2005-02-24,268.386
2005-02-25,268.569
2005-02-28,271.587
2005-03-01,271.595
2005-03-02,269.148
2005-03-03,269.244
2005-03-04,271.73
2005-03-07,273.956
2005-03-08,274.712
2005-03-09,275.63
2005-03-10,274.587
2005-03-11,276.654
2005-03-14,274.25
2005-03-15,273.808
2005-03-16,275.164
2005-03-17,274.724
2005-03-18,273.536
2005-03-21,270.839
2005-03-22,271.182
2005-03-23,265.501
2005-03-24,264.551
2005-03-25,264.551
2005-03-28,262.697
2005-03-29,267.062
2005-03-30,268.695
2005-03-31,272.909
2005-04-01,274.898
2005-04-04,272.647
2005-04-05,275.014
2005-04-06,278.293
2005-04-07,280.896
2005-04-08,282.692
2005-04-11,283.16
2005-04-12,280.743
2005-04-13,282.718
2005-04-14,279.023
2005-04-15,277.829
2005-04-18,275.141
2005-04-19,276.888
2005-04-20,279.34
2005-04-21,279.497
2005-04-22,278.896
2005-04-25,278.363
2005-04-26,279.207
2005-04-27,275.997
2005-04-28,273.965
2005-04-29,275.089
2005-05-02,274.318
2005-05-03,276.512
2005-05-04,278.835
2005-05-05,278.481
2005-05-06,280.101
2005-05-09,283.007
2005-05-10,285.007
2005-05-11,284.23
2005-05-12,282.925
2005-05-13,279.837
2005-05-16,279.284
2005-05-17,279.788
2005-05-18,280.632
2005-05-19,281.063
2005-05-20,281.013
2005-05-23,283.449
2005-05-24,285.539
2005-05-25,285.308
2005-05-26,283.952
2005-05-27,284.746
2005-05-30,284.356
2005-05-31,282.327
2005-06-01,284.681
2005-06-02,285.558
2005-06-03,285.021
2005-06-06,285.063
2005-06-07,286.959
2005-06-08,290.431
2005-06-09,290.19
2005-06-10,289.834
2005-06-13,289.438
2005-06-14,290.767
2005-06-15,292.106
2005-06-16,293.853
2005-06-17,299.467
2005-06-20,298.782
2005-06-21,300.023
2005-06-22,300.149
2005-06-23,299.901
2005-06-24,300.489
2005-06-27,299.536
2005-06-28,299.847
2005-06-29,302.622
2005-06-30,303.861
2005-07-01,303.62
2005-07-04,302.985
2005-07-05,304.412
2005-07-06,305.717
2005-07-07,302.584
2005-07-08,306.887
2005-07-11,311.801
2005-07-12,316.947
2005-07-13,314.423
2005-07-14,313.969
2005-07-15,312.718
2005-07-18,314.436
2005-07-19,312.703
2005-07-20,310.844
2005-07-21,315.082
2005-07-22,314.158
2005-07-25,314.381
2005-07-26,313.06
2005-07-27,316.231
2005-07-28,319.106
2005-07-29,321.514
2005-08-01,324.006
2005-08-02,323.851
2005-08-03,328.439
2005-08-04,330.783
2005-08-05,332.713
2005-08-08,334.229
2005-08-09,332.908
2005-08-10,331.92
2005-08-11,330.797
2005-08-12,330.666
2005-08-15,330.821
2005-08-16,331.052
2005-08-17,331.315
2005-08-18,329.896
2005-08-19,328.754
2005-08-22,332.247
2005-08-23,331.218
2005-08-24,329.792
2005-08-25,328.026
2005-08-26,330.29
2005-08-29,327.087
2005-08-30,325.804
2005-08-31,330.508
2005-09-01,339.982
2005-09-02,342.443
2005-09-05,342.421
2005-09-06,342.478
2005-09-07,341.593
2005-09-08,340.91
2005-09-09,343.916
2005-09-12,342.314
2005-09-13,340.835
2005-09-14,343.09
2005-09-15,340.234
2005-09-16,340.986
2005-09-19,339.645
2005-09-20,340.45
2005-09-21,341.621
2005-09-22,339.148
2005-09-23,336.53
2005-09-26,337.179
2005-09-27,336.221
2005-09-28,336.517
2005-09-29,335.082
2005-09-30,338.861
2005-10-03,334.707
2005-10-04,335.112
2005-10-05,334.718
2005-10-06,334.834
2005-10-07,337.444
2005-10-10,336.506
2005-10-11,335.559
2005-10-12,333.738
2005-10-13,325.67
2005-10-14,325.426
2005-10-17,325.474
2005-10-18,322.278
2005-10-19,314.403
2005-10-20,316.76
2005-10-21,311.599
2005-10-24,317.537
2005-10-25,324.142
2005-10-26,327.191
2005-10-27,325.517
2005-10-28,323.294
2005-10-31,325.509
2005-11-01,325.071
2005-11-02,329.007
2005-11-03,328.12
2005-11-04,323.976
2005-11-07,323.175
2005-11-08,321.33
2005-11-09,321.679
