Date,WORLD Standard (Large+Mid Cap)
2001-10-01,1897.093
2001-10-02,1918.365
2001-10-03,1939.741
2001-10-04,1957.857
2001-10-05,1960.419
2001-10-08,1951.543
2001-10-09,1938.439
2001-10-10,1970.304
2001-10-11,1994.573
2001-10-12,1992.61
2001-10-15,1977.838
2001-10-16,1992.785
2001-10-17,1986.836
2001-10-18,1961.913
2001-10-19,1953.913
2001-10-22,1975.133
2001-10-23,1985.764
2001-10-24,1989.766
2001-10-25,1996.345
2001-10-26,2009.854
2001-10-29,1974.26
2001-10-30,1941.516
2001-10-31,1941.798
2001-11-01,1975.097
2001-11-02,1978.116
2001-11-05,2003.574
2001-11-06,2023.973
2001-11-07,2021.884
2001-11-08,2036.076
2001-11-09,2031.127
2001-11-12,2013.63
2001-11-13,2041.759
2001-11-14,2047.387
2001-11-15,2053.747
2001-11-16,2057.828
2001-11-19,2076.63
2001-11-20,2062.564
2001-11-21,2051.143
2001-11-22,2057.88
2001-11-23,2065.428
2001-11-26,2077.936
2001-11-27,2063.948
2001-11-28,2034.189
2001-11-29,2045.631
2001-11-30,2056.38
2001-12-03,2034.441
2001-12-04,2057.919
2001-12-05,2105.062
2001-12-06,2108.108
2001-12-07,2089.226
2001-12-10,2053.931
2001-12-11,2049.275
2001-12-12,2053.28
2001-12-13,2020.418
2001-12-14,2019.789
2001-12-17,2044.263
2001-12-18,2052.837
2001-12-19,2053.244
2001-12-20,2040.063
2001-12-21,2045.863
2001-12-24,2040.863
2001-12-25,2040.214
2001-12-26,2044.671
2001-12-27,2069.726
2001-12-28,2078.275
2001-12-31,2069.099
2002-01-01,2069.099
2002-01-02,2076.342
2002-01-03,2098.602
2002-01-04,2110.497
2002-01-07,2096.149
2002-01-08,2080.221
2002-01-09,2071.818
2002-01-10,2066.509
2002-01-11,2056.324
2002-01-14,2038.106
2002-01-15,2046.441
2002-01-16,2015.923
2002-01-17,2032.265
2002-01-18,2021.589
2002-01-21,2018.464
2002-01-22,2004.131
2002-01-23,2015.995
2002-01-24,2025.847
2002-01-25,2017.633
2002-01-28,2022.819
2002-01-29,1978.599
2002-01-30,1980.393
2002-01-31,2006.204
2002-02-01,1995.944
2002-02-04,1962.589
2002-02-05,1946.199
2002-02-06,1933.354
2002-02-07,1938.33
2002-02-08,1958.452
2002-02-11,1985.326
2002-02-12,1983.196
2002-02-13,1997.887
2002-02-14,2003.115
2002-02-15,1985.415
2002-02-18,1980.564
2002-02-19,1944.883
2002-02-20,1953.532
2002-02-21,1945.895
2002-02-22,1953.64
2002-02-25,1977.874
2002-02-26,1979.077
2002-02-27,1989.956
2002-02-28,1988.559
2002-03-01,2025.752
2002-03-04,2076.129
2002-03-05,2065.202
2002-03-06,2089.15
2002-03-07,2100.826
2002-03-08,2108.247
2002-03-11,2112.108
2002-03-12,2095.529
2002-03-13,2080.742
2002-03-14,2087.331
2002-03-15,2108.749
2002-03-18,2105.91
2002-03-19,2117.315
2002-03-20,2090.914
2002-03-21,2088.473
2002-03-22,2080.353
2002-03-25,2055.302
2002-03-26,2061.887
2002-03-27,2068.6
2002-03-28,2080.138
2002-03-29,2076.155
2002-04-01,2079.168
2002-04-02,2068.257
2002-04-03,2058.56
2002-04-04,2055.776
2002-04-05,2050.267
2002-04-08,2040.673
2002-04-09,2031.465
2002-04-10,2052.869
2002-04-11,2014.871
2002-04-12,2020.505
2002-04-15,2019.257
2002-04-16,2060.663
2002-04-17,2066.134
2002-04-18,2064.28
2002-04-19,2063.973
2002-04-22,2043.641
2002-04-23,2034.012
2002-04-24,2025.455
2002-04-25,2024.446
2002-04-26,2003.969
2002-04-29,1991.231
2002-04-30,2005.587
2002-05-01,2020.098
2002-05-02,2014.857
2002-05-03,2006.497
2002-05-06,1983.292
2002-05-07,1967.636
2002-05-08,2022.419
2002-05-09,2004.679
2002-05-10,1982.743
2002-05-13,2005.93
2002-05-14,2029.66
2002-05-15,2036.418
2002-05-16,2045.902
2002-05-17,2063.579
2002-05-20,2046.252
2002-05-21,2031.652
2002-05-22,2037.158
2002-05-23,2045.921
2002-05-24,2034.297
2002-05-27,2031.723
2002-05-28,2022.734
2002-05-29,2014.241
2002-05-30,2007.433
2002-05-31,2008.931
2002-06-03,1980.044
2002-06-04,1969.686
2002-06-05,1970.541
2002-06-06,1949.433
2002-06-07,1937.731
2002-06-10,1940.357
2002-06-11,1924.397
2002-06-12,1920.668
2002-06-13,1899.949
2002-06-14,1881.225
2002-06-17,1923.09
2002-06-18,1926.643
2002-06-19,1898.506
2002-06-20,1878.333
2002-06-21,1858.935
2002-06-24,1855.662
2002-06-25,1846.102
2002-06-26,1838.549
2002-06-27,1861.856
2002-06-28,1886.694
2002-07-01,1864.055
2002-07-02,1824.197
2002-07-03,1815.233
2002-07-04,1823.388
2002-07-05,1881.32
2002-07-08,1874.851
2002-07-09,1849.653
2002-07-10,1792.904
2002-07-11,1778.592
2002-07-12,1774.337
2002-07-15,1749.417
2002-07-16,1731.289
2002-07-17,1752.365
2002-07-18,1736.552
2002-07-19,1676.259
2002-07-22,1615.569
2002-07-23,1573.495
2002-07-24,1614.009
2002-07-25,1626.252
2002-07-26,1634.032
2002-07-29,1707.613
2002-07-30,1719.34
2002-07-31,1727.499
2002-08-01,1676.91
2002-08-02,1655.439
2002-08-05,1608.025
2002-08-06,1637.51
2002-08-07,1660.719
2002-08-08,1709.16
2002-08-09,1725.967
2002-08-12,1710.651
2002-08-13,1693.51
2002-08-14,1727.332
2002-08-15,1751.375
2002-08-16,1754.703
2002-08-19,1784.694
2002-08-20,1762.417
2002-08-21,1784.23
2002-08-22,1806.277
2002-08-23,1775.608
2002-08-26,1782.826
2002-08-27,1779.77
2002-08-28,1739.73
2002-08-29,1729.908
2002-08-30,1730.449
2002-09-02,1722.26
2002-09-03,1662.41
2002-09-04,1675.357
2002-09-05,1658.765
2002-09-06,1684.043
2002-09-09,1687.951
2002-09-10,1703.371
2002-09-11,1712.4
2002-09-12,1673.121
2002-09-13,1663.8
2002-09-16,1659.847
2002-09-17,1639.06
2002-09-18,1620.951
2002-09-19,1589.47
2002-09-20,1586.163
2002-09-23,1557.502
2002-09-24,1532.035
2002-09-25,1558.336
2002-09-26,1596.033
2002-09-27,1568.873
2002-09-30,1539.926
2002-10-01,1576.339
2002-10-02,1565.174
2002-10-03,1548.5
2002-10-04,1518.003
2002-10-07,1488.845
2002-10-08,1494.342
2002-10-09,1468.543
2002-10-10,1505.691
2002-10-11,1563.835
2002-10-14,1566.8
2002-10-15,1640.639
2002-10-16,1611.399
2002-10-17,1644.263
2002-10-18,1648.543
2002-10-21,1665.756
2002-10-22,1648.27
2002-10-23,1642.203
2002-10-24,1637.37
2002-10-25,1654.84
2002-10-28,1656.142
2002-10-29,1627.531
2002-10-30,1649.003
2002-10-31,1653.394
2002-11-01,1667.96
2002-11-04,1693.746
2002-11-05,1709.825
2002-11-06,1712.593
2002-11-07,1685.716
2002-11-08,1671.636
2002-11-11,1642.404
2002-11-12,1656.043
2002-11-13,1649.283
2002-11-14,1678.04
2002-11-15,1691.931
2002-11-18,1684.367
2002-11-19,1678.035
2002-11-20,1693.762
2002-11-21,1733.115
2002-11-22,1731.654
2002-11-25,1730.443
2002-11-26,1698.492
2002-11-27,1736.015
2002-11-28,1746.499
2002-11-29,1742.287
2002-12-02,1738.727
2002-12-03,1714.147
2002-12-04,1705.449
2002-12-05,1686.16
2002-12-06,1694.526
2002-12-09,1661.103
2002-12-10,1676.755
2002-12-11,1681.612
2002-12-12,1675.417
2002-12-13,1658.978
2002-12-16,1692.056
2002-12-17,1682.638
2002-12-18,1655.616
2002-12-19,1647.987
2002-12-20,1665.437
2002-12-23,1669.93
2002-12-24,1667.851
2002-12-25,1667.381
2002-12-26,1667.163
2002-12-27,1640.47
2002-12-30,1651.738
2002-12-31,1657.636
2003-01-01,1657.636
2003-01-02,1697.84
2003-01-03,1703.199
2003-01-06,1735.634
2003-01-07,1720.215
2003-01-08,1694.207
2003-01-09,1720.974
2003-01-10,1725.681
2003-01-13,1726.137
2003-01-14,1738.703
2003-01-15,1719.102
2003-01-16,1714.174
2003-01-17,1692.976
2003-01-20,1684.661
2003-01-21,1666.002
2003-01-22,1647.494
2003-01-23,1659.929
2003-01-24,1628.778
2003-01-27,1593.705
2003-01-28,1604.575
2003-01-29,1612.26
2003-01-30,1596.581
2003-01-31,1607.121
2003-02-03,1621.972
2003-02-04,1600.966
2003-02-05,1602.692
2003-02-06,1585.523
2003-02-07,1571.067
2003-02-10,1572.31
2003-02-11,1572.395
2003-02-12,1556.029
2003-02-13,1555.448
2003-02-14,1580.259
2003-02-17,1588.373
2003-02-18,1609.332
2003-02-19,1595.229
2003-02-20,1586.717
2003-02-21,1600.195
2003-02-24,1578.478
2003-02-25,1567.139
2003-02-26,1554.882
2003-02-27,1566.219
2003-02-28,1578.994
2003-03-03,1578.729
2003-03-04,1557.412
2003-03-05,1564.716
2003-03-06,1550.733
2003-03-07,1548.611
2003-03-10,1513.535
2003-03-11,1502.918
2003-03-12,1492.322
2003-03-13,1537.546
2003-03-14,1554.427
2003-03-17,1596.22
2003-03-18,1601.847
2003-03-19,1614.857
2003-03-20,1619.063
2003-03-21,1650.765
2003-03-24,1606.518
2003-03-25,1621.239
2003-03-26,1618.546
2003-03-27,1611.32
2003-03-28,1603.876
2003-03-31,1573.782
2003-04-01,1590.639
2003-04-02,1625.957
2003-04-03,1622.525
2003-04-04,1629.488
2003-04-07,1646.325
2003-04-08,1638.056
2003-04-09,1623.696
2003-04-10,1626.329
2003-04-11,1620.892
2003-04-14,1643.803
2003-04-15,1660.526
2003-04-16,1647.206
2003-04-17,1668.501
2003-04-18,1668.731
2003-04-21,1664.251
2003-04-22,1692.297
2003-04-23,1706.986
2003-04-24,1695.705
2003-04-25,1672.913
2003-04-28,1698.951
2003-04-29,1702.138
2003-04-30,1713.248
2003-05-01,1716.848
2003-05-02,1733.058
2003-05-05,1736.603
2003-05-06,1759.133
2003-05-07,1750.679
2003-05-08,1731.652
2003-05-09,1752.771
2003-05-12,1770.911
2003-05-13,1768.177
2003-05-14,1767.562
2003-05-15,1778.267
2003-05-16,1781.38
2003-05-19,1743.575
2003-05-20,1743.439
2003-05-21,1743.819
2003-05-22,1760.721
2003-05-23,1766.464
2003-05-26,1768.284
2003-05-27,1789.327
2003-05-28,1795.8
2003-05-29,1799.929
2003-05-30,1810.79
2003-06-02,1827.532
2003-06-03,1828.292
2003-06-04,1850.002
2003-06-05,1862.302
2003-06-06,1865.786
2003-06-09,1849.656
2003-06-10,1857.978
2003-06-11,1885.23
2003-06-12,1889.732
2003-06-13,1875.318
2003-06-16,1908.75
2003-06-17,1917.176
2003-06-18,1913.315
2003-06-19,1887.699
2003-06-20,1889.795
2003-06-23,1862.191
2003-06-24,1855.736
2003-06-25,1852.923
2003-06-26,1856.133
2003-06-27,1848.46
2003-06-30,1841.901
2003-07-01,1849.265
2003-07-02,1874.6
2003-07-03,1873.538
2003-07-04,1868.961
2003-07-07,1899.299
2003-07-08,1900.887
2003-07-09,1892.942
2003-07-10,1872.259
2003-07-11,1881.907
2003-07-14,1898.68
2003-07-15,1888.206
2003-07-16,1875.403
2003-07-17,1850.874
2003-07-18,1865.377
2003-07-21,1850.374
2003-07-22,1862.617
2003-07-23,1870.37
2003-07-24,1874.557
2003-07-25,1893.009
2003-07-28,1896.878
2003-07-29,1886.942
2003-07-30,1876.779
2003-07-31,1879.089
2003-08-01,1864.355
2003-08-04,1864.653
2003-08-05,1847.888
2003-08-06,1841.821
2003-08-07,1853.62
2003-08-08,1859.773
2003-08-11,1869.297
2003-08-12,1882.905
2003-08-13,1880.969
2003-08-14,1895.839
2003-08-15,1896.997
2003-08-18,1909.886
2003-08-19,1912.788
2003-08-20,1914.577
2003-08-21,1917.397
2003-08-22,1902.975
2003-08-25,1900.389
2003-08-26,1897.606
2003-08-27,1901.748
2003-08-28,1910.724
2003-08-29,1919.456
2003-09-01,1930.777
2003-09-02,1943.423
2003-09-03,1957.183
2003-09-04,1960.501
2003-09-05,1957.17
2003-09-08,1975.694
2003-09-09,1967.644
2003-09-10,1947.095
2003-09-11,1950.157
2003-09-12,1957.911
2003-09-15,1955.01
2003-09-16,1976.745
2003-09-17,1980.033
2003-09-18,2002.91
2003-09-19,1999.505
2003-09-22,1978.879
2003-09-23,1985.086
2003-09-24,1964.028
2003-09-25,1950.414
2003-09-26,1936.35
2003-09-29,1946.424
2003-09-30,1931.008
2003-10-01,1970.942
2003-10-02,1981.506
2003-10-03,2004.668
2003-10-06,2010.183
2003-10-07,2020.345
2003-10-08,2011.709
2003-10-09,2025.407
2003-10-10,2030.741
2003-10-13,2041.963
2003-10-14,2047.795
2003-10-15,2045.836
2003-10-16,2053.945
2003-10-17,2037.757
2003-10-20,2045.559
2003-10-21,2049.725
2003-10-22,2025.347
2003-10-23,2011.63
2003-10-24,2009.582
2003-10-27,2017.829
2003-10-28,2040.181
2003-10-29,2047.489
2003-10-30,2049.377
2003-10-31,2045.405
2003-11-03,2054.251
2003-11-04,2055.086
2003-11-05,2048.596
2003-11-06,2049.552
2003-11-07,2055.84
2003-11-10,2046.356
2003-11-11,2036.804
2003-11-12,2058.485
2003-11-13,2068.045
2003-11-14,2062.447
2003-11-17,2036.788
2003-11-18,2033.817
2003-11-19,2035.884
2003-11-20,2028.92
2003-11-21,2032.921
2003-11-24,2053.264
2003-11-25,2058.964
2003-11-26,2073.402
2003-11-27,2075.497
2003-11-28,2076.32
2003-12-01,2102.452
2003-12-02,2104.758
2003-12-03,2107.577
2003-12-04,2111.294
2003-12-05,2101.869
2003-12-08,2108.032
2003-12-09,2101.223
2003-12-10,2092.072
2003-12-11,2105.655
2003-12-12,2117.877
2003-12-15,2119.348
2003-12-16,2121.876
2003-12-17,2123.971
2003-12-18,2143.657
2003-12-19,2146.558
2003-12-22,2154.947
2003-12-23,2162.286
2003-12-24,2164.095
2003-12-25,2164.246
2003-12-26,2167.586
2003-12-29,2188.964
2003-12-30,2197.762
2003-12-31,2206.423
2004-01-01,2206.423
2004-01-02,2210.291
2004-01-05,2239.746
2004-01-06,2244.982
2004-01-07,2240.472
2004-01-08,2256.154
2004-01-09,2250.509
2004-01-12,2253.184
2004-01-13,2245.966
2004-01-14,2256.857
2004-01-15,2250.544
2004-01-16,2256.751
2004-01-19,2259.194
2004-01-20,2268.204
2004-01-21,2284.32
2004-01-22,2286.896
2004-01-23,2282.725
2004-01-26,2287.323
2004-01-27,2278.33
2004-01-28,2260.897
2004-01-29,2245.194
2004-01-30,2241.827
2004-02-02,2249.021
2004-02-03,2253.574
2004-02-04,2233.702
2004-02-05,2240.082
2004-02-06,2267.484
2004-02-09,2271.52
2004-02-10,2279.59
2004-02-11,2293.788
2004-02-12,2297.691
2004-02-13,2289.813
2004-02-16,2292.095
2004-02-17,2314.384
2004-02-18,2307.532
2004-02-19,2301.048
2004-02-20,2282.958
2004-02-23,2282.303
2004-02-24,2276.51
2004-02-25,2276.535
2004-02-26,2273.64
2004-02-27,2279.367
2004-03-01,2305.935
2004-03-02,2292.644
2004-03-03,2281.582
2004-03-04,2291.881
2004-03-05,2308.964
2004-03-08,2294.861
2004-03-09,2285.706
2004-03-10,2251.784
2004-03-11,2213.766
2004-03-12,2224.154
2004-03-15,2199.042
2004-03-16,2219.503
2004-03-17,2241.304
2004-03-18,2244.066
2004-03-19,2229.415
2004-03-22,2200.246
2004-03-23,2197.146
2004-03-24,2191.247
2004-03-25,2221.166
2004-03-26,2222.418
2004-03-29,2249.9
2004-03-30,2256.951
2004-03-31,2264.242
2004-04-01,2284.231
2004-04-02,2294.742
2004-04-05,2302.724
2004-04-06,2299.943
2004-04-07,2298.249
2004-04-08,2295.381
2004-04-09,2291.959
2004-04-12,2300.345
2004-04-13,2276.934
2004-04-14,2259.367
2004-04-15,2255.771
2004-04-16,2273.105
2004-04-19,2273.842
2004-04-20,2256.414
2004-04-21,2250.954
2004-04-22,2271.636
2004-04-23,2276.006
2004-04-26,2276.246
2004-04-27,2277.363
2004-04-28,2244.168
2004-04-29,2233.091
2004-04-30,2217.867
2004-05-03,2231.166
2004-05-04,2247.238
2004-05-05,2257.6
2004-05-06,2231.569
2004-05-07,2196.344
2004-05-10,2146.136
2004-05-11,2161.368
2004-05-12,2169.486
2004-05-13,2163.692
2004-05-14,2158.944
2004-05-17,2137.831
2004-05-18,2152.818
2004-05-19,2175.215
2004-05-20,2163.399
2004-05-21,2179.96
2004-05-24,2183.626
2004-05-25,2205.816
2004-05-26,2217.056
2004-05-27,2240.581
2004-05-28,2236.374
2004-05-31,2238.074
2004-06-01,2236.007
2004-06-02,2243.718
2004-06-03,2228.667
2004-06-04,2240.768
2004-06-07,2279.961
2004-06-08,2282.286
2004-06-09,2258.904
2004-06-10,2267.629
2004-06-11,2260.042
2004-06-14,2239.255
2004-06-15,2252.276
2004-06-16,2261.116
2004-06-17,2262.77
2004-06-18,2270.336
2004-06-21,2266.836
2004-06-22,2263.267
2004-06-23,2276.811
2004-06-24,2288.192
2004-06-25,2277.479
2004-06-28,2286.123
2004-06-29,2280.609
2004-06-30,2284.019
2004-07-01,2271.24
2004-07-02,2267.64
2004-07-05,2261.252
2004-07-06,2247.08
2004-07-07,2254.538
2004-07-08,2246.383
2004-07-09,2253.025
2004-07-12,2255.307
2004-07-13,2251.533
2004-07-14,2246.566
2004-07-15,2232.496
2004-07-16,2234.893
2004-07-19,2231.659
2004-07-20,2235.802
2004-07-21,2215.812
2004-07-22,2210.384
2004-07-23,2186.86
2004-07-26,2178.541
2004-07-27,2186.364
2004-07-28,2189.421
2004-07-29,2203.503
2004-07-30,2209.446
2004-08-02,2215.032
2004-08-03,2211.143
2004-08-04,2200.476
2004-08-05,2180.852
2004-08-06,2160.442
2004-08-09,2153.924
2004-08-10,2175.994
2004-08-11,2164.668
2004-08-12,2148.827
2004-08-13,2152.375
2004-08-16,2172.16
2004-08-17,2177.723
2004-08-18,2193.45
2004-08-19,2198.806
2004-08-20,2204.922
2004-08-23,2204.172
2004-08-24,2199.826
2004-08-25,2211.921
2004-08-26,2218.024
2004-08-27,2225.342
2004-08-30,2213.42
2004-08-31,2219.157
2004-09-01,2229.709
2004-09-02,2245.135
2004-09-03,2233.844
2004-09-06,2242.011
2004-09-07,2253.048
2004-09-08,2249.958
2004-09-09,2247.182
2004-09-10,2262.791
2004-09-13,2270.001
2004-09-14,2274.99
2004-09-15,2252.664
2004-09-16,2259.603
2004-09-17,2267.843
2004-09-20,2259.149
2004-09-21,2277.279
2004-09-22,2254.354
2004-09-23,2247.893
2004-09-24,2246.435
2004-09-27,2234.303
2004-09-28,2245.21
2004-09-29,2254.643
2004-09-30,2261.138
2004-10-01,2293.507
2004-10-04,2300.663
2004-10-05,2303.933
2004-10-06,2313.684
2004-10-07,2298.567
2004-10-08,2296.933
2004-10-11,2298.162
2004-10-12,2281.418
2004-10-13,2270.272
2004-10-14,2260.245
2004-10-15,2269.344
2004-10-18,2274.121
2004-10-19,2271.859
2004-10-20,2269.24
2004-10-21,2277.022
2004-10-22,2266.574
2004-10-25,2260.664
2004-10-26,2281.007
2004-10-27,2306.566
2004-10-28,2316.361
2004-10-29,2316.469
2004-11-01,2322.776
2004-11-02,2329.979
2004-11-03,2355.154
2004-11-04,2380.341
2004-11-05,2394.352
2004-11-08,2392.561
2004-11-09,2388.353
2004-11-10,2387.018
2004-11-11,2403.354
2004-11-12,2426.545
2004-11-15,2430.519
2004-11-16,2419.284
2004-11-17,2438.525
2004-11-18,2436.084
2004-11-19,2423.559
2004-11-22,2422.104
2004-11-23,2425.344
2004-11-24,2437.261
2004-11-25,2449.935
2004-11-26,2449.836
2004-11-29,2449.33
2004-11-30,2438.156
2004-12-01,2464.844
2004-12-02,2468.305
2004-12-03,2475.365
2004-12-06,2472.03
2004-12-07,2456.017
2004-12-08,2446.234
2004-12-09,2443.711
2004-12-10,2440.651
2004-12-13,2465.665
2004-12-14,2472.967
2004-12-15,2489.284
2004-12-16,2479.844
2004-12-17,2465.201
2004-12-20,2480.173
2004-12-21,2488.757
2004-12-22,2500.839
2004-12-23,2509.951
2004-12-24,2517.166
2004-12-27,2516.906
2004-12-28,2527.365
2004-12-29,2523.508
2004-12-30,2532.606
2004-12-31,2531.228
2005-01-03,2514.416
2005-01-04,2487.033
2005-01-05,2472.917
2005-01-06,2472.773
2005-01-07,2468.06
2005-01-10,2477.306
2005-01-11,2470.846
2005-01-12,2481.35
2005-01-13,2465.984
2005-01-14,2470.901
2005-01-17,2475.425
2005-01-18,2482.551
2005-01-19,2471.868
2005-01-20,2449.23
2005-01-21,2443.24
2005-01-24,2443.628
2005-01-25,2444.232
2005-01-26,2464.442
2005-01-27,2464.473
2005-01-28,2454.836
2005-01-31,2474.239
2005-02-01,2486.49
2005-02-02,2496.846
2005-02-03,2484.915
2005-02-04,2508.872
2005-02-07,2505.139
2005-02-08,2500.621
2005-02-09,2490.525
2005-02-10,2505.717
2005-02-11,2521.57
2005-02-14,2533.298
2005-02-15,2541.424
2005-02-16,2536.202
2005-02-17,2531.644
2005-02-18,2535.2
2005-02-21,2535.648
2005-02-22,2521.734
2005-02-23,2517.438
2005-02-24,2527.939
2005-02-25,2553.452
2005-02-28,2552.618
2005-03-01,2559.772
2005-03-02,2555.997
2005-03-03,2557.936
2005-03-04,2587.733
2005-03-07,2587.529
2005-03-08,2589.146
2005-03-09,2573.692
2005-03-10,2568.914
2005-03-11,2565.398
2005-03-14,2563.767
2005-03-15,2557.749
2005-03-16,2546.25
2005-03-17,2543.452
2005-03-18,2539.907
2005-03-21,2524.475
2005-03-22,2514.399
2005-03-23,2493.192
2005-03-24,2490.949
2005-03-25,2492.149
2005-03-28,2490.365
2005-03-29,2478.502
2005-03-30,2496.866
2005-03-31,2503.068
2005-04-01,2496.672
2005-04-04,2484.389
2005-04-05,2499.035
2005-04-06,2506.996
2005-04-07,2522.242
2005-04-08,2509.655
2005-04-11,2514.018
2005-04-12,2510.833
2005-04-13,2500.835
2005-04-14,2474.923
2005-04-15,2445.567
2005-04-18,2430.931
2005-04-19,2451.734
2005-04-20,2434.897
2005-04-21,2459.68
2005-04-22,2460.186
2005-04-25,2469.553
2005-04-26,2452.923
2005-04-27,2447.541
2005-04-28,2429.303
2005-04-29,2448.528
2005-05-02,2453.52
2005-05-03,2457.773
2005-05-04,2485.584
2005-05-05,2486.235
2005-05-06,2486.849
2005-05-09,2489.828
2005-05-10,2473.113
2005-05-11,2471.643
2005-05-12,2453.568
2005-05-13,2440.188
2005-05-16,2445.222
2005-05-17,2454.335
2005-05-18,2477.549
2005-05-19,2491.652
2005-05-20,2484.146
2005-05-23,2499.256
2005-05-24,2500.391
2005-05-25,2492.451
2005-05-26,2501.39
2005-05-27,2506.918
2005-05-30,2509.821
2005-05-31,2492.032
2005-06-01,2510.741
2005-06-02,2515.076
2005-06-03,2506.217
2005-06-06,2508.322
2005-06-07,2515.303
2005-06-08,2516.545
2005-06-09,2510.815
2005-06-10,2508.661
2005-06-13,2507.139
2005-06-14,2513.106
2005-06-15,2520.407
