Date,ITALY LARGE VALUE Large Cap
2001-09-03,387.003
2001-09-04,379.804
2001-09-05,368.978
2001-09-06,362.6
2001-09-07,363.641
2001-09-10,357.033
2001-09-11,337.893
2001-09-12,336.348
2001-09-13,340.068
2001-09-14,324.202
2001-09-17,325.107
2001-09-18,320.004
2001-09-19,316.185
2001-09-20,305.228
2001-09-21,286.156
2001-09-24,302.539
2001-09-25,310.655
2001-09-26,321.638
2001-09-27,329.178
2001-09-28,341.517
2001-10-01,336.111
2001-10-02,343.802
2001-10-03,350.39
2001-10-04,352.836
2001-10-05,346.873
2001-10-08,352.809
2001-10-09,351.5
2001-10-10,359.497
2001-10-11,358.958
2001-10-12,357.516
2001-10-15,353.301
2001-10-16,356.537
2001-10-17,359.061
2001-10-18,355.002
2001-10-19,343.845
2001-10-22,349.12
2001-10-23,356.569
2001-10-24,360.138
2001-10-25,354.187
2001-10-26,361.329
2001-10-29,359.668
2001-10-30,348.17
2001-10-31,351.635
2001-11-01,352.944
2001-11-02,347.441
2001-11-05,351.828
2001-11-06,347.335
2001-11-07,348.837
2001-11-08,352.174
2001-11-09,351.446
2001-11-12,341.678
2001-11-13,346.641
2001-11-14,346.191
2001-11-15,345.721
2001-11-16,354.391
2001-11-19,359.966
2001-11-20,355.325
2001-11-21,352.882
2001-11-22,356.58
2001-11-23,356.822
2001-11-26,353.128
2001-11-27,347.709
2001-11-28,347.626
2001-11-29,349.827
2001-11-30,351.897
2001-12-03,348.338
2001-12-04,352.805
2001-12-05,364.142
2001-12-06,366.138
2001-12-07,362.949
2001-12-10,355.283
2001-12-11,355.673
2001-12-12,353.155
2001-12-13,346.129
2001-12-14,345.763
2001-12-17,357.984
2001-12-18,353.718
2001-12-19,348.671
2001-12-20,345.918
2001-12-21,350.468
2001-12-24,346.971
2001-12-25,346.971
2001-12-26,347.268
2001-12-27,357.551
2001-12-28,355.515
2001-12-31,358.982
2002-01-01,358.982
2002-01-02,360.318
2002-01-03,366.046
2002-01-04,361.337
2002-01-07,357.264
2002-01-08,359.6
2002-01-09,357.811
2002-01-10,351.562
2002-01-11,353.623
2002-01-14,346.74
2002-01-15,350.558
2002-01-16,344.58
2002-01-17,348.85
2002-01-18,352.172
2002-01-21,347.982
2002-01-22,350.565
2002-01-23,353.605
2002-01-24,353.471
2002-01-25,351.076
2002-01-28,353.742
2002-01-29,349.296
2002-01-30,347.145
2002-01-31,348.324
2002-02-01,349.294
2002-02-04,346.067
2002-02-05,340.149
2002-02-06,335.03
2002-02-07,335.039
2002-02-08,337.147
2002-02-11,339.099
2002-02-12,335.122
2002-02-13,339.783
2002-02-14,343.978
2002-02-15,340.639
2002-02-18,337.373
2002-02-19,331.85
2002-02-20,332.493
2002-02-21,336.437
2002-02-22,336.385
2002-02-25,338.524
2002-02-26,339.666
2002-02-27,349.487
2002-02-28,350.102
2002-03-01,351.143
2002-03-04,359.485
2002-03-05,357.7
2002-03-06,362.829
2002-03-07,363.3
2002-03-08,367.557
2002-03-11,366.379
2002-03-12,362.787
2002-03-13,367.679
2002-03-14,371.987
2002-03-15,375.548
2002-03-18,370.205
2002-03-19,374.02
2002-03-20,373.448
2002-03-21,373.952
2002-03-22,374.753
2002-03-25,369.579
2002-03-26,371.418
2002-03-27,369.235
2002-03-28,375.922
2002-03-29,375.922
2002-04-01,379.003
2002-04-02,379.891
2002-04-03,381.504
2002-04-04,376.354
2002-04-05,374.828
2002-04-08,366.574
2002-04-09,369.478
2002-04-10,373.63
2002-04-11,370.877
2002-04-12,370.512
2002-04-15,372.741
2002-04-16,382.359
2002-04-17,382.388
2002-04-18,384.285
2002-04-19,386.985
2002-04-22,384.534
2002-04-23,384.028
2002-04-24,385.315
2002-04-25,382.304
2002-04-26,380.15
2002-04-29,381.78
2002-04-30,379.978
2002-05-01,382.129
2002-05-02,372.965
2002-05-03,376.312
2002-05-06,376.62
2002-05-07,374.214
2002-05-08,378.987
2002-05-09,373.482
2002-05-10,369.885
2002-05-13,376.884
2002-05-14,378.662
2002-05-15,380.445
2002-05-16,380.782
2002-05-17,384.019
2002-05-20,380.009
2002-05-21,380.177
2002-05-22,382.56
2002-05-23,380.284
2002-05-24,379.205
2002-05-27,377.27
2002-05-28,381.752
2002-05-29,382.301
2002-05-30,379.688
2002-05-31,376.356
2002-06-03,373.465
2002-06-04,367.946
2002-06-05,364.216
2002-06-06,364.114
2002-06-07,363.304
2002-06-10,365.893
2002-06-11,376.101
2002-06-12,369.953
2002-06-13,363.171
2002-06-14,357.45
2002-06-17,368.507
2002-06-18,370.771
2002-06-19,368.751
2002-06-20,362.477
2002-06-21,365.165
2002-06-24,362.501
2002-06-25,366.481
2002-06-26,374.821
2002-06-27,366.616
2002-06-28,381.376
2002-07-01,383.298
2002-07-02,370.403
2002-07-03,360.764
2002-07-04,366.402
2002-07-05,381.108
2002-07-08,384.108
2002-07-09,384.197
2002-07-10,376.251
2002-07-11,367.072
2002-07-12,366.516
2002-07-15,354.95
2002-07-16,363.034
2002-07-17,368.75
2002-07-18,376.498
2002-07-19,365.554
2002-07-22,351.255
2002-07-23,341.677
2002-07-24,341.968
2002-07-25,354.019
2002-07-26,352.056
2002-07-29,361.962
2002-07-30,364.409
2002-07-31,362.605
2002-08-01,353.41
2002-08-02,355.392
2002-08-05,351.554
2002-08-06,355.37
2002-08-07,353.707
2002-08-08,363.241
2002-08-09,369.291
2002-08-12,364.3
2002-08-13,370.665
2002-08-14,362.701
2002-08-15,360.0
2002-08-16,373.372
2002-08-19,381.871
2002-08-20,378.915
2002-08-21,382.518
2002-08-22,381.085
2002-08-23,377.477
2002-08-26,375.91
2002-08-27,388.942
2002-08-28,375.112
2002-08-29,368.967
2002-08-30,372.464
2002-09-02,367.741
2002-09-03,359.173
2002-09-04,362.918
2002-09-05,359.04
2002-09-06,365.766
2002-09-09,358.258
2002-09-10,365.923
2002-09-11,369.667
2002-09-12,361.739
2002-09-13,355.762
2002-09-16,354.882
2002-09-17,351.523
2002-09-18,344.28
2002-09-19,340.979
2002-09-20,335.166
2002-09-23,321.991
2002-09-24,320.412
2002-09-25,324.545
2002-09-26,332.78
2002-09-27,331.472
2002-09-30,320.712
2002-10-01,322.3
2002-10-02,330.366
2002-10-03,334.905
2002-10-04,327.347
2002-10-07,327.511
2002-10-08,321.811
2002-10-09,321.029
2002-10-10,331.174
2002-10-11,339.453
2002-10-14,334.855
2002-10-15,347.997
2002-10-16,341.83
2002-10-17,343.583
2002-10-18,339.192
2002-10-21,342.874
2002-10-22,339.225
2002-10-23,334.472
2002-10-24,341.617
2002-10-25,343.397
2002-10-28,346.91
2002-10-29,335.973
2002-10-30,346.135
2002-10-31,347.637
2002-11-01,343.371
2002-11-04,357.073
2002-11-05,358.972
2002-11-06,354.086
2002-11-07,353.618
2002-11-08,353.001
2002-11-11,348.735
2002-11-12,356.724
2002-11-13,354.751
2002-11-14,362.877
2002-11-15,362.197
2002-11-18,369.304
2002-11-19,370.81
2002-11-20,368.249
2002-11-21,375.128
2002-11-22,372.59
2002-11-25,369.35
2002-11-26,363.218
2002-11-27,372.117
2002-11-28,376.511
2002-11-29,375.044
2002-12-02,375.602
2002-12-03,368.726
2002-12-04,371.623
2002-12-05,363.49
2002-12-06,364.953
2002-12-09,354.628
2002-12-10,361.419
2002-12-11,362.969
2002-12-12,361.268
2002-12-13,359.206
2002-12-16,370.746
2002-12-17,371.857
2002-12-18,362.284
2002-12-19,358.53
2002-12-20,367.063
2002-12-23,372.04
2002-12-24,373.58
2002-12-25,373.58
2002-12-26,374.522
2002-12-27,366.681
2002-12-30,371.676
2002-12-31,373.134
2003-01-01,373.134
2003-01-02,382.578
2003-01-03,383.229
2003-01-06,388.365
2003-01-07,380.024
2003-01-08,374.769
2003-01-09,381.169
2003-01-10,380.943
2003-01-13,383.591
2003-01-14,384.011
2003-01-15,384.125
2003-01-16,387.278
2003-01-17,377.97
2003-01-20,371.728
2003-01-21,368.161
2003-01-22,365.767
2003-01-23,362.085
2003-01-24,358.167
2003-01-27,353.007
2003-01-28,355.531
2003-01-29,361.354
2003-01-30,365.703
2003-01-31,367.414
2003-02-03,367.198
2003-02-04,361.936
2003-02-05,364.381
2003-02-06,358.234
2003-02-07,357.47
2003-02-10,357.444
2003-02-11,363.412
2003-02-12,360.681
2003-02-13,361.622
2003-02-14,362.573
2003-02-17,360.842
2003-02-18,364.876
2003-02-19,359.486
2003-02-20,361.265
2003-02-21,367.269
2003-02-24,363.015
2003-02-25,355.762
2003-02-26,358.396
2003-02-27,363.891
2003-02-28,363.055
2003-03-03,356.965
2003-03-04,356.711
2003-03-05,356.84
2003-03-06,348.527
2003-03-07,345.896
2003-03-10,340.095
2003-03-11,339.308
2003-03-12,317.443
2003-03-13,328.213
2003-03-14,333.401
2003-03-17,340.96
2003-03-18,333.013
2003-03-19,339.369
2003-03-20,337.177
2003-03-21,341.371
2003-03-24,335.016
2003-03-25,343.433
2003-03-26,344.036
2003-03-27,340.302
2003-03-28,344.027
2003-03-31,339.522
2003-04-01,344.73
2003-04-02,351.563
2003-04-03,353.699
2003-04-04,355.513
2003-04-07,359.456
2003-04-08,360.514
2003-04-09,360.334
2003-04-10,362.279
2003-04-11,363.228
2003-04-14,366.475
2003-04-15,366.808
2003-04-16,364.046
2003-04-17,369.045
2003-04-18,369.045
2003-04-21,367.454
2003-04-22,373.32
2003-04-23,375.209
2003-04-24,376.165
2003-04-25,367.821
2003-04-28,376.571
2003-04-29,374.385
2003-04-30,379.602
2003-05-01,383.088
2003-05-02,382.68
2003-05-05,385.697
2003-05-06,393.94
2003-05-07,393.312
2003-05-08,393.687
2003-05-09,396.901
2003-05-12,398.59
2003-05-13,395.382
2003-05-14,396.278
2003-05-15,400.027
2003-05-16,402.697
2003-05-19,402.182
2003-05-20,402.367
2003-05-21,404.25
2003-05-22,409.896
2003-05-23,416.894
2003-05-26,421.35
2003-05-27,430.385
2003-05-28,429.52
2003-05-29,435.193
2003-05-30,432.797
2003-06-02,434.437
2003-06-03,431.228
2003-06-04,429.14
2003-06-05,434.305
2003-06-06,431.865
2003-06-09,429.409
2003-06-10,427.301
2003-06-11,434.986
2003-06-12,440.03
2003-06-13,441.517
2003-06-16,447.944
2003-06-17,446.727
2003-06-18,444.536
2003-06-19,439.8
2003-06-20,442.332
2003-06-23,431.132
2003-06-24,433.267
2003-06-25,437.798
2003-06-26,431.862
2003-06-27,429.094
2003-06-30,425.994
2003-07-01,422.57
2003-07-02,421.853
2003-07-03,420.272
2003-07-04,422.543
2003-07-07,423.91
2003-07-08,421.836
2003-07-09,420.875
2003-07-10,420.618
2003-07-11,424.108
2003-07-14,425.794
2003-07-15,422.068
2003-07-16,418.563
2003-07-17,418.85
2003-07-18,422.37
2003-07-21,424.778
2003-07-22,428.174
2003-07-23,427.971
2003-07-24,432.997
2003-07-25,431.294
2003-07-28,431.063
2003-07-29,425.219
2003-07-30,418.944
2003-07-31,416.106
2003-08-01,412.683
2003-08-04,414.359
2003-08-05,416.355
2003-08-06,414.979
2003-08-07,418.97
2003-08-08,421.535
2003-08-11,429.363
2003-08-12,429.146
2003-08-13,428.137
2003-08-14,432.411
2003-08-15,432.104
2003-08-18,432.457
2003-08-19,427.177
2003-08-20,423.644
2003-08-21,414.466
2003-08-22,412.87
2003-08-25,409.901
2003-08-26,404.945
2003-08-27,406.615
2003-08-28,409.36
2003-08-29,406.759
2003-09-01,410.583
2003-09-02,405.246
2003-09-03,405.293
2003-09-04,408.352
2003-09-05,411.072
2003-09-08,414.826
2003-09-09,416.612
2003-09-10,416.416
2003-09-11,416.919
2003-09-12,420.054
2003-09-15,418.233
2003-09-16,417.523
2003-09-17,420.238
2003-09-18,426.453
2003-09-19,427.639
2003-09-22,423.142
2003-09-23,423.135
2003-09-24,424.771
2003-09-25,423.425
2003-09-26,419.337
2003-09-29,420.5
2003-09-30,418.697
2003-10-01,429.259
2003-10-02,424.579
2003-10-03,429.443
2003-10-06,427.578
2003-10-07,430.929
2003-10-08,433.676
2003-10-09,435.049
2003-10-10,435.767
2003-10-13,433.936
2003-10-14,435.293
2003-10-15,440.028
2003-10-16,442.921
2003-10-17,438.436
2003-10-20,441.114
2003-10-21,441.11
2003-10-22,438.519
2003-10-23,435.197
2003-10-24,438.502
2003-10-27,440.126
2003-10-28,439.086
2003-10-29,438.182
2003-10-30,438.759
2003-10-31,436.001
2003-11-03,438.404
2003-11-04,440.987
2003-11-05,438.97
2003-11-06,440.479
2003-11-07,446.37
2003-11-10,445.787
2003-11-11,441.386
2003-11-12,445.165
2003-11-13,450.086
2003-11-14,457.213
2003-11-17,449.406
2003-11-18,454.948
2003-11-19,454.763
2003-11-20,454.895
2003-11-21,454.939
2003-11-24,456.366
2003-11-25,458.615
2003-11-26,462.085
2003-11-27,464.756
2003-11-28,469.855
2003-12-01,474.653
2003-12-02,478.614
2003-12-03,481.151
2003-12-04,479.024
2003-12-05,480.993
2003-12-08,481.686
2003-12-09,486.614
2003-12-10,486.591
2003-12-11,486.536
2003-12-12,490.582
2003-12-15,493.08
2003-12-16,494.789
2003-12-17,497.687
2003-12-18,499.876
2003-12-19,500.281
2003-12-22,499.238
2003-12-23,496.415
2003-12-24,497.814
2003-12-25,497.814
2003-12-26,497.614
2003-12-29,502.063
2003-12-30,499.787
2003-12-31,503.097
2004-01-01,503.097
2004-01-02,514.985
2004-01-05,522.531
2004-01-06,529.962
2004-01-07,520.368
2004-01-08,526.226
2004-01-09,525.102
2004-01-12,525.878
2004-01-13,528.202
2004-01-14,524.991
2004-01-15,522.946
2004-01-16,513.999
2004-01-19,516.626
2004-01-20,524.514
2004-01-21,529.126
2004-01-22,531.414
2004-01-23,530.007
2004-01-26,523.393
2004-01-27,524.753
2004-01-28,526.048
2004-01-29,512.817
2004-01-30,510.654
2004-02-02,513.546
2004-02-03,517.906
2004-02-04,515.743
2004-02-05,518.258
2004-02-06,524.315
2004-02-09,529.6
2004-02-10,529.931
2004-02-11,532.441
2004-02-12,537.861
2004-02-13,532.05
2004-02-16,532.506
2004-02-17,538.494
2004-02-18,540.796
2004-02-19,540.127
2004-02-20,534.08
2004-02-23,536.903
2004-02-24,538.539
2004-02-25,532.928
2004-02-26,530.456
2004-02-27,529.991
2004-03-01,540.603
2004-03-02,536.528
2004-03-03,528.095
2004-03-04,530.808
2004-03-05,539.786
2004-03-08,539.923
2004-03-09,544.68
2004-03-10,538.659
2004-03-11,527.216
2004-03-12,520.064
2004-03-15,513.03
2004-03-16,517.758
2004-03-17,515.341
2004-03-18,519.459
2004-03-19,522.645
2004-03-22,516.85
2004-03-23,511.219
2004-03-24,511.189
2004-03-25,514.389
2004-03-26,515.14
2004-03-29,525.372
2004-03-30,527.311
2004-03-31,533.153
2004-04-01,540.212
2004-04-02,539.547
2004-04-05,535.588
2004-04-06,537.203
2004-04-07,534.492
2004-04-08,536.562
2004-04-09,536.562
2004-04-12,535.055
2004-04-13,538.895
2004-04-14,535.693
2004-04-15,539.009
2004-04-16,549.544
2004-04-19,549.153
2004-04-20,545.528
2004-04-21,538.898
2004-04-22,540.05
2004-04-23,539.148
2004-04-26,541.408
2004-04-27,543.428
2004-04-28,536.553
2004-04-29,537.766
2004-04-30,539.13
2004-05-03,542.714
2004-05-04,548.698
2004-05-05,554.466
2004-05-06,541.893
2004-05-07,529.767
2004-05-10,515.3
2004-05-11,518.64
2004-05-12,516.117
2004-05-13,518.375
2004-05-14,518.755
2004-05-17,519.985
2004-05-18,518.175
2004-05-19,528.402
2004-05-20,522.006
2004-05-21,523.386
2004-05-24,523.358
2004-05-25,529.551
2004-05-26,533.641
2004-05-27,543.131
2004-05-28,540.067
2004-05-31,540.904
2004-06-01,540.341
2004-06-02,546.206
2004-06-03,545.264
2004-06-04,548.222
2004-06-07,556.221
2004-06-08,556.654
2004-06-09,546.573
2004-06-10,549.992
2004-06-11,547.185
2004-06-14,546.853
2004-06-15,553.998
2004-06-16,553.793
2004-06-17,557.555
2004-06-18,562.3
2004-06-21,559.177
2004-06-22,554.658
2004-06-23,556.208
2004-06-24,560.544
2004-06-25,558.332
2004-06-28,560.707
2004-06-29,554.849
2004-06-30,551.677
2004-07-01,548.274
2004-07-02,556.21
2004-07-05,557.581
2004-07-06,558.166
2004-07-07,561.511
2004-07-08,567.035
2004-07-09,569.066
2004-07-12,564.492
2004-07-13,560.679
2004-07-14,562.044
2004-07-15,557.033
2004-07-16,561.182
2004-07-19,558.09
2004-07-20,557.569
2004-07-21,550.839
2004-07-22,546.773
2004-07-23,540.173
2004-07-26,536.566
2004-07-27,536.877
2004-07-28,535.277
2004-07-29,543.541
2004-07-30,547.143
2004-08-02,545.065
2004-08-03,549.007
2004-08-04,544.18
2004-08-05,539.566
2004-08-06,540.829
2004-08-09,536.149
2004-08-10,542.956
2004-08-11,532.595
2004-08-12,535.011
2004-08-13,539.388
2004-08-16,543.251
2004-08-17,541.032
2004-08-18,541.477
2004-08-19,544.558
2004-08-20,541.768
2004-08-23,541.659
2004-08-24,537.101
2004-08-25,538.746
2004-08-26,539.837
2004-08-27,542.5
2004-08-30,541.058
2004-08-31,544.601
2004-09-01,551.767
2004-09-02,555.354
2004-09-03,557.287
2004-09-06,557.572
2004-09-07,558.778
2004-09-08,559.227
2004-09-09,557.273
2004-09-10,563.595
2004-09-13,566.084
2004-09-14,567.205
2004-09-15,560.027
2004-09-16,559.374
2004-09-17,564.938
2004-09-20,563.336
2004-09-21,572.477
2004-09-22,570.096
2004-09-23,572.631
2004-09-24,574.646
2004-09-27,576.351
2004-09-28,582.198
2004-09-29,581.186
2004-09-30,579.839
2004-10-01,593.161
2004-10-04,587.514
2004-10-05,592.908
2004-10-06,591.987
2004-10-07,593.267
2004-10-08,595.448
2004-10-11,594.13
2004-10-12,585.529
2004-10-13,581.237
2004-10-14,586.937
2004-10-15,591.732
2004-10-18,592.473
2004-10-19,596.56
2004-10-20,597.59
2004-10-21,602.442
2004-10-22,604.802
2004-10-25,605.545
2004-10-26,604.838
2004-10-27,612.005
2004-10-28,614.522
2004-10-29,611.164
2004-11-01,619.553
2004-11-02,619.605
2004-11-03,625.925
2004-11-04,634.971
2004-11-05,638.692
2004-11-08,640.219
2004-11-09,635.93
2004-11-10,637.026
2004-11-11,644.472
2004-11-12,645.843
2004-11-15,642.783
2004-11-16,638.583
2004-11-17,650.065
2004-11-18,650.621
2004-11-19,649.318
2004-11-22,646.382
2004-11-23,648.024
2004-11-24,654.696
2004-11-25,661.64
2004-11-26,661.515
2004-11-29,660.923
2004-11-30,659.411
2004-12-01,667.703
2004-12-02,664.621
2004-12-03,665.99
2004-12-06,672.563
2004-12-07,676.1
2004-12-08,669.706
2004-12-09,664.549
2004-12-10,668.028
2004-12-13,672.986
2004-12-14,675.341
2004-12-15,680.814
2004-12-16,675.849
2004-12-17,671.615
2004-12-20,683.138
2004-12-21,681.164
2004-12-22,689.272
2004-12-23,697.476
2004-12-24,699.284
2004-12-27,702.524
2004-12-28,703.351
2004-12-29,701.56
2004-12-30,702.937
2004-12-31,701.003
2005-01-03,695.323
2005-01-04,685.855
2005-01-05,680.155
2005-01-06,675.823
2005-01-07,671.339
2005-01-10,673.932
2005-01-11,671.728
2005-01-12,677.144
2005-01-13,680.728
2005-01-14,680.761
2005-01-17,679.659
2005-01-18,675.979
2005-01-19,677.174
2005-01-20,673.477
2005-01-21,678.492
2005-01-24,678.172
2005-01-25,676.508
2005-01-26,679.713
2005-01-27,676.717
2005-01-28,670.615
2005-01-31,677.927
2005-02-01,682.105
2005-02-02,687.023
2005-02-03,682.248
2005-02-04,688.992
2005-02-07,685.34
2005-02-08,683.903
2005-02-09,681.233
2005-02-10,688.564
2005-02-11,692.63
2005-02-14,695.921
2005-02-15,698.701
2005-02-16,696.408
2005-02-17,702.825
2005-02-18,698.637
2005-02-21,689.695
2005-02-22,692.568
2005-02-23,688.032
2005-02-24,691.154
2005-02-25,695.53
2005-02-28,703.793
2005-03-01,699.288
2005-03-02,696.577
2005-03-03,697.889
2005-03-04,708.752
2005-03-07,706.737
2005-03-08,711.382
2005-03-09,710.924
2005-03-10,705.885
2005-03-11,708.372
2005-03-14,705.04
2005-03-15,711.447
2005-03-16,708.674
2005-03-17,708.627
2005-03-18,706.351
2005-03-21,702.637
2005-03-22,704.229
2005-03-23,693.071
2005-03-24,696.392
2005-03-25,696.392
2005-03-28,691.505
2005-03-29,697.008
2005-03-30,697.548
2005-03-31,700.531
2005-04-01,703.219
2005-04-04,693.709
2005-04-05,700.693
2005-04-06,698.39
2005-04-07,711.933
2005-04-08,704.187
2005-04-11,710.19
2005-04-12,702.868
2005-04-13,702.792
2005-04-14,695.554
2005-04-15,686.372
2005-04-18,676.054
2005-04-19,676.964
2005-04-20,679.506
2005-04-21,683.556
2005-04-22,684.388
2005-04-25,679.868
2005-04-26,676.961
2005-04-27,671.44
2005-04-28,667.12
2005-04-29,669.62
2005-05-02,668.901
2005-05-03,673.314
2005-05-04,676.215
2005-05-05,679.683
2005-05-06,675.531
2005-05-09,671.085
2005-05-10,668.228
2005-05-11,664.53
2005-05-12,663.728
2005-05-13,657.296
2005-05-16,652.398
2005-05-17,647.776
2005-05-18,661.625
2005-05-19,662.862
2005-05-20,661.109
2005-05-23,667.874
2005-05-24,669.138
2005-05-25,667.803
2005-05-26,667.231
2005-05-27,667.056
2005-05-30,666.504
2005-05-31,654.887
2005-06-01,658.647
2005-06-02,658.527
2005-06-03,654.463
2005-06-06,652.658
2005-06-07,659.501
2005-06-08,662.826
2005-06-09,654.081
2005-06-10,651.801
2005-06-13,654.261
2005-06-14,658.458
2005-06-15,662.367
2005-06-16,662.433
2005-06-17,668.82
2005-06-20,659.815
2005-06-21,661.373
2005-06-22,659.618
2005-06-23,656.075
2005-06-24,652.518
2005-06-27,649.314
2005-06-28,652.985
2005-06-29,655.016
2005-06-30,660.427
2005-07-01,656.474
2005-07-04,660.284
2005-07-05,658.121
2005-07-06,664.998
2005-07-07,659.043
2005-07-08,671.654
2005-07-11,680.563
2005-07-12,682.844
2005-07-13,681.828
2005-07-14,684.015
2005-07-15,677.14
2005-07-18,679.216
2005-07-19,680.429
2005-07-20,676.104
2005-07-21,680.73
2005-07-22,680.275
2005-07-25,682.836
2005-07-26,682.013
2005-07-27,683.861
2005-07-28,689.612
2005-07-29,693.008
2005-08-01,692.893
2005-08-02,700.967
2005-08-03,708.229
2005-08-04,703.617
2005-08-05,697.044
2005-08-08,705.262
2005-08-09,708.365
2005-08-10,718.518
2005-08-11,722.326
2005-08-12,720.861
2005-08-15,717.005
2005-08-16,709.73
2005-08-17,704.916
2005-08-18,690.664
2005-08-19,702.285
2005-08-22,707.807
2005-08-23,697.157
2005-08-24,707.81
2005-08-25,704.49
2005-08-26,700.519
2005-08-29,700.461
2005-08-30,695.864
2005-08-31,713.836
2005-09-01,729.412
2005-09-02,732.597
2005-09-05,731.846
2005-09-06,732.266
2005-09-07,731.493
2005-09-08,730.473
2005-09-09,733.671
2005-09-12,723.615
2005-09-13,718.599
2005-09-14,726.777
2005-09-15,723.423
2005-09-16,730.224
2005-09-19,727.083
2005-09-20,729.218
2005-09-21,729.058
2005-09-22,720.379
2005-09-23,716.523
2005-09-26,722.343
2005-09-27,719.321
2005-09-28,722.689
2005-09-29,721.851
2005-09-30,722.586
2005-10-03,713.704
2005-10-04,702.931
2005-10-05,692.075
2005-10-06,694.503
2005-10-07,689.973
2005-10-10,686.88
2005-10-11,686.706
2005-10-12,686.142
2005-10-13,669.526
2005-10-14,677.919
2005-10-17,679.147
2005-10-18,663.961
2005-10-19,653.604
2005-10-20,656.236
2005-10-21,659.268
2005-10-24,664.986
2005-10-25,669.064
2005-10-26,673.663
2005-10-27,661.861
2005-10-28,662.342
2005-10-31,669.839
2005-11-01,668.312
2005-11-02,676.893
2005-11-03,683.68
2005-11-04,675.471
2005-11-07,672.424
2005-11-08,667.072
2005-11-09,666.53
