Date,ITALY IMI GROWTH IMI (Large+Mid+Small Cap)
2001-10-02,357.622
2001-10-03,362.462
2001-10-04,372.867
2001-10-05,368.173
2001-10-08,371.829
2001-10-09,370.574
2001-10-10,377.99
2001-10-11,381.002
2001-10-12,375.023
2001-10-15,367.105
2001-10-16,376.54
2001-10-17,385.851
2001-10-18,383.035
2001-10-19,373.785
2001-10-22,379.694
2001-10-23,388.788
2001-10-24,391.52
2001-10-25,383.116
2001-10-26,391.69
2001-10-29,390.776
2001-10-30,377.066
2001-10-31,381.776
2001-11-01,385.933
2001-11-02,383.5
2001-11-05,390.11
2001-11-06,385.855
2001-11-07,393.179
2001-11-08,397.615
2001-11-09,395.356
2001-11-12,383.454
2001-11-13,390.709
2001-11-14,394.43
2001-11-15,398.86
2001-11-16,403.087
2001-11-19,412.007
2001-11-20,407.838
2001-11-21,402.477
2001-11-22,406.147
2001-11-23,406.472
2001-11-26,408.07
2001-11-27,400.311
2001-11-28,401.003
2001-11-29,402.884
2001-11-30,405.934
2001-12-03,399.401
2001-12-04,404.279
2001-12-05,416.432
2001-12-06,420.506
2001-12-07,421.724
2001-12-10,411.92
2001-12-11,412.777
2001-12-12,410.765
2001-12-13,402.797
2001-12-14,403.996
2001-12-17,416.517
2001-12-18,411.37
2001-12-19,405.696
2001-12-20,398.305
2001-12-21,401.35
2001-12-24,397.345
2001-12-25,397.345
2001-12-26,397.685
2001-12-27,406.0
2001-12-28,405.767
2001-12-31,409.724
2002-01-01,409.724
2002-01-02,413.057
2002-01-03,419.275
2002-01-04,416.104
2002-01-07,411.361
2002-01-08,413.194
2002-01-09,415.059
2002-01-10,409.459
2002-01-11,410.632
2002-01-14,402.425
2002-01-15,404.447
2002-01-16,394.023
2002-01-17,396.971
2002-01-18,397.964
2002-01-21,395.308
2002-01-22,395.855
2002-01-23,394.989
2002-01-24,394.857
2002-01-25,389.372
2002-01-28,391.882
2002-01-29,389.987
2002-01-30,387.417
2002-01-31,387.889
2002-02-01,386.403
2002-02-04,382.902
2002-02-05,379.174
2002-02-06,372.907
2002-02-07,377.507
2002-02-08,380.495
2002-02-11,380.548
2002-02-12,376.066
2002-02-13,379.156
2002-02-14,380.374
2002-02-15,377.91
2002-02-18,375.307
2002-02-19,369.314
2002-02-20,364.591
2002-02-21,368.664
2002-02-22,370.897
2002-02-25,372.58
2002-02-26,372.793
2002-02-27,381.691
2002-02-28,383.597
2002-03-01,388.382
2002-03-04,398.586
2002-03-05,397.82
2002-03-06,404.048
2002-03-07,406.313
2002-03-08,406.212
2002-03-11,401.55
2002-03-12,396.933
2002-03-13,400.465
2002-03-14,404.494
2002-03-15,406.095
2002-03-18,407.582
2002-03-19,413.259
2002-03-20,409.397
2002-03-21,409.153
2002-03-22,408.534
2002-03-25,404.484
2002-03-26,406.642
2002-03-27,403.272
2002-03-28,406.944
2002-03-29,406.944
2002-04-01,410.279
2002-04-02,407.023
2002-04-03,407.877
2002-04-04,406.359
2002-04-05,405.824
2002-04-08,393.499
2002-04-09,395.527
2002-04-10,403.018
2002-04-11,398.709
2002-04-12,399.127
2002-04-15,400.363
2002-04-16,411.466
2002-04-17,413.171
2002-04-18,411.026
2002-04-19,410.437
2002-04-22,407.909
2002-04-23,408.015
2002-04-24,409.507
2002-04-25,408.129
2002-04-26,406.888
2002-04-29,407.755
2002-04-30,405.645
2002-05-01,407.941
2002-05-02,399.536
2002-05-03,399.235
2002-05-06,402.48
2002-05-07,397.288
2002-05-08,403.619
2002-05-09,400.471
2002-05-10,398.373
2002-05-13,401.685
2002-05-14,403.143
2002-05-15,406.918
2002-05-16,407.461
2002-05-17,410.912
2002-05-20,407.825
2002-05-21,405.532
2002-05-22,404.236
2002-05-23,399.988
2002-05-24,398.859
2002-05-27,400.827
2002-05-28,403.4
2002-05-29,405.308
2002-05-30,401.935
2002-05-31,399.354
2002-06-03,397.806
2002-06-04,390.717
2002-06-05,388.864
2002-06-06,391.024
2002-06-07,388.552
2002-06-10,389.976
2002-06-11,397.687
2002-06-12,394.664
2002-06-13,387.906
2002-06-14,381.778
2002-06-17,391.312
2002-06-18,394.539
2002-06-19,395.507
2002-06-20,391.481
2002-06-21,391.416
2002-06-24,389.428
2002-06-25,390.378
2002-06-26,395.153
2002-06-27,393.122
2002-06-28,403.497
2002-07-01,406.051
2002-07-02,394.861
2002-07-03,386.353
2002-07-04,386.879
2002-07-05,395.939
2002-07-08,401.365
2002-07-09,403.537
2002-07-10,392.985
2002-07-11,380.371
2002-07-12,374.087
2002-07-15,364.147
2002-07-16,363.034
2002-07-17,365.109
2002-07-18,369.786
2002-07-19,357.858
2002-07-22,338.322
2002-07-23,327.469
2002-07-24,323.267
2002-07-25,332.28
2002-07-26,330.119
2002-07-29,342.231
2002-07-30,348.924
2002-07-31,350.874
2002-08-01,341.361
2002-08-02,340.696
2002-08-05,334.049
2002-08-06,338.327
2002-08-07,337.394
2002-08-08,346.54
2002-08-09,352.58
2002-08-12,349.446
2002-08-13,352.108
2002-08-14,345.829
2002-08-15,343.253
2002-08-16,355.542
2002-08-19,361.813
2002-08-20,357.504
2002-08-21,361.796
2002-08-22,363.38
2002-08-23,360.938
2002-08-26,359.431
2002-08-27,370.224
2002-08-28,359.253
2002-08-29,350.532
2002-08-30,351.873
2002-09-02,348.637
2002-09-03,341.05
2002-09-04,344.371
2002-09-05,342.224
2002-09-06,347.324
2002-09-09,339.624
2002-09-10,346.38
2002-09-11,350.331
2002-09-12,340.824
2002-09-13,337.42
2002-09-16,336.314
2002-09-17,331.212
2002-09-18,324.288
2002-09-19,320.926
2002-09-20,317.225
2002-09-23,301.132
2002-09-24,301.281
2002-09-25,305.756
2002-09-26,314.882
2002-09-27,313.329
2002-09-30,307.031
2002-10-01,307.527
2002-10-02,313.019
2002-10-03,311.883
2002-10-04,300.215
2002-10-07,299.122
2002-10-08,291.79
2002-10-09,292.513
2002-10-10,297.677
2002-10-11,307.01
2002-10-14,304.838
2002-10-15,322.706
2002-10-16,318.92
2002-10-17,322.68
2002-10-18,320.824
2002-10-21,323.648
2002-10-22,323.462
2002-10-23,313.96
2002-10-24,321.11
2002-10-25,319.019
2002-10-28,322.382
2002-10-29,314.147
2002-10-30,322.558
2002-10-31,330.449
2002-11-01,328.842
2002-11-04,341.378
2002-11-05,344.115
2002-11-06,340.426
2002-11-07,334.243
2002-11-08,334.875
2002-11-11,330.984
2002-11-12,331.621
2002-11-13,330.35
2002-11-14,337.077
2002-11-15,338.437
2002-11-18,344.166
2002-11-19,344.469
2002-11-20,341.53
2002-11-21,348.636
2002-11-22,350.066
2002-11-25,349.827
2002-11-26,347.359
2002-11-27,355.578
2002-11-28,360.354
2002-11-29,361.62
2002-12-02,360.804
2002-12-03,353.53
2002-12-04,354.676
2002-12-05,348.704
2002-12-06,349.335
2002-12-09,342.907
2002-12-10,347.435
2002-12-11,350.834
2002-12-12,350.909
2002-12-13,349.312
2002-12-16,355.156
2002-12-17,357.646
2002-12-18,352.325
2002-12-19,349.813
2002-12-20,354.761
2002-12-23,352.483
2002-12-24,353.947
2002-12-25,353.947
2002-12-26,354.839
2002-12-27,352.164
2002-12-30,356.163
2002-12-31,357.56
2003-01-01,357.56
2003-01-02,362.468
2003-01-03,366.048
2003-01-06,371.043
2003-01-07,366.858
2003-01-08,361.886
2003-01-09,369.168
2003-01-10,369.282
2003-01-13,370.062
2003-01-14,372.623
2003-01-15,366.364
2003-01-16,366.969
2003-01-17,359.823
2003-01-20,357.941
2003-01-21,353.272
2003-01-22,346.678
2003-01-23,349.692
2003-01-24,349.724
2003-01-27,344.055
2003-01-28,342.921
2003-01-29,347.517
2003-01-30,348.46
2003-01-31,350.676
2003-02-03,356.97
2003-02-04,351.956
2003-02-05,357.455
2003-02-06,355.547
2003-02-07,355.883
2003-02-10,351.762
2003-02-11,359.878
2003-02-12,357.991
2003-02-13,362.14
2003-02-14,367.309
2003-02-17,371.271
2003-02-18,373.899
2003-02-19,369.205
2003-02-20,370.979
2003-02-21,377.976
2003-02-24,381.567
2003-02-25,370.774
2003-02-26,368.073
2003-02-27,374.39
2003-02-28,380.663
2003-03-03,383.381
2003-03-04,377.152
2003-03-05,373.133
2003-03-06,361.674
2003-03-07,357.802
2003-03-10,349.982
2003-03-11,350.997
2003-03-12,342.9
2003-03-13,347.24
2003-03-14,356.774
2003-03-17,359.883
2003-03-18,355.234
2003-03-19,356.229
2003-03-20,350.722
2003-03-21,360.931
2003-03-24,355.467
2003-03-25,361.115
2003-03-26,359.647
2003-03-27,356.524
2003-03-28,359.246
2003-03-31,354.531
2003-04-01,355.992
2003-04-02,360.197
2003-04-03,361.482
2003-04-04,360.392
2003-04-07,367.786
2003-04-08,371.428
2003-04-09,369.923
2003-04-10,372.746
2003-04-11,371.618
2003-04-14,372.729
2003-04-15,378.523
2003-04-16,377.841
2003-04-17,384.396
2003-04-18,384.396
2003-04-21,382.739
2003-04-22,389.174
2003-04-23,392.913
2003-04-24,393.268
2003-04-25,389.378
2003-04-28,395.595
2003-04-29,397.485
2003-04-30,402.993
2003-05-01,406.695
2003-05-02,404.275
2003-05-05,409.282
2003-05-06,415.104
2003-05-07,413.734
2003-05-08,411.486
2003-05-09,412.987
2003-05-12,415.141
2003-05-13,415.202
2003-05-14,415.527
2003-05-15,418.944
2003-05-16,421.898
2003-05-19,418.545
2003-05-20,417.186
2003-05-21,414.357
2003-05-22,419.746
2003-05-23,425.632
2003-05-26,427.683
2003-05-27,431.548
2003-05-28,433.566
2003-05-29,439.182
2003-05-30,439.391
2003-06-02,442.439
2003-06-03,437.971
2003-06-04,437.842
2003-06-05,441.543
2003-06-06,439.989
2003-06-09,438.797
2003-06-10,440.051
2003-06-11,447.142
2003-06-12,445.903
2003-06-13,444.788
2003-06-16,453.241
2003-06-17,452.913
2003-06-18,453.441
2003-06-19,449.507
2003-06-20,449.552
2003-06-23,439.957
2003-06-24,442.621
2003-06-25,444.393
2003-06-26,436.528
2003-06-27,436.059
2003-06-30,430.59
2003-07-01,427.824
2003-07-02,428.053
2003-07-03,425.745
2003-07-04,425.063
2003-07-07,429.096
2003-07-08,428.125
2003-07-09,426.272
2003-07-10,423.992
2003-07-11,425.789
2003-07-14,429.167
2003-07-15,427.331
2003-07-16,425.247
2003-07-17,421.401
2003-07-18,424.013
2003-07-21,424.732
2003-07-22,426.562
2003-07-23,429.963
2003-07-24,437.79
2003-07-25,437.14
2003-07-28,439.997
2003-07-29,438.023
2003-07-30,435.167
2003-07-31,434.218
2003-08-01,431.791
2003-08-04,432.096
2003-08-05,432.382
2003-08-06,429.139
2003-08-07,430.033
2003-08-08,428.657
2003-08-11,429.573
2003-08-12,430.85
2003-08-13,431.814
2003-08-14,434.463
2003-08-15,434.154
2003-08-18,432.693
2003-08-19,429.334
2003-08-20,428.588
2003-08-21,422.462
2003-08-22,417.524
2003-08-25,416.032
2003-08-26,413.36
2003-08-27,415.77
2003-08-28,415.74
2003-08-29,416.666
2003-09-01,420.558
2003-09-02,418.614
2003-09-03,423.675
2003-09-04,426.093
2003-09-05,430.229
2003-09-08,437.79
2003-09-09,436.707
2003-09-10,434.528
2003-09-11,432.159
2003-09-12,435.29
2003-09-15,435.428
2003-09-16,434.675
2003-09-17,435.86
2003-09-18,442.507
2003-09-19,445.973
2003-09-22,441.937
2003-09-23,441.397
2003-09-24,440.32
2003-09-25,439.021
2003-09-26,434.146
2003-09-29,436.032
2003-09-30,434.019
2003-10-01,441.287
2003-10-02,439.894
2003-10-03,446.497
2003-10-06,445.404
2003-10-07,448.167
2003-10-08,449.316
2003-10-09,452.023
2003-10-10,451.99
2003-10-13,451.757
2003-10-14,451.742
2003-10-15,453.145
2003-10-16,454.626
2003-10-17,449.686
2003-10-20,451.425
2003-10-21,452.916
2003-10-22,451.471
2003-10-23,448.736
2003-10-24,450.05
2003-10-27,450.266
2003-10-28,448.345
2003-10-29,451.717
2003-10-30,455.763
2003-10-31,455.626
2003-11-03,454.187
2003-11-04,455.541
2003-11-05,453.313
2003-11-06,452.07
2003-11-07,459.23
2003-11-10,459.818
2003-11-11,458.633
2003-11-12,466.792
2003-11-13,472.49
2003-11-14,476.215
2003-11-17,470.701
2003-11-18,477.953
2003-11-19,478.343
2003-11-20,476.183
2003-11-21,476.719
2003-11-24,478.903
2003-11-25,480.613
2003-11-26,487.572
2003-11-27,487.736
2003-11-28,491.737
2003-12-01,496.709
2003-12-02,503.285
2003-12-03,507.597
2003-12-04,511.463
2003-12-05,510.797
2003-12-08,512.374
2003-12-09,508.309
2003-12-10,504.472
2003-12-11,505.211
2003-12-12,506.552
2003-12-15,512.322
2003-12-16,511.863
2003-12-17,515.392
2003-12-18,517.204
2003-12-19,508.294
2003-12-22,499.505
2003-12-23,499.835
2003-12-24,501.244
2003-12-25,501.244
2003-12-26,501.043
2003-12-29,505.073
2003-12-30,506.063
2003-12-31,509.415
2004-01-01,509.415
2004-01-02,515.24
2004-01-05,519.753
2004-01-06,524.639
2004-01-07,511.435
2004-01-08,519.583
2004-01-09,527.406
2004-01-12,523.47
2004-01-13,518.194
2004-01-14,521.152
2004-01-15,520.505
2004-01-16,513.979
2004-01-19,519.811
2004-01-20,525.905
2004-01-21,529.882
2004-01-22,533.139
2004-01-23,534.109
2004-01-26,529.361
2004-01-27,536.112
2004-01-28,533.763
2004-01-29,521.217
2004-01-30,517.976
2004-02-02,518.256
2004-02-03,518.616
2004-02-04,518.627
2004-02-05,518.359
2004-02-06,523.99
2004-02-09,527.793
2004-02-10,528.202
2004-02-11,526.156
2004-02-12,533.251
2004-02-13,526.342
2004-02-16,529.036
2004-02-17,532.401
2004-02-18,531.002
2004-02-19,525.06
2004-02-20,515.874
2004-02-23,517.293
2004-02-24,519.209
2004-02-25,515.607
2004-02-26,510.702
2004-02-27,513.8
2004-03-01,516.183
2004-03-02,509.805
2004-03-03,501.783
2004-03-04,506.193
2004-03-05,518.901
2004-03-08,516.751
2004-03-09,515.938
2004-03-10,507.838
2004-03-11,499.326
2004-03-12,494.095
2004-03-15,481.343
2004-03-16,488.132
2004-03-17,486.508
2004-03-18,486.345
2004-03-19,482.846
2004-03-22,478.172
2004-03-23,476.911
2004-03-24,472.208
2004-03-25,478.717
2004-03-26,473.968
2004-03-29,481.695
2004-03-30,481.361
2004-03-31,484.308
2004-04-01,492.191
2004-04-02,491.658
2004-04-05,490.5
2004-04-06,491.145
2004-04-07,496.112
2004-04-08,493.346
2004-04-09,493.346
2004-04-12,491.96
2004-04-13,491.732
2004-04-14,489.688
2004-04-15,487.933
2004-04-16,492.901
2004-04-19,493.467
2004-04-20,492.345
2004-04-21,487.993
2004-04-22,490.282
2004-04-23,490.175
2004-04-26,493.194
2004-04-27,495.627
2004-04-28,489.631
2004-04-29,490.896
2004-04-30,491.102
2004-05-03,492.336
2004-05-04,496.084
2004-05-05,499.134
2004-05-06,486.448
2004-05-07,480.262
2004-05-10,469.053
2004-05-11,474.163
2004-05-12,474.848
2004-05-13,478.55
2004-05-14,476.533
2004-05-17,475.696
2004-05-18,477.077
2004-05-19,487.953
2004-05-20,482.175
2004-05-21,485.785
2004-05-24,490.468
2004-05-25,492.614
2004-05-26,496.583
2004-05-27,505.481
2004-05-28,502.177
2004-05-31,501.871
2004-06-01,499.064
2004-06-02,502.616
2004-06-03,500.722
2004-06-04,504.547
2004-06-07,512.462
2004-06-08,510.382
2004-06-09,503.659
2004-06-10,506.578
2004-06-11,501.759
2004-06-14,502.137
2004-06-15,506.41
2004-06-16,504.755
2004-06-17,506.256
2004-06-18,511.523
2004-06-21,511.623
2004-06-22,509.164
2004-06-23,511.598
2004-06-24,519.049
2004-06-25,518.737
2004-06-28,524.729
2004-06-29,520.935
2004-06-30,522.334
2004-07-01,518.995
2004-07-02,523.756
2004-07-05,521.42
2004-07-06,517.202
2004-07-07,521.195
2004-07-08,523.848
2004-07-09,524.704
2004-07-12,523.324
2004-07-13,520.513
2004-07-14,519.825
2004-07-15,516.084
2004-07-16,517.358
2004-07-19,514.777
2004-07-20,513.312
2004-07-21,510.61
2004-07-22,505.806
2004-07-23,499.325
2004-07-26,496.688
2004-07-27,498.365
2004-07-28,497.101
2004-07-29,503.287
2004-07-30,502.579
2004-08-02,499.929
2004-08-03,502.397
2004-08-04,498.046
2004-08-05,496.729
2004-08-06,496.678
2004-08-09,491.999
2004-08-10,496.625
2004-08-11,487.841
2004-08-12,485.646
2004-08-13,489.522
2004-08-16,494.571
2004-08-17,495.321
2004-08-18,493.861
2004-08-19,497.386
2004-08-20,494.465
2004-08-23,495.175
2004-08-24,493.108
2004-08-25,493.032
2004-08-26,495.833
2004-08-27,495.834
2004-08-30,495.087
2004-08-31,498.13
2004-09-01,502.293
2004-09-02,505.226
2004-09-03,505.459
2004-09-06,506.778
2004-09-07,504.715
2004-09-08,507.801
2004-09-09,506.962
2004-09-10,515.088
2004-09-13,516.038
2004-09-14,516.071
2004-09-15,510.089
2004-09-16,510.563
2004-09-17,513.577
2004-09-20,511.4
2004-09-21,518.54
2004-09-22,516.701
2004-09-23,518.045
2004-09-24,516.342
2004-09-27,513.53
2004-09-28,515.157
2004-09-29,518.578
2004-09-30,520.59
2004-10-01,526.174
2004-10-04,525.981
2004-10-05,529.724
2004-10-06,529.339
2004-10-07,529.843
2004-10-08,536.564
2004-10-11,535.162
2004-10-12,529.792
2004-10-13,531.805
2004-10-14,535.448
2004-10-15,537.324
2004-10-18,538.334
2004-10-19,542.122
2004-10-20,543.16
2004-10-21,544.685
2004-10-22,547.11
2004-10-25,546.587
2004-10-26,548.505
2004-10-27,553.846
2004-10-28,555.312
2004-10-29,553.844
2004-11-01,559.723
2004-11-02,559.93
2004-11-03,564.183
2004-11-04,567.844
2004-11-05,571.263
2004-11-08,576.846
2004-11-09,573.676
2004-11-10,574.532
2004-11-11,577.984
2004-11-12,580.429
2004-11-15,580.694
2004-11-16,578.858
2004-11-17,588.969
2004-11-18,587.934
2004-11-19,589.011
2004-11-22,585.564
2004-11-23,586.777
2004-11-24,591.366
2004-11-25,598.866
2004-11-26,598.65
2004-11-29,598.346
2004-11-30,597.434
2004-12-01,604.383
2004-12-02,605.941
2004-12-03,611.693
2004-12-06,615.192
2004-12-07,618.745
2004-12-08,615.831
2004-12-09,612.18
2004-12-10,613.194
2004-12-13,619.691
2004-12-14,619.704
2004-12-15,626.823
2004-12-16,621.356
2004-12-17,618.178
2004-12-20,630.348
2004-12-21,629.291
2004-12-22,633.963
2004-12-23,641.595
2004-12-24,643.258
2004-12-27,646.99
2004-12-28,647.929
2004-12-29,647.027
2004-12-30,650.38
2004-12-31,648.59
2005-01-03,644.748
2005-01-04,640.611
2005-01-05,638.516
2005-01-06,636.23
2005-01-07,632.528
2005-01-10,634.784
2005-01-11,629.088
2005-01-12,633.559
2005-01-13,632.959
2005-01-14,631.891
2005-01-17,633.607
2005-01-18,630.726
2005-01-19,634.964
2005-01-20,628.787
2005-01-21,632.787
2005-01-24,630.815
2005-01-25,630.352
2005-01-26,635.529
2005-01-27,633.324
2005-01-28,631.388
2005-01-31,638.207
2005-02-01,639.694
2005-02-02,641.376
2005-02-03,637.06
2005-02-04,642.897
2005-02-07,640.109
2005-02-08,640.178
2005-02-09,642.344
2005-02-10,648.052
2005-02-11,650.409
2005-02-14,654.437
2005-02-15,655.874
2005-02-16,652.083
2005-02-17,654.321
2005-02-18,651.575
2005-02-21,644.754
2005-02-22,648.581
2005-02-23,646.024
2005-02-24,645.926
2005-02-25,652.355
2005-02-28,657.332
2005-03-01,655.392
2005-03-02,649.441
2005-03-03,649.073
2005-03-04,660.842
2005-03-07,658.737
2005-03-08,662.163
2005-03-09,659.976
2005-03-10,659.052
2005-03-11,661.256
2005-03-14,657.151
2005-03-15,657.548
2005-03-16,654.78
2005-03-17,652.766
2005-03-18,655.959
2005-03-21,653.188
2005-03-22,654.915
2005-03-23,644.396
2005-03-24,645.684
2005-03-25,645.684
2005-03-28,641.152
2005-03-29,643.429
2005-03-30,647.7
2005-03-31,652.659
2005-04-01,653.683
2005-04-04,643.983
2005-04-05,644.611
2005-04-06,648.465
2005-04-07,655.824
2005-04-08,653.667
2005-04-11,661.616
2005-04-12,654.466
2005-04-13,656.052
2005-04-14,649.965
2005-04-15,641.065
2005-04-18,633.595
2005-04-19,636.647
2005-04-20,636.087
2005-04-21,642.193
2005-04-22,644.227
2005-04-25,639.748
2005-04-26,637.48
2005-04-27,629.441
2005-04-28,625.702
2005-04-29,626.666
2005-05-02,627.957
2005-05-03,630.396
2005-05-04,635.228
2005-05-05,637.533
2005-05-06,630.739
2005-05-09,631.235
2005-05-10,627.456
2005-05-11,627.062
2005-05-12,625.941
2005-05-13,624.811
2005-05-16,624.31
2005-05-17,618.618
2005-05-18,624.806
2005-05-19,624.759
2005-05-20,620.519
2005-05-23,629.705
2005-05-24,627.724
2005-05-25,630.02
2005-05-26,630.943
2005-05-27,630.895
2005-05-30,631.539
2005-05-31,623.951
2005-06-01,624.989
2005-06-02,628.2
2005-06-03,624.644
2005-06-06,624.12
2005-06-07,627.512
2005-06-08,631.531
2005-06-09,629.466
2005-06-10,628.25
2005-06-13,625.632
2005-06-14,623.979
2005-06-15,625.814
2005-06-16,627.313
2005-06-17,637.076
2005-06-20,629.563
2005-06-21,632.662
2005-06-22,632.725
2005-06-23,627.243
2005-06-24,623.094
2005-06-27,622.322
2005-06-28,621.819
2005-06-29,624.93
2005-06-30,630.164
2005-07-01,626.15
2005-07-04,622.326
2005-07-05,620.41
2005-07-06,623.001
2005-07-07,611.557
2005-07-08,618.956
2005-07-11,631.537
2005-07-12,637.429
2005-07-13,637.146
2005-07-14,642.404
2005-07-15,637.76
2005-07-18,640.085
2005-07-19,644.285
2005-07-20,644.482
2005-07-21,651.013
2005-07-22,652.726
2005-07-25,648.96
2005-07-26,647.123
2005-07-27,650.247
2005-07-28,653.703
2005-07-29,655.034
2005-08-01,659.433
2005-08-02,664.389
2005-08-03,667.793
2005-08-04,663.211
2005-08-05,659.002
2005-08-08,662.792
2005-08-09,666.125
2005-08-10,670.534
2005-08-11,670.031
2005-08-12,665.915
2005-08-15,662.353
2005-08-16,657.985
2005-08-17,654.48
2005-08-18,644.005
2005-08-19,648.625
2005-08-22,653.442
2005-08-23,648.361
2005-08-24,652.272
2005-08-25,649.356
2005-08-26,645.602
2005-08-29,644.001
2005-08-30,638.058
2005-08-31,647.052
2005-09-01,658.188
2005-09-02,663.415
2005-09-05,666.272
2005-09-06,669.178
2005-09-07,668.273
2005-09-08,668.119
2005-09-09,669.305
2005-09-12,663.654
2005-09-13,659.058
2005-09-14,665.074
2005-09-15,658.106
2005-09-16,662.064
2005-09-19,656.789
2005-09-20,659.031
2005-09-21,659.869
2005-09-22,650.446
2005-09-23,648.246
2005-09-26,655.209
2005-09-27,651.561
2005-09-28,659.038
2005-09-29,656.5
2005-09-30,660.625
2005-10-03,654.326
2005-10-04,656.383
2005-10-05,650.154
2005-10-06,656.012
2005-10-07,649.164
2005-10-10,645.253
2005-10-11,638.783
2005-10-12,635.843
2005-10-13,626.656
2005-10-14,637.471
2005-10-17,632.487
2005-10-18,621.935
2005-10-19,614.531
2005-10-20,614.155
2005-10-21,618.568
2005-10-24,620.478
2005-10-25,624.987
2005-10-26,624.652
2005-10-27,614.703
2005-10-28,612.555
2005-10-31,615.733
2005-11-01,616.498
2005-11-02,623.312
2005-11-03,627.359
2005-11-04,615.557
2005-11-07,619.479
