Date,ITALY IMI GROWTH IMI (Large+Mid+Small Cap)
2013-01-31,507.875
2013-02-28,474.838
2013-03-29,472.038
2013-04-30,505.275
2013-05-31,519.075
2013-06-28,471.691
2013-07-31,532.435
2013-08-30,529.889
2013-09-30,566.916
2013-10-31,615.645
2013-11-29,608.614
2013-12-31,615.512
2014-01-31,620.756
2014-02-28,663.704
2014-03-31,707.189
2014-04-30,706.459
2014-05-30,689.657
2014-06-30,654.999
2014-07-31,616.955
2014-08-29,609.387
2014-09-30,599.734
2014-10-31,558.825
2014-11-28,575.754
2014-12-31,538.147
2015-01-30,544.406
2015-02-27,605.945
2015-03-31,620.289
2015-04-30,638.171
2015-05-29,654.609
2015-06-30,645.651
2015-07-31,679.375
2015-08-31,639.321
2015-09-30,616.316
2015-10-30,645.616
2015-11-30,622.397
2015-12-31,613.538
2016-01-29,512.733
2016-02-29,479.754
2016-03-31,518.968
2016-04-29,529.329
2016-05-31,510.685
2016-06-30,439.367
2016-07-29,468.647
2016-08-31,480.92
2016-09-30,471.303
2016-10-31,481.476
2016-11-30,469.428
2016-12-30,511.618
2017-01-31,524.348
2017-02-28,530.062
2017-03-31,571.449
2017-04-28,602.61
2017-05-31,633.997
2017-06-30,626.503
2017-07-31,677.263
2017-08-31,701.264
2017-09-29,734.172
2017-10-31,743.938
2017-11-30,725.318
2017-12-29,730.725
2018-01-31,808.931
2018-02-28,753.894
2018-03-30,748.033
2018-04-30,775.253
2018-05-31,744.418
2018-06-29,732.101
2018-07-31,737.622
2018-08-31,702.023
2018-09-28,712.37
2018-10-31,617.726
2018-11-30,607.168
2018-12-31,570.331
2019-01-31,640.593
2019-02-28,652.293
2019-03-29,659.456
2019-04-30,682.34
2019-05-31,628.817
2019-06-28,695.601
2019-07-31,678.873
2019-08-30,661.382
2019-09-30,658.575
2019-10-31,690.679
2019-11-29,726.204
2019-12-31,725.368
2020-01-31,709.554
2020-02-28,657.878
2020-03-31,564.663
2020-04-30,611.094
2020-05-29,651.202
2020-06-30,673.034
2020-07-31,718.505
2020-08-31,751.943
2020-09-30,747.374
2020-10-30,715.936
2020-11-30,838.263
2020-12-31,902.467
2021-01-29,852.211
2021-02-26,888.689
2021-03-31,908.596
2021-04-30,937.054
2021-05-31,1008.655
2021-06-30,993.65
2021-07-30,1008.59
2021-08-31,1033.14
2021-09-30,999.002
2021-10-29,1052.987
2021-11-30,999.969
2021-12-31,1053.962
2022-01-31,940.115
2022-02-28,889.103
2022-03-31,888.048
2022-04-29,835.384
2022-05-31,829.967
2022-06-30,735.895
2022-07-29,802.953
2022-08-31,743.334
2022-09-30,695.489
2022-10-31,742.539
2022-11-30,828.855
2022-12-30,840.879
2023-01-31,925.397
2023-02-28,919.35
2023-03-31,937.634
2023-04-28,953.574
2023-05-31,905.311
2023-06-30,980.467
2023-07-31,991.437
2023-08-31,954.207
2023-09-29,873.263
2023-10-31,843.449
2023-11-30,959.29
2023-12-29,989.075
2024-01-31,1000.201
2024-02-29,1097.556
2024-03-29,1144.691
2024-04-30,1110.678
2024-05-31,1156.438
2024-06-28,1117.076
2024-07-31,1148.94
2024-08-30,1234.408
2024-09-30,1227.247
2024-10-31,1199.482
2024-11-29,1122.202
2024-12-31,1114.429
2025-01-31,1193.154
2025-02-28,1231.404
2025-03-31,1185.231
2025-04-30,1259.777
2025-05-30,1368.576
2025-06-30,1394.12
2025-07-31,1377.963
2025-08-29,1459.151
2025-09-30,1490.22
2025-10-31,1420.988
2025-11-28,1417.384
2025-12-31,1448.825
