Date,ACWI SMALL VALUE Small Cap
2002-09-18,319.099
2002-09-19,314.831
2002-09-20,314.664
2002-09-23,309.281
2002-09-24,305.123
2002-09-25,308.372
2002-09-26,312.784
2002-09-27,309.231
2002-09-30,307.578
2002-10-01,309.811
2002-10-02,305.215
2002-10-03,302.996
2002-10-04,297.837
2002-10-07,290.784
2002-10-08,290.855
2002-10-09,283.496
2002-10-10,288.054
2002-10-11,294.892
2002-10-14,295.017
2002-10-15,304.193
2002-10-16,300.019
2002-10-17,305.538
2002-10-18,306.008
2002-10-21,309.018
2002-10-22,305.726
2002-10-23,308.174
2002-10-24,306.619
2002-10-25,310.128
2002-10-28,309.758
2002-10-29,307.837
2002-10-30,310.121
2002-10-31,311.845
2002-11-01,315.603
2002-11-04,317.711
2002-11-05,318.667
2002-11-06,320.938
2002-11-07,318.189
2002-11-08,316.412
2002-11-11,311.327
2002-11-12,313.082
2002-11-13,312.281
2002-11-14,315.729
2002-11-15,317.231
2002-11-18,315.802
2002-11-19,313.819
2002-11-20,316.265
2002-11-21,321.725
2002-11-22,323.337
2002-11-25,325.208
2002-11-26,322.12
2002-11-27,327.043
2002-11-28,328.868
2002-11-29,328.812
2002-12-02,329.795
2002-12-03,326.553
2002-12-04,324.669
2002-12-05,323.153
2002-12-06,324.032
2002-12-09,320.128
2002-12-10,322.645
2002-12-11,323.173
2002-12-12,323.567
2002-12-13,321.506
2002-12-16,324.343
2002-12-17,323.612
2002-12-18,319.934
2002-12-19,319.674
2002-12-20,321.549
2002-12-23,322.175
2002-12-24,321.955
2002-12-25,321.981
2002-12-26,323.422
2002-12-27,321.826
2002-12-30,322.705
2002-12-31,324.315
2003-01-01,324.307
2003-01-02,328.588
2003-01-03,329.355
2003-01-06,334.153
2003-01-07,331.07
2003-01-08,327.916
2003-01-09,331.441
2003-01-10,332.367
2003-01-13,332.895
2003-01-14,334.474
2003-01-15,333.442
2003-01-16,333.039
2003-01-17,330.377
2003-01-20,330.099
2003-01-21,327.666
2003-01-22,325.194
2003-01-23,327.467
2003-01-24,323.727
2003-01-27,318.111
2003-01-28,318.999
2003-01-29,318.642
2003-01-30,315.841
2003-01-31,317.772
2003-02-03,318.667
2003-02-04,318.364
2003-02-05,317.667
2003-02-06,315.697
2003-02-07,312.722
2003-02-10,313.124
2003-02-11,311.965
2003-02-12,309.997
2003-02-13,309.916
2003-02-14,310.854
2003-02-17,311.982
2003-02-18,315.0
2003-02-19,313.791
2003-02-20,313.414
2003-02-21,315.311
2003-02-24,312.457
2003-02-25,311.236
2003-02-26,309.826
2003-02-27,311.231
2003-02-28,312.132
2003-03-03,312.976
2003-03-04,310.918
2003-03-05,310.947
2003-03-06,309.05
2003-03-07,308.042
2003-03-10,303.336
2003-03-11,300.886
2003-03-12,299.284
2003-03-13,303.6
2003-03-14,303.981
2003-03-17,308.201
2003-03-18,310.543
2003-03-19,311.314
2003-03-20,313.67
2003-03-21,317.631
2003-03-24,313.419
2003-03-25,314.949
2003-03-26,313.885
2003-03-27,314.03
2003-03-28,314.008
2003-03-31,311.905
2003-04-01,314.289
2003-04-02,318.272
2003-04-03,317.391
2003-04-04,317.987
2003-04-07,321.261
2003-04-08,320.131
2003-04-09,319.556
2003-04-10,321.367
2003-04-11,320.702
2003-04-14,323.939
2003-04-15,326.393
2003-04-16,326.524
2003-04-17,329.504
2003-04-18,329.767
2003-04-21,330.28
2003-04-22,334.236
2003-04-23,336.631
2003-04-24,335.705
2003-04-25,332.98
2003-04-28,336.465
2003-04-29,338.214
2003-04-30,341.099
2003-05-01,342.31
2003-05-02,345.829
2003-05-05,348.316
2003-05-06,351.808
2003-05-07,352.393
2003-05-08,350.732
2003-05-09,354.099
2003-05-12,357.729
2003-05-13,358.277
2003-05-14,359.471
2003-05-15,360.981
2003-05-16,361.766
2003-05-19,357.265
2003-05-20,357.602
2003-05-21,357.55
2003-05-22,359.936
2003-05-23,363.139
2003-05-26,363.985
2003-05-27,366.787
2003-05-28,367.635
2003-05-29,369.113
2003-05-30,373.014
2003-06-02,376.036
2003-06-03,375.578
2003-06-04,380.076
2003-06-05,384.757
2003-06-06,385.129
2003-06-09,381.649
2003-06-10,383.238
2003-06-11,387.562
2003-06-12,388.869
2003-06-13,386.534
2003-06-16,391.245
2003-06-17,392.174
2003-06-18,390.733
2003-06-19,387.771
2003-06-20,387.3
2003-06-23,382.611
2003-06-24,381.574
2003-06-25,383.664
2003-06-26,383.896
2003-06-27,384.184
2003-06-30,384.271
2003-07-01,386.582
2003-07-02,391.997
2003-07-03,391.772
2003-07-04,391.826
2003-07-07,396.038
2003-07-08,397.746
2003-07-09,398.434
2003-07-10,395.158
2003-07-11,396.412
2003-07-14,400.178
2003-07-15,398.261
2003-07-16,396.135
2003-07-17,390.144
2003-07-18,392.399
2003-07-21,390.455
2003-07-22,392.283
2003-07-23,394.287
2003-07-24,395.591
2003-07-25,398.15
2003-07-28,400.246
2003-07-29,400.054
2003-07-30,399.356
2003-07-31,399.26
2003-08-01,397.728
2003-08-04,396.681
2003-08-05,393.572
2003-08-06,392.004
2003-08-07,393.541
2003-08-08,393.845
2003-08-11,395.794
2003-08-12,399.005
2003-08-13,400.371
2003-08-14,402.651
2003-08-15,403.565
2003-08-18,407.17
2003-08-19,410.024
2003-08-20,411.842
2003-08-21,414.423
2003-08-22,410.927
2003-08-25,410.247
2003-08-26,410.403
2003-08-27,411.905
2003-08-28,413.703
2003-08-29,416.84
2003-09-01,418.612
2003-09-02,422.072
2003-09-03,424.865
2003-09-04,425.005
2003-09-05,424.381
2003-09-08,427.901
2003-09-09,427.059
2003-09-10,421.376
2003-09-11,423.051
2003-09-12,425.496
2003-09-15,425.35
2003-09-16,428.728
2003-09-17,429.476
2003-09-18,432.68
2003-09-19,435.161
2003-09-22,432.867
2003-09-23,434.725
2003-09-24,430.937
2003-09-25,426.481
2003-09-26,422.712
2003-09-29,426.105
2003-09-30,424.866
2003-10-01,431.853
2003-10-02,435.083
2003-10-03,439.804
2003-10-06,442.496
2003-10-07,444.67
2003-10-08,444.089
2003-10-09,447.045
2003-10-10,448.524
2003-10-13,451.259
2003-10-14,452.83
2003-10-15,452.38
2003-10-16,454.496
2003-10-17,451.199
2003-10-20,451.97
2003-10-21,453.732
2003-10-22,448.579
2003-10-23,443.674
2003-10-24,443.669
2003-10-27,447.708
2003-10-28,451.373
2003-10-29,454.678
2003-10-30,455.613
2003-10-31,454.45
2003-11-03,457.3
2003-11-04,459.615
2003-11-05,459.547
2003-11-06,459.85
2003-11-07,461.926
2003-11-10,459.355
2003-11-11,455.432
2003-11-12,460.871
2003-11-13,463.296
2003-11-14,461.233
2003-11-17,454.904
2003-11-18,454.102
2003-11-19,453.908
2003-11-20,452.517
2003-11-21,454.135
2003-11-24,458.197
2003-11-25,461.752
2003-11-26,465.713
2003-11-27,465.944
2003-11-28,466.974
2003-12-01,472.384
2003-12-02,473.841
2003-12-03,473.143
2003-12-04,472.96
2003-12-05,472.012
2003-12-08,474.391
2003-12-09,472.446
2003-12-10,469.386
2003-12-11,473.08
2003-12-12,476.487
2003-12-15,474.639
2003-12-16,474.759
2003-12-17,475.183
2003-12-18,478.731
2003-12-19,479.002
2003-12-22,481.294
2003-12-23,483.738
2003-12-24,484.272
2003-12-25,484.39
2003-12-26,485.673
2003-12-29,490.445
2003-12-30,493.23
2003-12-31,491.772
2004-01-01,491.798
2004-01-02,494.052
2004-01-05,500.18
2004-01-06,500.915
2004-01-07,501.563
2004-01-08,504.968
2004-01-09,505.668
2004-01-12,507.379
2004-01-13,507.491
2004-01-14,509.543
2004-01-15,508.427
2004-01-16,508.837
2004-01-19,509.123
2004-01-20,514.241
2004-01-21,516.226
2004-01-22,516.445
2004-01-23,517.481
2004-01-26,518.117
2004-01-27,517.795
2004-01-28,512.999
2004-01-29,507.418
2004-01-30,509.593
2004-02-02,510.614
2004-02-03,511.261
2004-02-04,504.349
2004-02-05,507.21
2004-02-06,514.71
2004-02-09,516.794
2004-02-10,519.974
2004-02-11,522.752
2004-02-12,524.52
2004-02-13,523.262
2004-02-16,524.136
2004-02-17,528.902
2004-02-18,528.198
2004-02-19,524.19
2004-02-20,520.373
2004-02-23,518.519
2004-02-24,519.103
2004-02-25,520.094
2004-02-26,520.634
2004-02-27,524.19
2004-03-01,531.097
2004-03-02,529.043
2004-03-03,526.582
2004-03-04,529.756
2004-03-05,533.833
2004-03-08,531.254
2004-03-09,529.531
2004-03-10,521.263
2004-03-11,515.33
2004-03-12,519.36
2004-03-15,513.782
2004-03-16,516.408
2004-03-17,522.896
2004-03-18,524.45
2004-03-19,523.259
2004-03-22,516.719
2004-03-23,516.908
2004-03-24,515.124
2004-03-25,520.838
2004-03-26,522.005
2004-03-29,528.363
2004-03-30,531.664
2004-03-31,536.28
2004-04-01,541.111
2004-04-02,541.701
2004-04-05,540.245
2004-04-06,538.088
2004-04-07,540.744
2004-04-08,538.405
2004-04-09,537.464
2004-04-12,537.589
2004-04-13,531.175
2004-04-14,524.764
2004-04-15,523.819
2004-04-16,528.503
2004-04-19,528.391
2004-04-20,524.399
2004-04-21,524.115
2004-04-22,528.271
2004-04-23,528.236
2004-04-26,528.86
2004-04-27,528.893
2004-04-28,521.627
2004-04-29,515.478
2004-04-30,511.388
2004-05-03,513.09
2004-05-04,517.148
2004-05-05,518.035
2004-05-06,511.657
2004-05-07,500.048
2004-05-10,484.901
2004-05-11,489.229
2004-05-12,492.355
2004-05-13,489.708
2004-05-14,488.226
2004-05-17,481.346
2004-05-18,486.03
2004-05-19,492.088
2004-05-20,491.075
2004-05-21,496.161
2004-05-24,499.18
2004-05-25,505.424
2004-05-26,509.279
2004-05-27,512.995
2004-05-28,515.042
2004-05-31,515.045
2004-06-01,515.979
2004-06-02,517.126
2004-06-03,511.127
2004-06-04,514.269
2004-06-07,522.719
2004-06-08,522.797
2004-06-09,518.791
2004-06-10,520.122
2004-06-11,518.415
2004-06-14,512.457
2004-06-15,516.721
2004-06-16,518.73
2004-06-17,520.635
2004-06-18,521.833
2004-06-21,522.96
2004-06-22,523.321
2004-06-23,526.718
2004-06-24,528.822
2004-06-25,530.947
2004-06-28,532.361
2004-06-29,532.033
2004-06-30,535.668
2004-07-01,533.249
2004-07-02,534.388
2004-07-05,532.438
2004-07-06,528.479
2004-07-07,530.533
2004-07-08,526.203
2004-07-09,528.249
2004-07-12,529.291
2004-07-13,528.138
2004-07-14,526.449
2004-07-15,526.581
2004-07-16,527.949
2004-07-19,528.34
2004-07-20,529.015
2004-07-21,522.336
2004-07-22,519.067
2004-07-23,514.337
2004-07-26,511.112
2004-07-27,511.937
2004-07-28,512.356
2004-07-29,515.738
2004-07-30,517.873
2004-08-02,519.558
2004-08-03,517.561
2004-08-04,515.358
2004-08-05,511.128
2004-08-06,508.052
2004-08-09,505.823
2004-08-10,511.369
2004-08-11,508.923
2004-08-12,505.217
2004-08-13,505.809
2004-08-16,510.274
2004-08-17,511.815
2004-08-18,516.063
2004-08-19,516.821
2004-08-20,520.919
2004-08-23,519.286
2004-08-24,519.661
2004-08-25,521.693
2004-08-26,522.636
2004-08-27,524.552
2004-08-30,522.049
2004-08-31,524.726
2004-09-01,527.977
2004-09-02,531.497
2004-09-03,528.711
2004-09-06,530.618
2004-09-07,534.089
2004-09-08,533.063
2004-09-09,534.306
2004-09-10,537.264
2004-09-13,538.167
2004-09-14,537.97
2004-09-15,534.451
2004-09-16,538.267
2004-09-17,537.951
2004-09-20,536.573
2004-09-21,540.42
2004-09-22,536.049
2004-09-23,535.491
2004-09-24,535.275
2004-09-27,532.67
2004-09-28,535.596
2004-09-29,538.225
2004-09-30,542.37
2004-10-01,548.817
2004-10-04,550.783
2004-10-05,551.21
2004-10-06,553.747
2004-10-07,549.986
2004-10-08,550.541
2004-10-11,550.703
2004-10-12,548.021
2004-10-13,543.14
2004-10-14,541.204
2004-10-15,544.546
2004-10-18,544.671
2004-10-19,543.822
2004-10-20,543.814
2004-10-21,547.416
2004-10-22,545.189
2004-10-25,546.492
2004-10-26,550.157
2004-10-27,554.766
2004-10-28,554.916
2004-10-29,554.991
2004-11-01,556.878
2004-11-02,557.471
2004-11-03,564.799
2004-11-04,570.385
2004-11-05,572.704
2004-11-08,572.047
2004-11-09,573.452
2004-11-10,574.671
2004-11-11,577.802
2004-11-12,583.968
2004-11-15,585.588
2004-11-16,583.328
2004-11-17,587.274
2004-11-18,586.475
2004-11-19,584.731
2004-11-22,586.221
2004-11-23,589.319
2004-11-24,594.184
2004-11-25,596.286
2004-11-26,596.836
2004-11-29,598.702
2004-11-30,598.842
2004-12-01,604.07
2004-12-02,603.643
2004-12-03,606.364
2004-12-06,605.605
2004-12-07,600.02
2004-12-08,597.235
2004-12-09,595.649
2004-12-10,596.223
2004-12-13,600.928
2004-12-14,603.342
2004-12-15,610.039
2004-12-16,606.957
2004-12-17,607.313
2004-12-20,609.256
2004-12-21,612.433
2004-12-22,614.598
2004-12-23,616.321
2004-12-24,617.953
2004-12-27,617.387
2004-12-28,621.171
2004-12-29,621.137
2004-12-30,624.412
2004-12-31,625.101
2005-01-03,618.817
2005-01-04,611.358
2005-01-05,604.289
2005-01-06,603.85
2005-01-07,602.118
2005-01-10,604.721
2005-01-11,603.727
2005-01-12,606.823
2005-01-13,606.136
2005-01-14,608.762
2005-01-17,610.377
2005-01-18,612.612
2005-01-19,611.661
2005-01-20,607.295
2005-01-21,607.655
2005-01-24,606.429
2005-01-25,604.971
2005-01-26,611.732
2005-01-27,612.129
2005-01-28,610.712
2005-01-31,617.771
2005-02-01,620.188
2005-02-02,624.274
2005-02-03,622.727
2005-02-04,628.663
2005-02-07,627.945
2005-02-08,627.545
2005-02-09,624.103
2005-02-10,626.609
2005-02-11,630.587
2005-02-14,633.724
2005-02-15,634.427
2005-02-16,634.672
2005-02-17,633.797
2005-02-18,633.642
2005-02-21,633.533
2005-02-22,628.23
2005-02-23,627.075
2005-02-24,630.711
2005-02-25,638.115
2005-02-28,640.285
2005-03-01,643.118
2005-03-02,641.348
2005-03-03,642.338
2005-03-04,650.005
2005-03-07,650.476
2005-03-08,650.007
2005-03-09,646.701
2005-03-10,644.926
2005-03-11,646.573
2005-03-14,646.336
2005-03-15,644.242
2005-03-16,642.446
2005-03-17,642.015
2005-03-18,640.19
2005-03-21,637.077
2005-03-22,635.064
2005-03-23,626.105
2005-03-24,626.444
2005-03-25,626.831
2005-03-28,624.947
2005-03-29,618.828
2005-03-30,623.016
2005-03-31,627.876
2005-04-01,628.063
2005-04-04,624.869
2005-04-05,626.302
2005-04-06,628.415
2005-04-07,631.524
2005-04-08,628.229
2005-04-11,627.841
2005-04-12,628.595
2005-04-13,625.998
2005-04-14,616.599
2005-04-15,609.002
2005-04-18,604.766
2005-04-19,613.207
2005-04-20,609.708
2005-04-21,613.791
2005-04-22,614.094
2005-04-25,617.438
2005-04-26,613.159
2005-04-27,611.134
2005-04-28,604.942
2005-04-29,608.61
2005-05-02,610.366
2005-05-03,609.611
2005-05-04,616.208
2005-05-05,617.261
2005-05-06,618.085
2005-05-09,620.228
2005-05-10,617.064
2005-05-11,616.648
2005-05-12,610.402
2005-05-13,605.739
2005-05-16,608.12
2005-05-17,609.474
2005-05-18,616.403
2005-05-19,619.78
2005-05-20,618.393
2005-05-23,622.186
2005-05-24,621.797
2005-05-25,618.284
2005-05-26,621.481
2005-05-27,624.306
2005-05-30,625.43
2005-05-31,626.087
2005-06-01,629.816
2005-06-02,631.446
2005-06-03,631.272
2005-06-06,633.416
2005-06-07,635.057
2005-06-08,636.041
2005-06-09,634.56
2005-06-10,635.537
2005-06-13,636.098
2005-06-14,638.964
2005-06-15,642.047
2005-06-16,645.99
2005-06-17,649.751
2005-06-20,647.388
2005-06-21,647.255
2005-06-22,648.658
2005-06-23,644.896
2005-06-24,641.237
2005-06-27,639.828
2005-06-28,645.017
2005-06-29,645.572
2005-06-30,644.771
2005-07-01,645.86
2005-07-04,645.468
2005-07-05,648.101
2005-07-06,647.56
2005-07-07,645.321
2005-07-08,652.29
2005-07-11,660.281
2005-07-12,663.344
2005-07-13,660.693
2005-07-14,659.367
2005-07-15,658.265
2005-07-18,657.337
2005-07-19,660.25
2005-07-20,664.228
2005-07-21,664.578
2005-07-22,668.961
2005-07-25,666.032
2005-07-26,666.394
2005-07-27,668.741
2005-07-28,673.491
2005-07-29,674.365
2005-08-01,676.784
2005-08-02,681.37
2005-08-03,682.258
2005-08-04,677.237
2005-08-05,669.199
2005-08-08,667.272
2005-08-09,669.385
2005-08-10,673.692
2005-08-11,678.119
2005-08-12,676.291
2005-08-15,677.646
2005-08-16,673.883
2005-08-17,672.055
2005-08-18,666.555
2005-08-19,667.309
2005-08-22,673.446
2005-08-23,672.298
2005-08-24,671.493
2005-08-25,673.206
2005-08-26,670.156
2005-08-29,669.381
2005-08-30,668.002
2005-08-31,677.059
2005-09-01,684.206
2005-09-02,684.426
2005-09-05,685.363
2005-09-06,689.692
2005-09-07,690.677
2005-09-08,687.715
2005-09-09,693.073
2005-09-12,693.352
2005-09-13,689.028
2005-09-14,688.57
2005-09-15,687.443
2005-09-16,689.973
2005-09-19,687.183
2005-09-20,685.804
2005-09-21,680.659
2005-09-22,678.421
2005-09-23,678.476
2005-09-26,682.679
2005-09-27,680.749
2005-09-28,681.667
2005-09-29,688.239
2005-09-30,691.394
2005-10-03,690.773
2005-10-04,688.342
2005-10-05,676.983
2005-10-06,671.063
2005-10-07,671.658
2005-10-10,667.68
2005-10-11,665.704
2005-10-12,661.388
2005-10-13,655.505
2005-10-14,661.909
2005-10-17,661.034
2005-10-18,654.266
2005-10-19,654.953
2005-10-20,651.728
2005-10-21,653.338
2005-10-24,661.336
2005-10-25,663.234
2005-10-26,661.993
2005-10-27,655.844
2005-10-28,660.256
2005-10-31,669.243
2005-11-01,669.4
2005-11-02,677.115
2005-11-03,678.103
2005-11-04,675.037
2005-11-07,677.238
2005-11-08,674.565
2005-11-09,676.1
