Date,ACWI SMALL VALUE Small Cap
2010-05-31,821.948
2010-06-30,788.398
2010-07-30,851.074
2010-08-31,816.368
2010-09-30,904.077
2010-10-29,937.715
2010-11-30,928.288
2010-12-31,1013.943
2011-01-31,1021.951
2011-02-28,1050.027
2011-03-31,1060.786
2011-04-29,1098.198
2011-05-31,1074.056
2011-06-30,1051.47
2011-07-29,1030.929
2011-08-31,942.073
2011-09-30,834.912
2011-10-31,927.831
2011-11-30,898.859
2011-12-30,899.155
2012-01-31,970.018
2012-02-29,1019.554
2012-03-30,1026.814
2012-04-30,1015.802
2012-05-31,926.794
2012-06-29,963.546
2012-07-31,961.339
2012-08-31,988.818
2012-09-28,1027.604
2012-10-31,1026.746
2012-11-30,1038.135
2012-12-31,1081.97
2013-01-31,1147.253
2013-02-28,1161.254
2013-03-29,1193.908
2013-04-30,1214.946
2013-05-31,1217.369
2013-06-28,1181.122
2013-07-31,1246.931
2013-08-30,1213.415
2013-09-30,1291.623
2013-10-31,1341.03
2013-11-29,1352.999
2013-12-31,1379.82
2014-01-31,1350.654
2014-02-28,1416.74
2014-03-31,1430.946
2014-04-30,1423.481
2014-05-30,1443.656
2014-06-30,1489.887
2014-07-31,1443.525
2014-08-29,1482.926
2014-09-30,1397.053
2014-10-31,1419.908
2014-11-28,1419.297
2014-12-31,1422.857
2015-01-30,1400.839
2015-02-27,1472.007
2015-03-31,1470.164
2015-04-30,1498.995
2015-05-29,1509.061
2015-06-30,1480.374
2015-07-31,1452.527
2015-08-31,1375.227
2015-09-30,1331.999
2015-10-30,1411.641
2015-11-30,1414.008
2015-12-31,1378.546
2016-01-29,1281.203
2016-02-29,1294.498
2016-03-31,1412.383
2016-04-29,1450.144
2016-05-31,1452.22
2016-06-30,1433.688
2016-07-29,1513.111
2016-08-31,1523.282
2016-09-30,1543.23
2016-10-31,1506.497
2016-11-30,1569.432
2016-12-30,1617.688
2017-01-31,1656.85
2017-02-28,1698.069
2017-03-31,1702.203
2017-04-28,1726.16
2017-05-31,1721.372
2017-06-30,1752.778
2017-07-31,1797.765
2017-08-31,1793.548
2017-09-29,1859.259
2017-10-31,1874.595
2017-11-30,1912.91
2017-12-29,1947.435
2018-01-31,2004.41
2018-02-28,1911.698
2018-03-30,1907.704
2018-04-30,1935.391
2018-05-31,1958.591
2018-06-29,1936.228
2018-07-31,1966.465
2018-08-31,1976.402
2018-09-28,1946.884
2018-10-31,1777.419
2018-11-30,1795.124
2018-12-31,1643.939
2019-01-31,1804.91
2019-02-28,1850.728
2019-03-29,1833.544
2019-04-30,1880.234
2019-05-31,1753.72
2019-06-28,1842.963
2019-07-31,1838.165
2019-08-30,1765.701
2019-09-30,1832.749
2019-10-31,1888.442
2019-11-29,1923.827
2019-12-31,2004.811
2020-01-31,1924.492
2020-02-28,1733.276
2020-03-31,1311.071
2020-04-30,1471.178
2020-05-29,1528.78
2020-06-30,1572.66
2020-07-31,1613.714
2020-08-31,1708.45
2020-09-30,1657.522
2020-10-30,1668.381
2020-11-30,1957.726
2020-12-31,2097.469
2021-01-29,2124.193
2021-02-26,2268.765
2021-03-31,2361.075
2021-04-30,2455.935
2021-05-31,2514.652
2021-06-30,2489.899
2021-07-30,2467.427
2021-08-31,2519.176
2021-09-30,2459.15
2021-10-29,2531.35
2021-11-30,2422.651
2021-12-31,2544.868
2022-01-31,2453.332
2022-02-28,2463.455
2022-03-31,2498.699
2022-04-29,2351.316
2022-05-31,2377.114
2022-06-30,2136.324
2022-07-29,2292.329
2022-08-31,2237.153
2022-09-30,2009.577
2022-10-31,2173.049
2022-11-30,2323.846
2022-12-30,2259.856
2023-01-31,2450.224
2023-02-28,2397.548
2023-03-31,2304.934
2023-04-28,2305.805
2023-05-31,2235.677
2023-06-30,2373.489
2023-07-31,2515.828
2023-08-31,2427.53
2023-09-29,2332.194
2023-10-31,2212.572
2023-11-30,2404.277
2023-12-29,2626.398
2024-01-31,2563.885
2024-02-29,2599.818
2024-03-29,2712.973
2024-04-30,2617.137
2024-05-31,2713.635
2024-06-28,2665.181
2024-07-31,2859.628
2024-08-30,2877.238
2024-09-30,2937.817
2024-10-31,2851.121
2024-11-29,2984.459
2024-12-31,2826.942
2025-01-31,2894.43
2025-02-28,2839.246
2025-03-31,2777.675
2025-04-30,2772.006
2025-05-30,2920.693
2025-06-30,3048.395
2025-07-31,3076.744
2025-08-29,3259.695
2025-09-30,3302.014
2025-10-31,3288.321
