Date,IRELAND Standard (Large+Mid Cap)
2005-11-04,537.664
2005-11-07,542.709
2005-11-08,541.251
2005-11-09,540.846
2005-11-10,543.809
2005-11-11,544.418
2005-11-14,545.48
2005-11-15,544.702
2005-11-16,541.619
2005-11-17,543.38
2005-11-18,546.963
2005-11-21,549.663
2005-11-22,552.145
2005-11-23,558.591
2005-11-24,554.719
2005-11-25,553.383
2005-11-28,556.467
2005-11-29,553.046
2005-11-30,554.551
2005-12-01,557.659
2005-12-02,560.924
2005-12-05,567.099
2005-12-06,571.614
2005-12-07,568.215
2005-12-08,578.035
2005-12-09,582.273
2005-12-12,589.167
2005-12-13,585.101
2005-12-14,588.474
2005-12-15,586.645
2005-12-16,597.577
2005-12-19,593.451
2005-12-20,583.207
2005-12-21,583.685
2005-12-22,583.263
2005-12-23,591.214
2005-12-26,591.214
2005-12-27,590.915
2005-12-28,596.492
2005-12-29,594.854
2005-12-30,591.634
2006-01-02,591.634
2006-01-03,608.979
2006-01-04,619.287
2006-01-05,617.765
2006-01-06,622.624
2006-01-09,620.602
2006-01-10,612.211
2006-01-11,620.563
2006-01-12,621.851
2006-01-13,622.583
2006-01-16,627.183
2006-01-17,624.51
2006-01-18,620.688
2006-01-19,618.904
2006-01-20,613.948
2006-01-23,622.502
2006-01-24,624.936
2006-01-25,625.149
2006-01-26,627.857
2006-01-27,631.372
2006-01-30,626.887
2006-01-31,630.202
2006-02-01,632.166
2006-02-02,631.716
2006-02-03,631.998
2006-02-06,630.326
2006-02-07,623.016
2006-02-08,617.507
2006-02-09,623.852
2006-02-10,621.03
2006-02-13,622.705
2006-02-14,622.719
2006-02-15,628.47
2006-02-16,632.997
2006-02-17,638.076
2006-02-20,643.304
2006-02-21,641.399
2006-02-22,646.457
2006-02-23,653.201
2006-02-24,650.329
2006-02-27,651.033
2006-02-28,649.665
2006-03-01,650.818
2006-03-02,650.615
2006-03-03,645.471
2006-03-06,650.436
2006-03-07,641.242
2006-03-08,639.276
2006-03-09,648.813
2006-03-10,649.197
2006-03-13,658.296
2006-03-14,659.716
2006-03-15,666.563
2006-03-16,670.185
2006-03-17,678.653
2006-03-20,681.367
2006-03-21,675.327
2006-03-22,670.083
2006-03-23,667.471
2006-03-24,675.28
2006-03-27,672.832
2006-03-28,669.248
2006-03-29,661.8
2006-03-30,680.056
2006-03-31,681.662
2006-04-03,684.236
2006-04-04,686.815
2006-04-05,687.397
2006-04-06,684.966
2006-04-07,670.8
2006-04-10,672.071
2006-04-11,664.232
2006-04-12,661.273
2006-04-13,662.793
2006-04-14,662.793
2006-04-17,673.32
2006-04-18,669.357
2006-04-19,674.447
2006-04-20,673.902
2006-04-21,683.601
2006-04-24,677.855
2006-04-25,686.503
2006-04-26,694.116
2006-04-27,697.463
2006-04-28,704.059
2006-05-01,705.288
2006-05-02,705.26
2006-05-03,699.849
2006-05-04,701.767
2006-05-05,709.724
2006-05-08,710.867
2006-05-09,714.245
2006-05-10,713.794
2006-05-11,707.86
2006-05-12,700.735
2006-05-15,690.401
2006-05-16,705.021
2006-05-17,687.355
2006-05-18,683.251
2006-05-19,676.766
2006-05-22,666.534
2006-05-23,683.398
2006-05-24,674.648
2006-05-25,682.312
2006-05-26,691.022
2006-05-29,694.558
2006-05-30,694.287
2006-05-31,692.246
2006-06-01,695.577
2006-06-02,704.82
2006-06-05,705.42
2006-06-06,660.681
2006-06-07,658.697
2006-06-08,640.965
2006-06-09,652.034
2006-06-12,637.753
2006-06-13,614.148
2006-06-14,624.463
2006-06-15,654.944
2006-06-16,656.037
2006-06-19,663.643
2006-06-20,658.109
2006-06-21,660.848
2006-06-22,655.246
2006-06-23,650.372
2006-06-26,657.869
2006-06-27,661.147
2006-06-28,656.258
2006-06-29,659.564
2006-06-30,682.648
2006-07-03,689.886
2006-07-04,689.451
2006-07-05,681.26
2006-07-06,687.22
2006-07-07,692.632
2006-07-10,694.026
2006-07-11,684.945
2006-07-12,683.0
2006-07-13,673.137
2006-07-14,651.921
2006-07-17,637.1
2006-07-18,634.911
2006-07-19,659.335
2006-07-20,670.684
2006-07-21,662.468
2006-07-24,666.58
2006-07-25,660.458
2006-07-26,660.246
2006-07-27,674.318
2006-07-28,679.212
2006-07-31,678.711
2006-08-01,681.616
2006-08-02,698.955
2006-08-03,692.873
2006-08-04,710.824
2006-08-07,697.928
2006-08-08,702.052
2006-08-09,712.727
2006-08-10,698.56
2006-08-11,693.058
2006-08-14,697.158
2006-08-15,705.631
2006-08-16,713.718
2006-08-17,716.597
2006-08-18,711.245
2006-08-21,718.618
2006-08-22,714.838
2006-08-23,710.372
2006-08-24,712.07
2006-08-25,715.012
2006-08-28,720.976
2006-08-29,726.776
2006-08-30,732.137
2006-08-31,735.464
2006-09-01,738.548
2006-09-04,746.963
2006-09-05,744.42
2006-09-06,739.939
2006-09-07,728.888
2006-09-08,719.692
2006-09-11,717.168
2006-09-12,721.092
2006-09-13,724.775
2006-09-14,731.447
2006-09-15,729.054
2006-09-18,733.821
2006-09-19,733.294
2006-09-20,743.57
2006-09-21,743.487
2006-09-22,743.164
2006-09-25,739.664
2006-09-26,739.245
2006-09-27,741.594
2006-09-28,742.683
2006-09-29,742.74
2006-10-02,746.095
2006-10-03,740.514
2006-10-04,745.185
2006-10-05,747.803
2006-10-06,738.538
2006-10-09,746.822
2006-10-10,746.997
2006-10-11,743.438
2006-10-12,749.701
2006-10-13,746.817
2006-10-16,754.38
2006-10-17,752.908
2006-10-18,753.631
2006-10-19,758.607
2006-10-20,755.209
2006-10-23,749.894
2006-10-24,753.539
2006-10-25,756.344
2006-10-26,763.671
2006-10-27,767.523
2006-10-30,763.79
2006-10-31,774.42
2006-11-01,774.111
2006-11-02,765.486
2006-11-03,758.729
2006-11-06,767.238
2006-11-07,781.45
2006-11-08,776.038
2006-11-09,778.957
2006-11-10,782.863
2006-11-13,776.43
2006-11-14,774.897
2006-11-15,782.265
2006-11-16,788.029
2006-11-17,792.257
2006-11-20,791.302
2006-11-21,802.545
2006-11-22,812.96
2006-11-23,810.067
2006-11-24,816.367
2006-11-27,804.544
2006-11-28,793.632
2006-11-29,803.856
2006-11-30,806.9
2006-12-01,802.971
2006-12-04,810.249
2006-12-05,815.38
2006-12-06,831.211
2006-12-07,830.756
2006-12-08,829.225
2006-12-11,827.364
2006-12-12,831.41
2006-12-13,829.432
2006-12-14,839.272
2006-12-15,849.341
2006-12-18,847.562
2006-12-19,854.207
2006-12-20,864.428
2006-12-21,865.535
2006-12-22,862.604
2006-12-25,862.604
2006-12-26,861.26
2006-12-27,865.444
2006-12-28,873.087
2006-12-29,873.03
2007-01-01,873.03
2007-01-02,893.087
2007-01-03,874.729
2007-01-04,862.939
2007-01-05,859.102
2007-01-08,849.67
2007-01-09,851.146
2007-01-10,840.283
2007-01-11,834.716
2007-01-12,839.296
2007-01-15,845.411
2007-01-16,833.907
2007-01-17,832.722
2007-01-18,831.481
2007-01-19,842.72
2007-01-22,840.446
2007-01-23,841.744
2007-01-24,850.076
2007-01-25,842.806
2007-01-26,831.965
2007-01-29,835.343
2007-01-30,834.084
2007-01-31,830.929
2007-02-01,844.721
2007-02-02,856.793
2007-02-05,857.133
2007-02-06,863.078
2007-02-07,866.664
2007-02-08,870.005
2007-02-09,879.407
2007-02-12,872.83
2007-02-13,878.009
2007-02-14,899.945
2007-02-15,910.499
2007-02-16,908.113
2007-02-19,914.14
2007-02-20,917.988
2007-02-21,914.174
2007-02-22,907.452
2007-02-23,907.795
2007-02-26,906.418
2007-02-27,877.654
2007-02-28,860.402
2007-03-01,844.139
2007-03-02,845.083
2007-03-05,825.622
2007-03-06,835.82
2007-03-07,850.923
2007-03-08,868.913
2007-03-09,869.326
2007-03-12,872.478
2007-03-13,863.869
2007-03-14,831.744
2007-03-15,842.211
2007-03-16,852.035
2007-03-19,861.919
2007-03-20,861.804
2007-03-21,866.902
2007-03-22,886.975
2007-03-23,878.218
2007-03-26,875.129
2007-03-27,866.632
2007-03-28,857.083
2007-03-29,870.1
2007-03-30,866.247
2007-04-02,865.241
2007-04-03,871.706
2007-04-04,868.563
2007-04-05,877.197
2007-04-06,877.197
2007-04-09,872.627
2007-04-10,891.578
2007-04-11,893.151
2007-04-12,896.766
2007-04-13,903.136
2007-04-16,914.751
2007-04-17,914.123
2007-04-18,907.258
2007-04-19,905.892
2007-04-20,915.322
2007-04-23,911.458
2007-04-24,903.237
2007-04-25,903.725
2007-04-26,905.639
2007-04-27,892.718
2007-04-30,893.163
2007-05-01,893.133
2007-05-02,913.899
2007-05-03,931.817
2007-05-04,934.756
2007-05-07,937.095
2007-05-08,915.593
2007-05-09,905.652
2007-05-10,898.605
2007-05-11,906.854
2007-05-14,907.072
2007-05-15,915.08
2007-05-16,911.364
2007-05-17,907.63
2007-05-18,916.825
2007-05-21,927.342
2007-05-22,935.819
2007-05-23,947.658
2007-05-24,940.669
2007-05-25,943.047
2007-05-28,944.353
2007-05-29,943.676
2007-05-30,932.474
2007-05-31,934.756
2007-06-01,942.726
2007-06-04,947.257
2007-06-05,923.056
2007-06-06,901.298
2007-06-07,896.35
2007-06-08,887.14
2007-06-11,898.729
2007-06-12,891.499
2007-06-13,886.355
2007-06-14,905.278
2007-06-15,923.629
2007-06-18,924.048
2007-06-19,922.572
2007-06-20,930.617
2007-06-21,912.266
2007-06-22,905.204
2007-06-25,904.145
2007-06-26,902.907
2007-06-27,887.914
2007-06-28,896.239
2007-06-29,898.641
2007-07-02,911.996
2007-07-03,914.254
2007-07-04,921.049
2007-07-05,911.567
2007-07-06,923.752
2007-07-09,922.065
2007-07-10,913.859
2007-07-11,905.8
2007-07-12,903.492
2007-07-13,900.294
2007-07-16,905.27
2007-07-17,902.46
2007-07-18,899.952
2007-07-19,904.35
2007-07-20,889.185
2007-07-23,886.426
2007-07-24,866.563
2007-07-25,845.99
2007-07-26,820.728
2007-07-27,807.167
2007-07-30,799.319
2007-07-31,826.868
2007-08-01,819.337
2007-08-02,838.838
2007-08-03,833.068
2007-08-06,823.342
2007-08-07,838.795
2007-08-08,872.712
2007-08-09,845.324
2007-08-10,808.379
2007-08-13,820.982
2007-08-14,807.071
2007-08-15,797.693
2007-08-16,762.319
2007-08-17,773.786
2007-08-20,773.981
2007-08-21,780.023
2007-08-22,792.903
2007-08-23,800.904
2007-08-24,802.136
2007-08-27,810.04
2007-08-28,787.4
2007-08-29,797.692
2007-08-30,801.522
2007-08-31,810.287
2007-09-03,811.427
2007-09-04,816.709
2007-09-05,801.773
2007-09-06,800.526
2007-09-07,791.704
2007-09-10,779.492
2007-09-11,794.317
2007-09-12,789.946
2007-09-13,789.964
2007-09-14,761.96
2007-09-17,732.346
2007-09-18,740.032
2007-09-19,780.847
2007-09-20,772.678
2007-09-21,779.972
2007-09-24,770.953
2007-09-25,755.255
2007-09-26,755.395
2007-09-27,776.528
2007-09-28,789.098
2007-10-01,804.622
2007-10-02,824.267
2007-10-03,836.281
2007-10-04,838.123
2007-10-05,847.949
2007-10-08,839.316
2007-10-09,833.889
2007-10-10,828.769
2007-10-11,816.82
2007-10-12,795.68
2007-10-15,790.667
2007-10-16,781.015
2007-10-17,790.455
2007-10-18,786.189
2007-10-19,778.103
2007-10-22,758.073
2007-10-23,773.622
2007-10-24,771.37
2007-10-25,785.0
2007-10-26,798.341
2007-10-29,801.919
2007-10-30,796.225
2007-10-31,807.841
2007-11-01,786.933
2007-11-02,773.393
2007-11-05,757.96
2007-11-06,753.456
2007-11-07,737.932
2007-11-08,726.271
2007-11-09,734.616
2007-11-12,733.558
2007-11-13,737.937
2007-11-14,723.578
2007-11-15,719.899
2007-11-16,720.155
2007-11-19,699.553
2007-11-20,693.722
2007-11-21,672.627
2007-11-22,665.376
2007-11-23,693.903
2007-11-26,691.972
2007-11-27,699.137
2007-11-28,718.941
2007-11-29,722.885
2007-11-30,740.21
2007-12-03,721.391
2007-12-04,711.35
2007-12-05,716.395
2007-12-06,736.421
2007-12-07,747.411
2007-12-10,764.862
2007-12-11,757.419
2007-12-12,754.789
2007-12-13,718.257
2007-12-14,718.495
2007-12-17,692.853
2007-12-18,684.268
2007-12-19,680.354
2007-12-20,673.401
2007-12-21,689.194
2007-12-24,698.107
2007-12-25,698.107
2007-12-26,702.905
2007-12-27,696.698
2007-12-28,706.642
2007-12-31,701.578
2008-01-01,701.578
2008-01-02,710.719
2008-01-03,717.378
2008-01-04,720.46
2008-01-07,704.265
2008-01-08,708.579
2008-01-09,686.508
2008-01-10,678.122
2008-01-11,685.585
2008-01-14,700.041
2008-01-15,668.683
2008-01-16,663.466
2008-01-17,664.766
2008-01-18,667.449
2008-01-21,632.289
2008-01-22,662.915
2008-01-23,658.901
2008-01-24,704.21
2008-01-25,699.332
2008-01-28,692.442
2008-01-29,699.165
2008-01-30,704.347
2008-01-31,692.24
2008-02-01,715.703
2008-02-04,722.053
2008-02-05,679.681
2008-02-06,674.559
2008-02-07,654.015
2008-02-08,663.984
2008-02-11,655.983
2008-02-12,677.098
2008-02-13,671.063
2008-02-14,666.066
2008-02-15,663.345
2008-02-18,669.316
2008-02-19,676.081
2008-02-20,672.457
2008-02-21,674.044
2008-02-22,665.09
2008-02-25,681.694
2008-02-26,705.548
2008-02-27,713.158
2008-02-28,696.944
2008-02-29,683.74
2008-03-03,668.604
2008-03-04,659.432
2008-03-05,681.063
2008-03-06,663.118
2008-03-07,659.435
2008-03-10,653.236
2008-03-11,660.043
2008-03-12,680.668
2008-03-13,662.607
2008-03-14,655.543
2008-03-17,631.978
2008-03-18,658.863
2008-03-19,648.334
2008-03-20,681.539
2008-03-21,681.539
2008-03-24,680.566
2008-03-25,704.088
2008-03-26,696.989
2008-03-27,701.586
2008-03-28,688.149
2008-03-31,694.684
2008-04-01,709.679
2008-04-02,730.009
2008-04-03,704.161
2008-04-04,713.74
2008-04-07,717.897
2008-04-08,710.867
2008-04-09,701.702
2008-04-10,698.662
2008-04-11,685.286
2008-04-14,672.794
2008-04-15,665.367
2008-04-16,693.556
2008-04-17,692.276
2008-04-18,703.588
2008-04-21,705.077
2008-04-22,696.052
2008-04-23,696.845
2008-04-24,682.567
2008-04-25,690.672
2008-04-28,705.175
2008-04-29,703.378
2008-04-30,704.668
2008-05-01,699.305
2008-05-02,711.817
2008-05-05,715.375
2008-05-06,706.878
2008-05-07,705.836
2008-05-08,709.103
2008-05-09,704.943
2008-05-12,713.498
2008-05-13,696.72
2008-05-14,697.653
2008-05-15,701.696
2008-05-16,707.518
2008-05-19,709.205
2008-05-20,698.293
2008-05-21,683.734
2008-05-22,681.786
2008-05-23,673.423
2008-05-26,680.813
2008-05-27,677.286
2008-05-28,677.253
2008-05-29,672.917
2008-05-30,674.883
2008-06-02,674.362
2008-06-03,647.489
2008-06-04,641.162
2008-06-05,652.087
2008-06-06,635.808
2008-06-09,612.939
2008-06-10,603.735
2008-06-11,591.351
2008-06-12,592.948
2008-06-13,594.313
2008-06-16,595.518
2008-06-17,602.383
2008-06-18,585.714
2008-06-19,590.703
2008-06-20,593.395
2008-06-23,581.588
2008-06-24,573.853
2008-06-25,589.536
2008-06-26,574.605
2008-06-27,585.288
2008-06-30,573.101
2008-07-01,556.322
2008-07-02,538.471
2008-07-03,540.953
2008-07-04,533.919
2008-07-07,529.098
2008-07-08,501.656
2008-07-09,521.858
2008-07-10,515.694
2008-07-11,483.033
2008-07-14,492.981
2008-07-15,475.873
2008-07-16,481.642
2008-07-17,512.685
2008-07-18,540.703
2008-07-21,564.449
2008-07-22,538.94
2008-07-23,566.261
2008-07-24,537.717
2008-07-25,528.527
2008-07-28,502.575
2008-07-29,490.986
2008-07-30,469.505
2008-07-31,461.002
2008-08-01,421.949
2008-08-04,423.044
2008-08-05,458.972
2008-08-06,471.715
2008-08-07,454.457
2008-08-08,461.326
2008-08-11,482.203
2008-08-12,461.382
2008-08-13,439.837
2008-08-14,455.028
2008-08-15,459.183
2008-08-18,452.645
2008-08-19,428.028
2008-08-20,422.601
2008-08-21,414.975
2008-08-22,426.953
2008-08-25,422.925
2008-08-26,423.275
2008-08-27,430.836
2008-08-28,447.343
2008-08-29,448.733
2008-09-01,440.966
2008-09-02,452.837
2008-09-03,446.201
2008-09-04,435.602
2008-09-05,411.548
2008-09-08,446.779
2008-09-09,441.6
2008-09-10,421.128
2008-09-11,405.791
2008-09-12,418.797
2008-09-15,400.938
2008-09-16,381.401
2008-09-17,357.112
2008-09-18,348.306
2008-09-19,399.044
2008-09-22,383.587
2008-09-23,359.895
2008-09-24,363.744
2008-09-25,372.65
2008-09-26,367.341
2008-09-29,303.986
2008-09-30,331.863
2008-10-01,343.382
2008-10-02,361.394
2008-10-03,379.648
2008-10-06,326.457
2008-10-07,298.256
2008-10-08,273.518
2008-10-09,272.299
2008-10-10,254.777
2008-10-13,259.42
2008-10-14,266.905
2008-10-15,247.394
2008-10-16,236.734
2008-10-17,234.192
2008-10-20,238.403
2008-10-21,250.57
2008-10-22,226.261
2008-10-23,224.121
2008-10-24,214.471
2008-10-27,201.243
2008-10-28,199.758
2008-10-29,222.671
2008-10-30,230.228
2008-10-31,253.241
2008-11-03,251.907
2008-11-04,258.69
2008-11-05,262.271
2008-11-06,225.863
2008-11-07,227.96
2008-11-10,231.388
2008-11-11,224.852
2008-11-12,218.116
2008-11-13,214.297
2008-11-14,215.938
2008-11-17,205.608
2008-11-18,194.017
2008-11-19,191.712
2008-11-20,181.276
2008-11-21,182.387
2008-11-24,199.202
2008-11-25,203.729
2008-11-26,203.557
2008-11-27,207.667
2008-11-28,205.959
2008-12-01,201.593
2008-12-02,203.918
2008-12-03,198.803
2008-12-04,200.464
2008-12-05,196.81
2008-12-08,214.295
2008-12-09,220.08
2008-12-10,220.208
2008-12-11,220.661
2008-12-12,212.501
2008-12-15,220.395
2008-12-16,216.487
2008-12-17,231.366
2008-12-18,220.783
2008-12-19,202.332
2008-12-22,202.201
2008-12-23,201.152
2008-12-24,200.963
2008-12-25,200.963
2008-12-26,201.933
2008-12-29,205.078
2008-12-30,203.065
2008-12-31,198.428
2009-01-01,198.428
2009-01-02,205.959
2009-01-05,209.05
2009-01-06,219.618
2009-01-07,223.242
2009-01-08,226.572
2009-01-09,226.946
2009-01-12,217.125
2009-01-13,214.823
2009-01-14,200.389
2009-01-15,197.567
2009-01-16,195.766
2009-01-19,178.276
2009-01-20,171.201
2009-01-21,167.407
2009-01-22,176.331
2009-01-23,179.104
2009-01-26,187.842
2009-01-27,192.519
2009-01-28,204.401
2009-01-29,189.928
2009-01-30,185.978
2009-02-02,186.064
2009-02-03,187.121
2009-02-04,193.082
2009-02-05,190.417
2009-02-06,197.326
2009-02-09,200.814
2009-02-10,197.343
2009-02-11,191.521
2009-02-12,186.772
2009-02-13,186.736
2009-02-16,174.887
2009-02-17,167.489
2009-02-18,164.865
2009-02-19,166.097
2009-02-20,155.581
2009-02-23,155.671
2009-02-24,156.634
2009-02-25,157.95
2009-02-26,158.855
2009-02-27,162.677
2009-03-02,150.538
2009-03-03,150.281
2009-03-04,163.85
2009-03-05,155.064
2009-03-06,148.061
2009-03-09,142.214
2009-03-10,148.158
2009-03-11,150.097
2009-03-12,155.342
2009-03-13,158.883
2009-03-16,166.923
2009-03-17,166.253
2009-03-18,171.09
2009-03-19,176.335
2009-03-20,176.373
2009-03-23,178.676
2009-03-24,175.91
2009-03-25,180.665
2009-03-26,184.689
2009-03-27,178.401
2009-03-30,173.776
2009-03-31,180.825
2009-04-01,187.604
2009-04-02,192.591
2009-04-03,183.204
2009-04-06,176.208
2009-04-07,170.852
2009-04-08,174.163
2009-04-09,179.822
2009-04-10,179.822
2009-04-13,181.347
2009-04-14,182.105
2009-04-15,175.748
2009-04-16,183.771
2009-04-17,186.153
2009-04-20,174.702
2009-04-21,177.47
2009-04-22,183.737
2009-04-23,180.909
2009-04-24,182.026
2009-04-27,183.205
2009-04-28,182.44
2009-04-29,195.49
2009-04-30,206.0
2009-05-01,206.031
2009-05-04,207.43
2009-05-05,209.81
2009-05-06,199.124
2009-05-07,189.49
2009-05-08,201.563
2009-05-11,196.467
2009-05-12,198.583
2009-05-13,190.855
2009-05-14,195.464
2009-05-15,201.133
2009-05-18,199.27
2009-05-19,208.486
2009-05-20,207.865
2009-05-21,204.454
2009-05-22,205.722
2009-05-25,204.145
2009-05-26,205.727
2009-05-27,204.216
2009-05-28,197.194
2009-05-29,201.729
2009-06-01,201.765
2009-06-02,210.936
2009-06-03,209.037
2009-06-04,210.862
2009-06-05,207.904
2009-06-08,201.748
2009-06-09,206.398
2009-06-10,209.174
2009-06-11,208.874
2009-06-12,210.099
2009-06-15,204.968
2009-06-16,204.734
2009-06-17,200.739
2009-06-18,202.209
2009-06-19,206.282
2009-06-22,195.417
2009-06-23,194.402
2009-06-24,196.952
2009-06-25,191.487
2009-06-26,193.309
2009-06-29,194.321
2009-06-30,192.831
2009-07-01,191.313
2009-07-02,191.592
2009-07-03,196.301
2009-07-06,186.013
2009-07-07,194.286
2009-07-08,196.245
2009-07-09,196.286
2009-07-10,189.832
2009-07-13,190.835
2009-07-14,190.94
2009-07-15,191.006
2009-07-16,192.678
2009-07-17,197.779
2009-07-20,204.469
2009-07-21,207.172
2009-07-22,205.136
2009-07-23,212.559
2009-07-24,209.487
2009-07-27,207.635
2009-07-28,203.658
2009-07-29,203.302
2009-07-30,204.491
2009-07-31,202.891
2009-08-03,214.185
2009-08-04,218.577
2009-08-05,211.235
2009-08-06,209.697
2009-08-07,208.327
2009-08-10,206.428
2009-08-11,207.092
2009-08-12,212.059
2009-08-13,218.004
2009-08-14,214.054
2009-08-17,205.863
2009-08-18,207.708
2009-08-19,210.752
2009-08-20,216.641
2009-08-21,221.09
2009-08-24,218.511
2009-08-25,221.198
2009-08-26,211.501
2009-08-27,212.952
2009-08-28,213.109
2009-08-31,213.731
2009-09-01,210.376
2009-09-02,205.647
2009-09-03,205.515
2009-09-04,210.088
2009-09-07,213.677
2009-09-08,226.402
2009-09-09,231.128
2009-09-10,230.263
2009-09-11,231.121
2009-09-14,232.908
2009-09-15,234.817
2009-09-16,240.137
2009-09-17,241.55
2009-09-18,246.072
2009-09-21,239.286
2009-09-22,239.862
2009-09-23,239.041
2009-09-24,232.904
2009-09-25,230.734
2009-09-28,230.172
2009-09-29,230.17
2009-09-30,230.092
2009-10-01,226.905
2009-10-02,221.459
2009-10-05,223.61
2009-10-06,228.66
2009-10-07,231.606
2009-10-08,239.849
2009-10-09,235.921
2009-10-12,240.571
2009-10-13,234.803
2009-10-14,242.785
2009-10-15,244.686
2009-10-16,236.397
2009-10-19,240.607
2009-10-20,236.995
2009-10-21,236.702
2009-10-22,231.622
2009-10-23,227.249
2009-10-26,221.626
2009-10-27,221.342
2009-10-28,207.219
2009-10-29,213.717
2009-10-30,205.139
2009-11-02,210.701
2009-11-03,207.782
2009-11-04,216.346
2009-11-05,220.485
2009-11-06,215.472
2009-11-09,222.435
2009-11-10,218.101
2009-11-11,217.454
2009-11-12,215.353
2009-11-13,218.314
2009-11-16,220.744
2009-11-17,215.809
2009-11-18,217.844
2009-11-19,214.29
2009-11-20,215.025
2009-11-23,221.666
2009-11-24,217.665
2009-11-25,217.895
2009-11-26,210.3
2009-11-27,214.791
2009-11-30,213.029
2009-12-01,219.313
2009-12-02,221.884
2009-12-03,223.452
2009-12-04,229.558
2009-12-07,225.894
2009-12-08,217.51
2009-12-09,216.403
2009-12-10,221.577
2009-12-11,225.593
2009-12-14,227.468
2009-12-15,223.895
2009-12-16,226.198
2009-12-17,221.254
2009-12-18,221.4
2009-12-21,226.897
2009-12-22,230.988
2009-12-23,229.738
2009-12-24,227.161
2009-12-25,227.161
2009-12-28,227.691
2009-12-29,235.179
2009-12-30,229.232
2009-12-31,223.974
2010-01-01,223.974
2010-01-04,234.898
2010-01-05,228.554
2010-01-06,226.012
2010-01-07,221.915
2010-01-08,223.317
2010-01-11,229.549
2010-01-12,227.356
2010-01-13,230.373
2010-01-14,230.753
2010-01-15,227.584
2010-01-18,228.804
2010-01-19,227.717
2010-01-20,223.558
2010-01-21,220.205
2010-01-22,220.937
2010-01-25,220.048
2010-01-26,220.177
2010-01-27,214.459
2010-01-28,211.361
2010-01-29,214.065
2010-02-01,212.359
2010-02-02,215.329
2010-02-03,216.428
2010-02-04,210.003
2010-02-05,202.589
2010-02-08,204.374
2010-02-09,203.883
2010-02-10,205.623
2010-02-11,201.347
2010-02-12,203.405
2010-02-15,201.199
2010-02-16,205.19
2010-02-17,210.171
2010-02-18,210.783
2010-02-19,208.189
2010-02-22,210.835
2010-02-23,209.083
2010-02-24,208.863
2010-02-25,203.528
2010-02-26,205.66
2010-03-01,206.103
2010-03-02,208.179
2010-03-03,211.356
2010-03-04,210.172
2010-03-05,211.842
2010-03-08,215.666
2010-03-09,215.434
2010-03-10,218.46
2010-03-11,220.706
2010-03-12,223.591
2010-03-15,218.457
2010-03-16,220.797
2010-03-17,228.376
2010-03-18,224.342
2010-03-19,225.499
2010-03-22,223.476
2010-03-23,228.122
2010-03-24,221.486
2010-03-25,222.708
2010-03-26,225.504
2010-03-29,223.624
2010-03-30,222.367
2010-03-31,223.482
2010-04-01,228.537
2010-04-02,228.537
2010-04-05,228.014
2010-04-06,227.694
2010-04-07,222.262
2010-04-08,222.0
2010-04-09,229.842
2010-04-12,232.388
2010-04-13,230.428
2010-04-14,233.49
2010-04-15,231.439
2010-04-16,233.914
2010-04-19,233.057
2010-04-20,235.332
2010-04-21,239.348
2010-04-22,234.249
2010-04-23,245.691
2010-04-26,247.646
2010-04-27,233.548
2010-04-28,224.36
2010-04-29,236.187
2010-04-30,241.657
2010-05-03,239.449
2010-05-04,223.937
2010-05-05,215.199
2010-05-06,206.079
2010-05-07,196.538
2010-05-10,218.637
2010-05-11,213.793
2010-05-12,215.588
2010-05-13,213.438
2010-05-14,199.265
2010-05-17,197.821
2010-05-18,204.208
2010-05-19,194.842
2010-05-20,189.358
2010-05-21,192.456
2010-05-24,190.426
2010-05-25,181.508
2010-05-26,185.947
2010-05-27,197.993
2010-05-28,194.503
2010-05-31,193.715
2010-06-01,197.297
2010-06-02,196.623
2010-06-03,200.99
2010-06-04,193.024
2010-06-07,191.324
2010-06-08,185.267
2010-06-09,194.643
2010-06-10,201.549
2010-06-11,197.692
2010-06-14,198.438
2010-06-15,201.682
2010-06-16,201.669
2010-06-17,202.458
2010-06-18,203.444
2010-06-21,203.954
2010-06-22,196.919
2010-06-23,190.206
2010-06-24,188.543
2010-06-25,184.902
2010-06-28,189.205
2010-06-29,176.766
2010-06-30,179.238
2010-07-01,175.904
2010-07-02,181.952
2010-07-05,178.359
2010-07-06,186.622
2010-07-07,179.554
2010-07-08,180.97
2010-07-09,179.309
2010-07-12,180.841
2010-07-13,188.261
2010-07-14,188.402
2010-07-15,186.031
2010-07-16,182.345
2010-07-19,180.625
2010-07-20,180.262
2010-07-21,182.851
2010-07-22,189.687
2010-07-23,187.431
2010-07-26,192.104
2010-07-27,193.937
2010-07-28,191.657
2010-07-29,192.805
2010-07-30,191.621
2010-08-02,197.815
2010-08-03,197.551
2010-08-04,196.91
2010-08-05,198.548
2010-08-06,196.524
2010-08-09,200.98
2010-08-10,196.324
2010-08-11,187.21
2010-08-12,183.13
2010-08-13,178.681
2010-08-16,179.341
2010-08-17,183.075
2010-08-18,181.889
2010-08-19,176.879
2010-08-20,170.546
2010-08-23,171.909
2010-08-24,156.304
2010-08-25,156.982
2010-08-26,159.437
2010-08-27,159.244
2010-08-30,158.303
2010-08-31,162.071
2010-09-01,167.837
2010-09-02,167.757
2010-09-03,173.319
2010-09-06,174.629
2010-09-07,170.007
2010-09-08,166.702
2010-09-09,168.122
2010-09-10,167.645
2010-09-13,172.394
2010-09-14,171.741
2010-09-15,172.339
2010-09-16,171.701
