Date,IRELAND Standard (Large+Mid Cap)
2002-01-09,384.96
2002-01-10,380.97
2002-01-11,383.247
2002-01-14,383.841
2002-01-15,386.004
2002-01-16,384.493
2002-01-17,386.78
2002-01-18,376.261
2002-01-21,372.226
2002-01-22,373.44
2002-01-23,374.651
2002-01-24,375.809
2002-01-25,366.597
2002-01-28,363.341
2002-01-29,359.35
2002-01-30,338.104
2002-01-31,342.99
2002-02-01,349.465
2002-02-04,323.392
2002-02-05,310.903
2002-02-06,301.097
2002-02-07,298.856
2002-02-08,303.99
2002-02-11,304.422
2002-02-12,309.234
2002-02-13,310.855
2002-02-14,310.016
2002-02-15,309.993
2002-02-18,305.548
2002-02-19,304.782
2002-02-20,301.938
2002-02-21,303.853
2002-02-22,304.998
2002-02-25,308.476
2002-02-26,311.995
2002-02-27,312.777
2002-02-28,313.179
2002-03-01,313.583
2002-03-04,321.035
2002-03-05,320.592
2002-03-06,319.035
2002-03-07,321.454
2002-03-08,319.694
2002-03-11,322.295
2002-03-12,323.039
2002-03-13,326.013
2002-03-14,327.147
2002-03-15,328.261
2002-03-18,329.805
2002-03-19,334.122
2002-03-20,333.207
2002-03-21,331.999
2002-03-22,335.948
2002-03-25,337.155
2002-03-26,331.328
2002-03-27,331.3
2002-03-28,333.782
2002-03-29,333.782
2002-04-01,336.518
2002-04-02,341.39
2002-04-03,337.646
2002-04-04,334.391
2002-04-05,332.532
2002-04-08,328.15
2002-04-09,325.538
2002-04-10,326.484
2002-04-11,326.724
2002-04-12,324.764
2002-04-15,327.273
2002-04-16,326.339
2002-04-17,330.277
2002-04-18,328.859
2002-04-19,331.867
2002-04-22,335.7
2002-04-23,334.964
2002-04-24,336.819
2002-04-25,336.401
2002-04-26,338.05
2002-04-29,340.518
2002-04-30,340.275
2002-05-01,341.175
2002-05-02,342.889
2002-05-03,349.667
2002-05-06,350.835
2002-05-07,344.575
2002-05-08,347.739
2002-05-09,350.656
2002-05-10,353.28
2002-05-13,353.356
2002-05-14,349.592
2002-05-15,352.723
2002-05-16,348.662
2002-05-17,353.378
2002-05-20,355.089
2002-05-21,348.401
2002-05-22,353.264
2002-05-23,353.056
2002-05-24,351.215
2002-05-27,352.988
2002-05-28,354.631
2002-05-29,358.407
2002-05-30,358.534
2002-05-31,357.218
2002-06-03,358.652
2002-06-04,357.691
2002-06-05,356.393
2002-06-06,359.699
2002-06-07,354.084
2002-06-10,355.549
2002-06-11,354.051
2002-06-12,349.017
2002-06-13,347.894
2002-06-14,340.247
2002-06-17,338.586
2002-06-18,340.046
2002-06-19,340.51
2002-06-20,336.804
2002-06-21,339.939
2002-06-24,341.506
2002-06-25,341.964
2002-06-26,336.686
2002-06-27,332.194
2002-06-28,337.768
2002-07-01,332.498
2002-07-02,323.155
2002-07-03,307.189
2002-07-04,310.192
2002-07-05,313.711
2002-07-08,317.071
2002-07-09,322.811
2002-07-10,316.565
2002-07-11,309.485
2002-07-12,314.425
2002-07-15,312.634
2002-07-16,312.887
2002-07-17,316.076
2002-07-18,318.88
2002-07-19,315.767
2002-07-22,306.89
2002-07-23,295.514
2002-07-24,278.501
2002-07-25,288.464
2002-07-26,285.769
2002-07-29,288.818
2002-07-30,289.337
2002-07-31,296.541
2002-08-01,298.36
2002-08-02,299.798
2002-08-05,295.452
2002-08-06,293.915
2002-08-07,298.307
2002-08-08,298.501
2002-08-09,300.94
2002-08-12,303.984
2002-08-13,312.028
2002-08-14,316.251
2002-08-15,321.08
2002-08-16,320.564
2002-08-19,316.676
2002-08-20,311.87
2002-08-21,315.757
2002-08-22,315.051
2002-08-23,312.585
2002-08-26,314.267
2002-08-27,315.65
2002-08-28,311.682
2002-08-29,308.758
2002-08-30,310.683
2002-09-02,307.247
2002-09-03,300.263
2002-09-04,296.865
2002-09-05,293.313
2002-09-06,295.04
2002-09-09,296.279
2002-09-10,299.24
2002-09-11,304.675
2002-09-12,298.111
2002-09-13,293.886
2002-09-16,293.889
2002-09-17,298.424
2002-09-18,290.66
2002-09-19,288.045
2002-09-20,288.939
2002-09-23,280.976
2002-09-24,273.133
2002-09-25,272.834
2002-09-26,281.089
2002-09-27,277.134
2002-09-30,267.821
2002-10-01,268.527
2002-10-02,273.875
2002-10-03,271.085
2002-10-04,267.03
2002-10-07,259.585
2002-10-08,256.698
2002-10-09,251.086
2002-10-10,253.529
2002-10-11,269.09
2002-10-14,267.802
2002-10-15,277.487
2002-10-16,273.183
2002-10-17,277.288
2002-10-18,282.598
2002-10-21,283.899
2002-10-22,286.348
2002-10-23,283.194
2002-10-24,289.252
2002-10-25,288.264
2002-10-28,294.117
2002-10-29,288.103
2002-10-30,287.11
2002-10-31,301.301
2002-11-01,304.965
2002-11-04,316.777
2002-11-05,312.47
2002-11-06,307.222
2002-11-07,309.264
2002-11-08,307.74
2002-11-11,306.678
2002-11-12,312.296
2002-11-13,311.693
2002-11-14,308.203
2002-11-15,309.937
2002-11-18,313.4
2002-11-19,313.328
2002-11-20,306.873
2002-11-21,309.431
2002-11-22,304.238
2002-11-25,304.633
2002-11-26,303.352
2002-11-27,305.258
2002-11-28,309.115
2002-11-29,313.41
2002-12-02,314.773
2002-12-03,309.185
2002-12-04,310.943
2002-12-05,302.96
2002-12-06,302.011
2002-12-09,295.25
2002-12-10,297.958
2002-12-11,303.556
2002-12-12,296.427
2002-12-13,290.17
2002-12-16,291.078
2002-12-17,292.911
2002-12-18,286.717
2002-12-19,287.722
2002-12-20,289.831
2002-12-23,288.786
2002-12-24,289.981
2002-12-25,289.981
2002-12-26,290.712
2002-12-27,291.344
2002-12-30,294.019
2002-12-31,293.349
2003-01-01,293.349
2003-01-02,299.706
2003-01-03,305.37
2003-01-06,310.156
2003-01-07,309.121
2003-01-08,306.127
2003-01-09,309.068
2003-01-10,313.52
2003-01-13,312.802
2003-01-14,313.582
2003-01-15,307.717
2003-01-16,307.264
2003-01-17,306.4
2003-01-20,308.269
2003-01-21,307.234
2003-01-22,305.072
2003-01-23,303.256
2003-01-24,303.692
2003-01-27,295.695
2003-01-28,294.259
2003-01-29,292.379
2003-01-30,300.859
2003-01-31,301.754
2003-02-03,310.55
2003-02-04,304.254
2003-02-05,300.446
2003-02-06,295.62
2003-02-07,291.341
2003-02-10,291.591
2003-02-11,293.459
2003-02-12,291.334
2003-02-13,297.944
2003-02-14,299.476
2003-02-17,299.809
2003-02-18,301.315
2003-02-19,300.691
2003-02-20,305.584
2003-02-21,303.329
2003-02-24,299.307
2003-02-25,289.588
2003-02-26,288.858
2003-02-27,286.974
2003-02-28,292.901
2003-03-03,296.088
2003-03-04,300.756
2003-03-05,299.943
2003-03-06,301.129
2003-03-07,304.929
2003-03-10,306.965
2003-03-11,303.203
2003-03-12,300.369
2003-03-13,302.682
2003-03-14,303.382
2003-03-17,301.57
2003-03-18,304.444
2003-03-19,305.964
2003-03-20,305.144
2003-03-21,310.845
2003-03-24,311.057
2003-03-25,307.354
2003-03-26,312.158
2003-03-27,311.039
2003-03-28,307.038
2003-03-31,307.873
2003-04-01,311.679
2003-04-02,307.703
2003-04-03,308.888
2003-04-04,309.885
2003-04-07,310.797
2003-04-08,310.046
2003-04-09,313.155
2003-04-10,313.385
2003-04-11,313.429
2003-04-14,316.073
2003-04-15,320.669
2003-04-16,327.241
2003-04-17,326.821
2003-04-18,326.821
2003-04-21,325.412
2003-04-22,328.064
2003-04-23,334.91
2003-04-24,336.571
2003-04-25,334.594
2003-04-28,336.261
2003-04-29,339.141
2003-04-30,342.784
2003-05-01,343.963
2003-05-02,349.55
2003-05-05,351.357
2003-05-06,361.131
2003-05-07,359.971
2003-05-08,358.682
2003-05-09,359.297
2003-05-12,361.903
2003-05-13,359.277
2003-05-14,355.852
2003-05-15,358.569
2003-05-16,361.901
2003-05-19,356.296
2003-05-20,355.611
2003-05-21,355.776
2003-05-22,361.555
2003-05-23,365.074
2003-05-26,367.806
2003-05-27,364.638
2003-05-28,356.706
2003-05-29,356.213
2003-05-30,354.237
2003-06-02,352.912
2003-06-03,365.689
2003-06-04,366.305
2003-06-05,372.517
2003-06-06,366.743
2003-06-09,365.621
2003-06-10,356.193
2003-06-11,355.716
2003-06-12,359.165
2003-06-13,363.256
2003-06-16,368.93
2003-06-17,375.406
2003-06-18,369.166
2003-06-19,362.705
2003-06-20,362.773
2003-06-23,356.297
2003-06-24,356.248
2003-06-25,360.997
2003-06-26,348.625
2003-06-27,346.258
2003-06-30,350.035
2003-07-01,352.087
2003-07-02,350.799
2003-07-03,351.412
2003-07-04,349.973
2003-07-07,349.364
2003-07-08,345.34
2003-07-09,345.689
2003-07-10,351.6
2003-07-11,352.09
2003-07-14,353.955
2003-07-15,353.326
2003-07-16,347.105
2003-07-17,348.146
2003-07-18,352.19
2003-07-21,354.535
2003-07-22,355.611
2003-07-23,356.038
2003-07-24,353.372
2003-07-25,352.514
2003-07-28,353.448
2003-07-29,351.988
2003-07-30,351.774
2003-07-31,350.131
2003-08-01,350.866
2003-08-04,352.411
2003-08-05,348.707
2003-08-06,346.973
2003-08-07,353.48
2003-08-08,349.358
2003-08-11,350.92
2003-08-12,349.194
2003-08-13,350.361
2003-08-14,350.572
2003-08-15,350.425
2003-08-18,348.693
2003-08-19,350.091
2003-08-20,350.852
2003-08-21,348.442
2003-08-22,344.907
2003-08-25,349.896
2003-08-26,345.415
2003-08-27,348.383
2003-08-28,350.212
2003-08-29,356.035
2003-09-01,356.903
2003-09-02,348.31
2003-09-03,348.032
2003-09-04,350.502
2003-09-05,358.75
2003-09-08,363.299
2003-09-09,364.104
2003-09-10,361.435
2003-09-11,358.183
2003-09-12,361.928
2003-09-15,364.275
2003-09-16,364.612
2003-09-17,374.302
2003-09-18,374.692
2003-09-19,373.455
2003-09-22,380.568
2003-09-23,375.567
2003-09-24,372.27
2003-09-25,367.192
2003-09-26,364.931
2003-09-29,364.557
2003-09-30,364.594
2003-10-01,367.054
2003-10-02,364.477
2003-10-03,366.592
2003-10-06,367.961
2003-10-07,372.177
2003-10-08,373.511
2003-10-09,375.732
2003-10-10,376.129
2003-10-13,373.823
2003-10-14,377.633
2003-10-15,380.212
2003-10-16,378.546
2003-10-17,375.829
2003-10-20,376.311
2003-10-21,377.533
2003-10-22,377.931
2003-10-23,375.279
2003-10-24,375.98
2003-10-27,374.902
2003-10-28,375.012
2003-10-29,379.464
2003-10-30,380.402
2003-10-31,375.718
2003-11-03,371.737
2003-11-04,372.597
2003-11-05,368.157
2003-11-06,367.126
2003-11-07,373.104
2003-11-10,372.732
2003-11-11,373.901
2003-11-12,377.158
2003-11-13,379.164
2003-11-14,381.101
2003-11-17,376.373
2003-11-18,378.151
2003-11-19,377.811
2003-11-20,373.948
2003-11-21,373.661
2003-11-24,369.755
2003-11-25,372.375
2003-11-26,377.318
2003-11-27,377.497
2003-11-28,381.581
2003-12-01,387.693
2003-12-02,392.061
2003-12-03,392.684
2003-12-04,391.509
2003-12-05,392.267
2003-12-08,396.947
2003-12-09,398.473
2003-12-10,395.11
2003-12-11,391.775
2003-12-12,395.941
2003-12-15,400.011
2003-12-16,396.222
2003-12-17,399.809
2003-12-18,402.469
2003-12-19,405.878
2003-12-22,408.969
2003-12-23,412.019
2003-12-24,413.18
2003-12-25,413.18
2003-12-26,413.014
2003-12-29,415.645
2003-12-30,418.691
2003-12-31,421.934
2004-01-01,421.934
2004-01-02,425.274
2004-01-05,432.594
2004-01-06,433.303
2004-01-07,433.645
2004-01-08,440.488
2004-01-09,447.685
2004-01-12,449.43
2004-01-13,449.566
2004-01-14,457.522
2004-01-15,456.815
2004-01-16,446.078
2004-01-19,444.979
2004-01-20,451.67
2004-01-21,454.145
2004-01-22,462.52
2004-01-23,458.56
2004-01-26,452.448
2004-01-27,452.015
2004-01-28,444.624
2004-01-29,438.827
2004-01-30,437.918
2004-02-02,435.37
2004-02-03,440.239
2004-02-04,440.112
2004-02-05,440.768
2004-02-06,445.43
2004-02-09,449.856
2004-02-10,445.579
2004-02-11,443.941
2004-02-12,446.153
2004-02-13,443.606
2004-02-16,443.715
2004-02-17,445.506
2004-02-18,456.034
2004-02-19,459.526
2004-02-20,447.997
2004-02-23,453.58
2004-02-24,442.232
2004-02-25,437.343
2004-02-26,432.802
2004-02-27,434.209
2004-03-01,443.886
2004-03-02,443.436
2004-03-03,438.724
2004-03-04,440.5
2004-03-05,448.107
2004-03-08,447.106
2004-03-09,449.522
2004-03-10,440.608
2004-03-11,435.095
2004-03-12,433.004
2004-03-15,432.38
2004-03-16,436.679
2004-03-17,437.701
2004-03-18,446.766
2004-03-19,449.069
2004-03-22,442.274
2004-03-23,443.634
2004-03-24,439.646
2004-03-25,446.454
2004-03-26,441.259
2004-03-29,442.703
2004-03-30,443.613
2004-03-31,446.902
2004-04-01,454.237
2004-04-02,455.167
2004-04-05,451.271
2004-04-06,457.86
2004-04-07,463.913
2004-04-08,456.994
2004-04-09,456.994
2004-04-12,455.71
2004-04-13,453.131
2004-04-14,451.029
2004-04-15,449.111
2004-04-16,450.94
2004-04-19,454.251
2004-04-20,455.93
2004-04-21,451.765
2004-04-22,457.388
2004-04-23,463.493
2004-04-26,463.155
2004-04-27,463.851
2004-04-28,455.535
2004-04-29,458.942
2004-04-30,451.162
2004-05-03,449.92
2004-05-04,453.289
2004-05-05,450.842
2004-05-06,447.98
2004-05-07,446.632
2004-05-10,429.824
2004-05-11,436.235
2004-05-12,432.677
2004-05-13,438.392
2004-05-14,436.148
2004-05-17,440.905
2004-05-18,442.413
2004-05-19,450.033
2004-05-20,438.224
2004-05-21,442.574
2004-05-24,440.116
2004-05-25,443.457
2004-05-26,450.777
2004-05-27,457.432
2004-05-28,451.143
2004-05-31,455.532
2004-06-01,456.717
2004-06-02,460.551
2004-06-03,462.167
2004-06-04,465.663
2004-06-07,468.288
2004-06-08,468.371
2004-06-09,459.445
2004-06-10,459.054
2004-06-11,457.15
2004-06-14,455.336
2004-06-15,457.363
2004-06-16,457.135
2004-06-17,459.6
2004-06-18,464.444
2004-06-21,461.872
2004-06-22,465.53
2004-06-23,465.831
2004-06-24,469.972
2004-06-25,468.824
2004-06-28,479.073
2004-06-29,476.063
2004-06-30,480.003
2004-07-01,476.459
2004-07-02,482.771
2004-07-05,478.83
2004-07-06,478.036
2004-07-07,483.796
2004-07-08,487.778
2004-07-09,487.737
2004-07-12,487.585
2004-07-13,481.478
2004-07-14,484.526
2004-07-15,481.793
2004-07-16,485.143
2004-07-19,484.177
2004-07-20,479.467
2004-07-21,479.291
2004-07-22,468.384
2004-07-23,465.328
2004-07-26,467.502
2004-07-27,455.298
2004-07-28,460.423
2004-07-29,464.194
2004-07-30,465.707
2004-08-02,466.737
2004-08-03,468.67
2004-08-04,466.513
2004-08-05,467.541
2004-08-06,463.514
2004-08-09,460.305
2004-08-10,460.81
2004-08-11,464.987
2004-08-12,472.044
2004-08-13,473.788
2004-08-16,478.278
2004-08-17,482.633
2004-08-18,476.392
2004-08-19,481.388
2004-08-20,480.097
2004-08-23,478.165
2004-08-24,475.313
2004-08-25,473.652
2004-08-26,479.155
2004-08-27,479.651
2004-08-30,479.286
2004-08-31,481.985
2004-09-01,492.188
2004-09-02,490.237
2004-09-03,487.933
2004-09-06,489.355
2004-09-07,493.339
2004-09-08,495.78
2004-09-09,495.693
2004-09-10,499.766
2004-09-13,498.569
2004-09-14,503.787
2004-09-15,499.469
2004-09-16,498.813
2004-09-17,503.237
2004-09-20,502.57
2004-09-21,508.038
2004-09-22,506.022
2004-09-23,503.509
2004-09-24,501.353
2004-09-27,501.54
2004-09-28,502.703
2004-09-29,506.085
2004-09-30,505.454
2004-10-01,505.683
2004-10-04,506.549
2004-10-05,509.167
2004-10-06,507.592
2004-10-07,504.799
2004-10-08,505.52
2004-10-11,506.301
2004-10-12,501.816
2004-10-13,498.006
2004-10-14,500.085
2004-10-15,501.997
2004-10-18,504.744
2004-10-19,508.188
2004-10-20,508.165
2004-10-21,509.911
2004-10-22,518.566
2004-10-25,520.25
2004-10-26,520.081
2004-10-27,524.332
2004-10-28,529.574
2004-10-29,523.114
2004-11-01,528.629
2004-11-02,529.055
2004-11-03,538.008
2004-11-04,538.161
2004-11-05,547.856
2004-11-08,553.935
2004-11-09,554.011
2004-11-10,557.37
2004-11-11,556.482
2004-11-12,563.546
2004-11-15,574.427
2004-11-16,567.168
2004-11-17,570.652
2004-11-18,568.709
2004-11-19,564.898
2004-11-22,564.511
2004-11-23,566.031
2004-11-24,567.876
2004-11-25,568.564
2004-11-26,568.122
2004-11-29,573.605
2004-11-30,565.416
2004-12-01,573.588
2004-12-02,577.178
2004-12-03,584.331
2004-12-06,585.55
2004-12-07,580.69
2004-12-08,575.956
2004-12-09,576.922
2004-12-10,578.938
2004-12-13,584.056
2004-12-14,586.252
2004-12-15,592.75
2004-12-16,588.379
2004-12-17,585.686
2004-12-20,589.982
2004-12-21,585.781
2004-12-22,589.048
2004-12-23,592.39
2004-12-24,593.926
2004-12-27,597.633
2004-12-28,596.777
2004-12-29,602.466
2004-12-30,604.997
2004-12-31,603.672
2005-01-03,597.832
2005-01-04,599.983
2005-01-05,595.149
2005-01-06,593.342
2005-01-07,592.633
2005-01-10,598.554
2005-01-11,599.051
2005-01-12,607.592
2005-01-13,606.314
2005-01-14,599.571
2005-01-17,605.674
2005-01-18,602.462
2005-01-19,606.205
2005-01-20,601.318
2005-01-21,599.107
2005-01-24,597.131
2005-01-25,596.208
2005-01-26,600.601
2005-01-27,600.917
2005-01-28,595.042
2005-01-31,588.9
2005-02-01,597.9
2005-02-02,599.428
2005-02-03,599.885
2005-02-04,604.911
2005-02-07,600.988
2005-02-08,595.626
2005-02-09,600.64
2005-02-10,606.84
2005-02-11,613.442
2005-02-14,619.48
2005-02-15,623.372
2005-02-16,622.016
2005-02-17,629.155
2005-02-18,628.211
2005-02-21,627.037
2005-02-22,633.9
2005-02-23,622.613
2005-02-24,620.796
2005-02-25,622.88
2005-02-28,575.093
2005-03-01,578.037
2005-03-02,572.16
2005-03-03,571.349
2005-03-04,575.304
2005-03-07,568.255
2005-03-08,574.615
2005-03-09,570.438
2005-03-10,565.935
2005-03-11,565.628
2005-03-14,559.167
2005-03-15,560.605
2005-03-16,558.048
2005-03-17,561.226
2005-03-18,559.53
2005-03-21,555.32
2005-03-22,556.369
2005-03-23,547.242
2005-03-24,549.628
2005-03-25,549.628
2005-03-28,545.771
2005-03-29,544.923
2005-03-30,544.061
2005-03-31,535.0
2005-04-01,538.13
2005-04-04,532.306
2005-04-05,536.062
2005-04-06,542.181
2005-04-07,542.771
2005-04-08,542.807
2005-04-11,547.154
2005-04-12,542.944
2005-04-13,549.961
2005-04-14,544.117
2005-04-15,542.986
2005-04-18,537.272
2005-04-19,539.453
2005-04-20,540.723
2005-04-21,540.592
2005-04-22,538.257
2005-04-25,532.704
2005-04-26,530.94
2005-04-27,522.862
2005-04-28,516.427
2005-04-29,521.426
2005-05-02,518.558
2005-05-03,527.773
2005-05-04,537.29
2005-05-05,545.767
2005-05-06,539.284
2005-05-09,536.279
2005-05-10,537.678
2005-05-11,533.05
2005-05-12,533.446
2005-05-13,528.849
2005-05-16,528.109
2005-05-17,531.394
2005-05-18,540.559
2005-05-19,540.322
2005-05-20,534.341
2005-05-23,541.998
2005-05-24,543.364
2005-05-25,544.155
2005-05-26,543.872
2005-05-27,546.299
2005-05-30,545.593
2005-05-31,533.758
2005-06-01,537.256
2005-06-02,535.926
2005-06-03,536.171
2005-06-06,536.564
2005-06-07,538.871
2005-06-08,540.943
2005-06-09,531.619
2005-06-10,531.357
2005-06-13,531.473
2005-06-14,534.309
2005-06-15,537.64
2005-06-16,538.152
2005-06-17,550.696
2005-06-20,543.498
2005-06-21,544.465
2005-06-22,545.773
2005-06-23,544.927
2005-06-24,546.883
2005-06-27,548.116
2005-06-28,545.235
2005-06-29,547.621
2005-06-30,552.13
2005-07-01,547.37
2005-07-04,543.014
2005-07-05,539.959
2005-07-06,542.789
2005-07-07,537.976
2005-07-08,541.728
2005-07-11,553.03
2005-07-12,556.937
2005-07-13,553.911
2005-07-14,555.456
2005-07-15,552.392
2005-07-18,555.98
2005-07-19,560.729
2005-07-20,558.635
2005-07-21,568.875
2005-07-22,571.727
2005-07-25,566.767
2005-07-26,564.266
2005-07-27,568.046
2005-07-28,568.915
2005-07-29,570.079
2005-08-01,576.275
2005-08-02,577.232
2005-08-03,578.504
2005-08-04,574.15
2005-08-05,572.903
2005-08-08,574.957
2005-08-09,575.141
2005-08-10,581.688
2005-08-11,582.753
2005-08-12,579.236
2005-08-15,571.803
2005-08-16,572.578
2005-08-17,569.034
2005-08-18,560.399
2005-08-19,558.723
2005-08-22,563.064
2005-08-23,561.466
2005-08-24,559.997
2005-08-25,559.615
2005-08-26,561.525
2005-08-29,561.361
2005-08-30,554.405
2005-08-31,562.44
2005-09-01,572.429
2005-09-02,579.24
2005-09-05,577.893
2005-09-06,584.037
2005-09-07,582.146
2005-09-08,581.816
2005-09-09,579.318
2005-09-12,568.727
2005-09-13,563.246
2005-09-14,564.833
2005-09-15,560.17
2005-09-16,556.196
2005-09-19,554.633
2005-09-20,558.929
2005-09-21,555.648
2005-09-22,546.37
2005-09-23,548.912
2005-09-26,552.766
2005-09-27,550.996
2005-09-28,555.708
2005-09-29,554.766
2005-09-30,562.211
2005-10-03,555.961
2005-10-04,562.281
2005-10-05,562.209
2005-10-06,565.816
2005-10-07,564.455
2005-10-10,558.339
2005-10-11,555.274
2005-10-12,551.628
2005-10-13,541.529
2005-10-14,545.236
2005-10-17,543.794
2005-10-18,535.911
2005-10-19,527.177
2005-10-20,526.663
2005-10-21,521.09
2005-10-24,528.407
2005-10-25,538.393
2005-10-26,538.747
2005-10-27,533.478
2005-10-28,532.396
2005-10-31,536.146
2005-11-01,542.662
2005-11-02,549.918
2005-11-03,551.37
2005-11-04,536.421
2005-11-07,541.454
2005-11-08,539.999
2005-11-09,539.595
