Date,KOKUSAI INDEX (WORLD ex JP) IMI VALUE IMI (Large+Mid+Small Cap)
2001-08-01,495.548
2001-08-02,496.633
2001-08-03,495.123
2001-08-06,491.715
2001-08-07,492.423
2001-08-08,487.211
2001-08-09,486.662
2001-08-10,489.219
2001-08-13,490.279
2001-08-14,492.157
2001-08-15,493.279
2001-08-16,492.967
2001-08-17,488.37
2001-08-20,489.848
2001-08-21,489.338
2001-08-22,492.12
2001-08-23,490.68
2001-08-24,495.51
2001-08-27,493.58
2001-08-28,489.282
2001-08-29,487.025
2001-08-30,481.601
2001-08-31,481.903
2001-09-03,480.042
2001-09-04,480.991
2001-09-05,478.548
2001-09-06,471.203
2001-09-07,464.59
2001-09-10,462.499
2001-09-11,455.374
2001-09-12,454.636
2001-09-13,456.515
2001-09-14,451.388
2001-09-17,440.533
2001-09-18,438.002
2001-09-19,431.619
2001-09-20,417.052
2001-09-21,406.333
2001-09-24,420.031
2001-09-25,425.189
2001-09-26,426.147
2001-09-27,431.432
2001-09-28,440.38
2001-10-01,437.522
2001-10-02,441.679
2001-10-03,446.518
2001-10-04,449.553
2001-10-05,448.71
2001-10-08,445.641
2001-10-09,445.174
2001-10-10,452.201
2001-10-11,454.831
2001-10-12,452.475
2001-10-15,449.979
2001-10-16,453.713
2001-10-17,452.983
2001-10-18,447.104
2001-10-19,444.509
2001-10-22,448.189
2001-10-23,449.431
2001-10-24,449.231
2001-10-25,450.662
2001-10-26,455.1
2001-10-29,450.096
2001-10-30,443.125
2001-10-31,443.635
2001-11-01,449.697
2001-11-02,450.338
2001-11-05,454.914
2001-11-06,457.861
2001-11-07,459.015
2001-11-08,460.816
2001-11-09,460.429
2001-11-12,457.2
2001-11-13,463.438
2001-11-14,464.367
2001-11-15,463.803
2001-11-16,465.435
2001-11-19,469.044
2001-11-20,467.733
2001-11-21,464.851
2001-11-22,466.066
2001-11-23,468.593
2001-11-26,469.529
2001-11-27,466.937
2001-11-28,461.442
2001-11-29,464.544
2001-11-30,465.533
2001-12-03,462.317
2001-12-04,466.929
2001-12-05,475.331
2001-12-06,476.305
2001-12-07,474.024
2001-12-10,468.261
2001-12-11,466.591
2001-12-12,466.284
2001-12-13,461.471
2001-12-14,461.464
2001-12-17,467.187
2001-12-18,469.229
2001-12-19,470.261
2001-12-20,468.187
2001-12-21,469.422
2001-12-24,469.317
2001-12-25,469.318
2001-12-26,471.081
2001-12-27,476.296
2001-12-28,477.9
2001-12-31,476.926
2002-01-01,476.925
2002-01-02,478.17
2002-01-03,482.011
2002-01-04,484.88
2002-01-07,482.596
2002-01-08,479.937
2002-01-09,478.092
2002-01-10,477.704
2002-01-11,475.214
2002-01-14,471.201
2002-01-15,473.823
2002-01-16,467.493
2002-01-17,470.66
2002-01-18,468.986
2002-01-21,468.832
2002-01-22,467.742
2002-01-23,471.123
2002-01-24,472.764
2002-01-25,471.321
2002-01-28,472.267
2002-01-29,463.406
2002-01-30,464.28
2002-01-31,469.986
2002-02-01,468.817
2002-02-04,462.146
2002-02-05,458.74
2002-02-06,455.115
2002-02-07,456.029
2002-02-08,460.829
2002-02-11,466.161
2002-02-12,465.151
2002-02-13,468.067
2002-02-14,469.468
2002-02-15,467.182
2002-02-18,466.117
2002-02-19,459.546
2002-02-20,461.723
2002-02-21,460.444
2002-02-22,463.072
2002-02-25,468.327
2002-02-26,469.681
2002-02-27,471.505
2002-02-28,471.558
2002-03-01,478.532
2002-03-04,488.125
2002-03-05,485.969
2002-03-06,492.204
2002-03-07,493.198
2002-03-08,493.381
2002-03-11,494.516
2002-03-12,493.079
2002-03-13,491.583
2002-03-14,492.937
2002-03-15,497.51
2002-03-18,498.027
2002-03-19,500.765
2002-03-20,497.045
2002-03-21,496.544
2002-03-22,495.64
2002-03-25,490.666
2002-03-26,492.723
2002-03-27,494.908
2002-03-28,496.703
2002-03-29,496.702
2002-04-01,497.163
2002-04-02,496.233
2002-04-03,493.18
2002-04-04,492.21
2002-04-05,492.112
2002-04-08,490.783
2002-04-09,490.754
2002-04-10,496.23
2002-04-11,489.897
2002-04-12,491.727
2002-04-15,490.886
2002-04-16,499.474
2002-04-17,500.46
2002-04-18,500.187
2002-04-19,501.214
2002-04-22,496.562
2002-04-23,495.446
2002-04-24,493.895
2002-04-25,492.823
2002-04-26,489.81
2002-04-29,487.05
2002-04-30,491.577
2002-05-01,494.806
2002-05-02,496.284
2002-05-03,496.623
2002-05-06,491.215
2002-05-07,488.12
2002-05-08,496.402
2002-05-09,493.042
2002-05-10,489.362
2002-05-13,494.739
2002-05-14,499.167
2002-05-15,499.665
2002-05-16,500.535
2002-05-17,502.957
2002-05-20,499.26
2002-05-21,496.803
2002-05-22,497.967
2002-05-23,500.535
2002-05-24,498.323
2002-05-27,498.12
2002-05-28,496.345
2002-05-29,495.077
2002-05-30,493.262
2002-05-31,495.676
2002-06-03,487.723
2002-06-04,484.927
2002-06-05,484.442
2002-06-06,478.85
2002-06-07,478.33
2002-06-10,478.362
2002-06-11,474.515
2002-06-12,474.313
2002-06-13,469.612
2002-06-14,465.078
2002-06-17,476.179
2002-06-18,477.413
2002-06-19,471.641
2002-06-20,466.871
2002-06-21,463.929
2002-06-24,461.119
2002-06-25,459.174
2002-06-26,456.085
2002-06-27,460.857
2002-06-28,467.792
2002-07-01,463.283
2002-07-02,453.424
2002-07-03,448.316
2002-07-04,450.171
2002-07-05,463.187
2002-07-08,462.473
2002-07-09,455.693
2002-07-10,442.423
2002-07-11,437.198
2002-07-12,434.144
2002-07-15,427.293
2002-07-16,423.141
2002-07-17,427.229
2002-07-18,422.432
2002-07-19,408.586
2002-07-22,392.096
2002-07-23,380.282
2002-07-24,390.51
2002-07-25,396.818
2002-07-26,400.718
2002-07-29,419.852
2002-07-30,422.544
2002-07-31,426.754
2002-08-01,414.725
2002-08-02,408.48
2002-08-05,396.871
2002-08-06,405.159
2002-08-07,409.515
2002-08-08,421.464
2002-08-09,425.44
2002-08-12,422.797
2002-08-13,418.393
2002-08-14,425.456
2002-08-15,430.68
2002-08-16,430.584
2002-08-19,438.958
2002-08-20,433.961
2002-08-21,439.468
2002-08-22,444.649
2002-08-23,436.998
2002-08-26,439.682
2002-08-27,441.193
2002-08-28,431.884
2002-08-29,429.932
2002-08-30,430.799
2002-09-02,429.463
2002-09-03,415.009
2002-09-04,418.394
2002-09-05,413.787
2002-09-06,419.911
2002-09-09,420.325
2002-09-10,423.184
2002-09-11,425.274
2002-09-12,415.684
2002-09-13,414.059
2002-09-16,413.281
2002-09-17,406.483
2002-09-18,401.206
2002-09-19,392.209
2002-09-20,392.967
2002-09-23,386.561
2002-09-24,378.932
2002-09-25,384.868
2002-09-26,395.225
2002-09-27,387.118
2002-09-30,380.8
2002-10-01,390.858
2002-10-02,386.158
2002-10-03,381.69
2002-10-04,372.772
2002-10-07,366.311
2002-10-08,366.268
2002-10-09,358.332
2002-10-10,369.336
2002-10-11,383.628
2002-10-14,383.767
2002-10-15,401.515
2002-10-16,395.407
2002-10-17,403.933
2002-10-18,404.188
2002-10-21,409.628
2002-10-22,405.841
2002-10-23,404.286
2002-10-24,403.691
2002-10-25,406.502
2002-10-28,407.582
2002-10-29,399.879
2002-10-30,405.698
2002-10-31,407.009
2002-11-01,411.45
2002-11-04,416.915
2002-11-05,420.215
2002-11-06,420.987
2002-11-07,413.545
2002-11-08,411.169
2002-11-11,404.772
2002-11-12,406.6
2002-11-13,403.928
2002-11-14,410.942
2002-11-15,414.719
2002-11-18,414.181
2002-11-19,413.705
2002-11-20,416.874
2002-11-21,426.639
2002-11-22,426.671
2002-11-25,426.169
2002-11-26,418.428
2002-11-27,427.563
2002-11-28,429.831
2002-11-29,429.406
2002-12-02,429.085
2002-12-03,423.123
2002-12-04,421.153
2002-12-05,417.393
2002-12-06,419.65
2002-12-09,411.743
2002-12-10,415.757
2002-12-11,417.331
2002-12-12,415.658
2002-12-13,412.346
2002-12-16,421.856
2002-12-17,419.461
2002-12-18,413.721
2002-12-19,411.482
2002-12-20,416.603
2002-12-23,417.068
2002-12-24,416.006
2002-12-25,416.006
2002-12-26,416.371
2002-12-27,409.124
2002-12-30,411.853
2002-12-31,413.593
2003-01-01,413.593
2003-01-02,424.484
2003-01-03,425.235
2003-01-06,434.141
2003-01-07,429.403
2003-01-08,423.408
2003-01-09,429.686
2003-01-10,430.76
2003-01-13,430.925
2003-01-14,432.938
2003-01-15,427.98
2003-01-16,427.309
2003-01-17,422.907
2003-01-20,421.301
2003-01-21,414.728
2003-01-22,409.546
2003-01-23,410.858
2003-01-24,403.402
2003-01-27,395.069
2003-01-28,398.394
2003-01-29,400.355
2003-01-30,396.757
2003-01-31,400.974
2003-02-03,404.693
2003-02-04,399.339
2003-02-05,399.591
2003-02-06,394.93
2003-02-07,391.375
2003-02-10,391.723
2003-02-11,390.885
2003-02-12,385.785
2003-02-13,386.067
2003-02-14,391.324
2003-02-17,393.004
2003-02-18,397.829
2003-02-19,394.519
2003-02-20,391.99
2003-02-21,396.143
2003-02-24,389.884
2003-02-25,388.162
2003-02-26,384.727
2003-02-27,388.501
2003-02-28,391.152
2003-03-03,391.333
2003-03-04,385.985
2003-03-05,387.866
2003-03-06,383.794
2003-03-07,383.806
2003-03-10,374.968
2003-03-11,372.478
2003-03-12,368.03
2003-03-13,379.574
2003-03-14,383.385
2003-03-17,393.478
2003-03-18,394.535
2003-03-19,398.066
2003-03-20,398.565
2003-03-21,407.344
2003-03-24,395.296
2003-03-25,399.453
2003-03-26,398.32
2003-03-27,396.401
2003-03-28,395.346
2003-03-31,388.816
2003-04-01,393.968
2003-04-02,401.762
2003-04-03,400.543
2003-04-04,402.765
2003-04-07,406.676
2003-04-08,404.796
2003-04-09,401.754
2003-04-10,403.106
2003-04-11,402.579
2003-04-14,408.905
2003-04-15,413.076
2003-04-16,409.415
2003-04-17,414.126
2003-04-18,414.126
2003-04-21,413.214
2003-04-22,421.636
2003-04-23,426.715
2003-04-24,423.208
2003-04-25,417.819
2003-04-28,425.081
2003-04-29,425.835
2003-04-30,428.056
2003-05-01,428.135
2003-05-02,432.864
2003-05-05,433.147
2003-05-06,437.943
2003-05-07,435.825
2003-05-08,431.436
2003-05-09,436.235
2003-05-12,440.762
2003-05-13,440.397
2003-05-14,440.582
2003-05-15,443.725
2003-05-16,444.926
2003-05-19,436.6
2003-05-20,436.905
2003-05-21,438.476
2003-05-22,442.413
2003-05-23,445.011
2003-05-26,445.562
2003-05-27,451.151
2003-05-28,452.562
2003-05-29,452.495
2003-05-30,457.166
2003-06-02,461.926
2003-06-03,461.787
2003-06-04,467.632
2003-06-05,470.585
2003-06-06,471.834
2003-06-09,466.161
2003-06-10,468.611
2003-06-11,476.016
2003-06-12,477.884
2003-06-13,473.786
2003-06-16,482.302
2003-06-17,483.254
2003-06-18,481.31
2003-06-19,474.306
2003-06-20,475.331
2003-06-23,468.164
2003-06-24,467.955
2003-06-25,467.142
2003-06-26,468.014
2003-06-27,465.501
2003-06-30,464.06
2003-07-01,465.21
2003-07-02,470.128
2003-07-03,468.954
2003-07-04,468.276
2003-07-07,474.519
2003-07-08,474.345
2003-07-09,471.869
2003-07-10,466.246
2003-07-11,470.175
2003-07-14,474.156
2003-07-15,470.692
2003-07-16,467.213
2003-07-17,462.774
2003-07-18,467.468
2003-07-21,463.262
2003-07-22,466.924
2003-07-23,466.981
2003-07-24,468.522
2003-07-25,473.192
2003-07-28,474.321
2003-07-29,471.808
2003-07-30,470.342
2003-07-31,471.478
2003-08-01,467.059
2003-08-04,467.544
2003-08-05,463.766
2003-08-06,463.342
2003-08-07,466.061
2003-08-08,468.077
2003-08-11,469.752
2003-08-12,473.286
2003-08-13,472.381
2003-08-14,476.215
2003-08-15,476.472
2003-08-18,479.237
2003-08-19,479.459
2003-08-20,479.427
2003-08-21,480.112
2003-08-22,474.781
2003-08-25,474.071
2003-08-26,472.906
2003-08-27,474.017
2003-08-28,476.533
2003-08-29,478.14
2003-09-01,479.627
2003-09-02,483.475
2003-09-03,486.925
2003-09-04,487.554
2003-09-05,486.446
2003-09-08,490.942
2003-09-09,487.906
2003-09-10,482.894
2003-09-11,484.342
2003-09-12,485.878
2003-09-15,485.217
2003-09-16,488.826
2003-09-17,489.212
2003-09-18,494.905
2003-09-19,494.31
2003-09-22,489.954
2003-09-23,490.5
2003-09-24,486.199
2003-09-25,483.444
2003-09-26,479.532
2003-09-29,481.995
2003-09-30,478.787
2003-10-01,488.583
2003-10-02,490.268
2003-10-03,495.03
2003-10-06,497.382
2003-10-07,498.912
2003-10-08,497.697
2003-10-09,500.886
2003-10-10,501.1
2003-10-13,504.562
2003-10-14,505.669
2003-10-15,505.7
2003-10-16,506.784
2003-10-17,502.758
2003-10-20,504.203
2003-10-21,504.309
2003-10-22,498.761
2003-10-23,498.33
2003-10-24,497.784
2003-10-27,499.293
2003-10-28,503.469
2003-10-29,505.587
2003-10-30,506.631
2003-10-31,507.117
2003-11-03,510.232
2003-11-04,509.052
2003-11-05,507.693
2003-11-06,508.828
2003-11-07,510.315
2003-11-10,508.011
2003-11-11,506.641
2003-11-12,511.999
2003-11-13,513.484
2003-11-14,512.393
2003-11-17,507.477
2003-11-18,506.414
2003-11-19,508.24
2003-11-20,505.75
2003-11-21,506.897
2003-11-24,511.664
2003-11-25,514.176
2003-11-26,517.107
2003-11-27,517.479
2003-11-28,517.895
2003-12-01,524.008
2003-12-02,525.104
2003-12-03,526.281
2003-12-04,526.548
2003-12-05,525.057
2003-12-08,528.473
2003-12-09,527.73
2003-12-10,526.229
2003-12-11,529.491
2003-12-12,532.701
2003-12-15,531.703
2003-12-16,534.035
2003-12-17,535.564
2003-12-18,540.612
2003-12-19,541.715
2003-12-22,544.125
2003-12-23,545.93
2003-12-24,546.291
2003-12-25,546.291
2003-12-26,546.93
2003-12-29,552.271
2003-12-30,554.102
2003-12-31,556.06
2004-01-01,556.06
2004-01-02,557.444
2004-01-05,563.477
2004-01-06,564.424
2004-01-07,562.852
2004-01-08,566.189
2004-01-09,563.713
2004-01-12,564.735
2004-01-13,563.515
2004-01-14,566.491
2004-01-15,566.346
2004-01-16,567.042
2004-01-19,567.027
2004-01-20,570.051
2004-01-21,575.504
2004-01-22,575.398
2004-01-23,573.597
2004-01-26,574.908
2004-01-27,573.184
2004-01-28,569.048
2004-01-29,564.992
2004-01-30,564.04
2004-02-02,565.459
2004-02-03,566.029
2004-02-04,561.54
2004-02-05,563.367
2004-02-06,569.888
2004-02-09,571.97
2004-02-10,573.96
2004-02-11,578.961
2004-02-12,579.632
2004-02-13,577.264
2004-02-16,578.101
2004-02-17,583.74
2004-02-18,582.076
2004-02-19,581.068
2004-02-20,576.82
2004-02-23,576.94
2004-02-24,575.937
2004-02-25,576.526
2004-02-26,575.846
2004-02-27,577.054
2004-03-01,582.933
2004-03-02,580.148
2004-03-03,577.844
2004-03-04,580.77
2004-03-05,585.539
2004-03-08,583.103
2004-03-09,579.806
2004-03-10,570.464
2004-03-11,560.301
2004-03-12,563.973
2004-03-15,556.472
2004-03-16,561.157
2004-03-17,566.506
2004-03-18,566.444
2004-03-19,563.192
2004-03-22,555.266
2004-03-23,554.741
2004-03-24,551.067
2004-03-25,557.259
2004-03-26,557.169
2004-03-29,564.316
2004-03-30,567.256
2004-03-31,568.77
2004-04-01,574.133
2004-04-02,575.397
2004-04-05,576.794
2004-04-06,577.182
2004-04-07,576.202
2004-04-08,575.223
2004-04-09,575.223
2004-04-12,576.04
2004-04-13,569.117
2004-04-14,563.906
2004-04-15,564.22
2004-04-16,569.995
2004-04-19,569.828
2004-04-20,564.332
2004-04-21,563.241
2004-04-22,569.312
2004-04-23,568.659
2004-04-26,568.988
2004-04-27,570.684
2004-04-28,562.593
2004-04-29,558.78
2004-04-30,556.794
2004-05-03,560.723
2004-05-04,564.828
2004-05-05,566.353
2004-05-06,560.794
2004-05-07,550.532
2004-05-10,539.237
2004-05-11,543.221
2004-05-12,544.419
2004-05-13,544.791
2004-05-14,544.859
2004-05-17,540.214
2004-05-18,543.133
2004-05-19,546.862
2004-05-20,544.643
2004-05-21,548.259
2004-05-24,550.012
2004-05-25,557.165
2004-05-26,559.478
2004-05-27,564.525
2004-05-28,563.324
2004-05-31,563.698
2004-06-01,563.055
2004-06-02,566.082
2004-06-03,563.243
2004-06-04,566.416
2004-06-07,574.596
2004-06-08,574.305
2004-06-09,568.1
2004-06-10,570.729
2004-06-11,569.113
2004-06-14,563.581
2004-06-15,567.379
2004-06-16,569.474
2004-06-17,570.812
2004-06-18,573.908
2004-06-21,572.45
2004-06-22,571.76
2004-06-23,575.831
2004-06-24,577.643
2004-06-25,575.053
2004-06-28,577.255
2004-06-29,575.713
2004-06-30,577.491
2004-07-01,573.835
2004-07-02,574.435
2004-07-05,574.219
2004-07-06,571.704
2004-07-07,573.616
2004-07-08,571.714
2004-07-09,573.353
2004-07-12,573.863
2004-07-13,572.98
2004-07-14,572.827
2004-07-15,569.599
2004-07-16,570.978
2004-07-19,570.806
2004-07-20,571.588
2004-07-21,566.437
2004-07-22,564.167
2004-07-23,560.126
2004-07-26,558.39
2004-07-27,561.713
2004-07-28,563.261
2004-07-29,567.899
2004-07-30,568.087
2004-08-02,569.698
2004-08-03,569.642
2004-08-04,567.678
2004-08-05,562.377
2004-08-06,557.295
2004-08-09,556.476
2004-08-10,562.643
2004-08-11,559.664
2004-08-12,555.549
2004-08-13,557.069
2004-08-16,563.823
2004-08-17,563.76
2004-08-18,567.64
2004-08-19,568.129
2004-08-20,570.811
2004-08-23,569.585
2004-08-24,568.962
2004-08-25,571.675
2004-08-26,572.976
2004-08-27,574.617
2004-08-30,572.19
2004-08-31,574.864
2004-09-01,577.237
2004-09-02,581.537
2004-09-03,580.775
2004-09-06,581.663
2004-09-07,585.118
2004-09-08,583.652
2004-09-09,583.903
2004-09-10,587.38
2004-09-13,588.369
2004-09-14,588.908
2004-09-15,584.358
2004-09-16,587.727
2004-09-17,590.427
2004-09-20,587.569
2004-09-21,593.391
2004-09-22,587.364
2004-09-23,584.521
2004-09-24,585.861
2004-09-27,583.129
2004-09-28,587.127
2004-09-29,588.569
2004-09-30,589.273
2004-10-01,597.577
2004-10-04,598.494
2004-10-05,599.741
2004-10-06,602.847
2004-10-07,599.586
2004-10-08,599.358
2004-10-11,599.448
2004-10-12,596.237
2004-10-13,591.831
2004-10-14,590.035
2004-10-15,592.972
2004-10-18,593.306
2004-10-19,590.572
2004-10-20,590.069
2004-10-21,592.046
2004-10-22,590.143
2004-10-25,589.706
2004-10-26,595.735
2004-10-27,601.437
2004-10-28,602.69
2004-10-29,603.365
2004-11-01,605.935
2004-11-02,606.008
2004-11-03,613.061
2004-11-04,620.822
2004-11-05,622.892
2004-11-08,622.979
2004-11-09,622.498
2004-11-10,623.792
2004-11-11,628.708
2004-11-12,633.727
2004-11-15,632.721
2004-11-16,629.735
2004-11-17,634.45
2004-11-18,633.797
2004-11-19,630.604
2004-11-22,632.375
2004-11-23,634.375
2004-11-24,637.127
2004-11-25,640.252
2004-11-26,641.118
2004-11-29,639.86
2004-11-30,638.557
2004-12-01,646.296
2004-12-02,644.692
2004-12-03,645.899
2004-12-06,645.469
2004-12-07,641.32
2004-12-08,639.184
2004-12-09,638.735
2004-12-10,639.564
2004-12-13,646.331
2004-12-14,647.864
2004-12-15,652.89
2004-12-16,650.033
2004-12-17,645.342
2004-12-20,649.499
2004-12-21,652.407
2004-12-22,655.468
2004-12-23,657.753
2004-12-24,658.982
2004-12-27,658.045
2004-12-28,660.735
2004-12-29,660.287
2004-12-30,661.326
2004-12-31,660.566
2005-01-03,655.127
2005-01-04,648.975
2005-01-05,644.494
2005-01-06,645.77
2005-01-07,643.6
2005-01-10,645.887
2005-01-11,642.786
2005-01-12,645.077
2005-01-13,642.133
2005-01-14,643.525
2005-01-17,644.069
2005-01-18,647.984
2005-01-19,645.001
2005-01-20,640.405
2005-01-21,639.299
2005-01-24,639.449
2005-01-25,640.136
2005-01-26,644.399
2005-01-27,644.776
2005-01-28,641.953
2005-01-31,648.266
2005-02-01,652.977
2005-02-02,655.92
2005-02-03,653.716
2005-02-04,660.605
2005-02-07,659.938
2005-02-08,659.862
2005-02-09,657.074
2005-02-10,661.299
2005-02-11,665.66
2005-02-14,668.361
2005-02-15,669.812
2005-02-16,669.523
2005-02-17,668.707
2005-02-18,669.861
2005-02-21,669.227
2005-02-22,663.635
2005-02-23,664.012
2005-02-24,667.419
2005-02-25,675.207
2005-02-28,674.067
2005-03-01,675.507
2005-03-02,674.365
2005-03-03,675.088
2005-03-04,684.335
2005-03-07,683.678
2005-03-08,684.125
2005-03-09,677.708
2005-03-10,676.445
2005-03-11,676.115
2005-03-14,677.473
2005-03-15,675.633
2005-03-16,671.378
2005-03-17,671.429
2005-03-18,670.38
2005-03-21,665.648
2005-03-22,661.81
2005-03-23,655.477
2005-03-24,655.657
2005-03-25,655.657
2005-03-28,654.978
2005-03-29,652.592
2005-03-30,658.131
2005-03-31,660.443
2005-04-01,659.415
2005-04-04,656.369
2005-04-05,659.334
2005-04-06,662.148
2005-04-07,665.899
2005-04-08,661.713
2005-04-11,663.32
2005-04-12,663.927
2005-04-13,660.294
2005-04-14,653.13
2005-04-15,644.444
2005-04-18,643.268
2005-04-19,648.483
2005-04-20,642.371
2005-04-21,649.058
2005-04-22,649.387
2005-04-25,652.532
2005-04-26,647.862
2005-04-27,646.087
2005-04-28,640.144
2005-04-29,645.724
2005-05-02,647.192
2005-05-03,647.446
2005-05-04,654.884
2005-05-05,655.506
2005-05-06,654.134
2005-05-09,655.963
2005-05-10,650.912
2005-05-11,650.496
2005-05-12,644.582
2005-05-13,639.709
2005-05-16,641.963
2005-05-17,645.372
2005-05-18,652.988
2005-05-19,656.3
2005-05-20,654.295
2005-05-23,658.052
2005-05-24,657.846
2005-05-25,656.274
2005-05-26,658.872
2005-05-27,660.218
2005-05-30,660.554
2005-05-31,655.949
2005-06-01,661.351
2005-06-02,661.893
2005-06-03,659.206
2005-06-06,659.679
2005-06-07,662.284
2005-06-08,662.639
2005-06-09,662.034
2005-06-10,662.662
2005-06-13,662.923
2005-06-14,665.054
2005-06-15,667.359
2005-06-16,670.713
2005-06-17,676.443
2005-06-20,673.967
2005-06-21,673.385
2005-06-22,674.552
2005-06-23,669.955
2005-06-24,666.003
2005-06-27,665.257
2005-06-28,669.108
2005-06-29,669.46
2005-06-30,666.773
2005-07-01,667.461
2005-07-04,666.889
2005-07-05,669.904
2005-07-06,668.188
2005-07-07,665.42
2005-07-08,672.711
2005-07-11,679.426
2005-07-12,682.014
2005-07-13,681.723
2005-07-14,683.134
2005-07-15,681.895
2005-07-18,679.026
2005-07-19,680.975
2005-07-20,683.179
2005-07-21,682.605
2005-07-22,686.383
2005-07-25,684.565
2005-07-26,684.588
2005-07-27,687.091
2005-07-28,691.152
2005-07-29,688.97
2005-08-01,690.686
2005-08-02,695.556
2005-08-03,696.886
2005-08-04,692.557
2005-08-05,686.325
2005-08-08,686.839
2005-08-09,690.097
2005-08-10,693.81
2005-08-11,697.957
2005-08-12,695.4
2005-08-15,695.051
2005-08-16,689.461
2005-08-17,688.127
2005-08-18,683.538
2005-08-19,685.89
2005-08-22,689.338
2005-08-23,686.103
2005-08-24,683.677
2005-08-25,684.156
2005-08-26,680.466
2005-08-29,681.969
2005-08-30,679.664
2005-08-31,688.747
2005-09-01,695.375
2005-09-02,695.122
2005-09-05,696.333
2005-09-06,702.389
2005-09-07,703.669
2005-09-08,701.409
2005-09-09,706.534
2005-09-12,703.687
2005-09-13,698.838
2005-09-14,700.066
2005-09-15,698.664
2005-09-16,704.22
2005-09-19,701.391
2005-09-20,699.417
2005-09-21,693.888
2005-09-22,691.949
2005-09-23,691.525
2005-09-26,694.854
2005-09-27,693.709
2005-09-28,696.045
2005-09-29,699.724
2005-09-30,701.284
2005-10-03,699.82
2005-10-04,695.565
2005-10-05,685.694
2005-10-06,683.386
2005-10-07,684.033
2005-10-10,679.642
2005-10-11,677.985
2005-10-12,673.959
2005-10-13,668.226
2005-10-14,674.979
2005-10-17,675.818
2005-10-18,667.806
2005-10-19,670.247
2005-10-20,663.827
2005-10-21,664.684
2005-10-24,674.08
2005-10-25,675.774
2005-10-26,675.011
2005-10-27,669.304
2005-10-28,675.21
2005-10-31,681.3
2005-11-01,680.558
2005-11-02,687.521
