Date,KOKUSAI INDEX (WORLD ex JP) IMI VALUE IMI (Large+Mid+Small Cap)
1994-05-31,202.054
1994-06-30,198.063
1994-07-29,206.245
1994-08-31,212.97
1994-09-30,206.699
1994-10-31,211.653
1994-11-30,202.874
1994-12-30,204.645
1995-01-31,205.964
1995-02-28,212.946
1995-03-31,219.252
1995-04-28,225.604
1995-05-31,233.429
1995-06-30,235.21
1995-07-31,244.5
1995-08-31,241.992
1995-09-29,249.839
1995-10-31,247.776
1995-11-30,254.995
1995-12-29,262.785
1996-01-31,269.17
1996-02-29,272.281
1996-03-29,275.033
1996-04-30,277.701
1996-05-31,282.291
1996-06-28,283.005
1996-07-31,275.384
1996-08-30,282.663
1996-09-30,291.694
1996-10-31,301.095
1996-11-29,319.813
1996-12-31,322.599
1997-01-31,330.404
1997-02-28,335.571
1997-03-31,329.944
1997-04-30,335.374
1997-05-30,355.301
1997-06-30,368.774
1997-07-31,389.487
1997-08-29,374.636
1997-09-30,399.893
1997-10-31,384.832
1997-11-28,394.123
1997-12-31,406.213
1998-01-30,405.882
1998-02-27,434.599
1998-03-31,461.628
1998-04-30,465.335
1998-05-29,462.852
1998-06-30,463.618
1998-07-31,456.74
1998-08-31,393.606
1998-09-30,402.232
1998-10-30,431.165
1998-11-30,449.549
1998-12-31,459.486
1999-01-29,457.438
1999-02-26,449.049
1999-03-31,459.002
1999-04-30,497.273
1999-05-31,484.386
1999-06-30,495.476
1999-07-30,488.571
1999-08-31,478.728
1999-09-30,465.269
1999-10-29,479.581
1999-11-30,478.23
1999-12-31,493.633
2000-01-31,464.401
2000-02-29,449.056
2000-03-31,480.762
2000-04-28,471.463
2000-05-31,475.64
2000-06-30,476.244
2000-07-31,476.997
2000-08-31,494.225
2000-09-29,489.955
2000-10-31,494.603
2000-11-30,480.657
2000-12-29,511.941
2001-01-31,518.582
2001-02-28,498.822
2001-03-30,475.018
2001-04-30,498.823
2001-05-31,502.018
2001-06-29,492.753
2001-07-31,493.069
2001-08-31,481.903
2001-09-28,440.38
2001-10-31,443.635
2001-11-30,465.533
2001-12-31,476.926
2002-01-31,469.986
2002-02-28,471.558
2002-03-29,496.702
2002-04-30,491.577
2002-05-31,495.676
2002-06-28,467.792
2002-07-31,426.754
2002-08-30,430.799
2002-09-30,380.8
2002-10-31,407.009
2002-11-29,429.406
2002-12-31,413.593
2003-01-31,400.974
2003-02-28,391.152
2003-03-31,388.816
2003-04-30,428.056
2003-05-30,457.166
2003-06-30,464.06
2003-07-31,471.478
2003-08-29,478.14
2003-09-30,478.787
2003-10-31,507.117
2003-11-28,517.895
2003-12-31,556.06
2004-01-30,564.04
2004-02-27,577.054
2004-03-31,568.77
2004-04-30,556.794
2004-05-31,563.698
2004-06-30,577.491
2004-07-30,568.087
2004-08-31,574.864
2004-09-30,589.273
2004-10-29,603.365
2004-11-30,638.557
2004-12-31,660.566
2005-01-31,648.266
2005-02-28,674.067
2005-03-31,660.443
2005-04-29,645.724
2005-05-31,655.949
2005-06-30,666.773
2005-07-29,688.97
2005-08-31,688.747
2005-09-30,701.284
2005-10-31,681.3
2005-11-30,703.128
2005-12-30,714.896
2006-01-31,748.233
2006-02-28,754.104
2006-03-31,770.253
2006-04-28,796.77
2006-05-31,775.813
2006-06-30,778.543
2006-07-31,794.34
2006-08-31,813.683
2006-09-29,826.538
2006-10-31,860.034
2006-11-30,883.344
2006-12-29,907.572
2007-01-31,915.337
2007-02-28,906.023
2007-03-30,924.853
2007-04-30,971.678
2007-05-31,1000.0
2007-06-29,986.301
2007-07-31,949.307
2007-08-31,946.856
2007-09-28,983.869
2007-10-31,1007.895
2007-11-30,953.585
2007-12-31,938.284
2008-01-31,872.362
2008-02-29,853.008
2008-03-31,849.99
2008-04-30,889.475
2008-05-30,888.652
2008-06-30,800.201
2008-07-31,788.852
2008-08-29,784.83
2008-09-30,705.717
2008-10-31,566.497
2008-11-28,530.045
2008-12-31,544.372
2009-01-30,479.394
2009-02-27,419.583
2009-03-31,457.307
2009-04-30,524.152
2009-05-29,572.737
2009-06-30,565.492
2009-07-31,621.634
2009-08-31,662.136
2009-09-30,692.182
2009-10-30,671.662
2009-11-30,700.496
2009-12-31,712.112
2010-01-29,683.892
2010-02-26,690.361
2010-03-31,735.793
2010-04-30,738.639
2010-05-31,665.322
2010-06-30,637.93
2010-07-30,696.431
2010-08-31,666.098
2010-09-30,726.939
2010-10-29,751.858
2010-11-30,725.62
2010-12-31,784.663
2011-01-31,811.84
2011-02-28,842.025
2011-03-31,840.122
2011-04-29,877.683
2011-05-31,855.083
2011-06-30,837.428
2011-07-29,807.331
2011-08-31,746.422
2011-09-30,679.002
2011-10-31,755.27
2011-11-30,735.51
2011-12-30,741.338
2012-01-31,774.84
2012-02-29,810.008
2012-03-30,818.187
2012-04-30,806.288
2012-05-31,736.936
2012-06-29,780.917
2012-07-31,790.595
2012-08-31,812.473
2012-09-28,838.229
2012-10-31,841.187
2012-11-30,844.72
2012-12-31,866.492
2013-01-31,919.121
2013-02-28,916.024
2013-03-29,934.375
2013-04-30,964.859
2013-05-31,972.053
2013-06-28,946.3
2013-07-31,1000.935
2013-08-30,973.981
2013-09-30,1017.67
2013-10-31,1066.825
2013-11-29,1083.849
2013-12-31,1105.961
2014-01-31,1067.37
2014-02-28,1122.757
2014-03-31,1138.419
2014-04-30,1156.611
2014-05-30,1168.835
2014-06-30,1189.358
2014-07-31,1164.842
2014-08-29,1190.773
2014-09-30,1149.612
2014-10-31,1156.292
2014-11-28,1169.304
2014-12-31,1154.082
2015-01-30,1117.424
2015-02-27,1176.203
2015-03-31,1151.046
2015-04-30,1181.245
2015-05-29,1178.799
2015-06-30,1146.765
2015-07-31,1152.963
2015-08-31,1079.668
2015-09-30,1041.409
2015-10-30,1117.412
2015-11-30,1111.038
2015-12-31,1084.858
2016-01-29,1024.069
2016-02-29,1022.28
2016-03-31,1097.212
2016-04-29,1122.724
2016-05-31,1126.843
2016-06-30,1115.488
2016-07-29,1155.699
2016-08-31,1164.084
2016-09-30,1168.362
2016-10-31,1151.786
2016-11-30,1191.743
2016-12-30,1234.405
2017-01-31,1249.075
2017-02-28,1278.83
2017-03-31,1286.724
2017-04-28,1295.298
2017-05-31,1304.364
2017-06-30,1322.483
2017-07-31,1352.98
2017-08-31,1341.161
2017-09-29,1384.405
2017-10-31,1393.858
2017-11-30,1422.771
2017-12-29,1443.097
2018-01-31,1501.163
2018-02-28,1420.902
2018-03-30,1394.835
2018-04-30,1412.826
2018-05-31,1401.928
2018-06-29,1402.311
2018-07-31,1452.551
2018-08-31,1447.694
2018-09-28,1452.839
2018-10-31,1370.405
2018-11-30,1393.799
2018-12-31,1279.933
2019-01-31,1377.949
2019-02-28,1419.202
2019-03-29,1419.682
2019-04-30,1463.754
2019-05-31,1367.164
2019-06-28,1453.939
2019-07-31,1452.115
2019-08-30,1403.072
2019-09-30,1457.061
2019-10-31,1484.707
2019-11-29,1517.403
2019-12-31,1566.947
2020-01-31,1518.102
2020-02-28,1370.032
2020-03-31,1118.302
2020-04-30,1225.713
2020-05-29,1259.775
2020-06-30,1273.914
2020-07-31,1313.175
2020-08-31,1370.628
2020-09-30,1323.384
2020-10-30,1290.717
2020-11-30,1496.344
2020-12-31,1554.174
2021-01-29,1542.169
2021-02-26,1619.081
2021-03-31,1711.722
2021-04-30,1773.858
2021-05-31,1825.705
2021-06-30,1799.002
2021-07-30,1808.664
2021-08-31,1839.184
2021-09-30,1776.321
2021-10-29,1866.642
2021-11-30,1795.385
2021-12-31,1915.479
2022-01-31,1881.367
2022-02-28,1853.834
2022-03-31,1898.351
2022-04-29,1802.733
2022-05-31,1839.608
2022-06-30,1669.453
2022-07-29,1753.898
2022-08-31,1698.47
2022-09-30,1551.434
2022-10-31,1709.301
2022-11-30,1828.954
2022-12-30,1775.716
2023-01-31,1867.364
2023-02-28,1814.479
2023-03-31,1789.739
2023-04-28,1820.439
2023-05-31,1732.291
2023-06-30,1836.89
2023-07-31,1910.77
2023-08-31,1851.898
2023-09-29,1790.513
2023-10-31,1727.117
2023-11-30,1858.575
2023-12-29,1970.963
2024-01-31,1962.459
2024-02-29,2007.685
2024-03-29,2102.26
2024-04-30,2027.455
2024-05-31,2096.829
2024-06-28,2075.997
2024-07-31,2179.982
2024-08-30,2241.66
2024-09-30,2282.85
2024-10-31,2235.189
2024-11-29,2329.518
2024-12-31,2187.038
2025-01-31,2285.727
2025-02-28,2313.729
2025-03-31,2276.127
2025-04-30,2238.146
2025-05-30,2311.332
2025-06-30,2404.049
2025-07-31,2414.838
2025-08-29,2499.986
2025-09-30,2539.707
2025-10-31,2526.089
2025-11-28,2581.318
2025-12-31,2623.543
2026-01-30,2744.963
