Date,KOKUSAI INDEX (WORLD ex JP) IMI VALUE IMI (Large+Mid+Small Cap)
2004-02-09,558.353
2004-02-10,560.301
2004-02-11,565.223
2004-02-12,565.885
2004-02-13,563.59
2004-02-16,564.422
2004-02-17,569.931
2004-02-18,568.326
2004-02-19,567.344
2004-02-20,563.199
2004-02-23,563.32
2004-02-24,562.342
2004-02-25,562.945
2004-02-26,562.334
2004-02-27,563.515
2004-03-01,569.264
2004-03-02,566.549
2004-03-03,564.347
2004-03-04,567.213
2004-03-05,571.874
2004-03-08,569.509
2004-03-09,566.293
2004-03-10,557.186
2004-03-11,547.304
2004-03-12,550.893
2004-03-15,543.574
2004-03-16,548.155
2004-03-17,553.385
2004-03-18,553.331
2004-03-19,550.162
2004-03-22,542.428
2004-03-23,541.939
2004-03-24,538.364
2004-03-25,544.426
2004-03-26,544.316
2004-03-29,551.351
2004-03-30,554.237
2004-03-31,555.73
2004-04-01,560.99
2004-04-02,562.248
2004-04-05,563.616
2004-04-06,564.052
2004-04-07,563.101
2004-04-08,562.178
2004-04-09,562.178
2004-04-12,562.98
2004-04-13,556.219
2004-04-14,551.133
2004-04-15,551.441
2004-04-16,557.095
2004-04-19,556.935
2004-04-20,551.567
2004-04-21,550.507
2004-04-22,556.455
2004-04-23,555.829
2004-04-26,556.197
2004-04-27,557.859
2004-04-28,549.987
2004-04-29,546.345
2004-04-30,544.424
2004-05-03,548.316
2004-05-04,552.335
2004-05-05,553.852
2004-05-06,548.437
2004-05-07,538.411
2004-05-10,527.378
2004-05-11,531.315
2004-05-12,532.525
2004-05-13,532.9
2004-05-14,532.984
2004-05-17,528.466
2004-05-18,531.345
2004-05-19,535.015
2004-05-20,532.848
2004-05-21,536.389
2004-05-24,538.187
2004-05-25,545.195
2004-05-26,547.487
2004-05-27,552.455
2004-05-28,551.308
2004-05-31,551.677
2004-06-01,551.058
2004-06-02,554.082
2004-06-03,551.321
2004-06-04,554.44
2004-06-07,562.471
2004-06-08,562.2
2004-06-09,556.168
2004-06-10,558.752
2004-06-11,557.131
2004-06-14,551.759
2004-06-15,555.52
2004-06-16,557.576
2004-06-17,558.89
2004-06-18,561.923
2004-06-21,560.549
2004-06-22,559.878
2004-06-23,563.868
2004-06-24,565.694
2004-06-25,563.158
2004-06-28,565.354
2004-06-29,563.849
2004-06-30,565.606
2004-07-01,562.06
2004-07-02,562.655
2004-07-05,562.445
2004-07-06,559.981
2004-07-07,561.901
2004-07-08,560.048
2004-07-09,561.663
2004-07-12,562.167
2004-07-13,561.305
2004-07-14,561.167
2004-07-15,558.005
2004-07-16,559.36
2004-07-19,559.192
2004-07-20,559.959
2004-07-21,554.918
2004-07-22,552.698
2004-07-23,548.741
2004-07-26,547.04
2004-07-27,550.295
2004-07-28,551.845
2004-07-29,556.44
2004-07-30,556.653
2004-08-02,558.237
2004-08-03,558.199
2004-08-04,556.305
2004-08-05,551.114
2004-08-06,546.154
2004-08-09,545.357
2004-08-10,551.406
2004-08-11,548.552
2004-08-12,544.526
2004-08-13,546.023
2004-08-16,552.668
2004-08-17,552.62
2004-08-18,556.443
2004-08-19,556.924
2004-08-20,559.553
2004-08-23,558.355
2004-08-24,557.746
2004-08-25,560.415
2004-08-26,561.695
2004-08-27,563.327
2004-08-30,560.964
2004-08-31,563.59
2004-09-01,565.975
2004-09-02,570.192
2004-09-03,569.45
2004-09-06,570.322
2004-09-07,573.717
2004-09-08,572.306
2004-09-09,572.553
2004-09-10,575.967
2004-09-13,576.984
2004-09-14,577.517
2004-09-15,573.062
2004-09-16,576.372
2004-09-17,579.022
2004-09-20,576.224
2004-09-21,581.936
2004-09-22,576.03
2004-09-23,573.279
2004-09-24,574.599
2004-09-27,571.923
2004-09-28,575.889
2004-09-29,577.32
2004-09-30,578.014
2004-10-01,586.167
2004-10-04,587.089
2004-10-05,588.313
2004-10-06,591.416
2004-10-07,588.229
2004-10-08,588.008
2004-10-11,588.097
2004-10-12,584.947
2004-10-13,580.636
2004-10-14,578.877
2004-10-15,581.76
2004-10-18,582.088
2004-10-19,579.407
2004-10-20,578.917
2004-10-21,580.864
2004-10-22,579.002
2004-10-25,578.573
2004-10-26,584.49
2004-10-27,590.113
2004-10-28,591.399
2004-10-29,592.062
2004-11-01,594.584
2004-11-02,594.661
2004-11-03,601.617
2004-11-04,609.245
2004-11-05,611.277
2004-11-08,611.389
2004-11-09,610.969
2004-11-10,612.271
2004-11-11,617.099
2004-11-12,622.037
2004-11-15,621.072
2004-11-16,618.157
2004-11-17,622.804
2004-11-18,622.173
2004-11-19,619.045
2004-11-22,620.813
2004-11-23,622.783
2004-11-24,625.519
2004-11-25,628.587
2004-11-26,629.462
2004-11-29,628.249
2004-11-30,626.972
2004-12-01,634.624
2004-12-02,633.053
2004-12-03,634.238
2004-12-06,633.823
2004-12-07,629.752
2004-12-08,627.685
2004-12-09,627.249
2004-12-10,628.064
2004-12-13,634.734
2004-12-14,636.244
2004-12-15,641.189
2004-12-16,638.391
2004-12-17,633.785
2004-12-20,637.871
2004-12-21,640.738
2004-12-22,643.816
2004-12-23,646.08
2004-12-24,647.287
2004-12-27,646.367
2004-12-28,649.011
2004-12-29,648.615
2004-12-30,649.652
2004-12-31,648.906
2005-01-03,643.571
2005-01-04,637.549
2005-01-05,633.16
2005-01-06,634.458
2005-01-07,632.327
2005-01-10,634.577
2005-01-11,631.547
2005-01-12,633.814
2005-01-13,630.923
2005-01-14,632.292
2005-01-17,632.826
2005-01-18,636.674
2005-01-19,633.745
2005-01-20,629.233
2005-01-21,628.148
2005-01-24,628.302
2005-01-25,628.978
2005-01-26,633.172
2005-01-27,633.563
2005-01-28,630.807
2005-01-31,637.011
2005-02-01,641.646
2005-02-02,644.567
2005-02-03,642.455
2005-02-04,649.267
2005-02-07,648.614
2005-02-08,648.576
2005-02-09,645.877
2005-02-10,650.038
2005-02-11,654.342
2005-02-14,657.033
2005-02-15,658.466
2005-02-16,658.199
2005-02-17,657.402
2005-02-18,658.539
2005-02-21,657.919
2005-02-22,652.424
2005-02-23,652.81
2005-02-24,656.227
2005-02-25,663.907
2005-02-28,662.793
2005-03-01,664.212
2005-03-02,663.15
2005-03-03,663.866
2005-03-04,672.962
2005-03-07,672.329
2005-03-08,672.786
2005-03-09,666.487
2005-03-10,665.251
2005-03-11,664.976
2005-03-14,666.318
2005-03-15,664.515
2005-03-16,660.351
2005-03-17,660.406
2005-03-18,659.385
2005-03-21,654.731
2005-03-22,650.965
2005-03-23,644.752
2005-03-24,644.942
2005-03-25,644.942
2005-03-28,644.273
2005-03-29,641.976
2005-03-30,647.444
2005-03-31,649.726
2005-04-01,648.747
2005-04-04,645.776
2005-04-05,648.696
2005-04-06,651.518
2005-04-07,655.245
2005-04-08,651.134
2005-04-11,652.731
2005-04-12,653.345
2005-04-13,649.796
2005-04-14,642.765
2005-04-15,634.228
2005-04-18,633.109
2005-04-19,638.243
2005-04-20,632.232
2005-04-21,638.831
2005-04-22,639.177
2005-04-25,642.288
2005-04-26,637.696
2005-04-27,635.981
2005-04-28,630.257
2005-04-29,635.797
2005-05-02,637.292
2005-05-03,637.546
2005-05-04,644.917
2005-05-05,645.543
2005-05-06,644.236
2005-05-09,646.046
2005-05-10,641.079
2005-05-11,640.748
2005-05-12,634.961
2005-05-13,630.179
2005-05-16,632.439
2005-05-17,635.826
2005-05-18,643.36
2005-05-19,646.64
2005-05-20,644.668
2005-05-23,648.414
2005-05-24,648.264
2005-05-25,646.725
2005-05-26,649.317
2005-05-27,650.693
2005-05-30,651.077
2005-05-31,646.54
2005-06-01,651.948
2005-06-02,652.503
2005-06-03,649.869
2005-06-06,650.343
2005-06-07,652.918
2005-06-08,653.297
2005-06-09,652.709
2005-06-10,653.331
2005-06-13,653.642
2005-06-14,655.75
2005-06-15,658.031
2005-06-16,661.342
2005-06-17,666.992
2005-06-20,664.624
2005-06-21,664.052
2005-06-22,665.208
2005-06-23,660.725
2005-06-24,656.853
2005-06-27,656.118
2005-06-28,659.965
2005-06-29,660.322
2005-06-30,657.689
2005-07-01,658.403
2005-07-04,657.839
2005-07-05,660.819
2005-07-06,659.178
2005-07-07,656.459
2005-07-08,663.653
2005-07-11,670.28
2005-07-12,672.845
2005-07-13,672.578
2005-07-14,673.971
2005-07-15,672.749
2005-07-18,669.921
2005-07-19,671.845
2005-07-20,674.021
2005-07-21,673.456
2005-07-22,677.194
2005-07-25,675.399
2005-07-26,675.423
2005-07-27,677.925
2005-07-28,681.992
2005-07-29,679.844
2005-08-01,681.544
2005-08-02,686.369
2005-08-03,687.715
2005-08-04,683.449
2005-08-05,677.303
2005-08-08,677.818
2005-08-09,681.038
2005-08-10,684.792
2005-08-11,688.904
2005-08-12,686.405
2005-08-15,686.099
2005-08-16,680.582
2005-08-17,679.301
2005-08-18,674.776
2005-08-19,677.099
2005-08-22,680.505
2005-08-23,677.317
2005-08-24,674.932
2005-08-25,675.411
2005-08-26,671.784
2005-08-29,673.296
2005-08-30,671.036
2005-08-31,680.067
2005-09-01,686.613
2005-09-02,686.37
2005-09-05,687.57
2005-09-06,693.559
2005-09-07,694.853
2005-09-08,692.627
2005-09-09,697.69
2005-09-12,694.89
2005-09-13,690.153
2005-09-14,691.373
2005-09-15,689.999
2005-09-16,695.489
2005-09-19,692.696
2005-09-20,690.749
2005-09-21,685.295
2005-09-22,683.423
2005-09-23,683.005
2005-09-26,686.309
2005-09-27,685.181
2005-09-28,687.548
2005-09-29,691.192
2005-09-30,692.738
2005-10-03,691.295
2005-10-04,687.115
2005-10-05,677.43
2005-10-06,675.151
2005-10-07,675.794
2005-10-10,671.461
2005-10-11,669.838
2005-10-12,665.878
2005-10-13,660.218
2005-10-14,666.893
2005-10-17,667.722
2005-10-18,659.81
2005-10-19,662.224
2005-10-20,655.885
2005-10-21,656.737
2005-10-24,666.046
2005-10-25,667.721
2005-10-26,666.97
2005-10-27,661.362
2005-10-28,667.216
2005-10-31,673.236
2005-11-01,672.509
2005-11-02,679.436
