Date,USA SMID VALUE SMID (Small+Mid Cap)
1994-05-31,177.317
1994-06-30,174.474
1994-07-29,179.643
1994-08-31,185.645
1994-09-30,181.974
1994-10-31,179.714
1994-11-30,172.072
1994-12-30,175.713
1995-01-31,178.08
1995-02-28,186.019
1995-03-31,188.143
1995-04-28,192.406
1995-05-31,197.85
1995-06-30,203.734
1995-07-31,211.282
1995-08-31,216.313
1995-09-29,220.194
1995-10-31,214.581
1995-11-30,224.449
1995-12-29,228.886
1996-01-31,231.027
1996-02-29,234.487
1996-03-29,239.214
1996-04-30,243.553
1996-05-31,248.033
1996-06-28,246.455
1996-07-31,234.62
1996-08-30,245.127
1996-09-30,253.573
1996-10-31,257.1
1996-11-29,270.895
1996-12-31,276.408
1997-01-31,283.222
1997-02-28,286.983
1997-03-31,277.711
1997-04-30,282.137
1997-05-30,302.417
1997-06-30,317.446
1997-07-31,336.839
1997-08-29,337.877
1997-09-30,360.107
1997-10-31,350.392
1997-11-28,358.232
1997-12-31,372.85
1998-01-30,365.259
1998-02-27,388.264
1998-03-31,406.511
1998-04-30,406.656
1998-05-29,394.507
1998-06-30,390.433
1998-07-31,369.288
1998-08-31,310.191
1998-09-30,325.561
1998-10-30,341.886
1998-11-30,354.505
1998-12-31,363.062
1999-01-29,354.064
1999-02-26,338.642
1999-03-31,341.743
1999-04-30,376.247
1999-05-31,379.585
1999-06-30,390.616
1999-07-30,381.204
1999-08-31,367.141
1999-09-30,353.891
1999-10-29,358.697
1999-11-30,360.816
1999-12-31,373.056
2000-01-31,357.266
2000-02-29,357.572
2000-03-31,380.622
2000-04-28,373.999
2000-05-31,371.684
2000-06-30,370.299
2000-07-31,376.039
2000-08-31,399.943
2000-09-29,396.327
2000-10-31,391.587
2000-11-30,376.806
2000-12-29,410.123
2001-01-31,424.832
2001-02-28,412.928
2001-03-30,402.643
2001-04-30,427.241
2001-05-31,442.409
2001-06-29,447.309
2001-07-31,442.855
2001-08-31,435.468
2001-09-28,390.076
2001-10-31,396.638
2001-11-30,424.074
2001-12-31,447.055
2002-01-31,448.737
2002-02-28,453.88
2002-03-29,483.117
2002-04-30,488.433
2002-05-31,480.924
2002-06-28,454.85
2002-07-31,407.344
2002-08-30,412.427
2002-09-30,373.953
2002-10-31,384.44
2002-11-29,409.806
2002-12-31,400.598
2003-01-31,390.133
2003-02-28,381.078
2003-03-31,382.847
2003-04-30,413.333
2003-05-30,450.489
2003-06-30,453.572
2003-07-31,468.514
2003-08-29,483.744
2003-09-30,481.18
2003-10-31,514.146
2003-11-28,529.203
2003-12-31,555.253
2004-01-30,569.4
2004-02-27,585.555
2004-03-31,590.379
2004-04-30,565.471
2004-05-31,578.179
2004-06-30,600.433
2004-07-30,583.708
2004-08-31,591.691
2004-09-30,610.601
2004-10-29,622.846
2004-11-30,665.458
2004-12-31,689.351
2005-01-31,667.92
2005-02-28,689.6
2005-03-31,682.556
2005-04-29,661.459
2005-05-31,691.531
2005-06-30,713.642
2005-07-29,752.572
2005-08-31,742.655
2005-09-30,748.908
2005-10-31,727.081
2005-11-30,758.417
2005-12-30,762.274
2006-01-31,801.961
2006-02-28,804.417
2006-03-31,825.709
2006-04-28,832.361
2006-05-31,807.005
2006-06-30,813.818
2006-07-31,808.728
2006-08-31,827.524
2006-09-29,836.193
2006-10-31,873.449
2006-11-30,903.394
2006-12-29,909.533
2007-01-31,934.839
2007-02-28,934.681
2007-03-30,940.657
2007-04-30,964.966
2007-05-31,1000.0
2007-06-29,971.054
2007-07-31,904.397
2007-08-31,911.386
2007-09-28,922.143
2007-10-31,924.895
2007-11-30,871.104
2007-12-31,853.745
2008-01-31,822.342
2008-02-29,786.713
2008-03-31,786.927
2008-04-30,820.346
2008-05-30,849.524
2008-06-30,755.82
2008-07-31,769.574
2008-08-29,798.407
2008-09-30,748.272
2008-10-31,586.301
2008-11-28,533.569
2008-12-31,565.428
2009-01-30,504.883
2009-02-27,436.452
2009-03-31,475.329
2009-04-30,561.039
2009-05-29,582.99
2009-06-30,581.48
2009-07-31,644.799
2009-08-31,691.068
2009-09-30,729.684
2009-10-30,688.829
2009-11-30,720.631
2009-12-31,764.363
2010-01-29,744.039
2010-02-26,779.211
2010-03-31,838.724
2010-04-30,878.407
2010-05-31,811.21
2010-06-30,754.648
2010-07-30,809.366
2010-08-31,763.573
2010-09-30,838.406
2010-10-29,868.567
2010-11-30,877.303
2010-12-31,947.577
2011-01-31,963.068
2011-02-28,1002.849
2011-03-31,1013.312
2011-04-29,1040.804
2011-05-31,1027.069
2011-06-30,1001.705
2011-07-29,963.212
2011-08-31,893.174
2011-09-30,805.807
2011-10-31,914.799
2011-11-30,913.912
2011-12-30,924.731
2012-01-31,980.289
2012-02-29,1015.208
2012-03-30,1038.576
2012-04-30,1032.222
2012-05-31,962.241
2012-06-29,998.838
2012-07-31,1001.386
2012-08-31,1031.417
2012-09-28,1057.914
2012-10-31,1055.648
2012-11-30,1064.884
2012-12-31,1098.03
2013-01-31,1176.346
2013-02-28,1197.775
2013-03-29,1254.215
2013-04-30,1267.824
2013-05-31,1290.22
2013-06-28,1275.916
2013-07-31,1352.281
2013-08-30,1297.638
2013-09-30,1356.935
2013-10-31,1415.169
2013-11-29,1440.551
2013-12-31,1477.188
2014-01-31,1438.645
2014-02-28,1510.294
2014-03-31,1534.288
2014-04-30,1525.948
2014-05-30,1548.813
2014-06-30,1605.569
2014-07-31,1542.927
2014-08-29,1614.349
2014-09-30,1539.625
2014-10-31,1606.39
2014-11-28,1621.959
2014-12-31,1643.888
2015-01-30,1607.109
2015-02-27,1681.935
2015-03-31,1689.77
2015-04-30,1671.577
2015-05-29,1696.116
2015-06-30,1661.718
2015-07-31,1651.2
2015-08-31,1565.696
2015-09-30,1517.068
2015-10-30,1607.477
2015-11-30,1631.395
2015-12-31,1567.361
2016-01-29,1470.287
2016-02-29,1487.612
2016-03-31,1620.463
2016-04-29,1651.351
2016-05-31,1676.133
2016-06-30,1686.475
2016-07-29,1763.051
2016-08-31,1773.288
2016-09-30,1784.931
2016-10-31,1737.14
2016-11-30,1887.154
2016-12-30,1935.113
2017-01-31,1966.569
2017-02-28,2019.804
2017-03-31,2001.382
2017-04-28,2007.014
2017-05-31,1981.899
2017-06-30,2026.549
2017-07-31,2056.465
2017-08-31,2027.557
2017-09-29,2111.212
2017-10-31,2124.338
2017-11-30,2196.379
2017-12-29,2208.488
2018-01-31,2253.052
2018-02-28,2146.362
2018-03-30,2161.175
2018-04-30,2174.905
2018-05-31,2230.172
2018-06-29,2248.637
2018-07-31,2295.812
2018-08-31,2334.224
2018-09-28,2296.629
2018-10-31,2126.621
2018-11-30,2166.895
2018-12-31,1936.473
2019-01-31,2149.407
2019-02-28,2219.15
2019-03-29,2200.395
2019-04-30,2277.628
2019-05-31,2111.726
2019-06-28,2236.737
2019-07-31,2262.52
2019-08-30,2166.085
2019-09-30,2267.136
2019-10-31,2296.071
2019-11-29,2348.981
2019-12-31,2417.099
2020-01-31,2343.309
2020-02-28,2098.765
2020-03-31,1562.186
2020-04-30,1772.633
2020-05-29,1843.86
2020-06-30,1883.081
2020-07-31,1954.318
2020-08-31,2033.99
2020-09-30,1973.813
2020-10-30,2008.116
2020-11-30,2335.617
2020-12-31,2466.71
2021-01-29,2498.958
2021-02-26,2689.224
2021-03-31,2833.825
2021-04-30,2965.545
2021-05-31,3027.706
2021-06-30,2997.86
2021-07-30,2986.69
2021-08-31,3061.317
2021-09-30,2967.033
2021-10-29,3115.15
2021-11-30,3023.514
2021-12-31,3195.386
2022-01-31,3060.166
2022-02-28,3067.384
2022-03-31,3127.956
2022-04-29,2935.319
2022-05-31,2980.034
2022-06-30,2666.253
2022-07-29,2903.336
2022-08-31,2829.409
2022-09-30,2547.018
2022-10-31,2816.196
2022-11-30,2970.547
2022-12-30,2807.564
2023-01-31,3046.87
2023-02-28,2958.638
2023-03-31,2795.232
2023-04-28,2775.112
2023-05-31,2667.789
2023-06-30,2893.697
2023-07-31,3034.969
2023-08-31,2920.125
2023-09-29,2771.956
2023-10-31,2637.789
2023-11-30,2878.907
2023-12-29,3148.63
2024-01-31,3073.556
2024-02-29,3186.168
2024-03-29,3357.397
2024-04-30,3181.113
2024-05-31,3290.354
2024-06-28,3227.425
2024-07-31,3469.452
2024-08-30,3522.856
2024-09-30,3587.717
2024-10-31,3546.787
2024-11-29,3824.396
2024-12-31,3537.281
2025-01-31,3659.988
2025-02-28,3567.822
2025-03-31,3417.846
2025-04-30,3304.539
2025-05-30,3443.032
2025-06-30,3561.913
2025-07-31,3617.799
2025-08-29,3781.297
2025-09-30,3800.878
