Date,BELGIUM SMALL VALUE Small Cap
2001-07-03,200.597
2001-07-04,200.041
2001-07-05,198.813
2001-07-06,199.545
2001-07-09,200.209
2001-07-10,199.983
2001-07-11,201.094
2001-07-12,198.676
2001-07-13,199.352
2001-07-16,199.787
2001-07-17,199.623
2001-07-18,202.998
2001-07-19,202.206
2001-07-20,203.132
2001-07-23,201.643
2001-07-24,202.044
2001-07-25,201.599
2001-07-26,199.749
2001-07-27,199.422
2001-07-30,200.268
2001-07-31,201.196
2001-08-01,202.425
2001-08-02,202.526
2001-08-03,202.551
2001-08-06,203.693
2001-08-07,202.008
2001-08-08,201.478
2001-08-09,203.454
2001-08-10,205.436
2001-08-13,206.306
2001-08-14,205.672
2001-08-15,209.212
2001-08-16,207.96
2001-08-17,208.396
2001-08-20,207.354
2001-08-21,207.138
2001-08-22,207.89
2001-08-23,206.259
2001-08-24,206.159
2001-08-27,204.158
2001-08-28,203.204
2001-08-29,202.769
2001-08-30,202.08
2001-08-31,202.034
2001-09-03,200.023
2001-09-04,194.202
2001-09-05,192.645
2001-09-06,189.931
2001-09-07,190.472
2001-09-10,185.32
2001-09-11,182.422
2001-09-12,179.519
2001-09-13,181.102
2001-09-14,179.883
2001-09-17,177.57
2001-09-18,176.325
2001-09-19,175.765
2001-09-20,171.376
2001-09-21,163.129
2001-09-24,169.092
2001-09-25,173.737
2001-09-26,178.465
2001-09-27,179.146
2001-09-28,181.703
2001-10-01,182.254
2001-10-02,183.555
2001-10-03,182.024
2001-10-04,183.152
2001-10-05,183.693
2001-10-08,182.574
2001-10-09,184.252
2001-10-10,182.745
2001-10-11,183.01
2001-10-12,183.21
2001-10-15,180.824
2001-10-16,183.29
2001-10-17,183.541
2001-10-18,182.297
2001-10-19,180.019
2001-10-22,178.599
2001-10-23,182.383
2001-10-24,184.437
2001-10-25,184.429
2001-10-26,183.413
2001-10-29,185.098
2001-10-30,182.761
2001-10-31,182.905
2001-11-01,184.077
2001-11-02,185.606
2001-11-05,185.865
2001-11-06,184.173
2001-11-07,186.969
2001-11-08,187.935
2001-11-09,186.943
2001-11-12,184.472
2001-11-13,184.833
2001-11-14,186.727
2001-11-15,190.144
2001-11-16,191.726
2001-11-19,191.091
2001-11-20,190.313
2001-11-21,188.773
2001-11-22,189.469
2001-11-23,188.796
2001-11-26,189.043
2001-11-27,190.148
2001-11-28,190.527
2001-11-29,193.21
2001-11-30,196.187
2001-12-03,193.316
2001-12-04,193.274
2001-12-05,194.166
2001-12-06,197.205
2001-12-07,198.448
2001-12-10,197.808
2001-12-11,197.702
2001-12-12,199.199
2001-12-13,198.285
2001-12-14,198.155
2001-12-17,199.07
2001-12-18,198.294
2001-12-19,203.293
2001-12-20,203.796
2001-12-21,202.498
2001-12-24,201.995
2001-12-25,201.995
2001-12-26,202.167
2001-12-27,207.431
2001-12-28,207.474
2001-12-31,209.497
2002-01-01,209.497
2002-01-02,212.69
2002-01-03,213.053
2002-01-04,213.165
2002-01-07,212.881
2002-01-08,212.495
2002-01-09,212.264
2002-01-10,212.433
2002-01-11,213.131
2002-01-14,212.769
2002-01-15,210.115
2002-01-16,208.016
2002-01-17,208.557
2002-01-18,211.308
2002-01-21,211.267
2002-01-22,211.688
2002-01-23,211.976
2002-01-24,213.244
2002-01-25,209.052
2002-01-28,209.872
2002-01-29,210.996
2002-01-30,209.561
2002-01-31,208.884
2002-02-01,208.952
2002-02-04,212.15
2002-02-05,212.638
2002-02-06,213.49
2002-02-07,213.587
2002-02-08,214.714
2002-02-11,217.361
2002-02-12,217.799
2002-02-13,217.031
2002-02-14,217.033
2002-02-15,217.426
2002-02-18,215.287
2002-02-19,215.757
2002-02-20,214.973
2002-02-21,214.975
2002-02-22,215.822
2002-02-25,213.012
2002-02-26,213.683
2002-02-27,214.348
2002-02-28,213.435
2002-03-01,213.525
2002-03-04,217.099
2002-03-05,216.418
2002-03-06,218.118
2002-03-07,218.443
2002-03-08,217.303
2002-03-11,218.358
2002-03-12,217.425
2002-03-13,218.837
2002-03-14,220.988
2002-03-15,221.413
2002-03-18,222.026
2002-03-19,225.949
2002-03-20,230.38
2002-03-21,228.891
2002-03-22,229.898
2002-03-25,228.898
2002-03-26,228.678
2002-03-27,228.202
2002-03-28,228.336
2002-03-29,228.336
2002-04-01,230.208
2002-04-02,230.359
2002-04-03,231.04
2002-04-04,230.89
2002-04-05,229.609
2002-04-08,228.495
2002-04-09,228.7
2002-04-10,228.423
2002-04-11,230.242
2002-04-12,229.904
2002-04-15,230.045
2002-04-16,231.586
2002-04-17,234.658
2002-04-18,236.993
2002-04-19,238.194
2002-04-22,237.834
2002-04-23,238.898
2002-04-24,239.167
2002-04-25,240.21
2002-04-26,239.253
2002-04-29,236.811
2002-04-30,237.772
2002-05-01,239.118
2002-05-02,238.478
2002-05-03,241.268
2002-05-06,243.811
2002-05-07,241.15
2002-05-08,241.647
2002-05-09,241.932
2002-05-10,244.012
2002-05-13,244.291
2002-05-14,242.266
2002-05-15,245.131
2002-05-16,245.292
2002-05-17,248.006
2002-05-20,247.489
2002-05-21,246.176
2002-05-22,245.761
2002-05-23,244.074
2002-05-24,245.102
2002-05-27,244.166
2002-05-28,248.554
2002-05-29,247.651
2002-05-30,249.329
2002-05-31,247.684
2002-06-03,249.329
2002-06-04,247.564
2002-06-05,247.56
2002-06-06,248.675
2002-06-07,246.736
2002-06-10,244.255
2002-06-11,245.107
2002-06-12,243.692
2002-06-13,239.289
2002-06-14,235.787
2002-06-17,238.946
2002-06-18,240.889
2002-06-19,242.597
2002-06-20,240.809
2002-06-21,242.051
2002-06-24,239.761
2002-06-25,239.049
2002-06-26,242.021
2002-06-27,243.047
2002-06-28,246.94
2002-07-01,246.912
2002-07-02,244.71
2002-07-03,241.185
2002-07-04,243.414
2002-07-05,243.634
2002-07-08,247.45
2002-07-09,250.672
2002-07-10,245.222
2002-07-11,240.556
2002-07-12,242.602
2002-07-15,242.795
2002-07-16,238.987
2002-07-17,239.971
2002-07-18,241.596
2002-07-19,240.792
2002-07-22,235.22
2002-07-23,226.687
2002-07-24,221.616
2002-07-25,234.804
2002-07-26,232.498
2002-07-29,232.993
2002-07-30,230.443
2002-07-31,232.497
2002-08-01,229.664
2002-08-02,228.958
2002-08-05,224.806
2002-08-06,218.998
2002-08-07,222.743
2002-08-08,223.659
2002-08-09,224.683
2002-08-12,224.56
2002-08-13,224.24
2002-08-14,224.197
2002-08-15,224.97
2002-08-16,223.848
2002-08-19,224.024
2002-08-20,226.01
2002-08-21,228.458
2002-08-22,228.208
2002-08-23,233.915
2002-08-26,233.413
2002-08-27,236.893
2002-08-28,233.832
2002-08-29,231.229
2002-08-30,229.106
2002-09-02,231.641
2002-09-03,232.714
2002-09-04,229.443
2002-09-05,226.549
2002-09-06,222.385
2002-09-09,221.364
2002-09-10,221.451
2002-09-11,224.052
2002-09-12,222.462
2002-09-13,221.813
2002-09-16,220.429
2002-09-17,220.217
2002-09-18,217.322
2002-09-19,217.375
2002-09-20,213.547
2002-09-23,209.768
2002-09-24,201.903
2002-09-25,202.699
2002-09-26,207.014
2002-09-27,208.245
2002-09-30,205.821
2002-10-01,206.805
2002-10-02,211.126
2002-10-03,207.47
2002-10-04,206.041
2002-10-07,202.261
2002-10-08,199.721
2002-10-09,197.67
2002-10-10,194.66
2002-10-11,201.647
2002-10-14,198.938
2002-10-15,210.06
2002-10-16,210.122
2002-10-17,214.514
2002-10-18,213.074
2002-10-21,213.638
2002-10-22,215.088
2002-10-23,212.022
2002-10-24,214.794
2002-10-25,213.148
2002-10-28,213.76
2002-10-29,211.741
2002-10-30,212.16
2002-10-31,213.852
2002-11-01,217.45
2002-11-04,218.271
2002-11-05,221.357
2002-11-06,222.254
2002-11-07,224.358
2002-11-08,223.196
2002-11-11,223.432
2002-11-12,223.921
2002-11-13,221.854
2002-11-14,224.17
2002-11-15,226.102
2002-11-18,227.861
2002-11-19,228.961
2002-11-20,227.447
2002-11-21,228.153
2002-11-22,228.362
2002-11-25,227.964
2002-11-26,226.954
2002-11-27,228.992
2002-11-28,229.902
2002-11-29,228.251
2002-12-02,230.719
2002-12-03,228.676
2002-12-04,229.341
2002-12-05,231.143
2002-12-06,231.008
2002-12-09,228.865
2002-12-10,228.602
2002-12-11,230.899
2002-12-12,230.765
2002-12-13,230.173
2002-12-16,230.163
2002-12-17,233.207
2002-12-18,232.477
2002-12-19,233.361
2002-12-20,233.95
2002-12-23,234.523
2002-12-24,235.216
2002-12-25,235.216
2002-12-26,235.809
2002-12-27,237.387
2002-12-30,239.91
2002-12-31,241.637
2003-01-01,241.637
2003-01-02,239.943
2003-01-03,242.276
2003-01-06,243.18
2003-01-07,241.577
2003-01-08,238.072
2003-01-09,240.025
2003-01-10,242.642
2003-01-13,242.026
2003-01-14,244.034
2003-01-15,242.861
2003-01-16,243.709
2003-01-17,243.675
2003-01-20,243.804
2003-01-21,243.556
2003-01-22,240.377
2003-01-23,240.174
2003-01-24,241.363
2003-01-27,236.431
2003-01-28,236.81
2003-01-29,236.214
2003-01-30,235.32
2003-01-31,236.687
2003-02-03,235.488
2003-02-04,236.773
2003-02-05,235.157
2003-02-06,232.418
2003-02-07,230.547
2003-02-10,226.524
2003-02-11,227.626
2003-02-12,226.748
2003-02-13,228.677
2003-02-14,231.034
2003-02-17,231.303
2003-02-18,231.921
2003-02-19,231.177
2003-02-20,232.01
2003-02-21,232.124
2003-02-24,227.603
2003-02-25,222.685
2003-02-26,222.127
2003-02-27,218.151
2003-02-28,221.365
2003-03-03,222.56
2003-03-04,222.695
2003-03-05,221.038
2003-03-06,218.923
2003-03-07,217.981
2003-03-10,212.989
2003-03-11,207.832
2003-03-12,207.175
2003-03-13,216.239
2003-03-14,221.481
2003-03-17,222.803
2003-03-18,220.995
2003-03-19,219.538
2003-03-20,219.86
2003-03-21,221.311
2003-03-24,220.655
2003-03-25,219.832
2003-03-26,221.906
2003-03-27,222.072
2003-03-28,222.323
2003-03-31,223.627
2003-04-01,225.803
2003-04-02,226.453
2003-04-03,227.421
2003-04-04,229.287
2003-04-07,234.776
2003-04-08,231.724
2003-04-09,231.828
2003-04-10,233.771
2003-04-11,232.957
2003-04-14,234.119
2003-04-15,238.093
2003-04-16,240.418
2003-04-17,240.411
2003-04-18,240.411
2003-04-21,239.375
2003-04-22,240.93
2003-04-23,243.666
2003-04-24,244.863
2003-04-25,242.36
2003-04-28,242.587
2003-04-29,246.167
2003-04-30,250.892
2003-05-01,253.196
2003-05-02,250.923
2003-05-05,256.434
2003-05-06,259.572
2003-05-07,266.925
2003-05-08,270.666
2003-05-09,272.613
2003-05-12,275.963
2003-05-13,279.76
2003-05-14,282.704
2003-05-15,279.281
2003-05-16,282.72
2003-05-19,279.385
2003-05-20,282.179
2003-05-21,280.876
2003-05-22,283.577
2003-05-23,285.49
2003-05-26,286.295
2003-05-27,287.004
2003-05-28,289.343
2003-05-29,294.543
2003-05-30,296.611
2003-06-02,291.789
2003-06-03,294.577
2003-06-04,299.773
2003-06-05,300.076
2003-06-06,302.382
2003-06-09,304.567
2003-06-10,300.481
2003-06-11,302.113
2003-06-12,302.413
2003-06-13,300.828
2003-06-16,301.657
2003-06-17,303.264
2003-06-18,301.512
2003-06-19,298.729
2003-06-20,300.142
2003-06-23,297.293
2003-06-24,292.611
2003-06-25,294.837
2003-06-26,291.321
2003-06-27,295.013
2003-06-30,296.585
2003-07-01,297.194
2003-07-02,297.218
2003-07-03,298.239
2003-07-04,297.051
2003-07-07,295.75
2003-07-08,295.281
2003-07-09,297.303
2003-07-10,296.201
2003-07-11,295.574
2003-07-14,297.904
2003-07-15,296.934
2003-07-16,296.622
2003-07-17,295.194
2003-07-18,295.908
2003-07-21,301.013
2003-07-22,301.672
2003-07-23,305.678
2003-07-24,306.488
2003-07-25,309.144
2003-07-28,308.303
2003-07-29,307.129
2003-07-30,305.088
2003-07-31,302.121
2003-08-01,318.152
2003-08-04,318.205
2003-08-05,318.981
2003-08-06,317.825
2003-08-07,319.912
2003-08-08,319.846
2003-08-11,320.222
2003-08-12,318.533
2003-08-13,320.306
2003-08-14,321.781
2003-08-15,323.308
2003-08-18,322.432
2003-08-19,321.72
2003-08-20,321.423
2003-08-21,319.432
2003-08-22,317.535
2003-08-25,319.626
2003-08-26,317.577
2003-08-27,317.701
2003-08-28,318.719
2003-08-29,319.658
2003-09-01,318.742
2003-09-02,316.299
2003-09-03,319.486
2003-09-04,319.956
2003-09-05,324.408
2003-09-08,335.542
2003-09-09,338.153
2003-09-10,336.641
2003-09-11,336.421
2003-09-12,340.287
2003-09-15,341.86
2003-09-16,341.032
2003-09-17,341.427
2003-09-18,342.812
2003-09-19,345.189
2003-09-22,344.398
2003-09-23,340.778
2003-09-24,341.687
2003-09-25,338.304
2003-09-26,336.578
2003-09-29,337.359
2003-09-30,335.63
2003-10-01,338.961
2003-10-02,341.396
2003-10-03,346.043
2003-10-06,348.575
2003-10-07,348.147
2003-10-08,352.211
2003-10-09,350.981
2003-10-10,351.227
2003-10-13,350.912
2003-10-14,350.982
2003-10-15,351.054
2003-10-16,353.649
2003-10-17,352.595
2003-10-20,353.3
2003-10-21,354.111
2003-10-22,352.789
2003-10-23,351.449
2003-10-24,352.907
2003-10-27,351.78
2003-10-28,351.858
2003-10-29,351.913
2003-10-30,358.558
2003-10-31,362.697
2003-11-03,359.614
2003-11-04,362.961
2003-11-05,362.012
2003-11-06,366.874
2003-11-07,370.32
2003-11-10,371.091
2003-11-11,369.451
2003-11-12,374.926
2003-11-13,376.594
2003-11-14,377.876
2003-11-17,373.728
2003-11-18,373.79
2003-11-19,371.089
2003-11-20,371.447
2003-11-21,371.819
2003-11-24,369.583
2003-11-25,373.883
2003-11-26,377.761
2003-11-27,376.618
2003-11-28,377.206
2003-12-01,377.761
2003-12-02,381.892
2003-12-03,382.947
2003-12-04,383.119
2003-12-05,384.46
2003-12-08,385.312
2003-12-09,386.774
2003-12-10,385.89
2003-12-11,380.77
2003-12-12,382.746
2003-12-15,386.276
2003-12-16,385.88
2003-12-17,388.732
2003-12-18,390.208
2003-12-19,389.789
2003-12-22,393.147
2003-12-23,396.354
2003-12-24,397.331
2003-12-25,397.331
2003-12-26,397.171
2003-12-29,398.495
2003-12-30,400.499
2003-12-31,403.643
2004-01-01,403.643
2004-01-02,403.363
2004-01-05,405.24
2004-01-06,409.499
2004-01-07,410.61
2004-01-08,413.865
2004-01-09,419.518
2004-01-12,417.095
2004-01-13,416.182
2004-01-14,416.263
2004-01-15,414.657
2004-01-16,410.321
2004-01-19,412.724
2004-01-20,419.219
2004-01-21,420.544
2004-01-22,425.463
2004-01-23,426.882
2004-01-26,423.863
2004-01-27,426.906
2004-01-28,425.349
2004-01-29,414.414
2004-01-30,415.845
2004-02-02,419.693
2004-02-03,426.473
2004-02-04,424.363
2004-02-05,426.723
2004-02-06,429.099
2004-02-09,429.288
2004-02-10,430.422
2004-02-11,429.786
2004-02-12,435.631
2004-02-13,431.3
2004-02-16,433.569
2004-02-17,435.409
2004-02-18,436.314
2004-02-19,430.385
2004-02-20,425.273
2004-02-23,425.349
2004-02-24,428.129
2004-02-25,423.058
2004-02-26,418.729
2004-02-27,419.732
2004-03-01,419.563
2004-03-02,415.002
2004-03-03,410.254
2004-03-04,414.329
2004-03-05,422.237
2004-03-08,418.249
2004-03-09,416.59
2004-03-10,409.295
2004-03-11,402.691
2004-03-12,399.605
2004-03-15,396.46
2004-03-16,397.871
2004-03-17,398.37
2004-03-18,402.535
2004-03-19,397.431
2004-03-22,394.22
2004-03-23,393.024
2004-03-24,389.947
2004-03-25,390.945
2004-03-26,389.657
2004-03-29,389.968
2004-03-30,392.129
2004-03-31,397.277
2004-04-01,401.131
2004-04-02,397.858
2004-04-05,396.49
2004-04-06,399.399
2004-04-07,403.351
2004-04-08,401.499
2004-04-09,401.499
2004-04-12,400.372
2004-04-13,396.121
2004-04-14,395.845
2004-04-15,394.503
2004-04-16,397.623
2004-04-19,396.475
2004-04-20,393.699
2004-04-21,392.102
2004-04-22,392.558
2004-04-23,393.606
2004-04-26,394.107
2004-04-27,394.125
2004-04-28,388.852
2004-04-29,389.522
2004-04-30,390.717
2004-05-03,389.567
2004-05-04,391.875
2004-05-05,395.16
2004-05-06,390.502
2004-05-07,386.211
2004-05-10,378.174
2004-05-11,378.251
2004-05-12,380.106
2004-05-13,380.846
2004-05-14,383.159
2004-05-17,383.435
2004-05-18,382.432
2004-05-19,390.176
2004-05-20,386.367
2004-05-21,389.513
2004-05-24,387.571
2004-05-25,391.451
2004-05-26,394.254
2004-05-27,403.17
2004-05-28,402.706
2004-05-31,402.916
2004-06-01,400.663
2004-06-02,404.437
2004-06-03,403.185
2004-06-04,406.002
2004-06-07,410.668
2004-06-08,410.192
2004-06-09,403.806
2004-06-10,403.349
2004-06-11,401.244
2004-06-14,404.538
2004-06-15,404.864
2004-06-16,402.875
2004-06-17,405.821
2004-06-18,409.412
2004-06-21,408.002
2004-06-22,408.313
2004-06-23,406.728
2004-06-24,410.589
2004-06-25,410.239
2004-06-28,415.038
2004-06-29,413.959
2004-06-30,418.853
2004-07-01,419.575
2004-07-02,424.951
2004-07-05,424.965
2004-07-06,422.812
2004-07-07,425.142
2004-07-08,428.939
2004-07-09,429.074
2004-07-12,428.364
2004-07-13,426.72
2004-07-14,429.335
2004-07-15,429.303
2004-07-16,430.287
2004-07-19,427.763
2004-07-20,427.789
2004-07-21,424.312
2004-07-22,423.72
2004-07-23,417.51
2004-07-26,418.982
2004-07-27,414.635
2004-07-28,414.792
2004-07-29,417.438
2004-07-30,417.119
2004-08-02,419.208
2004-08-03,424.786
2004-08-04,424.388
2004-08-05,423.373
2004-08-06,427.809
2004-08-09,424.243
2004-08-10,428.193
2004-08-11,424.85
2004-08-12,424.188
2004-08-13,425.617
2004-08-16,427.739
2004-08-17,429.02
2004-08-18,426.892
2004-08-19,431.778
2004-08-20,430.699
2004-08-23,428.589
2004-08-24,427.049
2004-08-25,426.14
2004-08-26,427.928
2004-08-27,428.99
2004-08-30,428.902
2004-08-31,432.001
2004-09-01,434.553
2004-09-02,436.423
2004-09-03,436.288
2004-09-06,436.691
2004-09-07,437.214
2004-09-08,438.057
2004-09-09,439.988
2004-09-10,444.37
2004-09-13,443.171
2004-09-14,444.288
2004-09-15,440.398
2004-09-16,440.368
2004-09-17,443.952
2004-09-20,442.704
2004-09-21,448.63
2004-09-22,447.595
2004-09-23,447.122
2004-09-24,445.416
2004-09-27,443.594
2004-09-28,445.352
2004-09-29,448.562
2004-09-30,452.117
2004-10-01,453.408
2004-10-04,453.898
2004-10-05,460.33
2004-10-06,460.577
2004-10-07,464.659
2004-10-08,469.284
2004-10-11,464.682
2004-10-12,458.011
2004-10-13,455.493
2004-10-14,461.008
2004-10-15,463.114
2004-10-18,467.32
2004-10-19,470.46
2004-10-20,469.6
2004-10-21,472.17
2004-10-22,473.698
2004-10-25,477.02
2004-10-26,476.518
2004-10-27,477.862
2004-10-28,476.586
2004-10-29,477.796
2004-11-01,480.089
2004-11-02,480.494
2004-11-03,486.454
2004-11-04,490.628
2004-11-05,496.22
2004-11-08,497.236
2004-11-09,498.94
2004-11-10,500.875
2004-11-11,502.555
2004-11-12,505.538
2004-11-15,509.603
2004-11-16,508.572
2004-11-17,511.5
2004-11-18,509.106
2004-11-19,512.574
2004-11-22,518.62
2004-11-23,525.686
2004-11-24,532.312
2004-11-25,538.343
2004-11-26,541.821
2004-11-29,543.636
2004-11-30,546.111
2004-12-01,548.692
2004-12-02,547.991
2004-12-03,554.491
2004-12-06,557.16
2004-12-07,557.349
2004-12-08,551.171
2004-12-09,549.377
2004-12-10,545.24
2004-12-13,553.326
2004-12-14,556.489
2004-12-15,561.927
2004-12-16,553.25
2004-12-17,551.138
2004-12-20,561.171
2004-12-21,557.677
2004-12-22,558.683
2004-12-23,564.543
2004-12-24,565.401
2004-12-27,571.282
2004-12-28,573.637
2004-12-29,573.709
2004-12-30,574.764
2004-12-31,574.582
2005-01-03,573.697
2005-01-04,569.575
2005-01-05,568.226
2005-01-06,563.987
2005-01-07,563.154
2005-01-10,567.468
2005-01-11,567.898
2005-01-12,570.772
2005-01-13,566.809
2005-01-14,563.199
2005-01-17,569.523
2005-01-18,569.575
2005-01-19,571.066
2005-01-20,567.942
2005-01-21,573.301
2005-01-24,575.176
2005-01-25,569.957
2005-01-26,569.132
2005-01-27,568.069
2005-01-28,567.616
2005-01-31,569.328
2005-02-01,571.72
2005-02-02,577.164
2005-02-03,573.27
2005-02-04,576.46
2005-02-07,575.946
2005-02-08,573.965
2005-02-09,578.723
2005-02-10,584.66
2005-02-11,589.958
2005-02-14,594.536
2005-02-15,595.488
2005-02-16,595.972
2005-02-17,599.791
2005-02-18,595.931
2005-02-21,598.136
2005-02-22,600.935
2005-02-23,590.156
2005-02-24,595.929
2005-02-25,600.478
2005-02-28,607.551
2005-03-01,605.026
2005-03-02,601.235
2005-03-03,602.359
2005-03-04,611.832
2005-03-07,613.696
2005-03-08,619.742
2005-03-09,618.682
2005-03-10,619.318
2005-03-11,621.409
2005-03-14,611.459
2005-03-15,611.783
2005-03-16,617.314
2005-03-17,614.852
2005-03-18,607.976
2005-03-21,602.432
2005-03-22,602.328
2005-03-23,588.265
2005-03-24,589.964
2005-03-25,589.964
2005-03-28,585.824
2005-03-29,588.199
2005-03-30,590.549
2005-03-31,594.226
2005-04-01,596.3
2005-04-04,589.252
2005-04-05,589.861
2005-04-06,595.192
2005-04-07,601.608
2005-04-08,600.406
2005-04-11,605.276
2005-04-12,599.995
2005-04-13,603.987
2005-04-14,594.748
2005-04-15,594.745
2005-04-18,583.875
2005-04-19,589.466
2005-04-20,592.379
2005-04-21,592.683
2005-04-22,592.478
2005-04-25,588.448
2005-04-26,588.009
2005-04-27,580.78
2005-04-28,575.08
2005-04-29,576.66
2005-05-02,573.58
2005-05-03,576.922
2005-05-04,576.008
2005-05-05,575.279
2005-05-06,572.954
2005-05-09,569.933
2005-05-10,570.419
2005-05-11,567.986
2005-05-12,564.187
2005-05-13,558.821
2005-05-16,556.6
2005-05-17,555.336
2005-05-18,561.14
2005-05-19,562.468
2005-05-20,559.777
2005-05-23,563.423
2005-05-24,563.139
2005-05-25,565.731
2005-05-26,562.604
2005-05-27,565.806
2005-05-30,561.215
2005-05-31,557.591
2005-06-01,556.987
2005-06-02,560.963
2005-06-03,561.655
2005-06-06,560.088
2005-06-07,560.179
2005-06-08,561.223
2005-06-09,554.327
2005-06-10,555.187
2005-06-13,552.367
2005-06-14,555.602
2005-06-15,567.048
2005-06-16,566.577
2005-06-17,573.593
2005-06-20,565.753
2005-06-21,567.168
2005-06-22,569.019
2005-06-23,566.907
2005-06-24,568.663
2005-06-27,571.607
2005-06-28,567.562
2005-06-29,569.472
2005-06-30,569.096
2005-07-01,565.561
2005-07-04,564.727
2005-07-05,563.898
2005-07-06,567.814
2005-07-07,564.782
2005-07-08,570.008
2005-07-11,579.153
2005-07-12,586.081
2005-07-13,581.781
2005-07-14,584.718
2005-07-15,579.892
2005-07-18,582.93
2005-07-19,583.361
2005-07-20,584.528
2005-07-21,592.748
2005-07-22,591.849
2005-07-25,588.041
2005-07-26,588.676
2005-07-27,592.078
2005-07-28,596.052
2005-07-29,598.213
2005-08-01,603.931
2005-08-02,605.697
2005-08-03,612.175
2005-08-04,614.091
2005-08-05,614.025
2005-08-08,617.495
2005-08-09,621.944
2005-08-10,627.602
2005-08-11,628.057
2005-08-12,628.633
2005-08-15,627.295
2005-08-16,628.015
2005-08-17,631.352
2005-08-18,620.55
2005-08-19,620.05
2005-08-22,626.515
2005-08-23,622.355
2005-08-24,626.206
2005-08-25,622.986
2005-08-26,624.408
2005-08-29,621.085
2005-08-30,618.926
2005-08-31,626.747
2005-09-01,639.121
2005-09-02,647.374
2005-09-05,648.429
2005-09-06,650.127
2005-09-07,650.427
2005-09-08,648.41
2005-09-09,650.825
2005-09-12,647.054
2005-09-13,648.514
2005-09-14,650.391
2005-09-15,648.274
2005-09-16,650.938
2005-09-19,653.382
2005-09-20,655.796
2005-09-21,655.488
2005-09-22,648.702
2005-09-23,646.934
2005-09-26,649.428
2005-09-27,647.352
2005-09-28,651.39
2005-09-29,651.638
2005-09-30,659.684
2005-10-03,654.045
2005-10-04,657.914
2005-10-05,656.588
2005-10-06,656.15
2005-10-07,653.922
2005-10-10,650.694
2005-10-11,647.408
2005-10-12,649.501
2005-10-13,634.665
2005-10-14,639.32
2005-10-17,640.004
2005-10-18,631.385
2005-10-19,621.801
2005-10-20,626.267
2005-10-21,621.298
2005-10-24,627.132
2005-10-25,638.724
2005-10-26,639.36
2005-10-27,631.418
2005-10-28,627.294
2005-10-31,628.969
2005-11-01,629.005
2005-11-02,632.478
2005-11-03,632.591
2005-11-04,620.904
2005-11-07,626.353
2005-11-08,624.697
2005-11-09,620.925
