Date,BELGIUM SMALL VALUE Small Cap
2015-08-31,860.792
2015-09-30,849.524
2015-10-30,898.608
2015-11-30,849.125
2015-12-31,894.724
2016-01-29,833.528
2016-02-29,832.874
2016-03-31,915.161
2016-04-29,930.528
2016-05-31,949.468
2016-06-30,920.451
2016-07-29,945.508
2016-08-31,938.026
2016-09-30,966.904
2016-10-31,944.407
2016-11-30,894.568
2016-12-30,933.758
2017-01-31,940.74
2017-02-28,950.356
2017-03-31,991.992
2017-04-28,1019.469
2017-05-31,1054.107
2017-06-30,1039.272
2017-07-31,1083.193
2017-08-31,1096.363
2017-09-29,1130.112
2017-10-31,1108.027
2017-11-30,1111.132
2017-12-29,1131.439
2018-01-31,1213.085
2018-02-28,1173.436
2018-03-30,1114.546
2018-04-30,1117.408
2018-05-31,1091.118
2018-06-29,1061.278
2018-07-31,1115.918
2018-08-31,1104.057
2018-09-28,1073.309
2018-10-31,1014.616
2018-11-30,1030.33
2018-12-31,991.818
2019-01-31,1052.762
2019-02-28,1049.188
2019-03-29,1081.754
2019-04-30,1120.907
2019-05-31,1068.812
2019-06-28,1107.743
2019-07-31,1128.3
2019-08-30,1142.109
2019-09-30,1170.694
2019-10-31,1228.921
2019-11-29,1256.687
2019-12-31,1313.856
2020-01-31,1280.375
2020-02-28,1180.206
2020-03-31,1050.143
2020-04-30,1114.568
2020-05-29,1176.479
2020-06-30,1172.687
2020-07-31,1217.272
2020-08-31,1273.784
2020-09-30,1244.342
2020-10-30,1116.705
2020-11-30,1346.207
2020-12-31,1406.329
2021-01-29,1406.66
2021-02-26,1437.451
2021-03-31,1419.722
2021-04-30,1494.831
2021-05-31,1585.364
2021-06-30,1562.065
2021-07-30,1644.807
2021-08-31,1676.102
2021-09-30,1572.036
2021-10-29,1650.937
2021-11-30,1597.645
2021-12-31,1691.94
2022-01-31,1609.558
2022-02-28,1581.252
2022-03-31,1629.367
2022-04-29,1546.328
2022-05-31,1512.426
2022-06-30,1313.44
2022-07-29,1340.7
2022-08-31,1250.784
2022-09-30,1057.584
2022-10-31,1077.421
2022-11-30,1134.728
2022-12-30,1168.926
2023-01-31,1258.735
2023-02-28,1260.437
2023-03-31,1257.622
2023-04-28,1292.155
2023-05-31,1189.982
2023-06-30,1200.848
2023-07-31,1251.714
2023-08-31,1209.424
2023-09-29,1148.148
2023-10-31,1094.311
2023-11-30,1214.639
2023-12-29,1343.346
2024-01-31,1283.857
2024-02-29,1213.799
2024-03-29,1234.882
2024-04-30,1262.788
2024-05-31,1321.751
2024-06-28,1238.632
2024-07-31,1275.489
2024-08-30,1332.557
2024-09-30,1388.521
2024-10-31,1279.385
2024-11-29,1194.349
2024-12-31,1144.679
2025-01-31,1154.855
2025-02-28,1192.289
2025-03-31,1298.101
2025-04-30,1435.741
2025-05-30,1491.109
2025-06-30,1555.963
2025-07-31,1554.075
